"","date","NEWR"
"1","2014-12-12",33.990002
"2","2014-12-15",30.52
"3","2014-12-16",31.1
"4","2014-12-17",31.219999
"5","2014-12-18",30.42
"6","2014-12-19",31.469999
"7","2014-12-22",31.25
"8","2014-12-23",32.099998
"9","2014-12-24",33.759998
"10","2014-12-26",33.52
"11","2014-12-29",35.919998
"12","2014-12-30",35.18
"13","2014-12-31",34.84
"14","2015-01-02",36.470001
"15","2015-01-05",37.25
"16","2015-01-06",35.599998
"17","2015-01-07",35.84
"18","2015-01-08",35.419998
"19","2015-01-09",33.860001
"20","2015-01-12",34.34
"21","2015-01-13",32.799999
"22","2015-01-14",31.25
"23","2015-01-15",31.27
"24","2015-01-16",31.9
"25","2015-01-20",31.02
"26","2015-01-21",31.879999
"27","2015-01-22",31.110001
"28","2015-01-23",32.799999
"29","2015-01-26",32.34
"30","2015-01-27",32.07
"31","2015-01-28",31.040001
"32","2015-01-29",31.709999
"33","2015-01-30",31.059999
"34","2015-02-02",30.33
"35","2015-02-03",31.49
"36","2015-02-04",31.33
"37","2015-02-05",32.84
"38","2015-02-06",33.849998
"39","2015-02-09",34.939999
"40","2015-02-10",34.869999
"41","2015-02-11",35.099998
"42","2015-02-12",35.849998
"43","2015-02-13",33.75
"44","2015-02-17",35.049999
"45","2015-02-18",35.220001
"46","2015-02-19",34.68
"47","2015-02-20",34.889999
"48","2015-02-23",35.459999
"49","2015-02-24",35.299999
"50","2015-02-25",35.200001
"51","2015-02-26",35.389999
"52","2015-02-27",34.459999
"53","2015-03-02",34.080002
"54","2015-03-03",35.09
"55","2015-03-04",34.91
"56","2015-03-05",35.169998
"57","2015-03-06",34.259998
"58","2015-03-09",34.450001
"59","2015-03-10",34.560001
"60","2015-03-11",34.889999
"61","2015-03-12",34.880001
"62","2015-03-13",34.049999
"63","2015-03-16",33.799999
"64","2015-03-17",33.25
"65","2015-03-18",33.759998
"66","2015-03-19",34.099998
"67","2015-03-20",34.759998
"68","2015-03-23",34.93
"69","2015-03-24",34.450001
"70","2015-03-25",33.07
"71","2015-03-26",33.650002
"72","2015-03-27",33.299999
"73","2015-03-30",34
"74","2015-03-31",34.700001
"75","2015-04-01",32.619999
"76","2015-04-02",31.67
"77","2015-04-06",32.91
"78","2015-04-07",32.209999
"79","2015-04-08",33.099998
"80","2015-04-09",32.950001
"81","2015-04-10",32.720001
"82","2015-04-13",32.470001
"83","2015-04-14",33.450001
"84","2015-04-15",33.110001
"85","2015-04-16",32.59
"86","2015-04-17",32.009998
"87","2015-04-20",32.91
"88","2015-04-21",34.52
"89","2015-04-22",33.02
"90","2015-04-23",32.959999
"91","2015-04-24",32.68
"92","2015-04-27",32.27
"93","2015-04-28",32.099998
"94","2015-04-29",32.68
"95","2015-04-30",32.490002
"96","2015-05-01",32.98
"97","2015-05-04",32.509998
"98","2015-05-05",32.389999
"99","2015-05-06",32.419998
"100","2015-05-07",32.490002
"101","2015-05-08",32.720001
"102","2015-05-11",32.57
"103","2015-05-12",32.75
"104","2015-05-13",32.32
"105","2015-05-14",31.58
"106","2015-05-15",30.709999
"107","2015-05-18",32.009998
"108","2015-05-19",32.419998
"109","2015-05-20",32.470001
"110","2015-05-21",32.560001
"111","2015-05-22",32.43
"112","2015-05-26",32.049999
"113","2015-05-27",32.330002
"114","2015-05-28",32.349998
"115","2015-05-29",32.73
"116","2015-06-01",31.969999
"117","2015-06-02",31.93
"118","2015-06-03",32
"119","2015-06-04",31.49
"120","2015-06-05",31.860001
"121","2015-06-08",31.709999
"122","2015-06-09",31.219999
"123","2015-06-10",32.07
"124","2015-06-11",32.169998
"125","2015-06-12",32.880001
"126","2015-06-15",32.240002
"127","2015-06-16",32.27
"128","2015-06-17",32.650002
"129","2015-06-18",32.700001
"130","2015-06-19",33.189999
"131","2015-06-22",33.349998
"132","2015-06-23",33.59
"133","2015-06-24",33.830002
"134","2015-06-25",34.93
"135","2015-06-26",35.32
"136","2015-06-29",34.57
"137","2015-06-30",35.189999
"138","2015-07-01",36.240002
"139","2015-07-02",35.439999
"140","2015-07-06",34.959999
"141","2015-07-07",34.209999
"142","2015-07-08",33.52
"143","2015-07-09",34
"144","2015-07-10",34.310001
"145","2015-07-13",34
"146","2015-07-14",34.759998
"147","2015-07-15",35.490002
"148","2015-07-16",36.080002
"149","2015-07-17",35.290001
"150","2015-07-20",36.93
"151","2015-07-21",37.02
"152","2015-07-22",37
"153","2015-07-23",36.950001
"154","2015-07-24",36.259998
"155","2015-07-27",35.259998
"156","2015-07-28",35.27
"157","2015-07-29",35.099998
"158","2015-07-30",35.700001
"159","2015-07-31",34.799999
"160","2015-08-03",34.889999
"161","2015-08-04",34.599998
"162","2015-08-05",35.619999
"163","2015-08-06",35.150002
"164","2015-08-07",37.549999
"165","2015-08-10",37.41
"166","2015-08-11",34.860001
"167","2015-08-12",35.450001
"168","2015-08-13",34.610001
"169","2015-08-14",34.470001
"170","2015-08-17",34.389999
"171","2015-08-18",34.419998
"172","2015-08-19",34.060001
"173","2015-08-20",34.139999
"174","2015-08-21",33.349998
"175","2015-08-24",32.200001
"176","2015-08-25",32.75
"177","2015-08-26",33.43
"178","2015-08-27",33.200001
"179","2015-08-28",33.619999
"180","2015-08-31",32.560001
"181","2015-09-01",32.25
"182","2015-09-02",32.360001
"183","2015-09-03",33.130001
"184","2015-09-04",33.23
"185","2015-09-08",34.919998
"186","2015-09-09",35.669998
"187","2015-09-10",35.799999
"188","2015-09-11",35.93
"189","2015-09-14",36.299999
"190","2015-09-15",36.540001
"191","2015-09-16",37.009998
