"","date","TSRI"
"141","2007-07-25",7.74
"142","2007-07-26",7.7
"143","2007-07-27",7.96
"144","2007-07-30",7.98
"145","2007-07-31",7.74
"146","2007-08-01",7.7
"147","2007-08-02",7.9
"148","2007-08-03",7.9
"149","2007-08-06",7.76
"150","2007-08-07",7.8
"151","2007-08-08",8
"152","2007-08-09",7.6
"153","2007-08-10",7.78
"154","2007-08-13",8
"155","2007-08-14",8.14
"156","2007-08-15",8.08
"157","2007-08-16",8
"158","2007-08-17",8
"159","2007-08-20",8
"160","2007-08-21",7.8
"161","2007-08-22",8.14
"162","2007-08-23",8.18
"163","2007-08-24",8.14
"164","2007-08-27",8.18
"165","2007-08-28",8.18
"166","2007-08-29",8.12
"167","2007-08-30",8.14
"168","2007-08-31",8.14
"169","2007-09-04",8.2
"170","2007-09-05",8.32
"171","2007-09-06",8.34
"172","2007-09-07",8.16
"173","2007-09-10",8.24
"174","2007-09-11",8.22
"175","2007-09-12",8.4
"176","2007-09-13",8.5
"177","2007-09-14",8.5
"178","2007-09-17",8.48
"179","2007-09-18",8.68
"180","2007-09-19",8.9
"181","2007-09-20",9
"182","2007-09-21",9.16
"183","2007-09-24",9
"184","2007-09-25",8.8
"185","2007-09-26",8.64
"186","2007-09-27",8.7
"187","2007-09-28",8.62
"188","2007-10-01",8.66
"189","2007-10-02",8.66
"190","2007-10-03",8.3
"191","2007-10-04",8.98
"192","2007-10-05",8.7
"193","2007-10-08",8.6
"194","2007-10-09",8.76
"195","2007-10-10",9.1
"196","2007-10-11",8.8
"197","2007-10-12",8.58
"198","2007-10-15",8.8
"199","2007-10-16",9.06
"200","2007-10-17",8.8
"201","2007-10-18",8.54
"202","2007-10-19",8.98
"203","2007-10-22",8.7
"204","2007-10-23",8.7
"205","2007-10-24",8.82
"206","2007-10-25",8.96
"207","2007-10-26",8.96
"208","2007-10-29",8.96
"209","2007-10-30",8.78
"210","2007-10-31",9
"211","2007-11-01",8.9
"212","2007-11-02",8.98
"213","2007-11-05",8.52
"214","2007-11-06",8.82
"215","2007-11-07",8.82
"216","2007-11-08",8.54
"217","2007-11-09",8.3
"218","2007-11-12",8.08
"219","2007-11-13",8.5
"220","2007-11-14",8.52
"221","2007-11-15",8.52
"222","2007-11-16",8.5
"223","2007-11-19",8.12
"224","2007-11-20",8.38
"225","2007-11-21",8.38
"226","2007-11-23",8.1
"227","2007-11-26",8.38
"228","2007-11-27",8.08
"229","2007-11-28",8.1
"230","2007-11-29",8.02
"231","2007-11-30",8.16
"232","2007-12-03",8.36
"233","2007-12-04",8.1
"234","2007-12-05",8.04
"235","2007-12-06",8.04
"236","2007-12-07",8.06
"237","2007-12-10",8.1
"238","2007-12-11",8.36
"239","2007-12-12",8.02
"240","2007-12-13",7.84
"241","2007-12-14",7.76
"242","2007-12-17",8.38
"243","2007-12-18",7.98
"244","2007-12-19",8
"245","2007-12-20",7.94
"246","2007-12-21",8.18
"247","2007-12-24",8.04
"248","2007-12-26",8.4
"249","2007-12-27",8.2
"250","2007-12-28",8.04
"251","2007-12-31",8.18
"252","2008-01-02",7.96
"253","2008-01-03",8.46
"254","2008-01-04",8.1
"255","2008-01-07",8.24
"256","2008-01-08",8.1
"257","2008-01-09",7.94
"258","2008-01-10",8.48
"259","2008-01-11",7.98
"260","2008-01-14",7.96
"261","2008-01-15",8
"262","2008-01-16",7.96
"263","2008-01-17",8.02
"264","2008-01-18",8
"265","2008-01-22",8.04
"266","2008-01-23",8.02
"267","2008-01-24",8.02
"268","2008-01-25",8.14
"269","2008-01-28",8.2
"270","2008-01-29",8.36
"271","2008-01-30",8.38
"272","2008-01-31",8.36
"273","2008-02-01",8.36
"274","2008-02-04",8.4
"275","2008-02-05",8.4
"276","2008-02-06",8.86
"277","2008-02-07",8.4
"278","2008-02-08",8.5
"279","2008-02-11",8.4
"280","2008-02-12",8.86
"281","2008-02-13",8.3
"282","2008-02-14",8.2
"283","2008-02-15",8.2
"284","2008-02-19",8.58
"285","2008-02-20",8.56
"286","2008-02-21",8.56
"287","2008-02-22",8.36
"288","2008-02-25",8.22
"289","2008-02-26",8.22
"290","2008-02-27",8.22
"291","2008-02-28",8.4
"292","2008-02-29",8.5
"293","2008-03-03",8.4
"294","2008-03-04",8.2
"295","2008-03-05",8.38
"296","2008-03-06",8.2
"297","2008-03-07",8.02
"298","2008-03-10",8.1
"299","2008-03-11",8.18
"300","2008-03-12",8.18
"301","2008-03-13",8.12
"302","2008-03-14",8.38
"303","2008-03-17",8.38
"304","2008-03-18",8.14
"305","2008-03-19",7.86
"306","2008-03-20",8
"307","2008-03-24",8
"308","2008-03-25",8
"309","2008-03-26",8.04
"310","2008-03-27",8.04
"311","2008-03-28",8.1
"312","2008-03-31",8.4
"313","2008-04-01",8.28
"314","2008-04-02",8.32
"315","2008-04-03",8.1
"316","2008-04-04",7.96
"317","2008-04-07",7.92
"318","2008-04-08",7.66
"319","2008-04-09",7.72
"320","2008-04-10",7.6
"321","2008-04-11",7.46
"322","2008-04-14",7.42
"323","2008-04-15",7.54
"324","2008-04-16",7.76
"325","2008-04-17",7.92
"326","2008-04-18",7.86
"327","2008-04-21",7.5
"328","2008-04-22",7.4
"329","2008-04-23",7.4
"330","2008-04-24",7.3
"331","2008-04-25",7.62
"332","2008-04-28",7.4
"333","2008-04-29",7.36
"334","2008-04-30",7.48
"335","2008-05-01",7.58
"336","2008-05-02",7.6
"337","2008-05-05",7.66
"338","2008-05-06",7.2
"339","2008-05-07",7.74
"340","2008-05-08",7.48
"341","2008-05-09",7.58
"342","2008-05-12",7.74
"343","2008-05-13",7.74
"344","2008-05-14",7.68
"345","2008-05-15",7.5
"346","2008-05-16",7.5
"347","2008-05-19",7.32
"348","2008-05-20",7.34
"349","2008-05-21",7.3
"350","2008-05-22",7.4
"351","2008-05-23",7.54
"352","2008-05-27",7.2
"353","2008-05-28",7.22
"354","2008-05-29",7.1
"355","2008-05-30",7.14
"356","2008-06-02",7.14
"357","2008-06-03",7.58
"358","2008-06-04",7.4
"359","2008-06-05",7.4
"360","2008-06-06",7.56
"361","2008-06-09",7.56
"362","2008-06-10",7.16
"363","2008-06-11",7.2
"364","2008-06-12",7.2
"365","2008-06-13",7.06
"366","2008-06-16",7.26
"367","2008-06-17",7.42
"368","2008-06-18",7.2
"369","2008-06-19",7.2
"370","2008-06-20",7.4
"371","2008-06-23",7.4
"372","2008-06-24",7.68
"373","2008-06-25",7.2
"374","2008-06-26",7.02
"375","2008-06-27",7.02
"376","2008-06-30",7.66
"377","2008-07-01",7.04
"378","2008-07-02",6.6
"379","2008-07-03",6.36
"380","2008-07-07",6.28
"381","2008-07-08",6.26
"382","2008-07-09",6.4
"383","2008-07-10",6.6
"384","2008-07-11",6.6
"385","2008-07-14",6.04
"386","2008-07-15",6.02
"387","2008-07-16",6.02
"388","2008-07-17",6.1
"389","2008-07-18",6.94
"390","2008-07-21",5.8
"391","2008-07-22",5.82
"392","2008-07-23",5.74
"393","2008-07-24",5.72
"394","2008-07-25",5.7
"395","2008-07-28",6
"396","2008-07-29",5.74
"397","2008-07-30",5.9
"398","2008-07-31",5.52
"399","2008-08-01",5.52
"400","2008-08-04",5.86
"401","2008-08-05",5.34
"402","2008-08-06",5.4
"403","2008-08-07",5.4
"404","2008-08-08",5.22
"405","2008-08-11",5.78
"406","2008-08-12",5.5
"407","2008-08-13",5.44
"408","2008-08-14",5.38
"409","2008-08-15",5.22
"410","2008-08-18",5.3
"411","2008-08-19",5.3
"412","2008-08-20",5.28
"413","2008-08-21",5.18
"414","2008-08-22",5.2
"415","2008-08-25",4.92
"416","2008-08-26",5.38
"417","2008-08-27",5.4
"418","2008-08-28",5.26
"419","2008-08-29",5.4
"420","2008-09-02",5.62
"421","2008-09-03",5.46
"422","2008-09-04",5.42
"423","2008-09-05",5.5
"424","2008-09-08",5.3
"425","2008-09-09",5.3
"426","2008-09-10",5.78
"427","2008-09-11",5.6
"428","2008-09-12",5.6
"429","2008-09-15",5.34
"430","2008-09-16",5.32
"431","2008-09-17",5.2
"432","2008-09-18",5.2
"433","2008-09-19",5.56
"434","2008-09-22",5.4
"435","2008-09-23",5.4
"436","2008-09-24",5.4
"437","2008-09-25",5.22
"438","2008-09-26",5.1
"439","2008-09-29",4.74
"440","2008-09-30",4.78
"441","2008-10-01",5.12
"442","2008-10-02",5.12
"443","2008-10-03",5.12
"444","2008-10-06",4.24
"445","2008-10-07",4.74
"446","2008-10-08",4.52
"447","2008-10-09",4.22
"448","2008-10-10",4.18
"449","2008-10-13",4.2
"450","2008-10-14",4.18
"451","2008-10-15",4.64
"452","2008-10-16",4.3
"453","2008-10-17",4.6
"454","2008-10-20",4.58
"455","2008-10-21",4.54
"456","2008-10-22",4.2
"457","2008-10-23",4.1
"458","2008-10-24",4.06
"459","2008-10-27",4.06
"460","2008-10-28",4.04
"461","2008-10-29",4.04
"462","2008-10-30",4.04
"463","2008-10-31",4.04
"464","2008-11-03",4.1
"465","2008-11-04",4.22
"466","2008-11-05",4.32
"467","2008-11-06",4.32
"468","2008-11-07",4.32
"469","2008-11-10",4.3
"470","2008-11-11",4.1
"471","2008-11-12",3.9
"472","2008-11-13",3.88
"473","2008-11-14",3.88
"474","2008-11-17",3.92
"475","2008-11-18",3.96
"476","2008-11-19",3.7
"477","2008-11-20",3.88
"478","2008-11-21",3.88
"479","2008-11-24",3.94
"480","2008-11-25",3.92
"481","2008-11-26",3.76
"482","2008-11-28",3.76
"483","2008-12-01",3.7
"484","2008-12-02",3.94
"485","2008-12-03",3.98
"486","2008-12-04",3.8
"487","2008-12-05",3.8
"488","2008-12-08",3.8
"489","2008-12-09",3.8
"490","2008-12-10",3.7
"491","2008-12-11",3.7
"492","2008-12-12",3.7
"493","2008-12-15",3.78
"494","2008-12-16",3.7
"495","2008-12-17",3.8
"496","2008-12-18",3.9
"497","2008-12-19",3.88
"498","2008-12-22",3.6
"499","2008-12-23",3.7
"500","2008-12-24",3.6
"501","2008-12-26",3.74
"502","2008-12-29",3.74
"503","2008-12-30",3.74
"504","2008-12-31",3.98
"505","2009-01-02",3.9
"506","2009-01-05",3.9
"507","2009-01-06",3.9
"508","2009-01-07",4
"509","2009-01-08",4.74
"510","2009-01-09",3.9
"511","2009-01-12",3.64
"512","2009-01-13",3.78
"513","2009-01-14",3.78
"514","2009-01-15",3.6
"515","2009-01-16",3.52
"516","2009-01-20",3.8
"517","2009-01-21",3.8
"518","2009-01-22",4
"519","2009-01-23",4
"520","2009-01-26",4
"521","2009-01-27",3.42
"522","2009-01-28",3.42
"523","2009-01-29",3.4
"524","2009-01-30",3.4
"525","2009-02-02",3.4
"526","2009-02-03",3.4
"527","2009-02-04",3.98
"528","2009-02-05",3.98
"529","2009-02-06",3.98
"530","2009-02-09",3.44
"531","2009-02-10",3.78
"532","2009-02-11",3.78
"533","2009-02-12",3.44
"534","2009-02-13",3.1
"535","2009-02-17",3.38
"536","2009-02-18",3.38
"537","2009-02-19",3.38
"538","2009-02-20",3.38
"539","2009-02-23",3.24
"540","2009-02-24",3.52
"541","2009-02-25",3.52
"542","2009-02-26",3.34
"543","2009-02-27",3.56
"544","2009-03-02",3.26
"545","2009-03-03",3.3
"546","2009-03-04",3.26
"547","2009-03-05",3.26
"548","2009-03-06",3.12
"549","2009-03-09",3.12
"550","2009-03-10",3.12
"551","2009-03-11",3.14
"552","2009-03-12",3.2
"553","2009-03-13",3.2
"554","2009-03-16",3.2
"555","2009-03-17",3.12
"556","2009-03-18",3.2
"557","2009-03-19",3.16
"558","2009-03-20",3.5
"559","2009-03-23",3.3
"560","2009-03-24",3.3
"561","2009-03-25",3.3
"562","2009-03-26",3.3
"563","2009-03-27",3.32
"564","2009-03-30",3.32
"565","2009-03-31",3.32
"566","2009-04-01",3.3
"567","2009-04-02",3.36
"568","2009-04-03",3.32
"569","2009-04-06",3.3
"570","2009-04-07",3.14
"571","2009-04-08",3.2
"572","2009-04-09",3.2
"573","2009-04-13",3.2
"574","2009-04-14",3.2
"575","2009-04-15",3.14
"576","2009-04-16",3.14
"577","2009-04-17",3.14
"578","2009-04-20",3.14
"579","2009-04-21",3.14
"580","2009-04-22",3.28
"581","2009-04-23",3.26
"582","2009-04-24",3.26
"583","2009-04-27",3.26
"584","2009-04-28",3.26
"585","2009-04-29",3.36
"586","2009-04-30",3.38
"587","2009-05-01",3.38
"588","2009-05-04",3.38
"589","2009-05-05",3.46
"590","2009-05-06",3.62
"591","2009-05-07",3.64
"592","2009-05-08",3.78
"593","2009-05-11",3.78
"594","2009-05-12",3.56
"595","2009-05-13",3.56
"596","2009-05-14",3.64
"597","2009-05-15",3.64
"598","2009-05-18",3.64
"599","2009-05-19",3.78
"600","2009-05-20",3.46
"601","2009-05-21",3.46
"602","2009-05-22",3.46
"603","2009-05-26",3.44
"604","2009-05-27",3.44
"605","2009-05-28",3.44
"606","2009-05-29",3.5
"607","2009-06-01",3.74
"608","2009-06-02",3.52
"609","2009-06-03",3.52
"610","2009-06-04",3.5
"611","2009-06-05",3.52
"612","2009-06-08",3.52
"613","2009-06-09",3.5
"614","2009-06-10",3.44
"615","2009-06-11",3.5
"616","2009-06-12",3.72
"617","2009-06-15",4.18
"618","2009-06-16",4.04
"619","2009-06-17",4.04
"620","2009-06-18",3.74
"621","2009-06-19",4.16
"622","2009-06-22",4
"623","2009-06-23",4.02
"624","2009-06-24",4.08
"625","2009-06-25",4.1
"626","2009-06-26",3.9
"627","2009-06-29",3.9
"628","2009-06-30",3.9
"629","2009-07-01",4.3
"630","2009-07-02",4.3
"631","2009-07-06",4.2
"632","2009-07-07",4.18
"633","2009-07-08",4.12
"634","2009-07-09",4.12
"635","2009-07-10",4.12
"636","2009-07-13",4.02
"637","2009-07-14",4.16
"638","2009-07-15",4
"639","2009-07-16",4.2
"640","2009-07-17",4.16
"641","2009-07-20",4.1
"642","2009-07-21",3.94
"643","2009-07-22",4.08
"644","2009-07-23",4.2
"645","2009-07-24",4.2
"646","2009-07-27",4.2
"647","2009-07-28",4.2
"648","2009-07-29",4.14
"649","2009-07-30",4.2
"650","2009-07-31",4.3
"651","2009-08-03",4.14
"652","2009-08-04",4.14
"653","2009-08-05",4.18
"654","2009-08-06",4.14
"655","2009-08-07",4.28
"656","2009-08-10",4.28
"657","2009-08-11",4.3
"658","2009-08-12",4.4
"659","2009-08-13",4.4
"660","2009-08-14",4.2
"661","2009-08-17",4.02
"662","2009-08-18",4.2
"663","2009-08-19",4.3
"664","2009-08-20",4.04
"665","2009-08-21",4
"666","2009-08-24",4.36
"667","2009-08-25",4.4
"668","2009-08-26",4.18
"669","2009-08-27",4.3
"670","2009-08-28",4.5
"671","2009-08-31",4.5
"672","2009-09-01",4.5
"673","2009-09-02",4.5
"674","2009-09-03",4.2
"675","2009-09-04",4.14
"676","2009-09-08",4.36
"677","2009-09-09",4.16
"678","2009-09-10",4.18
"679","2009-09-11",4.18
"680","2009-09-14",4.18
"681","2009-09-15",4.18
"682","2009-09-16",4.14
"683","2009-09-17",4.12
"684","2009-09-18",4
"685","2009-09-21",3.96
"686","2009-09-22",4.12
"687","2009-09-23",4.12
"688","2009-09-24",3.96
"689","2009-09-25",4.2
"690","2009-09-28",4.26
"691","2009-09-29",4.2
"692","2009-09-30",4.12
"693","2009-10-01",4.1
"694","2009-10-02",4.1
"695","2009-10-05",4.1
"696","2009-10-06",4.1
"697","2009-10-07",4.34
"698","2009-10-08",4.1
"699","2009-10-09",4.22
"700","2009-10-12",4.22
"701","2009-10-13",4.3
"702","2009-10-14",4.5
"703","2009-10-15",4.5
"704","2009-10-16",4.4
"705","2009-10-19",4.3
"706","2009-10-20",4.3
"707","2009-10-21",4.3
"708","2009-10-22",4.3
"709","2009-10-23",4.2
"710","2009-10-26",4.46
"711","2009-10-27",4.3
"712","2009-10-28",4.28
"713","2009-10-29",4.26
"714","2009-10-30",4.26
"715","2009-11-02",4.24
"716","2009-11-03",4.24
"717","2009-11-04",4.44
"718","2009-11-05",4.24
"719","2009-11-06",4.32
"720","2009-11-09",4.26
"721","2009-11-10",4.2
"722","2009-11-11",4.2
"723","2009-11-12",4.5
"724","2009-11-13",4.58
"725","2009-11-16",4.7
"726","2009-11-17",4.5
"727","2009-11-18",4.7
"728","2009-11-19",4.7
"729","2009-11-20",4.7
"730","2009-11-23",4.6
"731","2009-11-24",4.6
"732","2009-11-25",4.64
"733","2009-11-27",4.64
"734","2009-11-30",4.6
"735","2009-12-01",4.6
"736","2009-12-02",4.34
"737","2009-12-03",4.34
"738","2009-12-04",4.32
"739","2009-12-07",4.38
"740","2009-12-08",4.44
"741","2009-12-09",4.4
"742","2009-12-10",4.36
"743","2009-12-11",4.7
"744","2009-12-14",4.4
"745","2009-12-15",4.5
"746","2009-12-16",4.44
"747","2009-12-17",4.5
"748","2009-12-18",4.68
"749","2009-12-21",4.68
"750","2009-12-22",4.5
"751","2009-12-23",4.5
"752","2009-12-24",4.52
"753","2009-12-28",4.6
"754","2009-12-29",4.7
"755","2009-12-30",4.62
"756","2009-12-31",4.62
"757","2010-01-04",4.86
"758","2010-01-05",4.8
"759","2010-01-06",5
"760","2010-01-07",4.6
"761","2010-01-08",4.82
"762","2010-01-11",4.82
"763","2010-01-12",4.94
"764","2010-01-13",5
"765","2010-01-14",5
"766","2010-01-15",4.92
"767","2010-01-19",4.82
"768","2010-01-20",4.56
"769","2010-01-21",4.8
"770","2010-01-22",4.72
"771","2010-01-25",4.72
"772","2010-01-26",4.92
"773","2010-01-27",4.6
"774","2010-01-28",4.86
"775","2010-01-29",4.86
"776","2010-02-01",4.8
"777","2010-02-02",4.9
"778","2010-02-03",4.62
"779","2010-02-04",4.64
"780","2010-02-05",4.52
"781","2010-02-08",4.52
"782","2010-02-09",4.5
"783","2010-02-10",4.4
"784","2010-02-11",4.4
"785","2010-02-12",4.4
"786","2010-02-16",4.4
"787","2010-02-17",4.42
"788","2010-02-18",4.5
"789","2010-02-19",4.5
"790","2010-02-22",4.56
"791","2010-02-23",4.52
"792","2010-02-24",4.5
"793","2010-02-25",4.58
"794","2010-02-26",4.58
"795","2010-03-01",4.58
"796","2010-03-02",4.6
"797","2010-03-03",4.54
"798","2010-03-04",4.6
"799","2010-03-05",4.62
"800","2010-03-08",4.42
"801","2010-03-09",4.6
"802","2010-03-10",4.6
"803","2010-03-11",4.62
"804","2010-03-12",4.66
"805","2010-03-15",4.7
"806","2010-03-16",4.7
"807","2010-03-17",4.7
"808","2010-03-18",4.7
"809","2010-03-19",4.62
"810","2010-03-22",4.66
"811","2010-03-23",4.52
"812","2010-03-24",4.5
"813","2010-03-25",4.5
"814","2010-03-26",4.5
"815","2010-03-29",4.58
"816","2010-03-30",4.56
"817","2010-03-31",4.5
"818","2010-04-01",4.62
"819","2010-04-05",4.7
"820","2010-04-06",4.66
"821","2010-04-07",4.68
"822","2010-04-08",4.7
"823","2010-04-09",4.74
"824","2010-04-12",4.76
"825","2010-04-13",4.76
"826","2010-04-14",4.86
"827","2010-04-15",4.8
"828","2010-04-16",5.14
"829","2010-04-19",5.08
"830","2010-04-20",5.12
"831","2010-04-21",5.12
"832","2010-04-22",5.12
"833","2010-04-23",5.12
"834","2010-04-26",5.12
"835","2010-04-27",5.02
"836","2010-04-28",5.02
"837","2010-04-29",5.02
"838","2010-04-30",5.02
"839","2010-05-03",5.48
"840","2010-05-04",4.98
"841","2010-05-05",5.04
"842","2010-05-06",4.98
"843","2010-05-07",5.14
"844","2010-05-10",4.92
"845","2010-05-11",5.14
"846","2010-05-12",5.14
"847","2010-05-13",5.04
"848","2010-05-14",5.04
"849","2010-05-17",5.04
"850","2010-05-18",5.02
"851","2010-05-19",5.04
"852","2010-05-20",4.98
"853","2010-05-21",4.9
"854","2010-05-24",4.9
"855","2010-05-25",5.18
"856","2010-05-26",5.04
"857","2010-05-27",5.04
"858","2010-05-28",4.9
"859","2010-06-01",5.04
"860","2010-06-02",5.1
"861","2010-06-03",5.1
"862","2010-06-04",4.56
"863","2010-06-07",4.56
"864","2010-06-08",4.7
"865","2010-06-09",4.42
"866","2010-06-10",4.46
"867","2010-06-11",4.42
"868","2010-06-14",4.5
"869","2010-06-15",4.94
"870","2010-06-16",4.94
"871","2010-06-17",4.74
"872","2010-06-18",4.74
"873","2010-06-21",4.8
"874","2010-06-22",4.88
"875","2010-06-23",4.88
"876","2010-06-24",4.64
"877","2010-06-25",4.32
"878","2010-06-28",4.72
"879","2010-06-29",4.4
"880","2010-06-30",4.4
"881","2010-07-01",4.4
"882","2010-07-02",4.3
"883","2010-07-06",4.16
"884","2010-07-07",4.16
"885","2010-07-08",4.16
"886","2010-07-09",4.3
"887","2010-07-12",4.4
"888","2010-07-13",4.5
"889","2010-07-14",4.5
"890","2010-07-15",4.5
"891","2010-07-16",4.6
"892","2010-07-19",4.48
"893","2010-07-20",4.48
"894","2010-07-21",4.36
"895","2010-07-22",4.6
"896","2010-07-23",4.6
"897","2010-07-26",4.6
"898","2010-07-27",4.56
"899","2010-07-28",4.64
"900","2010-07-29",4.28
"901","2010-07-30",4.44
"902","2010-08-02",4.44
"903","2010-08-03",4.32
"904","2010-08-04",4.3
"905","2010-08-05",4.3
"906","2010-08-06",4.3
"907","2010-08-09",4.3
"908","2010-08-10",4.3
"909","2010-08-11",4.4
"910","2010-08-12",4.34
"911","2010-08-13",4.34
"912","2010-08-16",4.4
"913","2010-08-17",4.38
"914","2010-08-18",4.38
"915","2010-08-19",4.3
"916","2010-08-20",4.16
"917","2010-08-23",4.28
"918","2010-08-24",4.14
"919","2010-08-25",4.14
"920","2010-08-26",4.16
"921","2010-08-27",4.2
"922","2010-08-30",4.2
"923","2010-08-31",4.26
"924","2010-09-01",4.22
"925","2010-09-02",4.22
"926","2010-09-03",4.26
"927","2010-09-07",4.1
"928","2010-09-08",4.08
"929","2010-09-09",4.08
"930","2010-09-10",4.12
"931","2010-09-13",4.22
"932","2010-09-14",4.12
"933","2010-09-15",4.12
"934","2010-09-16",4.2
"935","2010-09-17",4.36
"936","2010-09-20",4.3
"937","2010-09-21",4.3
"938","2010-09-22",4.46
"939","2010-09-23",4.24
"940","2010-09-24",4.38
"941","2010-09-27",4.54
"942","2010-09-28",4.4
"943","2010-09-29",4.4
"944","2010-09-30",4.58
"945","2010-10-01",4.3
"946","2010-10-04",4.3
"947","2010-10-05",4.4
"948","2010-10-06",4.5
"949","2010-10-07",4.4
"950","2010-10-08",4.4
"951","2010-10-11",4.64
"952","2010-10-12",4.68
"953","2010-10-13",4.56
"954","2010-10-14",4.44
"955","2010-10-15",4.5
"956","2010-10-18",4.5
"957","2010-10-19",4.32
"958","2010-10-20",4.3
"959","2010-10-21",4.3
"960","2010-10-22",4.5
"961","2010-10-25",4.6
"962","2010-10-26",4.38
"963","2010-10-27",4.28
"964","2010-10-28",4.32
"965","2010-10-29",4.42
"966","2010-11-01",4.64
"967","2010-11-02",4.44
"968","2010-11-03",4.42
"969","2010-11-04",4.42
"970","2010-11-05",4.66
"971","2010-11-08",4.42
"972","2010-11-09",4.78
"973","2010-11-10",4.44
"974","2010-11-11",4.42
"975","2010-11-12",4.42
"976","2010-11-15",4.5
"977","2010-11-16",4.66
"978","2010-11-17",4.4
"979","2010-11-18",4.62
"980","2010-11-19",4.66
"981","2010-11-22",4.5
"982","2010-11-23",4.6
"983","2010-11-24",4.56
"984","2010-11-26",4.6
"985","2010-11-29",4.6
"986","2010-11-30",6.6
"987","2010-12-01",6.4
"988","2010-12-02",5.5
"989","2010-12-03",5.51
"990","2010-12-06",5.25
"991","2010-12-07",5.08
"992","2010-12-08",4.92
"993","2010-12-09",4.83
"994","2010-12-10",5.02
"995","2010-12-13",4.87
"996","2010-12-14",4.8
"997","2010-12-15",4.9
"998","2010-12-16",4.71
"999","2010-12-17",4.88
"1000","2010-12-20",4.8
"1001","2010-12-21",4.78
"1002","2010-12-22",4.75
