"","date","EB"
"82","2019-01-17",30.629999
"83","2019-01-18",31.18
"84","2019-01-22",30.16
"85","2019-01-23",30.120001
"86","2019-01-24",30.83
"87","2019-01-25",30.780001
"88","2019-01-28",31.799999
"89","2019-01-29",31.129999
"90","2019-01-30",30.950001
"91","2019-01-31",30.01
"92","2019-02-01",29.85
"93","2019-02-04",31.459999
"94","2019-02-05",31.299999
"95","2019-02-06",30.82
"96","2019-02-07",30.379999
"97","2019-02-08",30.75
"98","2019-02-11",31.360001
"99","2019-02-12",31.1
"100","2019-02-13",30.85
"101","2019-02-14",31.6
"102","2019-02-15",30.879999
"103","2019-02-19",30.549999
"104","2019-02-20",30.5
"105","2019-02-21",29.35
"106","2019-02-22",30.190001
"107","2019-02-25",30.120001
"108","2019-02-26",29.82
"109","2019-02-27",29.940001
"110","2019-02-28",29.58
"111","2019-03-01",30.629999
"112","2019-03-04",31.799999
"113","2019-03-05",31.879999
"114","2019-03-06",31.43
"115","2019-03-07",32.419998
"116","2019-03-08",24.459999
"117","2019-03-11",22.889999
"118","2019-03-12",22.889999
"119","2019-03-13",23.23
"120","2019-03-14",23.02
"121","2019-03-15",22.549999
"122","2019-03-18",22.120001
"123","2019-03-19",20.76
"124","2019-03-20",20.08
"125","2019-03-21",20.9
"126","2019-03-22",21.290001
"127","2019-03-25",20.879999
"128","2019-03-26",20.5
"129","2019-03-27",19.700001
"130","2019-03-28",19.059999
"131","2019-03-29",19.17
"132","2019-04-01",20.16
"133","2019-04-02",20.610001
"134","2019-04-03",20.690001
"135","2019-04-04",20.66
"136","2019-04-05",20.870001
"137","2019-04-08",21.59
"138","2019-04-09",20.67
"139","2019-04-10",20.76
"140","2019-04-11",20.290001
"141","2019-04-12",20.700001
"142","2019-04-15",20.93
"143","2019-04-16",22.190001
"144","2019-04-17",21.9
"145","2019-04-18",21.9
"146","2019-04-22",21.68
"147","2019-04-23",21.620001
"148","2019-04-24",22.540001
"149","2019-04-25",23.049999
"150","2019-04-26",23
"151","2019-04-29",23.98
"152","2019-04-30",25
"153","2019-05-01",24.15
"154","2019-05-02",17.6
"155","2019-05-03",18.41
"156","2019-05-06",18.98
"157","2019-05-07",19.110001
"158","2019-05-08",18.450001
"159","2019-05-09",18.58
"160","2019-05-10",18.379999
"161","2019-05-13",18.16
"162","2019-05-14",17.940001
"163","2019-05-15",17.91
"164","2019-05-16",18.15
"165","2019-05-17",17.51
"166","2019-05-20",17.5
"167","2019-05-21",17.370001
"168","2019-05-22",16.34
"169","2019-05-23",16.08
"170","2019-05-24",16.139999
"171","2019-05-28",16.23
"172","2019-05-29",15.99
"173","2019-05-30",15.83
"174","2019-05-31",15.66
"175","2019-06-03",15.85
"176","2019-06-04",15.91
"177","2019-06-05",15.74
"178","2019-06-06",16.09
"179","2019-06-07",16.76
"180","2019-06-10",16.379999
"181","2019-06-11",15.86
"182","2019-06-12",15.92
"183","2019-06-13",16.41
"184","2019-06-14",16.02
"185","2019-06-17",16.969999
"186","2019-06-18",16.92
"187","2019-06-19",16.9
"188","2019-06-20",16.57
"189","2019-06-21",16.35
"190","2019-06-24",16.120001
"191","2019-06-25",16.290001
"192","2019-06-26",15.92
"193","2019-06-27",15.9
"194","2019-06-28",16.200001
"195","2019-07-01",16.85
"196","2019-07-02",16.6
"197","2019-07-03",16.309999
"198","2019-07-05",16.459999
"199","2019-07-08",15.97
"200","2019-07-09",16.1
"201","2019-07-10",15.97
"202","2019-07-11",15.99
"203","2019-07-12",16
"204","2019-07-15",16
"205","2019-07-16",16.049999
"206","2019-07-17",16.24
"207","2019-07-18",16.610001
"208","2019-07-19",17.09
"209","2019-07-22",16.92
"210","2019-07-23",17
"211","2019-07-24",17.690001
"212","2019-07-25",17.459999
"213","2019-07-26",17.559999
"214","2019-07-29",17.780001
"215","2019-07-30",17.93
"216","2019-07-31",17.690001
"217","2019-08-01",17.639999
"218","2019-08-02",17.66
"219","2019-08-05",16.450001
"220","2019-08-06",16.200001
"221","2019-08-07",16.76
"222","2019-08-08",17.49
"223","2019-08-09",17.030001
"224","2019-08-12",16.889999
"225","2019-08-13",17.200001
"226","2019-08-14",17.059999
"227","2019-08-15",17.9
"228","2019-08-16",19.02
"229","2019-08-19",19.77
"230","2019-08-20",19.51
"231","2019-08-21",19.709999
"232","2019-08-22",19.110001
"233","2019-08-23",18.34
"234","2019-08-26",18.57
"235","2019-08-27",18.4
"236","2019-08-28",18.01
"237","2019-08-29",18.15
"238","2019-08-30",17.48
"239","2019-09-03",17.15
"240","2019-09-04",17.120001
"241","2019-09-05",17.23
"242","2019-09-06",17.08
"243","2019-09-09",17.49
"244","2019-09-10",17.950001
"245","2019-09-11",19.1
"246","2019-09-12",18.870001
"247","2019-09-13",18.91
"248","2019-09-16",19.049999
"249","2019-09-17",19.23
"250","2019-09-18",18.84
"251","2019-09-19",18.639999
"252","2019-09-20",18.280001
"253","2019-09-23",17.75
"254","2019-09-24",17.09
"255","2019-09-25",17.4
"256","2019-09-26",17.48
"257","2019-09-27",17.49
"258","2019-09-30",17.709999
"259","2019-10-01",17.200001
"260","2019-10-02",17.540001
"261","2019-10-03",18.16
"262","2019-10-04",18.290001
"263","2019-10-07",17.34
"264","2019-10-08",16.950001
"265","2019-10-09",17.48
"266","2019-10-10",17.110001
"267","2019-10-11",17.450001
"268","2019-10-14",17.469999
"269","2019-10-15",18.139999
"270","2019-10-16",18.1
"271","2019-10-17",18.01
"272","2019-10-18",17.549999
"273","2019-10-21",17.59
"274","2019-10-22",17.24
"275","2019-10-23",16.879999
"276","2019-10-24",17.18
"277","2019-10-25",17.26
"278","2019-10-28",18
"279","2019-10-29",18.190001
"280","2019-10-30",17.93
"281","2019-10-31",17.98
"282","2019-11-01",18.67
"283","2019-11-04",18.16
"284","2019-11-05",18.35
"285","2019-11-06",17.809999
"286","2019-11-07",17.33
"287","2019-11-08",21.32
"288","2019-11-11",21.92
"289","2019-11-12",20.16
"290","2019-11-13",20.01
"291","2019-11-14",19.809999
"292","2019-11-15",19.870001
"293","2019-11-18",19.959999
"294","2019-11-19",19.93
"295","2019-11-20",21.17
"296","2019-11-21",21.379999
"297","2019-11-22",21.58
"298","2019-11-25",21.690001
"299","2019-11-26",21.76
"300","2019-11-27",21.43
"301","2019-11-29",21.51
"302","2019-12-02",19.75
"303","2019-12-03",19.440001
"304","2019-12-04",19.17
"305","2019-12-05",19.18
"306","2019-12-06",19.32
"307","2019-12-09",19.52
"308","2019-12-10",18.65
"309","2019-12-11",19.209999
"310","2019-12-12",19.18
"311","2019-12-13",19.1
"312","2019-12-16",19.74
"313","2019-12-17",19.709999
"314","2019-12-18",19.93
"315","2019-12-19",20.4
"316","2019-12-20",20.040001
"317","2019-12-23",20.190001
"318","2019-12-24",20.450001
"319","2019-12-26",20.549999
"320","2019-12-27",20.700001
"321","2019-12-30",20.26
"322","2019-12-31",20.17
"323","2020-01-02",20.950001
"324","2020-01-03",20.719999
"325","2020-01-06",20.870001
"326","2020-01-07",20.870001
"327","2020-01-08",21.27
"328","2020-01-09",21.129999
"329","2020-01-10",21.25
"330","2020-01-13",21.440001
"331","2020-01-14",21.459999
"332","2020-01-15",21.34
"333","2020-01-16",21.15
"334","2020-01-17",20.719999
"335","2020-01-21",20.59
"336","2020-01-22",20.719999
"337","2020-01-23",21.76
"338","2020-01-24",22.4
"339","2020-01-27",22.040001
"340","2020-01-28",22.35
"341","2020-01-29",21.530001
"342","2020-01-30",21.76
"343","2020-01-31",21.15
"344","2020-02-03",21.629999
"345","2020-02-04",21.91
"346","2020-02-05",21.200001
"347","2020-02-06",21.68
"348","2020-02-07",21.43
"349","2020-02-10",21.969999
"350","2020-02-11",21.280001
"351","2020-02-12",21.790001
"352","2020-02-13",21.42
"353","2020-02-14",22.040001
"354","2020-02-18",22.139999
"355","2020-02-19",21.5
"356","2020-02-20",21.76
"357","2020-02-21",20.98
"358","2020-02-24",19.41
"359","2020-02-25",18.5
"360","2020-02-26",17.719999
"361","2020-02-27",17.02
"362","2020-02-28",14.61
"363","2020-03-02",13.92
"364","2020-03-03",13.67
"365","2020-03-04",14.04
"366","2020-03-05",12.8
"367","2020-03-06",12.81
"368","2020-03-09",11.44
"369","2020-03-10",11.25
"370","2020-03-11",10.06
"371","2020-03-12",8.09
"372","2020-03-13",9.48
"373","2020-03-16",8.83
"374","2020-03-17",8.46
"375","2020-03-18",7
"376","2020-03-19",7.83
"377","2020-03-20",7.5
"378","2020-03-23",7.2
"379","2020-03-24",7.46
"380","2020-03-25",7.63
"381","2020-03-26",7.63
"382","2020-03-27",7.37
"383","2020-03-30",7.08
"384","2020-03-31",7.3
"385","2020-04-01",6.32
"386","2020-04-02",5.95
"387","2020-04-03",5.86
"388","2020-04-06",6.57
"389","2020-04-07",6.67
"390","2020-04-08",7.36
"391","2020-04-09",8.47
"392","2020-04-13",8.87
"393","2020-04-14",8.24
"394","2020-04-15",8.22
"395","2020-04-16",7.97
"396","2020-04-17",8.72
"397","2020-04-20",8.77
"398","2020-04-21",8.53
"399","2020-04-22",8.36
"400","2020-04-23",8.62
"401","2020-04-24",8.85
"402","2020-04-27",9.12
"403","2020-04-28",9.34
"404","2020-04-29",9.91
"405","2020-04-30",9.12
"406","2020-05-01",8.56
"407","2020-05-04",8.97
"408","2020-05-05",9.65
"409","2020-05-06",9.62
"410","2020-05-07",10.14
"411","2020-05-08",10.28
"412","2020-05-11",10.53
"413","2020-05-12",8.04
"414","2020-05-13",6.92
"415","2020-05-14",6.65
"416","2020-05-15",6.43
"417","2020-05-18",8.01
"418","2020-05-19",7.88
"419","2020-05-20",8.34
"420","2020-05-21",8.64
"421","2020-05-22",8.5
"422","2020-05-26",8.59
"423","2020-05-27",9.1
"424","2020-05-28",8.66
"425","2020-05-29",8.62
"426","2020-06-01",9.21
"427","2020-06-02",9.57
"428","2020-06-03",9.65
"429","2020-06-04",10.08
"430","2020-06-05",11.67
"431","2020-06-08",12.09
"432","2020-06-09",12.52
"433","2020-06-10",10.72
"434","2020-06-11",10.22
"435","2020-06-12",10.27
"436","2020-06-15",9.6
"437","2020-06-16",9.85
"438","2020-06-17",9.51
"439","2020-06-18",9.51
"440","2020-06-19",9.13
"441","2020-06-22",9.14
"442","2020-06-23",9.24
"443","2020-06-24",8.42
"444","2020-06-25",8.67
"445","2020-06-26",8
"446","2020-06-29",8.61
"447","2020-06-30",8.57
"448","2020-07-01",8.71
"449","2020-07-02",8.55
"450","2020-07-06",8.32
"451","2020-07-07",8.6
"452","2020-07-08",9
"453","2020-07-09",8.54
"454","2020-07-10",8.83
"455","2020-07-13",8.52
"456","2020-07-14",8.55
"457","2020-07-15",9.26
"458","2020-07-16",9.16
"459","2020-07-17",8.72
"460","2020-07-20",8.74
"461","2020-07-21",8.57
"462","2020-07-22",8.6
"463","2020-07-23",8.56
"464","2020-07-24",8.54
"465","2020-07-27",8.68
"466","2020-07-28",8.26
"467","2020-07-29",8.56
"468","2020-07-30",8.55
"469","2020-07-31",8.52
"470","2020-08-03",8.73
"471","2020-08-04",8.84
"472","2020-08-05",9.05
"473","2020-08-06",8.67
"474","2020-08-07",9.25
"475","2020-08-10",9.8
"476","2020-08-11",9.78
"477","2020-08-12",9.74
"478","2020-08-13",9.91
"479","2020-08-14",9.85
"480","2020-08-17",9.74
"481","2020-08-18",9.78
"482","2020-08-19",9.74
"483","2020-08-20",10.51
"484","2020-08-21",9.91
"485","2020-08-24",10.17
"486","2020-08-25",10.3
"487","2020-08-26",10.05
"488","2020-08-27",10.49
"489","2020-08-28",11.01
"490","2020-08-31",10.75
"491","2020-09-01",11.07
"492","2020-09-02",11.22
"493","2020-09-03",10.9
"494","2020-09-04",11.57
"495","2020-09-08",11.97
"496","2020-09-09",12.05
"497","2020-09-10",11.81
"498","2020-09-11",11.75
"499","2020-09-14",11.37
"500","2020-09-15",11.47
"501","2020-09-16",12.4
"502","2020-09-17",12.57
"503","2020-09-18",12.15
"504","2020-09-21",11.61
"505","2020-09-22",11.6
"506","2020-09-23",10.8
"507","2020-09-24",10.69
"508","2020-09-25",10.32
"509","2020-09-28",10.55
"510","2020-09-29",11
"511","2020-09-30",10.85
"512","2020-10-01",11.13
"513","2020-10-02",10.54
"514","2020-10-05",10.17
"515","2020-10-06",9.98
"516","2020-10-07",10.15
"517","2020-10-08",10.49
"518","2020-10-09",10.48
"519","2020-10-12",10.31
"520","2020-10-13",10.16
"521","2020-10-14",9.89
"522","2020-10-15",9.58
"523","2020-10-16",9.41
"524","2020-10-19",9.1
"525","2020-10-20",9.23
"526","2020-10-21",9.28
"527","2020-10-22",9.57
"528","2020-10-23",10.52
"529","2020-10-26",9.99
"530","2020-10-27",9.97
"531","2020-10-28",9.68
"532","2020-10-29",9.81
"533","2020-10-30",9.23
"534","2020-11-02",9.42
"535","2020-11-03",9.63
"536","2020-11-04",9.5
"537","2020-11-05",10.36
"538","2020-11-06",10.12
"539","2020-11-09",13.38
"540","2020-11-10",12.72
"541","2020-11-11",12.9
"542","2020-11-12",12.6
"543","2020-11-13",14.04
"544","2020-11-16",15
"545","2020-11-17",15.73
"546","2020-11-18",16.51
"547","2020-11-19",16.24
"548","2020-11-20",15.56
"549","2020-11-23",16.629999
"550","2020-11-24",16.99
"551","2020-11-25",16.9
"552","2020-11-27",17.02
