"","date","VLO"
"1","2007-01-03",45.749542
"2","2007-01-04",44.689213
"3","2007-01-05",45.118832
"4","2007-01-08",45.127972
"5","2007-01-09",44.734917
"6","2007-01-10",44.067642
"7","2007-01-11",44.478977
"8","2007-01-12",46.224861
"9","2007-01-16",45.511883
"10","2007-01-17",46.307129
"11","2007-01-18",45.667274
"12","2007-01-19",46.65448
"13","2007-01-22",47.458866
"14","2007-01-23",48.436928
"15","2007-01-24",48.948811
"16","2007-01-25",47.659962
"17","2007-01-26",47.979889
"18","2007-01-29",48.089581
"19","2007-01-30",49.223034
"20","2007-01-31",49.616089
"21","2007-02-01",51.215721
"22","2007-02-02",51.398537
"23","2007-02-05",50.904938
"24","2007-02-06",50.548447
"25","2007-02-07",50.484459
"26","2007-02-08",51.115173
"27","2007-02-09",50.84095
"28","2007-02-12",50.329067
"29","2007-02-13",50.978062
"30","2007-02-14",51.106033
"31","2007-02-15",50.786106
"32","2007-02-16",51.151737
"33","2007-02-20",51.160877
"34","2007-02-21",52.925045
"35","2007-02-22",53.729435
"36","2007-02-23",53.720291
"37","2007-02-26",53.930531
"38","2007-02-27",52.449726
"39","2007-02-28",52.595978
"40","2007-03-01",52.989033
"41","2007-03-02",52.102375
"42","2007-03-05",51.106033
"43","2007-03-06",52.870201
"44","2007-03-07",54.661793
"45","2007-03-08",54.844608
"46","2007-03-09",55.054844
"47","2007-03-12",55.109688
"48","2007-03-13",55.01828
"49","2007-03-14",56.005486
"50","2007-03-15",55.310787
"51","2007-03-16",54.853748
"52","2007-03-19",55.566727
"53","2007-03-20",56.307129
"54","2007-03-21",56.508228
"55","2007-03-22",57.312614
"56","2007-03-23",58.180988
"57","2007-03-26",58.820843
"58","2007-03-27",59.323582
"59","2007-03-28",58.564899
"60","2007-03-29",59.542961
"61","2007-03-30",58.948811
"62","2007-04-02",59.351006
"63","2007-04-03",59.049358
"64","2007-04-04",60.265083
"65","2007-04-05",60.338207
"66","2007-04-09",61.380257
"67","2007-04-10",61.517368
"68","2007-04-11",61.590492
"69","2007-04-12",62.760513
"70","2007-04-13",62.52285
"71","2007-04-16",61.170017
"72","2007-04-17",59.698353
"73","2007-04-18",59.378429
"74","2007-04-19",59.223034
"75","2007-04-20",60.265083
"76","2007-04-23",62.376598
"77","2007-04-24",62.632542
"78","2007-04-25",64.277878
"79","2007-04-26",65.575867
"80","2007-04-27",65.091408
"81","2007-04-30",64.19561
"82","2007-05-01",65.03656
"83","2007-05-02",66.6362
"84","2007-05-03",67.020111
"85","2007-05-04",67.047531
"86","2007-05-07",66.252289
"87","2007-05-08",67.330894
"88","2007-05-09",67.760513
"89","2007-05-10",66.352837
"90","2007-05-11",67.48629
"91","2007-05-14",67.367462
"92","2007-05-15",66.508224
"93","2007-05-16",65.84095
"94","2007-05-17",66.791588
"95","2007-05-18",67.614258
"96","2007-05-21",69.268738
"97","2007-05-22",69.241318
"98","2007-05-23",68.107864
"99","2007-05-24",66.864716
"100","2007-05-25",68.3181
"101","2007-05-29",67.294334
"102","2007-05-30",68.729431
"103","2007-05-31",68.208412
"104","2007-06-01",69.360146
"105","2007-06-04",69.725777
"106","2007-06-05",69.488113
"107","2007-06-06",67.879341
"108","2007-06-07",66.764168
"109","2007-06-08",67.120659
"110","2007-06-11",67.47715
"111","2007-06-12",66.65448
"112","2007-06-13",68.244972
"113","2007-06-14",69.497261
"114","2007-06-15",69.926872
"115","2007-06-18",70.658134
"116","2007-06-19",70.146255
"117","2007-06-20",68.482635
"118","2007-06-21",69.99086
"119","2007-06-22",69.881172
"120","2007-06-25",69.414993
"121","2007-06-26",68.244972
"122","2007-06-27",67.769653
"123","2007-06-28",67.285194
"124","2007-06-29",67.51371
"125","2007-07-02",67.888481
"126","2007-07-03",68.071297
"127","2007-07-05",68.446068
"128","2007-07-06",69.003654
"129","2007-07-09",70.338211
"130","2007-07-10",71.032906
"131","2007-07-11",70.978065
"132","2007-07-12",70.484459
"133","2007-07-13",70.612434
"134","2007-07-16",69.542961
"135","2007-07-17",68.647163
"136","2007-07-18",69.405853
"137","2007-07-19",68.117004
"138","2007-07-20",66.846436
"139","2007-07-23",66.407677
"140","2007-07-24",64.570381
"141","2007-07-25",64.076782
"142","2007-07-26",62.614258
"143","2007-07-27",61.67276
"144","2007-07-30",63.135284
"145","2007-07-31",61.252285
"146","2007-08-01",58.117001
"147","2007-08-02",59.040218
"148","2007-08-03",56.599636
"149","2007-08-06",57.650822
"150","2007-08-07",58.519196
"151","2007-08-08",61.508228
"152","2007-08-09",61.745888
"153","2007-08-10",62.979889
"154","2007-08-13",60.987202
"155","2007-08-14",59.506397
"156","2007-08-15",57.943329
"157","2007-08-16",57.047531
"158","2007-08-17",59.040218
"159","2007-08-20",58.528336
"160","2007-08-21",57.687386
"161","2007-08-22",59.652649
"162","2007-08-23",60.585011
"163","2007-08-24",62.285191
"164","2007-08-27",61.773308
"165","2007-08-28",60.347351
"166","2007-08-29",62.303474
"167","2007-08-30",62.202927
"168","2007-08-31",62.623402
"169","2007-09-04",64.533821
"170","2007-09-05",64.881172
"171","2007-09-06",64.341866
"172","2007-09-07",63.400364
"173","2007-09-10",62.184643
"174","2007-09-11",62.065815
"175","2007-09-12",61.014626
"176","2007-09-13",62.815357
"177","2007-09-14",63.33638
"178","2007-09-17",62.687386
"179","2007-09-18",64.16819
"180","2007-09-19",63.592323
"181","2007-09-20",64.067642
"182","2007-09-21",64.945152
"183","2007-09-24",64.780624
"184","2007-09-25",62.934185
"185","2007-09-26",62.394882
"186","2007-09-27",61.755028
"187","2007-09-28",61.407677
"188","2007-10-01",61.64534
"189","2007-10-02",62.065815
