"","date","IBP"
"79","2014-06-06",13.54
"80","2014-06-09",13.48
"81","2014-06-10",13.08
"82","2014-06-11",13.1
"83","2014-06-12",12.95
"84","2014-06-13",12.73
"85","2014-06-16",12.99
"86","2014-06-17",12.69
"87","2014-06-18",12.77
"88","2014-06-19",12.65
"89","2014-06-20",12.29
"90","2014-06-23",12.1
"91","2014-06-24",11.95
"92","2014-06-25",11.83
"93","2014-06-26",11.96
"94","2014-06-27",12.05
"95","2014-06-30",12.25
"96","2014-07-01",12.4
"97","2014-07-02",12.46
"98","2014-07-03",12.47
"99","2014-07-07",12.39
"100","2014-07-08",12.35
"101","2014-07-09",12.4
"102","2014-07-10",12.26
"103","2014-07-11",12.07
"104","2014-07-14",12.3
"105","2014-07-15",12.08
"106","2014-07-16",12.25
"107","2014-07-17",12.18
"108","2014-07-18",12.2
"109","2014-07-21",12.14
"110","2014-07-22",12.14
"111","2014-07-23",12.14
"112","2014-07-24",12.14
"113","2014-07-25",11.94
"114","2014-07-28",11.75
"115","2014-07-29",11.48
"116","2014-07-30",11.51
"117","2014-07-31",11.08
"118","2014-08-01",11.1
"119","2014-08-04",11.14
"120","2014-08-05",11.54
"121","2014-08-06",11.27
"122","2014-08-07",11.49
"123","2014-08-08",11.6
"124","2014-08-11",11.75
"125","2014-08-12",11.68
"126","2014-08-13",11.69
"127","2014-08-14",11.78
"128","2014-08-15",11.94
"129","2014-08-18",12.6
"130","2014-08-19",12.75
"131","2014-08-20",12.73
"132","2014-08-21",13.01
"133","2014-08-22",13.23
"134","2014-08-25",13.25
"135","2014-08-26",13.16
"136","2014-08-27",13.57
"137","2014-08-28",13.46
"138","2014-08-29",13.37
"139","2014-09-02",13.77
"140","2014-09-03",14.04
"141","2014-09-04",14.05
"142","2014-09-05",14
"143","2014-09-08",14.05
"144","2014-09-09",14
"145","2014-09-10",14.13
"146","2014-09-11",14.49
"147","2014-09-12",14.56
"148","2014-09-15",14.22
"149","2014-09-16",14.02
"150","2014-09-17",14.24
"151","2014-09-18",14.35
"152","2014-09-19",14.46
"153","2014-09-22",13.77
"154","2014-09-23",13.75
"155","2014-09-24",13.92
"156","2014-09-25",13.79
"157","2014-09-26",14.31
"158","2014-09-29",14.32
"159","2014-09-30",14.05
"160","2014-10-01",14.04
"161","2014-10-02",14.1
"162","2014-10-03",14.13
"163","2014-10-06",14.43
"164","2014-10-07",14.17
"165","2014-10-08",14.28
"166","2014-10-09",14.02
"167","2014-10-10",14.03
"168","2014-10-13",14.03
"169","2014-10-14",14.18
"170","2014-10-15",14.46
"171","2014-10-16",14.33
"172","2014-10-17",14.17
"173","2014-10-20",14.24
"174","2014-10-21",14.4
"175","2014-10-22",14.75
"176","2014-10-23",15.74
"177","2014-10-24",15.09
"178","2014-10-27",14.89
"179","2014-10-28",14.88
"180","2014-10-29",14.46
"181","2014-10-30",14.24
"182","2014-10-31",14.51
"183","2014-11-03",14.63
"184","2014-11-04",14.86
"185","2014-11-05",15.11
"186","2014-11-06",15
"187","2014-11-07",15.49
"188","2014-11-10",15.47
"189","2014-11-11",15.63
"190","2014-11-12",16.280001
"191","2014-11-13",17.18
"192","2014-11-14",17.190001
"193","2014-11-17",16.780001
"194","2014-11-18",16.65
"195","2014-11-19",15.82
"196","2014-11-20",16.719999
"197","2014-11-21",16.6
"198","2014-11-24",16.85
"199","2014-11-25",16.75
"200","2014-11-26",17.049999
"201","2014-11-28",17
"202","2014-12-01",16.93
"203","2014-12-02",17.290001
"204","2014-12-03",17.440001
"205","2014-12-04",17.58
"206","2014-12-05",18.01
"207","2014-12-08",17.82
"208","2014-12-09",18.120001
"209","2014-12-10",17.42
"210","2014-12-11",17.610001
"211","2014-12-12",17.58
"212","2014-12-15",17.440001
"213","2014-12-16",17.5
"214","2014-12-17",18.09
"215","2014-12-18",18.219999
"216","2014-12-19",18.16
"217","2014-12-22",17.83
"218","2014-12-23",18.01
"219","2014-12-24",18.469999
"220","2014-12-26",17.85
"221","2014-12-29",18.09
"222","2014-12-30",17.959999
"223","2014-12-31",17.82
"224","2015-01-02",17.76
"225","2015-01-05",17.52
"226","2015-01-06",17.58
"227","2015-01-07",17.719999
"228","2015-01-08",18.709999
"229","2015-01-09",18.68
"230","2015-01-12",18.25
"231","2015-01-13",18.059999
"232","2015-01-14",17.879999
"233","2015-01-15",17.610001
"234","2015-01-16",17.25
"235","2015-01-20",17.370001
"236","2015-01-21",17.139999
"237","2015-01-22",17.799999
"238","2015-01-23",17.540001
"239","2015-01-26",18.1
"240","2015-01-27",18.27
"241","2015-01-28",17.959999
"242","2015-01-29",18.42
"243","2015-01-30",17.85
"244","2015-02-02",18.18
"245","2015-02-03",18.719999
"246","2015-02-04",18.530001
"247","2015-02-05",18.42
"248","2015-02-06",18.450001
"249","2015-02-09",18.370001
"250","2015-02-10",18.49
"251","2015-02-11",18.24
"252","2015-02-12",18.27
"253","2015-02-13",18.469999
"254","2015-02-17",18.52
"255","2015-02-18",18.459999
"256","2015-02-19",18.209999
"257","2015-02-20",18.24
"258","2015-02-23",17.709999
"259","2015-02-24",18.1
"260","2015-02-25",17.99
"261","2015-02-26",17.889999
"262","2015-02-27",17.440001
"263","2015-03-02",18.440001
"264","2015-03-03",18.41
"265","2015-03-04",18.73
"266","2015-03-05",19.35
"267","2015-03-06",19.26
"268","2015-03-09",19.360001
"269","2015-03-10",19.129999
"270","2015-03-11",19.299999
"271","2015-03-12",20.440001
"272","2015-03-13",20.790001
"273","2015-03-16",21.15
"274","2015-03-17",21.059999
"275","2015-03-18",21.370001
"276","2015-03-19",21.360001
"277","2015-03-20",21.790001
"278","2015-03-23",21.559999
"279","2015-03-24",21.49
"280","2015-03-25",21.030001
"281","2015-03-26",21.459999
"282","2015-03-27",21.48
"283","2015-03-30",21.690001
"284","2015-03-31",21.76
"285","2015-04-01",22.4
"286","2015-04-02",22.129999
"287","2015-04-06",22.309999
"288","2015-04-07",22.209999
"289","2015-04-08",22.74
"290","2015-04-09",22.52
"291","2015-04-10",22.440001
"292","2015-04-13",22.620001
"293","2015-04-14",22.59
"294","2015-04-15",23.719999
"295","2015-04-16",23.110001
"296","2015-04-17",23.450001
"297","2015-04-20",23.190001
"298","2015-04-21",23.49
"299","2015-04-22",23.450001
"300","2015-04-23",23.299999
"301","2015-04-24",23.379999
"302","2015-04-27",22.83
"303","2015-04-28",23.450001
"304","2015-04-29",20.74
"305","2015-04-30",20.809999
"306","2015-05-01",21.549999
"307","2015-05-04",21.549999
"308","2015-05-05",21.41
"309","2015-05-06",21.65
"310","2015-05-07",21.58
"311","2015-05-08",21.76
"312","2015-05-11",21.67
"313","2015-05-12",21.120001
"314","2015-05-13",20.780001
"315","2015-05-14",20.639999
"316","2015-05-15",20.639999
"317","2015-05-18",20.719999
"318","2015-05-19",20.98
"319","2015-05-20",20.799999
"320","2015-05-21",20.93
"321","2015-05-22",20.58
"322","2015-05-26",20.24
"323","2015-05-27",21
"324","2015-05-28",21.01
"325","2015-05-29",21.440001
"326","2015-06-01",21.41
"327","2015-06-02",22.57
"328","2015-06-03",22.74
"329","2015-06-04",22.67
"330","2015-06-05",23.23
"331","2015-06-08",23.459999
"332","2015-06-09",23.360001
"333","2015-06-10",24.280001
"334","2015-06-11",24.360001
"335","2015-06-12",24.360001
"336","2015-06-15",24.379999
"337","2015-06-16",24.32
"338","2015-06-17",24.120001
"339","2015-06-18",24.370001
"340","2015-06-19",24.43
"341","2015-06-22",24.549999
"342","2015-06-23",23.610001
"343","2015-06-24",23.219999
"344","2015-06-25",23.65
"345","2015-06-26",23.6
"346","2015-06-29",24.110001
"347","2015-06-30",24.48
"348","2015-07-01",25.309999
"349","2015-07-02",25.540001
"350","2015-07-06",25.24
"351","2015-07-07",24.860001
"352","2015-07-08",24.049999
"353","2015-07-09",24.209999
"354","2015-07-10",24.9
"355","2015-07-13",25.75
"356","2015-07-14",25.24
"357","2015-07-15",25.370001
"358","2015-07-16",25.52
"359","2015-07-17",25.450001
"360","2015-07-20",27.83
"361","2015-07-21",27.459999
"362","2015-07-22",28.02
"363","2015-07-23",27.27
"364","2015-07-24",26.530001
"365","2015-07-27",26.02
"366","2015-07-28",25.129999
"367","2015-07-29",27.219999
"368","2015-07-30",26.67
"369","2015-07-31",27.17
"370","2015-08-03",26.959999
"371","2015-08-04",27.01
"372","2015-08-05",27.01
"373","2015-08-06",26.379999
"374","2015-08-07",27.51
"375","2015-08-10",28.559999
"376","2015-08-11",29.629999
"377","2015-08-12",29.17
"378","2015-08-13",28.73
"379","2015-08-14",28.85
"380","2015-08-17",28.799999
"381","2015-08-18",29
"382","2015-08-19",29.049999
"383","2015-08-20",28.200001
"384","2015-08-21",27.780001
"385","2015-08-24",26.110001
"386","2015-08-25",26.17
"387","2015-08-26",26.889999
"388","2015-08-27",26.780001
"389","2015-08-28",26.889999
"390","2015-08-31",26.719999
"391","2015-09-01",26.440001
"392","2015-09-02",26.809999
"393","2015-09-03",26.93
"394","2015-09-04",26.629999
"395","2015-09-08",27.66
"396","2015-09-09",27.940001
"397","2015-09-10",27.860001
"398","2015-09-11",29
"399","2015-09-14",29.02
"400","2015-09-15",28.84
"401","2015-09-16",28.49
"402","2015-09-17",28.559999
"403","2015-09-18",28.99
"404","2015-09-21",28.049999
"405","2015-09-22",27.1
"406","2015-09-23",27.120001
"407","2015-09-24",27.190001
"408","2015-09-25",26.25
"409","2015-09-28",25.15
"410","2015-09-29",24.77
"411","2015-09-30",25.280001
"412","2015-10-01",25.309999
"413","2015-10-02",26.120001
"414","2015-10-05",26.92
"415","2015-10-06",26.049999
"416","2015-10-07",26.450001
"417","2015-10-08",26.41
"418","2015-10-09",26.67
"419","2015-10-12",26.280001
"420","2015-10-13",24.93
"421","2015-10-14",23.059999
"422","2015-10-15",23.709999
"423","2015-10-16",24.57
"424","2015-10-19",25.549999
"425","2015-10-20",25.4
"426","2015-10-21",24.91
"427","2015-10-22",25.280001
"428","2015-10-23",26.379999
"429","2015-10-26",25.27
"430","2015-10-27",25.09
"431","2015-10-28",21.57
"432","2015-10-29",20.73
"433","2015-10-30",22.15
"434","2015-11-02",22.049999
"435","2015-11-03",22.99
"436","2015-11-04",22.860001
"437","2015-11-05",22.639999
"438","2015-11-06",23
"439","2015-11-09",22.879999
"440","2015-11-10",23.57
"441","2015-11-11",24.57
"442","2015-11-12",23.52
"443","2015-11-13",22.74
"444","2015-11-16",23.33
"445","2015-11-17",23.379999
"446","2015-11-18",24.059999
"447","2015-11-19",23.6
"448","2015-11-20",23.66
"449","2015-11-23",23.67
"450","2015-11-24",23.91
"451","2015-11-25",24.57
"452","2015-11-27",25.24
"453","2015-11-30",25.059999
"454","2015-12-01",25.42
"455","2015-12-02",25.27
"456","2015-12-03",24.18
"457","2015-12-04",24.459999
"458","2015-12-07",24.17
"459","2015-12-08",23.309999
"460","2015-12-09",22.1
"461","2015-12-10",24.049999
"462","2015-12-11",23.120001
"463","2015-12-14",22.49
"464","2015-12-15",23.790001
"465","2015-12-16",25.110001
"466","2015-12-17",24.889999
"467","2015-12-18",23.26
"468","2015-12-21",23.049999
"469","2015-12-22",23.77
"470","2015-12-23",24.040001
"471","2015-12-24",24.620001
"472","2015-12-28",24.629999
"473","2015-12-29",24.700001
"474","2015-12-30",24.639999
"475","2015-12-31",24.83
"476","2016-01-04",23.629999
"477","2016-01-05",23.389999
"478","2016-01-06",23.09
"479","2016-01-07",21.889999
"480","2016-01-08",21.02
"481","2016-01-11",21.059999
"482","2016-01-12",20.92
"483","2016-01-13",19.99
"484","2016-01-14",19.6
"485","2016-01-15",19.110001
"486","2016-01-19",18.59
"487","2016-01-20",18.629999
"488","2016-01-21",19.030001
"489","2016-01-22",20.219999
"490","2016-01-25",20.09
"491","2016-01-26",20.77
"492","2016-01-27",19.370001
"493","2016-01-28",19.450001
"494","2016-01-29",20.83
"495","2016-02-01",20.610001
"496","2016-02-02",20.18
"497","2016-02-03",20.129999
"498","2016-02-04",21.219999
"499","2016-02-05",19.74
"500","2016-02-08",19.139999
"501","2016-02-09",19.25
"502","2016-02-10",19.82
"503","2016-02-11",19.48
"504","2016-02-12",20.469999
"505","2016-02-16",20.92
"506","2016-02-17",21.299999
"507","2016-02-18",20.889999
"508","2016-02-19",21.07
"509","2016-02-22",21.059999
"510","2016-02-23",21.35
"511","2016-02-24",21.91
"512","2016-02-25",22.139999
"513","2016-02-26",21.99
"514","2016-02-29",22.34
"515","2016-03-01",23.16
"516","2016-03-02",22.85
"517","2016-03-03",24.309999
"518","2016-03-04",24.110001
"519","2016-03-07",23.77
"520","2016-03-08",22.540001
"521","2016-03-09",23.08
"522","2016-03-10",22.67
"523","2016-03-11",23.389999
"524","2016-03-14",23.35
"525","2016-03-15",23.58
"526","2016-03-16",24.4
"527","2016-03-17",25.83
"528","2016-03-18",25.870001
"529","2016-03-21",25.299999
"530","2016-03-22",25.370001
"531","2016-03-23",25.040001
"532","2016-03-24",24.75
"533","2016-03-28",25.48
"534","2016-03-29",26.530001
"535","2016-03-30",26.559999
"536","2016-03-31",26.610001
"537","2016-04-01",26.83
"538","2016-04-04",27.33
"539","2016-04-05",27.65
"540","2016-04-06",27.639999
"541","2016-04-07",26.98
"542","2016-04-08",27.459999
"543","2016-04-11",27.41
"544","2016-04-12",27.4
"545","2016-04-13",27.700001
"546","2016-04-14",27.43
"547","2016-04-15",27.59
"548","2016-04-18",27.76
"549","2016-04-19",27.32
"550","2016-04-20",27.5
"551","2016-04-21",27.4
"552","2016-04-22",27.52
"553","2016-04-25",27.43
"554","2016-04-26",27.66
"555","2016-04-27",27.629999
"556","2016-04-28",26.91
"557","2016-04-29",26.58
"558","2016-05-02",27.34
"559","2016-05-03",26.389999
"560","2016-05-04",26.58
"561","2016-05-05",29.67
"562","2016-05-06",31.49
"563","2016-05-09",30.76
"564","2016-05-10",31.049999
"565","2016-05-11",30.549999
"566","2016-05-12",31.25
"567","2016-05-13",31.700001
"568","2016-05-16",32.299999
"569","2016-05-17",31.469999
"570","2016-05-18",31.389999
"571","2016-05-19",31.469999
"572","2016-05-20",31.99
"573","2016-05-23",31.91
"574","2016-05-24",32.68
"575","2016-05-25",32.540001
"576","2016-05-26",32.91
"577","2016-05-27",33
"578","2016-05-31",33.43
"579","2016-06-01",34.23
"580","2016-06-02",34.27
"581","2016-06-03",34.470001
"582","2016-06-06",34.810001
"583","2016-06-07",34.790001
"584","2016-06-08",35.330002
"585","2016-06-09",35.529999
"586","2016-06-10",35.009998
"587","2016-06-13",34.509998
"588","2016-06-14",34.200001
"589","2016-06-15",34.740002
"590","2016-06-16",34.650002
"591","2016-06-17",33.810001
"592","2016-06-20",34.470001
"593","2016-06-21",34.07
"594","2016-06-22",34.529999
"595","2016-06-23",34.75
"596","2016-06-24",34.189999
"597","2016-06-27",33.299999
"598","2016-06-28",34.310001
"599","2016-06-29",35.049999
"600","2016-06-30",36.290001
"601","2016-07-01",36.43
"602","2016-07-05",35.720001
"603","2016-07-06",36.27
"604","2016-07-07",36.52
"605","2016-07-08",37.490002
"606","2016-07-11",37.470001
"607","2016-07-12",37.32
"608","2016-07-13",37.389999
"609","2016-07-14",36.799999
"610","2016-07-15",36.860001
"611","2016-07-18",37.889999
"612","2016-07-19",37.810001
"613","2016-07-20",38.040001
"614","2016-07-21",37.43
"615","2016-07-22",37.669998
"616","2016-07-25",37.200001
"617","2016-07-26",37.009998
"618","2016-07-27",36.650002
"619","2016-07-28",36.720001
"620","2016-07-29",35.830002
"621","2016-08-01",35.5
"622","2016-08-02",35.41
"623","2016-08-03",35.849998
"624","2016-08-04",34.470001
"625","2016-08-05",32.310001
"626","2016-08-08",30.870001
"627","2016-08-09",30.860001
"628","2016-08-10",31.01
"629","2016-08-11",31.08
"630","2016-08-12",30.690001
"631","2016-08-15",30.84
"632","2016-08-16",31.01
"633","2016-08-17",30.85
"634","2016-08-18",30.959999
"635","2016-08-19",30.459999
"636","2016-08-22",30.719999
"637","2016-08-23",32.040001
"638","2016-08-24",32.099998
"639","2016-08-25",32.66
"640","2016-08-26",32.560001
"641","2016-08-29",32.900002
"642","2016-08-30",33.110001
"643","2016-08-31",33.380001
"644","2016-09-01",33.919998
"645","2016-09-02",34.57
"646","2016-09-06",35.400002
"647","2016-09-07",36.549999
"648","2016-09-08",37.389999
"649","2016-09-09",34.5
"650","2016-09-12",35.450001
"651","2016-09-13",34.560001
"652","2016-09-14",34.700001
"653","2016-09-15",35.009998
"654","2016-09-16",34.560001
"655","2016-09-19",34.950001
"656","2016-09-20",34.939999
"657","2016-09-21",35.48
"658","2016-09-22",36.34
"659","2016-09-23",36
"660","2016-09-26",35.799999
"661","2016-09-27",35.900002
"662","2016-09-28",36.560001
"663","2016-09-29",35.689999
"664","2016-09-30",35.869999
"665","2016-10-03",35.400002
"666","2016-10-04",35.490002
"667","2016-10-05",35.740002
"668","2016-10-06",36.48
"669","2016-10-07",35.880001
"670","2016-10-10",36.450001
"671","2016-10-11",35.200001
"672","2016-10-12",35.900002
"673","2016-10-13",34.700001
"674","2016-10-14",34.099998
"675","2016-10-17",34.25
"676","2016-10-18",34.400002
"677","2016-10-19",34.599998
"678","2016-10-20",33.349998
"679","2016-10-21",33.349998
"680","2016-10-24",33.450001
"681","2016-10-25",32.150002
"682","2016-10-26",32.200001
"683","2016-10-27",31.85
"684","2016-10-28",32.049999
"685","2016-10-31",33.049999
"686","2016-11-01",33
"687","2016-11-02",33.099998
"688","2016-11-03",33.099998
"689","2016-11-04",33.75
"690","2016-11-07",35.25
"691","2016-11-08",35.650002
"692","2016-11-09",36.900002
"693","2016-11-10",37.200001
"694","2016-11-11",38.049999
"695","2016-11-14",38.400002
"696","2016-11-15",39.549999
"697","2016-11-16",39.5
"698","2016-11-17",40.849998
"699","2016-11-18",40.599998
"700","2016-11-21",40.599998
"701","2016-11-22",41.25
"702","2016-11-23",41.900002
"703","2016-11-25",42.25
"704","2016-11-28",41.5
"705","2016-11-29",42.150002
"706","2016-11-30",41.5
"707","2016-12-01",41.950001
"708","2016-12-02",42.400002
"709","2016-12-05",41.099998
"710","2016-12-06",40.950001
"711","2016-12-07",41.799999
"712","2016-12-08",43.700001
"713","2016-12-09",43.299999
"714","2016-12-12",42.400002
"715","2016-12-13",42.099998
"716","2016-12-14",41.349998
"717","2016-12-15",40.799999
"718","2016-12-16",40.599998
"719","2016-12-19",41.099998
"720","2016-12-20",41.299999
"721","2016-12-21",41.799999
"722","2016-12-22",41.549999
"723","2016-12-23",41.25
"724","2016-12-27",41.049999
"725","2016-12-28",40.849998
"726","2016-12-29",41.450001
"727","2016-12-30",41.299999
"728","2017-01-03",41.650002
"729","2017-01-04",43.200001
"730","2017-01-05",42.700001
"731","2017-01-06",42
"732","2017-01-09",41.599998
"733","2017-01-10",41.599998
"734","2017-01-11",41.599998
"735","2017-01-12",41.049999
"736","2017-01-13",41.349998
"737","2017-01-17",40.75
"738","2017-01-18",40.650002
"739","2017-01-19",40.700001
"740","2017-01-20",40.75
"741","2017-01-23",40.400002
"742","2017-01-24",41.349998
"743","2017-01-25",42.299999
"744","2017-01-26",41.900002
"745","2017-01-27",41.799999
"746","2017-01-30",41.599998
"747","2017-01-31",40.900002
"748","2017-02-01",40.25
"749","2017-02-02",40.849998
"750","2017-02-03",41.299999
"751","2017-02-06",40.849998
"752","2017-02-07",40.799999
"753","2017-02-08",40.450001
"754","2017-02-09",41.049999
"755","2017-02-10",41.5
"756","2017-02-13",41.299999
"757","2017-02-14",41.099998
"758","2017-02-15",41.25
"759","2017-02-16",41.299999
"760","2017-02-17",41.400002
"761","2017-02-21",40.950001
"762","2017-02-22",41.150002
"763","2017-02-23",40.75
"764","2017-02-24",41
"765","2017-02-27",45.900002
"766","2017-02-28",47.049999
"767","2017-03-01",49.450001
"768","2017-03-02",49.549999
"769","2017-03-03",49.650002
"770","2017-03-06",49.25
"771","2017-03-07",48.900002
"772","2017-03-08",49.25
"773","2017-03-09",49.099998
"774","2017-03-10",49.650002
"775","2017-03-13",49.950001
"776","2017-03-14",49.549999
"777","2017-03-15",50.950001
"778","2017-03-16",52.150002
"779","2017-03-17",52.450001
"780","2017-03-20",51.849998
"781","2017-03-21",50.400002
"782","2017-03-22",50.400002
"783","2017-03-23",51.75
"784","2017-03-24",52.5
"785","2017-03-27",51.700001
"786","2017-03-28",51.849998
"787","2017-03-29",52.049999
"788","2017-03-30",52.25
"789","2017-03-31",52.75
"790","2017-04-03",51.900002
"791","2017-04-04",51.849998
"792","2017-04-05",51.5
"793","2017-04-06",51.650002
"794","2017-04-07",51.450001
"795","2017-04-10",51.25
"796","2017-04-11",51.799999
"797","2017-04-12",51.450001
"798","2017-04-13",50.599998
"799","2017-04-17",51.75
"800","2017-04-18",51.950001
"801","2017-04-19",52
"802","2017-04-20",52.799999
"803","2017-04-21",53.450001
"804","2017-04-24",53.549999
"805","2017-04-25",53.450001
"806","2017-04-26",54.799999
"807","2017-04-27",54.400002
"808","2017-04-28",53.349998
"809","2017-05-01",53.900002
"810","2017-05-02",52.599998
"811","2017-05-03",51.849998
"812","2017-05-04",53
"813","2017-05-05",52.200001
"814","2017-05-08",48.049999
"815","2017-05-09",48
"816","2017-05-10",47.799999
"817","2017-05-11",47.75
"818","2017-05-12",47.25
"819","2017-05-15",48.349998
"820","2017-05-16",48.450001
"821","2017-05-17",47.25
"822","2017-05-18",47.099998
"823","2017-05-19",48.5
"824","2017-05-22",48.75
"825","2017-05-23",48.5
"826","2017-05-24",48.75
"827","2017-05-25",48.950001
"828","2017-05-26",48.799999
"829","2017-05-30",49.150002
"830","2017-05-31",49.599998
"831","2017-06-01",50.5
"832","2017-06-02",52
"833","2017-06-05",51
"834","2017-06-06",51.200001
"835","2017-06-07",51.950001
"836","2017-06-08",52.400002
"837","2017-06-09",52.5
"838","2017-06-12",53.200001
"839","2017-06-13",53.900002
"840","2017-06-14",53.849998
"841","2017-06-15",53.299999
"842","2017-06-16",53.5
"843","2017-06-19",53.650002
"844","2017-06-20",53.799999
"845","2017-06-21",53.75
"846","2017-06-22",52.75
"847","2017-06-23",54
"848","2017-06-26",53.450001
"849","2017-06-27",52.349998
"850","2017-06-28",53.849998
"851","2017-06-29",52.400002
"852","2017-06-30",52.950001
"853","2017-07-03",52.150002
"854","2017-07-05",52.349998
"855","2017-07-06",51.700001
"856","2017-07-07",53.049999
"857","2017-07-10",52.400002
"858","2017-07-11",52.25
"859","2017-07-12",52.5
"860","2017-07-13",52
"861","2017-07-14",52.299999
"862","2017-07-17",52.200001
"863","2017-07-18",51.150002
"864","2017-07-19",52.150002
"865","2017-07-20",51.950001
"866","2017-07-21",51.150002
"867","2017-07-24",51.049999
"868","2017-07-25",51.900002
"869","2017-07-26",52.799999
"870","2017-07-27",52.299999
"871","2017-07-28",52.900002
"872","2017-07-31",53.799999
"873","2017-08-01",54.900002
"874","2017-08-02",53.450001
"875","2017-08-03",53.599998
"876","2017-08-04",58.700001
"877","2017-08-07",57.450001
"878","2017-08-08",58.549999
"879","2017-08-09",58.599998
"880","2017-08-10",57.950001
"881","2017-08-11",57.799999
"882","2017-08-14",59.5
"883","2017-08-15",59.299999
"884","2017-08-16",58.450001
"885","2017-08-17",57.349998
"886","2017-08-18",56.450001
"887","2017-08-21",56.799999
"888","2017-08-22",56.650002
"889","2017-08-23",55.349998
"890","2017-08-24",54.849998
"891","2017-08-25",54.549999
"892","2017-08-28",54.299999
"893","2017-08-29",54.150002
"894","2017-08-30",54.950001
"895","2017-08-31",57.700001
"896","2017-09-01",56.849998
"897","2017-09-05",55.25
"898","2017-09-06",56.700001
"899","2017-09-07",56.75
"900","2017-09-08",57.5
"901","2017-09-11",57.450001
"902","2017-09-12",58.200001
"903","2017-09-13",58.200001
"904","2017-09-14",58.299999
"905","2017-09-15",58.150002
"906","2017-09-18",58.599998
"907","2017-09-19",59.849998
"908","2017-09-20",59.75
"909","2017-09-21",59.900002
"910","2017-09-22",59.950001
"911","2017-09-25",59.799999
"912","2017-09-26",61.5
"913","2017-09-27",64
"914","2017-09-28",63.900002
"915","2017-09-29",64.800003
"916","2017-10-02",66.349998
"917","2017-10-03",66.949997
"918","2017-10-04",65
"919","2017-10-05",65.199997
"920","2017-10-06",65.900002
"921","2017-10-09",65.300003
"922","2017-10-10",65
"923","2017-10-11",65.199997
"924","2017-10-12",64.949997
"925","2017-10-13",64.75
"926","2017-10-16",65.199997
"927","2017-10-17",65.5
"928","2017-10-18",65.449997
"929","2017-10-19",65.5
"930","2017-10-20",65.800003
"931","2017-10-23",65.199997
"932","2017-10-24",65.050003
"933","2017-10-25",64.599998
"934","2017-10-26",66.099998
"935","2017-10-27",66.650002
"936","2017-10-30",67.199997
"937","2017-10-31",69.699997
"938","2017-11-01",69.349998
"939","2017-11-02",67.150002
"940","2017-11-03",64.849998
"941","2017-11-06",64.800003
"942","2017-11-07",61.650002
"943","2017-11-08",60.450001
"944","2017-11-09",60.75
"945","2017-11-10",62.849998
"946","2017-11-13",62.5
"947","2017-11-14",67.300003
"948","2017-11-15",67.650002
"949","2017-11-16",68.800003
"950","2017-11-17",69
"951","2017-11-20",70.400002
"952","2017-11-21",72.550003
"953","2017-11-22",73.650002
"954","2017-11-24",73.400002
"955","2017-11-27",73.900002
"956","2017-11-28",76.849998
"957","2017-11-29",77.400002
"958","2017-11-30",77.050003
"959","2017-12-01",76.550003
"960","2017-12-04",76.550003
"961","2017-12-05",74.349998
"962","2017-12-06",74.25
"963","2017-12-07",72.650002
"964","2017-12-08",72
"965","2017-12-11",71.099998
"966","2017-12-12",69.800003
"967","2017-12-13",68.900002
