"","date","VMW"
"1","2007-08-15",57.709999
"2","2007-08-16",56.990002
"3","2007-08-17",55.549999
"4","2007-08-20",57.330002
"5","2007-08-21",65.989998
"6","2007-08-22",66.849998
"7","2007-08-23",70.199997
"8","2007-08-24",71.300003
"9","2007-08-27",72.300003
"10","2007-08-28",69.779999
"11","2007-08-29",68.199997
"12","2007-08-30",68.459999
"13","2007-08-31",68.889999
"14","2007-09-04",67.449997
"15","2007-09-05",64.209999
"16","2007-09-06",69.790001
"17","2007-09-07",69.5
"18","2007-09-10",76.760002
"19","2007-09-11",76.650002
"20","2007-09-12",78.300003
"21","2007-09-13",77.790001
"22","2007-09-14",77.919998
"23","2007-09-17",73.699997
"24","2007-09-18",73.900002
"25","2007-09-19",77.599998
"26","2007-09-20",76.650002
"27","2007-09-21",79.309998
"28","2007-09-24",83.830002
"29","2007-09-25",83.230003
"30","2007-09-26",82.360001
"31","2007-09-27",83.120003
"32","2007-09-28",85
"33","2007-10-01",88.620003
"34","2007-10-02",92.419998
"35","2007-10-03",88.25
"36","2007-10-04",89.57
"37","2007-10-05",91.129997
"38","2007-10-08",95.089996
"39","2007-10-09",101.610001
"40","2007-10-10",107.040001
"41","2007-10-11",102.690002
"42","2007-10-12",102.980003
"43","2007-10-15",98.760002
"44","2007-10-16",99.900002
"45","2007-10-17",103.949997
"46","2007-10-18",101.550003
"47","2007-10-19",97.739998
"48","2007-10-22",102.379997
"49","2007-10-23",106.150002
"50","2007-10-24",103.519997
"51","2007-10-25",114
"52","2007-10-26",112.089996
"53","2007-10-29",120.779999
"54","2007-10-30",120.349998
"55","2007-10-31",124.830002
"56","2007-11-01",122.25
"57","2007-11-02",117.120003
"58","2007-11-05",112.550003
"59","2007-11-06",110.940002
"60","2007-11-07",102.5
"61","2007-11-08",91.879997
"62","2007-11-09",87.739998
"63","2007-11-12",80.360001
"64","2007-11-13",90.68
"65","2007-11-14",87.169998
"66","2007-11-15",82.300003
"67","2007-11-16",85.25
"68","2007-11-19",81.970001
"69","2007-11-20",82.620003
"70","2007-11-21",80.68
"71","2007-11-23",78.839996
"72","2007-11-26",71.440002
"73","2007-11-27",77.580002
"74","2007-11-28",87.690002
"75","2007-11-29",90.849998
"76","2007-11-30",91.370003
"77","2007-12-03",94.970001
"78","2007-12-04",95.080002
"79","2007-12-05",90.440002
"80","2007-12-06",89.699997
"81","2007-12-07",88.879997
"82","2007-12-10",93.449997
"83","2007-12-11",95.290001
"84","2007-12-12",99.230003
"85","2007-12-13",96
"86","2007-12-14",95.699997
"87","2007-12-17",89.849998
"88","2007-12-18",88.830002
"89","2007-12-19",90.529999
"90","2007-12-20",91.139999
"91","2007-12-21",89.639999
"92","2007-12-24",88.709999
"93","2007-12-26",87.629997
"94","2007-12-27",84.970001
"95","2007-12-28",83.599998
"96","2007-12-31",84.989998
"97","2008-01-02",84.599998
"98","2008-01-03",83.949997
"99","2008-01-04",80.489998
"100","2008-01-07",72.989998
"101","2008-01-08",74.5
"102","2008-01-09",79.889999
"103","2008-01-10",80.300003
"104","2008-01-11",77.529999
"105","2008-01-14",82.239998
"106","2008-01-15",79.93
"107","2008-01-16",83.5
"108","2008-01-17",80.739998
"109","2008-01-18",81.269997
"110","2008-01-22",80.449997
"111","2008-01-23",77.510002
"112","2008-01-24",80.199997
"113","2008-01-25",80.550003
"114","2008-01-28",83
"115","2008-01-29",54.869999
"116","2008-01-30",56.419998
"117","2008-01-31",56.669998
"118","2008-02-01",57.849998
"119","2008-02-04",58.049999
"120","2008-02-05",59.299999
"121","2008-02-06",61.52
"122","2008-02-07",60.799999
"123","2008-02-08",60.27
"124","2008-02-11",61.419998
"125","2008-02-12",62.259998
"126","2008-02-13",62.93
"127","2008-02-14",62.099998
"128","2008-02-15",59.810001
"129","2008-02-19",57.380001
"130","2008-02-20",59.450001
"131","2008-02-21",57.91
"132","2008-02-22",56.549999
"133","2008-02-25",58.290001
"134","2008-02-26",60.18
"135","2008-02-27",59.860001
"136","2008-02-28",59.950001
"137","2008-02-29",58.669998
"138","2008-03-03",55.810001
"139","2008-03-04",53.759998
"140","2008-03-05",54.57
"141","2008-03-06",53.099998
"142","2008-03-07",51.450001
"143","2008-03-10",47.509998
"144","2008-03-11",48
"145","2008-03-12",51.27
"146","2008-03-13",52.119999
"147","2008-03-14",49.779999
"148","2008-03-17",46.060001
"149","2008-03-18",46.66
