"","date","EGRX"
"664","2016-09-29",69.970001
"665","2016-09-30",70
"666","2016-10-03",69.529999
"667","2016-10-04",69.139999
"668","2016-10-05",69.059998
"669","2016-10-06",64.400002
"670","2016-10-07",63.93
"671","2016-10-10",67.279999
"672","2016-10-11",64.699997
"673","2016-10-12",63.360001
"674","2016-10-13",63.560001
"675","2016-10-14",63.77
"676","2016-10-17",62.869999
"677","2016-10-18",65.07
"678","2016-10-19",65.599998
"679","2016-10-20",65.480003
"680","2016-10-21",64.980003
"681","2016-10-24",64.93
"682","2016-10-25",64.519997
"683","2016-10-26",63.23
"684","2016-10-27",62.27
"685","2016-10-28",60.82
"686","2016-10-31",55.880001
"687","2016-11-01",57.240002
"688","2016-11-02",68.099998
"689","2016-11-03",71.099998
"690","2016-11-04",74.959999
"691","2016-11-07",74.589996
"692","2016-11-08",73.110001
"693","2016-11-09",81.730003
"694","2016-11-10",84.220001
"695","2016-11-11",79.5
"696","2016-11-14",83.120003
"697","2016-11-15",81.980003
"698","2016-11-16",75.769997
"699","2016-11-17",78.18
"700","2016-11-18",78.720001
"701","2016-11-21",78.989998
"702","2016-11-22",77.18
"703","2016-11-23",79.790001
"704","2016-11-25",79.660004
"705","2016-11-28",77.480003
"706","2016-11-29",78.139999
"707","2016-11-30",78.959999
"708","2016-12-01",74.349998
"709","2016-12-02",75.199997
"710","2016-12-05",77.900002
"711","2016-12-06",79.830002
"712","2016-12-07",76.199997
"713","2016-12-08",76.57
"714","2016-12-09",75.849998
"715","2016-12-12",74.050003
"716","2016-12-13",73.559998
"717","2016-12-14",74.839996
"718","2016-12-15",74.800003
"719","2016-12-16",75.199997
"720","2016-12-19",75.459999
"721","2016-12-20",77.169998
"722","2016-12-21",75.605003
"723","2016-12-22",75.580002
"724","2016-12-23",80.93
"725","2016-12-27",79.870003
"726","2016-12-28",78.330002
"727","2016-12-29",78.800003
"728","2016-12-30",79.339996
"729","2017-01-03",80.110001
"730","2017-01-04",84.919998
"731","2017-01-05",82.199997
"732","2017-01-06",75.169998
"733","2017-01-09",68.099998
"734","2017-01-10",66.349998
"735","2017-01-11",62.830002
"736","2017-01-12",66.370003
"737","2017-01-13",69.309998
"738","2017-01-17",69.779999
"739","2017-01-18",70.07
"740","2017-01-19",65.949997
"741","2017-01-20",65.989998
"742","2017-01-23",66.790001
"743","2017-01-24",66.589996
"744","2017-01-25",65.400002
"745","2017-01-26",66.050003
"746","2017-01-27",66.75
"747","2017-01-30",66.019997
"748","2017-01-31",69.209999
"749","2017-02-01",68.349998
"750","2017-02-02",68.690002
"751","2017-02-03",71.019997
"752","2017-02-06",70.940002
"753","2017-02-07",69.440002
"754","2017-02-08",70.349998
"755","2017-02-09",71.970001
"756","2017-02-10",71.989998
"757","2017-02-13",70
"758","2017-02-14",71.650002
"759","2017-02-15",73.300003
"760","2017-02-16",73.269997
"761","2017-02-17",74.120003
"762","2017-02-21",73.589996
"763","2017-02-22",72.209999
"764","2017-02-23",75.480003
"765","2017-02-24",75.93
"766","2017-02-27",77.959999
"767","2017-02-28",76.690002
"768","2017-03-01",76.239998
"769","2017-03-02",75.089996
"770","2017-03-03",77.989998
"771","2017-03-06",77.559998
"772","2017-03-07",77.040001
"773","2017-03-08",76.779999
"774","2017-03-09",78.260002
"775","2017-03-10",79.360001
"776","2017-03-13",80.059998
"777","2017-03-14",80.010002
"778","2017-03-15",82.050003
"779","2017-03-16",80.620003
"780","2017-03-17",81.269997
"781","2017-03-20",83.360001
"782","2017-03-21",77.43
"783","2017-03-22",80.099998
"784","2017-03-23",81.830002
"785","2017-03-24",79.879997
"786","2017-03-27",82.919998
"787","2017-03-28",81.849998
"788","2017-03-29",82.989998
"789","2017-03-30",82.870003
"790","2017-03-31",82.940002
"791","2017-04-03",83.360001
"792","2017-04-04",84.809998
"793","2017-04-05",82.879997
"794","2017-04-06",86.050003
"795","2017-04-07",87.120003
"796","2017-04-10",85.779999
"797","2017-04-11",85.660004
"798","2017-04-12",86.839996
"799","2017-04-13",87.279999
"800","2017-04-17",86.029999
"801","2017-04-18",85.129997
"802","2017-04-19",87.18
"803","2017-04-20",90.169998
"804","2017-04-21",88.919998
"805","2017-04-24",88.760002
"806","2017-04-25",88.379997
"807","2017-04-26",89.489998
"808","2017-04-27",90.519997
"809","2017-04-28",90.589996
"810","2017-05-01",88
"811","2017-05-02",88.279999
"812","2017-05-03",88
"813","2017-05-04",87.389999
"814","2017-05-05",89.540001
"815","2017-05-08",86.339996
"816","2017-05-09",89.089996
"817","2017-05-10",96.849998
"818","2017-05-11",95.07
"819","2017-05-12",95.25
"820","2017-05-15",82.300003
"821","2017-05-16",82.580002
"822","2017-05-17",79.480003
"823","2017-05-18",80.209999
"824","2017-05-19",79.669998
"825","2017-05-22",77.550003
"826","2017-05-23",75.919998
"827","2017-05-24",76.379997
"828","2017-05-25",73.889999
"829","2017-05-26",75.010002
"830","2017-05-30",74.620003
"831","2017-05-31",72.949997
"832","2017-06-01",72.650002
"833","2017-06-02",72.010002
"834","2017-06-05",71.099998
"835","2017-06-06",70.830002
"836","2017-06-07",72.260002
"837","2017-06-08",73.089996
"838","2017-06-09",71.970001
"839","2017-06-12",69.279999
"840","2017-06-13",72.389999
"841","2017-06-14",73.040001
"842","2017-06-15",73.18
"843","2017-06-16",73.239998
"844","2017-06-19",76.120003
"845","2017-06-20",77.019997
"846","2017-06-21",80.779999
"847","2017-06-22",81.019997
"848","2017-06-23",81.68
"849","2017-06-26",82.849998
"850","2017-06-27",80.040001
"851","2017-06-28",80.589996
"852","2017-06-29",78.849998
"853","2017-06-30",78.889999
"854","2017-07-03",80.110001
"855","2017-07-05",83.480003
"856","2017-07-06",81.650002
"857","2017-07-07",81.940002
"858","2017-07-10",78.370003
"859","2017-07-11",78.169998
"860","2017-07-12",76.879997
"861","2017-07-13",76.559998
"862","2017-07-14",75.730003
"863","2017-07-17",76.5
"864","2017-07-18",74.739998
"865","2017-07-19",73.580002
"866","2017-07-20",73.620003
"867","2017-07-21",75.199997
"868","2017-07-24",72.800003
"869","2017-07-25",70.040001
"870","2017-07-26",53.369999
"871","2017-07-27",52.939999
"872","2017-07-28",50.48
"873","2017-07-31",49.150002
"874","2017-08-01",49.080002
"875","2017-08-02",48.549999
"876","2017-08-03",47.400002
"877","2017-08-04",47.799999
"878","2017-08-07",46.619999
"879","2017-08-08",46.77
"880","2017-08-09",49.150002
"881","2017-08-10",50.07
"882","2017-08-11",55.639999
"883","2017-08-14",55.549999
"884","2017-08-15",54.099998
"885","2017-08-16",55.77
"886","2017-08-17",56.02
"887","2017-08-18",54.16
"888","2017-08-21",54
"889","2017-08-22",54.580002
"890","2017-08-23",53.240002
"891","2017-08-24",54.400002
"892","2017-08-25",55.139999
"893","2017-08-28",56.450001
"894","2017-08-29",54.509998
"895","2017-08-30",54.389999
"896","2017-08-31",54.560001
"897","2017-09-01",56.360001
"898","2017-09-05",56.52
"899","2017-09-06",58.299999
"900","2017-09-07",57.540001
"901","2017-09-08",59.16
"902","2017-09-11",60.02
"903","2017-09-12",60.360001
"904","2017-09-13",59.799999
"905","2017-09-14",59.040001
"906","2017-09-15",60.110001
"907","2017-09-18",57.759998
"908","2017-09-19",56.889999
"909","2017-09-20",56.939999
"910","2017-09-21",57.389999
"911","2017-09-22",57.619999
"912","2017-09-25",58.220001
"913","2017-09-26",58.73
"914","2017-09-27",58.740002
"915","2017-09-28",58.709999
"916","2017-09-29",59.639999
"917","2017-10-02",60.869999
"918","2017-10-03",60.490002
"919","2017-10-04",59.439999
"920","2017-10-05",59.82
"921","2017-10-06",58.25
"922","2017-10-09",55.799999
"923","2017-10-10",54.77
"924","2017-10-11",53.450001
"925","2017-10-12",52.669998
"926","2017-10-13",51.549999
"927","2017-10-16",50.549999
"928","2017-10-17",49.66
"929","2017-10-18",49.599998
"930","2017-10-19",50.529999
"931","2017-10-20",52
"932","2017-10-23",51.990002
"933","2017-10-24",53.799999
"934","2017-10-25",54.950001
"935","2017-10-26",54.080002
"936","2017-10-27",55.650002
"937","2017-10-30",52.02
"938","2017-10-31",53.75
"939","2017-11-01",53.580002
"940","2017-11-02",53.560001
"941","2017-11-03",55.32
"942","2017-11-06",56.950001
"943","2017-11-07",55.490002
"944","2017-11-08",57.580002
"945","2017-11-09",53.43
"946","2017-11-10",55.299999
"947","2017-11-13",54.02
"948","2017-11-14",55.16
"949","2017-11-15",56.110001
"950","2017-11-16",56.98
"951","2017-11-17",57.400002
"952","2017-11-20",56.849998
"953","2017-11-21",56.950001
"954","2017-11-22",56.830002
"955","2017-11-24",57.060001
"956","2017-11-27",55.599998
"957","2017-11-28",56.959999
"958","2017-11-29",58.169998
"959","2017-11-30",59.060001
"960","2017-12-01",59.119999
"961","2017-12-04",60.830002
