"","date","EGRX"
"1","2014-02-12",12.83
"2","2014-02-13",13.22
"3","2014-02-14",12.8
"4","2014-02-18",12.94
"5","2014-02-19",12.14
"6","2014-02-20",11.65
"7","2014-02-21",12.05
"8","2014-02-24",12.05
"9","2014-02-25",13.35
"10","2014-02-26",14
"11","2014-02-27",13.89
"12","2014-02-28",13.76
"13","2014-03-03",13.48
"14","2014-03-04",13.26
"15","2014-03-05",14.79
"16","2014-03-06",14.49
"17","2014-03-07",14.92
"18","2014-03-10",14.89
"19","2014-03-11",14.17
"20","2014-03-12",14.1
"21","2014-03-13",14.78
"22","2014-03-14",14.5
"23","2014-03-17",14.11
"24","2014-03-18",14.33
"25","2014-03-19",14.48
"26","2014-03-20",14.7
"27","2014-03-21",14.6
"28","2014-03-24",13.61
"29","2014-03-25",13.55
"30","2014-03-26",12.81
"31","2014-03-27",12.63
"32","2014-03-28",12.36
"33","2014-03-31",12.75
"34","2014-04-01",12.9
"35","2014-04-02",13.17
"36","2014-04-03",13.1
"37","2014-04-04",12.96
"38","2014-04-07",12.76
"39","2014-04-08",12.67
"40","2014-04-09",12.67
"41","2014-04-10",11.92
"42","2014-04-11",11.88
"43","2014-04-14",12.05
"44","2014-04-15",12
"45","2014-04-16",12.35
"46","2014-04-17",12.05
"47","2014-04-21",11.8
"48","2014-04-22",12.06
"49","2014-04-23",11.51
"50","2014-04-24",11.46
"51","2014-04-25",10.23
"52","2014-04-28",9.68
"53","2014-04-29",9.88
"54","2014-04-30",9.86
"55","2014-05-01",9.71
"56","2014-05-02",9.72
"57","2014-05-05",9.99
"58","2014-05-06",9.82
"59","2014-05-07",9.53
"60","2014-05-08",9.4
"61","2014-05-09",9.38
"62","2014-05-12",9.33
"63","2014-05-13",9.56
"64","2014-05-14",9.76
"65","2014-05-15",9.83
"66","2014-05-16",9.68
"67","2014-05-19",9.73
"68","2014-05-20",9.59
"69","2014-05-21",9.31
"70","2014-05-22",9.42
"71","2014-05-23",9.87
"72","2014-05-27",10.49
"73","2014-05-28",11
"74","2014-05-29",11.68
"75","2014-05-30",11.85
"76","2014-06-02",11.65
"77","2014-06-03",11.25
"78","2014-06-04",10.83
"79","2014-06-05",11.18
"80","2014-06-06",11.44
"81","2014-06-09",12.19
"82","2014-06-10",12.19
"83","2014-06-11",12.36
"84","2014-06-12",12.32
"85","2014-06-13",12.26
"86","2014-06-16",12.22
"87","2014-06-17",12.37
"88","2014-06-18",12.61
"89","2014-06-19",13.24
"90","2014-06-20",12.78
"91","2014-06-23",13.07
"92","2014-06-24",12.92
"93","2014-06-25",12.96
"94","2014-06-26",13.07
"95","2014-06-27",13.57
"96","2014-06-30",14.33
"97","2014-07-01",14.4
"98","2014-07-02",14.25
"99","2014-07-03",14.2
"100","2014-07-07",14.42
"101","2014-07-08",14.02
"102","2014-07-09",13.82
"103","2014-07-10",13.75
"104","2014-07-11",13.79
"105","2014-07-14",13.62
"106","2014-07-15",13.58
"107","2014-07-16",13.48
"108","2014-07-17",12.57
"109","2014-07-18",13.21
"110","2014-07-21",13.425
"111","2014-07-22",13.07
"112","2014-07-23",12.61
"113","2014-07-24",12.41
"114","2014-07-25",12.66
"115","2014-07-28",12.6
"116","2014-07-29",11.81
"117","2014-07-30",11.53
"118","2014-07-31",11.365
"119","2014-08-01",10.68
"120","2014-08-04",10.28
"121","2014-08-05",10.61
"122","2014-08-06",10.51
"123","2014-08-07",10.14
"124","2014-08-08",10.35
"125","2014-08-11",10.99
"126","2014-08-12",10.76
"127","2014-08-13",11.125
"128","2014-08-14",11.85
"129","2014-08-15",12.52
"130","2014-08-18",12.95
"131","2014-08-19",12.65
"132","2014-08-20",12.57
"133","2014-08-21",12.41
"134","2014-08-22",12.63
"135","2014-08-25",12.73
"136","2014-08-26",12.63
"137","2014-08-27",12.71
"138","2014-08-28",12.52
"139","2014-08-29",12.6
"140","2014-09-02",12.225
"141","2014-09-03",11.97
"142","2014-09-04",11.9
"143","2014-09-05",11.49
"144","2014-09-08",12.1
"145","2014-09-09",12.5
"146","2014-09-10",12.69
"147","2014-09-11",12.54
"148","2014-09-12",12.66
"149","2014-09-15",12.17
"150","2014-09-16",12.12
"151","2014-09-17",12.67
"152","2014-09-18",12.53
"153","2014-09-19",12.26
"154","2014-09-22",12.225
"155","2014-09-23",12.17
"156","2014-09-24",11.89
"157","2014-09-25",12.09
"158","2014-09-26",11.73
"159","2014-09-29",12.16
"160","2014-09-30",12.65
"161","2014-10-01",12.05
"162","2014-10-02",11.99
"163","2014-10-03",12.41
"164","2014-10-06",12.46
"165","2014-10-07",12.21
"166","2014-10-08",12.34
"167","2014-10-09",12.4
"168","2014-10-10",12.46
"169","2014-10-13",12.69
"170","2014-10-14",12.51
"171","2014-10-15",11.75
"172","2014-10-16",12.32
"173","2014-10-17",12.12
"174","2014-10-20",12.18
"175","2014-10-21",11.99
"176","2014-10-22",12.11
"177","2014-10-23",12.33
"178","2014-10-24",12.34
"179","2014-10-27",12.21
"180","2014-10-28",12.43
"181","2014-10-29",12.52
"182","2014-10-30",12.8
"183","2014-10-31",12.67
"184","2014-11-03",12.64
"185","2014-11-04",12.66
"186","2014-11-05",12.51
"187","2014-11-06",12.65
"188","2014-11-07",12.48
"189","2014-11-10",13.5
"190","2014-11-11",13.53
"191","2014-11-12",12.8
"192","2014-11-13",12.65
"193","2014-11-14",12.66
"194","2014-11-17",12.5
"195","2014-11-18",12.36
"196","2014-11-19",12.51
"197","2014-11-20",12.67
"198","2014-11-21",12.46
"199","2014-11-24",12.56
"200","2014-11-25",12.94
"201","2014-11-26",12.7
"202","2014-11-28",12.61
"203","2014-12-01",12.41
"204","2014-12-02",12.51
"205","2014-12-03",13.26
"206","2014-12-04",12.99
"207","2014-12-05",13.45
"208","2014-12-08",13.4
"209","2014-12-09",13.02
"210","2014-12-10",12.73
"211","2014-12-11",12.68
"212","2014-12-12",13.25
"213","2014-12-15",12.54
"214","2014-12-16",12.52
"215","2014-12-17",12.98
"216","2014-12-18",13.15
"217","2014-12-19",13.5
"218","2014-12-22",13.5
"219","2014-12-23",13.45
"220","2014-12-24",13.62
"221","2014-12-26",13.92
"222","2014-12-29",14.02
"223","2014-12-30",14.2
"224","2014-12-31",15.5
"225","2015-01-02",17.709999
"226","2015-01-05",17.15
"227","2015-01-06",16.879999
"228","2015-01-07",17.49
"229","2015-01-08",17.65
"230","2015-01-09",18.200001
"231","2015-01-12",17.25
"232","2015-01-13",16.629999
"233","2015-01-14",16.35
"234","2015-01-15",15.35
"235","2015-01-16",15.84
"236","2015-01-20",15.71
"237","2015-01-21",16.73
"238","2015-01-22",16.4
"239","2015-01-23",18.92
"240","2015-01-26",18.98
"241","2015-01-27",19.01
"242","2015-01-28",18.389999
"243","2015-01-29",19.52
"244","2015-01-30",19.41
"245","2015-02-02",18.93
"246","2015-02-03",18.74
"247","2015-02-04",18.889999
"248","2015-02-05",18.82
"249","2015-02-06",18.379999
"250","2015-02-09",18.870001
"251","2015-02-10",18.92
"252","2015-02-11",18.82
"253","2015-02-12",19.530001
"254","2015-02-13",20.98
"255","2015-02-17",26.1
"256","2015-02-18",36.75
"257","2015-02-19",38.98
"258","2015-02-20",33.68
"259","2015-02-23",34
"260","2015-02-24",33.91
"261","2015-02-25",34.189999
"262","2015-02-26",34.259998
"263","2015-02-27",34
"264","2015-03-02",37.68
"265","2015-03-03",36.689999
"266","2015-03-04",37.720001
"267","2015-03-05",38
"268","2015-03-06",37.630001
"269","2015-03-09",36.950001
"270","2015-03-10",36.700001
"271","2015-03-11",38.52
"272","2015-03-12",45.369999
"273","2015-03-13",46.09
"274","2015-03-16",42.060001
"275","2015-03-17",42.07
"276","2015-03-18",42.169998
"277","2015-03-19",41.110001
"278","2015-03-20",41
"279","2015-03-23",42.32
"280","2015-03-24",40.939999
"281","2015-03-25",39.27
"282","2015-03-26",39.814999
"283","2015-03-27",39.68
"284","2015-03-30",40.52
"285","2015-03-31",41.889999
"286","2015-04-01",46.470001
"287","2015-04-02",48.470001
"288","2015-04-06",46.98
"289","2015-04-07",47.299999
"290","2015-04-08",46.810001
"291","2015-04-09",49.52
"292","2015-04-10",49.310001
"293","2015-04-13",55.419998
"294","2015-04-14",56.34
"295","2015-04-15",55.75
"296","2015-04-16",55.150002
"297","2015-04-17",55.439999
"298","2015-04-20",59.110001
"299","2015-04-21",59.310001
"300","2015-04-22",60.529999
"301","2015-04-23",60.919998
"302","2015-04-24",59.299999
"303","2015-04-27",54.619999
"304","2015-04-28",55.560001
"305","2015-04-29",54.740002
"306","2015-04-30",52.700001
"307","2015-05-01",55.48
"308","2015-05-04",58.400002
"309","2015-05-05",55.380001
"310","2015-05-06",56.84
"311","2015-05-07",56.32
"312","2015-05-08",59.029999
"313","2015-05-11",58.360001
"314","2015-05-12",59.540001
"315","2015-05-13",60
"316","2015-05-14",61.23
"317","2015-05-15",60.919998
"318","2015-05-18",61.939999
"319","2015-05-19",62.799999
"320","2015-05-20",61.66
"321","2015-05-21",63.959999
"322","2015-05-22",65.279999
"323","2015-05-26",64.709999
"324","2015-05-27",67.720001
"325","2015-05-28",68.910004
"326","2015-05-29",72.629997
"327","2015-06-01",72.489998
"328","2015-06-02",72.599998
"329","2015-06-03",75.349998
"330","2015-06-04",73.139999
"331","2015-06-05",76.419998
"332","2015-06-08",76.389999
"333","2015-06-09",75.949997
"334","2015-06-10",74.57
"335","2015-06-11",76.580002
"336","2015-06-12",75.919998
"337","2015-06-15",76.989998
"338","2015-06-16",82.580002
"339","2015-06-17",80.209999
"340","2015-06-18",83.459999
"341","2015-06-19",84
"342","2015-06-22",89.599998
"343","2015-06-23",87.650002
"344","2015-06-24",87.120003
"345","2015-06-25",83.239998
"346","2015-06-26",82.370003
"347","2015-06-29",75.400002
"348","2015-06-30",80.860001
"349","2015-07-01",78.459999
"350","2015-07-02",74.760002
"351","2015-07-06",81.510002
"352","2015-07-07",82.910004
"353","2015-07-08",76.959999
"354","2015-07-09",80.419998
"355","2015-07-10",85.260002
"356","2015-07-13",88.269997
"357","2015-07-14",91.089996
"358","2015-07-15",87.309998
"359","2015-07-16",91.220001
"360","2015-07-17",90.760002
"361","2015-07-20",90.57
"362","2015-07-21",87.739998
"363","2015-07-22",93.410004
"364","2015-07-23",94.169998
"365","2015-07-24",93.220001
"366","2015-07-27",91.230003
"367","2015-07-28",92.839996
"368","2015-07-29",94.699997
"369","2015-07-30",96.779999
"370","2015-07-31",96.620003
"371","2015-08-03",96.050003
"372","2015-08-04",99.019997
"373","2015-08-05",100.559998
"374","2015-08-06",91.540001
"375","2015-08-07",92.120003
"376","2015-08-10",95.150002
"377","2015-08-11",79.220001
"378","2015-08-12",80.919998
"379","2015-08-13",72.75
"380","2015-08-14",66.699997
"381","2015-08-17",72.029999
"382","2015-08-18",68.440002
"383","2015-08-19",69.099998
"384","2015-08-20",64.870003
"385","2015-08-21",65.449997
"386","2015-08-24",64.860001
"387","2015-08-25",69.459999
"388","2015-08-26",79.010002
"389","2015-08-27",80.989998
"390","2015-08-28",83.669998
"391","2015-08-31",78.550003
"392","2015-09-01",76.879997
"393","2015-09-02",82.550003
"394","2015-09-03",77.769997
"395","2015-09-04",78.82
"396","2015-09-08",83.970001
"397","2015-09-09",80.870003
"398","2015-09-10",82.709999
"399","2015-09-11",84.790001
"400","2015-09-14",84.489998
"401","2015-09-15",85.669998
"402","2015-09-16",85.580002
"403","2015-09-17",87.910004
"404","2015-09-18",88
"405","2015-09-21",81.68
"406","2015-09-22",84.459999
"407","2015-09-23",85.879997
"408","2015-09-24",85.330002
"409","2015-09-25",77.860001
"410","2015-09-28",70.870003
"411","2015-09-29",73.870003
"412","2015-09-30",74.029999
"413","2015-10-01",73.169998
"414","2015-10-02",74.239998
"415","2015-10-05",70.620003
"416","2015-10-06",67.919998
"417","2015-10-07",66.589996
"418","2015-10-08",66.269997
"419","2015-10-09",68.059998
"420","2015-10-12",67.629997
"421","2015-10-13",61.529999
"422","2015-10-14",63.34
"423","2015-10-15",67.220001
"424","2015-10-16",67.989998
"425","2015-10-19",69.660004
"426","2015-10-20",65.889999
"427","2015-10-21",65.150002
"428","2015-10-22",58.48
"429","2015-10-23",62.009998
"430","2015-10-26",63.139999
"431","2015-10-27",65.900002
"432","2015-10-28",66.410004
"433","2015-10-29",63.52
"434","2015-10-30",63.709999
"435","2015-11-02",69.25
"436","2015-11-03",70.959999
"437","2015-11-04",73.260002
"438","2015-11-05",73.639999
"439","2015-11-06",76.32
"440","2015-11-09",76.379997
"441","2015-11-10",76.610001
"442","2015-11-11",72.389999
"443","2015-11-12",67.68
"444","2015-11-13",73.360001
"445","2015-11-16",75.5
"446","2015-11-17",78.610001
"447","2015-11-18",83.589996
"448","2015-11-19",81.209999
"449","2015-11-20",82.089996
"450","2015-11-23",82.589996
"451","2015-11-24",86.169998
"452","2015-11-25",87.589996
"453","2015-11-27",91.910004
"454","2015-11-30",91.639999
"455","2015-12-01",90.089996
"456","2015-12-02",86.93
"457","2015-12-03",83.790001
"458","2015-12-04",88.489998
"459","2015-12-07",81.919998
"460","2015-12-08",100.209999
"461","2015-12-09",95.120003
"462","2015-12-10",94.900002
"463","2015-12-11",91.419998
"464","2015-12-14",90.690002
"465","2015-12-15",98.849998
"466","2015-12-16",99.870003
"467","2015-12-17",96.82
"468","2015-12-18",97.169998
"469","2015-12-21",99.07
"470","2015-12-22",93.860001
"471","2015-12-23",91.32
"472","2015-12-24",87.620003
"473","2015-12-28",87.089996
"474","2015-12-29",90.959999
"475","2015-12-30",89.230003
"476","2015-12-31",88.669998
"477","2016-01-04",86.150002
"478","2016-01-05",85.410004
"479","2016-01-06",83.129997
"480","2016-01-07",85.120003
"481","2016-01-08",81.919998
"482","2016-01-11",80.349998
"483","2016-01-12",85.080002
"484","2016-01-13",79.269997
"485","2016-01-14",78.669998
"486","2016-01-15",76.940002
"487","2016-01-19",75.830002
"488","2016-01-20",77.800003
"489","2016-01-21",72.709999
"490","2016-01-22",75.589996
"491","2016-01-25",73.599998
"492","2016-01-26",70.980003
"493","2016-01-27",66.32
"494","2016-01-28",74.440002
"495","2016-01-29",71.900002
"496","2016-02-01",71.269997
"497","2016-02-02",67.57
"498","2016-02-03",62.759998
"499","2016-02-04",61.880001
"500","2016-02-05",59.16
"501","2016-02-08",53.380001
"502","2016-02-09",52.360001
"503","2016-02-10",53.849998
"504","2016-02-11",53.41
"505","2016-02-12",57.68
"506","2016-02-16",56.540001
"507","2016-02-17",63.16
"508","2016-02-18",61.630001
"509","2016-02-19",64.93
"510","2016-02-22",60.610001
"511","2016-02-23",59.77
"512","2016-02-24",60.490002
"513","2016-02-25",66.300003
"514","2016-02-26",68.209999
"515","2016-02-29",63.389999
"516","2016-03-01",67.18
"517","2016-03-02",69.82
"518","2016-03-03",65.309998
"519","2016-03-04",63.509998
"520","2016-03-07",65.910004
"521","2016-03-08",62.790001
"522","2016-03-09",61.799999
"523","2016-03-10",60.549999
"524","2016-03-11",61.810001
"525","2016-03-14",60.349998
"526","2016-03-15",56.060001
"527","2016-03-16",56.689999
"528","2016-03-17",53.68
"529","2016-03-18",43.5
"530","2016-03-21",41.240002
"531","2016-03-22",43.290001
"532","2016-03-23",41.43
"533","2016-03-24",38.68
"534","2016-03-28",37.849998
"535","2016-03-29",39.77
"536","2016-03-30",39.060001
"537","2016-03-31",40.5
"538","2016-04-01",40.669998
"539","2016-04-04",39.939999
"540","2016-04-05",39.16
"541","2016-04-06",40.299999
"542","2016-04-07",40.610001
"543","2016-04-08",40.040001
"544","2016-04-11",36.389999
"545","2016-04-12",34
"546","2016-04-13",36.889999
"547","2016-04-14",36.810001
"548","2016-04-15",37.220001
"549","2016-04-18",38.48
"550","2016-04-19",37.07
"551","2016-04-20",37.509998
"552","2016-04-21",41.009998
"553","2016-04-22",41.060001
"554","2016-04-25",41.299999
"555","2016-04-26",40.299999
"556","2016-04-27",39.650002
"557","2016-04-28",39.25
"558","2016-04-29",37.860001
"559","2016-05-02",39.610001
"560","2016-05-03",40.91
"561","2016-05-04",37.580002
"562","2016-05-05",36.259998
"563","2016-05-06",35.75
"564","2016-05-09",40.09
"565","2016-05-10",42.029999
"566","2016-05-11",38.48
"567","2016-05-12",40.049999
"568","2016-05-13",42.259998
"569","2016-05-16",44.200001
"570","2016-05-17",43.16
"571","2016-05-18",45.880001
"572","2016-05-19",44.41
"573","2016-05-20",46.32
"574","2016-05-23",47.650002
"575","2016-05-24",49.389999
"576","2016-05-25",48.990002
"577","2016-05-26",46.549999
"578","2016-05-27",46.73
"579","2016-05-31",47.529999
"580","2016-06-01",48.790001
"581","2016-06-02",49.34
"582","2016-06-03",43.779999
"583","2016-06-06",43.779999
"584","2016-06-07",42.610001
"585","2016-06-08",41.880001
"586","2016-06-09",41.470001
"587","2016-06-10",53
"588","2016-06-13",50.849998
"589","2016-06-14",47.860001
"590","2016-06-15",46.700001
"591","2016-06-16",46.82
"592","2016-06-17",44.77
"593","2016-06-20",40.759998
"594","2016-06-21",39.299999
"595","2016-06-22",38.299999
"596","2016-06-23",39.400002
"597","2016-06-24",36.369999
"598","2016-06-27",34.84
"599","2016-06-28",37.419998
"600","2016-06-29",38.919998
"601","2016-06-30",38.790001
"602","2016-07-01",39.41
"603","2016-07-05",41.009998
"604","2016-07-06",43.07
"605","2016-07-07",43.139999
"606","2016-07-08",42.779999
"607","2016-07-11",44.560001
"608","2016-07-12",45.32
"609","2016-07-13",44.990002
"610","2016-07-14",46.68
"611","2016-07-15",47.34
"612","2016-07-18",47.330002
"613","2016-07-19",43.84
"614","2016-07-20",45.91
"615","2016-07-21",45.580002
"616","2016-07-22",45.889999
"617","2016-07-25",46.139999
"618","2016-07-26",45.73
"619","2016-07-27",46.939999
"620","2016-07-28",44.759998
"621","2016-07-29",43.139999
"622","2016-08-01",46.57
"623","2016-08-02",46.66
"624","2016-08-03",48.950001
"625","2016-08-04",49
"626","2016-08-05",49.540001
"627","2016-08-08",48.360001
"628","2016-08-09",55.43
"629","2016-08-10",57.259998
"630","2016-08-11",60.950001
"631","2016-08-12",62.049999
"632","2016-08-15",60.66
"633","2016-08-16",61.84
"634","2016-08-17",60.799999
"635","2016-08-18",59.27
"636","2016-08-19",60.59
"637","2016-08-22",59.91
"638","2016-08-23",62.27
"639","2016-08-24",57.650002
"640","2016-08-25",58.869999
"641","2016-08-26",60.23
"642","2016-08-29",60.330002
"643","2016-08-30",60.959999
"644","2016-08-31",59.75
"645","2016-09-01",59.02
"646","2016-09-02",60.34
"647","2016-09-06",62
"648","2016-09-07",61.950001
"649","2016-09-08",62.189999
"650","2016-09-09",60.200001
"651","2016-09-12",62.41
"652","2016-09-13",61.299999
"653","2016-09-14",61.060001
"654","2016-09-15",61.720001
"655","2016-09-16",60.950001
"656","2016-09-19",60.91
"657","2016-09-20",64.949997
"658","2016-09-21",66.169998
"659","2016-09-22",66.75
"660","2016-09-23",66.279999
"661","2016-09-26",66.18
"662","2016-09-27",69.720001
"663","2016-09-28",70.32
