"","date","CPAA"
"1","2019-09-09",9.9
"2","2019-09-10",9.9
"3","2019-09-11",9.91
"4","2019-09-12",9.91
"5","2019-09-13",9.92
"6","2019-09-16",9.92
"7","2019-09-17",9.92
"8","2019-09-18",9.92
"9","2019-09-19",9.92
"10","2019-09-20",9.95
"11","2019-09-23",9.95
"12","2019-09-24",9.95
"13","2019-09-25",9.95
"14","2019-09-26",9.95
"15","2019-09-27",9.95
"16","2019-09-30",9.95
"17","2019-10-01",9.95
"18","2019-10-02",10.15
"19","2019-10-03",10.15
"20","2019-10-04",10.15
"21","2019-10-07",10.05
"22","2019-10-08",10.1
"23","2019-10-09",10.11
"24","2019-10-10",10.11
"25","2019-10-11",10.11
"26","2019-10-14",10.11
"27","2019-10-15",10.11
"28","2019-10-16",10
"29","2019-10-17",10
"30","2019-10-18",10.1
"31","2019-10-21",10.1
"32","2019-10-22",10.15
"33","2019-10-23",10.15
"34","2019-10-24",10.16
"35","2019-10-25",10.16
"36","2019-10-28",10.16
"37","2019-10-29",10.13
"38","2019-10-30",10.15
"39","2019-10-31",10.38
"40","2019-11-01",10.38
"41","2019-11-04",10.38
"42","2019-11-05",10.3
"43","2019-11-06",10.3
"44","2019-11-07",10.3
"45","2019-11-08",10.3
"46","2019-11-11",10.3
"47","2019-11-12",10.3
"48","2019-11-13",10.3
"49","2019-11-14",10.3
"50","2019-11-15",10.3
"51","2019-11-18",10.3
"52","2019-11-19",10.3
"53","2019-11-20",10.3
"54","2019-11-21",10.3
"55","2019-11-22",10.3
"56","2019-11-25",10.2
"57","2019-11-26",10.25
"58","2019-11-27",10.25
"59","2019-11-29",10.47
"60","2019-12-02",10.47
"61","2019-12-03",10.47
"62","2019-12-04",10.47
"63","2019-12-05",10.47
"64","2019-12-06",10.47
"65","2019-12-09",10.47
"66","2019-12-10",10.475
"67","2019-12-11",10.475
"68","2019-12-12",10.475
"69","2019-12-13",10.475
"70","2019-12-16",10.35
"71","2019-12-17",10.3
"72","2019-12-18",10.3
"73","2019-12-19",10.3
"74","2019-12-20",10.4
"75","2019-12-23",10.4
"76","2019-12-24",10.4
"77","2019-12-26",10.4
"78","2019-12-27",10.4
"79","2019-12-30",10.4
"80","2019-12-31",10.4
"81","2020-01-02",10.4
"82","2020-01-03",10.4
"83","2020-01-06",10.4
"84","2020-01-07",10.4
"85","2020-01-08",10.9
"86","2020-01-09",10.58
"87","2020-01-10",10.59
"88","2020-01-13",10.7
"89","2020-01-14",10.7
"90","2020-01-15",10.99
"91","2020-01-16",11
"92","2020-01-17",10.6
"93","2020-01-21",10.75
"94","2020-01-22",10.75
"95","2020-01-23",10.75
"96","2020-01-24",10.75
"97","2020-01-27",10.8
"98","2020-01-28",10.8
"99","2020-01-29",10.8
"100","2020-01-30",10.8
"101","2020-01-31",10.8
"102","2020-02-03",10.8
"103","2020-02-04",10.8
"104","2020-02-05",10.775
"105","2020-02-06",10.775
"106","2020-02-07",10.775
"107","2020-02-10",10.775
"108","2020-02-11",10.775
"109","2020-02-12",10.8
"110","2020-02-13",10.7
"111","2020-02-14",10.7
"112","2020-02-18",10.8
"113","2020-02-19",10.9
"114","2020-02-20",10.87
"115","2020-02-21",10.8
"116","2020-02-24",11
"117","2020-02-25",10.95
"118","2020-02-26",10.95
"119","2020-02-27",11.18
"120","2020-02-28",11.18
"121","2020-03-02",11.09
"122","2020-03-03",11.09
"123","2020-03-04",11.1
"124","2020-03-05",11.1
"125","2020-03-06",11.1
"126","2020-03-09",11.16
"127","2020-03-10",11.16
"128","2020-03-11",11.16
"129","2020-03-12",11
"130","2020-03-13",11
"131","2020-03-16",10.68
"132","2020-03-17",10.415
"133","2020-03-18",10.415
"134","2020-03-19",10.415
"135","2020-03-20",10.415
"136","2020-03-23",10
"137","2020-03-24",10
"138","2020-03-25",10
"139","2020-03-26",10
"140","2020-03-27",10
"141","2020-03-30",10
"142","2020-03-31",9.9
"143","2020-04-01",9.9
"144","2020-04-02",9.9
"145","2020-04-03",9.9
"146","2020-04-06",9.9
"147","2020-04-07",9.96
"148","2020-04-08",9.96
"149","2020-04-09",9.96
"150","2020-04-13",9.96
"151","2020-04-14",9.98
"152","2020-04-15",9.98
"153","2020-04-16",9.98
"154","2020-04-17",9.98
"155","2020-04-20",10.15
"156","2020-04-21",10.22
"157","2020-04-22",10.22
"158","2020-04-23",10.22
"159","2020-04-24",10.25
"160","2020-04-27",10.25
"161","2020-04-28",10.513
"162","2020-04-29",10.513
"163","2020-04-30",10.65
"164","2020-05-01",10.4
"165","2020-05-04",10.45
"166","2020-05-05",10.45
"167","2020-05-06",10.45
"168","2020-05-07",10.3
"169","2020-05-08",10.35
"170","2020-05-11",10.35
"171","2020-05-12",10.6
"172","2020-05-13",10.8
"173","2020-05-14",10.65
"174","2020-05-15",10.65
"175","2020-05-18",10.6
"176","2020-05-19",10.35
"177","2020-05-20",10.6
"178","2020-05-21",10.6
"179","2020-05-22",10.6
"180","2020-05-26",10.6
"181","2020-05-27",10.59
"182","2020-05-28",10.51
"183","2020-05-29",10.78
"184","2020-06-01",10.84
"185","2020-06-02",10.85
"186","2020-06-03",10.85
"187","2020-06-04",10.6
"188","2020-06-05",10.85
"189","2020-06-08",10.74
"190","2020-06-09",11.15
"191","2020-06-10",11.165
"192","2020-06-11",11.23
"193","2020-06-12",11.12
"194","2020-06-15",11.34
"195","2020-06-16",11.26
"196","2020-06-17",11.26
"197","2020-06-18",11.07
"198","2020-06-19",11.1
"199","2020-06-22",11.1
"200","2020-06-23",11.08
"201","2020-06-24",11
"202","2020-06-25",11.15
"203","2020-06-26",11.1
"204","2020-06-29",11.05
"205","2020-06-30",11.05
"206","2020-07-01",11.15
"207","2020-07-02",11.3
"208","2020-07-06",11.99
"209","2020-07-07",11.295
"210","2020-07-08",11.28
"211","2020-07-09",11.35
"212","2020-07-10",11.3
"213","2020-07-13",11.37
"214","2020-07-14",11.25
"215","2020-07-15",11.2
"216","2020-07-16",11.3
"217","2020-07-17",11.35
"218","2020-07-20",11.51
"219","2020-07-21",11.6
"220","2020-07-22",11.4
"221","2020-07-23",11.35
"222","2020-07-24",11.26
"223","2020-07-27",11.31
"224","2020-07-28",11.28
"225","2020-07-29",11.08
"226","2020-07-30",11.15
"227","2020-07-31",11
"228","2020-08-03",10.96
"229","2020-08-04",10.97
"230","2020-08-05",10.99
"231","2020-08-06",10.85
"232","2020-08-07",10.85
"233","2020-08-10",10.72
"234","2020-08-11",10.8
"235","2020-08-12",10.84
"236","2020-08-13",10.775
"237","2020-08-14",10.57
"238","2020-08-17",10.61
"239","2020-08-18",10.69
"240","2020-08-19",10.71
"241","2020-08-20",10.65
"242","2020-08-21",10.876
"243","2020-08-24",10.71
"244","2020-08-25",10.73
"245","2020-08-26",10.725
"246","2020-08-27",10.7
"247","2020-08-28",10.53
"248","2020-08-31",10.6
"249","2020-09-01",10.7
"250","2020-09-02",10.84
"251","2020-09-03",10.9
"252","2020-09-04",10.88
"253","2020-09-08",10.42
"254","2020-09-09",10.42
"255","2020-09-10",10.38
"256","2020-09-11",10.25
"257","2020-09-14",10.21
"258","2020-09-15",10.24
"259","2020-09-16",10.25
"260","2020-09-17",10.211
"261","2020-09-18",10.25
"262","2020-09-21",10.22
"263","2020-09-22",10.22
"264","2020-09-23",10.158
"265","2020-09-24",10.19
"266","2020-09-25",10.2
"267","2020-09-28",10.24
"268","2020-09-29",10.19
"269","2020-09-30",10.16
"270","2020-10-01",10.17
"271","2020-10-02",10.18
"272","2020-10-05",10.06
"273","2020-10-06",10.02
"274","2020-10-07",10.04
"275","2020-10-08",10.06
"276","2020-10-09",10.05
"277","2020-10-12",10.01
"278","2020-10-13",10.05
"279","2020-10-14",10.02
"280","2020-10-15",10.01
"281","2020-10-16",10.02
"282","2020-10-19",10.06
"283","2020-10-20",10.04
"284","2020-10-21",10.05
"285","2020-10-22",10.03
