"","date","TRVN"
"322","2015-05-12",7.19
"323","2015-05-13",6.75
"324","2015-05-14",6.92
"325","2015-05-15",6.87
"326","2015-05-18",6.96
"327","2015-05-19",6.84
"328","2015-05-20",6.8
"329","2015-05-21",6.47
"330","2015-05-22",6.79
"331","2015-05-26",6.77
"332","2015-05-27",7.18
"333","2015-05-28",7
"334","2015-05-29",6.96
"335","2015-06-01",6.91
"336","2015-06-02",6.97
"337","2015-06-03",7.09
"338","2015-06-04",7.05
"339","2015-06-05",6.71
"340","2015-06-08",6.77
"341","2015-06-09",6.55
"342","2015-06-10",6.49
"343","2015-06-11",6.65
"344","2015-06-12",6.6
"345","2015-06-15",6.93
"346","2015-06-16",6.89
"347","2015-06-17",6.84
"348","2015-06-18",6.86
"349","2015-06-19",6.95
"350","2015-06-22",6.95
"351","2015-06-23",6.68
"352","2015-06-24",6.54
"353","2015-06-25",6.32
"354","2015-06-26",6.24
"355","2015-06-29",5.84
"356","2015-06-30",6.26
"357","2015-07-01",6.07
"358","2015-07-02",6.01
"359","2015-07-06",5.95
"360","2015-07-07",6.12
"361","2015-07-08",5.95
"362","2015-07-09",5.9
"363","2015-07-10",6.51
"364","2015-07-13",6.69
"365","2015-07-14",6.76
"366","2015-07-15",6.69
"367","2015-07-16",6.74
"368","2015-07-17",6.71
"369","2015-07-20",6.81
"370","2015-07-21",6.72
"371","2015-07-22",6.84
"372","2015-07-23",6.8
"373","2015-07-24",6.49
"374","2015-07-27",6.21
"375","2015-07-28",6.23
"376","2015-07-29",5.98
"377","2015-07-30",5.85
"378","2015-07-31",5.82
"379","2015-08-03",6.16
"380","2015-08-04",6.53
"381","2015-08-05",6.46
"382","2015-08-06",6.07
"383","2015-08-07",5.86
"384","2015-08-10",6.11
"385","2015-08-11",5.9
"386","2015-08-12",6.52
"387","2015-08-13",6.8
"388","2015-08-14",6.5
"389","2015-08-17",6.62
"390","2015-08-18",6.35
"391","2015-08-19",6.28
"392","2015-08-20",5.8
"393","2015-08-21",6.14
"394","2015-08-24",5.62
"395","2015-08-25",5.6
"396","2015-08-26",5.89
"397","2015-08-27",5.98
"398","2015-08-28",6.04
"399","2015-08-31",6
"400","2015-09-01",9.09
"401","2015-09-02",11.44
"402","2015-09-03",9.89
"403","2015-09-04",10.76
"404","2015-09-08",10.78
"405","2015-09-09",10.43
"406","2015-09-10",10.35
"407","2015-09-11",10.25
"408","2015-09-14",11.84
"409","2015-09-15",12.12
"410","2015-09-16",11.99
"411","2015-09-17",12.05
"412","2015-09-18",13.3
"413","2015-09-21",12.05
"414","2015-09-22",12.53
"415","2015-09-23",12.71
"416","2015-09-24",12.45
"417","2015-09-25",11.34
"418","2015-09-28",10.56
"419","2015-09-29",10.17
"420","2015-09-30",10.35
"421","2015-10-01",9.69
"422","2015-10-02",10.26
"423","2015-10-05",10.13
"424","2015-10-06",9.76
"425","2015-10-07",10.1
"426","2015-10-08",9.87
"427","2015-10-09",10.13
"428","2015-10-12",9.83
"429","2015-10-13",9.62
"430","2015-10-14",9.65
"431","2015-10-15",10.47
"432","2015-10-16",10.34
"433","2015-10-19",10.73
"434","2015-10-20",10.09
"435","2015-10-21",9.72
"436","2015-10-22",10.28
"437","2015-10-23",10.69
"438","2015-10-26",10.01
"439","2015-10-27",10.14
"440","2015-10-28",10.34
"441","2015-10-29",9.89
"442","2015-10-30",9.62
"443","2015-11-02",9.93
"444","2015-11-03",10.33
"445","2015-11-04",11.03
"446","2015-11-05",10.8
"447","2015-11-06",10.74
"448","2015-11-09",10.96
"449","2015-11-10",10.87
"450","2015-11-11",11.12
"451","2015-11-12",10.51
"452","2015-11-13",11.18
"453","2015-11-16",10.94
"454","2015-11-17",10.92
"455","2015-11-18",11.58
"456","2015-11-19",11.7
"457","2015-11-20",12.1
"458","2015-11-23",12.24
"459","2015-11-24",12.64
"460","2015-11-25",12.67
"461","2015-11-27",12.92
"462","2015-11-30",12.59
"463","2015-12-01",12.08
"464","2015-12-02",11.96
"465","2015-12-03",11.48
"466","2015-12-04",12
"467","2015-12-07",11.33
"468","2015-12-08",11.73
"469","2015-12-09",11.23
"470","2015-12-10",10.69
"471","2015-12-11",10.47
"472","2015-12-14",10.34
"473","2015-12-15",10.62
"474","2015-12-16",11
"475","2015-12-17",10.32
"476","2015-12-18",10.03
"477","2015-12-21",9.76
"478","2015-12-22",10.07
"479","2015-12-23",10.27
"480","2015-12-24",10.23
"481","2015-12-28",10.11
"482","2015-12-29",10.33
"483","2015-12-30",10.77
"484","2015-12-31",10.5
"485","2016-01-04",9.78
"486","2016-01-05",9.8
"487","2016-01-06",9.88
"488","2016-01-07",9.23
"489","2016-01-08",8.91
"490","2016-01-11",8.15
"491","2016-01-12",8.33
"492","2016-01-13",7.7
"493","2016-01-14",8.31
"494","2016-01-15",7.98
"495","2016-01-19",7.6
"496","2016-01-20",7.62
"497","2016-01-21",7.46
"498","2016-01-22",7.67
"499","2016-01-25",7.59
"500","2016-01-26",7.44
"501","2016-01-27",7.06
"502","2016-01-28",6.69
"503","2016-01-29",7.28
"504","2016-02-01",7.31
"505","2016-02-02",7.13
"506","2016-02-03",7.01
"507","2016-02-04",7.37
"508","2016-02-05",7.53
"509","2016-02-08",7.46
"510","2016-02-09",7.44
"511","2016-02-10",7.39
"512","2016-02-11",7.63
"513","2016-02-12",7.84
"514","2016-02-16",8.45
"515","2016-02-17",8.52
"516","2016-02-18",7.99
"517","2016-02-19",8.06
"518","2016-02-22",9.71
"519","2016-02-23",8.78
"520","2016-02-24",8.91
"521","2016-02-25",9.02
"522","2016-02-26",9.18
"523","2016-02-29",8.37
"524","2016-03-01",8.55
"525","2016-03-02",8.87
"526","2016-03-03",8.82
"527","2016-03-04",9.04
"528","2016-03-07",9.32
"529","2016-03-08",8.68
"530","2016-03-09",7.71
"531","2016-03-10",7.47
"532","2016-03-11",7.75
"533","2016-03-14",7.82
"534","2016-03-15",7.4
"535","2016-03-16",7.28
"536","2016-03-17",7.3
"537","2016-03-18",7.23
"538","2016-03-21",7.7
"539","2016-03-22",7.95
"540","2016-03-23",7.33
"541","2016-03-24",7.42
"542","2016-03-28",7.57
"543","2016-03-29",8.39
"544","2016-03-30",8.18
"545","2016-03-31",8.27
"546","2016-04-01",8.48
"547","2016-04-04",8.68
"548","2016-04-05",8.61
"549","2016-04-06",9.12
"550","2016-04-07",9
"551","2016-04-08",8.89
"552","2016-04-11",8.87
"553","2016-04-12",9.13
"554","2016-04-13",9.34
"555","2016-04-14",9.13
"556","2016-04-15",9.08
"557","2016-04-18",9.15
"558","2016-04-19",9
"559","2016-04-20",8.27
"560","2016-04-21",8.27
"561","2016-04-22",8.33
"562","2016-04-25",8.31
"563","2016-04-26",8.07
"564","2016-04-27",7.83
"565","2016-04-28",7.96
"566","2016-04-29",7.79
"567","2016-05-02",7.63
"568","2016-05-03",7.8
"569","2016-05-04",7.5
"570","2016-05-05",7.53
"571","2016-05-06",7.75
"572","2016-05-09",8.03
"573","2016-05-10",7.97
"574","2016-05-11",7.495
"575","2016-05-12",7
"576","2016-05-13",6.82
"577","2016-05-16",6.32
"578","2016-05-17",6.56
"579","2016-05-18",6.98
"580","2016-05-19",6.51
"581","2016-05-20",6.86
"582","2016-05-23",6.84
"583","2016-05-24",6.97
"584","2016-05-25",7.02
"585","2016-05-26",7.1
"586","2016-05-27",7.06
"587","2016-05-31",7.32
"588","2016-06-01",7.965
"589","2016-06-02",7.79
"590","2016-06-03",7.54
"591","2016-06-06",7.7
"592","2016-06-07",7.46
"593","2016-06-08",7.44
"594","2016-06-09",7.22
"595","2016-06-10",6.84
"596","2016-06-13",6.67
"597","2016-06-14",6.44
"598","2016-06-15",6.68
"599","2016-06-16",6.82
"600","2016-06-17",6.29
"601","2016-06-20",6.23
"602","2016-06-21",6.09
"603","2016-06-22",5.95
"604","2016-06-23",6.21
"605","2016-06-24",6.39
"606","2016-06-27",5.87
"607","2016-06-28",6.14
"608","2016-06-29",6.3
"609","2016-06-30",6.3
"610","2016-07-01",6.47
"611","2016-07-05",6.56
"612","2016-07-06",6.86
"613","2016-07-07",6.94
"614","2016-07-08",7.13
"615","2016-07-11",7.06
"616","2016-07-12",7.11
"617","2016-07-13",6.75
"618","2016-07-14",6.59
"619","2016-07-15",6.71
"620","2016-07-18",6.68
"621","2016-07-19",6.4
"622","2016-07-20",6.59
"623","2016-07-21",6.66
"624","2016-07-22",6.68
"625","2016-07-25",6.51
"626","2016-07-26",6.49
"627","2016-07-27",6.44
"628","2016-07-28",6.28
"629","2016-07-29",6.27
"630","2016-08-01",6.39
"631","2016-08-02",6.54
"632","2016-08-03",6.76
"633","2016-08-04",6.74
"634","2016-08-05",6.77
"635","2016-08-08",6.685
"636","2016-08-09",6.93
"637","2016-08-10",6.98
"638","2016-08-11",6.9
"639","2016-08-12",6.97
"640","2016-08-15",7.31
"641","2016-08-16",7.28
"642","2016-08-17",7.18
"643","2016-08-18",7.22
"644","2016-08-19",7.2
"645","2016-08-22",7.42
"646","2016-08-23",7.42
"647","2016-08-24",7.08
"648","2016-08-25",6.93
"649","2016-08-26",7.04
"650","2016-08-29",6.97
"651","2016-08-30",6.95
"652","2016-08-31",6.78
"653","2016-09-01",6.77
"654","2016-09-02",6.75
"655","2016-09-06",6.85
"656","2016-09-07",6.8
"657","2016-09-08",6.86
"658","2016-09-09",6.89
"659","2016-09-12",6.95
"660","2016-09-13",6.81
"661","2016-09-14",6.86
"662","2016-09-15",6.97
"663","2016-09-16",7.06
"664","2016-09-19",7.04
"665","2016-09-20",7.01
"666","2016-09-21",7.04
"667","2016-09-22",7.03
"668","2016-09-23",7
"669","2016-09-26",7
"670","2016-09-27",7.05
"671","2016-09-28",7.01
"672","2016-09-29",6.64
"673","2016-09-30",6.75
"674","2016-10-03",6.75
"675","2016-10-04",6.64
"676","2016-10-05",6.73
"677","2016-10-06",6.44
"678","2016-10-07",6.43
"679","2016-10-10",6.55
"680","2016-10-11",6.37
"681","2016-10-12",6.21
"682","2016-10-13",6.19
"683","2016-10-14",6.1
"684","2016-10-17",5.92
"685","2016-10-18",6.03
"686","2016-10-19",5.81
"687","2016-10-20",5.9
"688","2016-10-21",5.89
"689","2016-10-24",5.75
"690","2016-10-25",5.73
"691","2016-10-26",5.53
"692","2016-10-27",5.27
"693","2016-10-28",5.03
"694","2016-10-31",4.88
"695","2016-11-01",4.78
"696","2016-11-02",4.44
"697","2016-11-03",3.81
"698","2016-11-04",4.07
"699","2016-11-07",4.01
"700","2016-11-08",4.05
"701","2016-11-09",4.52
"702","2016-11-10",5.5
"703","2016-11-11",6.09
"704","2016-11-14",6.39
"705","2016-11-15",6.52
"706","2016-11-16",6.36
"707","2016-11-17",6.32
"708","2016-11-18",6.09
"709","2016-11-21",6.48
"710","2016-11-22",6.15
"711","2016-11-23",6.08
"712","2016-11-25",6.14
"713","2016-11-28",5.61
"714","2016-11-29",5.55
"715","2016-11-30",5.48
"716","2016-12-01",5.32
"717","2016-12-02",5.29
"718","2016-12-05",5.39
"719","2016-12-06",5.62
"720","2016-12-07",5.49
"721","2016-12-08",5.78
"722","2016-12-09",5.76
"723","2016-12-12",5.65
"724","2016-12-13",5.73
"725","2016-12-14",5.58
"726","2016-12-15",5.77
"727","2016-12-16",5.92
"728","2016-12-19",5.9
"729","2016-12-20",5.82
"730","2016-12-21",5.59
"731","2016-12-22",5.79
"732","2016-12-23",5.97
"733","2016-12-27",5.89
"734","2016-12-28",5.79
"735","2016-12-29",5.86
"736","2016-12-30",5.88
"737","2017-01-03",6.15
"738","2017-01-04",6.29
"739","2017-01-05",6.7
"740","2017-01-06",6.61
"741","2017-01-09",6.51
"742","2017-01-10",6.49
"743","2017-01-11",6.49
"744","2017-01-12",6.42
"745","2017-01-13",6.38
"746","2017-01-17",6.21
"747","2017-01-18",6.19
"748","2017-01-19",6.17
"749","2017-01-20",6.19
"750","2017-01-23",6.57
"751","2017-01-24",6.7
"752","2017-01-25",6.59
"753","2017-01-26",6.56
"754","2017-01-27",6.59
"755","2017-01-30",6.55
"756","2017-01-31",6.98
"757","2017-02-01",7.1
"758","2017-02-02",7.51
"759","2017-02-03",7.72
"760","2017-02-06",7.94
"761","2017-02-07",7.85
"762","2017-02-08",7.77
"763","2017-02-09",7.88
"764","2017-02-10",7.86
"765","2017-02-13",7.73
"766","2017-02-14",7.45
"767","2017-02-15",7.09
"768","2017-02-16",7.03
"769","2017-02-17",7.13
"770","2017-02-21",4.27
"771","2017-02-22",3.95
"772","2017-02-23",3.85
"773","2017-02-24",3.99
"774","2017-02-27",4.11
"775","2017-02-28",4.06
"776","2017-03-01",4.02
"777","2017-03-02",4.13
"778","2017-03-03",4.17
"779","2017-03-06",4.04
"780","2017-03-07",3.99
"781","2017-03-08",3.53
"782","2017-03-09",3.66
"783","2017-03-10",3.67
"784","2017-03-13",3.85
"785","2017-03-14",3.62
"786","2017-03-15",3.85
"787","2017-03-16",3.75
"788","2017-03-17",3.68
"789","2017-03-20",3.59
"790","2017-03-21",3.39
"791","2017-03-22",3.33
"792","2017-03-23",3.59
"793","2017-03-24",3.55
"794","2017-03-27",3.72
"795","2017-03-28",3.75
"796","2017-03-29",3.8
"797","2017-03-30",3.75
"798","2017-03-31",3.67
"799","2017-04-03",3.55
"800","2017-04-04",3.42
"801","2017-04-05",3.25
"802","2017-04-06",3.4
"803","2017-04-07",3.31
"804","2017-04-10",3.34
"805","2017-04-11",3.28
"806","2017-04-12",3.32
"807","2017-04-13",3.32
"808","2017-04-17",3.38
"809","2017-04-18",3.27
"810","2017-04-19",3.26
"811","2017-04-20",3.36
"812","2017-04-21",3.29
"813","2017-04-24",3.3
"814","2017-04-25",3.34
"815","2017-04-26",3.27
"816","2017-04-27",3.24
"817","2017-04-28",3.27
"818","2017-05-01",3.56
"819","2017-05-02",3.44
"820","2017-05-03",3.39
"821","2017-05-04",3.29
"822","2017-05-05",3.25
"823","2017-05-08",3.2
"824","2017-05-09",3.18
"825","2017-05-10",3.33
"826","2017-05-11",3.19
"827","2017-05-12",3.23
"828","2017-05-15",3.24
"829","2017-05-16",3.23
"830","2017-05-17",3.08
"831","2017-05-18",3.1
"832","2017-05-19",3.09
"833","2017-05-22",2.98
"834","2017-05-23",2.88
"835","2017-05-24",2.94
"836","2017-05-25",2.86
"837","2017-05-26",2.77
"838","2017-05-30",2.4
"839","2017-05-31",2.33
"840","2017-06-01",2.5
"841","2017-06-02",2.55
"842","2017-06-05",2.55
"843","2017-06-06",2.55
"844","2017-06-07",2.38
"845","2017-06-08",2.49
"846","2017-06-09",2.44
"847","2017-06-12",2.47
"848","2017-06-13",2.48
"849","2017-06-14",2.49
"850","2017-06-15",2.43
"851","2017-06-16",2.45
"852","2017-06-19",2.49
"853","2017-06-20",2.5
"854","2017-06-21",2.45
"855","2017-06-22",2.49
"856","2017-06-23",2.52
"857","2017-06-26",2.49
"858","2017-06-27",2.4
"859","2017-06-28",2.39
"860","2017-06-29",2.34
"861","2017-06-30",2.3
"862","2017-07-03",2.3
"863","2017-07-05",2.38
"864","2017-07-06",2.3
"865","2017-07-07",2.26
"866","2017-07-10",2.25
"867","2017-07-11",2.38
"868","2017-07-12",2.62
"869","2017-07-13",2.85
"870","2017-07-14",2.78
"871","2017-07-17",2.89
"872","2017-07-18",2.88
"873","2017-07-19",2.98
"874","2017-07-20",2.97
"875","2017-07-21",2.755
"876","2017-07-24",2.96
"877","2017-07-25",2.82
"878","2017-07-26",2.72
"879","2017-07-27",2.65
"880","2017-07-28",2.57
"881","2017-07-31",2.61
"882","2017-08-01",2.57
"883","2017-08-02",2.5
"884","2017-08-03",2.32
"885","2017-08-04",2.43
"886","2017-08-07",2.48
"887","2017-08-08",2.45
"888","2017-08-09",2.39
"889","2017-08-10",2.34
"890","2017-08-11",2.41
"891","2017-08-14",2.48
"892","2017-08-15",2.47
"893","2017-08-16",2.39
"894","2017-08-17",2.38
"895","2017-08-18",2.34
"896","2017-08-21",2.22
"897","2017-08-22",2.33
"898","2017-08-23",2.35
"899","2017-08-24",2.41
"900","2017-08-25",2.41
"901","2017-08-28",2.37
"902","2017-08-29",2.4
"903","2017-08-30",2.44
"904","2017-08-31",2.4
"905","2017-09-01",2.4
"906","2017-09-05",2.34
"907","2017-09-06",2.34
"908","2017-09-07",2.37
"909","2017-09-08",2.48
"910","2017-09-11",2.6
"911","2017-09-12",2.79
"912","2017-09-13",2.65
"913","2017-09-14",2.52
"914","2017-09-15",2.51
"915","2017-09-18",2.51
"916","2017-09-19",2.47
"917","2017-09-20",2.49
"918","2017-09-21",2.5
"919","2017-09-22",2.46
"920","2017-09-25",2.62
"921","2017-09-26",2.6
"922","2017-09-27",2.62
"923","2017-09-28",2.54
"924","2017-09-29",2.55
"925","2017-10-02",2.6
"926","2017-10-03",2.5
"927","2017-10-04",2.5
"928","2017-10-05",2.54
"929","2017-10-06",2.54
"930","2017-10-09",2.47
"931","2017-10-10",2.45
"932","2017-10-11",2.37
"933","2017-10-12",1.97
"934","2017-10-13",2.19
"935","2017-10-16",2.13
"936","2017-10-17",1.84
"937","2017-10-18",1.83
"938","2017-10-19",1.66
"939","2017-10-20",1.76
"940","2017-10-23",1.6
"941","2017-10-24",1.54
"942","2017-10-25",1.47
"943","2017-10-26",1.55
"944","2017-10-27",1.54
"945","2017-10-30",1.45
"946","2017-10-31",1.5
"947","2017-11-01",1.44
"948","2017-11-02",1.47
"949","2017-11-03",1.48
"950","2017-11-06",1.5
"951","2017-11-07",1.48
"952","2017-11-08",1.46
"953","2017-11-09",1.7
"954","2017-11-10",1.78
"955","2017-11-13",1.57
"956","2017-11-14",1.53
"957","2017-11-15",1.49
"958","2017-11-16",1.65
"959","2017-11-17",1.71
"960","2017-11-20",1.74
"961","2017-11-21",1.84
"962","2017-11-22",1.68
"963","2017-11-24",1.77
"964","2017-11-27",1.63
"965","2017-11-28",1.68
"966","2017-11-29",1.66
"967","2017-11-30",1.66
"968","2017-12-01",1.65
"969","2017-12-04",1.55
"970","2017-12-05",1.46
"971","2017-12-06",1.4
"972","2017-12-07",1.43
"973","2017-12-08",1.52
"974","2017-12-11",1.68
"975","2017-12-12",1.56
"976","2017-12-13",1.56
"977","2017-12-14",1.56
"978","2017-12-15",1.65
"979","2017-12-18",1.62
"980","2017-12-19",1.57
"981","2017-12-20",1.58
"982","2017-12-21",1.59
"983","2017-12-22",1.61
"984","2017-12-26",1.65
"985","2017-12-27",1.73
"986","2017-12-28",1.7
"987","2017-12-29",1.6
"988","2018-01-02",1.8
"989","2018-01-03",2.01
"990","2018-01-04",2.01
"991","2018-01-05",2.02
"992","2018-01-08",1.76
"993","2018-01-09",1.75
"994","2018-01-10",1.76
"995","2018-01-11",1.79
"996","2018-01-12",1.75
"997","2018-01-16",1.72
"998","2018-01-17",1.73
"999","2018-01-18",1.73
"1000","2018-01-19",1.75
