"","date","ZBH"
"1","2007-01-03",77.099998
"2","2007-01-04",78.82
"3","2007-01-05",78.769997
"4","2007-01-08",78.260002
"5","2007-01-09",78.309998
"6","2007-01-10",78.050003
"7","2007-01-11",78.5
"8","2007-01-12",78.68
"9","2007-01-16",78.699997
"10","2007-01-17",79.309998
"11","2007-01-18",79.32
"12","2007-01-19",78.669998
"13","2007-01-22",78.769997
"14","2007-01-23",78.769997
"15","2007-01-24",79.110001
"16","2007-01-25",78.540001
"17","2007-01-26",78.730003
"18","2007-01-29",80.129997
"19","2007-01-30",84.870003
"20","2007-01-31",84.220001
"21","2007-02-01",83.099998
"22","2007-02-02",82.75
"23","2007-02-05",83.769997
"24","2007-02-06",83.989998
"25","2007-02-07",85.110001
"26","2007-02-08",85.089996
"27","2007-02-09",83.760002
"28","2007-02-12",83.25
"29","2007-02-13",84.18
"30","2007-02-14",84.620003
"31","2007-02-15",84.839996
"32","2007-02-16",84.919998
"33","2007-02-20",86.790001
"34","2007-02-21",86.099998
"35","2007-02-22",85.970001
"36","2007-02-23",85.510002
"37","2007-02-26",85.370003
"38","2007-02-27",83.739998
"39","2007-02-28",84.269997
"40","2007-03-01",83.919998
"41","2007-03-02",83.910004
"42","2007-03-05",83.150002
"43","2007-03-06",83.769997
"44","2007-03-07",83.550003
"45","2007-03-08",84.830002
"46","2007-03-09",84.599998
"47","2007-03-12",85.330002
"48","2007-03-13",84.93
"49","2007-03-14",85.480003
"50","2007-03-15",85.669998
"51","2007-03-16",85.470001
"52","2007-03-19",86.150002
"53","2007-03-20",87.809998
"54","2007-03-21",87.019997
"55","2007-03-22",86.980003
"56","2007-03-23",86.860001
"57","2007-03-26",86.230003
"58","2007-03-27",85.769997
"59","2007-03-28",85.519997
"60","2007-03-29",85.730003
"61","2007-03-30",85.410004
"62","2007-04-02",85.699997
"63","2007-04-03",87.199997
"64","2007-04-04",88.160004
"65","2007-04-05",88.050003
"66","2007-04-09",88.309998
"67","2007-04-10",88.489998
"68","2007-04-11",88.199997
"69","2007-04-12",89
"70","2007-04-13",87.959999
"71","2007-04-16",88.650002
"72","2007-04-17",89.489998
"73","2007-04-18",88.849998
"74","2007-04-19",86.989998
"75","2007-04-20",87.050003
"76","2007-04-23",87.830002
"77","2007-04-24",88.93
"78","2007-04-25",88.769997
"79","2007-04-26",91.870003
"80","2007-04-27",91
"81","2007-04-30",90.480003
"82","2007-05-01",88.660004
"83","2007-05-02",89
"84","2007-05-03",90.870003
"85","2007-05-04",90.410004
"86","2007-05-07",90.75
"87","2007-05-08",90.940002
"88","2007-05-09",90.989998
"89","2007-05-10",90.349998
"90","2007-05-11",89.970001
"91","2007-05-14",89.300003
"92","2007-05-15",89.43
"93","2007-05-16",90.589996
"94","2007-05-17",89.900002
"95","2007-05-18",90.050003
"96","2007-05-21",90.080002
"97","2007-05-22",90.239998
"98","2007-05-23",89.919998
"99","2007-05-24",89.57
"100","2007-05-25",89.720001
"101","2007-05-29",89.610001
"102","2007-05-30",89
"103","2007-05-31",88.059998
"104","2007-06-01",88.110001
"105","2007-06-04",88.360001
"106","2007-06-05",87.339996
"107","2007-06-06",86.779999
"108","2007-06-07",84.529999
"109","2007-06-08",85.139999
"110","2007-06-11",85
"111","2007-06-12",84.370003
"112","2007-06-13",85.410004
"113","2007-06-14",85.849998
"114","2007-06-15",86.120003
"115","2007-06-18",86.900002
"116","2007-06-19",87.139999
"117","2007-06-20",86.120003
"118","2007-06-21",85.93
"119","2007-06-22",85.129997
"120","2007-06-25",84.040001
"121","2007-06-26",84.400002
"122","2007-06-27",84.57
"123","2007-06-28",84.93
"124","2007-06-29",84.889999
"125","2007-07-02",85.440002
"126","2007-07-03",85.050003
"127","2007-07-05",84.870003
"128","2007-07-06",85.510002
"129","2007-07-09",85.459999
"130","2007-07-10",84.919998
"131","2007-07-11",85.260002
"132","2007-07-12",85.169998
"133","2007-07-13",85.029999
"134","2007-07-16",85.970001
"135","2007-07-17",88.32
"136","2007-07-18",88.230003
