"","date","WEC"
"1","2007-01-03",23.965
"2","2007-01-04",23.969999
"3","2007-01-05",23.475
"4","2007-01-08",23.26
"5","2007-01-09",23.190001
"6","2007-01-10",23.200001
"7","2007-01-11",23.305
"8","2007-01-12",23.325001
"9","2007-01-16",23.42
"10","2007-01-17",23.35
"11","2007-01-18",23.209999
"12","2007-01-19",23.264999
"13","2007-01-22",23.200001
"14","2007-01-23",23.135
"15","2007-01-24",23.25
"16","2007-01-25",23.105
"17","2007-01-26",22.985001
"18","2007-01-29",23.049999
"19","2007-01-30",23.219999
"20","2007-01-31",23.280001
"21","2007-02-01",23.5
"22","2007-02-02",23.545
"23","2007-02-05",23.74
"24","2007-02-06",23.924999
"25","2007-02-07",24.08
"26","2007-02-08",24.129999
"27","2007-02-09",24.025
"28","2007-02-12",23.950001
"29","2007-02-13",24.065001
"30","2007-02-14",24.264999
"31","2007-02-15",24.165001
"32","2007-02-16",24.165001
"33","2007-02-20",24.24
"34","2007-02-21",24.084999
"35","2007-02-22",24.200001
"36","2007-02-23",24.475
"37","2007-02-26",24.65
"38","2007-02-27",24.105
"39","2007-02-28",23.975
"40","2007-03-01",24.355
"41","2007-03-02",23.879999
"42","2007-03-05",23.559999
"43","2007-03-06",23.705
"44","2007-03-07",23.625
"45","2007-03-08",23.834999
"46","2007-03-09",23.945
"47","2007-03-12",24.09
"48","2007-03-13",23.754999
"49","2007-03-14",23.85
"50","2007-03-15",24.129999
"51","2007-03-16",23.9
"52","2007-03-19",24.125
"53","2007-03-20",24.4
"54","2007-03-21",24.445
"55","2007-03-22",24.485001
"56","2007-03-23",24.575001
"57","2007-03-26",24.610001
"58","2007-03-27",24.555
"59","2007-03-28",24.465
"60","2007-03-29",24.389999
"61","2007-03-30",24.26
"62","2007-04-02",24.540001
"63","2007-04-03",24.700001
"64","2007-04-04",24.725
"65","2007-04-05",24.700001
"66","2007-04-09",24.639999
"67","2007-04-10",24.915001
"68","2007-04-11",24.950001
"69","2007-04-12",24.9
"70","2007-04-13",24.85
"71","2007-04-16",24.875
"72","2007-04-17",25
"73","2007-04-18",24.809999
"74","2007-04-19",24.73
"75","2007-04-20",24.85
"76","2007-04-23",24.775
"77","2007-04-24",24.715
"78","2007-04-25",24.885
"79","2007-04-26",24.809999
"80","2007-04-27",24.684999
"81","2007-04-30",24.395
"82","2007-05-01",24.389999
"83","2007-05-02",24.469999
"84","2007-05-03",24.59
"85","2007-05-04",24.559999
"86","2007-05-07",24.540001
"87","2007-05-08",24.495001
"88","2007-05-09",24.51
"89","2007-05-10",24.07
"90","2007-05-11",24.200001
"91","2007-05-14",24.465
"92","2007-05-15",24.565001
"93","2007-05-16",24.655001
"94","2007-05-17",24.709999
"95","2007-05-18",24.715
"96","2007-05-21",24.65
"97","2007-05-22",24.715
"98","2007-05-23",24.344999
"99","2007-05-24",23.735001
"100","2007-05-25",23.594999
"101","2007-05-29",23.82
"102","2007-05-30",24
"103","2007-05-31",24.215
"104","2007-06-01",24.200001
"105","2007-06-04",24.084999
"106","2007-06-05",23.855
"107","2007-06-06",23.434999
"108","2007-06-07",22.65
"109","2007-06-08",22.684999
"110","2007-06-11",22.745001
"111","2007-06-12",22.41
"112","2007-06-13",22.705
"113","2007-06-14",22.65
"114","2007-06-15",22.790001
"115","2007-06-18",22.540001
"116","2007-06-19",22.540001
"117","2007-06-20",22.08
"118","2007-06-21",22.264999
"119","2007-06-22",22.129999
"120","2007-06-25",22.055
"121","2007-06-26",22
"122","2007-06-27",22.195
"123","2007-06-28",22.209999
"124","2007-06-29",22.115
"125","2007-07-02",22.290001
"126","2007-07-03",22.209999
"127","2007-07-05",22.084999
"128","2007-07-06",21.940001
"129","2007-07-09",21.955
"130","2007-07-10",21.610001
"131","2007-07-11",21.620001
"132","2007-07-12",21.885
"133","2007-07-13",22.184999
"134","2007-07-16",22.02
"135","2007-07-17",21.91
"136","2007-07-18",22.18
"137","2007-07-19",22.629999
"138","2007-07-20",22.540001
"139","2007-07-23",22.6
"140","2007-07-24",22.16
"141","2007-07-25",22.295
"142","2007-07-26",21.915001
"143","2007-07-27",21.459999
"144","2007-07-30",21.334999
"145","2007-07-31",21.465
"146","2007-08-01",21.82
"147","2007-08-02",22.445
"148","2007-08-03",21.629999
"149","2007-08-06",22.309999
"150","2007-08-07",22.594999
"151","2007-08-08",22.525
"152","2007-08-09",21.615
"153","2007-08-10",21.295
"154","2007-08-13",21.559999
"155","2007-08-14",21.450001
"156","2007-08-15",20.91
"157","2007-08-16",21.059999
"158","2007-08-17",21.445
"159","2007-08-20",21.469999
"160","2007-08-21",21.575001
"161","2007-08-22",21.695
"162","2007-08-23",21.754999
"163","2007-08-24",22.07
"164","2007-08-27",21.545
"165","2007-08-28",21.290001
"166","2007-08-29",21.940001
"167","2007-08-30",22.1
"168","2007-08-31",22.155001
"169","2007-09-04",22.75
"170","2007-09-05",22.549999
"171","2007-09-06",22.795
"172","2007-09-07",22.344999
"173","2007-09-10",22.15
"174","2007-09-11",22.254999
"175","2007-09-12",22.15
"176","2007-09-13",21.995001
"177","2007-09-14",22.075001
"178","2007-09-17",21.940001
"179","2007-09-18",22.275
"180","2007-09-19",22.665001
"181","2007-09-20",22.450001
"182","2007-09-21",22.705
"183","2007-09-24",22.57
"184","2007-09-25",22.565001
"185","2007-09-26",22.674999
"186","2007-09-27",22.73
"187","2007-09-28",22.514999
"188","2007-10-01",22.825001
"189","2007-10-02",22.605
"190","2007-10-03",22.674999
"191","2007-10-04",23
"192","2007-10-05",23.02
"193","2007-10-08",22.775
"194","2007-10-09",23.120001
"195","2007-10-10",22.945
"196","2007-10-11",22.889999
"197","2007-10-12",23.055
"198","2007-10-15",22.950001
"199","2007-10-16",22.875
"200","2007-10-17",22.809999
"201","2007-10-18",22.865
"202","2007-10-19",22.41
"203","2007-10-22",22.625
"204","2007-10-23",22.575001
"205","2007-10-24",22.85
"206","2007-10-25",23.174999
"207","2007-10-26",23.455
"208","2007-10-29",23.6
"209","2007-10-30",23.555
"210","2007-10-31",23.940001
"211","2007-11-01",23.905001
"212","2007-11-02",23.9
"213","2007-11-05",23.945
"214","2007-11-06",23.75
"215","2007-11-07",23.375
"216","2007-11-08",23.665001
"217","2007-11-09",23.424999
"218","2007-11-12",23.325001
"219","2007-11-13",23.365
"220","2007-11-14",23.245001
"221","2007-11-15",23.5
"222","2007-11-16",23.51
"223","2007-11-19",23.6
"224","2007-11-20",23.895
"225","2007-11-21",23.82
"226","2007-11-23",23.825001
"227","2007-11-26",23.92
"228","2007-11-27",24.145
"229","2007-11-28",24.575001
"230","2007-11-29",24.084999
"231","2007-11-30",23.92
"232","2007-12-03",24
"233","2007-12-04",24.34
"234","2007-12-05",24.75
"235","2007-12-06",24.674999
"236","2007-12-07",24.844999
"237","2007-12-10",24.870001
"238","2007-12-11",24.455
"239","2007-12-12",24.565001
"240","2007-12-13",24.799999
"241","2007-12-14",24.43
"242","2007-12-17",24.285
"243","2007-12-18",24.655001
"244","2007-12-19",24.77
"245","2007-12-20",24.924999
"246","2007-12-21",24.73
"247","2007-12-24",24.834999
"248","2007-12-26",24.565001
"249","2007-12-27",24.530001
"250","2007-12-28",24.525
