"","date","SMSI"
"1","2007-01-03",52.799999
"2","2007-01-04",55.639999
"3","2007-01-05",54.040001
"4","2007-01-08",57.080002
"5","2007-01-09",58.439999
"6","2007-01-10",58.360001
"7","2007-01-11",59.919998
"8","2007-01-12",59.599998
"9","2007-01-16",59.119999
"10","2007-01-17",57.759998
"11","2007-01-18",54.360001
"12","2007-01-19",55.080002
"13","2007-01-22",53.880001
"14","2007-01-23",52.84
"15","2007-01-24",54.32
"16","2007-01-25",53.799999
"17","2007-01-26",53.439999
"18","2007-01-29",55.439999
"19","2007-01-30",54
"20","2007-01-31",54.560001
"21","2007-02-01",54.119999
"22","2007-02-02",53.799999
"23","2007-02-05",54.240002
"24","2007-02-06",53.599998
"25","2007-02-07",53.48
"26","2007-02-08",53.68
"27","2007-02-09",52.16
"28","2007-02-12",49.240002
"29","2007-02-13",50.119999
"30","2007-02-14",51.400002
"31","2007-02-15",50.439999
"32","2007-02-16",50.200001
"33","2007-02-20",52.080002
"34","2007-02-21",51.400002
"35","2007-02-22",53.32
"36","2007-02-23",51.639999
"37","2007-02-26",53.48
"38","2007-02-27",51.919998
"39","2007-02-28",53.959999
"40","2007-03-01",60.959999
"41","2007-03-02",60.52
"42","2007-03-05",60.599998
"43","2007-03-06",63.52
"44","2007-03-07",68.599998
"45","2007-03-08",71.160004
"46","2007-03-09",68.480003
"47","2007-03-12",69.279999
"48","2007-03-13",66.400002
"49","2007-03-14",63.279999
"50","2007-03-15",63.119999
"51","2007-03-16",62.919998
"52","2007-03-19",62.720001
"53","2007-03-20",64.919998
"54","2007-03-21",64.919998
"55","2007-03-22",65.199997
"56","2007-03-23",64.599998
"57","2007-03-26",72.639999
"58","2007-03-27",77.279999
"59","2007-03-28",76.760002
"60","2007-03-29",76.400002
"61","2007-03-30",74.519997
"62","2007-04-02",77.32
"63","2007-04-03",74.959999
"64","2007-04-04",75.68
"65","2007-04-05",74.959999
"66","2007-04-09",77.720001
"67","2007-04-10",78.760002
"68","2007-04-11",76.720001
"69","2007-04-12",77.040001
"70","2007-04-13",76.559998
"71","2007-04-16",77.400002
"72","2007-04-17",82.599998
"73","2007-04-18",78.919998
"74","2007-04-19",65.440002
"75","2007-04-20",64.800003
"76","2007-04-23",64.160004
"77","2007-04-24",64.559998
"78","2007-04-25",64.360001
"79","2007-04-26",63.759998
"80","2007-04-27",65.239998
"81","2007-04-30",63.560001
"82","2007-05-01",63.32
"83","2007-05-02",66.519997
"84","2007-05-03",64.879997
"85","2007-05-04",68.599998
"86","2007-05-07",65.639999
"87","2007-05-08",64.199997
"88","2007-05-09",64.519997
"89","2007-05-10",61.599998
"90","2007-05-11",62.919998
"91","2007-05-14",61.200001
"92","2007-05-15",60
"93","2007-05-16",60.599998
"94","2007-05-17",59.279999
"95","2007-05-18",60.639999
"96","2007-05-21",63.080002
"97","2007-05-22",62.959999
"98","2007-05-23",62.080002
"99","2007-05-24",59.400002
"100","2007-05-25",59.52
"101","2007-05-29",61.439999
"102","2007-05-30",63.52
"103","2007-05-31",62.919998
"104","2007-06-01",61.16
"105","2007-06-04",60.599998
"106","2007-06-05",60.439999
"107","2007-06-06",56.799999
"108","2007-06-07",52.16
"109","2007-06-08",52.919998
"110","2007-06-11",51.84
"111","2007-06-12",51.279999
"112","2007-06-13",51.639999
"113","2007-06-14",51.040001
"114","2007-06-15",49.84
"115","2007-06-18",48.639999
"116","2007-06-19",49.080002
"117","2007-06-20",48.560001
"118","2007-06-21",50.400002
"119","2007-06-22",58.599998
"120","2007-06-25",61.639999
"121","2007-06-26",61.16
"122","2007-06-27",61.48
"123","2007-06-28",61.799999
"124","2007-06-29",60.240002
"125","2007-07-02",61.279999
"126","2007-07-03",61.040001
"127","2007-07-05",62
"128","2007-07-06",62.68
"129","2007-07-09",62.959999
"130","2007-07-10",66.199997
"131","2007-07-11",69.239998
"132","2007-07-12",68.879997
"133","2007-07-13",67.360001
"134","2007-07-16",66.120003
"135","2007-07-17",65.959999
"136","2007-07-18",66.360001
"137","2007-07-19",66.239998
"138","2007-07-20",65.639999
"139","2007-07-23",63.560001
"140","2007-07-24",60.48
"141","2007-07-25",60.759998
"142","2007-07-26",58.880001
"143","2007-07-27",55.84
"144","2007-07-30",55.919998
"145","2007-07-31",54.599998
"146","2007-08-01",54.959999
"147","2007-08-02",63.52
"148","2007-08-03",59.599998
"149","2007-08-06",60.16
"150","2007-08-07",64.68
"151","2007-08-08",70.440002
"152","2007-08-09",73.599998
"153","2007-08-10",73.120003
"154","2007-08-13",64.480003
"155","2007-08-14",60.240002
"156","2007-08-15",56.400002
"157","2007-08-16",59.439999
"158","2007-08-17",59.959999
"159","2007-08-20",57.880001
"160","2007-08-21",59
"161","2007-08-22",55.919998
"162","2007-08-23",57.400002
"163","2007-08-24",57.720001
"164","2007-08-27",58.279999
"165","2007-08-28",56.759998
"166","2007-08-29",57.959999
"167","2007-08-30",63.68
"168","2007-08-31",65.959999
"169","2007-09-04",69.239998
"170","2007-09-05",67.199997
"171","2007-09-06",65.120003
"172","2007-09-07",62.080002
"173","2007-09-10",61.16
"174","2007-09-11",65.559998
"175","2007-09-12",66.559998
"176","2007-09-13",68.519997
"177","2007-09-14",67.440002
"178","2007-09-17",66.559998
"179","2007-09-18",68.160004
"180","2007-09-19",67.599998
"181","2007-09-20",66.959999
"182","2007-09-21",66.800003
"183","2007-09-24",64.800003
"184","2007-09-25",63.599998
"185","2007-09-26",62.639999
"186","2007-09-27",61.959999
"187","2007-09-28",64.239998
"188","2007-10-01",66.800003
"189","2007-10-02",65.360001
"190","2007-10-03",64.519997
"191","2007-10-04",64.800003
"192","2007-10-05",65.400002
"193","2007-10-08",66.639999
"194","2007-10-09",66.559998
"195","2007-10-10",64.599998
"196","2007-10-11",60.48
"197","2007-10-12",60
"198","2007-10-15",57.599998
"199","2007-10-16",59.799999
"200","2007-10-17",59.959999
"201","2007-10-18",59.799999
"202","2007-10-19",58.080002
"203","2007-10-22",58.52
"204","2007-10-23",61.279999
"205","2007-10-24",61.400002
"206","2007-10-25",59.880001
"207","2007-10-26",61.720001
"208","2007-10-29",63.759998
"209","2007-10-30",62.84
"210","2007-10-31",61.639999
"211","2007-11-01",43
"212","2007-11-02",40.599998
"213","2007-11-05",38.400002
"214","2007-11-06",42.040001
"215","2007-11-07",39.080002
"216","2007-11-08",39.16
"217","2007-11-09",37.560001
"218","2007-11-12",34.48
"219","2007-11-13",35.68
"220","2007-11-14",35.880001
"221","2007-11-15",35.52
"222","2007-11-16",35.080002
"223","2007-11-19",33.919998
"224","2007-11-20",34.68
"225","2007-11-21",33.16
"226","2007-11-23",32.799999
"227","2007-11-26",33.48
"228","2007-11-27",31.280001
"229","2007-11-28",30.639999
"230","2007-11-29",30.959999
"231","2007-11-30",32.040001
"232","2007-12-03",29.879999
"233","2007-12-04",29.52
"234","2007-12-05",30.040001
"235","2007-12-06",31.52
"236","2007-12-07",31.200001
"237","2007-12-10",30.84
"238","2007-12-11",34.68
"239","2007-12-12",34.68
"240","2007-12-13",33.360001
"241","2007-12-14",32
"242","2007-12-17",31.200001
"243","2007-12-18",30.68
"244","2007-12-19",30.360001
"245","2007-12-20",30.4
"246","2007-12-21",32.919998
"247","2007-12-24",32
"248","2007-12-26",35.720001
"249","2007-12-27",33.52
"250","2007-12-28",33.759998
"251","2007-12-31",33.880001
"252","2008-01-02",33.560001
"253","2008-01-03",32.919998
"254","2008-01-04",30.76
"255","2008-01-07",29.360001
"256","2008-01-08",29.4
"257","2008-01-09",28.559999
"258","2008-01-10",28.24
"259","2008-01-11",26.92
"260","2008-01-14",27.639999
"261","2008-01-15",28.959999
"262","2008-01-16",27.719999
"263","2008-01-17",27
"264","2008-01-18",27.52
"265","2008-01-22",28.559999
"266","2008-01-23",28.52
"267","2008-01-24",29.6
"268","2008-01-25",29.959999
"269","2008-01-28",30.6
"270","2008-01-29",30.6
"271","2008-01-30",30.440001
"272","2008-01-31",30.120001
"273","2008-02-01",30.799999
"274","2008-02-04",31.6
"275","2008-02-05",31.639999
"276","2008-02-06",30.120001
"277","2008-02-07",30.440001
"278","2008-02-08",31.16
"279","2008-02-11",30.799999
"280","2008-02-12",30.719999
"281","2008-02-13",32.560001
"282","2008-02-14",31.92
"283","2008-02-15",31.120001
"284","2008-02-19",29.48
"285","2008-02-20",29.719999
"286","2008-02-21",26.76
"287","2008-02-22",25.76
"288","2008-02-25",22.48
"289","2008-02-26",21.799999
"290","2008-02-27",21.48
"291","2008-02-28",20.76
"292","2008-02-29",20.48
"293","2008-03-03",18.559999
"294","2008-03-04",18.92
"295","2008-03-05",20.440001
"296","2008-03-06",26.280001
"297","2008-03-07",26.48
"298","2008-03-10",24.84
"299","2008-03-11",25.120001
"300","2008-03-12",24.879999
"301","2008-03-13",25.16
"302","2008-03-14",24.4
"303","2008-03-17",23.440001
"304","2008-03-18",24.52
"305","2008-03-19",23.6
"306","2008-03-20",23.16
"307","2008-03-24",24.32
"308","2008-03-25",24.200001
"309","2008-03-26",24.959999
"310","2008-03-27",24.959999
"311","2008-03-28",24.4
"312","2008-03-31",24.48
"313","2008-04-01",25.92
"314","2008-04-02",28.24
"315","2008-04-03",28.280001
"316","2008-04-04",29.16
"317","2008-04-07",29.52
"318","2008-04-08",31.08
"319","2008-04-09",31.799999
"320","2008-04-10",31.959999
"321","2008-04-11",30.559999
"322","2008-04-14",29.959999
"323","2008-04-15",28.92
"324","2008-04-16",31
"325","2008-04-17",30.280001
"326","2008-04-18",31.280001
