"","date","TSE"
"1","2014-06-12",20.25
"2","2014-06-13",20.200001
"3","2014-06-16",20.27
"4","2014-06-17",21.25
"5","2014-06-18",21.790001
"6","2014-06-19",22.030001
"7","2014-06-20",22.450001
"8","2014-06-23",21.959999
"9","2014-06-24",22.190001
"10","2014-06-25",22.4
"11","2014-06-26",22.1
"12","2014-06-27",21.690001
"13","2014-06-30",20.799999
"14","2014-07-01",20.43
"15","2014-07-02",20.73
"16","2014-07-03",20.809999
"17","2014-07-07",20.67
"18","2014-07-08",20.559999
"19","2014-07-09",21.200001
"20","2014-07-10",21.27
"21","2014-07-11",21.23
"22","2014-07-14",20.459999
"23","2014-07-15",19.950001
"24","2014-07-16",19.59
"25","2014-07-17",19.719999
"26","2014-07-18",19.959999
"27","2014-07-21",19.83
"28","2014-07-22",19.83
"29","2014-07-23",18.799999
"30","2014-07-24",18.870001
"31","2014-07-25",18.74
"32","2014-07-28",17.940001
"33","2014-07-29",17.030001
"34","2014-07-30",16.48
"35","2014-07-31",16.67
"36","2014-08-01",16.74
"37","2014-08-04",16.68
"38","2014-08-05",16.540001
"39","2014-08-06",16.52
"40","2014-08-07",16.940001
"41","2014-08-08",17.780001
"42","2014-08-11",17.870001
"43","2014-08-12",18.15
"44","2014-08-13",18.68
"45","2014-08-14",19.32
"46","2014-08-15",19.18
"47","2014-08-18",19.84
"48","2014-08-19",19.93
"49","2014-08-20",19.82
"50","2014-08-21",19.77
"51","2014-08-22",19.790001
"52","2014-08-25",19.9
"53","2014-08-26",19.74
"54","2014-08-27",19.6
"55","2014-08-28",19.639999
"56","2014-08-29",19.66
"57","2014-09-02",19.4
"58","2014-09-03",19.370001
"59","2014-09-04",19.030001
"60","2014-09-05",18.889999
"61","2014-09-08",18.610001
"62","2014-09-09",18.719999
"63","2014-09-10",18.219999
"64","2014-09-11",17.73
"65","2014-09-12",17.57
"66","2014-09-15",17.33
"67","2014-09-16",17.42
"68","2014-09-17",17.469999
"69","2014-09-18",17.809999
"70","2014-09-19",17.540001
"71","2014-09-22",17.33
"72","2014-09-23",17.200001
"73","2014-09-24",17.5
"74","2014-09-25",16.93
"75","2014-09-26",16.969999
"76","2014-09-29",16.67
"77","2014-09-30",15.73
"78","2014-10-01",14.63
"79","2014-10-02",14.42
"80","2014-10-03",14.6
"81","2014-10-06",15.27
"82","2014-10-07",14.96
"83","2014-10-08",15.2
"84","2014-10-09",14.76
"85","2014-10-10",14.36
"86","2014-10-13",14.2
"87","2014-10-14",13.98
"88","2014-10-15",13.62
"89","2014-10-16",13.7
"90","2014-10-17",13.86
"91","2014-10-20",13.83
"92","2014-10-21",14.21
"93","2014-10-22",14.15
"94","2014-10-23",14.29
"95","2014-10-24",14.25
"96","2014-10-27",14.07
"97","2014-10-28",14.05
"98","2014-10-29",14.25
"99","2014-10-30",14.3
"100","2014-10-31",14.45
"101","2014-11-03",14.5
"102","2014-11-04",14.3
"103","2014-11-05",13.79
"104","2014-11-06",13.68
"105","2014-11-07",13.97
"106","2014-11-10",13.65
"107","2014-11-11",13.55
"108","2014-11-12",13.55
"109","2014-11-13",13.74
"110","2014-11-14",13.69
"111","2014-11-17",14.55
"112","2014-11-18",15.37
"113","2014-11-19",15.56
"114","2014-11-20",15.73
"115","2014-11-21",16.030001
"116","2014-11-24",15.6
"117","2014-11-25",15.88
"118","2014-11-26",15.88
"119","2014-11-28",15.36
"120","2014-12-01",15.15
"121","2014-12-02",15.49
"122","2014-12-03",15.87
"123","2014-12-04",15.69
"124","2014-12-05",15.68
"125","2014-12-08",15.09
"126","2014-12-09",15.57
"127","2014-12-10",15.15
"128","2014-12-11",16.08
"129","2014-12-12",15.51
"130","2014-12-15",15.73
"131","2014-12-16",16.209999
"132","2014-12-17",16.6
"133","2014-12-18",16.889999
"134","2014-12-19",17.610001
"135","2014-12-22",17.709999
"136","2014-12-23",17.75
"137","2014-12-24",17.58
"138","2014-12-26",18.1
"139","2014-12-29",17.799999
"140","2014-12-30",17.459999
"141","2014-12-31",17.450001
"142","2015-01-02",17.549999
"143","2015-01-05",16.389999
"144","2015-01-06",15.98
"145","2015-01-07",15.58
"146","2015-01-08",16.16
"147","2015-01-09",15.92
"148","2015-01-12",15.3
"149","2015-01-13",14.98
"150","2015-01-14",14.51
"151","2015-01-15",14.51
"152","2015-01-16",15.32
"153","2015-01-20",15.48
"154","2015-01-21",15.56
"155","2015-01-22",16
"156","2015-01-23",15.64
"157","2015-01-26",15.32
"158","2015-01-27",15.52
"159","2015-01-28",15.24
"160","2015-01-29",15.25
"161","2015-01-30",15.25
"162","2015-02-02",15.63
"163","2015-02-03",16.719999
"164","2015-02-04",16.16
"165","2015-02-05",16.389999
"166","2015-02-06",16.48
"167","2015-02-09",17.65
"168","2015-02-10",17.450001
"169","2015-02-11",17.26
"170","2015-02-12",17.450001
"171","2015-02-13",17.27
"172","2015-02-17",17.02
"173","2015-02-18",17.290001
"174","2015-02-19",18.030001
"175","2015-02-20",18.08
"176","2015-02-23",18.209999
"177","2015-02-24",18.48
"178","2015-02-25",18.309999
"179","2015-02-26",18.209999
"180","2015-02-27",18.139999
"181","2015-03-02",18.110001
"182","2015-03-03",18.139999
"183","2015-03-04",18.26
"184","2015-03-05",19.360001
"185","2015-03-06",19.379999
"186","2015-03-09",18.35
