"","date","BWEN"
"198","2007-10-15",56.299999
"199","2007-10-16",57.799999
"200","2007-10-17",63
"201","2007-10-18",74
"202","2007-10-19",77.5
"203","2007-10-22",81
"204","2007-10-23",84
"205","2007-10-24",80
"206","2007-10-25",78
"207","2007-10-26",79
"208","2007-10-29",86.900002
"209","2007-10-30",97
"210","2007-10-31",100.5
"211","2007-11-01",98
"212","2007-11-02",98
"213","2007-11-05",109.300003
"214","2007-11-06",119.599998
"215","2007-11-07",119.5
"216","2007-11-08",106
"217","2007-11-09",113
"218","2007-11-12",108.5
"219","2007-11-13",110.5
"220","2007-11-14",107.5
"221","2007-11-15",108.5
"222","2007-11-16",111
"223","2007-11-19",107
"224","2007-11-20",102
"225","2007-11-21",100
"226","2007-11-23",107.300003
"227","2007-11-26",101.199997
"228","2007-11-27",99
"229","2007-11-28",98.5
"230","2007-11-29",97.5
"231","2007-11-30",99
"232","2007-12-03",95
"233","2007-12-04",97.5
"234","2007-12-05",95.5
"235","2007-12-06",98
"236","2007-12-07",95
"237","2007-12-10",113
"238","2007-12-11",112.5
"239","2007-12-12",110
"240","2007-12-13",110
"241","2007-12-14",111.5
"242","2007-12-17",109
"243","2007-12-18",110
"244","2007-12-19",109
"245","2007-12-20",111
"246","2007-12-21",110.5
"247","2007-12-24",110.5
"248","2007-12-26",112.5
"249","2007-12-27",120
"250","2007-12-28",135
"251","2007-12-31",143
"252","2008-01-02",139
"253","2008-01-03",131.600006
"254","2008-01-04",127.5
"255","2008-01-07",124
"256","2008-01-08",124
"257","2008-01-09",120
"258","2008-01-10",118
"259","2008-01-11",124
"260","2008-01-14",128.5
"261","2008-01-15",120
"262","2008-01-16",109
"263","2008-01-17",110
"264","2008-01-18",113
"265","2008-01-22",112.5
"266","2008-01-23",112
"267","2008-01-24",111.5
"268","2008-01-25",112
"269","2008-01-28",114
"270","2008-01-29",114
"271","2008-01-30",112.5
"272","2008-01-31",112.5
"273","2008-02-01",112
"274","2008-02-04",112.5
"275","2008-02-05",111
"276","2008-02-06",112
"277","2008-02-07",110
"278","2008-02-08",108
"279","2008-02-11",107
"280","2008-02-12",106
"281","2008-02-13",105.5
"282","2008-02-14",103
"283","2008-02-15",100.5
"284","2008-02-19",92
"285","2008-02-20",100
"286","2008-02-21",100
"287","2008-02-22",98
"288","2008-02-25",99
"289","2008-02-26",108
"290","2008-02-27",107.5
"291","2008-02-28",110.5
"292","2008-02-29",110
"293","2008-03-03",105
"294","2008-03-04",106
"295","2008-03-05",107.400002
"296","2008-03-06",107
"297","2008-03-07",105.099998
"298","2008-03-10",103
"299","2008-03-11",100.5
"300","2008-03-12",102.5
"301","2008-03-13",110
"302","2008-03-14",107
"303","2008-03-17",102
"304","2008-03-18",105
"305","2008-03-19",105
"306","2008-03-20",106.900002
"307","2008-03-24",105
"308","2008-03-25",104
"309","2008-03-26",101
"310","2008-03-27",103
"311","2008-03-28",104
"312","2008-03-31",105.5
"313","2008-04-01",102.5
"314","2008-04-02",106.800003
"315","2008-04-03",102
"316","2008-04-04",101.5
"317","2008-04-07",98.5
"318","2008-04-08",95.199997
"319","2008-04-09",92.5
"320","2008-04-10",90
"321","2008-04-11",94
"322","2008-04-14",99
"323","2008-04-15",99.5
"324","2008-04-16",102.5
"325","2008-04-17",101
"326","2008-04-18",109.5
"327","2008-04-21",111.5
"328","2008-04-22",111
"329","2008-04-23",114.300003
"330","2008-04-24",122.5
"331","2008-04-25",130
"332","2008-04-28",136
"333","2008-04-29",142.5
"334","2008-04-30",142
"335","2008-05-01",140
"336","2008-05-02",139.5
"337","2008-05-05",135.5
"338","2008-05-06",139
"339","2008-05-07",162
"340","2008-05-08",168.5
"341","2008-05-09",170
"342","2008-05-12",172
"343","2008-05-13",172.100006
"344","2008-05-14",172.5
"345","2008-05-15",180.5
"346","2008-05-16",204.800003
"347","2008-05-19",227
"348","2008-05-20",260.600006
"349","2008-05-21",257.299988
"350","2008-05-22",223.5
"351","2008-05-23",213.5
"352","2008-05-27",209
"353","2008-05-28",225
"354","2008-05-29",234
"355","2008-05-30",254
"356","2008-06-02",283.799988
"357","2008-06-03",286
"358","2008-06-04",270
"359","2008-06-05",254
"360","2008-06-06",270
"361","2008-06-09",263
"362","2008-06-10",242.5
"363","2008-06-11",219
"364","2008-06-12",230
"365","2008-06-13",235
"366","2008-06-16",228
"367","2008-06-17",216.5
"368","2008-06-18",227
"369","2008-06-19",241
"370","2008-06-20",252
"371","2008-06-23",245
"372","2008-06-24",235.5
"373","2008-06-25",225
"374","2008-06-26",216
"375","2008-06-27",206
"376","2008-06-30",185
"377","2008-07-01",177
"378","2008-07-02",182
"379","2008-07-03",175
"380","2008-07-07",160
"381","2008-07-08",167.899994
"382","2008-07-09",179.5
"383","2008-07-10",199
"384","2008-07-11",197.5
"385","2008-07-14",199
"386","2008-07-15",187.5
"387","2008-07-16",220
"388","2008-07-17",216
"389","2008-07-18",206.5
"390","2008-07-21",218
"391","2008-07-22",210
"392","2008-07-23",215
"393","2008-07-24",198.100006
"394","2008-07-25",197.300003
"395","2008-07-28",200.100006
"396","2008-07-29",207.399994
"397","2008-07-30",209.5
"398","2008-07-31",197.199997
"399","2008-08-01",197.5
"400","2008-08-04",185
"401","2008-08-05",167
"402","2008-08-06",175
"403","2008-08-07",180
"404","2008-08-08",178
"405","2008-08-11",176
"406","2008-08-12",169.5
"407","2008-08-13",170
"408","2008-08-14",170
"409","2008-08-15",166.699997
"410","2008-08-18",170.5
"411","2008-08-19",170.5
"412","2008-08-20",185
"413","2008-08-21",184.899994
"414","2008-08-22",176.600006
"415","2008-08-25",175.5
"416","2008-08-26",182.5
"417","2008-08-27",182.5
"418","2008-08-28",183
"419","2008-08-29",185
"420","2008-09-02",182.5
"421","2008-09-03",178.300003
"422","2008-09-04",175
"423","2008-09-05",167.5
"424","2008-09-08",165
"425","2008-09-09",150
"426","2008-09-10",148
"427","2008-09-11",142
"428","2008-09-12",139.5
"429","2008-09-15",135
"430","2008-09-16",120
"431","2008-09-17",110
"432","2008-09-18",101
"433","2008-09-19",114
"434","2008-09-22",116.5
"435","2008-09-23",115
"436","2008-09-24",120
"437","2008-09-25",115.5
"438","2008-09-26",107.5
"439","2008-09-29",91.5
"440","2008-09-30",90
"441","2008-10-01",94.5
"442","2008-10-02",90
"443","2008-10-03",84.099998
"444","2008-10-06",59
"445","2008-10-07",66
"446","2008-10-08",60.5
"447","2008-10-09",62.099998
"448","2008-10-10",57
"449","2008-10-13",70.5
"450","2008-10-14",111
"451","2008-10-15",106.699997
"452","2008-10-16",102
"453","2008-10-17",107
"454","2008-10-20",102.5
"455","2008-10-21",94.5
"456","2008-10-22",90
"457","2008-10-23",82.699997
"458","2008-10-24",82.5
"459","2008-10-27",86.5
"460","2008-10-28",102
"461","2008-10-29",93.5
"462","2008-10-30",93
"463","2008-10-31",92.5
"464","2008-11-03",97.5
"465","2008-11-04",112.900002
"466","2008-11-05",110
"467","2008-11-06",99
"468","2008-11-07",100
"469","2008-11-10",92.5
"470","2008-11-11",75
"471","2008-11-12",75.5
"472","2008-11-13",79.199997
"473","2008-11-14",79
"474","2008-11-17",75
"475","2008-11-18",65
"476","2008-11-19",58
"477","2008-11-20",48
"478","2008-11-21",47
"479","2008-11-24",59
"480","2008-11-25",58.299999
"481","2008-11-26",68
"482","2008-11-28",68
"483","2008-12-01",63
"484","2008-12-02",61.5
"485","2008-12-03",59.900002
"486","2008-12-04",57.5
"487","2008-12-05",54
"488","2008-12-08",62
"489","2008-12-09",59
"490","2008-12-10",59
"491","2008-12-11",55.099998
"492","2008-12-12",55
"493","2008-12-15",53.299999
"494","2008-12-16",52
"495","2008-12-17",50.299999
"496","2008-12-18",50.900002
"497","2008-12-19",55
"498","2008-12-22",50.200001
"499","2008-12-23",49.5
"500","2008-12-24",48.5
"501","2008-12-26",48.599998
"502","2008-12-29",47
"503","2008-12-30",46
"504","2008-12-31",45
"505","2009-01-02",50
"506","2009-01-05",50
"507","2009-01-06",50
"508","2009-01-07",48
"509","2009-01-08",50
"510","2009-01-09",49.5
"511","2009-01-12",49.5
"512","2009-01-13",49
"513","2009-01-14",47
"514","2009-01-15",47
"515","2009-01-16",52
"516","2009-01-20",51.099998
"517","2009-01-21",51
"518","2009-01-22",47.5
"519","2009-01-23",49.400002
"520","2009-01-26",50.900002
"521","2009-01-27",49.5
"522","2009-01-28",50.5
"523","2009-01-29",48
"524","2009-01-30",47.900002
"525","2009-02-02",46.599998
"526","2009-02-03",46.5
"527","2009-02-04",45.5
"528","2009-02-05",43.299999
"529","2009-02-06",45.5
"530","2009-02-09",45.900002
"531","2009-02-10",44.599998
"532","2009-02-11",47
"533","2009-02-12",48
"534","2009-02-13",47
"535","2009-02-17",47
"536","2009-02-18",48
"537","2009-02-19",48.700001
"538","2009-02-20",47
"539","2009-02-23",46
"540","2009-02-24",46.400002
"541","2009-02-25",47.400002
"542","2009-02-26",44.599998
"543","2009-02-27",43.5
"544","2009-03-02",39.200001
"545","2009-03-03",30
"546","2009-03-04",35.700001
"547","2009-03-05",30.1
"548","2009-03-06",32.400002
"549","2009-03-09",29
"550","2009-03-10",30
"551","2009-03-11",31
"552","2009-03-12",31.5
"553","2009-03-13",30
"554","2009-03-16",28.200001
"555","2009-03-17",26.5
"556","2009-03-18",35.5
"557","2009-03-19",42.5
"558","2009-03-20",39.5
"559","2009-03-23",43.5
"560","2009-03-24",44
"561","2009-03-25",42.599998
"562","2009-03-26",48
"563","2009-03-27",48.900002
"564","2009-03-30",44.5
"565","2009-03-31",45
"566","2009-04-01",44.5
"567","2009-04-02",43.5
"568","2009-04-03",44.400002
"569","2009-04-06",44.5
"570","2009-04-07",42
"571","2009-04-08",52
"572","2009-04-09",61.5
"573","2009-04-13",64.800003
"574","2009-04-14",70
"575","2009-04-15",71.199997
"576","2009-04-16",78.199997
"577","2009-04-17",83.199997
"578","2009-04-20",78.400002
"579","2009-04-21",77.400002
"580","2009-04-22",83.800003
"581","2009-04-23",85.099998
"582","2009-04-24",83
"583","2009-04-27",73.5
"584","2009-04-28",77
"585","2009-04-29",77.800003
"586","2009-04-30",74.300003
"587","2009-05-01",74.5
"588","2009-05-04",80.099998
"589","2009-05-05",77.599998
"590","2009-05-06",78.199997
"591","2009-05-07",76.199997
"592","2009-05-08",76.5
"593","2009-05-11",79.800003
"594","2009-05-12",76.300003
"595","2009-05-13",70.099998
"596","2009-05-14",73.699997
"597","2009-05-15",76.699997
"598","2009-05-18",76.699997
"599","2009-05-19",91.099998
"600","2009-05-20",94.900002
"601","2009-05-21",94.300003
"602","2009-05-22",91.400002
"603","2009-05-26",92.5
"604","2009-05-27",92.300003
"605","2009-05-28",91.5
"606","2009-05-29",90.199997
"607","2009-06-01",94.599998
"608","2009-06-02",94.5
"609","2009-06-03",90.900002
"610","2009-06-04",92.900002
"611","2009-06-05",92.199997
"612","2009-06-08",90.900002
"613","2009-06-09",93
"614","2009-06-10",93.400002
"615","2009-06-11",101.099998
"616","2009-06-12",104.199997
"617","2009-06-15",90
"618","2009-06-16",85.199997
"619","2009-06-17",89.400002
"620","2009-06-18",81.900002
"621","2009-06-19",82.300003
"622","2009-06-22",74.599998
"623","2009-06-23",74.800003
"624","2009-06-24",78.900002
"625","2009-06-25",82.300003
"626","2009-06-26",109.800003
"627","2009-06-29",107.199997
"628","2009-06-30",113.199997
"629","2009-07-01",114.099998
"630","2009-07-02",113.199997
"631","2009-07-06",120.199997
"632","2009-07-07",115
"633","2009-07-08",109.199997
"634","2009-07-09",106.5
"635","2009-07-10",108.5
"636","2009-07-13",111.900002
"637","2009-07-14",113
"638","2009-07-15",115.400002
"639","2009-07-16",114.800003
"640","2009-07-17",108.800003
"641","2009-07-20",109.599998
"642","2009-07-21",104.599998
"643","2009-07-22",102.800003
"644","2009-07-23",104
"645","2009-07-24",101.300003
"646","2009-07-27",99.900002
"647","2009-07-28",98.800003
"648","2009-07-29",99.900002
"649","2009-07-30",104.199997
"650","2009-07-31",106
"651","2009-08-03",102.900002
"652","2009-08-04",103.300003
"653","2009-08-05",101.400002
"654","2009-08-06",95.900002
"655","2009-08-07",99.5
"656","2009-08-10",96.300003
"657","2009-08-11",87.199997
"658","2009-08-12",92.5
"659","2009-08-13",93
"660","2009-08-14",85.599998
"661","2009-08-17",77.900002
"662","2009-08-18",83.099998
"663","2009-08-19",85.900002
"664","2009-08-20",86.099998
"665","2009-08-21",85.400002
"666","2009-08-24",83.099998
"667","2009-08-25",79.300003
"668","2009-08-26",79.199997
"669","2009-08-27",78.5
"670","2009-08-28",76.900002
"671","2009-08-31",75.599998
"672","2009-09-01",76.5
"673","2009-09-02",77
"674","2009-09-03",73.199997
"675","2009-09-04",76.400002
"676","2009-09-08",78.599998
"677","2009-09-09",81.699997
"678","2009-09-10",83.900002
"679","2009-09-11",80.300003
"680","2009-09-14",81
"681","2009-09-15",80.300003
"682","2009-09-16",79.400002
"683","2009-09-17",78.800003
"684","2009-09-18",86.300003
"685","2009-09-21",85.599998
"686","2009-09-22",84.900002
"687","2009-09-23",86.300003
"688","2009-09-24",82.400002
"689","2009-09-25",83.900002
"690","2009-09-28",80.800003
"691","2009-09-29",81.099998
"692","2009-09-30",78.900002
"693","2009-10-01",73.900002
"694","2009-10-02",72
"695","2009-10-05",72.800003
"696","2009-10-06",75.800003
"697","2009-10-07",76.099998
"698","2009-10-08",76.699997
"699","2009-10-09",75
"700","2009-10-12",73.300003
"701","2009-10-13",71.800003
"702","2009-10-14",72.800003
"703","2009-10-15",71.599998
"704","2009-10-16",72.900002
"705","2009-10-19",73.099998
"706","2009-10-20",71.5
"707","2009-10-21",70.199997
"708","2009-10-22",68.400002
"709","2009-10-23",65.199997
"710","2009-10-26",62.5
"711","2009-10-27",60.299999
"712","2009-10-28",54.299999
"713","2009-10-29",61.299999
"714","2009-10-30",58.400002
"715","2009-11-02",55.599998
"716","2009-11-03",53.400002
"717","2009-11-04",56.299999
"718","2009-11-05",58.099998
"719","2009-11-06",57.200001
"720","2009-11-09",58.700001
"721","2009-11-10",55.799999
"722","2009-11-11",56.5
"723","2009-11-12",55.599998
"724","2009-11-13",55.599998
"725","2009-11-16",62.299999
"726","2009-11-17",64.400002
"727","2009-11-18",65.199997
"728","2009-11-19",70.599998
"729","2009-11-20",70.5
"730","2009-11-23",72
"731","2009-11-24",72.099998
"732","2009-11-25",71.599998
"733","2009-11-27",67.5
"734","2009-11-30",71.5
"735","2009-12-01",73
"736","2009-12-02",74.199997
"737","2009-12-03",74
"738","2009-12-04",79.900002
"739","2009-12-07",81.099998
"740","2009-12-08",81.400002
"741","2009-12-09",83.599998
"742","2009-12-10",81.699997
"743","2009-12-11",84.199997
"744","2009-12-14",84.099998
"745","2009-12-15",84.900002
"746","2009-12-16",85.900002
"747","2009-12-17",86.300003
"748","2009-12-18",87.900002
"749","2009-12-21",92.5
"750","2009-12-22",94
"751","2009-12-23",98.5
"752","2009-12-24",97.400002
"753","2009-12-28",87.699997
"754","2009-12-29",81.800003
"755","2009-12-30",82.400002
"756","2009-12-31",80.900002
"757","2010-01-04",81.199997
"758","2010-01-05",78.099998
"759","2010-01-06",70.5
"760","2010-01-07",74.300003
"761","2010-01-08",73.400002
"762","2010-01-11",71.900002
"763","2010-01-12",71
"764","2010-01-13",70.099998
"765","2010-01-14",63.700001
"766","2010-01-15",58.700001
"767","2010-01-19",58.900002
"768","2010-01-20",58.299999
"769","2010-01-21",57.099998
"770","2010-01-22",54.599998
"771","2010-01-25",56.400002
"772","2010-01-26",54.099998
"773","2010-01-27",59
"774","2010-01-28",59.299999
"775","2010-01-29",56.900002
"776","2010-02-01",59.099998
"777","2010-02-02",58.799999
"778","2010-02-03",57.5
"779","2010-02-04",54.700001
"780","2010-02-05",50.900002
"781","2010-02-08",53
"782","2010-02-09",50.299999
"783","2010-02-10",53.099998
"784","2010-02-11",52.700001
"785","2010-02-12",52.900002
"786","2010-02-16",50.799999
"787","2010-02-17",51.5
"788","2010-02-18",51
"789","2010-02-19",50.200001
"790","2010-02-22",48.700001
"791","2010-02-23",49.5
"792","2010-02-24",50.400002
"793","2010-02-25",49.799999
"794","2010-02-26",49.5
"795","2010-03-01",48.700001
"796","2010-03-02",49.200001
"797","2010-03-03",49.700001
"798","2010-03-04",50.900002
"799","2010-03-05",52.400002
"800","2010-03-08",51.099998
"801","2010-03-09",54.400002
"802","2010-03-10",53.900002
"803","2010-03-11",56.799999
"804","2010-03-12",44.700001
"805","2010-03-15",41.099998
"806","2010-03-16",42.200001
"807","2010-03-17",41.299999
"808","2010-03-18",41.099998
"809","2010-03-19",42.700001
"810","2010-03-22",42.900002
"811","2010-03-23",45.599998
"812","2010-03-24",46.200001
"813","2010-03-25",45.299999
"814","2010-03-26",46.400002
"815","2010-03-29",46.200001
"816","2010-03-30",45.400002
"817","2010-03-31",44.700001
"818","2010-04-01",45.299999
"819","2010-04-05",45
"820","2010-04-06",44.599998
"821","2010-04-07",43.5
"822","2010-04-08",43.599998
"823","2010-04-09",43.400002
"824","2010-04-12",43
"825","2010-04-13",43.5
"826","2010-04-14",43.400002
"827","2010-04-15",43.400002
"828","2010-04-16",42.400002
"829","2010-04-19",41.400002
"830","2010-04-20",41.299999
"831","2010-04-21",42.400002
"832","2010-04-22",42.200001
"833","2010-04-23",41.799999
"834","2010-04-26",41.099998
"835","2010-04-27",40.099998
"836","2010-04-28",40.400002
"837","2010-04-29",40.900002
"838","2010-04-30",39.700001
"839","2010-05-03",39.900002
"840","2010-05-04",38
"841","2010-05-05",37.700001
"842","2010-05-06",34.200001
"843","2010-05-07",31.9
"844","2010-05-10",31.1
"845","2010-05-11",33.900002
"846","2010-05-12",35.900002
"847","2010-05-13",34.900002
"848","2010-05-14",33.599998
"849","2010-05-17",32.299999
"850","2010-05-18",30.200001
"851","2010-05-19",28.799999
"852","2010-05-20",27.5
"853","2010-05-21",29.6
"854","2010-05-24",27.299999
"855","2010-05-25",23.4
"856","2010-05-26",22.9
"857","2010-05-27",23.4
"858","2010-05-28",22.1
"859","2010-06-01",22.200001
"860","2010-06-02",25.6
"861","2010-06-03",25.200001
"862","2010-06-04",25.700001
"863","2010-06-07",23.799999
"864","2010-06-08",23.5
"865","2010-06-09",22.9
"866","2010-06-10",23.5
"867","2010-06-11",23.4
"868","2010-06-14",24.299999
"869","2010-06-15",25.4
"870","2010-06-16",27.200001
"871","2010-06-17",25.700001
"872","2010-06-18",26.799999
"873","2010-06-21",26.299999
"874","2010-06-22",24
"875","2010-06-23",23.4
"876","2010-06-24",22.9
"877","2010-06-25",23.200001
"878","2010-06-28",24
"879","2010-06-29",24.9
"880","2010-06-30",28
"881","2010-07-01",28.4
"882","2010-07-02",27.9
"883","2010-07-06",32.299999
"884","2010-07-07",33.799999
"885","2010-07-08",32.5
"886","2010-07-09",33.200001
"887","2010-07-12",31.6
"888","2010-07-13",32.5
"889","2010-07-14",33
"890","2010-07-15",31.799999
"891","2010-07-16",29
"892","2010-07-19",30.1
"893","2010-07-20",29.9
"894","2010-07-21",28.200001
"895","2010-07-22",29.700001
"896","2010-07-23",30.4
"897","2010-07-26",30.799999
"898","2010-07-27",30.9
"899","2010-07-28",29.6
"900","2010-07-29",29.4
"901","2010-07-30",29.799999
"902","2010-08-02",28.9
"903","2010-08-03",28.6
"904","2010-08-04",29.1
"905","2010-08-05",28.6
"906","2010-08-06",28.5
"907","2010-08-09",25
"908","2010-08-10",24.5
"909","2010-08-11",22.1
"910","2010-08-12",20.6
"911","2010-08-13",20.6
"912","2010-08-16",19.9
"913","2010-08-17",20.700001
"914","2010-08-18",19.6
"915","2010-08-19",18.1
"916","2010-08-20",17.299999
"917","2010-08-23",16.799999
"918","2010-08-24",15.5
"919","2010-08-25",16.1
"920","2010-08-26",16
"921","2010-08-27",16.1
"922","2010-08-30",16.200001
"923","2010-08-31",16.700001
"924","2010-09-01",17.6
"925","2010-09-02",17.6
"926","2010-09-03",18
"927","2010-09-07",17.200001
"928","2010-09-08",17.200001
"929","2010-09-09",17.299999
"930","2010-09-10",17.5
"931","2010-09-13",17.5
"932","2010-09-14",16.700001
"933","2010-09-15",16.200001
"934","2010-09-16",15.6
"935","2010-09-17",15.7
"936","2010-09-20",16
"937","2010-09-21",15.7
"938","2010-09-22",15.3
"939","2010-09-23",15.5
"940","2010-09-24",15.6
"941","2010-09-27",14.7
"942","2010-09-28",18.700001
"943","2010-09-29",19
"944","2010-09-30",18.700001
"945","2010-10-01",19.9
"946","2010-10-04",18.700001
"947","2010-10-05",20.1
"948","2010-10-06",22.1
"949","2010-10-07",22.5
"950","2010-10-08",22.200001
"951","2010-10-11",21.200001
"952","2010-10-12",22.200001
"953","2010-10-13",22.200001
"954","2010-10-14",22
"955","2010-10-15",22.200001
"956","2010-10-18",22.200001
"957","2010-10-19",20.4
"958","2010-10-20",19.200001
"959","2010-10-21",18.4
"960","2010-10-22",19.1
"961","2010-10-25",19
"962","2010-10-26",18.6
"963","2010-10-27",18
"964","2010-10-28",18.200001
"965","2010-10-29",19
"966","2010-11-01",18
"967","2010-11-02",18.9
"968","2010-11-03",18.9
"969","2010-11-04",19.9
"970","2010-11-05",19.299999
"971","2010-11-08",18.9
"972","2010-11-09",17.799999
"973","2010-11-10",17.1
"974","2010-11-11",16.9
"975","2010-11-12",16.9
"976","2010-11-15",17.700001
"977","2010-11-16",16.700001
"978","2010-11-17",16.1
"979","2010-11-18",16.200001
"980","2010-11-19",16.5
"981","2010-11-22",16.700001
"982","2010-11-23",16.299999
"983","2010-11-24",17.5
"984","2010-11-26",16.799999
"985","2010-11-29",17.1
"986","2010-11-30",19.1
"987","2010-12-01",20.200001
"988","2010-12-02",19.700001
"989","2010-12-03",19.299999
"990","2010-12-06",19.9
"991","2010-12-07",19.799999
"992","2010-12-08",18.9
"993","2010-12-09",19.1
"994","2010-12-10",19.700001
"995","2010-12-13",19.799999
"996","2010-12-14",20.1
"997","2010-12-15",19
"998","2010-12-16",19.700001
"999","2010-12-17",19.9
"1000","2010-12-20",20.200001
"1001","2010-12-21",19.9
"1002","2010-12-22",19.9
"1003","2010-12-23",20.299999
"1004","2010-12-27",20.9
"1005","2010-12-28",21.5
"1006","2010-12-29",22.700001
"1007","2010-12-30",21.299999
"1008","2010-12-31",23.1
"1009","2011-01-03",24.299999
"1010","2011-01-04",24.299999
"1011","2011-01-05",23.9
"1012","2011-01-06",23.299999
"1013","2011-01-07",22.9
"1014","2011-01-10",22.700001
