"","date","APLE"
"1","2015-05-18",18
"2","2015-05-19",18.799999
"3","2015-05-20",18.610001
"4","2015-05-21",18.25
"5","2015-05-22",18.209999
"6","2015-05-26",18.24
"7","2015-05-27",18.65
"8","2015-05-28",18.52
"9","2015-05-29",18.450001
"10","2015-06-01",18.48
"11","2015-06-02",18.67
"12","2015-06-03",18.93
"13","2015-06-04",18.91
"14","2015-06-05",18.860001
"15","2015-06-08",18.870001
"16","2015-06-09",18.9
"17","2015-06-10",18.860001
"18","2015-06-11",18.860001
"19","2015-06-12",18.709999
"20","2015-06-15",18.799999
"21","2015-06-16",18.889999
"22","2015-06-17",19.030001
"23","2015-06-18",19.1
"24","2015-06-19",18.85
"25","2015-06-22",18.690001
"26","2015-06-23",18.76
"27","2015-06-24",19
"28","2015-06-25",18.950001
"29","2015-06-26",19.16
"30","2015-06-29",18.860001
"31","2015-06-30",18.870001
"32","2015-07-01",18.9
"33","2015-07-02",18.82
"34","2015-07-06",18.799999
"35","2015-07-07",18.629999
"36","2015-07-08",18.6
"37","2015-07-09",18.68
"38","2015-07-10",18.98
"39","2015-07-13",18.76
"40","2015-07-14",18.950001
"41","2015-07-15",18.950001
"42","2015-07-16",18.950001
"43","2015-07-17",18.93
"44","2015-07-20",18.629999
"45","2015-07-21",18.33
"46","2015-07-22",18.23
"47","2015-07-23",17.83
"48","2015-07-24",17.549999
"49","2015-07-27",17.57
"50","2015-07-28",17.91
"51","2015-07-29",17.969999
"52","2015-07-30",18.02
"53","2015-07-31",18.139999
"54","2015-08-03",18.17
"55","2015-08-04",18.02
"56","2015-08-05",18.09
"57","2015-08-06",17.92
"58","2015-08-07",18.09
"59","2015-08-10",17.950001
"60","2015-08-11",17.969999
"61","2015-08-12",17.940001
"62","2015-08-13",17.790001
"63","2015-08-14",17.969999
"64","2015-08-17",18.1
"65","2015-08-18",17.969999
"66","2015-08-19",17.92
"67","2015-08-20",17.82
"68","2015-08-21",17.32
"69","2015-08-24",16.610001
"70","2015-08-25",16.379999
"71","2015-08-26",16.959999
"72","2015-08-27",17.440001
"73","2015-08-28",17.790001
"74","2015-08-31",17.709999
"75","2015-09-01",17.41
"76","2015-09-02",17.889999
"77","2015-09-03",17.91
"78","2015-09-04",17.950001
"79","2015-09-08",18.969999
"80","2015-09-09",18.860001
"81","2015-09-10",18.99
"82","2015-09-11",19.25
"83","2015-09-14",19.379999
"84","2015-09-15",19.219999
"85","2015-09-16",19.360001
"86","2015-09-17",19.77
"87","2015-09-18",18.91
"88","2015-09-21",18.950001
"89","2015-09-22",18.52
"90","2015-09-23",18.889999
"91","2015-09-24",18.6
"92","2015-09-25",18.879999
"93","2015-09-28",18.59
"94","2015-09-29",18.280001
"95","2015-09-30",18.57
"96","2015-10-01",18.690001
"97","2015-10-02",18.629999
"98","2015-10-05",18.9
"99","2015-10-06",18.83
"100","2015-10-07",18.99
"101","2015-10-08",18.93
"102","2015-10-09",18.92
"103","2015-10-12",18.9
"104","2015-10-13",18.84
"105","2015-10-14",18.83
"106","2015-10-15",18.950001
"107","2015-10-16",18.98
"108","2015-10-19",19.379999
"109","2015-10-20",19.48
"110","2015-10-21",19.5
"111","2015-10-22",19.700001
"112","2015-10-23",19.290001
"113","2015-10-26",19.43
"114","2015-10-27",19.450001
"115","2015-10-28",19.84
"116","2015-10-29",19.870001
"117","2015-10-30",19.719999
"118","2015-11-02",19.99
"119","2015-11-03",19.98
"120","2015-11-04",19.889999
"121","2015-11-05",19.92
"122","2015-11-06",20.35
"123","2015-11-09",20.48
"124","2015-11-10",20.48
"125","2015-11-11",20
"126","2015-11-12",19.639999
"127","2015-11-13",19.65
"128","2015-11-16",19.84
"129","2015-11-17",19.59
"130","2015-11-18",19.549999
"131","2015-11-19",19.51
"132","2015-11-20",19.290001
"133","2015-11-23",19.549999
"134","2015-11-24",19.530001
"135","2015-11-25",19.389999
"136","2015-11-27",19.42
"137","2015-11-30",19.5
"138","2015-12-01",19.58
"139","2015-12-02",19.35
"140","2015-12-03",19.040001
"141","2015-12-04",20.23
"142","2015-12-07",19.5
"143","2015-12-08",19.389999
"144","2015-12-09",19.200001
"145","2015-12-10",19.35
"146","2015-12-11",19.190001
"147","2015-12-14",20.129999
"148","2015-12-15",20.5
"149","2015-12-16",20.51
"150","2015-12-17",20.68
"151","2015-12-18",20.59
"152","2015-12-21",20.040001
"153","2015-12-22",19.879999
"154","2015-12-23",20.190001
"155","2015-12-24",19.940001
"156","2015-12-28",20.379999
"157","2015-12-29",20.610001
"158","2015-12-30",20.52
"159","2015-12-31",19.969999
"160","2016-01-04",19.76
"161","2016-01-05",19.889999
"162","2016-01-06",20.08
"163","2016-01-07",19.620001
"164","2016-01-08",19.17
"165","2016-01-11",19.32
"166","2016-01-12",19.34
"167","2016-01-13",19.08
"168","2016-01-14",18.690001
"169","2016-01-15",18.280001
"170","2016-01-19",17.26
"171","2016-01-20",17.6
"172","2016-01-21",17.82
"173","2016-01-22",17.58
"174","2016-01-25",17.41
"175","2016-01-26",17.690001
"176","2016-01-27",17.59
"177","2016-01-28",17.74
"178","2016-01-29",18.290001
"179","2016-02-01",18.41
"180","2016-02-02",18.34
"181","2016-02-03",18.5
"182","2016-02-04",18.860001
"183","2016-02-05",18.959999
"184","2016-02-08",18.93
"185","2016-02-09",19.299999
"186","2016-02-10",19.41
"187","2016-02-11",18.92
"188","2016-02-12",19.309999
"189","2016-02-16",19.309999
"190","2016-02-17",19.77
"191","2016-02-18",19.870001
"192","2016-02-19",19.66
"193","2016-02-22",19.610001
"194","2016-02-23",19.59
"195","2016-02-24",19.870001
"196","2016-02-25",19.99
"197","2016-02-26",19
"198","2016-02-29",19.01
"199","2016-03-01",19.299999
"200","2016-03-02",19.709999
"201","2016-03-03",19.85
"202","2016-03-04",19.959999
"203","2016-03-07",19.9
"204","2016-03-08",19.68
"205","2016-03-09",19.879999
"206","2016-03-10",19.93
"207","2016-03-11",19.969999
"208","2016-03-14",19.969999
"209","2016-03-15",19.59
"210","2016-03-16",19.709999
"211","2016-03-17",19.91
"212","2016-03-18",19.559999
"213","2016-03-21",19.6
"214","2016-03-22",19.49
"215","2016-03-23",19.27
"216","2016-03-24",19.32
"217","2016-03-28",19.459999
"218","2016-03-29",19.629999
"219","2016-03-30",19.709999
"220","2016-03-31",19.809999
"221","2016-04-01",19.620001
"222","2016-04-04",19.58
"223","2016-04-05",19.280001
"224","2016-04-06",19.02
"225","2016-04-07",18.780001
"226","2016-04-08",18.950001
"227","2016-04-11",18.99
"228","2016-04-12",18.870001
"229","2016-04-13",19.23
"230","2016-04-14",19.26
"231","2016-04-15",19.280001
"232","2016-04-18",19.16
"233","2016-04-19",19.299999
"234","2016-04-20",19.219999
"235","2016-04-21",18.690001
"236","2016-04-22",18.870001
"237","2016-04-25",18.860001
"238","2016-04-26",18.92
"239","2016-04-27",18.93
"240","2016-04-28",18.9
"241","2016-04-29",18.93
"242","2016-05-02",18.690001
"243","2016-05-03",18.809999
"244","2016-05-04",18.98
"245","2016-05-05",18.879999
"246","2016-05-06",19.07
"247","2016-05-09",19.209999
