"","date","DAVA"
"436","2020-04-21",39.259998
"437","2020-04-22",39.580002
"438","2020-04-23",40.099998
"439","2020-04-24",40.110001
"440","2020-04-27",40.16
"441","2020-04-28",39.720001
"442","2020-04-29",41.5
"443","2020-04-30",43.77
"444","2020-05-01",44.110001
"445","2020-05-04",45.709999
"446","2020-05-05",43.990002
"447","2020-05-06",45.130001
"448","2020-05-07",47.330002
"449","2020-05-08",47.099998
"450","2020-05-11",46.279999
"451","2020-05-12",44.650002
"452","2020-05-13",43.52
"453","2020-05-14",43.09
"454","2020-05-15",44.029999
"455","2020-05-18",47.240002
"456","2020-05-19",47.889999
"457","2020-05-20",47.75
"458","2020-05-21",46.580002
"459","2020-05-22",45.740002
"460","2020-05-26",48.299999
"461","2020-05-27",48.450001
"462","2020-05-28",47.84
"463","2020-05-29",48.080002
"464","2020-06-01",47.75
"465","2020-06-02",49.169998
"466","2020-06-03",49.5
"467","2020-06-04",49.560001
"468","2020-06-05",49.099998
"469","2020-06-08",49.450001
"470","2020-06-09",48.32
"471","2020-06-10",48.09
"472","2020-06-11",45.990002
"473","2020-06-12",46.400002
"474","2020-06-15",48.889999
"475","2020-06-16",49.490002
"476","2020-06-17",49.689999
"477","2020-06-18",49.029999
"478","2020-06-19",47.799999
"479","2020-06-22",49.18
"480","2020-06-23",49.939999
"481","2020-06-24",48.889999
"482","2020-06-25",49.369999
"483","2020-06-26",50.580002
"484","2020-06-29",48.41
"485","2020-06-30",48.299999
"486","2020-07-01",47.400002
"487","2020-07-02",49.299999
"488","2020-07-06",49.970001
"489","2020-07-07",49.900002
"490","2020-07-08",51.990002
"491","2020-07-09",52.32
"492","2020-07-10",52.59
"493","2020-07-13",52.099998
"494","2020-07-14",51.459999
"495","2020-07-15",51.23
"496","2020-07-16",52.299999
"497","2020-07-17",54.049999
"498","2020-07-20",54.549999
"499","2020-07-21",54.389999
"500","2020-07-22",53.290001
"501","2020-07-23",52.459999
"502","2020-07-24",52.279999
"503","2020-07-27",52.529999
"504","2020-07-28",51.610001
"505","2020-07-29",51.5
"506","2020-07-30",51.09
"507","2020-07-31",51.650002
"508","2020-08-03",52.130001
"509","2020-08-04",52.919998
"510","2020-08-05",53.240002
"511","2020-08-06",53.950001
"512","2020-08-07",53.279999
"513","2020-08-10",52.790001
"514","2020-08-11",50
"515","2020-08-12",51
"516","2020-08-13",53.549999
"517","2020-08-14",54.529999
"518","2020-08-17",55.66
"519","2020-08-18",54.77
"520","2020-08-19",54.419998
"521","2020-08-20",54.900002
"522","2020-08-21",54.029999
"523","2020-08-24",54.93
"524","2020-08-25",55.990002
"525","2020-08-26",55.77
"526","2020-08-27",55.560001
"527","2020-08-28",55.759998
"528","2020-08-31",54.490002
"529","2020-09-01",55.889999
"530","2020-09-02",56.040001
"531","2020-09-03",52.880001
"532","2020-09-04",51.860001
"533","2020-09-08",50.650002
"534","2020-09-09",52.68
"535","2020-09-10",54.48
"536","2020-09-11",53.029999
"537","2020-09-14",55.18
"538","2020-09-15",56.75
"539","2020-09-16",57.18
"540","2020-09-17",58.650002
"541","2020-09-18",59.52
"542","2020-09-21",57.860001
"543","2020-09-22",59.810001
"544","2020-09-23",59.27
"545","2020-09-24",58.610001
"546","2020-09-25",59.700001
"547","2020-09-28",60.32
"548","2020-09-29",60.959999
"549","2020-09-30",63.150002
"550","2020-10-01",64.519997
"551","2020-10-02",64.779999
"552","2020-10-05",66
"553","2020-10-06",65.980003
"554","2020-10-07",65.669998
"555","2020-10-08",64.760002
"556","2020-10-09",65.220001
"557","2020-10-12",66.540001
"558","2020-10-13",66.260002
"559","2020-10-14",66.169998
"560","2020-10-15",64.989998
"561","2020-10-16",65.040001
"562","2020-10-19",64.480003
"563","2020-10-20",66.07
"564","2020-10-21",66.599998
"565","2020-10-22",66.949997
"566","2020-10-23",67.489998
"567","2020-10-26",67.379997
"568","2020-10-27",67.550003
"569","2020-10-28",64.970001
"570","2020-10-29",64.5
"571","2020-10-30",63.900002
"572","2020-11-02",62.759998
"573","2020-11-03",63.169998
"574","2020-11-04",65.650002
"575","2020-11-05",68.419998
"576","2020-11-06",68.529999
"577","2020-11-09",66.790001
"578","2020-11-10",65.440002
"579","2020-11-11",68.519997
"580","2020-11-12",66.690002
"581","2020-11-13",65.790001
"582","2020-11-16",63.279999
"583","2020-11-17",65.220001
"584","2020-11-18",62.98
"585","2020-11-19",63.970001
"586","2020-11-20",63.759998
"587","2020-11-23",61.740002
"588","2020-11-24",61.57
"589","2020-11-25",62.509998
"590","2020-11-27",62.91
