"","date","DAVA"
"1","2018-07-27",25.200001
"2","2018-07-30",23.25
"3","2018-07-31",23.91
"4","2018-08-01",23.799999
"5","2018-08-02",24.799999
"6","2018-08-03",25.08
"7","2018-08-06",26.41
"8","2018-08-07",26.190001
"9","2018-08-08",26.4
"10","2018-08-09",26.780001
"11","2018-08-10",27.610001
"12","2018-08-13",29.629999
"13","2018-08-14",30.43
"14","2018-08-15",29.49
"15","2018-08-16",29.200001
"16","2018-08-17",28.57
"17","2018-08-20",27.49
"18","2018-08-21",25.5
"19","2018-08-22",26.200001
"20","2018-08-23",27.309999
"21","2018-08-24",26.299999
"22","2018-08-27",26.85
"23","2018-08-28",26.35
"24","2018-08-29",26.49
"25","2018-08-30",26.4
"26","2018-08-31",26.219999
"27","2018-09-04",26.42
"28","2018-09-05",26.25
"29","2018-09-06",25.5
"30","2018-09-07",25.450001
"31","2018-09-10",25.5
"32","2018-09-11",25.459999
"33","2018-09-12",25.59
"34","2018-09-13",25.709999
"35","2018-09-14",25.870001
"36","2018-09-17",25.82
"37","2018-09-18",26.85
"38","2018-09-19",27.66
"39","2018-09-20",27.700001
"40","2018-09-21",28.15
"41","2018-09-24",28.9
"42","2018-09-25",29.799999
"43","2018-09-26",29.799999
"44","2018-09-27",29.67
"45","2018-09-28",28.530001
"46","2018-10-01",30.74
"47","2018-10-02",29.15
"48","2018-10-03",28.190001
"49","2018-10-04",27.790001
"50","2018-10-05",27.860001
"51","2018-10-08",27.43
"52","2018-10-09",26.16
"53","2018-10-10",24.43
"54","2018-10-11",21.200001
"55","2018-10-12",23.879999
"56","2018-10-15",23.6
"57","2018-10-16",25
"58","2018-10-17",25.200001
"59","2018-10-18",24.030001
"60","2018-10-19",23.27
"61","2018-10-22",23
"62","2018-10-23",23.190001
"63","2018-10-24",23
"64","2018-10-25",23.959999
"65","2018-10-26",23.049999
"66","2018-10-29",23.379999
"67","2018-10-30",22.629999
"68","2018-10-31",23.26
"69","2018-11-01",23.6
"70","2018-11-02",24.35
"71","2018-11-05",24.290001
"72","2018-11-06",24.030001
"73","2018-11-07",24
"74","2018-11-08",24.459999
"75","2018-11-09",23.950001
"76","2018-11-12",24.059999
"77","2018-11-13",23.309999
"78","2018-11-14",24.200001
"79","2018-11-15",24.379999
"80","2018-11-16",25
"81","2018-11-19",25.15
"82","2018-11-20",24.82
"83","2018-11-21",25.25
"84","2018-11-23",25.5
"85","2018-11-26",23.99
"86","2018-11-27",24.32
"87","2018-11-28",24.57
"88","2018-11-29",24.799999
"89","2018-11-30",24.700001
"90","2018-12-03",24.5
"91","2018-12-04",24.299999
"92","2018-12-06",23.75
"93","2018-12-07",23.5
"94","2018-12-10",23.5
"95","2018-12-11",23.299999
"96","2018-12-12",23.6
"97","2018-12-13",23.25
"98","2018-12-14",24.43
"99","2018-12-17",24.780001
"100","2018-12-18",27
"101","2018-12-19",26.5
"102","2018-12-20",24.98
"103","2018-12-21",23.139999
"104","2018-12-24",22.950001
"105","2018-12-26",23
"106","2018-12-27",23.57
"107","2018-12-28",24.15
"108","2018-12-31",24.15
"109","2019-01-02",23.75
"110","2019-01-03",22.32
"111","2019-01-04",23.809999
"112","2019-01-07",24.139999
"113","2019-01-08",24.549999
"114","2019-01-09",24.030001
"115","2019-01-10",24.379999
"116","2019-01-11",23.299999
"117","2019-01-14",23.15
"118","2019-01-15",23
"119","2019-01-16",23.379999
"120","2019-01-17",23.4
"121","2019-01-18",23.67
"122","2019-01-22",23.299999
"123","2019-01-23",23.799999
"124","2019-01-24",24
"125","2019-01-25",23.700001
"126","2019-01-28",23.9
"127","2019-01-29",22.9
"128","2019-01-30",23.4
"129","2019-01-31",23.5
"130","2019-02-01",23.629999
"131","2019-02-04",24.1
"132","2019-02-05",24.799999
"133","2019-02-06",24
"134","2019-02-07",24.030001
"135","2019-02-08",24.110001
"136","2019-02-11",24.040001
"137","2019-02-12",23.860001
"138","2019-02-13",23.51
"139","2019-02-14",23.99
"140","2019-02-15",23.75
"141","2019-02-19",23.99
"142","2019-02-20",24.75
"143","2019-02-21",24.5
"144","2019-02-22",24.200001
"145","2019-02-25",26.34
"146","2019-02-26",27
"147","2019-02-27",26.6
"148","2019-02-28",29.559999
"149","2019-03-01",30.1
"150","2019-03-04",29.709999
"151","2019-03-05",29.450001
"152","2019-03-06",28.27
"153","2019-03-07",28
"154","2019-03-08",27.74
"155","2019-03-11",27.75
"156","2019-03-12",27.15
"157","2019-03-13",27
"158","2019-03-14",27
"159","2019-03-15",27
"160","2019-03-18",26.68
"161","2019-03-19",26.440001
"162","2019-03-20",26.65
"163","2019-03-21",25.75
"164","2019-03-22",25.299999
"165","2019-03-25",25.57
"166","2019-03-26",25.75
"167","2019-03-27",25.469999
"168","2019-03-28",26.700001
"169","2019-03-29",27.5
"170","2019-04-01",27.58
"171","2019-04-02",26.950001
"172","2019-04-03",26.129999
"173","2019-04-04",27.200001
"174","2019-04-05",27.5
"175","2019-04-08",27.33
"176","2019-04-09",27.5
"177","2019-04-10",27.280001
"178","2019-04-11",27.35
"179","2019-04-12",27.5
"180","2019-04-15",27.950001
"181","2019-04-16",27.27
"182","2019-04-17",27.9
"183","2019-04-18",30
"184","2019-04-22",34.349998
"185","2019-04-23",33.700001
"186","2019-04-24",32.5
"187","2019-04-25",32.25
"188","2019-04-26",31.370001
"189","2019-04-29",33.52
"190","2019-04-30",33.07
"191","2019-05-01",33.220001
"192","2019-05-02",33.810001
"193","2019-05-03",33.91
"194","2019-05-06",32.700001
"195","2019-05-07",31.969999
"196","2019-05-08",32.419998
"197","2019-05-09",32.970001
"198","2019-05-10",33.07
"199","2019-05-13",32.459999
"200","2019-05-14",33.880001
"201","2019-05-15",33.790001
"202","2019-05-16",33.200001
"203","2019-05-17",32.75
"204","2019-05-20",32.900002
"205","2019-05-21",36.209999
"206","2019-05-22",36.200001
"207","2019-05-23",36.580002
"208","2019-05-24",35.82
"209","2019-05-28",36.07
"210","2019-05-29",36.82
"211","2019-05-30",37.080002
"212","2019-05-31",37.439999
"213","2019-06-03",37.880001
"214","2019-06-04",36.419998
"215","2019-06-05",38.259998
"216","2019-06-06",37.740002
"217","2019-06-07",38.900002
"218","2019-06-10",38.700001
"219","2019-06-11",37.689999
"220","2019-06-12",37.349998
"221","2019-06-13",37.099998
"222","2019-06-14",36.209999
"223","2019-06-17",37.029999
"224","2019-06-18",36.740002
"225","2019-06-19",37.57
"226","2019-06-20",36.900002
"227","2019-06-21",37.040001
"228","2019-06-24",37.599998
"229","2019-06-25",38.349998
"230","2019-06-26",38.5
"231","2019-06-27",39.950001
"232","2019-06-28",40.240002
"233","2019-07-01",42
"234","2019-07-02",41.48
"235","2019-07-03",40.529999
"236","2019-07-05",40.25
"237","2019-07-08",40.130001
"238","2019-07-09",40.200001
"239","2019-07-10",41.209999
"240","2019-07-11",40.68
"241","2019-07-12",41.139999
"242","2019-07-15",41.02
"243","2019-07-16",40.5
"244","2019-07-17",38.82
"245","2019-07-18",39.869999
"246","2019-07-19",38.990002
"247","2019-07-22",38.049999
"248","2019-07-23",38.16
"249","2019-07-24",38.75
"250","2019-07-25",38.599998
"251","2019-07-26",38.310001
"252","2019-07-29",38.610001
"253","2019-07-30",37.490002
"254","2019-07-31",37
"255","2019-08-01",37.060001
"256","2019-08-02",36.740002
"257","2019-08-05",35.849998
"258","2019-08-06",36.290001
"259","2019-08-07",37.130001
"260","2019-08-08",39.389999
"261","2019-08-09",37.790001
"262","2019-08-12",37.07
"263","2019-08-13",36.919998
"264","2019-08-14",35.09
"265","2019-08-15",34.860001
"266","2019-08-16",35.790001
"267","2019-08-19",35.889999
"268","2019-08-20",35.66
"269","2019-08-21",36.599998
"270","2019-08-22",36.66
"271","2019-08-23",36.669998
"272","2019-08-26",38.009998
"273","2019-08-27",37.59
"274","2019-08-28",37.5
"275","2019-08-29",37.84
"276","2019-08-30",37.59
"277","2019-09-03",36.34
"278","2019-09-04",37.150002
"279","2019-09-05",37.23
"280","2019-09-06",36.75
"281","2019-09-09",36.700001
"282","2019-09-10",36.799999
"283","2019-09-11",37.84
"284","2019-09-12",38.77
"285","2019-09-13",39.040001
"286","2019-09-16",39.299999
"287","2019-09-17",40.450001
"288","2019-09-18",40.450001
"289","2019-09-19",40.970001
"290","2019-09-20",41.310001
"291","2019-09-23",39.209999
"292","2019-09-24",37.66
"293","2019-09-25",38.599998
"294","2019-09-26",39.75
"295","2019-09-27",37.459999
"296","2019-09-30",37.849998
"297","2019-10-01",37.450001
"298","2019-10-02",36.650002
"299","2019-10-03",37.540001
"300","2019-10-04",37.830002
"301","2019-10-07",37.759998
"302","2019-10-08",37.400002
"303","2019-10-09",37.360001
"304","2019-10-10",37.450001
"305","2019-10-11",38.18
"306","2019-10-14",38.02
"307","2019-10-15",39.360001
"308","2019-10-16",39.560001
"309","2019-10-17",39.84
"310","2019-10-18",39.599998
"311","2019-10-21",41.419998
"312","2019-10-22",41.110001
"313","2019-10-23",40.360001
"314","2019-10-24",40.779999
"315","2019-10-25",40.869999
"316","2019-10-28",41.07
"317","2019-10-29",43.720001
"318","2019-10-30",43.869999
"319","2019-10-31",43.009998
"320","2019-11-01",41.060001
"321","2019-11-04",40.720001
"322","2019-11-05",39.66
"323","2019-11-06",38.509998
"324","2019-11-07",39.5
"325","2019-11-08",39.98
"326","2019-11-11",40.349998
"327","2019-11-12",41.130001
"328","2019-11-13",42.98
"329","2019-11-14",43.950001
"330","2019-11-15",43.98
"331","2019-11-18",44.009998
"332","2019-11-19",43.959999
"333","2019-11-20",45.84
"334","2019-11-21",45.41
"335","2019-11-22",45.970001
"336","2019-11-25",45.619999
"337","2019-11-26",45.849998
"338","2019-11-27",46.799999
"339","2019-11-29",47.619999
"340","2019-12-02",45.880001
"341","2019-12-03",46.209999
"342","2019-12-04",46.09
"343","2019-12-05",46
"344","2019-12-06",46.939999
"345","2019-12-09",46.619999
"346","2019-12-10",46.490002
"347","2019-12-11",46.630001
"348","2019-12-12",46.5
"349","2019-12-13",46.580002
"350","2019-12-16",46.389999
"351","2019-12-17",46.150002
"352","2019-12-18",46.599998
"353","2019-12-19",46.91
"354","2019-12-20",48.200001
"355","2019-12-23",48.299999
"356","2019-12-24",48.669998
"357","2019-12-26",48.869999
"358","2019-12-27",48.669998
"359","2019-12-30",47
"360","2019-12-31",46.599998
"361","2020-01-02",47.389999
"362","2020-01-03",47.41
"363","2020-01-06",47.27
"364","2020-01-07",46.389999
"365","2020-01-08",46.48
"366","2020-01-09",46.66
"367","2020-01-10",45.93
"368","2020-01-13",45.25
"369","2020-01-14",44.799999
"370","2020-01-15",46.360001
"371","2020-01-16",46.119999
"372","2020-01-17",45.82
"373","2020-01-21",45.630001
"374","2020-01-22",46.049999
"375","2020-01-23",46
"376","2020-01-24",47.02
"377","2020-01-27",46.630001
"378","2020-01-28",46.91
"379","2020-01-29",46.43
"380","2020-01-30",47
"381","2020-01-31",46.169998
"382","2020-02-03",45.799999
"383","2020-02-04",47.07
"384","2020-02-05",47.709999
"385","2020-02-06",47.360001
"386","2020-02-07",47.759998
"387","2020-02-10",48.259998
"388","2020-02-11",47.799999
"389","2020-02-12",48.310001
"390","2020-02-13",54.98
"391","2020-02-14",53.32
"392","2020-02-18",53.389999
"393","2020-02-19",55.23
"394","2020-02-20",55.43
"395","2020-02-21",55.5
"396","2020-02-24",52
"397","2020-02-25",50.07
"398","2020-02-26",53.810001
"399","2020-02-27",55.119999
"400","2020-02-28",53.049999
"401","2020-03-02",53.029999
"402","2020-03-03",53.68
"403","2020-03-04",53.040001
"404","2020-03-05",52.970001
"405","2020-03-06",50.43
"406","2020-03-09",45.639999
"407","2020-03-10",44.110001
"408","2020-03-11",43.43
"409","2020-03-12",40.209999
"410","2020-03-13",40.25
"411","2020-03-16",32.959999
"412","2020-03-17",35
"413","2020-03-18",30.23
"414","2020-03-19",30.77
"415","2020-03-20",29.67
"416","2020-03-23",29.58
"417","2020-03-24",33.16
"418","2020-03-25",33.43
"419","2020-03-26",36.900002
"420","2020-03-27",34.830002
"421","2020-03-30",34.740002
"422","2020-03-31",35.16
"423","2020-04-01",33.73
"424","2020-04-02",34.650002
"425","2020-04-03",33.75
"426","2020-04-06",36.040001
"427","2020-04-07",38.549999
"428","2020-04-08",40.23
"429","2020-04-09",37.52
"430","2020-04-13",37.549999
"431","2020-04-14",40
"432","2020-04-15",38.740002
"433","2020-04-16",38.84
"434","2020-04-17",39.84
"435","2020-04-20",41.349998
