"","date","SGMS"
"1","2007-01-03",30.790001
"2","2007-01-04",30.290001
"3","2007-01-05",29.66
"4","2007-01-08",29.49
"5","2007-01-09",29
"6","2007-01-10",29.120001
"7","2007-01-11",29.559999
"8","2007-01-12",29.42
"9","2007-01-16",29.530001
"10","2007-01-17",30.139999
"11","2007-01-18",30.129999
"12","2007-01-19",30.57
"13","2007-01-22",30.309999
"14","2007-01-23",30.049999
"15","2007-01-24",30.51
"16","2007-01-25",29.940001
"17","2007-01-26",30.059999
"18","2007-01-29",30.07
"19","2007-01-30",30.93
"20","2007-01-31",31.040001
"21","2007-02-01",31.41
"22","2007-02-02",31.040001
"23","2007-02-05",30.690001
"24","2007-02-06",30.42
"25","2007-02-07",30.530001
"26","2007-02-08",30.01
"27","2007-02-09",30.17
"28","2007-02-12",30.33
"29","2007-02-13",30.98
"30","2007-02-14",31.459999
"31","2007-02-15",34.5
"32","2007-02-16",34.139999
"33","2007-02-20",34.599998
"34","2007-02-21",34.330002
"35","2007-02-22",34.540001
"36","2007-02-23",34.32
"37","2007-02-26",33.700001
"38","2007-02-27",32.810001
"39","2007-02-28",32.700001
"40","2007-03-01",32.68
"41","2007-03-02",33.27
"42","2007-03-05",31.719999
"43","2007-03-06",32.360001
"44","2007-03-07",31.690001
"45","2007-03-08",31.65
"46","2007-03-09",32.07
"47","2007-03-12",32.200001
"48","2007-03-13",31.24
"49","2007-03-14",30.85
"50","2007-03-15",31.17
"51","2007-03-16",31.09
"52","2007-03-19",31.49
"53","2007-03-20",31.030001
"54","2007-03-21",31.959999
"55","2007-03-22",32.130001
"56","2007-03-23",31.92
"57","2007-03-26",31.6
"58","2007-03-27",31.860001
"59","2007-03-28",31.6
"60","2007-03-29",31.809999
"61","2007-03-30",32.830002
"62","2007-04-02",32.41
"63","2007-04-03",32.279999
"64","2007-04-04",32.009998
"65","2007-04-05",32.279999
"66","2007-04-09",32.189999
"67","2007-04-10",31.66
"68","2007-04-11",31.24
"69","2007-04-12",31.24
"70","2007-04-13",31.17
"71","2007-04-16",31.68
"72","2007-04-17",31.51
"73","2007-04-18",31.700001
"74","2007-04-19",31.66
"75","2007-04-20",32.66
"76","2007-04-23",32.66
"77","2007-04-24",32.709999
"78","2007-04-25",33
"79","2007-04-26",33.849998
"80","2007-04-27",33.759998
"81","2007-04-30",33.290001
"82","2007-05-01",33.959999
"83","2007-05-02",35.369999
"84","2007-05-03",35.73
"85","2007-05-04",37.580002
"86","2007-05-07",36.560001
"87","2007-05-08",36.389999
"88","2007-05-09",37.16
"89","2007-05-10",36.490002
"90","2007-05-11",36.830002
"91","2007-05-14",36.709999
"92","2007-05-15",36.279999
"93","2007-05-16",36.310001
"94","2007-05-17",36.52
"95","2007-05-18",36.869999
"96","2007-05-21",37.02
"97","2007-05-22",37.41
"98","2007-05-23",37.290001
"99","2007-05-24",36.59
"100","2007-05-25",36.330002
"101","2007-05-29",36.369999
"102","2007-05-30",36.889999
"103","2007-05-31",37.34
"104","2007-06-01",37.18
"105","2007-06-04",37.18
"106","2007-06-05",37.130001
"107","2007-06-06",36.380001
"108","2007-06-07",35.220001
"109","2007-06-08",35.599998
"110","2007-06-11",35.540001
"111","2007-06-12",35.16
"112","2007-06-13",35.349998
"113","2007-06-14",36.209999
"114","2007-06-15",36.07
"115","2007-06-18",35.849998
"116","2007-06-19",36.040001
"117","2007-06-20",35.110001
"118","2007-06-21",35.040001
"119","2007-06-22",34.25
"120","2007-06-25",34.599998
"121","2007-06-26",34.360001
"122","2007-06-27",34.169998
"123","2007-06-28",34.5
"124","2007-06-29",34.950001
"125","2007-07-02",35.299999
"126","2007-07-03",35.490002
"127","2007-07-05",35.169998
"128","2007-07-06",35.25
"129","2007-07-09",35.73
"130","2007-07-10",35.209999
"131","2007-07-11",34.720001
"132","2007-07-12",35.720001
"133","2007-07-13",35.91
"134","2007-07-16",35.669998
"135","2007-07-17",35.310001
"136","2007-07-18",36.779999
"137","2007-07-19",37.580002
"138","2007-07-20",36.799999
"139","2007-07-23",36.75
"140","2007-07-24",35.720001
"141","2007-07-25",36.759998
"142","2007-07-26",36.07
"143","2007-07-27",36.009998
"144","2007-07-30",35.23
"145","2007-07-31",34.310001
"146","2007-08-01",33.560001
"147","2007-08-02",33.25
"148","2007-08-03",34.459999
"149","2007-08-06",35.27
"150","2007-08-07",36.59
"151","2007-08-08",38.200001
"152","2007-08-09",37.799999
"153","2007-08-10",35.77
"154","2007-08-13",35.779999
"155","2007-08-14",35.450001
"156","2007-08-15",34.240002
"157","2007-08-16",32.759998
"158","2007-08-17",32.73
"159","2007-08-20",33.200001
"160","2007-08-21",33.09
"161","2007-08-22",33.959999
"162","2007-08-23",33.25
"163","2007-08-24",33.310001
"164","2007-08-27",32.900002
"165","2007-08-28",32.619999
"166","2007-08-29",34.639999
"167","2007-08-30",34.299999
"168","2007-08-31",34.889999
"169","2007-09-04",35.349998
"170","2007-09-05",35.5
"171","2007-09-06",35.68
"172","2007-09-07",34.900002
"173","2007-09-10",34.639999
"174","2007-09-11",35.209999
"175","2007-09-12",35.25
"176","2007-09-13",35.209999
"177","2007-09-14",35.330002
"178","2007-09-17",34.869999
"179","2007-09-18",35.82
"180","2007-09-19",35.580002
"181","2007-09-20",35.75
"182","2007-09-21",36.310001
"183","2007-09-24",36.560001
"184","2007-09-25",37.57
"185","2007-09-26",37.84
"186","2007-09-27",37.720001
"187","2007-09-28",37.599998
"188","2007-10-01",38.66
"189","2007-10-02",38.43
"190","2007-10-03",37.869999
"191","2007-10-04",37.720001
"192","2007-10-05",38.060001
"193","2007-10-08",38.200001
"194","2007-10-09",38.790001
"195","2007-10-10",38.82
"196","2007-10-11",38.549999
"197","2007-10-12",39.919998
"198","2007-10-15",39.150002
"199","2007-10-16",38.540001
"200","2007-10-17",38.240002
"201","2007-10-18",38.299999
"202","2007-10-19",38.299999
"203","2007-10-22",37.529999
"204","2007-10-23",37.16
"205","2007-10-24",37.849998
"206","2007-10-25",37.939999
"207","2007-10-26",36.790001
"208","2007-10-29",36.580002
"209","2007-10-30",36.529999
"210","2007-10-31",36.150002
"211","2007-11-01",35.689999
"212","2007-11-02",34.009998
"213","2007-11-05",33.93
"214","2007-11-06",34.740002
"215","2007-11-07",33.259998
"216","2007-11-08",32.919998
"217","2007-11-09",32.259998
"218","2007-11-12",32.02
"219","2007-11-13",32.66
"220","2007-11-14",32.18
"221","2007-11-15",31.360001
"222","2007-11-16",31.190001
"223","2007-11-19",31.17
"224","2007-11-20",30.84
"225","2007-11-21",31.120001
"226","2007-11-23",31.07
"227","2007-11-26",32.009998
"228","2007-11-27",31.73
"229","2007-11-28",32.5
"230","2007-11-29",32.5
"231","2007-11-30",32.389999
"232","2007-12-03",31.9
"233","2007-12-04",31.77
"234","2007-12-05",32.110001
"235","2007-12-06",32.830002
"236","2007-12-07",34.299999
"237","2007-12-10",34.080002
"238","2007-12-11",33.709999
"239","2007-12-12",33.610001
"240","2007-12-13",33.150002
"241","2007-12-14",32.560001
"242","2007-12-17",31.84
"243","2007-12-18",32.240002
"244","2007-12-19",32.400002
"245","2007-12-20",33.049999
"246","2007-12-21",34.029999
"247","2007-12-24",34.25
"248","2007-12-26",33.98
"249","2007-12-27",33.52
"250","2007-12-28",33.25
"251","2007-12-31",33.25
"252","2008-01-02",32.849998
"253","2008-01-03",32.549999
"254","2008-01-04",31.530001
"255","2008-01-07",31.459999
"256","2008-01-08",30.360001
"257","2008-01-09",30.040001
"258","2008-01-10",30.65
"259","2008-01-11",30.190001
"260","2008-01-14",30.559999
"261","2008-01-15",28.15
"262","2008-01-16",19.450001
"263","2008-01-17",18.26
"264","2008-01-18",17.91
"265","2008-01-22",17.27
"266","2008-01-23",18.610001
"267","2008-01-24",19.4
"268","2008-01-25",19.25
"269","2008-01-28",20.01
"270","2008-01-29",20.610001
"271","2008-01-30",22.24
"272","2008-01-31",23.799999
"273","2008-02-01",23.93
"274","2008-02-04",22.91
"275","2008-02-05",22.049999
"276","2008-02-06",22.139999
"277","2008-02-07",22.51
"278","2008-02-08",22.85
"279","2008-02-11",23.07
"280","2008-02-12",23.33
"281","2008-02-13",23.450001
"282","2008-02-14",22.379999
"283","2008-02-15",21.99
"284","2008-02-19",21.639999
"285","2008-02-20",21.940001
"286","2008-02-21",21.49
"287","2008-02-22",21
"288","2008-02-25",21.41
"289","2008-02-26",21.07
"290","2008-02-27",20.49
"291","2008-02-28",19.639999
"292","2008-02-29",20.67
"293","2008-03-03",19.4
"294","2008-03-04",18.74
"295","2008-03-05",18.98
"296","2008-03-06",17.84
"297","2008-03-07",17.85
"298","2008-03-10",17.299999
"299","2008-03-11",18
"300","2008-03-12",18.280001
"301","2008-03-13",18.77
"302","2008-03-14",18.049999
