"","date","UNAM"
"188","2007-10-01",11.3
"189","2007-10-02",11.45
"190","2007-10-03",11.24
"191","2007-10-04",11.25
"192","2007-10-05",11.13
"193","2007-10-08",11.3
"194","2007-10-09",11.15
"195","2007-10-10",11.15
"196","2007-10-11",11.05
"197","2007-10-12",11.22
"198","2007-10-15",11.25
"199","2007-10-16",11.25
"200","2007-10-17",11.51
"201","2007-10-18",11.81
"202","2007-10-19",11.51
"203","2007-10-22",11.4
"204","2007-10-23",11.31
"205","2007-10-24",11.4
"206","2007-10-25",11.32
"207","2007-10-26",11.4
"208","2007-10-29",11.42
"209","2007-10-30",11.42
"210","2007-10-31",11.51
"211","2007-11-01",11.27
"212","2007-11-02",11.49
"213","2007-11-05",11.27
"214","2007-11-06",11.3
"215","2007-11-07",11.02
"216","2007-11-08",10.73
"217","2007-11-09",11.09
"218","2007-11-12",10.63
"219","2007-11-13",10.55
"220","2007-11-14",10.63
"221","2007-11-15",10.63
"222","2007-11-16",10.35
"223","2007-11-19",10.5
"224","2007-11-20",10.59
"225","2007-11-21",10.59
"226","2007-11-23",10.6
"227","2007-11-26",10.54
"228","2007-11-27",10.32
"229","2007-11-28",10.6
"230","2007-11-29",10.34
"231","2007-11-30",10.4
"232","2007-12-03",10.7
"233","2007-12-04",10.36
"234","2007-12-05",10.9
"235","2007-12-06",10.9
"236","2007-12-07",10.53
"237","2007-12-10",10.31
"238","2007-12-11",10.15
"239","2007-12-12",10.27
"240","2007-12-13",10.27
"241","2007-12-14",10.69
"242","2007-12-17",10.69
"243","2007-12-18",10.69
"244","2007-12-19",10.5
"245","2007-12-20",10.5
"246","2007-12-21",10.5
"247","2007-12-24",10.5
"248","2007-12-26",10.1
"249","2007-12-27",10.1
"250","2007-12-28",10.11
"251","2007-12-31",10.25
"252","2008-01-02",9.94
"253","2008-01-03",10.1
"254","2008-01-04",9.9
"255","2008-01-07",9.9
"256","2008-01-08",9.8
"257","2008-01-09",9.65
"258","2008-01-10",9.35
"259","2008-01-11",9.54
"260","2008-01-14",9.5
"261","2008-01-15",9.35
"262","2008-01-16",9.45
"263","2008-01-17",9.5
"264","2008-01-18",9.3
"265","2008-01-22",9.2
"266","2008-01-23",9.77
"267","2008-01-24",9.77
"268","2008-01-25",9.5
"269","2008-01-28",9.5
"270","2008-01-29",9.56
"271","2008-01-30",9.4
"272","2008-01-31",9.4
"273","2008-02-01",9.1
"274","2008-02-04",8.9
"275","2008-02-05",9.66
"276","2008-02-06",9.2
"277","2008-02-07",9.2
"278","2008-02-08",9.2
"279","2008-02-11",9.4
"280","2008-02-12",9.74
"281","2008-02-13",9.74
"282","2008-02-14",9.74
"283","2008-02-15",9.74
"284","2008-02-19",9.74
"285","2008-02-20",9.74
"286","2008-02-21",9.74
"287","2008-02-22",9.74
"288","2008-02-25",9.6
"289","2008-02-26",9.6
"290","2008-02-27",9.7
"291","2008-02-28",9.31
"292","2008-02-29",9.6
"293","2008-03-03",9.2
"294","2008-03-04",9.3
"295","2008-03-05",9.3
"296","2008-03-06",9.2
"297","2008-03-07",9.2
"298","2008-03-10",9.05
"299","2008-03-11",9.05
"300","2008-03-12",9.05
"301","2008-03-13",9.05
"302","2008-03-14",9.5
"303","2008-03-17",9.6
"304","2008-03-18",9.68
"305","2008-03-19",9.65
"306","2008-03-20",9.7
"307","2008-03-24",9.7
"308","2008-03-25",9.7
"309","2008-03-26",9.54
"310","2008-03-27",10.25
"311","2008-03-28",9.74
"312","2008-03-31",9.23
"313","2008-04-01",9.23
"314","2008-04-02",9.4
"315","2008-04-03",9.4
"316","2008-04-04",9.4
"317","2008-04-07",9.4
"318","2008-04-08",9.4
"319","2008-04-09",9.1
"320","2008-04-10",9.77
"321","2008-04-11",10.12
"322","2008-04-14",10.29
"323","2008-04-15",10.29
"324","2008-04-16",10.29
"325","2008-04-17",10.29
"326","2008-04-18",10.29
"327","2008-04-21",10.29
"328","2008-04-22",10.29
"329","2008-04-23",9.23
"330","2008-04-24",9.2
"331","2008-04-25",9.5
"332","2008-04-28",9.5
"333","2008-04-29",9.57
"334","2008-04-30",9.5
"335","2008-05-01",9.5
"336","2008-05-02",9.5
"337","2008-05-05",9.46
"338","2008-05-06",9.06
"339","2008-05-07",8.78
"340","2008-05-08",8.9
"341","2008-05-09",9.3
"342","2008-05-12",9.3
"343","2008-05-13",9.1
"344","2008-05-14",9.1
"345","2008-05-15",9.1
"346","2008-05-16",9.52
"347","2008-05-19",8.91
"348","2008-05-20",9.15
"349","2008-05-21",9.34
"350","2008-05-22",9.34
"351","2008-05-23",9.34
"352","2008-05-27",8.9
"353","2008-05-28",8.9
"354","2008-05-29",9.11
"355","2008-05-30",9.11
"356","2008-06-02",9.11
"357","2008-06-03",9.11
"358","2008-06-04",9.11
"359","2008-06-05",8.9
"360","2008-06-06",8.85
"361","2008-06-09",8.85
"362","2008-06-10",9
"363","2008-06-11",9
"364","2008-06-12",8.75
"365","2008-06-13",8.75
"366","2008-06-16",9
"367","2008-06-17",8.75
"368","2008-06-18",8.81
"369","2008-06-19",8.81
"370","2008-06-20",9.08
"371","2008-06-23",8.7
"372","2008-06-24",9
"373","2008-06-25",9
"374","2008-06-26",9
"375","2008-06-27",8.7
"376","2008-06-30",8.7
"377","2008-07-01",8.63
"378","2008-07-02",8.63
"379","2008-07-03",8.63
"380","2008-07-07",8.63
"381","2008-07-08",9.29
"382","2008-07-09",9.29
"383","2008-07-10",8.71
"384","2008-07-11",8.58
"385","2008-07-14",8.58
"386","2008-07-15",8.21
"387","2008-07-16",8.28
"388","2008-07-17",8.28
"389","2008-07-18",8.28
"390","2008-07-21",8.5
"391","2008-07-22",8.5
"392","2008-07-23",8.5
"393","2008-07-24",8.8
"394","2008-07-25",8.5
"395","2008-07-28",8.5
"396","2008-07-29",8.26
"397","2008-07-30",8.26
"398","2008-07-31",8.26
"399","2008-08-01",8.41
"400","2008-08-04",8.34
"401","2008-08-05",8.5
"402","2008-08-06",8.5
"403","2008-08-07",8.5
"404","2008-08-08",8.5
"405","2008-08-11",8.74
"406","2008-08-12",8.51
"407","2008-08-13",8.3
"408","2008-08-14",8.21
"409","2008-08-15",8.21
"410","2008-08-18",8.21
"411","2008-08-19",8.21
"412","2008-08-20",8.3
"413","2008-08-21",8.3
"414","2008-08-22",8.15
"415","2008-08-25",8.15
"416","2008-08-26",8.07
"417","2008-08-27",8.07
"418","2008-08-28",8.07
"419","2008-08-29",8.35
"420","2008-09-02",8.35
"421","2008-09-03",8.35
"422","2008-09-04",8.35
"423","2008-09-05",8.35
"424","2008-09-08",8.49
"425","2008-09-09",8.47
"426","2008-09-10",8.51
"427","2008-09-11",8.51
"428","2008-09-12",8.51
"429","2008-09-15",8.44
"430","2008-09-16",8.06
"431","2008-09-17",8.1
"432","2008-09-18",8.1
"433","2008-09-19",7.99
"434","2008-09-22",8.09
"435","2008-09-23",8.09
"436","2008-09-24",7.84
"437","2008-09-25",8.45
"438","2008-09-26",8.55
"439","2008-09-29",7.84
"440","2008-09-30",8.2
"441","2008-10-01",7.8
"442","2008-10-02",7.75
"443","2008-10-03",7.75
"444","2008-10-06",8.01
"445","2008-10-07",8.1
"446","2008-10-08",8.12
"447","2008-10-09",8.12
"448","2008-10-10",8.12
"449","2008-10-13",7.7
"450","2008-10-14",8.57
"451","2008-10-15",8.23
"452","2008-10-16",8.23
"453","2008-10-17",8.23
"454","2008-10-20",7.53
"455","2008-10-21",7.85
"456","2008-10-22",7.85
"457","2008-10-23",7.61
"458","2008-10-24",7.61
"459","2008-10-27",7.66
"460","2008-10-28",7.21
"461","2008-10-29",7.5
"462","2008-10-30",7.5
"463","2008-10-31",7.05
"464","2008-11-03",7.2
"465","2008-11-04",7.2
"466","2008-11-05",7.08
"467","2008-11-06",7
"468","2008-11-07",7
"469","2008-11-10",7
"470","2008-11-11",7.35
"471","2008-11-12",7.06
"472","2008-11-13",7.06
"473","2008-11-14",7.46
"474","2008-11-17",7.15
"475","2008-11-18",7.44
"476","2008-11-19",7.08
"477","2008-11-20",7.03
"478","2008-11-21",7.14
"479","2008-11-24",8.19
"480","2008-11-25",8.19
"481","2008-11-26",7.36
"482","2008-11-28",7
"483","2008-12-01",7
"484","2008-12-02",7.21
"485","2008-12-03",7.21
"486","2008-12-04",7.6
"487","2008-12-05",7.9
"488","2008-12-08",8.12
"489","2008-12-09",7.01
"490","2008-12-10",7.01
"491","2008-12-11",7.15
"492","2008-12-12",7.15
"493","2008-12-15",6.81
"494","2008-12-16",6.87
"495","2008-12-17",6.82
"496","2008-12-18",7.02
"497","2008-12-19",6.84
"498","2008-12-22",6.84
"499","2008-12-23",7.75
"500","2008-12-24",7.69
"501","2008-12-26",7.24
"502","2008-12-29",7.15
"503","2008-12-30",7.03
"504","2008-12-31",8.2
"505","2009-01-02",8.2
"506","2009-01-05",7.54
"507","2009-01-06",7.54
"508","2009-01-07",8.4
"509","2009-01-08",8.21
"510","2009-01-09",8.05
"511","2009-01-12",7.6
"512","2009-01-13",8.31
"513","2009-01-14",7.66
"514","2009-01-15",7.49
"515","2009-01-16",7.49
"516","2009-01-20",7.49
"517","2009-01-21",7.6
"518","2009-01-22",7.3
"519","2009-01-23",7.3
"520","2009-01-26",7.3
"521","2009-01-27",7.65
"522","2009-01-28",7.68
"523","2009-01-29",7.42
"524","2009-01-30",7.59
"525","2009-02-02",7.22
"526","2009-02-03",7.38
"527","2009-02-04",7.3
"528","2009-02-05",7.28
"529","2009-02-06",7.31
"530","2009-02-09",7.3
"531","2009-02-10",7.3
"532","2009-02-11",7.3
"533","2009-02-12",7.45
"534","2009-02-13",7.3
"535","2009-02-17",7.3
"536","2009-02-18",7.14
"537","2009-02-19",7.14
"538","2009-02-20",7.47
"539","2009-02-23",7.3
"540","2009-02-24",7.11
"541","2009-02-25",7.11
"542","2009-02-26",7.11
"543","2009-02-27",7.39
"544","2009-03-02",7.14
"545","2009-03-03",7.14
"546","2009-03-04",7.15
"547","2009-03-05",7.16
"548","2009-03-06",6.93
"549","2009-03-09",6.93
"550","2009-03-10",6.93
"551","2009-03-11",6.93
"552","2009-03-12",6.76
"553","2009-03-13",6.76
"554","2009-03-16",7.3
"555","2009-03-17",7.3
"556","2009-03-18",7.25
"557","2009-03-19",6.59
"558","2009-03-20",7.05
"559","2009-03-23",7.06
"560","2009-03-24",7.02
"561","2009-03-25",7.5
"562","2009-03-26",7.5
"563","2009-03-27",7.5
"564","2009-03-30",7.5
"565","2009-03-31",7.5
"566","2009-04-01",7.5
"567","2009-04-02",8.2
"568","2009-04-03",7.66
"569","2009-04-06",7.96
"570","2009-04-07",7.75
"571","2009-04-08",7.49
"572","2009-04-09",7.83
"573","2009-04-13",8
"574","2009-04-14",7.52
"575","2009-04-15",7.77
"576","2009-04-16",8
"577","2009-04-17",7.95
"578","2009-04-20",7.8
"579","2009-04-21",8
"580","2009-04-22",8
"581","2009-04-23",7.58
"582","2009-04-24",8
"583","2009-04-27",8
"584","2009-04-28",8
"585","2009-04-29",8.03
"586","2009-04-30",7.98
"587","2009-05-01",8.06
"588","2009-05-04",8.02
"589","2009-05-05",8.03
"590","2009-05-06",8
"591","2009-05-07",8
"592","2009-05-08",7.9
"593","2009-05-11",7.42
"594","2009-05-12",7.69
"595","2009-05-13",7.9
"596","2009-05-14",7.9
"597","2009-05-15",7.54
"598","2009-05-18",7.54
"599","2009-05-19",7.6
"600","2009-05-20",7.6
"601","2009-05-21",7.51
"602","2009-05-22",7.52
"603","2009-05-26",7.53
"604","2009-05-27",7.53
"605","2009-05-28",7.48
"606","2009-05-29",7.48
"607","2009-06-01",7.48
"608","2009-06-02",7.62
"609","2009-06-03",7.62
"610","2009-06-04",7.6
"611","2009-06-05",7.68
"612","2009-06-08",7.96
"613","2009-06-09",7.66
"614","2009-06-10",7.65
"615","2009-06-11",7.32
"616","2009-06-12",7.62
"617","2009-06-15",7.62
"618","2009-06-16",7.65
"619","2009-06-17",7.65
"620","2009-06-18",7.65
"621","2009-06-19",7.62
"622","2009-06-22",7.5
"623","2009-06-23",7.5
"624","2009-06-24",7.5
"625","2009-06-25",7.5
"626","2009-06-26",7.5
"627","2009-06-29",7.5
"628","2009-06-30",7.65
"629","2009-07-01",7.65
"630","2009-07-02",7.6
"631","2009-07-06",7.7
"632","2009-07-07",7.7
"633","2009-07-08",7.75
"634","2009-07-09",7.7
"635","2009-07-10",7.7
"636","2009-07-13",7.7
"637","2009-07-14",7.7
"638","2009-07-15",7.75
"639","2009-07-16",7.76
"640","2009-07-17",7.7
"641","2009-07-20",7.92
"642","2009-07-21",7.92
"643","2009-07-22",7.76
"644","2009-07-23",7.76
"645","2009-07-24",7.86
"646","2009-07-27",8
"647","2009-07-28",8.03
"648","2009-07-29",8.11
"649","2009-07-30",8.11
"650","2009-07-31",8.11
"651","2009-08-03",8.06
"652","2009-08-04",8.06
"653","2009-08-05",8.19
"654","2009-08-06",8.3
"655","2009-08-07",8.05
"656","2009-08-10",8.96
"657","2009-08-11",8.96
"658","2009-08-12",9
"659","2009-08-13",9.02
"660","2009-08-14",9.05
"661","2009-08-17",9.45
"662","2009-08-18",9.4
"663","2009-08-19",9.29
"664","2009-08-20",9
"665","2009-08-21",9.2
"666","2009-08-24",9.05
"667","2009-08-25",9.25
"668","2009-08-26",9.25
"669","2009-08-27",9.25
"670","2009-08-28",9
"671","2009-08-31",9
"672","2009-09-01",9
"673","2009-09-02",9.12
"674","2009-09-03",9.12
"675","2009-09-04",9.23
"676","2009-09-08",9
"677","2009-09-09",9.94
"678","2009-09-10",9.94
"679","2009-09-11",9.94
"680","2009-09-14",9.5
"681","2009-09-15",9.55
"682","2009-09-16",9.4
"683","2009-09-17",9.45
"684","2009-09-18",10.25
"685","2009-09-21",9.5
"686","2009-09-22",9.51
"687","2009-09-23",10.31
"688","2009-09-24",9.75
"689","2009-09-25",9.75
"690","2009-09-28",9.75
"691","2009-09-29",9.9
"692","2009-09-30",9.91
"693","2009-10-01",9.85
"694","2009-10-02",9.85
"695","2009-10-05",9.85
"696","2009-10-06",10.15
"697","2009-10-07",10.15
"698","2009-10-08",10.15
"699","2009-10-09",9.9
"700","2009-10-12",9.9
"701","2009-10-13",9.77
"702","2009-10-14",9.77
"703","2009-10-15",9.8
"704","2009-10-16",9.77
"705","2009-10-19",9.82
"706","2009-10-20",9.76
"707","2009-10-21",9.76
"708","2009-10-22",9.76
"709","2009-10-23",9.76
"710","2009-10-26",9.76
"711","2009-10-27",9.99
"712","2009-10-28",9.67
"713","2009-10-29",9.67
"714","2009-10-30",9.98
"715","2009-11-02",9.6
"716","2009-11-03",9.6
"717","2009-11-04",9.6
"718","2009-11-05",9.75
"719","2009-11-06",9.7
"720","2009-11-09",9.75
"721","2009-11-10",9.53
"722","2009-11-11",9.2
"723","2009-11-12",9.25
"724","2009-11-13",9.4
"725","2009-11-16",9.4
"726","2009-11-17",9.28
"727","2009-11-18",9.3
"728","2009-11-19",9.4
"729","2009-11-20",9.5
"730","2009-11-23",9.32
"731","2009-11-24",9.31
"732","2009-11-25",9.31
"733","2009-11-27",9.01
"734","2009-11-30",9.01
"735","2009-12-01",9.02
"736","2009-12-02",9.1
"737","2009-12-03",9.1
"738","2009-12-04",9.37
"739","2009-12-07",9.12
"740","2009-12-08",9.68
"741","2009-12-09",9.3
"742","2009-12-10",9.3
"743","2009-12-11",9.32
"744","2009-12-14",9.12
"745","2009-12-15",9.32
"746","2009-12-16",9.07
"747","2009-12-17",9.46
"748","2009-12-18",9.46
"749","2009-12-21",9.68
"750","2009-12-22",9.65
"751","2009-12-23",9.46
"752","2009-12-24",9.75
"753","2009-12-28",9.45
"754","2009-12-29",9.89
"755","2009-12-30",9.99
"756","2009-12-31",10.3
"757","2010-01-04",10.01
"758","2010-01-05",10
"759","2010-01-06",10
"760","2010-01-07",10.06
"761","2010-01-08",10.06
"762","2010-01-11",10
"763","2010-01-12",9.95
"764","2010-01-13",9.95
"765","2010-01-14",9.93
"766","2010-01-15",9.5
"767","2010-01-19",9.5
"768","2010-01-20",9.74
"769","2010-01-21",9.86
"770","2010-01-22",9.86
"771","2010-01-25",9.51
"772","2010-01-26",9.51
"773","2010-01-27",9.51
"774","2010-01-28",9.51
"775","2010-01-29",9.71
"776","2010-02-01",9.75
"777","2010-02-02",9.75
"778","2010-02-03",9.75
"779","2010-02-04",9.75
"780","2010-02-05",9.75
"781","2010-02-08",9.72
"782","2010-02-09",9.7
"783","2010-02-10",9.6
"784","2010-02-11",9.6
"785","2010-02-12",9.6
"786","2010-02-16",9.75
"787","2010-02-17",10
"788","2010-02-18",10
"789","2010-02-19",10
"790","2010-02-22",9.8
"791","2010-02-23",9.6
"792","2010-02-24",9.6
"793","2010-02-25",9.6
"794","2010-02-26",9.51
"795","2010-03-01",9.58
"796","2010-03-02",9.6
"797","2010-03-03",9.56
"798","2010-03-04",9.5
"799","2010-03-05",9.54
"800","2010-03-08",9.54
"801","2010-03-09",9.57
"802","2010-03-10",9.57
"803","2010-03-11",9.57
"804","2010-03-12",9.7
"805","2010-03-15",9.58
"806","2010-03-16",9.58
"807","2010-03-17",9.58
"808","2010-03-18",9.59
"809","2010-03-19",9.59
"810","2010-03-22",9.59
"811","2010-03-23",9.75
"812","2010-03-24",9.69
"813","2010-03-25",9.55
"814","2010-03-26",9.55
"815","2010-03-29",9.55
"816","2010-03-30",9.68
"817","2010-03-31",9.6
"818","2010-04-01",9.6
"819","2010-04-05",9.54
"820","2010-04-06",9.59
"821","2010-04-07",9.6
"822","2010-04-08",9.63
"823","2010-04-09",9.62
"824","2010-04-12",9.65
"825","2010-04-13",9.5
"826","2010-04-14",9.5
"827","2010-04-15",9.5
"828","2010-04-16",9.5
"829","2010-04-19",9.38
"830","2010-04-20",9.55
"831","2010-04-21",9.65
"832","2010-04-22",9.65
"833","2010-04-23",9.65
"834","2010-04-26",9.51
"835","2010-04-27",9.45
"836","2010-04-28",9.57
"837","2010-04-29",9.5
"838","2010-04-30",9.5
"839","2010-05-03",9.5
"840","2010-05-04",9.4
"841","2010-05-05",9.43
"842","2010-05-06",9.3
"843","2010-05-07",9.25
"844","2010-05-10",9.4
"845","2010-05-11",9.5
"846","2010-05-12",9.47
"847","2010-05-13",9.47
"848","2010-05-14",9.42
"849","2010-05-17",9.42
"850","2010-05-18",9.3
"851","2010-05-19",9.55
"852","2010-05-20",9.4
"853","2010-05-21",9.45
"854","2010-05-24",9.5
"855","2010-05-25",9.5
"856","2010-05-26",9.5
"857","2010-05-27",9.46
"858","2010-05-28",9.52
"859","2010-06-01",9.5
"860","2010-06-02",9.5
"861","2010-06-03",9.5
"862","2010-06-04",9.5
"863","2010-06-07",9.4
"864","2010-06-08",9.5
"865","2010-06-09",9.5
"866","2010-06-10",9.5
"867","2010-06-11",9.5
"868","2010-06-14",9.51
"869","2010-06-15",9.6
"870","2010-06-16",9.55
"871","2010-06-17",9.55
"872","2010-06-18",9.65
"873","2010-06-21",9.46
"874","2010-06-22",9.4
"875","2010-06-23",9.3
"876","2010-06-24",9.3
"877","2010-06-25",9.4
"878","2010-06-28",9.25
"879","2010-06-29",9.43
"880","2010-06-30",9.43
"881","2010-07-01",9.43
"882","2010-07-02",9.4
"883","2010-07-06",9.25
"884","2010-07-07",9.25
"885","2010-07-08",9.25
"886","2010-07-09",9.2
"887","2010-07-12",9.25
"888","2010-07-13",9.25
"889","2010-07-14",9.15
"890","2010-07-15",9.15
"891","2010-07-16",9.19
"892","2010-07-19",9.19
"893","2010-07-20",9.19
"894","2010-07-21",9.18
"895","2010-07-22",9.18
"896","2010-07-23",9.18
"897","2010-07-26",9.15
"898","2010-07-27",9
"899","2010-07-28",9.1
"900","2010-07-29",9.1
"901","2010-07-30",9.1
"902","2010-08-02",9.1
"903","2010-08-03",9.1
"904","2010-08-04",9.05
"905","2010-08-05",9.01
"906","2010-08-06",9.19
"907","2010-08-09",9.19
"908","2010-08-10",9.07
"909","2010-08-11",9
"910","2010-08-12",9
"911","2010-08-13",9.43
"912","2010-08-16",9.43
"913","2010-08-17",9.43
"914","2010-08-18",9.15
"915","2010-08-19",9.05
"916","2010-08-20",9.05
"917","2010-08-23",9.05
"918","2010-08-24",9.18
"919","2010-08-25",9.1
"920","2010-08-26",9.1
"921","2010-08-27",9.1
"922","2010-08-30",9.1
"923","2010-08-31",9.1
"924","2010-09-01",9.5
"925","2010-09-02",9.3
"926","2010-09-03",9.28
"927","2010-09-07",9.28
"928","2010-09-08",9.28
"929","2010-09-09",9.28
"930","2010-09-10",9.28
"931","2010-09-13",9.35
"932","2010-09-14",9.35
"933","2010-09-15",9.35
"934","2010-09-16",9.35
"935","2010-09-17",9.35
"936","2010-09-20",9.35
"937","2010-09-21",9.35
"938","2010-09-22",9.18
"939","2010-09-23",9.15
"940","2010-09-24",9.15
"941","2010-09-27",9.2
"942","2010-09-28",9.2
"943","2010-09-29",9.2
"944","2010-09-30",9.01
"945","2010-10-01",9.23
"946","2010-10-04",9.23
"947","2010-10-05",9.15
"948","2010-10-06",9.15
"949","2010-10-07",9.05
"950","2010-10-08",9.05
"951","2010-10-11",9.1
"952","2010-10-12",9.05
"953","2010-10-13",9.05
"954","2010-10-14",9.14
"955","2010-10-15",9.14
"956","2010-10-18",9.01
"957","2010-10-19",9.1
"958","2010-10-20",9.2
"959","2010-10-21",9.2
"960","2010-10-22",9.2
"961","2010-10-25",9.35
"962","2010-10-26",9.07
"963","2010-10-27",9.2
"964","2010-10-28",9.26
"965","2010-10-29",9.26
"966","2010-11-01",9.29
"967","2010-11-02",9.29
"968","2010-11-03",9.29
"969","2010-11-04",9.34
"970","2010-11-05",9.35
"971","2010-11-08",9.34
"972","2010-11-09",9.35
"973","2010-11-10",9.36
"974","2010-11-11",9.36
"975","2010-11-12",9.36
"976","2010-11-15",9.33
"977","2010-11-16",9.33
"978","2010-11-17",9.05
"979","2010-11-18",9.2
"980","2010-11-19",9.2
"981","2010-11-22",9.15
"982","2010-11-23",9.15
"983","2010-11-24",9.15
"984","2010-11-26",9.15
"985","2010-11-29",9.15
"986","2010-11-30",9.13
"987","2010-12-01",9.1
"988","2010-12-02",9.1
"989","2010-12-03",9.18
"990","2010-12-06",9.35
"991","2010-12-07",9.3
"992","2010-12-08",9.49
"993","2010-12-09",9.49
"994","2010-12-10",9.49
"995","2010-12-13",9.45
"996","2010-12-14",9.55
"997","2010-12-15",9.6
"998","2010-12-16",9.68
"999","2010-12-17",9.3
"1000","2010-12-20",9.1
"1001","2010-12-21",9.25
"1002","2010-12-22",9.35
"1003","2010-12-23",9.25
"1004","2010-12-27",9.25
