"","date","HCA"
"1","2011-03-10",31.02
"2","2011-03-11",31.120001
"3","2011-03-14",30.91
"4","2011-03-15",31.34
"5","2011-03-16",31.25
"6","2011-03-17",31.91
"7","2011-03-18",33.060001
"8","2011-03-21",32.25
"9","2011-03-22",31.870001
"10","2011-03-23",32.68
"11","2011-03-24",32.689999
"12","2011-03-25",32.950001
"13","2011-03-28",33.040001
"14","2011-03-29",33.889999
"15","2011-03-30",34.240002
"16","2011-03-31",33.869999
"17","2011-04-01",33.740002
"18","2011-04-04",33.669998
"19","2011-04-05",34.02
"20","2011-04-06",33.299999
"21","2011-04-07",33.66
"22","2011-04-08",33.169998
"23","2011-04-11",32.119999
"24","2011-04-12",31.530001
"25","2011-04-13",32.060001
"26","2011-04-14",32.139999
"27","2011-04-15",31.98
"28","2011-04-18",32.080002
"29","2011-04-19",31.74
"30","2011-04-20",31.65
"31","2011-04-21",31.4
"32","2011-04-25",31.4
"33","2011-04-26",32
"34","2011-04-27",32.650002
"35","2011-04-28",32.57
"36","2011-04-29",32.799999
"37","2011-05-02",33.439999
"38","2011-05-03",32.610001
"39","2011-05-04",33.549999
"40","2011-05-05",34.34
"41","2011-05-06",34.25
"42","2011-05-09",34.490002
"43","2011-05-10",34.59
"44","2011-05-11",34.540001
"45","2011-05-12",34.509998
"46","2011-05-13",34.599998
"47","2011-05-16",34.25
"48","2011-05-17",34.540001
"49","2011-05-18",35.07
"50","2011-05-19",35.049999
"51","2011-05-20",34.630001
"52","2011-05-23",34.41
"53","2011-05-24",34.490002
"54","2011-05-25",34.68
"55","2011-05-26",34.830002
"56","2011-05-27",34.740002
"57","2011-05-31",34.889999
"58","2011-06-01",34.77
"59","2011-06-02",34.360001
"60","2011-06-03",34.139999
"61","2011-06-06",33.740002
"62","2011-06-07",34.52
"63","2011-06-08",34.759998
"64","2011-06-09",35.240002
"65","2011-06-10",33.900002
"66","2011-06-13",33.650002
"67","2011-06-14",33.540001
"68","2011-06-15",33.150002
"69","2011-06-16",33.869999
"70","2011-06-17",34.59
"71","2011-06-20",34.23
"72","2011-06-21",33.900002
"73","2011-06-22",33.419998
"74","2011-06-23",33.209999
"75","2011-06-24",32.25
"76","2011-06-27",32.48
"77","2011-06-28",32.75
"78","2011-06-29",32.759998
"79","2011-06-30",33
"80","2011-07-01",33.060001
"81","2011-07-05",33.169998
"82","2011-07-06",33.990002
"83","2011-07-07",34.290001
"84","2011-07-08",33.830002
"85","2011-07-11",33.060001
"86","2011-07-12",32.799999
"87","2011-07-13",33.240002
"88","2011-07-14",33.220001
"89","2011-07-15",33.220001
"90","2011-07-18",32.59
"91","2011-07-19",33.029999
"92","2011-07-20",33.25
"93","2011-07-21",34.43
"94","2011-07-22",34.610001
"95","2011-07-25",27.969999
"96","2011-07-26",28.040001
"97","2011-07-27",27.370001
"98","2011-07-28",27.219999
"99","2011-07-29",26.68
"100","2011-08-01",24.940001
"101","2011-08-02",24.639999
"102","2011-08-03",24.76
"103","2011-08-04",22.9
"104","2011-08-05",21.99
"105","2011-08-08",18.190001
"106","2011-08-09",18.35
"107","2011-08-10",18.58
"108","2011-08-11",19.469999
"109","2011-08-12",21.219999
"110","2011-08-15",22.58
"111","2011-08-16",21.77
"112","2011-08-17",20.99
"113","2011-08-18",19.959999
"114","2011-08-19",19.27
"115","2011-08-22",19.059999
"116","2011-08-23",19.58
"117","2011-08-24",20.040001
"118","2011-08-25",19.059999
"119","2011-08-26",19.5
"120","2011-08-29",19.98
"121","2011-08-30",19.860001
"122","2011-08-31",20.030001
"123","2011-09-01",19.190001
"124","2011-09-02",18.65
"125","2011-09-06",18.76
"126","2011-09-07",19.84
"127","2011-09-08",19.49
"128","2011-09-09",18.299999
"129","2011-09-12",18.4
"130","2011-09-13",17.66
"131","2011-09-14",18.610001
"132","2011-09-15",20.84
"133","2011-09-16",21.23
"134","2011-09-19",19.809999
"135","2011-09-20",19.9
"136","2011-09-21",19.82
"137","2011-09-22",19.92
"138","2011-09-23",19.459999
"139","2011-09-26",19.85
"140","2011-09-27",19.83
"141","2011-09-28",19.200001
"142","2011-09-29",19.799999
"143","2011-09-30",20.16
"144","2011-10-03",18.809999
"145","2011-10-04",18.610001
"146","2011-10-05",18.07
"147","2011-10-06",18.27
"148","2011-10-07",18.6
"149","2011-10-10",19.18
"150","2011-10-11",19.1
"151","2011-10-12",20.32
"152","2011-10-13",21.129999
"153","2011-10-14",22.049999
"154","2011-10-17",21.799999
"155","2011-10-18",22.700001
"156","2011-10-19",21.940001
"157","2011-10-20",21.67
"158","2011-10-21",23.309999
"159","2011-10-24",22.799999
"160","2011-10-25",22.16
"161","2011-10-26",22.34
"162","2011-10-27",22.540001
"163","2011-10-28",22.780001
"164","2011-10-31",23.450001
"165","2011-11-01",23.5
"166","2011-11-02",23.35
"167","2011-11-03",23.09
"168","2011-11-04",23.51
"169","2011-11-07",24.52
"170","2011-11-08",25.209999
"171","2011-11-09",25.02
"172","2011-11-10",25.870001
"173","2011-11-11",26.530001
"174","2011-11-14",26.530001
