"","date","KODK"
"1","2013-09-23",19.4
"2","2013-09-24",22.9
"3","2013-09-25",23.049999
"4","2013-09-26",24.5
"5","2013-09-27",25.5
"6","2013-09-30",25
"7","2013-10-01",25.65
"8","2013-10-02",25.65
"9","2013-10-03",28
"10","2013-10-04",28.049999
"11","2013-10-07",29
"12","2013-10-08",28
"13","2013-10-09",27
"14","2013-10-10",27
"15","2013-10-11",27
"16","2013-10-14",25.5
"17","2013-10-15",26
"18","2013-10-16",25.75
"19","2013-10-17",25.549999
"20","2013-10-18",25.049999
"21","2013-10-21",24.5
"22","2013-10-22",23.5
"23","2013-10-23",23.25
"24","2013-10-24",23.110001
"25","2013-10-25",22.799999
"26","2013-10-28",22.75
"27","2013-10-29",22.620001
"28","2013-10-30",24.799999
"29","2013-10-31",26
"30","2013-11-01",26.25
"31","2013-11-04",26.9
"32","2013-11-05",26.9
"33","2013-11-06",26
"34","2013-11-07",25.209999
"35","2013-11-08",25.24
"36","2013-11-11",25.4
"37","2013-11-12",24.799999
"38","2013-11-13",24.74
"39","2013-11-14",24.74
"40","2013-11-15",24.450001
"41","2013-11-18",23.76
"42","2013-11-19",23.700001
"43","2013-11-20",23.459999
"44","2013-11-21",23.23
"45","2013-11-22",23.02
"46","2013-11-25",23.200001
"47","2013-11-26",24.620001
"48","2013-11-27",25.35
"49","2013-11-29",26.48
"50","2013-12-02",26.959999
"51","2013-12-03",26.889999
"52","2013-12-04",27.66
"53","2013-12-05",27
"54","2013-12-06",26.51
"55","2013-12-09",26.27
"56","2013-12-10",27.43
"57","2013-12-11",27.700001
"58","2013-12-12",28.190001
"59","2013-12-13",29.299999
"60","2013-12-16",32.25
"61","2013-12-17",32.099998
"62","2013-12-18",32.98
"63","2013-12-19",33.91
"64","2013-12-20",32.860001
"65","2013-12-23",32.060001
"66","2013-12-24",32.349998
"67","2013-12-26",33.419998
"68","2013-12-27",33.68
"69","2013-12-30",33.41
"70","2013-12-31",34.709999
"71","2014-01-02",34.02
"72","2014-01-03",32.900002
"73","2014-01-06",34.27
"74","2014-01-07",36.299999
"75","2014-01-08",37.200001
"76","2014-01-09",37.200001
"77","2014-01-10",36.880001
"78","2014-01-13",34.5
"79","2014-01-14",34.25
"80","2014-01-15",32.990002
"81","2014-01-16",32.299999
"82","2014-01-17",32.360001
"83","2014-01-21",32.439999
"84","2014-01-22",32.389999
"85","2014-01-23",31.959999
"86","2014-01-24",30.299999
"87","2014-01-27",29.950001
"88","2014-01-28",29.889999
"89","2014-01-29",29.67
"90","2014-01-30",29.17
"91","2014-01-31",28.17
"92","2014-02-03",28
"93","2014-02-04",28.48
"94","2014-02-05",28.459999
"95","2014-02-06",28.51
"96","2014-02-07",28.950001
"97","2014-02-10",28.92
"98","2014-02-11",29.200001
"99","2014-02-12",28.809999
"100","2014-02-13",29.790001
"101","2014-02-14",30.15
"102","2014-02-18",29.76
"103","2014-02-19",29.74
"104","2014-02-20",30
"105","2014-02-21",30.110001
"106","2014-02-24",30.33
"107","2014-02-25",30.370001
"108","2014-02-26",30.49
"109","2014-02-27",30.18
"110","2014-02-28",29.969999
"111","2014-03-03",29.92
"112","2014-03-04",28.530001
"113","2014-03-05",28.18
"114","2014-03-06",27.610001
"115","2014-03-07",27.99
"116","2014-03-10",27.74
"117","2014-03-11",27.23
"118","2014-03-12",27.200001
"119","2014-03-13",26.690001
"120","2014-03-14",26.030001
"121","2014-03-17",26.16
"122","2014-03-18",27.139999
"123","2014-03-19",27.6
"124","2014-03-20",27.469999
"125","2014-03-21",28.73
"126","2014-03-24",27.59
"127","2014-03-25",27.459999
"128","2014-03-26",27.440001
"129","2014-03-27",28.309999
"130","2014-03-28",31.469999
"131","2014-03-31",33.400002
"132","2014-04-01",33
"133","2014-04-02",33
"134","2014-04-03",33.310001
"135","2014-04-04",33.490002
"136","2014-04-07",34.209999
"137","2014-04-08",30.42
"138","2014-04-09",30.65
"139","2014-04-10",32.150002
"140","2014-04-11",30.450001
"141","2014-04-14",29.879999
"142","2014-04-15",29.280001
"143","2014-04-16",30.120001
"144","2014-04-17",30.639999
"145","2014-04-21",29.41
"146","2014-04-22",29.65
"147","2014-04-23",29.42
"148","2014-04-24",29.969999
"149","2014-04-25",29.950001
"150","2014-04-28",30.040001
"151","2014-04-29",30.08
"152","2014-04-30",29.870001
"153","2014-05-01",30.059999
"154","2014-05-02",30.370001
"155","2014-05-05",29.92
"156","2014-05-06",29.91
"157","2014-05-07",28.26
"158","2014-05-08",26.57
"159","2014-05-09",25.43
"160","2014-05-12",25.129999
"161","2014-05-13",25.290001
"162","2014-05-14",26.07
"163","2014-05-15",25.74
"164","2014-05-16",26.809999
"165","2014-05-19",26.799999
"166","2014-05-20",26.65
"167","2014-05-21",26.860001
"168","2014-05-22",26.799999
"169","2014-05-23",27.09
"170","2014-05-27",27.059999
"171","2014-05-28",27.059999
"172","2014-05-29",27.68
"173","2014-05-30",28.68
"174","2014-06-02",29
"175","2014-06-03",29.1
"176","2014-06-04",29.75
"177","2014-06-05",29.700001
"178","2014-06-06",29.620001
"179","2014-06-09",29.389999
"180","2014-06-10",28.6
"181","2014-06-11",28.700001
"182","2014-06-12",28.98
"183","2014-06-13",28.59
"184","2014-06-16",27.040001
"185","2014-06-17",26.67
"186","2014-06-18",26.889999
"187","2014-06-19",26.469999
"188","2014-06-20",27.41
"189","2014-06-23",27.33
"190","2014-06-24",26.77
"191","2014-06-25",25.58
"192","2014-06-26",25.18
"193","2014-06-27",25.5
"194","2014-06-30",24.469999
"195","2014-07-01",24.02
"196","2014-07-02",24.799999
"197","2014-07-03",24.84
"198","2014-07-07",24.450001
"199","2014-07-08",24.32
"200","2014-07-09",24
"201","2014-07-10",24.01
"202","2014-07-11",24
"203","2014-07-14",23.98
"204","2014-07-15",24.08
"205","2014-07-16",24.07
"206","2014-07-17",24.049999
"207","2014-07-18",24.969999
"208","2014-07-21",25.6
"209","2014-07-22",26.190001
"210","2014-07-23",26.32
"211","2014-07-24",25.57
"212","2014-07-25",26.02
"213","2014-07-28",25.450001
"214","2014-07-29",25.440001
"215","2014-07-30",24.700001
"216","2014-07-31",23.639999
"217","2014-08-01",23.65
"218","2014-08-04",23.040001
"219","2014-08-05",22.99
"220","2014-08-06",22.16
"221","2014-08-07",22.030001
"222","2014-08-08",22.280001
"223","2014-08-11",22.219999
"224","2014-08-12",21.6
"225","2014-08-13",20.91
"226","2014-08-14",21.17
"227","2014-08-15",20.84
"228","2014-08-18",20.99
"229","2014-08-19",22.02
"230","2014-08-20",22.209999
"231","2014-08-21",22.049999
"232","2014-08-22",22.5
"233","2014-08-25",22.98
"234","2014-08-26",23.129999
"235","2014-08-27",23.030001
"236","2014-08-28",23.120001
"237","2014-08-29",23.129999
"238","2014-09-02",23.65
"239","2014-09-03",23.780001
"240","2014-09-04",23.77
"241","2014-09-05",24.23
"242","2014-09-08",24.059999
"243","2014-09-09",24.120001
"244","2014-09-10",24.76
"245","2014-09-11",24.610001
"246","2014-09-12",25.049999
"247","2014-09-15",24.889999
"248","2014-09-16",25.01
"249","2014-09-17",25.120001
"250","2014-09-18",25.290001
"251","2014-09-19",24.799999
"252","2014-09-22",24.58
"253","2014-09-23",24.25
"254","2014-09-24",23.93
"255","2014-09-25",22.959999
