"","date","SYX"
"1","2007-01-03",18.1
"2","2007-01-04",19.76
"3","2007-01-05",19
"4","2007-01-08",19.02
"5","2007-01-09",19.01
"6","2007-01-10",19.799999
"7","2007-01-11",20
"8","2007-01-12",20.200001
"9","2007-01-16",20.549999
"10","2007-01-17",20.15
"11","2007-01-18",18.5
"12","2007-01-19",19.120001
"13","2007-01-22",19
"14","2007-01-23",18.93
"15","2007-01-24",19.360001
"16","2007-01-25",19
"17","2007-01-26",19.92
"18","2007-01-29",20.809999
"19","2007-01-30",21.4
"20","2007-01-31",21.82
"21","2007-02-01",22.75
"22","2007-02-02",23.17
"23","2007-02-05",25.59
"24","2007-02-06",26.35
"25","2007-02-07",27.629999
"26","2007-02-08",27.309999
"27","2007-02-09",26.809999
"28","2007-02-12",28.43
"29","2007-02-13",27.969999
"30","2007-02-14",27.76
"31","2007-02-15",27.6
"32","2007-02-16",28.370001
"33","2007-02-20",30.129999
"34","2007-02-21",28.26
"35","2007-02-22",28.190001
"36","2007-02-23",28.360001
"37","2007-02-26",28.33
"38","2007-02-27",26.08
"39","2007-02-28",26.549999
"40","2007-03-01",24.950001
"41","2007-03-02",22.889999
"42","2007-03-05",21.790001
"43","2007-03-06",22.379999
"44","2007-03-07",21.99
"45","2007-03-08",22.690001
"46","2007-03-09",22.02
"47","2007-03-12",22.139999
"48","2007-03-13",21.65
"49","2007-03-14",21.9
"50","2007-03-15",21.379999
"51","2007-03-16",21.6
"52","2007-03-19",23.26
"53","2007-03-20",18.110001
"54","2007-03-21",18.52
"55","2007-03-22",18.610001
"56","2007-03-23",18.799999
"57","2007-03-26",18.99
"58","2007-03-27",19.67
"59","2007-03-28",19.1
"60","2007-03-29",18.51
"61","2007-03-30",18.73
"62","2007-04-02",18.65
"63","2007-04-03",18.790001
"64","2007-04-04",18.459999
"65","2007-04-05",18.440001
"66","2007-04-09",18.639999
"67","2007-04-10",18.120001
"68","2007-04-11",17.709999
"69","2007-04-12",18.200001
"70","2007-04-13",17.52
"71","2007-04-16",17.620001
"72","2007-04-17",17.540001
"73","2007-04-18",17.219999
"74","2007-04-19",17.040001
"75","2007-04-20",17.139999
"76","2007-04-23",17.290001
"77","2007-04-24",16.9
"78","2007-04-25",17.530001
"79","2007-04-26",17.43
"80","2007-04-27",17.51
"81","2007-04-30",17.030001
"82","2007-05-01",16.530001
"83","2007-05-02",16.99
"84","2007-05-03",16.92
"85","2007-05-04",16.68
"86","2007-05-07",16.530001
"87","2007-05-08",16.219999
"88","2007-05-09",16.26
"89","2007-05-10",16.959999
"90","2007-05-11",17.620001
"91","2007-05-14",16.860001
"92","2007-05-15",17.26
"93","2007-05-16",17.809999
"94","2007-05-17",17.799999
"95","2007-05-18",18.26
"96","2007-05-21",19.040001
"97","2007-05-22",19.58
"98","2007-05-23",19.969999
"99","2007-05-24",19.809999
"100","2007-05-25",20.209999
"101","2007-05-29",21.440001
"102","2007-05-30",21.66
"103","2007-05-31",21.75
"104","2007-06-01",21.57
"105","2007-06-04",20.34
"106","2007-06-05",20.24
"107","2007-06-06",20.370001
"108","2007-06-07",19.389999
"109","2007-06-08",19.889999
"110","2007-06-11",19.700001
"111","2007-06-12",18.73
"112","2007-06-13",19.120001
"113","2007-06-14",19.700001
"114","2007-06-15",19.59
"115","2007-06-18",19.52
"116","2007-06-19",20.07
"117","2007-06-20",19.52
"118","2007-06-21",19.610001
"119","2007-06-22",18.790001
"120","2007-06-25",18.41
"121","2007-06-26",19.299999
"122","2007-06-27",21.030001
"123","2007-06-28",20.91
"124","2007-06-29",20.809999
"125","2007-07-02",21.23
"126","2007-07-03",21.48
"127","2007-07-05",21.370001
"128","2007-07-06",21.34
"129","2007-07-09",21.280001
"130","2007-07-10",20.91
"131","2007-07-11",20.76
"132","2007-07-12",22.120001
"133","2007-07-13",21.49
"134","2007-07-16",21.059999
"135","2007-07-17",21.049999
"136","2007-07-18",21.110001
"137","2007-07-19",21.049999
"138","2007-07-20",20.51
"139","2007-07-23",21.219999
"140","2007-07-24",20.25
"141","2007-07-25",20.280001
"142","2007-07-26",20
"143","2007-07-27",20.040001
"144","2007-07-30",21.209999
"145","2007-07-31",20.85
"146","2007-08-01",21.360001
"147","2007-08-02",21.370001
"148","2007-08-03",19.790001
"149","2007-08-06",17.92
"150","2007-08-07",18.5
"151","2007-08-08",17.709999
"152","2007-08-09",19
"153","2007-08-10",19.51
"154","2007-08-13",20.76
"155","2007-08-14",20.01
"156","2007-08-15",19.469999
"157","2007-08-16",19.5
"158","2007-08-17",19.51
"159","2007-08-20",19.469999
"160","2007-08-21",18.98
"161","2007-08-22",18.99
"162","2007-08-23",18.51
"163","2007-08-24",19.25
"164","2007-08-27",19.440001
"165","2007-08-28",19.059999
"166","2007-08-29",19.049999
"167","2007-08-30",18.66
"168","2007-08-31",18.6
"169","2007-09-04",18.5
"170","2007-09-05",18.49
"171","2007-09-06",18.68
"172","2007-09-07",17.639999
"173","2007-09-10",17.6
"174","2007-09-11",17.870001
"175","2007-09-12",17.969999
"176","2007-09-13",18.690001
"177","2007-09-14",18.99
"178","2007-09-17",19.26
"179","2007-09-18",20.5
"180","2007-09-19",20.91
"181","2007-09-20",20.469999
"182","2007-09-21",21.049999
"183","2007-09-24",19.889999
"184","2007-09-25",19.84
"185","2007-09-26",19.780001
"186","2007-09-27",20.299999
"187","2007-09-28",20.440001
"188","2007-10-01",21.139999
"189","2007-10-02",21.51
"190","2007-10-03",22.129999
"191","2007-10-04",21.440001
"192","2007-10-05",23.25
"193","2007-10-08",23.59
"194","2007-10-09",23.940001
"195","2007-10-10",23.92
"196","2007-10-11",24.110001
"197","2007-10-12",24.469999
"198","2007-10-15",23.08
"199","2007-10-16",23.01
"200","2007-10-17",23.6
"201","2007-10-18",23.469999
"202","2007-10-19",22.450001
"203","2007-10-22",22.549999
"204","2007-10-23",22.620001
"205","2007-10-24",22.540001
"206","2007-10-25",22.49
"207","2007-10-26",23.389999
"208","2007-10-29",23.15
"209","2007-10-30",22.83
"210","2007-10-31",23.4
"211","2007-11-01",22.48
"212","2007-11-02",21.950001
"213","2007-11-05",21.08
"214","2007-11-06",21.690001
"215","2007-11-07",20.040001
"216","2007-11-08",22
"217","2007-11-09",19.860001
"218","2007-11-12",19.52
"219","2007-11-13",20.059999
"220","2007-11-14",19.82
"221","2007-11-15",19.530001
"222","2007-11-16",18.93
"223","2007-11-19",18.370001
"224","2007-11-20",18.48
"225","2007-11-21",18.049999
"226","2007-11-23",18.41
"227","2007-11-26",17.950001
"228","2007-11-27",19.120001
"229","2007-11-28",19.76
"230","2007-11-29",19.879999
"231","2007-11-30",19.75
"232","2007-12-03",19.65
"233","2007-12-04",20.040001
"234","2007-12-05",20.040001
"235","2007-12-06",20.059999
"236","2007-12-07",20.08
"237","2007-12-10",19.85
