"","date","MPX"
"339","2008-05-07",7.44
"340","2008-05-08",7.6
"341","2008-05-09",7.85
"342","2008-05-12",7.94
"343","2008-05-13",8.25
"344","2008-05-14",8.1
"345","2008-05-15",8.3
"346","2008-05-16",8.44
"347","2008-05-19",8.14
"348","2008-05-20",8.03
"349","2008-05-21",7.87
"350","2008-05-22",7.91
"351","2008-05-23",7.66
"352","2008-05-27",7.92
"353","2008-05-28",7.9
"354","2008-05-29",7.88
"355","2008-05-30",8.17
"356","2008-06-02",7.71
"357","2008-06-03",7.77
"358","2008-06-04",7.59
"359","2008-06-05",7.98
"360","2008-06-06",7.6
"361","2008-06-09",7.5
"362","2008-06-10",7.68
"363","2008-06-11",7.39
"364","2008-06-12",7.34
"365","2008-06-13",7.41
"366","2008-06-16",7.4
"367","2008-06-17",7.16
"368","2008-06-18",6.86
"369","2008-06-19",6.81
"370","2008-06-20",6.92
"371","2008-06-23",6.75
"372","2008-06-24",6.79
"373","2008-06-25",7
"374","2008-06-26",6.95
"375","2008-06-27",6.89
"376","2008-06-30",6.6
"377","2008-07-01",6.87
"378","2008-07-02",6.38
"379","2008-07-03",6.42
"380","2008-07-07",6.55
"381","2008-07-08",7
"382","2008-07-09",6.88
"383","2008-07-10",6.82
"384","2008-07-11",6.8
"385","2008-07-14",6.7
"386","2008-07-15",6.47
"387","2008-07-16",6.49
"388","2008-07-17",7.15
"389","2008-07-18",6.94
"390","2008-07-21",6.79
"391","2008-07-22",7.36
"392","2008-07-23",7.51
"393","2008-07-24",7.62
"394","2008-07-25",7.96
"395","2008-07-28",7.8
"396","2008-07-29",7.82
"397","2008-07-30",7.75
"398","2008-07-31",7.3
"399","2008-08-01",7.07
"400","2008-08-04",6.86
"401","2008-08-05",7
"402","2008-08-06",7.85
"403","2008-08-07",7.5
"404","2008-08-08",7.98
"405","2008-08-11",8.55
"406","2008-08-12",8.57
"407","2008-08-13",8.6
"408","2008-08-14",8.73
"409","2008-08-15",8.46
"410","2008-08-18",8.35
"411","2008-08-19",8.12
"412","2008-08-20",8
"413","2008-08-21",7.93
"414","2008-08-22",8
"415","2008-08-25",7.38
"416","2008-08-26",7.78
"417","2008-08-27",7.82
"418","2008-08-28",8.01
"419","2008-08-29",8.13
"420","2008-09-02",8.1
"421","2008-09-03",8.32
"422","2008-09-04",7.86
"423","2008-09-05",7.51
"424","2008-09-08",8.07
"425","2008-09-09",8.13
"426","2008-09-10",8.31
"427","2008-09-11",8.49
"428","2008-09-12",8.56
"429","2008-09-15",8.03
"430","2008-09-16",8.55
"431","2008-09-17",7.87
"432","2008-09-18",9.2
"433","2008-09-19",9
"434","2008-09-22",8.69
"435","2008-09-23",8.73
"436","2008-09-24",8.82
"437","2008-09-25",8.77
"438","2008-09-26",8.51
"439","2008-09-29",8.25
"440","2008-09-30",8.3
"441","2008-10-01",8.36
"442","2008-10-02",8.13
"443","2008-10-03",7.99
"444","2008-10-06",7.65
"445","2008-10-07",7.24
"446","2008-10-08",7.16
"447","2008-10-09",6.52
"448","2008-10-10",7.52
"449","2008-10-13",8.05
"450","2008-10-14",7.39
"451","2008-10-15",6.62
"452","2008-10-16",6.67
"453","2008-10-17",6.5
"454","2008-10-20",6.55
"455","2008-10-21",6.38
"456","2008-10-22",6.18
"457","2008-10-23",5.97
"458","2008-10-24",5.48
"459","2008-10-27",5.35
"460","2008-10-28",5.65
"461","2008-10-29",5.4
"462","2008-10-30",5.48
"463","2008-10-31",6.19
"464","2008-11-03",6.21
"465","2008-11-04",6.5
"466","2008-11-05",5.93
"467","2008-11-06",5.51
"468","2008-11-07",5.35
"469","2008-11-10",5.14
"470","2008-11-11",5.17
"471","2008-11-12",4.57
"472","2008-11-13",5.34
"473","2008-11-14",4.82
"474","2008-11-17",4.34
"475","2008-11-18",4.35
"476","2008-11-19",3.69
"477","2008-11-20",3.9
"478","2008-11-21",4.32
"479","2008-11-24",4.57
"480","2008-11-25",4.72
"481","2008-11-26",5.52
"482","2008-11-28",5.79
"483","2008-12-01",5.09
"484","2008-12-02",5.87
"485","2008-12-03",5.78
"486","2008-12-04",4.95
"487","2008-12-05",5.5
"488","2008-12-08",5.65
"489","2008-12-09",5.13
"490","2008-12-10",4.88
"491","2008-12-11",4.57
"492","2008-12-12",4.96
"493","2008-12-15",4.64
"494","2008-12-16",5.15
"495","2008-12-17",5.03
"496","2008-12-18",4.84
"497","2008-12-19",5
"498","2008-12-22",4.9
"499","2008-12-23",4.6
"500","2008-12-24",5.07
"501","2008-12-26",5.14
"502","2008-12-29",4.89
"503","2008-12-30",5.15
"504","2008-12-31",5.62
"505","2009-01-02",5.42
"506","2009-01-05",5.23
"507","2009-01-06",5.38
"508","2009-01-07",5.14
"509","2009-01-08",5.05
"510","2009-01-09",4.72
"511","2009-01-12",4.6
"512","2009-01-13",4.53
"513","2009-01-14",3.9
"514","2009-01-15",4.51
"515","2009-01-16",4.13
"516","2009-01-20",4.1
"517","2009-01-21",4.63
"518","2009-01-22",4.32
"519","2009-01-23",4.1
"520","2009-01-26",4.22
"521","2009-01-27",4.26
"522","2009-01-28",4.44
"523","2009-01-29",3.95
"524","2009-01-30",3.74
"525","2009-02-02",4.11
"526","2009-02-03",4.22
"527","2009-02-04",3.96
"528","2009-02-05",3.97
"529","2009-02-06",4.17
"530","2009-02-09",4.24
"531","2009-02-10",4.23
"532","2009-02-11",4.22
"533","2009-02-12",4.04
"534","2009-02-13",3.9
"535","2009-02-17",3.57
"536","2009-02-18",3.5
"537","2009-02-19",3.53
"538","2009-02-20",3.51
"539","2009-02-23",3.42
"540","2009-02-24",3.89
"541","2009-02-25",3.76
"542","2009-02-26",3.76
"543","2009-02-27",3.77
"544","2009-03-02",3.63
"545","2009-03-03",3.46
"546","2009-03-04",3.6
"547","2009-03-05",3.22
"548","2009-03-06",3.21
"549","2009-03-09",3.23
"550","2009-03-10",3.6
"551","2009-03-11",3.31
"552","2009-03-12",3.87
"553","2009-03-13",3.87
"554","2009-03-16",3.51
"555","2009-03-17",3.81
"556","2009-03-18",4.08
"557","2009-03-19",4.11
"558","2009-03-20",3.97
"559","2009-03-23",4.45
"560","2009-03-24",4.12
"561","2009-03-25",4.48
"562","2009-03-26",5.2
"563","2009-03-27",4.48
"564","2009-03-30",4.17
"565","2009-03-31",4.24
"566","2009-04-01",4.4
"567","2009-04-02",5.05
"568","2009-04-03",4.95
"569","2009-04-06",4.7
"570","2009-04-07",4.32
"571","2009-04-08",4.48
"572","2009-04-09",4.8
"573","2009-04-13",4.9
"574","2009-04-14",4.35
"575","2009-04-15",4.43
"576","2009-04-16",4.79
"577","2009-04-17",4.95
"578","2009-04-20",4.3
"579","2009-04-21",4.85
"580","2009-04-22",4.49
"581","2009-04-23",4.4
"582","2009-04-24",4.65
"583","2009-04-27",4.22
"584","2009-04-28",4.36
"585","2009-04-29",4.25
"586","2009-04-30",4.65
"587","2009-05-01",4.39
"588","2009-05-04",4.45
"589","2009-05-05",4.5
"590","2009-05-06",4.32
"591","2009-05-07",4
"592","2009-05-08",4.05
"593","2009-05-11",3.92
"594","2009-05-12",3.91
"595","2009-05-13",3.9
"596","2009-05-14",3.96
"597","2009-05-15",3.6
"598","2009-05-18",4.22
"599","2009-05-19",4.01
"600","2009-05-20",3.91
"601","2009-05-21",3.47
"602","2009-05-22",3.54
"603","2009-05-26",3.86
"604","2009-05-27",3.78
"605","2009-05-28",3.59
"606","2009-05-29",3.48
"607","2009-06-01",4.19
"608","2009-06-02",4.21
"609","2009-06-03",4.17
"610","2009-06-04",4.2
"611","2009-06-05",4.16
"612","2009-06-08",4.14
"613","2009-06-09",4.22
"614","2009-06-10",3.99
"615","2009-06-11",4
"616","2009-06-12",3.99
"617","2009-06-15",3.81
"618","2009-06-16",3.7
"619","2009-06-17",3.86
"620","2009-06-18",4.26
"621","2009-06-19",4
"622","2009-06-22",3.83
"623","2009-06-23",3.97
"624","2009-06-24",3.95
"625","2009-06-25",4.14
"626","2009-06-26",4.07
"627","2009-06-29",3.8
"628","2009-06-30",3.75
"629","2009-07-01",4.16
"630","2009-07-02",3.92
"631","2009-07-06",3.8
"632","2009-07-07",3.92
"633","2009-07-08",3.8
"634","2009-07-09",3.75
"635","2009-07-10",3.73
"636","2009-07-13",4.05
"637","2009-07-14",3.9
"638","2009-07-15",4.17
"639","2009-07-16",4.54
"640","2009-07-17",4.09
"641","2009-07-20",4.14
"642","2009-07-21",4.1
"643","2009-07-22",4.15
"644","2009-07-23",4.54
"645","2009-07-24",4.99
"646","2009-07-27",5.19
"647","2009-07-28",5.39
"648","2009-07-29",5
"649","2009-07-30",5.45
"650","2009-07-31",5.63
"651","2009-08-03",5.9
"652","2009-08-04",5.85
"653","2009-08-05",5.72
"654","2009-08-06",5.51
"655","2009-08-07",5.4
"656","2009-08-10",5.41
"657","2009-08-11",5.41
"658","2009-08-12",5.44
"659","2009-08-13",5.33
"660","2009-08-14",5.21
"661","2009-08-17",5.1
"662","2009-08-18",5.27
"663","2009-08-19",5.36
"664","2009-08-20",5.4
"665","2009-08-21",5.4
"666","2009-08-24",5.5
"667","2009-08-25",5.48
"668","2009-08-26",5.53
"669","2009-08-27",5.55
"670","2009-08-28",5.17
"671","2009-08-31",5.1
"672","2009-09-01",5.09
"673","2009-09-02",5.22
"674","2009-09-03",5.3
"675","2009-09-04",5.39
"676","2009-09-08",5.37
"677","2009-09-09",5.52
"678","2009-09-10",5.49
"679","2009-09-11",5.35
"680","2009-09-14",5.49
"681","2009-09-15",5.2
"682","2009-09-16",5.54
"683","2009-09-17",5.56
"684","2009-09-18",5.57
"685","2009-09-21",5.5
"686","2009-09-22",5.5
"687","2009-09-23",5.54
"688","2009-09-24",5.5
"689","2009-09-25",5.39
"690","2009-09-28",5.5
"691","2009-09-29",5.68
"692","2009-09-30",5.53
"693","2009-10-01",5.19
"694","2009-10-02",4.88
"695","2009-10-05",4.98
"696","2009-10-06",5.43
"697","2009-10-07",5.24
"698","2009-10-08",5.4
"699","2009-10-09",5.5
"700","2009-10-12",5.51
"701","2009-10-13",5.31
"702","2009-10-14",5.48
"703","2009-10-15",5.57
"704","2009-10-16",5.5
"705","2009-10-19",5.52
"706","2009-10-20",5.55
"707","2009-10-21",5.33
"708","2009-10-22",5.55
"709","2009-10-23",5.18
"710","2009-10-26",5.17
"711","2009-10-27",5.03
"712","2009-10-28",4.78
"713","2009-10-29",4.98
"714","2009-10-30",4.85
"715","2009-11-02",4.88
"716","2009-11-03",4.97
"717","2009-11-04",4.85
"718","2009-11-05",5.06
"719","2009-11-06",5.11
"720","2009-11-09",5.16
"721","2009-11-10",4.94
"722","2009-11-11",5
"723","2009-11-12",4.85
"724","2009-11-13",4.9
"725","2009-11-16",4.99
"726","2009-11-17",4.91
"727","2009-11-18",4.84
"728","2009-11-19",4.82
"729","2009-11-20",4.88
"730","2009-11-23",4.97
"731","2009-11-24",4.93
"732","2009-11-25",4.88
"733","2009-11-27",4.66
"734","2009-11-30",4.71
"735","2009-12-01",5.04
"736","2009-12-02",4.96
"737","2009-12-03",4.91
"738","2009-12-04",5.09
"739","2009-12-07",5.26
"740","2009-12-08",4.98
"741","2009-12-09",4.86
"742","2009-12-10",4.7
"743","2009-12-11",4.99
"744","2009-12-14",4.85
"745","2009-12-15",4.69
"746","2009-12-16",4.87
"747","2009-12-17",4.87
"748","2009-12-18",3.88
"749","2009-12-21",5.08
"750","2009-12-22",4.67
"751","2009-12-23",4.72
"752","2009-12-24",4.64
"753","2009-12-28",4.92
"754","2009-12-29",5.01
"755","2009-12-30",5.02
"756","2009-12-31",4.93
"757","2010-01-04",4.94
"758","2010-01-05",4.81
"759","2010-01-06",4.6
"760","2010-01-07",4.79
"761","2010-01-08",4.81
"762","2010-01-11",4.8
"763","2010-01-12",4.83
"764","2010-01-13",4.92
"765","2010-01-14",4.92
"766","2010-01-15",4.9
"767","2010-01-19",5
"768","2010-01-20",4.91
"769","2010-01-21",4.95
"770","2010-01-22",5.31
"771","2010-01-25",5.4
"772","2010-01-26",5.16
"773","2010-01-27",5.23
"774","2010-01-28",4.86
"775","2010-01-29",5.06
"776","2010-02-01",5.18
"777","2010-02-02",5.3
"778","2010-02-03",5.4
"779","2010-02-04",5.5
"780","2010-02-05",5.68
"781","2010-02-08",6.22
"782","2010-02-09",6.18
"783","2010-02-10",6.07
"784","2010-02-11",6.12
"785","2010-02-12",6.01
"786","2010-02-16",6.22
"787","2010-02-17",6.48
"788","2010-02-18",6.66
"789","2010-02-19",6.56
"790","2010-02-22",6.38
"791","2010-02-23",6.23
"792","2010-02-24",6.47
"793","2010-02-25",6.65
"794","2010-02-26",6.73
"795","2010-03-01",6.69
"796","2010-03-02",6.97
"797","2010-03-03",7.03
"798","2010-03-04",7.42
"799","2010-03-05",7.62
"800","2010-03-08",7.51
"801","2010-03-09",7.5
"802","2010-03-10",7.48
"803","2010-03-11",7.5
"804","2010-03-12",7.64
"805","2010-03-15",7.5
"806","2010-03-16",7.48
"807","2010-03-17",7.41
"808","2010-03-18",7.23
"809","2010-03-19",7.24
"810","2010-03-22",7.25
"811","2010-03-23",7.16
"812","2010-03-24",6.94
"813","2010-03-25",6.6
"814","2010-03-26",6.39
"815","2010-03-29",6.62
"816","2010-03-30",6.34
"817","2010-03-31",6
"818","2010-04-01",6
"819","2010-04-05",6.3
"820","2010-04-06",6.26
"821","2010-04-07",6.51
"822","2010-04-08",6.77
"823","2010-04-09",6.78
"824","2010-04-12",6.81
"825","2010-04-13",6.72
"826","2010-04-14",6.88
"827","2010-04-15",6.9
"828","2010-04-16",6.71
"829","2010-04-19",6.7
"830","2010-04-20",6.84
"831","2010-04-21",6.92
"832","2010-04-22",6.91
"833","2010-04-23",7.18
"834","2010-04-26",7.12
"835","2010-04-27",7.03
"836","2010-04-28",6.9
"837","2010-04-29",7.39
"838","2010-04-30",7.1
"839","2010-05-03",7.35
"840","2010-05-04",7.05
"841","2010-05-05",6.96
"842","2010-05-06",6.85
"843","2010-05-07",6.77
"844","2010-05-10",7.2
"845","2010-05-11",7.48
"846","2010-05-12",8
"847","2010-05-13",8.01
"848","2010-05-14",7.86
"849","2010-05-17",8.07
"850","2010-05-18",7.42
"851","2010-05-19",7.04
"852","2010-05-20",6.66
"853","2010-05-21",6.7
"854","2010-05-24",6.55
"855","2010-05-25",6.83
"856","2010-05-26",6.74
"857","2010-05-27",7.39
"858","2010-05-28",7.23
"859","2010-06-01",6.33
"860","2010-06-02",6.68
"861","2010-06-03",6.76
"862","2010-06-04",6.36
"863","2010-06-07",6.23
"864","2010-06-08",6
"865","2010-06-09",6
"866","2010-06-10",6.37
"867","2010-06-11",6.5
"868","2010-06-14",6.77
"869","2010-06-15",7.07
"870","2010-06-16",7.07
"871","2010-06-17",7.13
"872","2010-06-18",6.87
"873","2010-06-21",6.47
"874","2010-06-22",6.23
"875","2010-06-23",6.13
"876","2010-06-24",6.28
"877","2010-06-25",6.08
"878","2010-06-28",6.19
"879","2010-06-29",5.82
"880","2010-06-30",5.66
"881","2010-07-01",5.61
"882","2010-07-02",5.38
"883","2010-07-06",5.16
"884","2010-07-07",5.2
"885","2010-07-08",5.19
"886","2010-07-09",5.33
"887","2010-07-12",5.22
"888","2010-07-13",5.74
"889","2010-07-14",5.77
"890","2010-07-15",5.76
"891","2010-07-16",5.49
"892","2010-07-19",5.39
"893","2010-07-20",5.48
"894","2010-07-21",5.25
"895","2010-07-22",5.62
"896","2010-07-23",5.75
"897","2010-07-26",6.05
"898","2010-07-27",6.07
"899","2010-07-28",6.04
"900","2010-07-29",5.97
"901","2010-07-30",6.09
"902","2010-08-02",6.81
"903","2010-08-03",6.38
"904","2010-08-04",6.53
"905","2010-08-05",6.34
"906","2010-08-06",6.17
"907","2010-08-09",6.38
"908","2010-08-10",6.2
"909","2010-08-11",5.69
"910","2010-08-12",5.61
"911","2010-08-13",5.41
"912","2010-08-16",5.52
"913","2010-08-17",6.03
"914","2010-08-18",6.11
"915","2010-08-19",5.87
"916","2010-08-20",5.85
"917","2010-08-23",5.77
"918","2010-08-24",5.2
"919","2010-08-25",5.47
"920","2010-08-26",5.21
"921","2010-08-27",5.48
"922","2010-08-30",5.28
"923","2010-08-31",5.18
"924","2010-09-01",5.42
"925","2010-09-02",5.64
"926","2010-09-03",5.83
"927","2010-09-07",5.45
"928","2010-09-08",5.69
"929","2010-09-09",5.92
"930","2010-09-10",5.78
"931","2010-09-13",5.95
"932","2010-09-14",5.75
"933","2010-09-15",5.71
"934","2010-09-16",5.42
"935","2010-09-17",5.5
"936","2010-09-20",5.91
"937","2010-09-21",6
"938","2010-09-22",5.74
"939","2010-09-23",5.51
"940","2010-09-24",5.91
"941","2010-09-27",6.18
"942","2010-09-28",6.35
"943","2010-09-29",6.28
"944","2010-09-30",6.14
"945","2010-10-01",6.32
"946","2010-10-04",5.89
"947","2010-10-05",6.3
"948","2010-10-06",6.32
"949","2010-10-07",6.31
"950","2010-10-08",6.35
"951","2010-10-11",6.5
"952","2010-10-12",6.52
"953","2010-10-13",6.46
"954","2010-10-14",6.46
"955","2010-10-15",6.67
"956","2010-10-18",6.9
"957","2010-10-19",6.94
"958","2010-10-20",7.2
"959","2010-10-21",6.29
"960","2010-10-22",6.8
"961","2010-10-25",6.82
"962","2010-10-26",6.65
"963","2010-10-27",6.25
"964","2010-10-28",6.15
"965","2010-10-29",6.21
"966","2010-11-01",6.1
"967","2010-11-02",6.33
"968","2010-11-03",6.26
"969","2010-11-04",6.7
"970","2010-11-05",6.86
"971","2010-11-08",6.56
"972","2010-11-09",6.41
"973","2010-11-10",6.7
"974","2010-11-11",6.93
"975","2010-11-12",6.72
"976","2010-11-15",6.73
"977","2010-11-16",6.31
"978","2010-11-17",6.19
"979","2010-11-18",6.63
"980","2010-11-19",6.66
"981","2010-11-22",6.3
"982","2010-11-23",6.2
"983","2010-11-24",6.61
"984","2010-11-26",6.52
"985","2010-11-29",6.47
"986","2010-11-30",6.38
"987","2010-12-01",6.55
"988","2010-12-02",6.58
"989","2010-12-03",6.29
"990","2010-12-06",6.48
"991","2010-12-07",6.53
"992","2010-12-08",6.53
"993","2010-12-09",6.49
"994","2010-12-10",6.95
"995","2010-12-13",6.56
"996","2010-12-14",6.27
"997","2010-12-15",6.13
"998","2010-12-16",6.3
"999","2010-12-17",6.16
"1000","2010-12-20",6.3
"1001","2010-12-21",6.38
