"","date","CGC"
"106","2014-09-05",2.277
"107","2014-09-08",2.312
"108","2014-09-09",2.399
"109","2014-09-10",2.398
"110","2014-09-11",2.413
"111","2014-09-12",2.404
"112","2014-09-15",2.404
"113","2014-09-16",2.335
"114","2014-09-17",2.338
"115","2014-09-18",2.358
"116","2014-09-19",2.29
"117","2014-09-22",2.278
"118","2014-09-23",2.233
"119","2014-09-24",2.204
"120","2014-09-25",2.156
"121","2014-09-26",2.086
"122","2014-09-29",2.101
"123","2014-09-30",2.034
"124","2014-10-01",1.985
"125","2014-10-02",1.849
"126","2014-10-03",1.694
"127","2014-10-06",1.68
"128","2014-10-07",1.757
"129","2014-10-08",1.86
"130","2014-10-09",1.894
"131","2014-10-10",1.786
"132","2014-10-13",1.786
"133","2014-10-14",1.66
"134","2014-10-15",1.568
"135","2014-10-16",1.674
"136","2014-10-17",1.656
"137","2014-10-20",1.695
"138","2014-10-21",1.73
"139","2014-10-22",1.64
"140","2014-10-23",1.617
"141","2014-10-24",1.601
"142","2014-10-27",1.599
"143","2014-10-28",1.646
"144","2014-10-29",1.654
"145","2014-10-30",1.614
"146","2014-10-31",1.607
"147","2014-11-03",1.79
"148","2014-11-04",1.83
"149","2014-11-05",2.12
"150","2014-11-06",2.28
"151","2014-11-07",2.15
"152","2014-11-10",2.291
"153","2014-11-11",2.307
"154","2014-11-12",2.344
"155","2014-11-13",2.148
"156","2014-11-14",2.258
"157","2014-11-17",2.215
"158","2014-11-18",2.224
"159","2014-11-19",2.259
"160","2014-11-20",2.277
"161","2014-11-21",2.369
"162","2014-11-24",2.509
"163","2014-11-25",2.534
"164","2014-11-26",2.161
"165","2014-11-28",2.087
"166","2014-12-01",2.175
"167","2014-12-02",2.099
"168","2014-12-03",2.07
"169","2014-12-04",1.998
"170","2014-12-05",1.892
"171","2014-12-08",1.93
"172","2014-12-09",1.873
"173","2014-12-10",1.752
"174","2014-12-11",1.714
"175","2014-12-12",1.688
"176","2014-12-15",1.713
"177","2014-12-16",1.664
"178","2014-12-17",1.681
"179","2014-12-18",1.86
"180","2014-12-19",1.899
"181","2014-12-22",1.86
"182","2014-12-23",1.768
"183","2014-12-24",1.743
"184","2014-12-26",1.743
"185","2014-12-29",1.75
"186","2014-12-30",1.77
"187","2014-12-31",1.755
"188","2015-01-02",1.725
"189","2015-01-05",1.837
"190","2015-01-06",1.873
"191","2015-01-07",1.852
"192","2015-01-08",1.871
"193","2015-01-09",1.861
"194","2015-01-12",1.853
"195","2015-01-13",1.855
"196","2015-01-14",1.82
"197","2015-01-15",1.76
"198","2015-01-16",1.825
"199","2015-01-20",1.814
"200","2015-01-21",1.724
"201","2015-01-22",1.7
"202","2015-01-23",1.702
"203","2015-01-26",1.618
"204","2015-01-27",1.601
"205","2015-01-28",1.573
"206","2015-01-29",1.574
"207","2015-01-30",1.548
"208","2015-02-02",1.597
"209","2015-02-03",1.593
"210","2015-02-04",1.588
"211","2015-02-05",1.573
"212","2015-02-06",1.562
"213","2015-02-09",1.608
"214","2015-02-10",1.58
"215","2015-02-11",1.558
"216","2015-02-12",1.55
"217","2015-02-13",1.573
"218","2015-02-17",1.545
"219","2015-02-18",1.782
"220","2015-02-19",2.011
"221","2015-02-20",1.96
"222","2015-02-23",1.98
"223","2015-02-24",1.773
"224","2015-02-25",1.814
"225","2015-02-26",1.762
"226","2015-02-27",1.75
"227","2015-03-02",1.7
"228","2015-03-03",1.7
"229","2015-03-04",1.747
"230","2015-03-05",1.747
"231","2015-03-06",1.694
"232","2015-03-09",1.704
"233","2015-03-10",1.704
"234","2015-03-11",1.692
"235","2015-03-12",1.625
"236","2015-03-13",1.605
"237","2015-03-16",1.632
"238","2015-03-17",1.586
"239","2015-03-18",1.583
"240","2015-03-19",1.638
"241","2015-03-20",1.68
"242","2015-03-23",1.689
"243","2015-03-24",1.621
"244","2015-03-25",1.627
"245","2015-03-26",1.624
"246","2015-03-27",1.647
"247","2015-03-30",1.635
"248","2015-03-31",1.645
"249","2015-04-01",1.648
"250","2015-04-02",1.639
"251","2015-04-06",1.635
"252","2015-04-07",1.661
"253","2015-04-08",1.624
"254","2015-04-09",1.631
"255","2015-04-10",1.626
"256","2015-04-13",1.608
"257","2015-04-14",1.638
"258","2015-04-15",1.653
"259","2015-04-16",1.668
"260","2015-04-17",1.686
"261","2015-04-20",1.68
"262","2015-04-21",1.674
"263","2015-04-22",1.64
"264","2015-04-23",1.65
"265","2015-04-24",1.697
"266","2015-04-27",1.634
"267","2015-04-28",1.633
"268","2015-04-29",1.644
"269","2015-04-30",1.65
"270","2015-05-01",1.649
"271","2015-05-04",1.62
"272","2015-05-05",1.635
"273","2015-05-06",1.614
"274","2015-05-07",1.609
"275","2015-05-08",1.58
"276","2015-05-11",1.632
"277","2015-05-12",1.613
"278","2015-05-13",1.617
"279","2015-05-14",1.669
"280","2015-05-15",1.619
"281","2015-05-18",1.619
"282","2015-05-19",1.58
"283","2015-05-20",1.559
"284","2015-05-21",1.55
"285","2015-05-22",1.58
"286","2015-05-26",1.563
"287","2015-05-27",1.5
"288","2015-05-28",1.524
"289","2015-05-29",1.52
"290","2015-06-01",1.475
"291","2015-06-02",1.5
"292","2015-06-03",1.465
"293","2015-06-04",1.437
"294","2015-06-05",1.436
"295","2015-06-08",1.425
"296","2015-06-09",1.459
"297","2015-06-10",1.488
"298","2015-06-11",1.496
"299","2015-06-12",1.49
"300","2015-06-15",1.49
"301","2015-06-16",1.48
"302","2015-06-17",1.48
"303","2015-06-18",1.45
"304","2015-06-19",1.43
"305","2015-06-22",1.441
"306","2015-06-23",1.47
"307","2015-06-24",1.658
"308","2015-06-25",1.628
"309","2015-06-26",1.59
"310","2015-06-29",1.601
"311","2015-06-30",1.556
"312","2015-07-01",1.556
"313","2015-07-02",1.589
"314","2015-07-06",1.545
"315","2015-07-07",1.52
"316","2015-07-08",1.464
"317","2015-07-09",1.489
"318","2015-07-10",1.549
"319","2015-07-13",1.53
"320","2015-07-14",1.54
"321","2015-07-15",1.496
"322","2015-07-16",1.516
"323","2015-07-17",1.475
"324","2015-07-20",1.483
"325","2015-07-21",1.48
"326","2015-07-22",1.5
"327","2015-07-23",1.477
"328","2015-07-24",1.476
"329","2015-07-27",1.485
"330","2015-07-28",1.527
"331","2015-07-29",1.528
"332","2015-07-30",1.494
"333","2015-07-31",1.51
"334","2015-08-03",1.46
"335","2015-08-04",1.53
"336","2015-08-05",1.49
"337","2015-08-06",1.421
"338","2015-08-07",1.412
"339","2015-08-10",1.416
"340","2015-08-11",1.4
"341","2015-08-12",1.407
"342","2015-08-13",1.407
"343","2015-08-14",1.43
"344","2015-08-17",1.41
"345","2015-08-18",1.396
"346","2015-08-19",1.355
"347","2015-08-20",1.366
"348","2015-08-21",1.3
"349","2015-08-24",1.179
"350","2015-08-25",1.236
"351","2015-08-26",1.218
"352","2015-08-27",1.229
"353","2015-08-28",1.22
"354","2015-08-31",1.264
"355","2015-09-01",1.196
"356","2015-09-02",1.149
"357","2015-09-03",1.149
"358","2015-09-04",1.149
"359","2015-09-08",1.197
"360","2015-09-09",1.206
"361","2015-09-10",1.196
"362","2015-09-11",1.186
"363","2015-09-14",1.19
"364","2015-09-15",1.272
"365","2015-09-16",1.363
"366","2015-09-17",1.4
"367","2015-09-18",1.35
"368","2015-09-21",1.374
"369","2015-09-22",1.382
"370","2015-09-23",1.332
"371","2015-09-24",1.295
"372","2015-09-25",1.322
"373","2015-09-28",1.234
"374","2015-09-29",1.14
"375","2015-09-30",1.21
"376","2015-10-01",1.226
"377","2015-10-02",1.219
"378","2015-10-05",1.235
"379","2015-10-06",1.363
"380","2015-10-07",1.305
"381","2015-10-08",1.305
"382","2015-10-09",1.339
"383","2015-10-12",1.339
"384","2015-10-13",1.36
"385","2015-10-14",1.458
"386","2015-10-15",1.548
"387","2015-10-16",1.567
"388","2015-10-19",1.677
"389","2015-10-20",1.552
"390","2015-10-21",1.65
"391","2015-10-22",1.858
"392","2015-10-23",1.7
"393","2015-10-26",1.776
"394","2015-10-27",1.933
"395","2015-10-28",1.95
"396","2015-10-29",1.902
"397","2015-10-30",2.068
"398","2015-11-02",2.234
"399","2015-11-03",2.4
"400","2015-11-04",2.58
"401","2015-11-05",2.396
"402","2015-11-06",1.99
"403","2015-11-09",2.037
"404","2015-11-10",1.99
"405","2015-11-11",1.843
"406","2015-11-12",1.645
"407","2015-11-13",1.666
"408","2015-11-16",1.766
"409","2015-11-17",1.98
"410","2015-11-18",1.895
"411","2015-11-19",1.793
"412","2015-11-20",1.79
"413","2015-11-23",1.784
"414","2015-11-24",1.823
"415","2015-11-25",1.839
"416","2015-11-27",2.053
"417","2015-11-30",2.1
"418","2015-12-01",2.069
"419","2015-12-02",2.078
"420","2015-12-03",2.063
"421","2015-12-04",2.126
"422","2015-12-07",2.167
"423","2015-12-08",2.064
"424","2015-12-09",2.06
"425","2015-12-10",2.058
"426","2015-12-11",1.993
"427","2015-12-14",2.01
"428","2015-12-15",2.039
"429","2015-12-16",2.1
"430","2015-12-17",2
"431","2015-12-18",2.012
"432","2015-12-21",2.038
"433","2015-12-22",2.015
"434","2015-12-23",2.067
"435","2015-12-24",2.1
"436","2015-12-28",2.1
"437","2015-12-29",2.123
"438","2015-12-30",2.128
"439","2015-12-31",2.151
"440","2016-01-04",2.09
"441","2016-01-05",2.082
"442","2016-01-06",2.005
"443","2016-01-07",1.834
"444","2016-01-08",1.973
"445","2016-01-11",2.008
"446","2016-01-12",2.001
"447","2016-01-13",1.952
"448","2016-01-14",1.94
"449","2016-01-15",1.865
"450","2016-01-19",1.851
"451","2016-01-20",1.84
"452","2016-01-21",1.89
"453","2016-01-22",1.92
"454","2016-01-25",1.896
"455","2016-01-26",1.901
"456","2016-01-27",1.911
"457","2016-01-28",1.897
"458","2016-01-29",1.915
"459","2016-02-01",1.942
"460","2016-02-02",1.87
"461","2016-02-03",1.92
"462","2016-02-04",1.934
"463","2016-02-05",1.896
"464","2016-02-08",1.833
"465","2016-02-09",1.897
"466","2016-02-10",1.872
"467","2016-02-11",1.86
"468","2016-02-12",1.951
"469","2016-02-16",1.97
"470","2016-02-17",2.027
"471","2016-02-18",2.01
"472","2016-02-19",2.015
"473","2016-02-22",2.098
"474","2016-02-23",2.263
"475","2016-02-24",2.15
"476","2016-02-25",2.131
"477","2016-02-26",2.15
"478","2016-02-29",2.182
"479","2016-03-01",2.235
"480","2016-03-02",2.226
"481","2016-03-03",2.184
"482","2016-03-04",2.214
"483","2016-03-07",2.19
"484","2016-03-08",2.163
"485","2016-03-09",2.184
"486","2016-03-10",2.153
"487","2016-03-11",2.126
"488","2016-03-14",2.069
"489","2016-03-15",2.004
"490","2016-03-16",1.986
"491","2016-03-17",2.089
"492","2016-03-18",2.093
"493","2016-03-21",2.067
"494","2016-03-22",2.067
"495","2016-03-23",1.929
"496","2016-03-24",1.968
"497","2016-03-28",1.975
"498","2016-03-29",1.95
"499","2016-03-30",1.994
"500","2016-03-31",1.999
"501","2016-04-01",2.01
"502","2016-04-04",1.98
"503","2016-04-05",1.935
"504","2016-04-06",1.945
"505","2016-04-07",1.884
"506","2016-04-08",1.897
"507","2016-04-11",1.95
"508","2016-04-12",1.947
"509","2016-04-13",1.951
"510","2016-04-14",1.929
"511","2016-04-15",1.929
"512","2016-04-18",1.918
"513","2016-04-19",2.03
"514","2016-04-20",2.171
"515","2016-04-21",2.197
"516","2016-04-22",2.12
"517","2016-04-25",2.1
"518","2016-04-26",2.104
"519","2016-04-27",2.08
"520","2016-04-28",2.064
"521","2016-04-29",2.05
"522","2016-05-02",2.079
"523","2016-05-03",2.025
"524","2016-05-04",1.994
"525","2016-05-05",1.986
"526","2016-05-06",1.984
"527","2016-05-09",1.98
"528","2016-05-10",2.04
"529","2016-05-11",2.043
"530","2016-05-12",2.044
"531","2016-05-13",2.028
"532","2016-05-16",2.057
"533","2016-05-17",2.04
"534","2016-05-18",2.007
"535","2016-05-19",1.99
"536","2016-05-20",1.969
"537","2016-05-23",1.969
"538","2016-05-24",1.967
"539","2016-05-25",1.997
"540","2016-05-26",2
"541","2016-05-27",1.969
"542","2016-05-31",1.98
"543","2016-06-01",1.976
"544","2016-06-02",1.999
"545","2016-06-03",2.039
"546","2016-06-06",2.029
"547","2016-06-07",2.05
"548","2016-06-08",2.07
"549","2016-06-09",2.07
"550","2016-06-10",2.07
"551","2016-06-13",2.011
"552","2016-06-14",2.04
"553","2016-06-15",2.036
"554","2016-06-16",2.005
"555","2016-06-17",2.047
"556","2016-06-20",2.095
"557","2016-06-21",2.144
"558","2016-06-22",2.21
"559","2016-06-23",2.24
"560","2016-06-24",2.17
"561","2016-06-27",2.002
"562","2016-06-28",2.07
"563","2016-06-29",2.076
"564","2016-06-30",2.108
"565","2016-07-01",2.108
"566","2016-07-05",2.16
"567","2016-07-06",2.158
"568","2016-07-07",2.132
"569","2016-07-08",2.14
"570","2016-07-11",2.115
"571","2016-07-12",2.137
"572","2016-07-13",2.125
"573","2016-07-14",2.113
"574","2016-07-15",2.13
"575","2016-07-18",2.132
"576","2016-07-19",2.115
"577","2016-07-20",2.096
"578","2016-07-21",2.09
"579","2016-07-22",2.149
"580","2016-07-25",2.463
"581","2016-07-26",2.43
"582","2016-07-27",2.318
"583","2016-07-28",2.375
"584","2016-07-29",2.42
"585","2016-08-01",2.42
"586","2016-08-02",2.517
"587","2016-08-03",2.75
"588","2016-08-04",2.968
"589","2016-08-05",3.139
"590","2016-08-08",2.974
"591","2016-08-09",3.079
"592","2016-08-10",3.182
"593","2016-08-11",3.132
"594","2016-08-12",3.037
"595","2016-08-15",3
"596","2016-08-16",3.062
"597","2016-08-17",3.09
"598","2016-08-18",3.09
"599","2016-08-19",3.013
"600","2016-08-22",2.93
"601","2016-08-23",2.954
"602","2016-08-24",2.919
"603","2016-08-25",2.97
"604","2016-08-26",2.967
"605","2016-08-29",2.908
"606","2016-08-30",2.897
"607","2016-08-31",2.84
"608","2016-09-01",2.9
"609","2016-09-02",2.95
"610","2016-09-06",3.017
"611","2016-09-07",3.089
"612","2016-09-08",3.044
"613","2016-09-09",3.005
"614","2016-09-12",2.98
"615","2016-09-13",2.933
"616","2016-09-14",2.929
"617","2016-09-15",3.006
"618","2016-09-16",3.017
"619","2016-09-19",3.069
"620","2016-09-20",3.036
"621","2016-09-21",3.025
"622","2016-09-22",3.021
"623","2016-09-23",2.979
"624","2016-09-26",3
"625","2016-09-27",3.015
"626","2016-09-28",3.047
"627","2016-09-29",3.046
"628","2016-09-30",3.068
"629","2016-10-03",3.231
"630","2016-10-04",3.461
"631","2016-10-05",3.8
"632","2016-10-06",3.728
"633","2016-10-07",3.994
"634","2016-10-10",3.995
"635","2016-10-11",4.257
"636","2016-10-12",4.138
"637","2016-10-13",4.147
"638","2016-10-14",4.235
"639","2016-10-17",4.53
"640","2016-10-18",4.981
"641","2016-10-19",5.374
"642","2016-10-20",5.466
"643","2016-10-21",5.106
"644","2016-10-24",4.831
"645","2016-10-25",4.43
"646","2016-10-26",4.683
"647","2016-10-27",4.71
"648","2016-10-28",4.7
"649","2016-10-31",4.879
"650","2016-11-01",5.21
"651","2016-11-02",5.276
"652","2016-11-03",5.18
"653","2016-11-04",5.15
"654","2016-11-07",5.4
"655","2016-11-08",5.824
"656","2016-11-09",6.17
"657","2016-11-10",6.75
"658","2016-11-11",6.92
"659","2016-11-14",8.49
"660","2016-11-15",10.023
"661","2016-11-16",8.5
"662","2016-11-17",9.687
"663","2016-11-18",9.296
"664","2016-11-21",7.799
"665","2016-11-22",6.3
"666","2016-11-23",7.69
"667","2016-11-25",7.755
"668","2016-11-28",8.33
"669","2016-11-29",8.39
"670","2016-11-30",8.78
"671","2016-12-01",8.556
"672","2016-12-02",8.561
"673","2016-12-05",8.13
"674","2016-12-06",7.549
"675","2016-12-07",8.081
"676","2016-12-08",7.573
"677","2016-12-09",7.49
"678","2016-12-12",7.62
"679","2016-12-13",8.2
"680","2016-12-14",7.736
"681","2016-12-15",7.723
"682","2016-12-16",7.53
"683","2016-12-19",7.15
"684","2016-12-20",6.874
"685","2016-12-21",6.604
"686","2016-12-22",6.857
"687","2016-12-23",6.904
"688","2016-12-27",7.192
"689","2016-12-28",6.85
"690","2016-12-29",6.75
"691","2016-12-30",6.82
"692","2017-01-03",7
"693","2017-01-04",7.618
"694","2017-01-05",7.483
"695","2017-01-06",7.388
"696","2017-01-09",7.49
"697","2017-01-10",7.412
"698","2017-01-11",7.355
"699","2017-01-12",7.34
"700","2017-01-13",7.39
"701","2017-01-17",7.643
"702","2017-01-18",7.38
"703","2017-01-19",7.3
"704","2017-01-20",7.566
"705","2017-01-23",7.819
"706","2017-01-24",7.72
"707","2017-01-25",7.733
"708","2017-01-26",7.621
"709","2017-01-27",7.578
"710","2017-01-30",7.472
"711","2017-01-31",7.607
"712","2017-02-01",7.693
"713","2017-02-02",7.798
"714","2017-02-03",8.07
"715","2017-02-06",8.886
"716","2017-02-07",8.732
"717","2017-02-08",9.05
"718","2017-02-09",9.186
"719","2017-02-10",9.48
"720","2017-02-13",9.921
"721","2017-02-14",9.129
"722","2017-02-15",9.26
"723","2017-02-16",9.63
"724","2017-02-17",9.63
"725","2017-02-21",9.726
"726","2017-02-22",9.49
"727","2017-02-23",9.35
"728","2017-02-24",8.91
"729","2017-02-27",9.41
"730","2017-02-28",8.906
"731","2017-03-01",8.91
"732","2017-03-02",8.83
"733","2017-03-03",8.799
"734","2017-03-06",8.769
"735","2017-03-07",8.142
"736","2017-03-08",7.76
"737","2017-03-09",8.168
"738","2017-03-10",8.07
"739","2017-03-13",8.252
"740","2017-03-14",8.21
"741","2017-03-15",8.14
"742","2017-03-16",8.3
"743","2017-03-17",7.999
"744","2017-03-20",7.73
"745","2017-03-21",7.361
"746","2017-03-22",7.318
"747","2017-03-23",7.62
"748","2017-03-24",7.367
"749","2017-03-27",8.2
"750","2017-03-28",8.16
"751","2017-03-29",8.07
"752","2017-03-30",7.83
"753","2017-03-31",8
"754","2017-04-03",7.627
"755","2017-04-04",7.515
"756","2017-04-05",7.487
"757","2017-04-06",7.664
"758","2017-04-07",7.645
"759","2017-04-10",8.17
"760","2017-04-11",7.73
"761","2017-04-12",7.738
"762","2017-04-13",7.459
"763","2017-04-17",7.22
"764","2017-04-18",7.228
"765","2017-04-19",7.6
"766","2017-04-20",7.351
"767","2017-04-21",7.312
"768","2017-04-24",7.262
"769","2017-04-25",6.99
"770","2017-04-26",6.738
"771","2017-04-27",6.51
"772","2017-04-28",6.662
"773","2017-05-01",6.69
"774","2017-05-02",6.643
"775","2017-05-03",6.646
"776","2017-05-04",6.63
"777","2017-05-05",6.54
"778","2017-05-08",6.35
"779","2017-05-09",6.029
"780","2017-05-10",5.7
"781","2017-05-11",6.25
"782","2017-05-12",5.92
"783","2017-05-15",6.05
"784","2017-05-16",6.128
"785","2017-05-17",5.99
"786","2017-05-18",5.98
"787","2017-05-19",6.02
"788","2017-05-22",6.02
"789","2017-05-23",5.977
"790","2017-05-24",5.923
"791","2017-05-25",5.689
"792","2017-05-26",5.93
"793","2017-05-30",5.68
"794","2017-05-31",5.5
"795","2017-06-01",5.609
"796","2017-06-02",5.56
"797","2017-06-05",5.45
"798","2017-06-06",5.08
"799","2017-06-07",5.301
"800","2017-06-08",5.449
"801","2017-06-09",5.83
"802","2017-06-12",6.036
"803","2017-06-13",5.857
"804","2017-06-14",5.769
"805","2017-06-15",5.663
"806","2017-06-16",5.89
"807","2017-06-19",6.009
"808","2017-06-20",5.968
"809","2017-06-21",6.16
"810","2017-06-22",6.48
"811","2017-06-23",6.35
"812","2017-06-26",6.389
"813","2017-06-27",6.069
"814","2017-06-28",6.26
"815","2017-06-29",6.126
"816","2017-06-30",6.128
"817","2017-07-03",6.24
"818","2017-07-05",6.189
"819","2017-07-06",6.1
"820","2017-07-07",6.076
"821","2017-07-10",6.09
"822","2017-07-11",6.07
"823","2017-07-12",6.292
"824","2017-07-13",6.184
"825","2017-07-14",6.203
"826","2017-07-17",6.47
"827","2017-07-18",6.469
"828","2017-07-19",6.616
"829","2017-07-20",6.56
"830","2017-07-21",6.57
"831","2017-07-24",6.869
"832","2017-07-25",6.999
"833","2017-07-26",7.343
"834","2017-07-27",7.129
"835","2017-07-28",7.32
"836","2017-07-31",7.249
"837","2017-08-01",7.173
"838","2017-08-02",7.168
"839","2017-08-03",7.04
"840","2017-08-04",7.02
"841","2017-08-07",7.05
"842","2017-08-08",7.159
"843","2017-08-09",7.13
"844","2017-08-10",7.052
"845","2017-08-11",6.98
"846","2017-08-14",7.05
"847","2017-08-15",6.993
"848","2017-08-16",7.051
"849","2017-08-17",6.953
"850","2017-08-18",6.96
"851","2017-08-21",6.789
"852","2017-08-22",6.93
"853","2017-08-23",7.15
"854","2017-08-24",7.07
"855","2017-08-25",7.089
"856","2017-08-28",7.137
"857","2017-08-29",7.061
"858","2017-08-30",7.029
"859","2017-08-31",7.18
"860","2017-09-01",7.21
"861","2017-09-05",7.25
"862","2017-09-06",7.45
"863","2017-09-07",7.439
"864","2017-09-08",7.569
"865","2017-09-11",7.818
"866","2017-09-12",8.3
"867","2017-09-13",8.199
"868","2017-09-14",8.26
"869","2017-09-15",8.42
"870","2017-09-18",8.61
"871","2017-09-19",8.796
"872","2017-09-20",8.61
"873","2017-09-21",8.471
"874","2017-09-22",8.474
"875","2017-09-25",8.519
"876","2017-09-26",8.57
"877","2017-09-27",8.65
"878","2017-09-28",8.63
"879","2017-09-29",8.6
"880","2017-10-02",9.05
"881","2017-10-03",9.16
"882","2017-10-04",9.52
"883","2017-10-05",10.092
"884","2017-10-06",9.969
"885","2017-10-09",10.34
"886","2017-10-10",10.262
"887","2017-10-11",10.91
"888","2017-10-12",10.486
"889","2017-10-13",10.31
"890","2017-10-16",10.5
"891","2017-10-17",10.006
"892","2017-10-18",9.81
"893","2017-10-19",9.455
"894","2017-10-20",10.129
"895","2017-10-23",10.236
"896","2017-10-24",10.2
"897","2017-10-25",10.19
"898","2017-10-26",10.097
"899","2017-10-27",9.99
"900","2017-10-30",11.904
"901","2017-10-31",12.57
"902","2017-11-01",12.793
"903","2017-11-02",12.607
"904","2017-11-03",13.271
"905","2017-11-06",15.25
"906","2017-11-07",15.482
"907","2017-11-08",15.46
"908","2017-11-09",15.26
"909","2017-11-10",15.797
"910","2017-11-13",15.994
"911","2017-11-14",15.69
"912","2017-11-15",14.465
"913","2017-11-16",13.52
"914","2017-11-17",14.45
"915","2017-11-20",14.519
"916","2017-11-21",14.365
"917","2017-11-22",15.241
"918","2017-11-24",15.02
"919","2017-11-27",15.44
"920","2017-11-28",14.728
"921","2017-11-29",13.63
"922","2017-11-30",14.279
"923","2017-12-01",14.201
"924","2017-12-04",14.38
"925","2017-12-05",14.79
"926","2017-12-06",14.379
"927","2017-12-07",14.24
"928","2017-12-08",15.12
"929","2017-12-11",15.499
"930","2017-12-12",15.55
"931","2017-12-13",14.95
"932","2017-12-14",15.35
"933","2017-12-15",15.058
"934","2017-12-18",16.028999
"935","2017-12-19",17
"936","2017-12-20",16.459999
"937","2017-12-21",17.191
"938","2017-12-22",18.139999
"939","2017-12-26",19.549999
"940","2017-12-27",21.990999
"941","2017-12-28",24.200001
"942","2017-12-29",23.656
"943","2018-01-02",25.879999
"944","2018-01-03",28.65
"945","2018-01-04",25.889999
"946","2018-01-05",27.389999
"947","2018-01-08",32.110001
"948","2018-01-09",33.869999
"949","2018-01-10",33.43
"950","2018-01-11",30.049999
"951","2018-01-12",25.908001
"952","2018-01-16",29.259001
"953","2018-01-17",30.242001
"954","2018-01-18",29.75
"955","2018-01-19",29.951
"956","2018-01-22",30.049999
"957","2018-01-23",29.49
"958","2018-01-24",28.33
"959","2018-01-25",25.672001
"960","2018-01-26",28.488001
"961","2018-01-29",26.84
"962","2018-01-30",24.737
"963","2018-01-31",25.202999
"964","2018-02-01",22.450001
"965","2018-02-02",19.4
"966","2018-02-05",19.347
"967","2018-02-06",23
"968","2018-02-07",22
"969","2018-02-08",21.440001
"970","2018-02-09",22.35
"971","2018-02-12",21.392
"972","2018-02-13",21.205
"973","2018-02-14",21.75
"974","2018-02-15",22.49
"975","2018-02-16",21.15
"976","2018-02-20",23.42
"977","2018-02-21",22.594
"978","2018-02-22",22.34
"979","2018-02-23",22.040001
"980","2018-02-26",21.549999
"981","2018-02-27",20.636
"982","2018-02-28",21.32
"983","2018-03-01",23.35
"984","2018-03-02",22.521999
"985","2018-03-05",24.917
"986","2018-03-06",25.6
"987","2018-03-07",24.351
"988","2018-03-08",24.659
"989","2018-03-09",24.18
"990","2018-03-12",25.280001
"991","2018-03-13",24.544001
"992","2018-03-14",24
"993","2018-03-15",23.914
"994","2018-03-16",24.489
"995","2018-03-19",25.799999
"996","2018-03-20",25.236
"997","2018-03-21",25.66
"998","2018-03-22",24.5
