"","date","ABT"
"1","2007-01-03",23.495806
"2","2007-01-04",23.94202
"3","2007-01-05",23.94202
"4","2007-01-08",24.028383
"5","2007-01-09",24.239496
"6","2007-01-10",24.177122
"7","2007-01-11",24.15793
"8","2007-01-12",24.20591
"9","2007-01-16",24.282679
"10","2007-01-17",24.73369
"11","2007-01-18",25.328642
"12","2007-01-19",25.678896
"13","2007-01-22",25.582935
"14","2007-01-23",25.611725
"15","2007-01-24",25.693291
"16","2007-01-25",25.232681
"17","2007-01-26",25.21349
"18","2007-01-29",25.266268
"19","2007-01-30",25.520561
"20","2007-01-31",25.429399
"21","2007-02-01",25.367025
"22","2007-02-02",25.271067
"23","2007-02-05",25.189501
"24","2007-02-06",25.170307
"25","2007-02-07",25.16551
"26","2007-02-08",25.016771
"27","2007-02-09",25.079145
"28","2007-02-12",25.295055
"29","2007-02-13",25.290258
"30","2007-02-14",25.28546
"31","2007-02-15",25.333441
"32","2007-02-16",25.184702
"33","2007-02-20",25.227884
"34","2007-02-21",25.290258
"35","2007-02-22",25.726875
"36","2007-02-23",25.712482
"37","2007-02-26",26.134706
"38","2007-02-27",25.832432
"39","2007-02-28",26.206676
"40","2007-03-01",25.803644
"41","2007-03-02",25.434198
"42","2007-03-05",25.30945
"43","2007-03-06",25.367025
"44","2007-03-07",25.280663
"45","2007-03-08",25.621321
"46","2007-03-09",26.096321
"47","2007-03-12",26.091524
"48","2007-03-13",25.961979
"49","2007-03-14",25.798845
"50","2007-03-15",25.731674
"51","2007-03-16",25.371824
"52","2007-03-19",25.515764
"53","2007-03-20",26.139503
"54","2007-03-21",26.235464
"55","2007-03-22",26.149099
"56","2007-03-23",25.842028
"57","2007-03-26",27.463753
"58","2007-03-27",27.156679
"59","2007-03-28",26.753649
"60","2007-03-29",26.777637
"61","2007-03-30",26.77284
"62","2007-04-02",26.777637
"63","2007-04-03",27.190266
"64","2007-04-04",27.007942
"65","2007-04-05",27.358196
"66","2007-04-09",27.449358
"67","2007-04-10",27.377388
"68","2007-04-11",27.3486
"69","2007-04-12",27.545319
"70","2007-04-13",28.063501
"71","2007-04-16",28.250624
"72","2007-04-17",28.308201
"73","2007-04-18",27.842794
"74","2007-04-19",27.463753
"75","2007-04-20",27.75643
"76","2007-04-23",27.449358
"77","2007-04-24",27.430166
"78","2007-04-25",27.617289
"79","2007-04-26",27.305418
"80","2007-04-27",27.233448
"81","2007-04-30",27.166277
"82","2007-05-01",27.353397
"83","2007-05-02",27.439762
"84","2007-05-03",27.545319
"85","2007-05-04",27.97234
"86","2007-05-07",28.28421
"87","2007-05-08",28.231432
"88","2007-05-09",28.154663
"89","2007-05-10",27.506933
"90","2007-05-11",27.751633
"91","2007-05-14",27.804411
"92","2007-05-15",28.154663
"93","2007-05-16",28.351381
"94","2007-05-17",28.26022
"95","2007-05-18",28.514515
"96","2007-05-21",28.130674
"97","2007-05-22",27.679663
"98","2007-05-23",27.449358
"99","2007-05-24",27.089508
"100","2007-05-25",27.046326
"101","2007-05-29",27.18067
"102","2007-05-30",26.792032
"103","2007-05-31",27.03673
"104","2007-06-01",27.012739
"105","2007-06-04",26.686476
"106","2007-06-05",26.624102
"107","2007-06-06",26.264252
"108","2007-06-07",25.899605
"109","2007-06-08",26.048342
"110","2007-06-11",25.937988
"111","2007-06-12",25.592531
"112","2007-06-13",26.000362
"113","2007-06-14",26.000362
"114","2007-06-15",26.254656
"115","2007-06-18",26.168291
"116","2007-06-19",26.235464
"117","2007-06-20",26.043545
"118","2007-06-21",25.81324
"119","2007-06-22",25.362228
"120","2007-06-25",25.933189
"121","2007-06-26",25.894806
