"","date","TTNP"
"1","2007-01-03",108.066299
"2","2007-01-04",102.762428
"3","2007-01-05",103.756905
"4","2007-01-08",105.08287
"5","2007-01-09",105.08287
"6","2007-01-10",105.08287
"7","2007-01-11",102.762428
"8","2007-01-12",101.76796
"9","2007-01-16",100.110497
"10","2007-01-17",100.441986
"11","2007-01-18",100.110497
"12","2007-01-19",107.071823
"13","2007-01-22",104.419891
"14","2007-01-23",104.751381
"15","2007-01-24",103.093925
"16","2007-01-25",95.469612
"17","2007-01-26",97.127075
"18","2007-01-29",97.790054
"19","2007-01-30",98.121544
"20","2007-01-31",99.447517
"21","2007-02-01",99.447517
"22","2007-02-02",100.773483
"23","2007-02-05",100.441986
"24","2007-02-06",98.453041
"25","2007-02-07",96.132599
"26","2007-02-08",93.14917
"27","2007-02-09",90.497238
"28","2007-02-12",88.508286
"29","2007-02-13",89.502762
"30","2007-02-14",88.839783
"31","2007-02-15",87.513809
"32","2007-02-16",87.18232
"33","2007-02-20",86.85083
"34","2007-02-21",87.18232
"35","2007-02-22",89.502762
"36","2007-02-23",87.18232
"37","2007-02-26",85.193367
"38","2007-02-27",82.209946
"39","2007-02-28",83.535912
"40","2007-03-01",80.220993
"41","2007-03-02",78.23204
"42","2007-03-05",77.569061
"43","2007-03-06",78.563538
"44","2007-03-07",79.226517
"45","2007-03-08",80.220993
"46","2007-03-09",76.243095
"47","2007-03-12",78.895027
"48","2007-03-13",76.574585
"49","2007-03-14",73.922653
"50","2007-03-15",73.259666
"51","2007-03-16",74.585632
"52","2007-03-19",74.585632
"53","2007-03-20",76.243095
"54","2007-03-21",76.243095
"55","2007-03-22",77.237572
"56","2007-03-23",83.204422
"57","2007-03-26",85.193367
"58","2007-03-27",84.530388
"59","2007-03-28",82.541435
"60","2007-03-29",82.872925
"61","2007-03-30",82.541435
"62","2007-04-02",79.558014
"63","2007-04-03",79.226517
"64","2007-04-04",79.558014
"65","2007-04-05",86.85083
"66","2007-04-09",84.861877
"67","2007-04-10",84.198898
"68","2007-04-11",81.878456
"69","2007-04-12",81.878456
"70","2007-04-13",80.552483
"71","2007-04-16",80.88398
"72","2007-04-17",78.895027
"73","2007-04-18",77.900551
"74","2007-04-19",75.911606
"75","2007-04-20",77.237572
"76","2007-04-23",75.580109
"77","2007-04-24",76.574585
"78","2007-04-25",73.591164
"79","2007-04-26",72.596687
"80","2007-04-27",71.270721
"81","2007-04-30",72.928177
"82","2007-05-01",75.248619
"83","2007-05-02",80.220993
"84","2007-05-03",74.585632
"85","2007-05-04",73.259666
"86","2007-05-07",72.928177
"87","2007-05-08",72.596687
"88","2007-05-09",69.944748
"89","2007-05-10",70.276245
"90","2007-05-11",69.281769
"91","2007-05-14",69.944748
"92","2007-05-15",68.950279
"93","2007-05-16",67.292816
"94","2007-05-17",65.96685
"95","2007-05-18",65.96685
"96","2007-05-21",65.96685
"97","2007-05-22",67.292816
"98","2007-05-23",66.29834
"99","2007-05-24",69.281769
"100","2007-05-25",73.259666
"101","2007-05-29",72.928177
"102","2007-05-30",72.928177
"103","2007-05-31",70.607735
"104","2007-06-01",68.287292
"105","2007-06-04",69.613258
"106","2007-06-05",70.276245
"107","2007-06-06",69.944748
"108","2007-06-07",70.607735
"109","2007-06-08",69.613258
"110","2007-06-11",66.961327
"111","2007-06-12",65.96685
"112","2007-06-13",65.635361
"113","2007-06-14",65.635361
"114","2007-06-15",65.303871
"115","2007-06-18",66.629837
"116","2007-06-19",68.618782
"117","2007-06-20",67.955803
"118","2007-06-21",68.618782
"119","2007-06-22",67.624306
"120","2007-06-25",67.624306
"121","2007-06-26",67.624306
"122","2007-06-27",67.624306
"123","2007-06-28",68.950279
"124","2007-06-29",71.933701
"125","2007-07-02",71.270721
"126","2007-07-03",71.270721
"127","2007-07-05",70.276245
"128","2007-07-06",71.270721
"129","2007-07-09",73.591164
"130","2007-07-10",73.259666
"131","2007-07-11",70.939224
"132","2007-07-12",71.602211
"133","2007-07-13",80.220993
"134","2007-07-16",81.546959
"135","2007-07-17",80.552483
"136","2007-07-18",80.88398
"137","2007-07-19",82.209946
"138","2007-07-20",81.878456
"139","2007-07-23",78.23204
"140","2007-07-24",74.91713
"141","2007-07-25",74.91713
"142","2007-07-26",75.248619
"143","2007-07-27",77.900551
"144","2007-07-30",72.928177
"145","2007-07-31",77.237572
"146","2007-08-01",75.580109
"147","2007-08-02",73.259666
"148","2007-08-03",68.950279
"149","2007-08-06",68.287292
"150","2007-08-07",69.613258
"151","2007-08-08",71.933701
"152","2007-08-09",69.944748
"153","2007-08-10",64.972374
"154","2007-08-13",65.96685
"155","2007-08-14",63.977901
"156","2007-08-15",68.287292
"157","2007-08-16",72.596687
"158","2007-08-17",73.922653
"159","2007-08-20",71.933701
"160","2007-08-21",72.26519
"161","2007-08-22",71.270721
"162","2007-08-23",70.607735
"163","2007-08-24",69.613258
"164","2007-08-27",67.955803
"165","2007-08-28",65.96685
"166","2007-08-29",68.287292
"167","2007-08-30",67.292816
"168","2007-08-31",67.955803
"169","2007-09-04",66.961327
"170","2007-09-05",68.287292
"171","2007-09-06",67.624306
"172","2007-09-07",66.29834
"173","2007-09-10",64.972374
"174","2007-09-11",66.29834
"175","2007-09-12",66.961327
"176","2007-09-13",66.961327
"177","2007-09-14",65.635361
"178","2007-09-17",67.292816
"179","2007-09-18",71.602211
"180","2007-09-19",67.955803
"181","2007-09-20",68.287292
"182","2007-09-21",67.955803
"183","2007-09-24",67.624306
"184","2007-09-25",66.961327
"185","2007-09-26",71.602211
"186","2007-09-27",71.933701
"187","2007-09-28",72.928177
"188","2007-10-01",81.215469
"189","2007-10-02",83.204422
"190","2007-10-03",78.895027
"191","2007-10-04",72.26519
"192","2007-10-05",77.569061
"193","2007-10-08",76.906075
"194","2007-10-09",76.243095
"195","2007-10-10",80.88398
"196","2007-10-11",79.558014
"197","2007-10-12",75.580109
"198","2007-10-15",76.574585
"199","2007-10-16",71.602211
"200","2007-10-17",70.276245
"201","2007-10-18",69.613258
