"","date","PLPC"
"1","2007-01-03",35.5
"2","2007-01-04",35.700001
"3","2007-01-05",36.32
"4","2007-01-08",36.139999
"5","2007-01-09",36.189999
"6","2007-01-10",35.09
"7","2007-01-11",35.09
"8","2007-01-12",36
"9","2007-01-16",35.509998
"10","2007-01-17",35.610001
"11","2007-01-18",35.02
"12","2007-01-19",34.849998
"13","2007-01-22",34.849998
"14","2007-01-23",35.299999
"15","2007-01-24",35.400002
"16","2007-01-25",35.990002
"17","2007-01-26",35.990002
"18","2007-01-29",35.619999
"19","2007-01-30",35
"20","2007-01-31",35
"21","2007-02-01",35.02
"22","2007-02-02",34.360001
"23","2007-02-05",34.360001
"24","2007-02-06",35
"25","2007-02-07",35
"26","2007-02-08",35.369999
"27","2007-02-09",35
"28","2007-02-12",35.009998
"29","2007-02-13",35.009998
"30","2007-02-14",35.080002
"31","2007-02-15",35.080002
"32","2007-02-16",34.27
"33","2007-02-20",34.049999
"34","2007-02-21",34.450001
"35","2007-02-22",34.450001
"36","2007-02-23",34
"37","2007-02-26",33.830002
"38","2007-02-27",33.830002
"39","2007-02-28",33.43
"40","2007-03-01",33.400002
"41","2007-03-02",33.73
"42","2007-03-05",33.48
"43","2007-03-06",33.419998
"44","2007-03-07",33.419998
"45","2007-03-08",33.419998
"46","2007-03-09",34
"47","2007-03-12",33.5
"48","2007-03-13",33.5
"49","2007-03-14",33.5
"50","2007-03-15",34.360001
"51","2007-03-16",34.360001
"52","2007-03-19",36.599998
"53","2007-03-20",36.080002
"54","2007-03-21",36.02
"55","2007-03-22",35.23
"56","2007-03-23",36.669998
"57","2007-03-26",36.5
"58","2007-03-27",36.48
"59","2007-03-28",36.290001
"60","2007-03-29",36.049999
"61","2007-03-30",36.049999
"62","2007-04-02",36.110001
"63","2007-04-03",36.720001
"64","2007-04-04",36.990002
"65","2007-04-05",38.02
"66","2007-04-09",38.02
"67","2007-04-10",38.02
"68","2007-04-11",38.34
"69","2007-04-12",38.98
"70","2007-04-13",39.189999
"71","2007-04-16",41.16
"72","2007-04-17",40.98
"73","2007-04-18",40.98
"74","2007-04-19",40.91
"75","2007-04-20",41.009998
"76","2007-04-23",42.25
"77","2007-04-24",41.060001
"78","2007-04-25",41.400002
"79","2007-04-26",40.27
"80","2007-04-27",41.360001
"81","2007-04-30",42.200001
"82","2007-05-01",42
"83","2007-05-02",41.470001
"84","2007-05-03",41.470001
"85","2007-05-04",42.240002
"86","2007-05-07",42.330002
"87","2007-05-08",42.099998
"88","2007-05-09",42.25
"89","2007-05-10",41.970001
"90","2007-05-11",41.970001
"91","2007-05-14",41.959999
"92","2007-05-15",42.5
"93","2007-05-16",43.07
"94","2007-05-17",44.099998
"95","2007-05-18",43.98
"96","2007-05-21",45.18
"97","2007-05-22",47.48
"98","2007-05-23",46.889999
"99","2007-05-24",46.59
"100","2007-05-25",46.75
"101","2007-05-29",48.419998
"102","2007-05-30",50.740002
"103","2007-05-31",50.720001
"104","2007-06-01",53.169998
"105","2007-06-04",54.18
"106","2007-06-05",54.130001
"107","2007-06-06",54.32
"108","2007-06-07",53.68
"109","2007-06-08",53
"110","2007-06-11",53.849998
"111","2007-06-12",53.450001
"112","2007-06-13",53.799999
"113","2007-06-14",53.41
"114","2007-06-15",53.650002
"115","2007-06-18",54
"116","2007-06-19",54
"117","2007-06-20",54
"118","2007-06-21",54
"119","2007-06-22",52.080002
"120","2007-06-25",49.369999
"121","2007-06-26",49.07
"122","2007-06-27",48
"123","2007-06-28",48.18
"124","2007-06-29",48.009998
"125","2007-07-02",49.700001
"126","2007-07-03",52.16
"127","2007-07-05",50.060001
"128","2007-07-06",54.049999
"129","2007-07-09",55
"130","2007-07-10",55
"131","2007-07-11",54.209999
"132","2007-07-12",55.990002
"133","2007-07-13",55
"134","2007-07-16",54.580002
"135","2007-07-17",54.060001
"136","2007-07-18",55.610001
"137","2007-07-19",57.91
"138","2007-07-20",58.259998
"139","2007-07-23",57.389999
"140","2007-07-24",54.23
"141","2007-07-25",55.27
"142","2007-07-26",51.029999
"143","2007-07-27",47.029999
"144","2007-07-30",49.73
"145","2007-07-31",47.439999
"146","2007-08-01",48.32
"147","2007-08-02",49.02
"148","2007-08-03",42.82
"149","2007-08-06",43.25
"150","2007-08-07",44
"151","2007-08-08",47.73
"152","2007-08-09",48
"153","2007-08-10",47.48
"154","2007-08-13",47.990002
"155","2007-08-14",46.459999
"156","2007-08-15",45.209999
"157","2007-08-16",47.139999
"158","2007-08-17",49.130001
"159","2007-08-20",48.450001
"160","2007-08-21",49.540001
"161","2007-08-22",48.91
"162","2007-08-23",43.900002
"163","2007-08-24",44.540001
"164","2007-08-27",44
"165","2007-08-28",46.490002
"166","2007-08-29",48
"167","2007-08-30",47.48
"168","2007-08-31",49
"169","2007-09-04",48.07
"170","2007-09-05",46.310001
"171","2007-09-06",45.27
"172","2007-09-07",44.75
"173","2007-09-10",44.200001
"174","2007-09-11",45.549999
"175","2007-09-12",46.759998
"176","2007-09-13",46.810001
"177","2007-09-14",46.630001
"178","2007-09-17",46.950001
"179","2007-09-18",48
"180","2007-09-19",49.720001
"181","2007-09-20",49.279999
"182","2007-09-21",50
"183","2007-09-24",50.470001
"184","2007-09-25",49.509998
"185","2007-09-26",51.009998
"186","2007-09-27",50.939999
"187","2007-09-28",52.02
"188","2007-10-01",55.029999
"189","2007-10-02",54.869999
"190","2007-10-03",50.529999
"191","2007-10-04",50.470001
"192","2007-10-05",51.029999
"193","2007-10-08",51.310001
"194","2007-10-09",51.209999
"195","2007-10-10",52.610001
"196","2007-10-11",52.200001
"197","2007-10-12",51.57
"198","2007-10-15",51.549999
"199","2007-10-16",52.150002
"200","2007-10-17",52.139999
"201","2007-10-18",52.889999
"202","2007-10-19",50.200001
"203","2007-10-22",49.040001
"204","2007-10-23",51.599998
"205","2007-10-24",49.91
"206","2007-10-25",49.810001
"207","2007-10-26",50.740002
"208","2007-10-29",49.529999
"209","2007-10-30",50.599998
"210","2007-10-31",54.880001
"211","2007-11-01",53.09
"212","2007-11-02",54.32
"213","2007-11-05",53.34
"214","2007-11-06",50.189999
"215","2007-11-07",51.16
"216","2007-11-08",51.509998
"217","2007-11-09",50.59
"218","2007-11-12",51.509998
"219","2007-11-13",54.990002
"220","2007-11-14",53.540001
"221","2007-11-15",53.43
"222","2007-11-16",53.009998
"223","2007-11-19",50.130001
"224","2007-11-20",53.900002
"225","2007-11-21",54.970001
"226","2007-11-23",54.82
"227","2007-11-26",52.75
"228","2007-11-27",52.259998
"229","2007-11-28",53.080002
"230","2007-11-29",52.549999
"231","2007-11-30",53.849998
"232","2007-12-03",54.700001
"233","2007-12-04",53.34
"234","2007-12-05",51.700001
"235","2007-12-06",55.639999
"236","2007-12-07",59.400002
"237","2007-12-10",58.68
"238","2007-12-11",59.32
"239","2007-12-12",61.080002
"240","2007-12-13",60
"241","2007-12-14",58
"242","2007-12-17",58
"243","2007-12-18",58.57
"244","2007-12-19",59.27
"245","2007-12-20",59.369999
"246","2007-12-21",60.369999
"247","2007-12-24",60.200001
"248","2007-12-26",60.540001
"249","2007-12-27",59.990002
"250","2007-12-28",57.450001
"251","2007-12-31",59.970001
"252","2008-01-02",59.959999
"253","2008-01-03",58.169998
"254","2008-01-04",55.029999
"255","2008-01-07",53.869999
"256","2008-01-08",54.759998
"257","2008-01-09",55
"258","2008-01-10",55
"259","2008-01-11",53
"260","2008-01-14",51.970001
"261","2008-01-15",52.220001
"262","2008-01-16",51.41
"263","2008-01-17",48.540001
"264","2008-01-18",48.700001
"265","2008-01-22",48.5
"266","2008-01-23",53.330002
"267","2008-01-24",51.029999
"268","2008-01-25",49.959999
"269","2008-01-28",48.849998
"270","2008-01-29",47.349998
"271","2008-01-30",52.689999
"272","2008-01-31",51.869999
"273","2008-02-01",51.830002
"274","2008-02-04",51
"275","2008-02-05",50.099998
"276","2008-02-06",49.709999
"277","2008-02-07",50.580002
"278","2008-02-08",51.049999
"279","2008-02-11",48.59
"280","2008-02-12",49.169998
"281","2008-02-13",49.830002
"282","2008-02-14",48.630001
"283","2008-02-15",49.130001
"284","2008-02-19",49.560001
"285","2008-02-20",49.5
"286","2008-02-21",49.900002
"287","2008-02-22",50.119999
"288","2008-02-25",50.029999
"289","2008-02-26",49.939999
"290","2008-02-27",48.599998
"291","2008-02-28",48.150002
"292","2008-02-29",47.200001
"293","2008-03-03",46
"294","2008-03-04",44.630001
"295","2008-03-05",44.689999
"296","2008-03-06",42.950001
"297","2008-03-07",43.59
