"","date","WMS"
"1","2014-07-25",16.15
"2","2014-07-28",16
"3","2014-07-29",16.01
"4","2014-07-30",15.92
"5","2014-07-31",15.54
"6","2014-08-01",15.04
"7","2014-08-04",15
"8","2014-08-05",14.88
"9","2014-08-06",15.09
"10","2014-08-07",14.98
"11","2014-08-08",15.79
"12","2014-08-11",15.29
"13","2014-08-12",15.74
"14","2014-08-13",15.94
"15","2014-08-14",15.98
"16","2014-08-15",15.86
"17","2014-08-18",15.85
"18","2014-08-19",16.469999
"19","2014-08-20",17.17
"20","2014-08-21",17.35
"21","2014-08-22",17.16
"22","2014-08-25",17.9
"23","2014-08-26",17.959999
"24","2014-08-27",18.799999
"25","2014-08-28",18.950001
"26","2014-08-29",18.969999
"27","2014-09-02",19.01
"28","2014-09-03",19.139999
"29","2014-09-04",19.139999
"30","2014-09-05",18.879999
"31","2014-09-08",17.969999
"32","2014-09-09",18.959999
"33","2014-09-10",20.200001
"34","2014-09-11",20.110001
"35","2014-09-12",20.379999
"36","2014-09-15",19.959999
"37","2014-09-16",20.41
"38","2014-09-17",20.07
"39","2014-09-18",21.440001
"40","2014-09-19",19.549999
"41","2014-09-22",19.950001
"42","2014-09-23",20.02
"43","2014-09-24",19.9
"44","2014-09-25",20.209999
"45","2014-09-26",21.76
"46","2014-09-29",21.23
"47","2014-09-30",20.950001
"48","2014-10-01",20.9
"49","2014-10-02",20.73
"50","2014-10-03",20.780001
"51","2014-10-06",20.35
"52","2014-10-07",20.02
"53","2014-10-08",20.129999
"54","2014-10-09",19.799999
"55","2014-10-10",19.790001
"56","2014-10-13",20.1
"57","2014-10-14",20.120001
"58","2014-10-15",20.299999
"59","2014-10-16",21.43
"60","2014-10-17",21.059999
"61","2014-10-20",21.23
"62","2014-10-21",21.68
"63","2014-10-22",21.110001
"64","2014-10-23",22.09
"65","2014-10-24",20.940001
"66","2014-10-27",19.889999
"67","2014-10-28",20.860001
"68","2014-10-29",21.08
"69","2014-10-30",21.129999
"70","2014-10-31",21.84
"71","2014-11-03",21.98
"72","2014-11-04",20.950001
"73","2014-11-05",21.610001
"74","2014-11-06",23.209999
"75","2014-11-07",22.24
"76","2014-11-10",22.219999
"77","2014-11-11",23.360001
"78","2014-11-12",23.719999
"79","2014-11-13",23.190001
"80","2014-11-14",23.219999
"81","2014-11-17",22.440001
"82","2014-11-18",23.389999
"83","2014-11-19",23.129999
"84","2014-11-20",22.75
"85","2014-11-21",23.200001
"86","2014-11-24",23.209999
"87","2014-11-25",22.82
"88","2014-11-26",23.24
"89","2014-11-28",23.51
"90","2014-12-01",23.209999
"91","2014-12-02",21.49
"92","2014-12-03",21.66
"93","2014-12-04",21.25
"94","2014-12-05",21.58
"95","2014-12-08",21.780001
"96","2014-12-09",21.620001
"97","2014-12-10",21.639999
"98","2014-12-11",21.93
"99","2014-12-12",21.629999
"100","2014-12-15",21.389999
"101","2014-12-16",21.209999
"102","2014-12-17",21.83
"103","2014-12-18",22.120001
"104","2014-12-19",22.549999
"105","2014-12-22",22.93
"106","2014-12-23",22.719999
"107","2014-12-24",23
"108","2014-12-26",23.209999
"109","2014-12-29",23.33
"110","2014-12-30",23.09
"111","2014-12-31",22.98
"112","2015-01-02",22.92
"113","2015-01-05",22.4
"114","2015-01-06",22.35
"115","2015-01-07",23.129999
"116","2015-01-08",23.809999
"117","2015-01-09",24.030001
"118","2015-01-12",24.629999
"119","2015-01-13",24.030001
"120","2015-01-14",24.01
"121","2015-01-15",23.9
"122","2015-01-16",23.799999
"123","2015-01-20",23.389999
"124","2015-01-21",24.209999
"125","2015-01-22",24.67
"126","2015-01-23",25.09
"127","2015-01-26",25.58
"128","2015-01-27",24.950001
"129","2015-01-28",24.790001
"130","2015-01-29",25.25
"131","2015-01-30",24.870001
"132","2015-02-02",24.75
"133","2015-02-03",24.799999
"134","2015-02-04",24.540001
"135","2015-02-05",23.98
"136","2015-02-06",24.530001
"137","2015-02-09",24.43
"138","2015-02-10",24.15
"139","2015-02-11",24.610001
"140","2015-02-12",24.67
"141","2015-02-13",25.030001
"142","2015-02-17",24.59
"143","2015-02-18",25.040001
"144","2015-02-19",25.280001
"145","2015-02-20",26.219999
"146","2015-02-23",26.74
"147","2015-02-24",26.799999
"148","2015-02-25",26.540001
"149","2015-02-26",26.85
"150","2015-02-27",27.15
"151","2015-03-02",27.440001
