"","date","WPP"
"1","2007-01-03",67.57
"2","2007-01-04",67.18
"3","2007-01-05",66.760002
"4","2007-01-08",67.220001
"5","2007-01-09",68.620003
"6","2007-01-10",68.959999
"7","2007-01-11",70.709999
"8","2007-01-12",71.660004
"9","2007-01-16",71.849998
"10","2007-01-17",72.849998
"11","2007-01-18",72.18
"12","2007-01-19",72.25
"13","2007-01-22",72.080002
"14","2007-01-23",72.959999
"15","2007-01-24",73.629997
"16","2007-01-25",72.019997
"17","2007-01-26",72.150002
"18","2007-01-29",72.730003
"19","2007-01-30",72.300003
"20","2007-01-31",73.68
"21","2007-02-01",73.540001
"22","2007-02-02",73.209999
"23","2007-02-05",72.540001
"24","2007-02-06",73.019997
"25","2007-02-07",74.220001
"26","2007-02-08",73.760002
"27","2007-02-09",72.860001
"28","2007-02-12",72.550003
"29","2007-02-13",72.93
"30","2007-02-14",73.550003
"31","2007-02-15",74.769997
"32","2007-02-16",74.360001
"33","2007-02-20",74.68
"34","2007-02-21",74.07
"35","2007-02-22",74.949997
"36","2007-02-23",76.370003
"37","2007-02-26",75.940002
"38","2007-02-27",72.860001
"39","2007-02-28",72.529999
"40","2007-03-01",72.709999
"41","2007-03-02",71.889999
"42","2007-03-05",70.239998
"43","2007-03-06",73
"44","2007-03-07",72.830002
"45","2007-03-08",73.839996
"46","2007-03-09",74.410004
"47","2007-03-12",73.589996
"48","2007-03-13",72.459999
"49","2007-03-14",71.949997
"50","2007-03-15",73.279999
"51","2007-03-16",73.150002
"52","2007-03-19",74.309998
"53","2007-03-20",75.669998
"54","2007-03-21",77.93
"55","2007-03-22",76.559998
"56","2007-03-23",77.120003
"57","2007-03-26",77.5
"58","2007-03-27",76.739998
"59","2007-03-28",76.709999
"60","2007-03-29",75.760002
"61","2007-03-30",75.989998
"62","2007-04-02",76.43
"63","2007-04-03",76.75
"64","2007-04-04",76.529999
"65","2007-04-05",76.410004
"66","2007-04-09",76.300003
"67","2007-04-10",76.989998
"68","2007-04-11",76.230003
"69","2007-04-12",76.330002
"70","2007-04-13",76.650002
"71","2007-04-16",78
"72","2007-04-17",78.519997
"73","2007-04-18",78.489998
"74","2007-04-19",77.379997
"75","2007-04-20",77.059998
"76","2007-04-23",76.360001
"77","2007-04-24",75.330002
"78","2007-04-25",75.379997
"79","2007-04-26",74.620003
"80","2007-04-27",74.720001
"81","2007-04-30",74.260002
"82","2007-05-01",75.75
"83","2007-05-02",75.389999
"84","2007-05-03",74.400002
"85","2007-05-04",75.550003
"86","2007-05-07",75.650002
"87","2007-05-08",74.730003
"88","2007-05-09",75.529999
"89","2007-05-10",74.290001
"90","2007-05-11",74.550003
"91","2007-05-14",74.559998
"92","2007-05-15",74.389999
"93","2007-05-16",75.029999
"94","2007-05-17",75.139999
"95","2007-05-18",76.160004
"96","2007-05-21",74.889999
"97","2007-05-22",75.07
"98","2007-05-23",74.410004
"99","2007-05-24",73.989998
"100","2007-05-25",74.790001
"101","2007-05-29",75.089996
"102","2007-05-30",74.580002
"103","2007-05-31",73.839996
"104","2007-06-01",74.93
"105","2007-06-04",75.739998
"106","2007-06-05",74.68
"107","2007-06-06",73.239998
"108","2007-06-07",71.199997
"109","2007-06-08",72.370003
"110","2007-06-11",73.040001
"111","2007-06-12",72.190002
"112","2007-06-13",73.440002
"113","2007-06-14",73.269997
"114","2007-06-15",73.019997
"115","2007-06-18",73.529999
"116","2007-06-19",73.080002
"117","2007-06-20",72.43
"118","2007-06-21",73.059998
"119","2007-06-22",72.43
"120","2007-06-25",73.019997
"121","2007-06-26",73.32
"122","2007-06-27",73.959999
"123","2007-06-28",74.379997
"124","2007-06-29",74.75
"125","2007-07-02",74.339996
"126","2007-07-03",74.959999
"127","2007-07-05",74.660004
"128","2007-07-06",75.25
"129","2007-07-09",75.739998
"130","2007-07-10",74.129997
"131","2007-07-11",75.129997
"132","2007-07-12",76.199997
"133","2007-07-13",75.919998
"134","2007-07-16",76.279999
"135","2007-07-17",75.660004
"136","2007-07-18",75.449997
"137","2007-07-19",75.809998
"138","2007-07-20",75.769997
