"","date","ZIXI"
"1","2007-01-03",1.21
"2","2007-01-04",1.17
"3","2007-01-05",1.15
"4","2007-01-08",1.19
"5","2007-01-09",1.23
"6","2007-01-10",1.36
"7","2007-01-11",1.28
"8","2007-01-12",1.37
"9","2007-01-16",1.46
"10","2007-01-17",1.38
"11","2007-01-18",1.4
"12","2007-01-19",1.38
"13","2007-01-22",1.39
"14","2007-01-23",1.34
"15","2007-01-24",1.33
"16","2007-01-25",1.35
"17","2007-01-26",1.38
"18","2007-01-29",1.39
"19","2007-01-30",1.37
"20","2007-01-31",1.63
"21","2007-02-01",1.74
"22","2007-02-02",1.75
"23","2007-02-05",1.73
"24","2007-02-06",1.6
"25","2007-02-07",1.59
"26","2007-02-08",1.76
"27","2007-02-09",1.8
"28","2007-02-12",1.79
"29","2007-02-13",1.79
"30","2007-02-14",1.75
"31","2007-02-15",1.86
"32","2007-02-16",1.87
"33","2007-02-20",1.83
"34","2007-02-21",1.87
"35","2007-02-22",1.81
"36","2007-02-23",1.81
"37","2007-02-26",1.82
"38","2007-02-27",1.7
"39","2007-02-28",1.7
"40","2007-03-01",1.59
"41","2007-03-02",1.42
"42","2007-03-05",1.42
"43","2007-03-06",1.51
"44","2007-03-07",1.48
"45","2007-03-08",1.59
"46","2007-03-09",1.61
"47","2007-03-12",1.65
"48","2007-03-13",1.56
"49","2007-03-14",1.55
"50","2007-03-15",1.58
"51","2007-03-16",1.61
"52","2007-03-19",1.51
"53","2007-03-20",1.59
"54","2007-03-21",1.71
"55","2007-03-22",1.72
"56","2007-03-23",1.75
"57","2007-03-26",1.75
"58","2007-03-27",1.78
"59","2007-03-28",1.79
"60","2007-03-29",1.77
"61","2007-03-30",1.81
"62","2007-04-02",1.81
"63","2007-04-03",2
"64","2007-04-04",2.04
"65","2007-04-05",2.04
"66","2007-04-09",2.14
"67","2007-04-10",2.11
"68","2007-04-11",2.04
"69","2007-04-12",2.09
"70","2007-04-13",2.07
"71","2007-04-16",2.08
"72","2007-04-17",2.26
"73","2007-04-18",2.22
"74","2007-04-19",2.38
"75","2007-04-20",2.33
"76","2007-04-23",2.31
"77","2007-04-24",2.41
"78","2007-04-25",2.33
"79","2007-04-26",2.31
"80","2007-04-27",2.25
"81","2007-04-30",2.13
"82","2007-05-01",2.09
"83","2007-05-02",2.13
"84","2007-05-03",2.2
"85","2007-05-04",2.17
"86","2007-05-07",2.19
"87","2007-05-08",2.19
"88","2007-05-09",2.09
"89","2007-05-10",1.97
"90","2007-05-11",2.02
"91","2007-05-14",1.92
"92","2007-05-15",1.92
"93","2007-05-16",1.94
"94","2007-05-17",1.97
"95","2007-05-18",1.92
"96","2007-05-21",1.77
"97","2007-05-22",1.67
"98","2007-05-23",1.91
"99","2007-05-24",1.85
"100","2007-05-25",1.78
"101","2007-05-29",1.79
"102","2007-05-30",1.83
"103","2007-05-31",1.84
"104","2007-06-01",1.81
"105","2007-06-04",1.79
"106","2007-06-05",1.76
"107","2007-06-06",1.76
"108","2007-06-07",1.67
"109","2007-06-08",1.71
"110","2007-06-11",1.71
"111","2007-06-12",1.71
"112","2007-06-13",1.7
"113","2007-06-14",1.93
"114","2007-06-15",1.87
"115","2007-06-18",1.84
"116","2007-06-19",1.81
"117","2007-06-20",1.81
"118","2007-06-21",1.79
"119","2007-06-22",1.86
"120","2007-06-25",1.91
"121","2007-06-26",1.94
"122","2007-06-27",1.88
"123","2007-06-28",1.87
"124","2007-06-29",1.85
"125","2007-07-02",1.81
"126","2007-07-03",1.79
"127","2007-07-05",1.83
"128","2007-07-06",1.78
"129","2007-07-09",1.75
"130","2007-07-10",1.95
"131","2007-07-11",2.08
"132","2007-07-12",2.01
"133","2007-07-13",2.04
"134","2007-07-16",2.04
"135","2007-07-17",2.04
"136","2007-07-18",2.04
"137","2007-07-19",2.05
"138","2007-07-20",2.08
"139","2007-07-23",2.1
"140","2007-07-24",1.98
"141","2007-07-25",2.1
"142","2007-07-26",2.07
"143","2007-07-27",2.08
"144","2007-07-30",2.05
"145","2007-07-31",2.12
"146","2007-08-01",2.04
"147","2007-08-02",2.02
"148","2007-08-03",1.96
"149","2007-08-06",1.91
"150","2007-08-07",1.98
"151","2007-08-08",1.9
"152","2007-08-09",1.83
"153","2007-08-10",1.79
"154","2007-08-13",1.85
"155","2007-08-14",1.82
"156","2007-08-15",1.78
"157","2007-08-16",1.73
"158","2007-08-17",1.7
"159","2007-08-20",1.74
"160","2007-08-21",1.7
"161","2007-08-22",1.71
"162","2007-08-23",1.7
"163","2007-08-24",1.75
"164","2007-08-27",1.75
"165","2007-08-28",1.67
"166","2007-08-29",1.77
"167","2007-08-30",1.74
"168","2007-08-31",1.74
"169","2007-09-04",1.75
"170","2007-09-05",1.7
"171","2007-09-06",1.66
"172","2007-09-07",1.7
"173","2007-09-10",1.65
"174","2007-09-11",1.61
"175","2007-09-12",1.6
"176","2007-09-13",1.56
"177","2007-09-14",1.59
"178","2007-09-17",1.59
"179","2007-09-18",1.64
"180","2007-09-19",1.68
"181","2007-09-20",1.7
"182","2007-09-21",1.9
"183","2007-09-24",1.99
"184","2007-09-25",1.94
"185","2007-09-26",1.9
"186","2007-09-27",1.97
"187","2007-09-28",1.92
"188","2007-10-01",1.9
"189","2007-10-02",1.99
"190","2007-10-03",2.11
"191","2007-10-04",2.27
"192","2007-10-05",2.34
"193","2007-10-08",2.47
"194","2007-10-09",2.69
"195","2007-10-10",2.99
"196","2007-10-11",2.69
"197","2007-10-12",2.65
"198","2007-10-15",2.85
"199","2007-10-16",2.75
"200","2007-10-17",2.82
"201","2007-10-18",2.92
"202","2007-10-19",2.85
"203","2007-10-22",2.79
"204","2007-10-23",2.83
"205","2007-10-24",3
"206","2007-10-25",3.15
"207","2007-10-26",3.53
"208","2007-10-29",4.04
"209","2007-10-30",3.83
"210","2007-10-31",3.63
"211","2007-11-01",3.3
"212","2007-11-02",3.22
"213","2007-11-05",3.36
"214","2007-11-06",3.48
"215","2007-11-07",3.35
"216","2007-11-08",3.36
"217","2007-11-09",2.8
"218","2007-11-12",2.88
"219","2007-11-13",3.08
"220","2007-11-14",3.11
"221","2007-11-15",3.17
"222","2007-11-16",3.6
"223","2007-11-19",3.58
"224","2007-11-20",3.75
"225","2007-11-21",3.83
"226","2007-11-23",3.85
"227","2007-11-26",3.97
"228","2007-11-27",3.83
"229","2007-11-28",3.86
"230","2007-11-29",3.81
"231","2007-11-30",3.9
"232","2007-12-03",4.18
"233","2007-12-04",4.49
"234","2007-12-05",4.51
"235","2007-12-06",4.88
"236","2007-12-07",5.65
"237","2007-12-10",5.65
"238","2007-12-11",4.87
"239","2007-12-12",5.15
"240","2007-12-13",4.92
"241","2007-12-14",5.09
"242","2007-12-17",4.87
"243","2007-12-18",4.5
"244","2007-12-19",4.5
"245","2007-12-20",4.87
"246","2007-12-21",5.06
"247","2007-12-24",5.18
"248","2007-12-26",5.1
"249","2007-12-27",4.85
"250","2007-12-28",4.87
"251","2007-12-31",4.6
"252","2008-01-02",4.4
"253","2008-01-03",4.38
"254","2008-01-04",4.17
"255","2008-01-07",3.72
"256","2008-01-08",3.71
"257","2008-01-09",3.38
"258","2008-01-10",3.6
"259","2008-01-11",3.45
"260","2008-01-14",3.46
"261","2008-01-15",3.24
"262","2008-01-16",3.23
"263","2008-01-17",2.97
"264","2008-01-18",3.02
"265","2008-01-22",2.9
"266","2008-01-23",3.13
"267","2008-01-24",3.26
"268","2008-01-25",3.46
"269","2008-01-28",3.37
"270","2008-01-29",3.57
"271","2008-01-30",3.57
"272","2008-01-31",3.56
"273","2008-02-01",3.7
"274","2008-02-04",3.72
"275","2008-02-05",3.63
"276","2008-02-06",3.53
"277","2008-02-07",3.76
"278","2008-02-08",3.81
"279","2008-02-11",4.07
"280","2008-02-12",4.24
"281","2008-02-13",4.4
"282","2008-02-14",4.19
"283","2008-02-15",4.03
"284","2008-02-19",4.05
"285","2008-02-20",4.3
"286","2008-02-21",4.6
"287","2008-02-22",4.39
"288","2008-02-25",4.27
"289","2008-02-26",4.04
"290","2008-02-27",4.15
"291","2008-02-28",4.03
"292","2008-02-29",3.92
"293","2008-03-03",3.77
"294","2008-03-04",3.77
"295","2008-03-05",3.85
"296","2008-03-06",4.04
"297","2008-03-07",3.96
"298","2008-03-10",3.72
"299","2008-03-11",3.8
"300","2008-03-12",3.95
"301","2008-03-13",4.15
"302","2008-03-14",4.05
"303","2008-03-17",4.01
"304","2008-03-18",4.17
"305","2008-03-19",4.02
"306","2008-03-20",3.99
"307","2008-03-24",3.9
"308","2008-03-25",3.94
"309","2008-03-26",3.88
"310","2008-03-27",3.76
"311","2008-03-28",3.85
"312","2008-03-31",3.87
"313","2008-04-01",3.86
"314","2008-04-02",3.97
"315","2008-04-03",3.98
"316","2008-04-04",4.03
"317","2008-04-07",3.83
"318","2008-04-08",3.82
"319","2008-04-09",3.6
"320","2008-04-10",3.65
"321","2008-04-11",3.56
"322","2008-04-14",3.65
"323","2008-04-15",3.67
"324","2008-04-16",3.7
"325","2008-04-17",3.72
"326","2008-04-18",3.81
"327","2008-04-21",3.73
"328","2008-04-22",3.7
"329","2008-04-23",3.71
"330","2008-04-24",3.84
"331","2008-04-25",3.85
"332","2008-04-28",3.81
"333","2008-04-29",3.8
"334","2008-04-30",3.8
"335","2008-05-01",3.79
"336","2008-05-02",3.3
"337","2008-05-05",2.96
"338","2008-05-06",2.85
"339","2008-05-07",2.72
"340","2008-05-08",2.7
"341","2008-05-09",2.61
"342","2008-05-12",2.86
"343","2008-05-13",2.79
"344","2008-05-14",2.9
"345","2008-05-15",2.93
"346","2008-05-16",3
"347","2008-05-19",2.95
"348","2008-05-20",2.91
"349","2008-05-21",2.83
"350","2008-05-22",2.76
"351","2008-05-23",2.78
"352","2008-05-27",2.71
"353","2008-05-28",2.68
"354","2008-05-29",2.61
"355","2008-05-30",2.58
"356","2008-06-02",2.52
"357","2008-06-03",2.82
"358","2008-06-04",3.24
"359","2008-06-05",3.54
"360","2008-06-06",3.36
"361","2008-06-09",3.21
"362","2008-06-10",3.21
"363","2008-06-11",3.3
"364","2008-06-12",3.39
"365","2008-06-13",3.43
"366","2008-06-16",3.54
"367","2008-06-17",3.43
"368","2008-06-18",3.35
"369","2008-06-19",3.33
"370","2008-06-20",3.27
"371","2008-06-23",3.24
"372","2008-06-24",3.07
"373","2008-06-25",2.95
"374","2008-06-26",2.87
"375","2008-06-27",2.87
"376","2008-06-30",2.78
"377","2008-07-01",3.08
"378","2008-07-02",2.9
"379","2008-07-03",2.8
"380","2008-07-07",2.78
"381","2008-07-08",2.91
"382","2008-07-09",2.76
"383","2008-07-10",2.86
"384","2008-07-11",2.8
"385","2008-07-14",2.65
"386","2008-07-15",2.66
"387","2008-07-16",3.43
"388","2008-07-17",3.43
"389","2008-07-18",3.59
"390","2008-07-21",3.58
"391","2008-07-22",3.42
"392","2008-07-23",3.24
"393","2008-07-24",3.14
"394","2008-07-25",3.22
"395","2008-07-28",3.19
"396","2008-07-29",3.19
"397","2008-07-30",2.95
"398","2008-07-31",2.78
"399","2008-08-01",2.72
"400","2008-08-04",2.87
"401","2008-08-05",2.82
"402","2008-08-06",2.86
"403","2008-08-07",2.79
"404","2008-08-08",2.81
"405","2008-08-11",2.95
"406","2008-08-12",2.88
"407","2008-08-13",2.9
"408","2008-08-14",2.84
"409","2008-08-15",2.8
"410","2008-08-18",2.8
"411","2008-08-19",2.79
"412","2008-08-20",2.78
"413","2008-08-21",2.8
"414","2008-08-22",2.84
"415","2008-08-25",2.81
"416","2008-08-26",2.79
"417","2008-08-27",2.83
"418","2008-08-28",2.81
"419","2008-08-29",2.78
"420","2008-09-02",2.79
"421","2008-09-03",2.82
"422","2008-09-04",2.76
"423","2008-09-05",2.7
"424","2008-09-08",2.56
"425","2008-09-09",2.34
"426","2008-09-10",2.33
"427","2008-09-11",2.2
"428","2008-09-12",2.22
"429","2008-09-15",2.12
"430","2008-09-16",1.9
"431","2008-09-17",1.85
"432","2008-09-18",2.09
"433","2008-09-19",2.63
"434","2008-09-22",2.17
"435","2008-09-23",2.26
"436","2008-09-24",2.22
"437","2008-09-25",2.35
"438","2008-09-26",2.37
"439","2008-09-29",2.12
"440","2008-09-30",2.26
"441","2008-10-01",2.22
"442","2008-10-02",2.09
"443","2008-10-03",2.04
"444","2008-10-06",1.82
"445","2008-10-07",1.75
"446","2008-10-08",1.62
"447","2008-10-09",1.53
"448","2008-10-10",1.54
"449","2008-10-13",1.95
"450","2008-10-14",1.9
"451","2008-10-15",1.75
"452","2008-10-16",1.7
"453","2008-10-17",1.86
"454","2008-10-20",1.8
"455","2008-10-21",1.93
"456","2008-10-22",1.73
