"","date","KALU"
"1","2007-01-03",58.490002
"2","2007-01-04",58.68
"3","2007-01-05",58.150002
"4","2007-01-08",57.599998
"5","2007-01-09",58.150002
"6","2007-01-10",58.509998
"7","2007-01-11",59.25
"8","2007-01-12",60.150002
"9","2007-01-16",60
"10","2007-01-17",59.75
"11","2007-01-18",60.470001
"12","2007-01-19",60.5
"13","2007-01-22",58.470001
"14","2007-01-23",61.189999
"15","2007-01-24",63.93
"16","2007-01-25",62.57
"17","2007-01-26",63.939999
"18","2007-01-29",64.559998
"19","2007-01-30",65.279999
"20","2007-01-31",66.459999
"21","2007-02-01",67.57
"22","2007-02-02",66.919998
"23","2007-02-05",67.559998
"24","2007-02-06",70.080002
"25","2007-02-07",70.5
"26","2007-02-08",70.07
"27","2007-02-09",71
"28","2007-02-12",74.120003
"29","2007-02-13",75.650002
"30","2007-02-14",75.029999
"31","2007-02-15",73.709999
"32","2007-02-16",72.669998
"33","2007-02-20",72.739998
"34","2007-02-21",71.949997
"35","2007-02-22",72.199997
"36","2007-02-23",72.650002
"37","2007-02-26",72.529999
"38","2007-02-27",67.330002
"39","2007-02-28",67.68
"40","2007-03-01",70.440002
"41","2007-03-02",68.010002
"42","2007-03-05",67.019997
"43","2007-03-06",69.589996
"44","2007-03-07",69.970001
"45","2007-03-08",70.400002
"46","2007-03-09",70.5
"47","2007-03-12",72.010002
"48","2007-03-13",69.230003
"49","2007-03-14",71.779999
"50","2007-03-15",72.309998
"51","2007-03-16",72.370003
"52","2007-03-19",72.900002
"53","2007-03-20",72
"54","2007-03-21",72.25
"55","2007-03-22",72.760002
"56","2007-03-23",74.639999
"57","2007-03-26",75.790001
"58","2007-03-27",75.080002
"59","2007-03-28",76.199997
"60","2007-03-29",76.5
"61","2007-03-30",78
"62","2007-04-02",79.449997
"63","2007-04-03",80.010002
"64","2007-04-04",79.959999
"65","2007-04-05",79.629997
"66","2007-04-09",79.489998
"67","2007-04-10",79.959999
"68","2007-04-11",79.93
"69","2007-04-12",78.93
"70","2007-04-13",79.699997
"71","2007-04-16",79.099998
"72","2007-04-17",77.900002
"73","2007-04-18",77.610001
"74","2007-04-19",76.910004
"75","2007-04-20",80.269997
"76","2007-04-23",80
"77","2007-04-24",79.220001
"78","2007-04-25",81
"79","2007-04-26",81.440002
"80","2007-04-27",80.599998
"81","2007-04-30",78.599998
"82","2007-05-01",78.5
"83","2007-05-02",80.150002
"84","2007-05-03",81
"85","2007-05-04",81.75
"86","2007-05-07",84.050003
"87","2007-05-08",85.07
"88","2007-05-09",85.379997
"89","2007-05-10",85.949997
"90","2007-05-11",88.68
"91","2007-05-14",87.949997
"92","2007-05-15",79.519997
"93","2007-05-16",76.150002
"94","2007-05-17",77.32
"95","2007-05-18",76.620003
"96","2007-05-21",75.230003
"97","2007-05-22",74.260002
"98","2007-05-23",74.879997
"99","2007-05-24",72.330002
"100","2007-05-25",73
"101","2007-05-29",74.709999
"102","2007-05-30",75.18
"103","2007-05-31",76.25
"104","2007-06-01",74.879997
"105","2007-06-04",76
"106","2007-06-05",75.300003
"107","2007-06-06",74.110001
"108","2007-06-07",73.720001
"109","2007-06-08",73.949997
"110","2007-06-11",74.290001
"111","2007-06-12",73.080002
"112","2007-06-13",74
"113","2007-06-14",75.029999
"114","2007-06-15",75.25
"115","2007-06-18",75.099998
"116","2007-06-19",79.830002
"117","2007-06-20",79.449997
"118","2007-06-21",76.93
"119","2007-06-22",75.260002
"120","2007-06-25",75.68
"121","2007-06-26",72.989998
"122","2007-06-27",74.580002
"123","2007-06-28",73.190002
"124","2007-06-29",72.879997
"125","2007-07-02",75.599998
"126","2007-07-03",76.349998
"127","2007-07-05",77.480003
"128","2007-07-06",78
"129","2007-07-09",77.610001
"130","2007-07-10",76.440002
"131","2007-07-11",77.400002
"132","2007-07-12",76.910004
"133","2007-07-13",78.260002
"134","2007-07-16",75.800003
"135","2007-07-17",75.32
"136","2007-07-18",75.849998
"137","2007-07-19",76.550003
"138","2007-07-20",76.339996
"139","2007-07-23",76.160004
"140","2007-07-24",74.739998
"141","2007-07-25",73.449997
"142","2007-07-26",68.040001
"143","2007-07-27",67.989998
"144","2007-07-30",67.580002
"145","2007-07-31",67.510002
"146","2007-08-01",65.010002
"147","2007-08-02",63.98
"148","2007-08-03",60.34
"149","2007-08-06",60.540001
"150","2007-08-07",60.599998
"151","2007-08-08",62.200001
"152","2007-08-09",57.970001
"153","2007-08-10",57.880001
"154","2007-08-13",58.639999
"155","2007-08-14",62.689999
"156","2007-08-15",63.599998
"157","2007-08-16",62.610001
"158","2007-08-17",62.82
"159","2007-08-20",62.209999
"160","2007-08-21",61
"161","2007-08-22",62.529999
"162","2007-08-23",63.779999
"163","2007-08-24",67.559998
"164","2007-08-27",66.970001
"165","2007-08-28",64.68
"166","2007-08-29",67.239998
"167","2007-08-30",66.459999
"168","2007-08-31",67.919998
"169","2007-09-04",69.129997
"170","2007-09-05",69.459999
"171","2007-09-06",69.220001
"172","2007-09-07",66.18
"173","2007-09-10",65.730003
"174","2007-09-11",66.629997
"175","2007-09-12",67.309998
"176","2007-09-13",67.699997
"177","2007-09-14",68.82
"178","2007-09-17",66.93
"179","2007-09-18",69.720001
"180","2007-09-19",71.870003
"181","2007-09-20",72.129997
"182","2007-09-21",73.120003
"183","2007-09-24",71.940002
"184","2007-09-25",71.790001
"185","2007-09-26",71.339996
"186","2007-09-27",72.07
"187","2007-09-28",70.57
"188","2007-10-01",70.949997
"189","2007-10-02",71.959999
"190","2007-10-03",76.889999
"191","2007-10-04",75.980003
"192","2007-10-05",77.260002
"193","2007-10-08",75.489998
"194","2007-10-09",76.889999
"195","2007-10-10",75.970001
"196","2007-10-11",74.169998
"197","2007-10-12",75.699997
"198","2007-10-15",76.470001
"199","2007-10-16",74.5
"200","2007-10-17",75.910004
"201","2007-10-18",76
"202","2007-10-19",73.709999
"203","2007-10-22",73.709999
"204","2007-10-23",75.699997
"205","2007-10-24",75.080002
"206","2007-10-25",75.459999
"207","2007-10-26",75.779999
"208","2007-10-29",76.029999
"209","2007-10-30",74.160004
"210","2007-10-31",75.779999
"211","2007-11-01",72.889999
"212","2007-11-02",72.860001
"213","2007-11-05",71.690002
"214","2007-11-06",72.650002
"215","2007-11-07",69.400002
"216","2007-11-08",69.800003
"217","2007-11-09",67.959999
"218","2007-11-12",66.269997
"219","2007-11-13",69.650002
"220","2007-11-14",71.75
"221","2007-11-15",70.290001
"222","2007-11-16",70.660004
"223","2007-11-19",68.690002
"224","2007-11-20",69.150002
"225","2007-11-21",69.449997
"226","2007-11-23",70.959999
"227","2007-11-26",69.550003
"228","2007-11-27",68.279999
"229","2007-11-28",70.57
"230","2007-11-29",70.690002
"231","2007-11-30",71.139999
"232","2007-12-03",70.949997
"233","2007-12-04",71
"234","2007-12-05",71.339996
"235","2007-12-06",73.139999
"236","2007-12-07",73.279999
"237","2007-12-10",73.279999
"238","2007-12-11",72.800003
"239","2007-12-12",73.739998
"240","2007-12-13",74.5
"241","2007-12-14",74.150002
"242","2007-12-17",73.779999
"243","2007-12-18",74.739998
"244","2007-12-19",74.980003
"245","2007-12-20",76.889999
"246","2007-12-21",78.769997
"247","2007-12-24",80.199997
"248","2007-12-26",80.580002
"249","2007-12-27",78
"250","2007-12-28",79.290001
"251","2007-12-31",79.480003
"252","2008-01-02",77.879997
"253","2008-01-03",76.830002
"254","2008-01-04",74.699997
"255","2008-01-07",73
"256","2008-01-08",70.25
"257","2008-01-09",69.239998
"258","2008-01-10",71.870003
"259","2008-01-11",70.720001
"260","2008-01-14",70.339996
"261","2008-01-15",67.120003
"262","2008-01-16",66.290001
"263","2008-01-17",62.939999
"264","2008-01-18",62.799999
"265","2008-01-22",61.119999
"266","2008-01-23",60.919998
"267","2008-01-24",62.810001
"268","2008-01-25",61.799999
"269","2008-01-28",63.459999
"270","2008-01-29",63.450001
"271","2008-01-30",63
"272","2008-01-31",63.959999
"273","2008-02-01",65.779999
"274","2008-02-04",66.089996
"275","2008-02-05",64.290001
"276","2008-02-06",63.950001
"277","2008-02-07",63.310001
"278","2008-02-08",63.98
"279","2008-02-11",64.139999
"280","2008-02-12",64.139999
"281","2008-02-13",66.82
"282","2008-02-14",67.43
"283","2008-02-15",68.540001
"284","2008-02-19",71.970001
"285","2008-02-20",74.82
"286","2008-02-21",71.989998
"287","2008-02-22",73.300003
"288","2008-02-25",75.559998
"289","2008-02-26",76.959999
"290","2008-02-27",77.669998
"291","2008-02-28",77.370003
"292","2008-02-29",73.349998
"293","2008-03-03",74.82
"294","2008-03-04",75.790001
"295","2008-03-05",75.970001
"296","2008-03-06",75.5
"297","2008-03-07",73.110001
"298","2008-03-10",70.400002
"299","2008-03-11",73.550003
"300","2008-03-12",73.57
"301","2008-03-13",75.080002
"302","2008-03-14",71.699997
"303","2008-03-17",70.32
"304","2008-03-18",73.290001
"305","2008-03-19",68.870003
"306","2008-03-20",68.330002
"307","2008-03-24",69.959999
"308","2008-03-25",70.120003
"309","2008-03-26",69.709999
"310","2008-03-27",69.389999
"311","2008-03-28",69.279999
"312","2008-03-31",69.300003
"313","2008-04-01",70.07
"314","2008-04-02",68.919998
"315","2008-04-03",69.779999
"316","2008-04-04",71.5
"317","2008-04-07",71.449997
"318","2008-04-08",71.620003
"319","2008-04-09",71.120003
"320","2008-04-10",70.739998
"321","2008-04-11",68.620003
"322","2008-04-14",67.019997
"323","2008-04-15",67.68
"324","2008-04-16",69.339996
"325","2008-04-17",69.32
"326","2008-04-18",69.669998
"327","2008-04-21",69.580002
"328","2008-04-22",69.169998
"329","2008-04-23",68.400002
"330","2008-04-24",67.339996
"331","2008-04-25",67.730003
"332","2008-04-28",68.349998
"333","2008-04-29",68.040001
"334","2008-04-30",68.629997
"335","2008-05-01",68.07
"336","2008-05-02",67.769997
"337","2008-05-05",69.18
"338","2008-05-06",70.870003
"339","2008-05-07",73.940002
"340","2008-05-08",66.089996
"341","2008-05-09",67.010002
"342","2008-05-12",66
"343","2008-05-13",64.32
"344","2008-05-14",64.559998
"345","2008-05-15",64.669998
"346","2008-05-16",65.010002
"347","2008-05-19",64.769997
"348","2008-05-20",64.650002
"349","2008-05-21",63.790001
"350","2008-05-22",63
"351","2008-05-23",63.009998
"352","2008-05-27",63.240002
"353","2008-05-28",65
"354","2008-05-29",64
"355","2008-05-30",64.150002
"356","2008-06-02",64.290001
"357","2008-06-03",63.259998
"358","2008-06-04",63.009998
"359","2008-06-05",65.330002
"360","2008-06-06",64.099998
"361","2008-06-09",64.230003
"362","2008-06-10",66.940002
"363","2008-06-11",64.029999
"364","2008-06-12",62.43
"365","2008-06-13",63.290001
"366","2008-06-16",62.549999
"367","2008-06-17",62.25
"368","2008-06-18",61.07
"369","2008-06-19",61.400002
"370","2008-06-20",60.599998
"371","2008-06-23",60.150002
"372","2008-06-24",58.560001
"373","2008-06-25",57.990002
"374","2008-06-26",56.23
"375","2008-06-27",54.959999
"376","2008-06-30",53.529999
"377","2008-07-01",52.720001
"378","2008-07-02",49.360001
"379","2008-07-03",49.419998
"380","2008-07-07",50.209999
"381","2008-07-08",50.740002
"382","2008-07-09",49.049999
"383","2008-07-10",48.93
"384","2008-07-11",47.880001
"385","2008-07-14",48.700001
"386","2008-07-15",48.040001
"387","2008-07-16",50.599998
"388","2008-07-17",50.169998
"389","2008-07-18",49.360001
"390","2008-07-21",50.41
"391","2008-07-22",50.009998
"392","2008-07-23",51.93
"393","2008-07-24",50.299999
"394","2008-07-25",51.290001
"395","2008-07-28",52.25
"396","2008-07-29",53.689999
"397","2008-07-30",53.959999
"398","2008-07-31",52.75
"399","2008-08-01",51.740002
"400","2008-08-04",49.919998
"401","2008-08-05",50.130001
"402","2008-08-06",50.619999
"403","2008-08-07",43.549999
"404","2008-08-08",45.029999
"405","2008-08-11",46.599998
"406","2008-08-12",47.43
"407","2008-08-13",48.389999
"408","2008-08-14",49.049999
"409","2008-08-15",50.07
"410","2008-08-18",50.32
"411","2008-08-19",50.669998
"412","2008-08-20",51.77
"413","2008-08-21",52
"414","2008-08-22",52.599998
"415","2008-08-25",52.380001
"416","2008-08-26",52.759998
"417","2008-08-27",54.02
"418","2008-08-28",55.099998
"419","2008-08-29",54.060001
"420","2008-09-02",51.75
"421","2008-09-03",51.139999
"422","2008-09-04",49.450001
"423","2008-09-05",49.75
"424","2008-09-08",49.759998
"425","2008-09-09",48.889999
"426","2008-09-10",48.709999
"427","2008-09-11",48.959999
"428","2008-09-12",50.639999
"429","2008-09-15",48.310001
"430","2008-09-16",50.630001
"431","2008-09-17",47.889999
"432","2008-09-18",48.57
"433","2008-09-19",49.66
"434","2008-09-22",47.93
"435","2008-09-23",46.209999
"436","2008-09-24",46.16
"437","2008-09-25",46.290001
"438","2008-09-26",45.959999
"439","2008-09-29",42.740002
"440","2008-09-30",42.950001
"441","2008-10-01",42.049999
"442","2008-10-02",39.869999
"443","2008-10-03",38.470001
"444","2008-10-06",36.259998
"445","2008-10-07",34.009998
"446","2008-10-08",33.759998
"447","2008-10-09",30.129999
"448","2008-10-10",29.59
"449","2008-10-13",34.98
"450","2008-10-14",32.279999
"451","2008-10-15",25.98
"452","2008-10-16",25.950001
"453","2008-10-17",24.440001
"454","2008-10-20",26.66
"455","2008-10-21",27.74
"456","2008-10-22",25.719999
"457","2008-10-23",24.719999
"458","2008-10-24",24.27
"459","2008-10-27",24.26
"460","2008-10-28",27.09
"461","2008-10-29",29.5
"462","2008-10-30",31.700001
"463","2008-10-31",33.560001
"464","2008-11-03",35.299999
"465","2008-11-04",36.68
"466","2008-11-05",34.73
"467","2008-11-06",30.940001
"468","2008-11-07",31.25
"469","2008-11-10",31.110001
"470","2008-11-11",29.25
"471","2008-11-12",25.77
"472","2008-11-13",27.82
"473","2008-11-14",25.360001
"474","2008-11-17",23.969999
"475","2008-11-18",22.540001
"476","2008-11-19",18.790001
"477","2008-11-20",15.52
"478","2008-11-21",15.96
"479","2008-11-24",17.52
"480","2008-11-25",18.83
"481","2008-11-26",20.92
"482","2008-11-28",21.110001
"483","2008-12-01",18.780001
"484","2008-12-02",19.870001
"485","2008-12-03",19.530001
"486","2008-12-04",18.280001
"487","2008-12-05",18.68
"488","2008-12-08",20.879999
"489","2008-12-09",21.129999
"490","2008-12-10",22.809999
"491","2008-12-11",21.860001
"492","2008-12-12",22.549999
"493","2008-12-15",21.870001
"494","2008-12-16",23.030001
"495","2008-12-17",23.219999
"496","2008-12-18",21.360001
"497","2008-12-19",21.65
"498","2008-12-22",20.16
"499","2008-12-23",20.34
"500","2008-12-24",20.5
"501","2008-12-26",20.110001
"502","2008-12-29",19.879999
"503","2008-12-30",21.35
"504","2008-12-31",22.52
"505","2009-01-02",23.5
"506","2009-01-05",23.09
"507","2009-01-06",24.299999
"508","2009-01-07",23.57
"509","2009-01-08",22.99
"510","2009-01-09",22.32
"511","2009-01-12",22.76
"512","2009-01-13",24.07
"513","2009-01-14",23.6
"514","2009-01-15",24.610001
"515","2009-01-16",24.15
"516","2009-01-20",22.26
"517","2009-01-21",24.73
"518","2009-01-22",23.09
"519","2009-01-23",24.92
"520","2009-01-26",25.969999
"521","2009-01-27",26.709999
"522","2009-01-28",27.1
"523","2009-01-29",26.17
"524","2009-01-30",24.84
"525","2009-02-02",24.610001
"526","2009-02-03",25.02
"527","2009-02-04",25.51
"528","2009-02-05",26.780001
"529","2009-02-06",27.950001
"530","2009-02-09",27.790001
"531","2009-02-10",25.98
"532","2009-02-11",26.280001
"533","2009-02-12",26.559999
"534","2009-02-13",26.459999
"535","2009-02-17",23.9
"536","2009-02-18",23.07
"537","2009-02-19",22.41
"538","2009-02-20",22.51
"539","2009-02-23",21.42
"540","2009-02-24",22.85
"541","2009-02-25",22.209999
"542","2009-02-26",21.780001
"543","2009-02-27",22.040001
"544","2009-03-02",19.41
"545","2009-03-03",19.18
"546","2009-03-04",19.76
"547","2009-03-05",16.74
"548","2009-03-06",16.700001
"549","2009-03-09",17.719999
"550","2009-03-10",19.280001
"551","2009-03-11",18.76
"552","2009-03-12",18.040001
"553","2009-03-13",18.209999
"554","2009-03-16",18.870001
"555","2009-03-17",18.24
"556","2009-03-18",18.91
"557","2009-03-19",20.25
"558","2009-03-20",20.74
"559","2009-03-23",22.27
"560","2009-03-24",21.49
"561","2009-03-25",22.709999
"562","2009-03-26",24.629999
"563","2009-03-27",24.559999
"564","2009-03-30",22.620001
"565","2009-03-31",23.120001
"566","2009-04-01",25.360001
"567","2009-04-02",27.190001
"568","2009-04-03",27.4
"569","2009-04-06",26.41
"570","2009-04-07",25.15
"571","2009-04-08",26.219999
"572","2009-04-09",28.08
"573","2009-04-13",29.49
"574","2009-04-14",29.110001
"575","2009-04-15",29.290001
"576","2009-04-16",29.950001
"577","2009-04-17",29.82
"578","2009-04-20",27.299999
"579","2009-04-21",28.940001
"580","2009-04-22",29.18
"581","2009-04-23",28.82
"582","2009-04-24",29.809999
"583","2009-04-27",28.76
"584","2009-04-28",28.450001
"585","2009-04-29",29.5
"586","2009-04-30",29.540001
"587","2009-05-01",30.1
"588","2009-05-04",31.440001
"589","2009-05-05",32.349998
"590","2009-05-06",32.98
"591","2009-05-07",30.700001
"592","2009-05-08",31.780001
"593","2009-05-11",30.93
"594","2009-05-12",30.780001
"595","2009-05-13",29.030001
"596","2009-05-14",30.110001
"597","2009-05-15",29.85
"598","2009-05-18",31.620001
"599","2009-05-19",32
"600","2009-05-20",32.099998
"601","2009-05-21",29.190001
"602","2009-05-22",29.27
"603","2009-05-26",31.57
"604","2009-05-27",30.700001
"605","2009-05-28",30.139999
"606","2009-05-29",31.07
"607","2009-06-01",33.240002
"608","2009-06-02",34.470001
"609","2009-06-03",33.709999
"610","2009-06-04",35.610001
"611","2009-06-05",35.700001
"612","2009-06-08",34.66
"613","2009-06-09",35.389999
"614","2009-06-10",36.599998
"615","2009-06-11",36.75
"616","2009-06-12",35.939999
"617","2009-06-15",33.950001
"618","2009-06-16",33.610001
"619","2009-06-17",34.119999
"620","2009-06-18",34.91
"621","2009-06-19",35.240002
"622","2009-06-22",34.299999
"623","2009-06-23",34.290001
"624","2009-06-24",35.34
"625","2009-06-25",35.98
"626","2009-06-26",36.5
"627","2009-06-29",35.93
"628","2009-06-30",35.91
"629","2009-07-01",35.889999
"630","2009-07-02",34.59
"631","2009-07-06",31.51
"632","2009-07-07",30.950001
"633","2009-07-08",30.76
"634","2009-07-09",31.08
"635","2009-07-10",30.799999
"636","2009-07-13",31.690001
"637","2009-07-14",31.33
"638","2009-07-15",33.419998
"639","2009-07-16",34.669998
"640","2009-07-17",35.25
"641","2009-07-20",36.040001
"642","2009-07-21",36.200001
"643","2009-07-22",36.279999
"644","2009-07-23",36.349998
"645","2009-07-24",33.549999
"646","2009-07-27",33.57
"647","2009-07-28",32.66
"648","2009-07-29",32.360001
"649","2009-07-30",33.209999
"650","2009-07-31",33.060001
"651","2009-08-03",33.889999
"652","2009-08-04",32.939999
"653","2009-08-05",32.75
"654","2009-08-06",32.48
"655","2009-08-07",33.41
"656","2009-08-10",32.93
"657","2009-08-11",32.18
"658","2009-08-12",33.18
"659","2009-08-13",34.16
"660","2009-08-14",32.389999
"661","2009-08-17",31.66
"662","2009-08-18",32.299999
