"","date","SGU"
"85","2007-05-04",4.01
"86","2007-05-07",4
"87","2007-05-08",4.08
"88","2007-05-09",4.22
"89","2007-05-10",4.49
"90","2007-05-11",4.42
"91","2007-05-14",4.55
"92","2007-05-15",4.5
"93","2007-05-16",4.54
"94","2007-05-17",4.62
"95","2007-05-18",4.7
"96","2007-05-21",4.7
"97","2007-05-22",4.92
"98","2007-05-23",4.72
"99","2007-05-24",4.47
"100","2007-05-25",4.61
"101","2007-05-29",4.83
"102","2007-05-30",4.73
"103","2007-05-31",4.8
"104","2007-06-01",4.83
"105","2007-06-04",4.94
"106","2007-06-05",4.89
"107","2007-06-06",4.8
"108","2007-06-07",4.72
"109","2007-06-08",4.74
"110","2007-06-11",4.85
"111","2007-06-12",4.74
"112","2007-06-13",4.74
"113","2007-06-14",4.71
"114","2007-06-15",4.64
"115","2007-06-18",4.57
"116","2007-06-19",4.55
"117","2007-06-20",4.41
"118","2007-06-21",4.43
"119","2007-06-22",4.43
"120","2007-06-25",4.25
"121","2007-06-26",4.25
"122","2007-06-27",4.45
"123","2007-06-28",4.45
"124","2007-06-29",4.46
"125","2007-07-02",4.52
"126","2007-07-03",4.44
"127","2007-07-05",4.43
"128","2007-07-06",4.3
"129","2007-07-09",4.42
"130","2007-07-10",4.55
"131","2007-07-11",4.65
"132","2007-07-12",4.58
"133","2007-07-13",4.52
"134","2007-07-16",4.62
"135","2007-07-17",4.49
"136","2007-07-18",4.53
"137","2007-07-19",4.47
"138","2007-07-20",4.53
"139","2007-07-23",4.58
"140","2007-07-24",4.35
"141","2007-07-25",4.34
"142","2007-07-26",4.17
"143","2007-07-27",4.05
"144","2007-07-30",4.03
"145","2007-07-31",4.02
"146","2007-08-01",4.04
"147","2007-08-02",4.08
"148","2007-08-03",3.95
"149","2007-08-06",3.99
"150","2007-08-07",3.99
"151","2007-08-08",3.95
"152","2007-08-09",4.1
"153","2007-08-10",4.07
"154","2007-08-13",4.05
"155","2007-08-14",4.03
"156","2007-08-15",4.03
"157","2007-08-16",4.01
"158","2007-08-17",4.06
"159","2007-08-20",4.06
"160","2007-08-21",4.1
"161","2007-08-22",4.15
"162","2007-08-23",4.24
"163","2007-08-24",4.16
"164","2007-08-27",4.2
"165","2007-08-28",4.35
"166","2007-08-29",4.44
"167","2007-08-30",4.58
"168","2007-08-31",4.66
"169","2007-09-04",4.48
"170","2007-09-05",4.59
"171","2007-09-06",4.68
"172","2007-09-07",4.54
"173","2007-09-10",4.6
"174","2007-09-11",4.82
"175","2007-09-12",4.71
"176","2007-09-13",4.79
"177","2007-09-14",4.71
"178","2007-09-17",4.76
"179","2007-09-18",4.88
"180","2007-09-19",4.9
"181","2007-09-20",4.93
"182","2007-09-21",4.95
"183","2007-09-24",4.85
"184","2007-09-25",4.73
"185","2007-09-26",4.72
"186","2007-09-27",4.63
"187","2007-09-28",4.54
"188","2007-10-01",4.63
"189","2007-10-02",4.65
"190","2007-10-03",4.82
"191","2007-10-04",4.67
"192","2007-10-05",4.62
"193","2007-10-08",4.58
"194","2007-10-09",4.6
"195","2007-10-10",4.6
"196","2007-10-11",4.57
"197","2007-10-12",4.65
"198","2007-10-15",4.53
"199","2007-10-16",4.6
"200","2007-10-17",4.49
"201","2007-10-18",4.45
"202","2007-10-19",4.45
"203","2007-10-22",4.35
"204","2007-10-23",4.35
"205","2007-10-24",4.42
"206","2007-10-25",4.37
"207","2007-10-26",4.46
"208","2007-10-29",4.68
"209","2007-10-30",4.48
"210","2007-10-31",4.58
"211","2007-11-01",4.45
"212","2007-11-02",4.37
"213","2007-11-05",4.31
"214","2007-11-06",4.26
"215","2007-11-07",4.12
"216","2007-11-08",4.03
"217","2007-11-09",4.11
"218","2007-11-12",3.91
"219","2007-11-13",3.92
"220","2007-11-14",3.81
"221","2007-11-15",3.83
"222","2007-11-16",3.8
"223","2007-11-19",3.78
"224","2007-11-20",3.79
"225","2007-11-21",3.86
"226","2007-11-23",3.84
"227","2007-11-26",3.71
"228","2007-11-27",3.69
"229","2007-11-28",3.67
"230","2007-11-29",3.66
"231","2007-11-30",3.75
"232","2007-12-03",3.86
"233","2007-12-04",3.83
"234","2007-12-05",3.78
"235","2007-12-06",3.82
"236","2007-12-07",3.97
"237","2007-12-10",3.91
"238","2007-12-11",4
"239","2007-12-12",3.84
"240","2007-12-13",3.85
"241","2007-12-14",3.84
"242","2007-12-17",3.73
"243","2007-12-18",3.66
"244","2007-12-19",3.62
"245","2007-12-20",3.74
"246","2007-12-21",3.78
"247","2007-12-24",3.9
"248","2007-12-26",3.99
"249","2007-12-27",3.94
"250","2007-12-28",3.92
"251","2007-12-31",3.97
"252","2008-01-02",3.88
"253","2008-01-03",3.94
"254","2008-01-04",3.82
"255","2008-01-07",3.52
"256","2008-01-08",3.35
"257","2008-01-09",3.41
"258","2008-01-10",3.4
"259","2008-01-11",3.32
"260","2008-01-14",3.33
"261","2008-01-15",3.3
"262","2008-01-16",3.34
"263","2008-01-17",3.31
"264","2008-01-18",3.32
"265","2008-01-22",3.35
"266","2008-01-23",3.39
"267","2008-01-24",3.33
"268","2008-01-25",3.37
"269","2008-01-28",3.39
"270","2008-01-29",3.34
"271","2008-01-30",3.34
"272","2008-01-31",3.55
"273","2008-02-01",3.56
"274","2008-02-04",3.9
"275","2008-02-05",3.97
"276","2008-02-06",3.9
"277","2008-02-07",3.59
"278","2008-02-08",3.46
"279","2008-02-11",3.23
"280","2008-02-12",3.26
"281","2008-02-13",3.26
"282","2008-02-14",3.33
"283","2008-02-15",3.28
"284","2008-02-19",3.28
"285","2008-02-20",3.26
"286","2008-02-21",3.29
"287","2008-02-22",3.25
"288","2008-02-25",3.31
"289","2008-02-26",3.32
"290","2008-02-27",3.29
"291","2008-02-28",3.24
"292","2008-02-29",3.24
"293","2008-03-03",3.16
"294","2008-03-04",3.02
"295","2008-03-05",2.97
"296","2008-03-06",2.9
"297","2008-03-07",3.06
"298","2008-03-10",2.99
"299","2008-03-11",3.08
"300","2008-03-12",3.11
"301","2008-03-13",3
"302","2008-03-14",3.01
"303","2008-03-17",2.79
"304","2008-03-18",2.84
"305","2008-03-19",2.81
"306","2008-03-20",2.8
"307","2008-03-24",2.94
"308","2008-03-25",3.08
"309","2008-03-26",3.05
"310","2008-03-27",2.85
"311","2008-03-28",2.99
"312","2008-03-31",3
"313","2008-04-01",2.91
"314","2008-04-02",3.03
"315","2008-04-03",2.95
"316","2008-04-04",2.92
"317","2008-04-07",2.94
"318","2008-04-08",2.96
"319","2008-04-09",2.96
"320","2008-04-10",2.82
"321","2008-04-11",2.78
"322","2008-04-14",2.85
"323","2008-04-15",2.92
"324","2008-04-16",2.97
"325","2008-04-17",2.96
"326","2008-04-18",3.03
"327","2008-04-21",3.02
"328","2008-04-22",2.98
"329","2008-04-23",2.95
"330","2008-04-24",2.84
"331","2008-04-25",2.81
"332","2008-04-28",2.86
"333","2008-04-29",2.92
"334","2008-04-30",2.96
"335","2008-05-01",2.98
"336","2008-05-02",3
"337","2008-05-05",2.95
"338","2008-05-06",2.97
"339","2008-05-07",2.93
"340","2008-05-08",3
"341","2008-05-09",2.96
"342","2008-05-12",2.98
"343","2008-05-13",3
"344","2008-05-14",3.12
"345","2008-05-15",3.45
"346","2008-05-16",3.32
"347","2008-05-19",3.23
"348","2008-05-20",3.26
"349","2008-05-21",3.17
"350","2008-05-22",3.17
"351","2008-05-23",3.19
"352","2008-05-27",3.23
"353","2008-05-28",3.21
"354","2008-05-29",3.2
"355","2008-05-30",3.35
"356","2008-06-02",3.16
"357","2008-06-03",3.19
"358","2008-06-04",3.17
"359","2008-06-05",3.18
"360","2008-06-06",3.18
"361","2008-06-09",3.1
"362","2008-06-10",3.05
"363","2008-06-11",3.06
"364","2008-06-12",3.05
"365","2008-06-13",3.05
"366","2008-06-16",3
"367","2008-06-17",2.95
"368","2008-06-18",2.91
"369","2008-06-19",2.85
"370","2008-06-20",2.55
"371","2008-06-23",2.7
"372","2008-06-24",2.83
"373","2008-06-25",2.82
"374","2008-06-26",2.83
"375","2008-06-27",2.76
"376","2008-06-30",2.79
"377","2008-07-01",2.65
"378","2008-07-02",2.5
"379","2008-07-03",2.55
"380","2008-07-07",2.57
"381","2008-07-08",2.47
"382","2008-07-09",2.41
"383","2008-07-10",2.3
"384","2008-07-11",2.33
"385","2008-07-14",2.17
"386","2008-07-15",2.2
"387","2008-07-16",2.23
"388","2008-07-17",2.24
"389","2008-07-18",2.24
"390","2008-07-21",2.25
"391","2008-07-22",2.26
"392","2008-07-23",2.26
"393","2008-07-24",2.13
"394","2008-07-25",2.18
"395","2008-07-28",2.11
"396","2008-07-29",2.2
"397","2008-07-30",2.19
"398","2008-07-31",2.25
"399","2008-08-01",2.05
"400","2008-08-04",2.2
"401","2008-08-05",2.22
"402","2008-08-06",2.45
"403","2008-08-07",2.54
"404","2008-08-08",2.46
"405","2008-08-11",2.63
"406","2008-08-12",2.63
"407","2008-08-13",2.63
"408","2008-08-14",2.58
"409","2008-08-15",2.55
"410","2008-08-18",2.66
"411","2008-08-19",2.69
"412","2008-08-20",2.9
"413","2008-08-21",2.75
"414","2008-08-22",2.78
"415","2008-08-25",2.72
"416","2008-08-26",2.72
"417","2008-08-27",2.75
"418","2008-08-28",2.75
"419","2008-08-29",2.73
"420","2008-09-02",2.89
"421","2008-09-03",2.75
"422","2008-09-04",2.83
"423","2008-09-05",2.77
"424","2008-09-08",2.79
"425","2008-09-09",2.69
"426","2008-09-10",2.57
"427","2008-09-11",2.6
"428","2008-09-12",2.52
"429","2008-09-15",2.49
"430","2008-09-16",2.4
"431","2008-09-17",2.2
"432","2008-09-18",2.24
"433","2008-09-19",2.7
"434","2008-09-22",2.48
"435","2008-09-23",2.42
"436","2008-09-24",2.35
"437","2008-09-25",2.29
"438","2008-09-26",2.24
"439","2008-09-29",2.22
"440","2008-09-30",2.22
"441","2008-10-01",2.23
"442","2008-10-02",2.15
"443","2008-10-03",2.18
"444","2008-10-06",2.1
"445","2008-10-07",1.91
"446","2008-10-08",2.03
"447","2008-10-09",2.05
"448","2008-10-10",1.93
"449","2008-10-13",1.99
"450","2008-10-14",1.85
"451","2008-10-15",1.91
"452","2008-10-16",1.94
"453","2008-10-17",1.92
"454","2008-10-20",2.19
"455","2008-10-21",2.28
"456","2008-10-22",2.08
"457","2008-10-23",2
"458","2008-10-24",2.01
"459","2008-10-27",1.95
"460","2008-10-28",1.88
"461","2008-10-29",1.86
"462","2008-10-30",2.02
"463","2008-10-31",2.22
"464","2008-11-03",2.4
"465","2008-11-04",2.34
"466","2008-11-05",2.25
"467","2008-11-06",2
"468","2008-11-07",2.04
"469","2008-11-10",2.06
"470","2008-11-11",2.05
"471","2008-11-12",2.01
"472","2008-11-13",1.97
"473","2008-11-14",1.97
"474","2008-11-17",1.92
"475","2008-11-18",1.88
"476","2008-11-19",1.89
"477","2008-11-20",1.88
"478","2008-11-21",1.83
"479","2008-11-24",1.86
"480","2008-11-25",1.98
"481","2008-11-26",1.99
"482","2008-11-28",2.02
"483","2008-12-01",1.93
"484","2008-12-02",1.97
"485","2008-12-03",2
"486","2008-12-04",1.96
"487","2008-12-05",1.91
"488","2008-12-08",2.09
"489","2008-12-09",2.05
"490","2008-12-10",2.21
"491","2008-12-11",2.15
"492","2008-12-12",2.34
"493","2008-12-15",2.08
"494","2008-12-16",2.14
"495","2008-12-17",2.13
"496","2008-12-18",2.06
"497","2008-12-19",2.13
"498","2008-12-22",2.1
"499","2008-12-23",2.07
"500","2008-12-24",2.05
"501","2008-12-26",2.09
"502","2008-12-29",2.05
"503","2008-12-30",2.22
"504","2008-12-31",2.39
"505","2009-01-02",2.33
"506","2009-01-05",2.25
"507","2009-01-06",2.4
"508","2009-01-07",2.49
"509","2009-01-08",2.61
"510","2009-01-09",2.5
"511","2009-01-12",2.37
"512","2009-01-13",2.28
"513","2009-01-14",2.29
"514","2009-01-15",2.35
"515","2009-01-16",2.35
"516","2009-01-20",2.32
"517","2009-01-21",2.3
"518","2009-01-22",2.22
"519","2009-01-23",2.43
"520","2009-01-26",2.4
"521","2009-01-27",2.41
"522","2009-01-28",2.38
"523","2009-01-29",2.37
"524","2009-01-30",2.33
"525","2009-02-02",2.31
"526","2009-02-03",2.45
"527","2009-02-04",2.4
"528","2009-02-05",2.52
"529","2009-02-06",2.55
"530","2009-02-09",2.62
"531","2009-02-10",2.65
"532","2009-02-11",2.55
"533","2009-02-12",2.58
"534","2009-02-13",2.62
"535","2009-02-17",2.62
"536","2009-02-18",2.65
"537","2009-02-19",2.6
"538","2009-02-20",2.62
"539","2009-02-23",2.56
"540","2009-02-24",2.55
"541","2009-02-25",2.57
"542","2009-02-26",2.56
"543","2009-02-27",2.59
"544","2009-03-02",2.49
"545","2009-03-03",2.6
"546","2009-03-04",2.61
"547","2009-03-05",2.55
"548","2009-03-06",2.51
"549","2009-03-09",2.56
"550","2009-03-10",2.57
"551","2009-03-11",2.64
"552","2009-03-12",2.64
"553","2009-03-13",2.65
"554","2009-03-16",2.71
"555","2009-03-17",2.65
"556","2009-03-18",2.64
"557","2009-03-19",2.55
"558","2009-03-20",2.6
"559","2009-03-23",2.52
"560","2009-03-24",2.52
"561","2009-03-25",2.6
"562","2009-03-26",2.64
"563","2009-03-27",2.68
"564","2009-03-30",2.59
"565","2009-03-31",2.6
"566","2009-04-01",2.7
"567","2009-04-02",2.8
"568","2009-04-03",2.78
"569","2009-04-06",2.8
"570","2009-04-07",2.76
"571","2009-04-08",2.82
"572","2009-04-09",2.83
"573","2009-04-13",2.89
"574","2009-04-14",3
"575","2009-04-15",3.02
"576","2009-04-16",2.98
"577","2009-04-17",3
"578","2009-04-20",2.92
"579","2009-04-21",2.97
"580","2009-04-22",3.05
"581","2009-04-23",3.09
"582","2009-04-24",3.03
"583","2009-04-27",3.09
"584","2009-04-28",3.01
"585","2009-04-29",3.05
"586","2009-04-30",3.16
"587","2009-05-01",3.29
"588","2009-05-04",3.3
"589","2009-05-05",3.17
"590","2009-05-06",3.13
"591","2009-05-07",3.04
"592","2009-05-08",3.17
"593","2009-05-11",3.14
"594","2009-05-12",3.22
"595","2009-05-13",3.15
"596","2009-05-14",3.34
"597","2009-05-15",3.4
"598","2009-05-18",3.35
"599","2009-05-19",3.49
"600","2009-05-20",3.37
"601","2009-05-21",3.27
"602","2009-05-22",3.49
"603","2009-05-26",3.53
"604","2009-05-27",3.52
"605","2009-05-28",3.51
"606","2009-05-29",3.53
"607","2009-06-01",3.52
"608","2009-06-02",3.52
"609","2009-06-03",3.45
"610","2009-06-04",3.5
"611","2009-06-05",3.51
"612","2009-06-08",3.5
"613","2009-06-09",3.5
"614","2009-06-10",3.41
"615","2009-06-11",3.51
"616","2009-06-12",3.52
"617","2009-06-15",3.51
"618","2009-06-16",3.5
"619","2009-06-17",3.46
"620","2009-06-18",3.5
"621","2009-06-19",3.55
"622","2009-06-22",3.44
"623","2009-06-23",3.4
"624","2009-06-24",3.37
"625","2009-06-25",3.39
"626","2009-06-26",3.62
"627","2009-06-29",3.61
"628","2009-06-30",3.57
"629","2009-07-01",3.63
"630","2009-07-02",3.5
"631","2009-07-06",3.5
"632","2009-07-07",3.47
"633","2009-07-08",3.26
"634","2009-07-09",3.33
"635","2009-07-10",3.37
"636","2009-07-13",3.45
"637","2009-07-14",3.46
"638","2009-07-15",3.42
"639","2009-07-16",3.42
"640","2009-07-17",3.41
"641","2009-07-20",3.39
"642","2009-07-21",3.42
"643","2009-07-22",3.28
"644","2009-07-23",3.38
"645","2009-07-24",3.48
"646","2009-07-27",3.52
"647","2009-07-28",3.51
"648","2009-07-29",3.46
"649","2009-07-30",3.46
"650","2009-07-31",3.51
"651","2009-08-03",3.47
"652","2009-08-04",3.53
"653","2009-08-05",3.46
"654","2009-08-06",3.49
"655","2009-08-07",3.48
"656","2009-08-10",3.39
"657","2009-08-11",3.35
"658","2009-08-12",3.29
"659","2009-08-13",3.39
"660","2009-08-14",3.5
"661","2009-08-17",3.43
"662","2009-08-18",3.5
"663","2009-08-19",3.49
"664","2009-08-20",3.5
"665","2009-08-21",3.48
"666","2009-08-24",3.44
"667","2009-08-25",3.5
"668","2009-08-26",3.5
"669","2009-08-27",3.49
"670","2009-08-28",3.59
"671","2009-08-31",3.7
"672","2009-09-01",3.68
"673","2009-09-02",3.58
"674","2009-09-03",3.54
"675","2009-09-04",3.65
"676","2009-09-08",3.69
"677","2009-09-09",3.68
"678","2009-09-10",3.7
"679","2009-09-11",3.71
"680","2009-09-14",3.67
"681","2009-09-15",3.57
"682","2009-09-16",3.55
"683","2009-09-17",3.41
"684","2009-09-18",3.59
"685","2009-09-21",3.59
"686","2009-09-22",3.57
"687","2009-09-23",3.63
"688","2009-09-24",3.65
"689","2009-09-25",3.63
"690","2009-09-28",3.65
"691","2009-09-29",3.64
"692","2009-09-30",3.63
"693","2009-10-01",3.61
"694","2009-10-02",3.65
"695","2009-10-05",3.55
"696","2009-10-06",3.62
"697","2009-10-07",3.68
"698","2009-10-08",3.66
"699","2009-10-09",3.6
"700","2009-10-12",3.7
"701","2009-10-13",3.7
"702","2009-10-14",3.69
"703","2009-10-15",3.69
"704","2009-10-16",3.8
"705","2009-10-19",3.73
"706","2009-10-20",3.75
"707","2009-10-21",3.75
"708","2009-10-22",3.73
"709","2009-10-23",3.82
"710","2009-10-26",3.8
"711","2009-10-27",3.85
"712","2009-10-28",3.88
"713","2009-10-29",3.91
"714","2009-10-30",3.9
"715","2009-11-02",3.9
"716","2009-11-03",3.89
"717","2009-11-04",3.91
"718","2009-11-05",3.94
"719","2009-11-06",3.85
"720","2009-11-09",3.95
"721","2009-11-10",3.9
"722","2009-11-11",3.9
"723","2009-11-12",3.9
"724","2009-11-13",3.9
"725","2009-11-16",3.95
"726","2009-11-17",3.88
"727","2009-11-18",3.86
"728","2009-11-19",3.95
"729","2009-11-20",3.87
"730","2009-11-23",3.88
"731","2009-11-24",3.87
"732","2009-11-25",3.86
"733","2009-11-27",3.85
"734","2009-11-30",3.88
"735","2009-12-01",3.81
"736","2009-12-02",3.83
"737","2009-12-03",3.74
"738","2009-12-04",3.83
"739","2009-12-07",3.83
"740","2009-12-08",3.8
"741","2009-12-09",3.86
"742","2009-12-10",3.89
"743","2009-12-11",3.85
"744","2009-12-14",3.83
"745","2009-12-15",3.83
"746","2009-12-16",3.8
"747","2009-12-17",3.81
"748","2009-12-18",3.9
"749","2009-12-21",4.12
"750","2009-12-22",4.07
"751","2009-12-23",4.17
"752","2009-12-24",4.14
"753","2009-12-28",4.13
"754","2009-12-29",4.09
"755","2009-12-30",4.11
"756","2009-12-31",4.14
"757","2010-01-04",4.15
"758","2010-01-05",4.1
"759","2010-01-06",4.06
"760","2010-01-07",4.15
"761","2010-01-08",4.14
"762","2010-01-11",4.15
"763","2010-01-12",4.21
"764","2010-01-13",4.19
"765","2010-01-14",4.15
"766","2010-01-15",4.14
"767","2010-01-19",4.32
"768","2010-01-20",4.27
"769","2010-01-21",4.35
"770","2010-01-22",4.32
"771","2010-01-25",4.3
"772","2010-01-26",4.29
"773","2010-01-27",4.25
"774","2010-01-28",4.3
"775","2010-01-29",4.25
"776","2010-02-01",4.19
"777","2010-02-02",4.17
"778","2010-02-03",4.17
"779","2010-02-04",3.98
"780","2010-02-05",4.14
"781","2010-02-08",4.27
"782","2010-02-09",4.23
"783","2010-02-10",4.29
"784","2010-02-11",4.25
"785","2010-02-12",4.25
"786","2010-02-16",4.29
"787","2010-02-17",4.37
"788","2010-02-18",4.44
"789","2010-02-19",4.42
"790","2010-02-22",4.4
"791","2010-02-23",4.3
"792","2010-02-24",4.22
"793","2010-02-25",4.28
"794","2010-02-26",4.28
"795","2010-03-01",4.32
"796","2010-03-02",4.32
"797","2010-03-03",4.31
"798","2010-03-04",4.33
"799","2010-03-05",4.37
"800","2010-03-08",4.37
"801","2010-03-09",4.47
"802","2010-03-10",4.47
"803","2010-03-11",4.4
"804","2010-03-12",4.43
"805","2010-03-15",4.45
"806","2010-03-16",4.45
"807","2010-03-17",4.43
"808","2010-03-18",4.42
"809","2010-03-19",4.3
"810","2010-03-22",4.3
"811","2010-03-23",4.47
"812","2010-03-24",4.51
"813","2010-03-25",4.4
"814","2010-03-26",4.4
"815","2010-03-29",4.36
"816","2010-03-30",4.3
"817","2010-03-31",4.35
"818","2010-04-01",4.36
"819","2010-04-05",4.3
"820","2010-04-06",4.33
"821","2010-04-07",4.3
"822","2010-04-08",4.3
"823","2010-04-09",4.32
"824","2010-04-12",4.25
"825","2010-04-13",4.26
"826","2010-04-14",4.28
"827","2010-04-15",4.33
"828","2010-04-16",4.28
"829","2010-04-19",4.27
"830","2010-04-20",4.27
"831","2010-04-21",4.32
"832","2010-04-22",4.31
"833","2010-04-23",4.32
"834","2010-04-26",4.31
"835","2010-04-27",4.32
"836","2010-04-28",4.42
"837","2010-04-29",4.43
"838","2010-04-30",4.43
"839","2010-05-03",4.46
"840","2010-05-04",4.38
"841","2010-05-05",4.3
"842","2010-05-06",4.28
"843","2010-05-07",4.26
"844","2010-05-10",4.32
"845","2010-05-11",4.37
"846","2010-05-12",4.36
"847","2010-05-13",4.36
"848","2010-05-14",4.33
"849","2010-05-17",4.33
"850","2010-05-18",4.3
"851","2010-05-19",4.3
"852","2010-05-20",4.31
"853","2010-05-21",4.34
"854","2010-05-24",4.33
"855","2010-05-25",4.28
"856","2010-05-26",4.32
"857","2010-05-27",4.32
"858","2010-05-28",4.4
"859","2010-06-01",4.36
"860","2010-06-02",4.37
"861","2010-06-03",4.32
"862","2010-06-04",4.26
"863","2010-06-07",4.33
"864","2010-06-08",4.31
"865","2010-06-09",4.29
"866","2010-06-10",4.27
"867","2010-06-11",4.35
"868","2010-06-14",4.33
"869","2010-06-15",4.36
"870","2010-06-16",4.32
"871","2010-06-17",4.33
"872","2010-06-18",4.37
"873","2010-06-21",4.36
"874","2010-06-22",4.38
"875","2010-06-23",4.37
"876","2010-06-24",4.46
"877","2010-06-25",4.37
"878","2010-06-28",4.4
"879","2010-06-29",4.32
"880","2010-06-30",4.36
"881","2010-07-01",4.37
"882","2010-07-02",4.41
"883","2010-07-06",4.35
"884","2010-07-07",4.32
"885","2010-07-08",4.4
"886","2010-07-09",4.36
"887","2010-07-12",4.38
"888","2010-07-13",4.38
"889","2010-07-14",4.34
"890","2010-07-15",4.36
"891","2010-07-16",4.37
"892","2010-07-19",4.38
"893","2010-07-20",4.35
"894","2010-07-21",4.38
"895","2010-07-22",4.36
"896","2010-07-23",4.4
"897","2010-07-26",4.48
"898","2010-07-27",4.47
"899","2010-07-28",4.4
"900","2010-07-29",4.39
"901","2010-07-30",4.41
"902","2010-08-02",4.48
"903","2010-08-03",4.36
"904","2010-08-04",4.39
"905","2010-08-05",4.41
"906","2010-08-06",4.4
"907","2010-08-09",4.39
"908","2010-08-10",4.43
"909","2010-08-11",4.41
"910","2010-08-12",4.4
"911","2010-08-13",4.41
"912","2010-08-16",4.43
"913","2010-08-17",4.43
"914","2010-08-18",4.42
"915","2010-08-19",4.35
"916","2010-08-20",4.35
"917","2010-08-23",4.4
"918","2010-08-24",4.36
"919","2010-08-25",4.38
"920","2010-08-26",4.37
"921","2010-08-27",4.41
"922","2010-08-30",4.42
"923","2010-08-31",4.41
"924","2010-09-01",4.49
"925","2010-09-02",4.56
"926","2010-09-03",4.58
"927","2010-09-07",4.53
"928","2010-09-08",4.54
"929","2010-09-09",4.52
"930","2010-09-10",4.51
"931","2010-09-13",4.5
"932","2010-09-14",4.54
"933","2010-09-15",4.5
"934","2010-09-16",4.49
"935","2010-09-17",4.62
"936","2010-09-20",4.73
"937","2010-09-21",4.73
"938","2010-09-22",4.68
"939","2010-09-23",4.64
"940","2010-09-24",4.67
"941","2010-09-27",4.7
"942","2010-09-28",4.69
"943","2010-09-29",4.69
"944","2010-09-30",4.74
"945","2010-10-01",4.74
"946","2010-10-04",4.85
"947","2010-10-05",4.83
"948","2010-10-06",4.96
"949","2010-10-07",4.93
"950","2010-10-08",5.01
"951","2010-10-11",4.98
"952","2010-10-12",4.93
"953","2010-10-13",4.91
"954","2010-10-14",4.93
"955","2010-10-15",4.92
"956","2010-10-18",4.94
"957","2010-10-19",4.85
"958","2010-10-20",4.87
"959","2010-10-21",4.9
"960","2010-10-22",4.85
"961","2010-10-25",4.89
"962","2010-10-26",4.96
"963","2010-10-27",4.95
"964","2010-10-28",4.86
"965","2010-10-29",4.93
"966","2010-11-01",4.93
"967","2010-11-02",4.85
"968","2010-11-03",4.85
"969","2010-11-04",4.87
"970","2010-11-05",4.91
"971","2010-11-08",4.9
"972","2010-11-09",5.09
"973","2010-11-10",5.11
"974","2010-11-11",5.24
"975","2010-11-12",5.4
"976","2010-11-15",5.65
"977","2010-11-16",5.09
"978","2010-11-17",5.21
"979","2010-11-18",5.22
"980","2010-11-19",5.22
"981","2010-11-22",5.26
"982","2010-11-23",5.25
"983","2010-11-24",5.35
"984","2010-11-26",5.35
"985","2010-11-29",5.36
"986","2010-11-30",5.33
"987","2010-12-01",5.38
"988","2010-12-02",5.38
"989","2010-12-03",5.36
"990","2010-12-06",5.39
"991","2010-12-07",5.36
"992","2010-12-08",5.36
"993","2010-12-09",5.29
"994","2010-12-10",5.21
"995","2010-12-13",5.26
"996","2010-12-14",5.29
"997","2010-12-15",5.27
"998","2010-12-16",5.28
"999","2010-12-17",5.51
"1000","2010-12-20",5.3
