"","date","MIDD"
"1","2007-01-03",17.748333
"2","2007-01-04",17.975
"3","2007-01-05",17.783333
"4","2007-01-08",17.626667
"5","2007-01-09",17.806667
"6","2007-01-10",18.211666
"7","2007-01-11",18.184999
"8","2007-01-12",19.084999
"9","2007-01-16",18.805
"10","2007-01-17",18.700001
"11","2007-01-18",18.455
"12","2007-01-19",19.254999
"13","2007-01-22",18.471666
"14","2007-01-23",18.895
"15","2007-01-24",18.936666
"16","2007-01-25",18.471666
"17","2007-01-26",18.351667
"18","2007-01-29",18.388334
"19","2007-01-30",18.261667
"20","2007-01-31",18.629999
"21","2007-02-01",19.139999
"22","2007-02-02",18.92
"23","2007-02-05",18.871666
"24","2007-02-06",19.631666
"25","2007-02-07",19.278334
"26","2007-02-08",19.171667
"27","2007-02-09",19.111666
"28","2007-02-12",18.83
"29","2007-02-13",18.950001
"30","2007-02-14",19.105
"31","2007-02-15",19.118334
"32","2007-02-16",19.111666
"33","2007-02-20",19.145
"34","2007-02-21",19.195
"35","2007-02-22",19.238333
"36","2007-02-23",19.628334
"37","2007-02-26",19.473333
"38","2007-02-27",17.801666
"39","2007-02-28",18.379999
"40","2007-03-01",18.291666
"41","2007-03-02",17.703333
"42","2007-03-05",16.978333
"43","2007-03-06",17.566668
"44","2007-03-07",17.75
"45","2007-03-08",18.546667
"46","2007-03-09",20.66
"47","2007-03-12",20.861666
"48","2007-03-13",20.283333
"49","2007-03-14",20.481667
"50","2007-03-15",20.666666
"51","2007-03-16",20.565001
"52","2007-03-19",21.25
"53","2007-03-20",21.25
"54","2007-03-21",21.860001
"55","2007-03-22",21.838333
"56","2007-03-23",21.58
"57","2007-03-26",21.65
"58","2007-03-27",21.383333
"59","2007-03-28",21.084999
"60","2007-03-29",22.193333
"61","2007-03-30",21.973333
"62","2007-04-02",22.841667
"63","2007-04-03",22.596666
"64","2007-04-04",22.34
"65","2007-04-05",22.416666
"66","2007-04-09",22.485001
"67","2007-04-10",22.530001
"68","2007-04-11",22.633333
"69","2007-04-12",22.636667
"70","2007-04-13",22.6
"71","2007-04-16",23.434999
"72","2007-04-17",23.248333
"73","2007-04-18",22.91
"74","2007-04-19",22.768333
"75","2007-04-20",23.5
"76","2007-04-23",23.715
"77","2007-04-24",23.525
"78","2007-04-25",23.443333
"79","2007-04-26",23.565001
"80","2007-04-27",23.331667
"81","2007-04-30",22.879999
"82","2007-05-01",22.691668
"83","2007-05-02",23.318333
"84","2007-05-03",23.788334
"85","2007-05-04",23.148333
"86","2007-05-07",22.700001
"87","2007-05-08",21.576666
"88","2007-05-09",22.148333
"89","2007-05-10",21.495001
"90","2007-05-11",21.818333
"91","2007-05-14",20.985001
"92","2007-05-15",20.426666
"93","2007-05-16",20.555
"94","2007-05-17",20.815001
"95","2007-05-18",20.553333
"96","2007-05-21",21.288334
"97","2007-05-22",21.626667
"98","2007-05-23",20.453333
"99","2007-05-24",20.145
"100","2007-05-25",20.363333
"101","2007-05-29",20.264999
"102","2007-05-30",20.641666
"103","2007-05-31",20.671667
"104","2007-06-01",20.885
"105","2007-06-04",20.901667
"106","2007-06-05",20.49
"107","2007-06-06",20.561666
"108","2007-06-07",20.291666
"109","2007-06-08",20.486666
"110","2007-06-11",20.448334
"111","2007-06-12",20.1
"112","2007-06-13",20.158333
"113","2007-06-14",20.041666
"114","2007-06-15",20.863333
"115","2007-06-18",20.363333
"116","2007-06-19",21.066668
"117","2007-06-20",20.4
"118","2007-06-21",20.48
"119","2007-06-22",20.290001
"120","2007-06-25",19.77
"121","2007-06-26",19.133333
"122","2007-06-27",19.763334
"123","2007-06-28",20.09
"124","2007-06-29",19.940001
"125","2007-07-02",20.393333
"126","2007-07-03",20.356667
"127","2007-07-05",20.466667
"128","2007-07-06",20.536667
"129","2007-07-09",20.976667
"130","2007-07-10",20.423334
"131","2007-07-11",20.406666
"132","2007-07-12",21.033333
"133","2007-07-13",20.780001
"134","2007-07-16",20.93
"135","2007-07-17",21.083334
"136","2007-07-18",21.113333
"137","2007-07-19",21.156666
"138","2007-07-20",20.766666
"139","2007-07-23",20.826666
"140","2007-07-24",20.626667
"141","2007-07-25",20.203333
"142","2007-07-26",19.853333
"143","2007-07-27",19.563334
"144","2007-07-30",20.363333
"145","2007-07-31",20.67
"146","2007-08-01",20.59
"147","2007-08-02",21.889999
"148","2007-08-03",20.846666
"149","2007-08-06",21.879999
"150","2007-08-07",22.436666
"151","2007-08-08",23.73
"152","2007-08-09",24.996666
"153","2007-08-10",23.813334
"154","2007-08-13",23.663334
"155","2007-08-14",22.243334
"156","2007-08-15",21.98
"157","2007-08-16",23.216667
"158","2007-08-17",24.120001
"159","2007-08-20",24.016666
"160","2007-08-21",23.833334
"161","2007-08-22",24.23
"162","2007-08-23",23.940001
"163","2007-08-24",24.280001
"164","2007-08-27",23.93
"165","2007-08-28",23.003334
"166","2007-08-29",24.280001
"167","2007-08-30",24.280001
"168","2007-08-31",24.513334
"169","2007-09-04",23.933332
"170","2007-09-05",23.456667
"171","2007-09-06",23.496666
"172","2007-09-07",22.686666
"173","2007-09-10",22.32
"174","2007-09-11",22.92
