"","date","LFUS"
"1","2007-01-03",31.32
"2","2007-01-04",31.57
"3","2007-01-05",30.950001
"4","2007-01-08",31.52
"5","2007-01-09",30.85
"6","2007-01-10",31.07
"7","2007-01-11",32.169998
"8","2007-01-12",32.5
"9","2007-01-16",32.139999
"10","2007-01-17",31.639999
"11","2007-01-18",31.309999
"12","2007-01-19",31.43
"13","2007-01-22",30.51
"14","2007-01-23",30.879999
"15","2007-01-24",31.5
"16","2007-01-25",31.35
"17","2007-01-26",31.610001
"18","2007-01-29",32.459999
"19","2007-01-30",31.73
"20","2007-01-31",31.389999
"21","2007-02-01",31.77
"22","2007-02-02",32.389999
"23","2007-02-05",32.799999
"24","2007-02-06",35.279999
"25","2007-02-07",37.709999
"26","2007-02-08",37.84
"27","2007-02-09",38
"28","2007-02-12",38
"29","2007-02-13",38.799999
"30","2007-02-14",38.790001
"31","2007-02-15",38.73
"32","2007-02-16",38.639999
"33","2007-02-20",38.990002
"34","2007-02-21",39.27
"35","2007-02-22",39.099998
"36","2007-02-23",39.32
"37","2007-02-26",38.860001
"38","2007-02-27",36.900002
"39","2007-02-28",36.830002
"40","2007-03-01",38.049999
"41","2007-03-02",36.610001
"42","2007-03-05",36.07
"43","2007-03-06",38.080002
"44","2007-03-07",38.16
"45","2007-03-08",38.330002
"46","2007-03-09",39.049999
"47","2007-03-12",39.599998
"48","2007-03-13",38.290001
"49","2007-03-14",38.599998
"50","2007-03-15",38.779999
"51","2007-03-16",37.919998
"52","2007-03-19",38.66
"53","2007-03-20",39.32
"54","2007-03-21",40.5
"55","2007-03-22",39.959999
"56","2007-03-23",40.529999
"57","2007-03-26",41.25
"58","2007-03-27",40.369999
"59","2007-03-28",39.900002
"60","2007-03-29",40.119999
"61","2007-03-30",40.599998
"62","2007-04-02",40.970001
"63","2007-04-03",41.02
"64","2007-04-04",41.27
"65","2007-04-05",41.57
"66","2007-04-09",41.66
"67","2007-04-10",42.599998
"68","2007-04-11",42
"69","2007-04-12",42.459999
"70","2007-04-13",42.459999
"71","2007-04-16",43.82
"72","2007-04-17",43.389999
"73","2007-04-18",42.540001
"74","2007-04-19",42.029999
"75","2007-04-20",42.619999
"76","2007-04-23",42.380001
"77","2007-04-24",42.41
"78","2007-04-25",42.700001
"79","2007-04-26",42.240002
"80","2007-04-27",41.220001
"81","2007-04-30",40.110001
"82","2007-05-01",41.049999
"83","2007-05-02",43.540001
"84","2007-05-03",42.110001
"85","2007-05-04",42.009998
"86","2007-05-07",42.040001
"87","2007-05-08",41.740002
"88","2007-05-09",41.700001
"89","2007-05-10",40.380001
"90","2007-05-11",41
"91","2007-05-14",40.68
"92","2007-05-15",39.509998
"93","2007-05-16",39.93
"94","2007-05-17",39.189999
"95","2007-05-18",39.529999
"96","2007-05-21",40.330002
"97","2007-05-22",40.779999
"98","2007-05-23",40.189999
"99","2007-05-24",39.529999
"100","2007-05-25",39.43
"101","2007-05-29",40.209999
"102","2007-05-30",39.599998
"103","2007-05-31",40.080002
"104","2007-06-01",41.119999
"105","2007-06-04",40.849998
"106","2007-06-05",39.880001
"107","2007-06-06",39.259998
"108","2007-06-07",38.220001
"109","2007-06-08",38.529999
"110","2007-06-11",38.560001
"111","2007-06-12",38.060001
"112","2007-06-13",38.740002
"113","2007-06-14",39.369999
"114","2007-06-15",40.27
"115","2007-06-18",39.349998
"116","2007-06-19",39.279999
"117","2007-06-20",35.740002
"118","2007-06-21",35.23
"119","2007-06-22",35.189999
"120","2007-06-25",34.700001
"121","2007-06-26",34.299999
"122","2007-06-27",34.939999
"123","2007-06-28",34.02
"124","2007-06-29",33.77
"125","2007-07-02",34.419998
"126","2007-07-03",34.599998
"127","2007-07-05",34.900002
"128","2007-07-06",34.869999
"129","2007-07-09",35.040001
"130","2007-07-10",34.759998
"131","2007-07-11",35.099998
"132","2007-07-12",35.709999
"133","2007-07-13",35.459999
"134","2007-07-16",35.25
"135","2007-07-17",35.509998
"136","2007-07-18",35.720001
"137","2007-07-19",35.799999
"138","2007-07-20",35.279999
"139","2007-07-23",35.91
"140","2007-07-24",35.509998
"141","2007-07-25",35.59
"142","2007-07-26",34.139999
"143","2007-07-27",33.049999
"144","2007-07-30",33.380001
"145","2007-07-31",32.59
"146","2007-08-01",33.900002
"147","2007-08-02",36.689999
