"","date","PVBC"
"1","2015-07-16",6.358239
"2","2015-07-17",12.8
"3","2015-07-20",6.382979
"4","2015-07-21",6.358239
"5","2015-07-22",6.338446
"6","2015-07-23",6.313706
"7","2015-07-24",6.348342
"8","2015-07-27",6.358239
"9","2015-07-28",6.358239
"10","2015-07-29",6.32855
"11","2015-07-30",6.358239
"12","2015-07-31",6.318654
"13","2015-08-03",6.313706
"14","2015-08-04",6.313706
"15","2015-08-05",6.313706
"16","2015-08-06",6.348342
"17","2015-08-07",6.343394
"18","2015-08-10",6.308758
"19","2015-08-11",6.333498
"20","2015-08-12",6.32855
"21","2015-08-13",6.32855
"22","2015-08-14",6.333498
"23","2015-08-17",6.333498
"24","2015-08-18",6.264225
"25","2015-08-19",6.264225
"26","2015-08-20",6.308758
"27","2015-08-21",6.274122
"28","2015-08-24",6.10094
"29","2015-08-25",6.155369
"30","2015-08-26",6.150421
"31","2015-08-27",6.155369
"32","2015-08-28",6.145473
"33","2015-08-31",6.194953
"34","2015-09-01",6.150421
"35","2015-09-02",6.081148
"36","2015-09-03",6.160316
"37","2015-09-04",6.155369
"38","2015-09-08",6.180109
"39","2015-09-09",6.239485
"40","2015-09-10",6.259278
"41","2015-09-11",6.32855
"42","2015-09-14",6.318654
"43","2015-09-15",6.397823
"44","2015-09-16",6.382979
"45","2015-09-17",6.378031
"46","2015-09-18",5.571499
"47","2015-09-21",6.098466
"48","2015-09-22",6.123206
"49","2015-09-23",6.199901
"50","2015-09-24",6.185057
"51","2015-09-25",5.992083
"52","2015-09-28",6.006927
"53","2015-09-29",6.095992
"54","2015-09-30",6.130629
"55","2015-10-01",6.165265
"56","2015-10-02",6.120732
"57","2015-10-05",6.12568
"58","2015-10-06",6.150421
"59","2015-10-07",6.130629
"60","2015-10-08",6.219693
"61","2015-10-09",6.219693
"62","2015-10-12",6.165265
"63","2015-10-13",6.165265
"64","2015-10-14",6.190005
"65","2015-10-15",6.27907
"66","2015-10-16",6.180109
"67","2015-10-19",6.239485
"68","2015-10-20",6.175161
"69","2015-10-21",6.190005
"70","2015-10-22",6.165265
"71","2015-10-23",6.160316
"72","2015-10-26",6.068778
"73","2015-10-27",6.135576
"74","2015-10-28",6.11331
"75","2015-10-29",6.135576
"76","2015-10-30",6.140524
"77","2015-11-02",6.145473
"78","2015-11-03",6.140524
"79","2015-11-04",6.105888
"80","2015-11-05",6.120732
"81","2015-11-06",6.110836
"82","2015-11-09",6.10094
"83","2015-11-10",6.10094
"84","2015-11-11",6.10094
"85","2015-11-12",6.110836
"86","2015-11-13",6.165265
"87","2015-11-16",6.115784
"88","2015-11-17",6.160316
"89","2015-11-18",6.120732
"90","2015-11-19",6.190005
"91","2015-11-20",6.190005
"92","2015-11-23",6.219693
"93","2015-11-24",6.150421
"94","2015-11-25",6.165265
"95","2015-11-27",6.244433
"96","2015-11-30",6.224641
"97","2015-12-01",6.25433
"98","2015-12-02",6.274122
"99","2015-12-03",6.308758
"100","2015-12-04",6.234537
"101","2015-12-07",6.358239
"102","2015-12-08",6.358239
"103","2015-12-09",6.363186
"104","2015-12-10",6.358239
"105","2015-12-11",6.343394
"106","2015-12-14",6.313706
"107","2015-12-15",6.363186
"108","2015-12-16",6.368134
"109","2015-12-17",6.358239
"110","2015-12-18",6.566056
"111","2015-12-21",6.566056
"112","2015-12-22",6.566056
"113","2015-12-23",6.580901
"114","2015-12-24",6.580901
"115","2015-12-28",6.407719
"116","2015-12-29",6.546264
"117","2015-12-30",6.511628
"118","2015-12-31",6.427511
"119","2016-01-04",6.432459
"120","2016-01-05",6.407719
"121","2016-01-06",6.469075
"122","2016-01-07",6.526472
"123","2016-01-08",6.48194
"124","2016-01-11",6.511628
"125","2016-01-12",6.526472
"126","2016-01-13",6.511628
"127","2016-01-14",6.467095
"128","2016-01-15",6.333498
