"","date","TZOO"
"1","2007-01-03",30.440001
"2","2007-01-04",31.110001
"3","2007-01-05",31.82
"4","2007-01-08",31.26
"5","2007-01-09",30.870001
"6","2007-01-10",31.27
"7","2007-01-11",30.85
"8","2007-01-12",30.99
"9","2007-01-16",30.73
"10","2007-01-17",30.559999
"11","2007-01-18",29.129999
"12","2007-01-19",29.209999
"13","2007-01-22",29.129999
"14","2007-01-23",29.5
"15","2007-01-24",30.09
"16","2007-01-25",30.139999
"17","2007-01-26",30.16
"18","2007-01-29",30.879999
"19","2007-01-30",30.610001
"20","2007-01-31",30.559999
"21","2007-02-01",30.18
"22","2007-02-02",31.35
"23","2007-02-05",32.77
"24","2007-02-06",33.459999
"25","2007-02-07",32.700001
"26","2007-02-08",33.119999
"27","2007-02-09",32.650002
"28","2007-02-12",32.91
"29","2007-02-13",34.299999
"30","2007-02-14",33.93
"31","2007-02-15",34.369999
"32","2007-02-16",33.91
"33","2007-02-20",34.990002
"34","2007-02-21",34.450001
"35","2007-02-22",35.75
"36","2007-02-23",35.75
"37","2007-02-26",35.849998
"38","2007-02-27",33.470001
"39","2007-02-28",33.610001
"40","2007-03-01",34.27
"41","2007-03-02",33.169998
"42","2007-03-05",33.77
"43","2007-03-06",35.419998
"44","2007-03-07",34.419998
"45","2007-03-08",35.509998
"46","2007-03-09",34.959999
"47","2007-03-12",35.25
"48","2007-03-13",34.34
"49","2007-03-14",35.16
"50","2007-03-15",35.439999
"51","2007-03-16",35.779999
"52","2007-03-19",38.529999
"53","2007-03-20",37.549999
"54","2007-03-21",38.310001
"55","2007-03-22",38.330002
"56","2007-03-23",38.310001
"57","2007-03-26",37.98
"58","2007-03-27",37.700001
"59","2007-03-28",37.290001
"60","2007-03-29",36.459999
"61","2007-03-30",36.77
"62","2007-04-02",36.950001
"63","2007-04-03",36.889999
"64","2007-04-04",37.049999
"65","2007-04-05",36.310001
"66","2007-04-09",37.650002
"67","2007-04-10",37.41
"68","2007-04-11",36.740002
"69","2007-04-12",37.290001
"70","2007-04-13",37.099998
"71","2007-04-16",37.650002
"72","2007-04-17",39.790001
"73","2007-04-18",39.32
"74","2007-04-19",37.580002
"75","2007-04-20",37.16
"76","2007-04-23",37.360001
"77","2007-04-24",36.880001
"78","2007-04-25",28.16
"79","2007-04-26",28.139999
"80","2007-04-27",27.540001
"81","2007-04-30",27.76
"82","2007-05-01",27.35
"83","2007-05-02",27.73
"84","2007-05-03",28.32
"85","2007-05-04",28.41
"86","2007-05-07",28.25
"87","2007-05-08",28.280001
"88","2007-05-09",28.35
"89","2007-05-10",27.690001
"90","2007-05-11",28.309999
"91","2007-05-14",27.950001
"92","2007-05-15",27.389999
"93","2007-05-16",28.33
"94","2007-05-17",27.879999
"95","2007-05-18",28.01
"96","2007-05-21",27.959999
"97","2007-05-22",28.1
"98","2007-05-23",27.799999
"99","2007-05-24",26.459999
"100","2007-05-25",26.620001
"101","2007-05-29",26.049999
"102","2007-05-30",25.879999
"103","2007-05-31",25.780001
"104","2007-06-01",25.719999
"105","2007-06-04",25.459999
"106","2007-06-05",25.52
"107","2007-06-06",25.5
"108","2007-06-07",25.09
"109","2007-06-08",25.5
"110","2007-06-11",25.35
"111","2007-06-12",25.040001
"112","2007-06-13",25.01
"113","2007-06-14",25.34
"114","2007-06-15",25.290001
"115","2007-06-18",25.58
"116","2007-06-19",25.73
"117","2007-06-20",26.23
"118","2007-06-21",26.639999
"119","2007-06-22",26.09
"120","2007-06-25",26.049999
"121","2007-06-26",25.9
"122","2007-06-27",26.139999
"123","2007-06-28",25.83
"124","2007-06-29",26.59
"125","2007-07-02",26.530001
"126","2007-07-03",26.15
"127","2007-07-05",26.940001
"128","2007-07-06",26.75
"129","2007-07-09",27.530001
"130","2007-07-10",27.719999
"131","2007-07-11",28.389999
"132","2007-07-12",28.08
"133","2007-07-13",26.530001
"134","2007-07-16",24.379999
"135","2007-07-17",23.76
"136","2007-07-18",23.75
"137","2007-07-19",23.389999
"138","2007-07-20",23.030001
"139","2007-07-23",23.190001
"140","2007-07-24",22.41
"141","2007-07-25",23.6
"142","2007-07-26",22.049999
"143","2007-07-27",20.610001
"144","2007-07-30",21.02
"145","2007-07-31",20.66
"146","2007-08-01",20.389999
"147","2007-08-02",19.93
"148","2007-08-03",19.540001
"149","2007-08-06",20.040001
"150","2007-08-07",20.379999
"151","2007-08-08",20.6
"152","2007-08-09",19.24
"153","2007-08-10",19.360001
"154","2007-08-13",19.08
"155","2007-08-14",18.5
"156","2007-08-15",17.68
"157","2007-08-16",17.24
"158","2007-08-17",17.200001
"159","2007-08-20",17.709999
"160","2007-08-21",17.42
"161","2007-08-22",17.969999
"162","2007-08-23",17.940001
"163","2007-08-24",18.809999
"164","2007-08-27",18.41
"165","2007-08-28",18.120001
"166","2007-08-29",18.790001
"167","2007-08-30",19.209999
"168","2007-08-31",19.27
"169","2007-09-04",19.360001
"170","2007-09-05",19.209999
"171","2007-09-06",19.200001
"172","2007-09-07",19.200001
"173","2007-09-10",18.23
"174","2007-09-11",18.889999
"175","2007-09-12",18.85
"176","2007-09-13",18.9
"177","2007-09-14",19.059999
"178","2007-09-17",19.34
"179","2007-09-18",19.84
"180","2007-09-19",19.82
"181","2007-09-20",19.6
"182","2007-09-21",19.559999
"183","2007-09-24",19.440001
"184","2007-09-25",19.41
"185","2007-09-26",19.77
"186","2007-09-27",19.889999
"187","2007-09-28",22.950001
"188","2007-10-01",23.059999
"189","2007-10-02",23.309999
"190","2007-10-03",23.309999
"191","2007-10-04",23.790001
"192","2007-10-05",23.610001
"193","2007-10-08",22.940001
"194","2007-10-09",22.58
"195","2007-10-10",22.780001
"196","2007-10-11",21.92
"197","2007-10-12",21.610001
"198","2007-10-15",21.73
"199","2007-10-16",21.190001
"200","2007-10-17",21.41
"201","2007-10-18",21.25
"202","2007-10-19",20.17
"203","2007-10-22",20.450001
"204","2007-10-23",19.98
"205","2007-10-24",19.82
"206","2007-10-25",19.26
"207","2007-10-26",18.25
"208","2007-10-29",17.709999
"209","2007-10-30",17.52
"210","2007-10-31",18
"211","2007-11-01",17.459999
"212","2007-11-02",18.07
"213","2007-11-05",17.91
"214","2007-11-06",17.76
"215","2007-11-07",16.67
"216","2007-11-08",16.08
"217","2007-11-09",15.86
"218","2007-11-12",15.64
"219","2007-11-13",17.129999
"220","2007-11-14",16.57
"221","2007-11-15",16.23
"222","2007-11-16",16.32
"223","2007-11-19",15.92
"224","2007-11-20",15.68
"225","2007-11-21",15.52
"226","2007-11-23",15.62
"227","2007-11-26",14.99
"228","2007-11-27",15.01
"229","2007-11-28",15.47
"230","2007-11-29",15.21
"231","2007-11-30",15.27
"232","2007-12-03",14.88
"233","2007-12-04",14.74
"234","2007-12-05",14.67
"235","2007-12-06",14.8
"236","2007-12-07",14.81
"237","2007-12-10",15.87
"238","2007-12-11",15.85
"239","2007-12-12",15.14
"240","2007-12-13",15
"241","2007-12-14",14.76
"242","2007-12-17",14.46
"243","2007-12-18",14.61
"244","2007-12-19",14.62
"245","2007-12-20",14.64
"246","2007-12-21",14.66
"247","2007-12-24",14.36
"248","2007-12-26",14.46
"249","2007-12-27",13.79
"250","2007-12-28",13.97
"251","2007-12-31",13.68
"252","2008-01-02",13.54
"253","2008-01-03",13.34
"254","2008-01-04",12.84
"255","2008-01-07",12.05
"256","2008-01-08",12.38
"257","2008-01-09",12.39
"258","2008-01-10",12.66
"259","2008-01-11",12.84
"260","2008-01-14",13.14
"261","2008-01-15",13
"262","2008-01-16",12.74
"263","2008-01-17",14.09
"264","2008-01-18",14.01
"265","2008-01-22",13.98
"266","2008-01-23",14.61
"267","2008-01-24",15.45
"268","2008-01-25",15.45
"269","2008-01-28",15.47
"270","2008-01-29",15.37
"271","2008-01-30",15.48
"272","2008-01-31",15.84
"273","2008-02-01",17.110001
"274","2008-02-04",16.629999
"275","2008-02-05",15.85
"276","2008-02-06",10.79
"277","2008-02-07",11.35
"278","2008-02-08",10.87
"279","2008-02-11",10.8
"280","2008-02-12",10.81
"281","2008-02-13",11.34
"282","2008-02-14",10.73
"283","2008-02-15",10.92
"284","2008-02-19",10.99
"285","2008-02-20",10.96
"286","2008-02-21",10.6
"287","2008-02-22",10.15
"288","2008-02-25",10.22
"289","2008-02-26",10.44
"290","2008-02-27",10.5
"291","2008-02-28",10.73
"292","2008-02-29",10.1
"293","2008-03-03",10.13
"294","2008-03-04",10.15
"295","2008-03-05",10.25
"296","2008-03-06",10.76
"297","2008-03-07",10.41
"298","2008-03-10",10.01
"299","2008-03-11",10.64
"300","2008-03-12",10.72
"301","2008-03-13",10.56
"302","2008-03-14",10.06
"303","2008-03-17",9.66
"304","2008-03-18",10.36
"305","2008-03-19",9.95
"306","2008-03-20",10.49
"307","2008-03-24",11.64
"308","2008-03-25",10.88
"309","2008-03-26",12.24
"310","2008-03-27",11.56
"311","2008-03-28",11.08
"312","2008-03-31",11.04
"313","2008-04-01",11.91
"314","2008-04-02",11.57
"315","2008-04-03",12.14
"316","2008-04-04",11.93
"317","2008-04-07",11.97
"318","2008-04-08",11.91
"319","2008-04-09",11.67
"320","2008-04-10",11.9
"321","2008-04-11",11.7
"322","2008-04-14",12.05
"323","2008-04-15",11.88
"324","2008-04-16",12.48
"325","2008-04-17",12.59
"326","2008-04-18",12.83
"327","2008-04-21",12.22
"328","2008-04-22",11.83
"329","2008-04-23",12.37
"330","2008-04-24",12.71
"331","2008-04-25",12.94
"332","2008-04-28",12.23
"333","2008-04-29",11.35
"334","2008-04-30",11.14
"335","2008-05-01",11.2
"336","2008-05-02",10.87
"337","2008-05-05",10.77
"338","2008-05-06",11.34
"339","2008-05-07",10.72
"340","2008-05-08",10.49
"341","2008-05-09",10.37
"342","2008-05-12",10.47
"343","2008-05-13",10.2
"344","2008-05-14",9.77
"345","2008-05-15",10.31
"346","2008-05-16",10.07
"347","2008-05-19",10.47
"348","2008-05-20",10.45
"349","2008-05-21",10.02
"350","2008-05-22",10.18
"351","2008-05-23",10.13
"352","2008-05-27",10.78
"353","2008-05-28",10.64
"354","2008-05-29",10.7
"355","2008-05-30",10.68
"356","2008-06-02",10.74
"357","2008-06-03",11.1
"358","2008-06-04",11.41
"359","2008-06-05",11.55
"360","2008-06-06",10.86
"361","2008-06-09",10.48
"362","2008-06-10",10.75
"363","2008-06-11",10.11
"364","2008-06-12",9.82
"365","2008-06-13",10.19
"366","2008-06-16",10.56
"367","2008-06-17",10.42
"368","2008-06-18",10.51
"369","2008-06-19",10.52
"370","2008-06-20",10.33
"371","2008-06-23",10.16
"372","2008-06-24",9.81
"373","2008-06-25",9.98
"374","2008-06-26",9.29
"375","2008-06-27",9.05
"376","2008-06-30",8.57
"377","2008-07-01",7.93
"378","2008-07-02",8.3
"379","2008-07-03",7.68
"380","2008-07-07",7.34
"381","2008-07-08",7.64
"382","2008-07-09",7.28
"383","2008-07-10",7.3
"384","2008-07-11",7.35
"385","2008-07-14",7.39
"386","2008-07-15",7.08
"387","2008-07-16",7.92
"388","2008-07-17",7.86
"389","2008-07-18",7.52
"390","2008-07-21",7.56
"391","2008-07-22",8.24
"392","2008-07-23",8.11
"393","2008-07-24",7.57
"394","2008-07-25",6.71
"395","2008-07-28",6.49
"396","2008-07-29",6.83
"397","2008-07-30",6.83
"398","2008-07-31",6.87
"399","2008-08-01",7.52
"400","2008-08-04",7.55
"401","2008-08-05",7.48
"402","2008-08-06",7.62
"403","2008-08-07",7.55
"404","2008-08-08",7.86
"405","2008-08-11",8.12
"406","2008-08-12",7.6
"407","2008-08-13",7.56
"408","2008-08-14",7.69
"409","2008-08-15",7.58
"410","2008-08-18",7.5
"411","2008-08-19",7.24
"412","2008-08-20",7.54
"413","2008-08-21",7.67
"414","2008-08-22",7.85
"415","2008-08-25",7.78
"416","2008-08-26",7.84
"417","2008-08-27",7.82
"418","2008-08-28",8.05
"419","2008-08-29",7.83
"420","2008-09-02",7.99
"421","2008-09-03",7.98
"422","2008-09-04",7.83
"423","2008-09-05",7.79
"424","2008-09-08",7.77
"425","2008-09-09",7.56
"426","2008-09-10",7.61
"427","2008-09-11",7.67
"428","2008-09-12",7.55
"429","2008-09-15",7.52
"430","2008-09-16",7.57
"431","2008-09-17",7.07
"432","2008-09-18",7.79
"433","2008-09-19",7.92
"434","2008-09-22",7.71
"435","2008-09-23",7.37
"436","2008-09-24",7.43
"437","2008-09-25",7.47
"438","2008-09-26",7.07
"439","2008-09-29",6.56
"440","2008-09-30",7.92
"441","2008-10-01",8.11
"442","2008-10-02",7.52
"443","2008-10-03",7.72
"444","2008-10-06",7.82
"445","2008-10-07",7.69
"446","2008-10-08",7.89
"447","2008-10-09",7.7
"448","2008-10-10",7.15
"449","2008-10-13",7.43
"450","2008-10-14",7.3
"451","2008-10-15",6.68
"452","2008-10-16",6.9
"453","2008-10-17",6.73
"454","2008-10-20",7.28
"455","2008-10-21",7.24
"456","2008-10-22",7.02
"457","2008-10-23",6.95
"458","2008-10-24",6.7
"459","2008-10-27",6.48
"460","2008-10-28",4.41
"461","2008-10-29",4.31
"462","2008-10-30",4.96
