"","date","STXB"
"111","2018-10-10",21.469999
"112","2018-10-11",21.1
"113","2018-10-12",21
"114","2018-10-15",21.24
"115","2018-10-16",21.145
"116","2018-10-17",20.57
"117","2018-10-18",20.4
"118","2018-10-19",19.299999
"119","2018-10-22",19.24
"120","2018-10-23",20.25
"121","2018-10-24",21.17
"122","2018-10-25",21.1
"123","2018-10-26",20.73
"124","2018-10-29",21.15
"125","2018-10-30",21.030001
"126","2018-10-31",20.870001
"127","2018-11-01",20.01
"128","2018-11-02",19.75
"129","2018-11-05",19.35
"130","2018-11-06",18.950001
"131","2018-11-07",18.610001
"132","2018-11-08",18.700001
"133","2018-11-09",18.700001
"134","2018-11-12",18.450001
"135","2018-11-13",18.66
"136","2018-11-14",18.99
"137","2018-11-15",18.92
"138","2018-11-16",19.51
"139","2018-11-19",19.190001
"140","2018-11-20",19.280001
"141","2018-11-21",19.309999
"142","2018-11-23",20.559999
"143","2018-11-26",19.809999
"144","2018-11-27",19.65
"145","2018-11-28",20.15
"146","2018-11-29",20.610001
"147","2018-11-30",20.299999
"148","2018-12-03",21.809999
"149","2018-12-04",21.790001
"150","2018-12-06",21.77
"151","2018-12-07",21.540001
"152","2018-12-10",21.91
"153","2018-12-11",22.18
"154","2018-12-12",22.09
"155","2018-12-13",22.040001
"156","2018-12-14",21.98
"157","2018-12-17",21.16
"158","2018-12-18",21.09
"159","2018-12-19",20.879999
"160","2018-12-20",20.08
"161","2018-12-21",21.33
"162","2018-12-24",20.65
"163","2018-12-26",21.48
"164","2018-12-27",21.200001
"165","2018-12-28",21.75
"166","2018-12-31",22.780001
"167","2019-01-02",22.6
"168","2019-01-03",22.48
"169","2019-01-04",22.5
"170","2019-01-07",23.18
"171","2019-01-08",22.879999
"172","2019-01-09",22.85
"173","2019-01-10",22.59
"174","2019-01-11",22.370001
"175","2019-01-14",21.959999
"176","2019-01-15",22.200001
"177","2019-01-16",21.75
"178","2019-01-17",21.709999
"179","2019-01-18",21.719999
"180","2019-01-22",21.440001
"181","2019-01-23",21.299999
"182","2019-01-24",21.33
"183","2019-01-25",21.67
"184","2019-01-28",21.58
"185","2019-01-29",21.389999
"186","2019-01-30",21.799999
"187","2019-01-31",22.02
"188","2019-02-01",21.5
"189","2019-02-04",21.48
"190","2019-02-05",21.469999
"191","2019-02-06",21.200001
"192","2019-02-07",20.67
"193","2019-02-08",21.700001
"194","2019-02-11",21.48
"195","2019-02-12",21.620001
"196","2019-02-13",21.700001
"197","2019-02-14",21.82
"198","2019-02-15",21.940001
"199","2019-02-19",21.9
"200","2019-02-20",21.85
"201","2019-02-21",21.889999
"202","2019-02-22",21.950001
"203","2019-02-25",21.540001
"204","2019-02-26",21.639999
"205","2019-02-27",22.09
"206","2019-02-28",21.6
"207","2019-03-01",21.799999
"208","2019-03-04",21.5
"209","2019-03-05",21.5
"210","2019-03-06",21.309999
"211","2019-03-07",21.01
"212","2019-03-08",21.110001
"213","2019-03-11",21.790001
"214","2019-03-12",21.5
"215","2019-03-13",21.66
"216","2019-03-14",21.25
"217","2019-03-15",21.23
"218","2019-03-18",21.139999
"219","2019-03-19",21.110001
"220","2019-03-20",21.02
"221","2019-03-21",20.700001
"222","2019-03-22",20.75
"223","2019-03-25",21
"224","2019-03-26",20.92
"225","2019-03-27",21.200001
"226","2019-03-28",21.200001
"227","2019-03-29",21.200001
"228","2019-04-01",21.200001
"229","2019-04-02",21.200001
"230","2019-04-03",21.190001
"231","2019-04-04",21.32
"232","2019-04-05",21.25
"233","2019-04-08",21.530001
"234","2019-04-09",21.52
"235","2019-04-10",21.844999
"236","2019-04-11",21.52
"237","2019-04-12",21.32
"238","2019-04-15",21.459999
"239","2019-04-16",21.77
"240","2019-04-17",21.85
"241","2019-04-18",21.450001
"242","2019-04-22",21.92
"243","2019-04-23",21.93
"244","2019-04-24",21.66
"245","2019-04-25",21.860001
"246","2019-04-26",22.059999
"247","2019-04-29",22.209999
"248","2019-04-30",22.469999
"249","2019-05-01",22.200001
"250","2019-05-02",22.190001
"251","2019-05-03",22.66
"252","2019-05-06",22.309999
"253","2019-05-07",22.07
"254","2019-05-08",22.43
"255","2019-05-09",22.530001
"256","2019-05-10",22.52
"257","2019-05-13",22.450001
"258","2019-05-14",22.51
"259","2019-05-15",22.57
"260","2019-05-16",22.379999
"261","2019-05-17",22.309999
"262","2019-05-20",22.42
"263","2019-05-21",22.57
"264","2019-05-22",22.49
"265","2019-05-23",22.469999
"266","2019-05-24",22.52
"267","2019-05-28",22.27
"268","2019-05-29",21.85
"269","2019-05-30",22.24
"270","2019-05-31",22.16
"271","2019-06-03",22.030001
"272","2019-06-04",22.02
"273","2019-06-05",21.68
"274","2019-06-06",21.74
"275","2019-06-07",21.83
"276","2019-06-10",22.280001
"277","2019-06-11",22.299999
"278","2019-06-12",22.35
"279","2019-06-13",22.389999
"280","2019-06-14",22.440001
"281","2019-06-17",22.370001
"282","2019-06-18",22.540001
"283","2019-06-19",22.530001
"284","2019-06-20",22.48
"285","2019-06-21",22.48
"286","2019-06-24",22.35
"287","2019-06-25",22.290001
"288","2019-06-26",22.17
"289","2019-06-27",22.5
"290","2019-06-28",22.5
"291","2019-07-01",22.41
"292","2019-07-02",22.440001
"293","2019-07-03",22.450001
"294","2019-07-05",22.450001
"295","2019-07-08",22.379999
"296","2019-07-09",22.25
"297","2019-07-10",22.1
"298","2019-07-11",22.110001
"299","2019-07-12",22.24
"300","2019-07-15",22.43
"301","2019-07-16",22.43
"302","2019-07-17",22.209999
"303","2019-07-18",22.34
"304","2019-07-19",22.379999
"305","2019-07-22",22.290001
"306","2019-07-23",22.1
"307","2019-07-24",22.790001
"308","2019-07-25",21.5
"309","2019-07-26",21.860001
"310","2019-07-29",21.5
"311","2019-07-30",21.65
"312","2019-07-31",21.440001
"313","2019-08-01",21.74
"314","2019-08-02",21.559999
"315","2019-08-05",21.700001
"316","2019-08-06",21.34
"317","2019-08-07",21.33
"318","2019-08-08",21.450001
"319","2019-08-09",21.43
"320","2019-08-12",21.219999
"321","2019-08-13",21.129999
"322","2019-08-14",20.68
"323","2019-08-15",20.450001
"324","2019-08-16",20.57
"325","2019-08-19",21.129999
"326","2019-08-20",20.92
"327","2019-08-21",21.1
"328","2019-08-22",20.84
"329","2019-08-23",20.610001
"330","2019-08-26",21
"331","2019-08-27",21
"332","2019-08-28",20.9
"333","2019-08-29",20.98
"334","2019-08-30",20.6
"335","2019-09-03",20.610001
"336","2019-09-04",20.530001
"337","2019-09-05",20.530001
"338","2019-09-06",20.6
"339","2019-09-09",21
"340","2019-09-10",20.99
"341","2019-09-11",21.15
"342","2019-09-12",21.780001
"343","2019-09-13",21.780001
"344","2019-09-16",21.540001
"345","2019-09-17",21.469999
"346","2019-09-18",21.48
"347","2019-09-19",21.26
"348","2019-09-20",21.32
"349","2019-09-23",21.6
"350","2019-09-24",21.48
"351","2019-09-25",21.540001
"352","2019-09-26",21.27
"353","2019-09-27",21.4
"354","2019-09-30",21.549999
"355","2019-10-01",21.450001
"356","2019-10-02",21.5
"357","2019-10-03",21.200001
"358","2019-10-04",21.65
"359","2019-10-07",21.35
"360","2019-10-08",21.15
"361","2019-10-09",21.02
"362","2019-10-10",21.309999
"363","2019-10-11",21.6
"364","2019-10-14",21.280001
"365","2019-10-15",21.389999
"366","2019-10-16",21.48
"367","2019-10-17",21.52
"368","2019-10-18",21.469999
"369","2019-10-21",21.77
"370","2019-10-22",21.82
"371","2019-10-23",21
"372","2019-10-24",21.08
"373","2019-10-25",21.41
"374","2019-10-28",20.98
"375","2019-10-29",20.76
"376","2019-10-30",20.799999
"377","2019-10-31",20.9
"378","2019-11-01",21.110001
"379","2019-11-04",21.34
"380","2019-11-05",21.24
"381","2019-11-06",21.66
"382","2019-11-07",21.73
"383","2019-11-08",21.75
"384","2019-11-11",21.719999
"385","2019-11-12",22.040001
"386","2019-11-13",22.08
"387","2019-11-14",22.41
"388","2019-11-15",22.030001
"389","2019-11-18",21.85
"390","2019-11-19",21.950001
"391","2019-11-20",22.1
"392","2019-11-21",22.01
"393","2019-11-22",22.389999
"394","2019-11-25",22.83
"395","2019-11-26",22.83
"396","2019-11-27",22.67
"397","2019-11-29",22.84
"398","2019-12-02",22.42
"399","2019-12-03",22.07
"400","2019-12-04",22.24
"401","2019-12-05",22.24
"402","2019-12-06",22.67
"403","2019-12-09",22.360001
"404","2019-12-10",22.639999
"405","2019-12-11",22.530001
"406","2019-12-12",22.68
"407","2019-12-13",22.93
"408","2019-12-16",23.059999
"409","2019-12-17",23.040001
"410","2019-12-18",23.1
"411","2019-12-19",23.110001
"412","2019-12-20",22.790001
"413","2019-12-23",22.889999
"414","2019-12-24",22.9
"415","2019-12-26",22.969999
"416","2019-12-27",22.950001
"417","2019-12-30",23.01
"418","2019-12-31",23
"419","2020-01-02",23.23
"420","2020-01-03",23.24
"421","2020-01-06",23.33
"422","2020-01-07",22.959999
"423","2020-01-08",22.99
"424","2020-01-09",22.91
"425","2020-01-10",22.790001
"426","2020-01-13",22.82
"427","2020-01-14",22.68
"428","2020-01-15",22.620001
"429","2020-01-16",22.549999
"430","2020-01-17",22.639999
"431","2020-01-21",22.34
"432","2020-01-22",22.200001
"433","2020-01-23",22.26
"434","2020-01-24",22.059999
"435","2020-01-27",21.82
"436","2020-01-28",21.799999
"437","2020-01-29",21.629999
"438","2020-01-30",21.370001
"439","2020-01-31",20.75
"440","2020-02-03",20.6
"441","2020-02-04",20.709999
"442","2020-02-05",20.84
"443","2020-02-06",20.57
"444","2020-02-07",20.299999
"445","2020-02-10",20.42
"446","2020-02-11",20.52
"447","2020-02-12",20.459999
"448","2020-02-13",20.5
"449","2020-02-14",20.15
"450","2020-02-18",20.219999
"451","2020-02-19",20.51
"452","2020-02-20",20.469999
"453","2020-02-21",20.459999
"454","2020-02-24",19.959999
"455","2020-02-25",19.969999
"456","2020-02-26",19.700001
"457","2020-02-27",19.07
"458","2020-02-28",18.440001
"459","2020-03-02",18.379999
"460","2020-03-03",18.32
"461","2020-03-04",17.9
"462","2020-03-05",17.639999
"463","2020-03-06",17.209999
"464","2020-03-09",15.35
"465","2020-03-10",15.6
"466","2020-03-11",14.11
"467","2020-03-12",12.24
"468","2020-03-13",12.39
"469","2020-03-16",10.4
"470","2020-03-17",10.58
"471","2020-03-18",9.39
"472","2020-03-19",12.05
"473","2020-03-20",10.45
"474","2020-03-23",10.14
"475","2020-03-24",10.97
"476","2020-03-25",10.16
"477","2020-03-26",10.34
"478","2020-03-27",9.72
"479","2020-03-30",10.45
"480","2020-03-31",10.34
"481","2020-04-01",9.02
"482","2020-04-02",9.2
"483","2020-04-03",9.15
"484","2020-04-06",9.7
"485","2020-04-07",9.73
"486","2020-04-08",9.98
"487","2020-04-09",11.06
"488","2020-04-13",11.27
"489","2020-04-14",10.55
"490","2020-04-15",9.98
"491","2020-04-16",9.24
"492","2020-04-17",10.19
"493","2020-04-20",9.73
"494","2020-04-21",9.57
"495","2020-04-22",9.7
"496","2020-04-23",9.78
"497","2020-04-24",9.89
"498","2020-04-27",10.19
"499","2020-04-28",10.54
"500","2020-04-29",12.42
"501","2020-04-30",11.49
"502","2020-05-01",10.87
"503","2020-05-04",11.19
"504","2020-05-05",10.37
"505","2020-05-06",9.97
"506","2020-05-07",10.29
"507","2020-05-08",10.84
"508","2020-05-11",10.58
"509","2020-05-12",9.79
"510","2020-05-13",9.76
"511","2020-05-14",10.05
"512","2020-05-15",10.29
"513","2020-05-18",11.2
"514","2020-05-19",10.67
"515","2020-05-20",11.4
"516","2020-05-21",11.76
"517","2020-05-22",12.16
"518","2020-05-26",12.5
"519","2020-05-27",13.13
"520","2020-05-28",12.49
"521","2020-05-29",12.04
"522","2020-06-01",12.15
"523","2020-06-02",12.17
"524","2020-06-03",13.03
"525","2020-06-04",12.85
"526","2020-06-05",13.55
"527","2020-06-08",14.52
"528","2020-06-09",14.26
"529","2020-06-10",13.5
"530","2020-06-11",11.52
"531","2020-06-12",12.06
"532","2020-06-15",12.53
"533","2020-06-16",13.28
"534","2020-06-17",12.63
"535","2020-06-18",12.58
"536","2020-06-19",12.64
"537","2020-06-22",12.66
"538","2020-06-23",12.58
"539","2020-06-24",11.77
"540","2020-06-25",12.31
"541","2020-06-26",11.58
"542","2020-06-29",11.71
"543","2020-06-30",12.31
"544","2020-07-01",11.54
"545","2020-07-02",11.4
"546","2020-07-06",11.76
"547","2020-07-07",11.52
"548","2020-07-08",11.31
"549","2020-07-09",10.61
"550","2020-07-10",10.89
"551","2020-07-13",10.88
"552","2020-07-14",10.75
"553","2020-07-15",10.96
"554","2020-07-16",10.9
"555","2020-07-17",10.83
"556","2020-07-20",10.55
"557","2020-07-21",12
"558","2020-07-22",11.74
"559","2020-07-23",11.59
"560","2020-07-24",11.48
"561","2020-07-27",10.83
"562","2020-07-28",10.91
"563","2020-07-29",11.3
"564","2020-07-30",11.82
"565","2020-07-31",11.65
"566","2020-08-03",11.79
"567","2020-08-04",11.74
"568","2020-08-05",12.2
"569","2020-08-06",11.99
"570","2020-08-07",12.75
"571","2020-08-10",12.62
"572","2020-08-11",12.77
"573","2020-08-12",12.76
"574","2020-08-13",12.71
"575","2020-08-14",12.94
"576","2020-08-17",12.64
"577","2020-08-18",12.48
"578","2020-08-19",12.75
"579","2020-08-20",12.25
"580","2020-08-21",12.16
"581","2020-08-24",12.68
"582","2020-08-25",12.9
"583","2020-08-26",12.7
"584","2020-08-27",12.9
"585","2020-08-28",12.82
"586","2020-08-31",12.5
"587","2020-09-01",12.41
"588","2020-09-02",12.53
"589","2020-09-03",12.66
"590","2020-09-04",13.06
"591","2020-09-08",12.78
"592","2020-09-09",12.01
"593","2020-09-10",11.95
"594","2020-09-11",11.83
"595","2020-09-14",11.91
"596","2020-09-15",11.56
"597","2020-09-16",11.57
"598","2020-09-17",11.49
"599","2020-09-18",11.84
"600","2020-09-21",11.01
"601","2020-09-22",10.74
"602","2020-09-23",10.52
"603","2020-09-24",10.57
"604","2020-09-25",10.85
"605","2020-09-28",11.29
"606","2020-09-29",11.06
"607","2020-09-30",11.16
"608","2020-10-01",11.4
"609","2020-10-02",11.81
"610","2020-10-05",12.71
"611","2020-10-06",12.83
"612","2020-10-07",13.24
"613","2020-10-08",13.31
"614","2020-10-09",13.16
"615","2020-10-12",13.4
"616","2020-10-13",13.09
"617","2020-10-14",12.71
"618","2020-10-15",12.9
"619","2020-10-16",13.32
"620","2020-10-19",13.23
"621","2020-10-20",13.54
"622","2020-10-21",13.58
"623","2020-10-22",13.98
"624","2020-10-23",14.04
"625","2020-10-26",14.02
"626","2020-10-27",13.29
"627","2020-10-28",12.77
"628","2020-10-29",12.91
"629","2020-10-30",12.71
"630","2020-11-02",13.18
"631","2020-11-03",13.35
"632","2020-11-04",12.62
"633","2020-11-05",13.66
"634","2020-11-06",14.01
"635","2020-11-09",15.88
"636","2020-11-10",16.055
"637","2020-11-11",15.91
"638","2020-11-12",15.29
"639","2020-11-13",15.77
"640","2020-11-16",16.049999
"641","2020-11-17",16.02
"642","2020-11-18",16.030001
"643","2020-11-19",16
"644","2020-11-20",16.08
"645","2020-11-23",15.94
"646","2020-11-24",17.1
"647","2020-11-25",16.459999
"648","2020-11-27",16.4
