"","date","PRI"
"1","2010-04-01",19.65
"2","2010-04-05",19.85
"3","2010-04-06",19.799999
"4","2010-04-07",20.01
"5","2010-04-08",21.299999
"6","2010-04-09",23.34
"7","2010-04-12",24.41
"8","2010-04-13",24.950001
"9","2010-04-14",24.76
"10","2010-04-15",22.790001
"11","2010-04-16",22.780001
"12","2010-04-19",23.299999
"13","2010-04-20",23.700001
"14","2010-04-21",23.690001
"15","2010-04-22",24.07
"16","2010-04-23",24.639999
"17","2010-04-26",25.02
"18","2010-04-27",24.67
"19","2010-04-28",23.799999
"20","2010-04-29",23.73
"21","2010-04-30",23.719999
"22","2010-05-03",23.75
"23","2010-05-04",23.76
"24","2010-05-05",23.879999
"25","2010-05-06",24.26
"26","2010-05-07",24.32
"27","2010-05-10",24.639999
"28","2010-05-11",24.860001
"29","2010-05-12",25.15
"30","2010-05-13",25.48
"31","2010-05-14",24.549999
"32","2010-05-17",24.379999
"33","2010-05-18",24.41
"34","2010-05-19",24.459999
"35","2010-05-20",23.049999
"36","2010-05-21",23.790001
"37","2010-05-24",23.889999
"38","2010-05-25",23.85
"39","2010-05-26",23.48
"40","2010-05-27",23.940001
"41","2010-05-28",23.700001
"42","2010-06-01",23.74
"43","2010-06-02",23.9
"44","2010-06-03",23.610001
"45","2010-06-04",22.77
"46","2010-06-07",21.690001
"47","2010-06-08",20.98
"48","2010-06-09",21.07
"49","2010-06-10",21.440001
"50","2010-06-11",21.42
"51","2010-06-14",21.52
"52","2010-06-15",21.59
"53","2010-06-16",21.559999
"54","2010-06-17",21.4
"55","2010-06-18",21.389999
"56","2010-06-21",21.49
"57","2010-06-22",21.799999
"58","2010-06-23",22.200001
"59","2010-06-24",22.07
"60","2010-06-25",22.65
"61","2010-06-28",22.030001
"62","2010-06-29",21.75
"63","2010-06-30",21.440001
"64","2010-07-01",21.440001
"65","2010-07-02",21.66
"66","2010-07-06",21.389999
"67","2010-07-07",21.200001
"68","2010-07-08",20.780001
"69","2010-07-09",20.91
"70","2010-07-12",20.57
"71","2010-07-13",21.219999
"72","2010-07-14",20.98
"73","2010-07-15",20.959999
"74","2010-07-16",21.379999
"75","2010-07-19",21.110001
"76","2010-07-20",21.549999
"77","2010-07-21",20.940001
"78","2010-07-22",21.389999
"79","2010-07-23",22.09
"80","2010-07-26",22.65
"81","2010-07-27",23.1
"82","2010-07-28",22.860001
"83","2010-07-29",23.1
"84","2010-07-30",23.370001
"85","2010-08-02",23.440001
"86","2010-08-03",22.6
"87","2010-08-04",23.1
"88","2010-08-05",22.860001
"89","2010-08-06",22.389999
"90","2010-08-09",22.700001
"91","2010-08-10",22.040001
"92","2010-08-11",21.18
"93","2010-08-12",21.129999
"94","2010-08-13",20.969999
"95","2010-08-16",21.200001
"96","2010-08-17",21.379999
"97","2010-08-18",21.280001
"98","2010-08-19",20.809999
"99","2010-08-20",21.030001
"100","2010-08-23",21.01
"101","2010-08-24",20.620001
"102","2010-08-25",20.57
"103","2010-08-26",20.5
"104","2010-08-27",21.549999
"105","2010-08-30",20.99
"106","2010-08-31",21.030001
"107","2010-09-01",21.74
"108","2010-09-02",21.870001
"109","2010-09-03",22.02
"110","2010-09-07",21.25
"111","2010-09-08",20.93
"112","2010-09-09",21.280001
"113","2010-09-10",21.32
"114","2010-09-13",20.85
"115","2010-09-14",21.26
"116","2010-09-15",21.27
"117","2010-09-16",21.48
"118","2010-09-17",21.68
"119","2010-09-20",21.790001
"120","2010-09-21",21.620001
"121","2010-09-22",20.84
"122","2010-09-23",20.42
"123","2010-09-24",20.700001
"124","2010-09-27",20.25
"125","2010-09-28",20.610001
"126","2010-09-29",20.299999
"127","2010-09-30",20.34
"128","2010-10-01",20.5
"129","2010-10-04",20.469999
"130","2010-10-05",20.6
"131","2010-10-06",20.540001
"132","2010-10-07",20.5
"133","2010-10-08",20.5
"134","2010-10-11",20.559999
"135","2010-10-12",20.450001
"136","2010-10-13",20.58
"137","2010-10-14",20.610001
"138","2010-10-15",20.83
"139","2010-10-18",21.02
"140","2010-10-19",20.99
"141","2010-10-20",21.110001
"142","2010-10-21",21.219999
"143","2010-10-22",21.26
"144","2010-10-25",21.17
"145","2010-10-26",21.33
"146","2010-10-27",21.1
"147","2010-10-28",21.190001
"148","2010-10-29",21.120001
"149","2010-11-01",21.01
"150","2010-11-02",21.280001
"151","2010-11-03",21.32
"152","2010-11-04",22.139999
"153","2010-11-05",22.01
"154","2010-11-08",21.389999
"155","2010-11-09",21.08
"156","2010-11-10",21.4
"157","2010-11-11",22.120001
"158","2010-11-12",22.09
"159","2010-11-15",22.08
"160","2010-11-16",21.959999
"161","2010-11-17",21.790001
"162","2010-11-18",21.99
"163","2010-11-19",22.25
"164","2010-11-22",22.26
"165","2010-11-23",22.139999
"166","2010-11-24",22.15
"167","2010-11-26",22.24
"168","2010-11-29",22.200001
"169","2010-11-30",22.59
"170","2010-12-01",22.83
"171","2010-12-02",22.99
"172","2010-12-03",23.209999
"173","2010-12-06",23.549999
"174","2010-12-07",23.42
"175","2010-12-08",23.48
"176","2010-12-09",23.690001
"177","2010-12-10",23.85
"178","2010-12-13",23.709999
"179","2010-12-14",23.799999
"180","2010-12-15",23.549999
"181","2010-12-16",24.120001
"182","2010-12-17",24.360001
"183","2010-12-20",24.950001
"184","2010-12-21",24.77
"185","2010-12-22",24.99
"186","2010-12-23",24.18
"187","2010-12-27",24.700001
"188","2010-12-28",24.559999
"189","2010-12-29",24.52
"190","2010-12-30",24.620001
"191","2010-12-31",24.25
"192","2011-01-03",24.309999
"193","2011-01-04",24.25
"194","2011-01-05",24.34
"195","2011-01-06",24.74
"196","2011-01-07",24.75
"197","2011-01-10",24.57
"198","2011-01-11",24.370001
"199","2011-01-12",24.65
"200","2011-01-13",24.549999
"201","2011-01-14",24.549999
"202","2011-01-18",24.33
"203","2011-01-19",24.26
"204","2011-01-20",24.25
"205","2011-01-21",24.25
"206","2011-01-24",24.41
"207","2011-01-25",24.870001
"208","2011-01-26",24.9
"209","2011-01-27",24.67
"210","2011-01-28",24.26
"211","2011-01-31",24.200001
"212","2011-02-01",24.690001
"213","2011-02-02",24.33
"214","2011-02-03",25.120001
"215","2011-02-04",25.209999
"216","2011-02-07",25.469999
"217","2011-02-08",25.98
"218","2011-02-09",25.629999
"219","2011-02-10",25.200001
"220","2011-02-11",25.049999
"221","2011-02-14",25.24
"222","2011-02-15",25.43
"223","2011-02-16",25.65
"224","2011-02-17",25.77
"225","2011-02-18",25.799999
"226","2011-02-22",25.6
"227","2011-02-23",25.18
"228","2011-02-24",25.059999
"229","2011-02-25",25.620001
"230","2011-02-28",25.76
"231","2011-03-01",25.59
"232","2011-03-02",25.85
"233","2011-03-03",25.84
"234","2011-03-04",25.690001
"235","2011-03-07",25.190001
"236","2011-03-08",25.190001
"237","2011-03-09",25.299999
"238","2011-03-10",25
"239","2011-03-11",25.200001
"240","2011-03-14",25.35
"241","2011-03-15",25.120001
"242","2011-03-16",24.75
"243","2011-03-17",24.67
"244","2011-03-18",25.450001
"245","2011-03-21",25.51
"246","2011-03-22",25.49
"247","2011-03-23",25.1
"248","2011-03-24",25.040001
"249","2011-03-25",25.559999
"250","2011-03-28",25.190001
"251","2011-03-29",25.219999
"252","2011-03-30",25.280001
"253","2011-03-31",25.51
"254","2011-04-01",25.280001
"255","2011-04-04",24.690001
"256","2011-04-05",24.620001
"257","2011-04-06",24.469999
"258","2011-04-07",24.040001
"259","2011-04-08",24
"260","2011-04-11",24.030001
"261","2011-04-12",23.459999
"262","2011-04-13",23.41
"263","2011-04-14",23.42
"264","2011-04-15",23
"265","2011-04-18",22.51
"266","2011-04-19",22.34
"267","2011-04-20",22.4
"268","2011-04-21",22.6
"269","2011-04-25",22.76
"270","2011-04-26",22.99
"271","2011-04-27",23.459999
"272","2011-04-28",23.6
"273","2011-04-29",23.120001
"274","2011-05-02",22.99
"275","2011-05-03",22.76
"276","2011-05-04",22.559999
"277","2011-05-05",22.24
"278","2011-05-06",22.34
"279","2011-05-09",22.299999
"280","2011-05-10",22.549999
"281","2011-05-11",22.360001
"282","2011-05-12",22.42
"283","2011-05-13",21.969999
"284","2011-05-16",21.459999
"285","2011-05-17",21.360001
"286","2011-05-18",21.75
"287","2011-05-19",22.040001
"288","2011-05-20",21.91
"289","2011-05-23",21.32
"290","2011-05-24",20.870001
"291","2011-05-25",20.91
"292","2011-05-26",21.190001
"293","2011-05-27",21.02
"294","2011-05-31",21.469999
"295","2011-06-01",20.77
"296","2011-06-02",20.68
"297","2011-06-03",20.41
"298","2011-06-06",19.99
"299","2011-06-07",20.049999
"300","2011-06-08",20.17
"301","2011-06-09",20.809999
"302","2011-06-10",20.74
"303","2011-06-13",20.83
"304","2011-06-14",20.93
"305","2011-06-15",20.200001
"306","2011-06-16",20.57
"307","2011-06-17",20.4
"308","2011-06-20",20.370001
"309","2011-06-21",20.74
"310","2011-06-22",20.67
"311","2011-06-23",20.74
"312","2011-06-24",20.790001
"313","2011-06-27",21.030001
"314","2011-06-28",21.75
"315","2011-06-29",21.6
"316","2011-06-30",21.969999
"317","2011-07-01",21.99
"318","2011-07-05",21.889999
"319","2011-07-06",22.129999
"320","2011-07-07",22.35
"321","2011-07-08",22.049999
"322","2011-07-11",21.27
"323","2011-07-12",21.41
"324","2011-07-13",21.780001
"325","2011-07-14",21.379999
"326","2011-07-15",21.120001
"327","2011-07-18",20.74
"328","2011-07-19",21.35
"329","2011-07-20",21.139999
"330","2011-07-21",21.73
"331","2011-07-22",21.49
"332","2011-07-25",21.440001
"333","2011-07-26",21.42
"334","2011-07-27",21.42
"335","2011-07-28",21.540001
"336","2011-07-29",21.620001
"337","2011-08-01",21.719999
"338","2011-08-02",21.379999
"339","2011-08-03",22.17
"340","2011-08-04",21.110001
"341","2011-08-05",21.559999
"342","2011-08-08",19.6
"343","2011-08-09",20.75
"344","2011-08-10",19.4
"345","2011-08-11",20.16
"346","2011-08-12",20.280001
"347","2011-08-15",20.76
"348","2011-08-16",20.190001
"349","2011-08-17",20.059999
"350","2011-08-18",19.51
"351","2011-08-19",19.5
"352","2011-08-22",19.6
"353","2011-08-23",20.469999
"354","2011-08-24",20.92
"355","2011-08-25",20.52
"356","2011-08-26",20
"357","2011-08-29",21.01
"358","2011-08-30",20.82
"359","2011-08-31",20.83
"360","2011-09-01",20.09
"361","2011-09-02",19.5
"362","2011-09-06",19.280001
"363","2011-09-07",20.040001
"364","2011-09-08",19.809999
"365","2011-09-09",19.440001
"366","2011-09-12",19.469999
"367","2011-09-13",19.48
"368","2011-09-14",20.049999
"369","2011-09-15",20.549999
"370","2011-09-16",20.129999
"371","2011-09-19",19.93
"372","2011-09-20",20.129999
"373","2011-09-21",20.15
"374","2011-09-22",20.219999
"375","2011-09-23",20.299999
"376","2011-09-26",20.870001
"377","2011-09-27",21.139999
"378","2011-09-28",20.98
"379","2011-09-29",21.41
"380","2011-09-30",21.559999
"381","2011-10-03",20.610001
"382","2011-10-04",21.67
"383","2011-10-05",21.280001
"384","2011-10-06",21.17
"385","2011-10-07",20.549999
"386","2011-10-10",20.99
"387","2011-10-11",21.17
"388","2011-10-12",21.610001
"389","2011-10-13",20.85
"390","2011-10-14",21.49
"391","2011-10-17",20.620001
"392","2011-10-18",21.15
"393","2011-10-19",20.780001
"394","2011-10-20",21.42
"395","2011-10-21",21.93
"396","2011-10-24",22.17
"397","2011-10-25",21.65
"398","2011-10-26",22.129999
"399","2011-10-27",22.879999
"400","2011-10-28",23.040001
"401","2011-10-31",22.629999
"402","2011-11-01",21.74
"403","2011-11-02",23.07
"404","2011-11-03",22.99
"405","2011-11-04",22.93
"406","2011-11-07",23.23
"407","2011-11-08",23.49
"408","2011-11-09",22.82
"409","2011-11-10",22.99
"410","2011-11-11",23.42
"411","2011-11-14",22.959999
"412","2011-11-15",23.370001
"413","2011-11-16",23.01
"414","2011-11-17",22.84
"415","2011-11-18",22.99
"416","2011-11-21",22.73
"417","2011-11-22",22.5
"418","2011-11-23",21.9
"419","2011-11-25",21.860001
"420","2011-11-28",22.49
"421","2011-11-29",22.18
"422","2011-11-30",22.959999
"423","2011-12-01",22.969999
"424","2011-12-02",22.84
"425","2011-12-05",23.1
"426","2011-12-06",23.299999
"427","2011-12-07",23.67
"428","2011-12-08",23.16
"429","2011-12-09",23.35
"430","2011-12-12",23.219999
"431","2011-12-13",22.290001
"432","2011-12-14",21.65
"433","2011-12-15",21.719999
"434","2011-12-16",21.92
"435","2011-12-19",21.75
"436","2011-12-20",22.35
"437","2011-12-21",22.84
"438","2011-12-22",23.33
"439","2011-12-23",23.51
"440","2011-12-27",23.610001
"441","2011-12-28",23.43
"442","2011-12-29",23.440001
"443","2011-12-30",23.24
"444","2012-01-03",23.5
"445","2012-01-04",23.5
"446","2012-01-05",23.780001
"447","2012-01-06",23.75
"448","2012-01-09",23.9
"449","2012-01-10",24.25
"450","2012-01-11",24.469999
"451","2012-01-12",24.610001
"452","2012-01-13",24.33
"453","2012-01-17",24.610001
"454","2012-01-18",25
"455","2012-01-19",24.9
"456","2012-01-20",25.030001
"457","2012-01-23",25.040001
"458","2012-01-24",24.950001
"459","2012-01-25",24.530001
"460","2012-01-26",24.280001
"461","2012-01-27",24.67
"462","2012-01-30",24.700001
"463","2012-01-31",24.5
"464","2012-02-01",24.799999
"465","2012-02-02",24.809999
"466","2012-02-03",24.9
"467","2012-02-06",25.1
"468","2012-02-07",25.120001
"469","2012-02-08",24.870001
"470","2012-02-09",24.690001
"471","2012-02-10",24.68
"472","2012-02-13",25.09
"473","2012-02-14",25.059999
"474","2012-02-15",25.1
"475","2012-02-16",25.299999
"476","2012-02-17",25.450001
"477","2012-02-21",25.59
"478","2012-02-22",25.5
"479","2012-02-23",25.200001
"480","2012-02-24",25.110001
"481","2012-02-27",25.059999
"482","2012-02-28",25
"483","2012-02-29",25.02
"484","2012-03-01",25.09
"485","2012-03-02",24.950001
"486","2012-03-05",25.030001
"487","2012-03-06",24.91
"488","2012-03-07",24.76
"489","2012-03-08",24.6
"490","2012-03-09",24.629999
"491","2012-03-12",24.77
"492","2012-03-13",25.25
"493","2012-03-14",25.43
"494","2012-03-15",25.719999
"495","2012-03-16",25.67
"496","2012-03-19",25.870001
"497","2012-03-20",25.700001
"498","2012-03-21",25.709999
"499","2012-03-22",25.299999
"500","2012-03-23",25.610001
"501","2012-03-26",25.93
"502","2012-03-27",25.870001
"503","2012-03-28",25.940001
"504","2012-03-29",25.559999
"505","2012-03-30",25.209999
"506","2012-04-02",25.700001
"507","2012-04-03",26.040001
"508","2012-04-04",26.030001
"509","2012-04-05",25.959999
"510","2012-04-09",25.5
"511","2012-04-10",25.32
"512","2012-04-11",25.73
"513","2012-04-12",26.02
"514","2012-04-13",25.67
"515","2012-04-16",25.780001
"516","2012-04-17",26.15
"517","2012-04-18",26.02
"518","2012-04-19",26.040001
"519","2012-04-20",25.91
"520","2012-04-23",26.02
"521","2012-04-24",26.16
"522","2012-04-25",26.32
"523","2012-04-26",26.540001
"524","2012-04-27",26.77
"525","2012-04-30",26.23
"526","2012-05-01",26.18
"527","2012-05-02",25.5
"528","2012-05-03",25.01
"529","2012-05-04",24.459999
"530","2012-05-07",24.379999
"531","2012-05-08",24.5
"532","2012-05-09",23.969999
"533","2012-05-10",24.1
"534","2012-05-11",24.040001
"535","2012-05-14",24.01
"536","2012-05-15",23.950001
"537","2012-05-16",24.07
"538","2012-05-17",23.559999
"539","2012-05-18",23.43
"540","2012-05-21",23.530001
"541","2012-05-22",23.860001
"542","2012-05-23",23.959999
"543","2012-05-24",23.84
"544","2012-05-25",23.85
"545","2012-05-29",24.16
"546","2012-05-30",23.82
"547","2012-05-31",24.07
"548","2012-06-01",23.34
"549","2012-06-04",23.610001
"550","2012-06-05",23.969999
"551","2012-06-06",24.530001
"552","2012-06-07",24.709999
"553","2012-06-08",24.879999
"554","2012-06-11",24.780001
"555","2012-06-12",25.48
"556","2012-06-13",25.389999
"557","2012-06-14",25.5
"558","2012-06-15",25.5
"559","2012-06-18",25.51
"560","2012-06-19",25.59
"561","2012-06-20",25.610001
"562","2012-06-21",25.389999
"563","2012-06-22",25.200001
"564","2012-06-25",25.190001
"565","2012-06-26",25.5
"566","2012-06-27",26.01
"567","2012-06-28",25.940001
"568","2012-06-29",26.73
"569","2012-07-02",27.09
"570","2012-07-03",27.950001
"571","2012-07-05",27.459999
"572","2012-07-06",27.4
"573","2012-07-09",27.41
"574","2012-07-10",27.32
"575","2012-07-11",27.51
"576","2012-07-12",27.370001
"577","2012-07-13",27.940001
"578","2012-07-16",27.84
"579","2012-07-17",27.860001
"580","2012-07-18",27.84
"581","2012-07-19",27.01
"582","2012-07-20",26.6
"583","2012-07-23",26.65
"584","2012-07-24",26.66
"585","2012-07-25",26.9
"586","2012-07-26",27.059999
"587","2012-07-27",27.32
"588","2012-07-30",27.35
"589","2012-07-31",27.370001
"590","2012-08-01",26.59
"591","2012-08-02",26.93
"592","2012-08-03",27.49
"593","2012-08-06",27.040001
"594","2012-08-07",27.17
"595","2012-08-08",28.67
"596","2012-08-09",28.860001
"597","2012-08-10",28.48
"598","2012-08-13",28.65
"599","2012-08-14",28.879999
"600","2012-08-15",28.98
"601","2012-08-16",29.190001
"602","2012-08-17",29.35
"603","2012-08-20",29.450001
"604","2012-08-21",29.51
"605","2012-08-22",29.35
"606","2012-08-23",28.940001
"607","2012-08-24",29.01
"608","2012-08-27",29.120001
"609","2012-08-28",29.120001
"610","2012-08-29",29.17
"611","2012-08-30",29.049999
"612","2012-08-31",29.16
"613","2012-09-04",29.5
"614","2012-09-05",29.360001
"615","2012-09-06",29.719999
"616","2012-09-07",29.719999
"617","2012-09-10",29.65
"618","2012-09-11",29.809999
"619","2012-09-12",29.9
"620","2012-09-13",30.030001
"621","2012-09-14",30.26
"622","2012-09-17",29.799999
"623","2012-09-18",29.57
"624","2012-09-19",29.49
"625","2012-09-20",29.190001
"626","2012-09-21",29.200001
"627","2012-09-24",29.27
"628","2012-09-25",28.969999
"629","2012-09-26",28.700001
"630","2012-09-27",28.91
