"","date","OOMA"
"251","2016-07-15",8.56
"252","2016-07-18",8.47
"253","2016-07-19",8.62
"254","2016-07-20",8.4
"255","2016-07-21",8.52
"256","2016-07-22",8.6
"257","2016-07-25",8.37
"258","2016-07-26",8.57
"259","2016-07-27",8.62
"260","2016-07-28",8.49
"261","2016-07-29",8.5
"262","2016-08-01",8.42
"263","2016-08-02",8.43
"264","2016-08-03",8.48
"265","2016-08-04",8.54
"266","2016-08-05",8.6
"267","2016-08-08",8.77
"268","2016-08-09",8.66
"269","2016-08-10",8.55
"270","2016-08-11",8.57
"271","2016-08-12",8.57
"272","2016-08-15",8.76
"273","2016-08-16",8.4
"274","2016-08-17",8.38
"275","2016-08-18",8.33
"276","2016-08-19",8.3
"277","2016-08-22",8.15
"278","2016-08-23",8.26
"279","2016-08-24",8.35
"280","2016-08-25",8.16
"281","2016-08-26",8.35
"282","2016-08-29",8.56
"283","2016-08-30",8.45
"284","2016-08-31",8.73
"285","2016-09-01",8.68
"286","2016-09-02",9.6
"287","2016-09-06",9.75
"288","2016-09-07",9.02
"289","2016-09-08",9.03
"290","2016-09-09",8.82
"291","2016-09-12",9.1
"292","2016-09-13",9.07
"293","2016-09-14",9.24
"294","2016-09-15",9.33
"295","2016-09-16",8.94
"296","2016-09-19",9.1
"297","2016-09-20",9.06
"298","2016-09-21",9.19
"299","2016-09-22",9.01
"300","2016-09-23",9.14
"301","2016-09-26",9.02
"302","2016-09-27",8.97
"303","2016-09-28",9.05
"304","2016-09-29",8.81
"305","2016-09-30",9.08
"306","2016-10-03",9.13
"307","2016-10-04",8.98
"308","2016-10-05",8.91
"309","2016-10-06",8.87
"310","2016-10-07",9.13
"311","2016-10-10",8.98
"312","2016-10-11",8.83
"313","2016-10-12",8.89
"314","2016-10-13",8.75
"315","2016-10-14",8.98
"316","2016-10-17",8.93
"317","2016-10-18",8.74
"318","2016-10-19",8.74
"319","2016-10-20",8.51
"320","2016-10-21",8.58
"321","2016-10-24",8.45
"322","2016-10-25",8.73
"323","2016-10-26",8.76
"324","2016-10-27",8.82
"325","2016-10-28",9.04
"326","2016-10-31",8.65
"327","2016-11-01",8.6
"328","2016-11-02",8.55
"329","2016-11-03",8.65
"330","2016-11-04",8.65
"331","2016-11-07",8.65
"332","2016-11-08",8.75
"333","2016-11-09",8.95
"334","2016-11-10",8.8
"335","2016-11-11",8.85
"336","2016-11-14",8.9
"337","2016-11-15",8.85
"338","2016-11-16",8.9
"339","2016-11-17",9
"340","2016-11-18",9
"341","2016-11-21",8.95
"342","2016-11-22",8.975
"343","2016-11-23",8.95
"344","2016-11-25",9.15
"345","2016-11-28",9.1
"346","2016-11-29",9.5
"347","2016-11-30",9.3
"348","2016-12-01",8.75
"349","2016-12-02",8.9
"350","2016-12-05",9.25
"351","2016-12-06",9.1
"352","2016-12-07",9.25
"353","2016-12-08",9.4
"354","2016-12-09",9.25
"355","2016-12-12",9.15
"356","2016-12-13",9.1
"357","2016-12-14",9.2
"358","2016-12-15",9.35
"359","2016-12-16",9.15
"360","2016-12-19",8.9
"361","2016-12-20",8.85
"362","2016-12-21",8.95
"363","2016-12-22",8.8
"364","2016-12-23",9.15
"365","2016-12-27",8.925
"366","2016-12-28",8.9
"367","2016-12-29",8.8
"368","2016-12-30",9
"369","2017-01-03",9.05
"370","2017-01-04",9.1
"371","2017-01-05",9.25
"372","2017-01-06",9.325
"373","2017-01-09",9.45
"374","2017-01-10",9.1
"375","2017-01-11",9.4
"376","2017-01-12",9.2
"377","2017-01-13",9
"378","2017-01-17",9
"379","2017-01-18",8.95
"380","2017-01-19",8.95
"381","2017-01-20",9.05
"382","2017-01-23",9.05
"383","2017-01-24",9.1
"384","2017-01-25",9.4
"385","2017-01-26",9.65
"386","2017-01-27",9.75
"387","2017-01-30",9.75
"388","2017-01-31",9.65
"389","2017-02-01",9.5
"390","2017-02-02",9.8
"391","2017-02-03",9.95
"392","2017-02-06",9.85
"393","2017-02-07",9.85
"394","2017-02-08",9.85
"395","2017-02-09",10.05
"396","2017-02-10",10.15
"397","2017-02-13",10.2
"398","2017-02-14",10.15
"399","2017-02-15",10.2
"400","2017-02-16",10.25
"401","2017-02-17",10.1
"402","2017-02-21",9.9
"403","2017-02-22",10.05
"404","2017-02-23",10.1
"405","2017-02-24",10.1
"406","2017-02-27",10.3
"407","2017-02-28",10.15
"408","2017-03-01",10.3
"409","2017-03-02",10.35
"410","2017-03-03",10.2
"411","2017-03-06",9.5
"412","2017-03-07",9.4
"413","2017-03-08",9.8
"414","2017-03-09",9
"415","2017-03-10",9.05
"416","2017-03-13",9.25
"417","2017-03-14",9.15
"418","2017-03-15",9.3
"419","2017-03-16",9.45
"420","2017-03-17",9.65
"421","2017-03-20",9.75
"422","2017-03-21",9.65
"423","2017-03-22",9.75
"424","2017-03-23",9.65
"425","2017-03-24",9.7
"426","2017-03-27",9.65
"427","2017-03-28",9.6
"428","2017-03-29",9.7
"429","2017-03-30",9.75
"430","2017-03-31",9.95
"431","2017-04-03",10.3
"432","2017-04-04",10.4
"433","2017-04-05",10.45
"434","2017-04-06",10.65
"435","2017-04-07",10.7
"436","2017-04-10",10.45
"437","2017-04-11",10.9
"438","2017-04-12",11.05
"439","2017-04-13",11.45
"440","2017-04-17",11.8
"441","2017-04-18",11.8
"442","2017-04-19",12
"443","2017-04-20",12.05
"444","2017-04-21",12.05
"445","2017-04-24",12.05
"446","2017-04-25",12
"447","2017-04-26",12.15
"448","2017-04-27",11.9
"449","2017-04-28",11.95
"450","2017-05-01",12.1
"451","2017-05-02",12.25
"452","2017-05-03",11.85
"453","2017-05-04",11.35
"454","2017-05-05",11.35
"455","2017-05-08",11.95
"456","2017-05-09",11.7
"457","2017-05-10",11.9
"458","2017-05-11",11.85
"459","2017-05-12",11.95
"460","2017-05-15",12.1
"461","2017-05-16",12.3
"462","2017-05-17",11.85
"463","2017-05-18",11.95
"464","2017-05-19",12.05
"465","2017-05-22",11.65
"466","2017-05-23",11.7
"467","2017-05-24",8.25
"468","2017-05-25",8.5
"469","2017-05-26",8.7
"470","2017-05-30",8.2
"471","2017-05-31",8.45
"472","2017-06-01",8.5
"473","2017-06-02",8.3
"474","2017-06-05",8.4
"475","2017-06-06",8.1
"476","2017-06-07",8.15
"477","2017-06-08",8.2
"478","2017-06-09",8.3
"479","2017-06-12",8.15
"480","2017-06-13",8.55
"481","2017-06-14",8.55
"482","2017-06-15",8.15
"483","2017-06-16",8.15
"484","2017-06-19",8.3
"485","2017-06-20",8.3
"486","2017-06-21",8.25
"487","2017-06-22",8.3
"488","2017-06-23",8.4
"489","2017-06-26",8.3
"490","2017-06-27",8.3
"491","2017-06-28",8.35
"492","2017-06-29",8.2
"493","2017-06-30",8
"494","2017-07-03",8
"495","2017-07-05",7.95
"496","2017-07-06",7.6
"497","2017-07-07",7.65
"498","2017-07-10",7.75
"499","2017-07-11",7.95
"500","2017-07-12",8.05
"501","2017-07-13",8
"502","2017-07-14",8
"503","2017-07-17",8.15
"504","2017-07-18",8.35
"505","2017-07-19",8.65
"506","2017-07-20",8.7
"507","2017-07-21",8.6
"508","2017-07-24",8.3
"509","2017-07-25",8.55
"510","2017-07-26",8.45
"511","2017-07-27",8.55
"512","2017-07-28",8.25
"513","2017-07-31",8.3
"514","2017-08-01",8.1
"515","2017-08-02",8
"516","2017-08-03",7.95
"517","2017-08-04",7.95
"518","2017-08-07",8.35
"519","2017-08-08",8.35
"520","2017-08-09",8.2
"521","2017-08-10",8.05
"522","2017-08-11",8.25
"523","2017-08-14",8.15
"524","2017-08-15",7.95
"525","2017-08-16",7.95
"526","2017-08-17",7.75
"527","2017-08-18",7.9
"528","2017-08-21",7.9
"529","2017-08-22",7.9
"530","2017-08-23",7.85
"531","2017-08-24",7.85
"532","2017-08-25",8.85
"533","2017-08-28",9.3
"534","2017-08-29",9.3
"535","2017-08-30",9.3
"536","2017-08-31",9.8
"537","2017-09-01",10.15
"538","2017-09-05",10.4
"539","2017-09-06",10.25
"540","2017-09-07",9.9
"541","2017-09-08",9.7
"542","2017-09-11",9.6
"543","2017-09-12",9.7
"544","2017-09-13",9.7
"545","2017-09-14",9.65
"546","2017-09-15",9.9
"547","2017-09-18",9.8
"548","2017-09-19",9.75
"549","2017-09-20",9.55
"550","2017-09-21",9.65
"551","2017-09-22",9.75
"552","2017-09-25",10.4
"553","2017-09-26",10.4
"554","2017-09-27",10.65
"555","2017-09-28",10.75
"556","2017-09-29",10.55
"557","2017-10-02",10.25
"558","2017-10-03",10.8
"559","2017-10-04",10.9
"560","2017-10-05",10.8
"561","2017-10-06",10.95
"562","2017-10-09",10.55
"563","2017-10-10",10.6
"564","2017-10-11",10.5
"565","2017-10-12",10.5
"566","2017-10-13",10.35
"567","2017-10-16",10.3
"568","2017-10-17",10.25
"569","2017-10-18",10.45
"570","2017-10-19",10.45
"571","2017-10-20",10.6
"572","2017-10-23",10.45
"573","2017-10-24",10.55
"574","2017-10-25",10.4
"575","2017-10-26",10.3
"576","2017-10-27",10.55
"577","2017-10-30",10.3
"578","2017-10-31",10.5
"579","2017-11-01",10.3
"580","2017-11-02",10.4
"581","2017-11-03",9.7
"582","2017-11-06",9.5
"583","2017-11-07",9.8
"584","2017-11-08",9.35
"585","2017-11-09",9.55
"586","2017-11-10",9.3
"587","2017-11-13",9.15
"588","2017-11-14",9.15
"589","2017-11-15",9.1
"590","2017-11-16",9.4
"591","2017-11-17",9.5
"592","2017-11-20",9.8
"593","2017-11-21",9.75
"594","2017-11-22",9.85
"595","2017-11-24",10.05
"596","2017-11-27",10
"597","2017-11-28",10
"598","2017-11-29",11.65
"599","2017-11-30",11.05
"600","2017-12-01",11.35
"601","2017-12-04",11.2
"602","2017-12-05",11
"603","2017-12-06",11.15
"604","2017-12-07",11.2
"605","2017-12-08",11.1
"606","2017-12-11",11.15
"607","2017-12-12",11.55
"608","2017-12-13",11.45
"609","2017-12-14",11.5
"610","2017-12-15",12
"611","2017-12-18",11.55
"612","2017-12-19",11.2
"613","2017-12-20",11.7
"614","2017-12-21",12.35
"615","2017-12-22",12.15
"616","2017-12-26",12.55
"617","2017-12-27",12.25
"618","2017-12-28",12.05
"619","2017-12-29",11.95
"620","2018-01-02",11.7
"621","2018-01-03",11.95
"622","2018-01-04",11.95
"623","2018-01-05",12.1
"624","2018-01-08",12
"625","2018-01-09",11.85
"626","2018-01-10",11.75
"627","2018-01-11",11.85
"628","2018-01-12",11.8
"629","2018-01-16",11.65
"630","2018-01-17",11.85
"631","2018-01-18",11.6
"632","2018-01-19",11.05
"633","2018-01-22",10.35
"634","2018-01-23",11
"635","2018-01-24",11.1
"636","2018-01-25",10.6
"637","2018-01-26",11
"638","2018-01-29",10.5
"639","2018-01-30",10.75
"640","2018-01-31",10.25
"641","2018-02-01",10.8
"642","2018-02-02",10.05
"643","2018-02-05",10.25
"644","2018-02-06",10.3
"645","2018-02-07",10.35
"646","2018-02-08",10
"647","2018-02-09",10.5
"648","2018-02-12",10.4
"649","2018-02-13",10.45
"650","2018-02-14",10.55
"651","2018-02-15",10.55
"652","2018-02-16",10.15
"653","2018-02-20",10.15
"654","2018-02-21",10.1
"655","2018-02-22",10.3
"656","2018-02-23",10.65
"657","2018-02-26",10.95
"658","2018-02-27",10.7
"659","2018-02-28",10.65
"660","2018-03-01",10.55
"661","2018-03-02",10.55
"662","2018-03-05",11.25
"663","2018-03-06",12
"664","2018-03-07",12.05
"665","2018-03-08",11.4
"666","2018-03-09",11.85
"667","2018-03-12",11.85
"668","2018-03-13",11.45
"669","2018-03-14",11.75
"670","2018-03-15",11.8
"671","2018-03-16",11.4
"672","2018-03-19",11.5
"673","2018-03-20",11.3
"674","2018-03-21",11.4
"675","2018-03-22",11.4
"676","2018-03-23",11.3
"677","2018-03-26",11.2
"678","2018-03-27",11.2
"679","2018-03-28",11.15
"680","2018-03-29",10.9
"681","2018-04-02",10.35
"682","2018-04-03",10.45
"683","2018-04-04",10.65
"684","2018-04-05",11.65
"685","2018-04-06",11.1
"686","2018-04-09",11.1
"687","2018-04-10",11.05
"688","2018-04-11",11.15
"689","2018-04-12",11.05
"690","2018-04-13",11.05
"691","2018-04-16",10.85
"692","2018-04-17",10.9
"693","2018-04-18",11.15
"694","2018-04-19",11.05
"695","2018-04-20",11.15
"696","2018-04-23",11.25
"697","2018-04-24",11.5
"698","2018-04-25",11.35
"699","2018-04-26",11.65
"700","2018-04-27",10.75
"701","2018-04-30",10.65
"702","2018-05-01",10.75
"703","2018-05-02",10.7
"704","2018-05-03",10.7
"705","2018-05-04",10.85
"706","2018-05-07",10.9
"707","2018-05-08",11.05
"708","2018-05-09",11.3
"709","2018-05-10",11.25
"710","2018-05-11",10.8
"711","2018-05-14",10.85
"712","2018-05-15",10.8
"713","2018-05-16",11.2
"714","2018-05-17",11.3
"715","2018-05-18",12.1
"716","2018-05-21",12.6
"717","2018-05-22",12.25
"718","2018-05-23",12.6
"719","2018-05-24",11.75
"720","2018-05-25",12.15
"721","2018-05-29",12.1
"722","2018-05-30",12.15
"723","2018-05-31",11.85
"724","2018-06-01",12.1
"725","2018-06-04",11.85
"726","2018-06-05",11.8
"727","2018-06-06",11.8
"728","2018-06-07",12.1
"729","2018-06-08",12.15
"730","2018-06-11",12.45
"731","2018-06-12",12.65
"732","2018-06-13",12.45
"733","2018-06-14",12.2
"734","2018-06-15",12.35
"735","2018-06-18",12.05
"736","2018-06-19",12.5
"737","2018-06-20",12.9
"738","2018-06-21",12.65
"739","2018-06-22",13.15
"740","2018-06-25",13.6
"741","2018-06-26",13.9
"742","2018-06-27",14
"743","2018-06-28",13.7
"744","2018-06-29",14.15
"745","2018-07-02",14.6
"746","2018-07-03",15
"747","2018-07-05",15.15
"748","2018-07-06",15.4
"749","2018-07-09",14.9
"750","2018-07-10",16.1
"751","2018-07-11",15.55
"752","2018-07-12",15.2
"753","2018-07-13",15.5
"754","2018-07-16",15.95
"755","2018-07-17",16.200001
"756","2018-07-18",15.9
"757","2018-07-19",15.85
"758","2018-07-20",15.9
"759","2018-07-23",15.65
"760","2018-07-24",16
"761","2018-07-25",15.95
"762","2018-07-26",16.1
"763","2018-07-27",15.5
"764","2018-07-30",15.65
"765","2018-07-31",16.1
"766","2018-08-01",16.299999
"767","2018-08-02",16.450001
"768","2018-08-03",16
"769","2018-08-06",16.35
"770","2018-08-07",16.35
"771","2018-08-08",16.35
"772","2018-08-09",16.1
"773","2018-08-10",16.200001
"774","2018-08-13",16.1
"775","2018-08-14",16.4
"776","2018-08-15",15.9
"777","2018-08-16",16.25
"778","2018-08-17",16.25
"779","2018-08-20",16.299999
"780","2018-08-21",16.25
"781","2018-08-22",16.450001
"782","2018-08-23",16.450001
"783","2018-08-24",15.95
"784","2018-08-27",15.9
"785","2018-08-28",16.299999
"786","2018-08-29",16.5
"787","2018-08-30",16.15
"788","2018-08-31",16
"789","2018-09-04",16
"790","2018-09-05",15.85
"791","2018-09-06",15.8
"792","2018-09-07",16.049999
"793","2018-09-10",16.1
"794","2018-09-11",15.95
"795","2018-09-12",16.1
"796","2018-09-13",16.35
"797","2018-09-14",16.6
"798","2018-09-17",16.450001
"799","2018-09-18",16.700001
"800","2018-09-19",16.5
"801","2018-09-20",16.450001
"802","2018-09-21",16.799999
"803","2018-09-24",16.450001
"804","2018-09-25",16.15
"805","2018-09-26",16.299999
"806","2018-09-27",16.200001
"807","2018-09-28",16.6
"808","2018-10-01",16.360001
"809","2018-10-02",16.209999
"810","2018-10-03",16.26
"811","2018-10-04",15.93
"812","2018-10-05",15.29
"813","2018-10-08",15.14
"814","2018-10-09",15.36
"815","2018-10-10",15.2
"816","2018-10-11",13.89
"817","2018-10-12",13.9
"818","2018-10-15",14.34
"819","2018-10-16",15.38
"820","2018-10-17",14.85
"821","2018-10-18",14.77
"822","2018-10-19",14.68
"823","2018-10-22",14.79
"824","2018-10-23",14.97
"825","2018-10-24",14.71
"826","2018-10-25",15.16
"827","2018-10-26",14.49
"828","2018-10-29",14.67
"829","2018-10-30",15.06
"830","2018-10-31",15.04
"831","2018-11-01",14.9
"832","2018-11-02",14.82
"833","2018-11-05",14.54
"834","2018-11-06",14.65
"835","2018-11-07",15.37
"836","2018-11-08",15.26
"837","2018-11-09",15.23
"838","2018-11-12",15.15
"839","2018-11-13",14.76
"840","2018-11-14",14.42
"841","2018-11-15",13.98
"842","2018-11-16",14.26
"843","2018-11-19",13.55
"844","2018-11-20",13.48
"845","2018-11-21",13.85
"846","2018-11-23",13.7
"847","2018-11-26",13.71
"848","2018-11-27",13.58
"849","2018-11-28",15.6
"850","2018-11-29",15.22
"851","2018-11-30",14.94
"852","2018-12-03",15.61
"853","2018-12-04",14.26
"854","2018-12-06",14.21
"855","2018-12-07",13.97
"856","2018-12-10",14.13
"857","2018-12-11",14.28
"858","2018-12-12",14.28
"859","2018-12-13",13.86
"860","2018-12-14",13.57
"861","2018-12-17",13.25
"862","2018-12-18",13.28
"863","2018-12-19",13.27
"864","2018-12-20",13.97
"865","2018-12-21",13.55
"866","2018-12-24",13.38
"867","2018-12-26",13.92
"868","2018-12-27",13.9
"869","2018-12-28",13.77
"870","2018-12-31",13.88
"871","2019-01-02",14.11
"872","2019-01-03",14.06
"873","2019-01-04",14.36
"874","2019-01-07",14.52
"875","2019-01-08",14.83
"876","2019-01-09",14.85
"877","2019-01-10",14.99
"878","2019-01-11",14.56
"879","2019-01-14",14.34
"880","2019-01-15",14.82
"881","2019-01-16",14.81
"882","2019-01-17",15.38
"883","2019-01-18",15.22
"884","2019-01-22",15.35
"885","2019-01-23",15.3
"886","2019-01-24",15.21
"887","2019-01-25",15.22
"888","2019-01-28",15.34
"889","2019-01-29",15.19
"890","2019-01-30",15.16
"891","2019-01-31",15.11
"892","2019-02-01",15.19
"893","2019-02-04",15.28
"894","2019-02-05",15.29
"895","2019-02-06",15.19
"896","2019-02-07",15.17
"897","2019-02-08",14.97
"898","2019-02-11",14.67
"899","2019-02-12",14.94
"900","2019-02-13",15.16
"901","2019-02-14",14.79
"902","2019-02-15",14.8
"903","2019-02-19",15.33
"904","2019-02-20",15.5
"905","2019-02-21",15.72
"906","2019-02-22",16.139999
"907","2019-02-25",16.16
"908","2019-02-26",15.99
"909","2019-02-27",16.4
"910","2019-02-28",16.309999
"911","2019-03-01",16.34
"912","2019-03-04",16.26
"913","2019-03-05",16.049999
"914","2019-03-06",16.040001
"915","2019-03-07",15.6
"916","2019-03-08",15.58
"917","2019-03-11",15.16
"918","2019-03-12",15.37
"919","2019-03-13",15.49
"920","2019-03-14",15.73
"921","2019-03-15",15.41
"922","2019-03-18",14.23
"923","2019-03-19",14.54
"924","2019-03-20",14.66
"925","2019-03-21",14.49
"926","2019-03-22",13.56
"927","2019-03-25",13.82
"928","2019-03-26",13.73
"929","2019-03-27",13.54
"930","2019-03-28",13.45
"931","2019-03-29",13.24
"932","2019-04-01",13.13
"933","2019-04-02",13.86
"934","2019-04-03",13.62
"935","2019-04-04",13.14
"936","2019-04-05",13.51
"937","2019-04-08",13.63
"938","2019-04-09",13.34
"939","2019-04-10",13.64
"940","2019-04-11",13.71
"941","2019-04-12",13.5
"942","2019-04-15",13.2
"943","2019-04-16",13.51
"944","2019-04-17",13.12
"945","2019-04-18",13.15
"946","2019-04-22",12.88
"947","2019-04-23",13.14
"948","2019-04-24",12.82
"949","2019-04-25",12.72
"950","2019-04-26",12.99
"951","2019-04-29",13.33
"952","2019-04-30",13.49
"953","2019-05-01",12.72
"954","2019-05-02",13.1
"955","2019-05-03",13.65
"956","2019-05-06",13.93
"957","2019-05-07",13.84
"958","2019-05-08",13.67
"959","2019-05-09",13.8
"960","2019-05-10",13.77
"961","2019-05-13",13.58
"962","2019-05-14",14.21
"963","2019-05-15",13.66
"964","2019-05-16",13.79
"965","2019-05-17",13.86
"966","2019-05-20",14.94
"967","2019-05-21",14.54
"968","2019-05-22",12.41
"969","2019-05-23",11.75
"970","2019-05-24",11.87
"971","2019-05-28",12.54
"972","2019-05-29",12.21
"973","2019-05-30",11.85
"974","2019-05-31",11.55
"975","2019-06-03",11.64
"976","2019-06-04",11.96
"977","2019-06-05",11.88
"978","2019-06-06",11.98
"979","2019-06-07",11.9
"980","2019-06-10",12.2
"981","2019-06-11",11.9
"982","2019-06-12",11.92
"983","2019-06-13",11.88
"984","2019-06-14",12.05
"985","2019-06-17",11.85
"986","2019-06-18",11.87
"987","2019-06-19",11.61
"988","2019-06-20",11.46
"989","2019-06-21",10.6
"990","2019-06-24",10.75
"991","2019-06-25",10.16
"992","2019-06-26",10.26
"993","2019-06-27",10.52
"994","2019-06-28",10.48
"995","2019-07-01",10.59
"996","2019-07-02",10.67
"997","2019-07-03",10.61
"998","2019-07-05",10.78
"999","2019-07-08",10.63
"1000","2019-07-09",10.69
"1001","2019-07-10",10.66
