"","date","SYBT"
"1","2007-01-03",18.913334
"2","2007-01-04",19
"3","2007-01-05",18.533333
"4","2007-01-08",18.593334
"5","2007-01-09",18.639999
"6","2007-01-10",18.373333
"7","2007-01-11",18.546667
"8","2007-01-12",18.6
"9","2007-01-16",18.313334
"10","2007-01-17",18.086666
"11","2007-01-18",17.926666
"12","2007-01-19",18.166666
"13","2007-01-22",17.706667
"14","2007-01-23",18.033333
"15","2007-01-24",18.133333
"16","2007-01-25",17.546667
"17","2007-01-26",17.906666
"18","2007-01-29",17.959999
"19","2007-01-30",18.32
"20","2007-01-31",18.280001
"21","2007-02-01",18.5
"22","2007-02-02",18.466667
"23","2007-02-05",18.413334
"24","2007-02-06",18.639999
"25","2007-02-07",18.973333
"26","2007-02-08",18.926666
"27","2007-02-09",18.459999
"28","2007-02-12",18.433332
"29","2007-02-13",18.613333
"30","2007-02-14",18.573334
"31","2007-02-15",18.219999
"32","2007-02-16",17.98
"33","2007-02-20",17.886667
"34","2007-02-21",17.860001
"35","2007-02-22",17.686666
"36","2007-02-23",17.533333
"37","2007-02-26",17.413334
"38","2007-02-27",17.02
"39","2007-02-28",17.213333
"40","2007-03-01",17.266666
"41","2007-03-02",16.626667
"42","2007-03-05",16.440001
"43","2007-03-06",16.733334
"44","2007-03-07",16.540001
"45","2007-03-08",16.233334
"46","2007-03-09",16.473333
"47","2007-03-12",16.606667
"48","2007-03-13",16.059999
"49","2007-03-14",16.226667
"50","2007-03-15",16.586666
"51","2007-03-16",16.226667
"52","2007-03-19",16.293333
"53","2007-03-20",16.360001
"54","2007-03-21",16.639999
"55","2007-03-22",16.733334
"56","2007-03-23",16.653334
"57","2007-03-26",16.666666
"58","2007-03-27",16.673334
"59","2007-03-28",16.533333
"60","2007-03-29",16.24
"61","2007-03-30",16.573334
"62","2007-04-02",16.66
"63","2007-04-03",16.666666
"64","2007-04-04",16.573334
"65","2007-04-05",16.513334
"66","2007-04-09",16.353333
"67","2007-04-10",16.453333
"68","2007-04-11",16.626667
"69","2007-04-12",16.473333
"70","2007-04-13",16.666666
"71","2007-04-16",17.133333
"72","2007-04-17",17.08
"73","2007-04-18",16.606667
"74","2007-04-19",16.506666
"75","2007-04-20",16.74
"76","2007-04-23",16.493334
"77","2007-04-24",16.540001
"78","2007-04-25",16.486666
"79","2007-04-26",16.219999
"80","2007-04-27",16.333334
"81","2007-04-30",15.706667
"82","2007-05-01",15.76
"83","2007-05-02",16.433332
"84","2007-05-03",16.58
"85","2007-05-04",16.66
"86","2007-05-07",16.713333
"87","2007-05-08",16.273333
"88","2007-05-09",16.280001
"89","2007-05-10",15.933333
"90","2007-05-11",16.299999
"91","2007-05-14",16.286667
"92","2007-05-15",16.013334
"93","2007-05-16",16.213333
"94","2007-05-17",16.066668
"95","2007-05-18",16.18
"96","2007-05-21",16.48
"97","2007-05-22",16.686666
"98","2007-05-23",16.686666
"99","2007-05-24",16.486666
"100","2007-05-25",16.766666
"101","2007-05-29",16.799999
"102","2007-05-30",16.726667
"103","2007-05-31",16.653334
"104","2007-06-01",16.68
"105","2007-06-04",16.473333
"106","2007-06-05",16.18
"107","2007-06-06",16.120001
"108","2007-06-07",15.993333
"109","2007-06-08",16.42
"110","2007-06-11",16.273333
"111","2007-06-12",16.1
"112","2007-06-13",16.193333
"113","2007-06-14",16.106667
"114","2007-06-15",16.273333
"115","2007-06-18",15.953333
"116","2007-06-19",16.42
"117","2007-06-20",16.006666
"118","2007-06-21",16.32
"119","2007-06-22",16.013334
"120","2007-06-25",16
"121","2007-06-26",15.946667
"122","2007-06-27",16.526667
"123","2007-06-28",16.186666
"124","2007-06-29",15.84
"125","2007-07-02",16.16
"126","2007-07-03",16.186666
"127","2007-07-05",16.086666
"128","2007-07-06",16.273333
"129","2007-07-09",16.013334
"130","2007-07-10",15.433333
"131","2007-07-11",15.28
"132","2007-07-12",15.76
"133","2007-07-13",15.7
"134","2007-07-16",15.646667
"135","2007-07-17",16.059999
"136","2007-07-18",16.16
"137","2007-07-19",16.5
"138","2007-07-20",15.68
"139","2007-07-23",15.713333
"140","2007-07-24",15.446667
"141","2007-07-25",16.093334
"142","2007-07-26",15.773334
"143","2007-07-27",15.58
"144","2007-07-30",15.76
"145","2007-07-31",15.606667
"146","2007-08-01",16.066668
"147","2007-08-02",16.6
"148","2007-08-03",16.08
"149","2007-08-06",17.093334
"150","2007-08-07",16.879999
"151","2007-08-08",17.586666
"152","2007-08-09",17.473333
"153","2007-08-10",17.473333
"154","2007-08-13",16.860001
"155","2007-08-14",16.413334
"156","2007-08-15",16.466667
"157","2007-08-16",17.540001
"158","2007-08-17",17.653334
"159","2007-08-20",17.653334
"160","2007-08-21",17.426666
"161","2007-08-22",17.753334
"162","2007-08-23",17.393333
"163","2007-08-24",17.34
"164","2007-08-27",17.326666
"165","2007-08-28",16.780001
"166","2007-08-29",17.973333
"167","2007-08-30",17.4
"168","2007-08-31",17.673334
"169","2007-09-04",17.9
"170","2007-09-05",17.746666
"171","2007-09-06",17.786667
"172","2007-09-07",17.093334
"173","2007-09-10",16.906666
"174","2007-09-11",17.32
"175","2007-09-12",17.446667
"176","2007-09-13",17.373333
"177","2007-09-14",17.786667
"178","2007-09-17",17.526667
"179","2007-09-18",18.959999
"180","2007-09-19",19.540001
"181","2007-09-20",18.42
"182","2007-09-21",18.173334
"183","2007-09-24",17.946667
"184","2007-09-25",18.066668
"185","2007-09-26",18.453333
"186","2007-09-27",18.406666
"187","2007-09-28",18.026667
"188","2007-10-01",18.639999
"189","2007-10-02",18.866667
"190","2007-10-03",17.986666
"191","2007-10-04",18.253334
"192","2007-10-05",18.833334
"193","2007-10-08",18.559999
"194","2007-10-09",18.966667
"195","2007-10-10",18.933332
"196","2007-10-11",18.34
"197","2007-10-12",18.559999
"198","2007-10-15",18.146667
"199","2007-10-16",17.92
"200","2007-10-17",17.606667
"201","2007-10-18",17.193333
"202","2007-10-19",16.133333
"203","2007-10-22",16.700001
"204","2007-10-23",16.726667
"205","2007-10-24",16.066668
"206","2007-10-25",16.200001
"207","2007-10-26",16.553333
"208","2007-10-29",16.546667
"209","2007-10-30",16.606667
"210","2007-10-31",16.84
"211","2007-11-01",15.76
"212","2007-11-02",15.333333
"213","2007-11-05",15.2
"214","2007-11-06",16.006666
"215","2007-11-07",14.893333
"216","2007-11-08",15.133333
"217","2007-11-09",15.293333
"218","2007-11-12",15.7
"219","2007-11-13",16.293333
"220","2007-11-14",16.106667
"221","2007-11-15",15.913333
"222","2007-11-16",15.406667
"223","2007-11-19",14.886666
"224","2007-11-20",14.846666
"225","2007-11-21",14.853333
"226","2007-11-23",15.5
"227","2007-11-26",14.453333
"228","2007-11-27",15.02
"229","2007-11-28",15.846666
"230","2007-11-29",15.613334
"231","2007-11-30",15.773334
"232","2007-12-03",15.24
"233","2007-12-04",15.233334
"234","2007-12-05",15.633333
"235","2007-12-06",16.493334
"236","2007-12-07",16.353333
"237","2007-12-10",16.42
"238","2007-12-11",15.506667
"239","2007-12-12",15.82
"240","2007-12-13",15.906667
"241","2007-12-14",15.706667
"242","2007-12-17",15.173333
"243","2007-12-18",15.326667
"244","2007-12-19",15.74
"245","2007-12-20",15.82
"246","2007-12-21",16.886667
"247","2007-12-24",17.033333
"248","2007-12-26",17.126667
"249","2007-12-27",16.253334
"250","2007-12-28",16.126667
"251","2007-12-31",15.96
"252","2008-01-02",15.753333
"253","2008-01-03",15.186666
"254","2008-01-04",14.82
"255","2008-01-07",15.493333
"256","2008-01-08",14.94
"257","2008-01-09",15.473333
"258","2008-01-10",15.613334
"259","2008-01-11",15.106667
"260","2008-01-14",15.306666
"261","2008-01-15",15.26
"262","2008-01-16",14.826667
"263","2008-01-17",14.586667
"264","2008-01-18",14.166667
"265","2008-01-22",15.033334
"266","2008-01-23",15.2
"267","2008-01-24",14.62
"268","2008-01-25",14.133333
"269","2008-01-28",14.386666
"270","2008-01-29",14.333333
"271","2008-01-30",14.533334
"272","2008-01-31",17.306667
"273","2008-02-01",16.966667
"274","2008-02-04",16.673334
"275","2008-02-05",16.013334
"276","2008-02-06",16.006666
"277","2008-02-07",16.433332
"278","2008-02-08",16.053333
"279","2008-02-11",15.86
"280","2008-02-12",16.093334
"281","2008-02-13",16.193333
"282","2008-02-14",15.633333
"283","2008-02-15",15.68
"284","2008-02-19",15.58
"285","2008-02-20",15.586667
"286","2008-02-21",15.133333
"287","2008-02-22",15.346666
"288","2008-02-25",15.62
"289","2008-02-26",15.453333
"290","2008-02-27",15.626667
"291","2008-02-28",15.233334
"292","2008-02-29",14.646667
"293","2008-03-03",14.44
"294","2008-03-04",14.366667
"295","2008-03-05",14.373333
"296","2008-03-06",13.9
"297","2008-03-07",14.02
"298","2008-03-10",14.12
"299","2008-03-11",15.3
"300","2008-03-12",14.766666
"301","2008-03-13",15.26
"302","2008-03-14",14.52
"303","2008-03-17",14.393333
"304","2008-03-18",15.433333
"305","2008-03-19",15.22
"306","2008-03-20",15.486667
"307","2008-03-24",15.866667
"308","2008-03-25",15.873333
"309","2008-03-26",15.88
"310","2008-03-27",15.686666
"311","2008-03-28",15.646667
"312","2008-03-31",15.493333
"313","2008-04-01",16
"314","2008-04-02",15.973333
"315","2008-04-03",15.533334
"316","2008-04-04",15.533334
"317","2008-04-07",15.593333
"318","2008-04-08",15.493333
"319","2008-04-09",15.506667
"320","2008-04-10",15.78
"321","2008-04-11",15.4
"322","2008-04-14",15.353333
"323","2008-04-15",15.946667
"324","2008-04-16",16.780001
"325","2008-04-17",16.586666
"326","2008-04-18",17.033333
"327","2008-04-21",16.793333
"328","2008-04-22",16.386667
"329","2008-04-23",15.753333
"330","2008-04-24",16.76
"331","2008-04-25",16.426666
"332","2008-04-28",16.5
"333","2008-04-29",16.4
"334","2008-04-30",16.42
"335","2008-05-01",16.906666
"336","2008-05-02",16.526667
"337","2008-05-05",16.153334
"338","2008-05-06",16.626667
"339","2008-05-07",16
"340","2008-05-08",16.053333
"341","2008-05-09",16.040001
"342","2008-05-12",16.26
"343","2008-05-13",16.613333
"344","2008-05-14",16.413334
"345","2008-05-15",16.620001
"346","2008-05-16",16.113333
"347","2008-05-19",15.833333
"348","2008-05-20",15.88
"349","2008-05-21",15.813334
"350","2008-05-22",16.306667
"351","2008-05-23",15.62
"352","2008-05-27",16.086666
"353","2008-05-28",16.446667
"354","2008-05-29",16.593334
"355","2008-05-30",16.82
"356","2008-06-02",16.459999
"357","2008-06-03",15.926666
"358","2008-06-04",16.226667
"359","2008-06-05",17.213333
"360","2008-06-06",16
"361","2008-06-09",15.88
"362","2008-06-10",15.866667
"363","2008-06-11",15.646667
"364","2008-06-12",15.8
"365","2008-06-13",15.693334
"366","2008-06-16",16.593334
"367","2008-06-17",15.64
"368","2008-06-18",15.473333
"369","2008-06-19",15.333333
"370","2008-06-20",14.6
"371","2008-06-23",14.006667
"372","2008-06-24",14.02
"373","2008-06-25",14.446667
"374","2008-06-26",13.88
"375","2008-06-27",14.306666
"376","2008-06-30",14.24
"377","2008-07-01",14.233334
"378","2008-07-02",13.8
"379","2008-07-03",13.493333
"380","2008-07-07",13.293333
"381","2008-07-08",14.12
"382","2008-07-09",13.533334
"383","2008-07-10",13.566667
"384","2008-07-11",14.56
"385","2008-07-14",13.76
"386","2008-07-15",13.72
"387","2008-07-16",15.813334
"388","2008-07-17",16.486666
"389","2008-07-18",15.82
"390","2008-07-21",15.933333
"391","2008-07-22",16.333334
"392","2008-07-23",16.433332
"393","2008-07-24",16.153334
"394","2008-07-25",16.66
"395","2008-07-28",16.360001
"396","2008-07-29",17.306667
"397","2008-07-30",17.486666
"398","2008-07-31",17.200001
"399","2008-08-01",17.58
"400","2008-08-04",17.1
"401","2008-08-05",17.326666
"402","2008-08-06",17.546667
"403","2008-08-07",16.993334
"404","2008-08-08",17.773333
"405","2008-08-11",18.719999
"406","2008-08-12",18.733334
"407","2008-08-13",18.626667
"408","2008-08-14",18.66
"409","2008-08-15",18.360001
"410","2008-08-18",18.093334
"411","2008-08-19",18.013334
"412","2008-08-20",17.940001
"413","2008-08-21",18.453333
"414","2008-08-22",18.826666
"415","2008-08-25",18.133333
"416","2008-08-26",18.346666
"417","2008-08-27",18.68
"418","2008-08-28",19.32
"419","2008-08-29",18.826666
"420","2008-09-02",19.306667
"421","2008-09-03",19.299999
"422","2008-09-04",18.186666
"423","2008-09-05",18.166666
