"","date","CNTY"
"1","2007-01-03",11.29
"2","2007-01-04",10.87
"3","2007-01-05",10.63
"4","2007-01-08",10.65
"5","2007-01-09",10.56
"6","2007-01-10",10.41
"7","2007-01-11",10.22
"8","2007-01-12",10.28
"9","2007-01-16",10.67
"10","2007-01-17",10.52
"11","2007-01-18",10.26
"12","2007-01-19",10.46
"13","2007-01-22",10.25
"14","2007-01-23",10.37
"15","2007-01-24",10.48
"16","2007-01-25",10.28
"17","2007-01-26",10.34
"18","2007-01-29",10.48
"19","2007-01-30",10.85
"20","2007-01-31",10.75
"21","2007-02-01",10.99
"22","2007-02-02",10.73
"23","2007-02-05",10.75
"24","2007-02-06",10.9
"25","2007-02-07",10.96
"26","2007-02-08",11
"27","2007-02-09",10.96
"28","2007-02-12",10.72
"29","2007-02-13",10.89
"30","2007-02-14",10.98
"31","2007-02-15",10.76
"32","2007-02-16",10.76
"33","2007-02-20",10.92
"34","2007-02-21",11.37
"35","2007-02-22",11.02
"36","2007-02-23",10.75
"37","2007-02-26",10.69
"38","2007-02-27",10
"39","2007-02-28",10.18
"40","2007-03-01",10.13
"41","2007-03-02",9.81
"42","2007-03-05",9.59
"43","2007-03-06",9.91
"44","2007-03-07",9.74
"45","2007-03-08",9.8
"46","2007-03-09",9.77
"47","2007-03-12",9.8
"48","2007-03-13",9.38
"49","2007-03-14",9.48
"50","2007-03-15",9.22
"51","2007-03-16",9.45
"52","2007-03-19",8.67
"53","2007-03-20",8.73
"54","2007-03-21",8.83
"55","2007-03-22",8.73
"56","2007-03-23",8.56
"57","2007-03-26",8.51
"58","2007-03-27",8.4
"59","2007-03-28",8.36
"60","2007-03-29",8.24
"61","2007-03-30",8.25
"62","2007-04-02",8.05
"63","2007-04-03",8.05
"64","2007-04-04",7.99
"65","2007-04-05",8.13
"66","2007-04-09",7.92
"67","2007-04-10",8.34
"68","2007-04-11",8.25
"69","2007-04-12",8.22
"70","2007-04-13",8.38
"71","2007-04-16",8.53
"72","2007-04-17",8.55
"73","2007-04-18",8.68
"74","2007-04-19",8.66
"75","2007-04-20",8.78
"76","2007-04-23",8.96
"77","2007-04-24",9.18
"78","2007-04-25",9.08
"79","2007-04-26",9
"80","2007-04-27",8.68
"81","2007-04-30",8.38
"82","2007-05-01",8.38
"83","2007-05-02",8.59
"84","2007-05-03",8.44
"85","2007-05-04",8.61
"86","2007-05-07",8.62
"87","2007-05-08",8.5
"88","2007-05-09",8.47
"89","2007-05-10",8.2
"90","2007-05-11",8.19
"91","2007-05-14",8.05
"92","2007-05-15",7.65
"93","2007-05-16",7.81
"94","2007-05-17",7.66
"95","2007-05-18",7.88
"96","2007-05-21",8.12
"97","2007-05-22",8.33
"98","2007-05-23",8.41
"99","2007-05-24",8.31
"100","2007-05-25",8.21
"101","2007-05-29",8.21
"102","2007-05-30",8.25
"103","2007-05-31",8.37
"104","2007-06-01",8.45
"105","2007-06-04",8.44
"106","2007-06-05",8.23
"107","2007-06-06",8.14
"108","2007-06-07",8.01
"109","2007-06-08",8.29
"110","2007-06-11",8.35
"111","2007-06-12",8.19
"112","2007-06-13",8.25
"113","2007-06-14",8.27
"114","2007-06-15",8.31
"115","2007-06-18",8.48
"116","2007-06-19",8.5
"117","2007-06-20",8.43
"118","2007-06-21",8.52
"119","2007-06-22",8.64
"120","2007-06-25",8.6
"121","2007-06-26",8.85
"122","2007-06-27",9.09
"123","2007-06-28",8.97
"124","2007-06-29",8.99
"125","2007-07-02",9
"126","2007-07-03",8.96
"127","2007-07-05",8.95
"128","2007-07-06",8.9
"129","2007-07-09",8.77
"130","2007-07-10",8.44
"131","2007-07-11",8.47
"132","2007-07-12",8.26
"133","2007-07-13",8.34
"134","2007-07-16",8.21
"135","2007-07-17",8.23
"136","2007-07-18",8.26
"137","2007-07-19",8.4
"138","2007-07-20",8.64
"139","2007-07-23",8.61
"140","2007-07-24",8.34
"141","2007-07-25",8.63
"142","2007-07-26",8.46
"143","2007-07-27",8.63
"144","2007-07-30",8.53
"145","2007-07-31",8.81
"146","2007-08-01",8.41
"147","2007-08-02",8.5
"148","2007-08-03",8.81
"149","2007-08-06",8.74
"150","2007-08-07",8.9
"151","2007-08-08",8.73
"152","2007-08-09",8.28
"153","2007-08-10",7.6
"154","2007-08-13",7.38
"155","2007-08-14",7.29
"156","2007-08-15",6.9
"157","2007-08-16",6.73
"158","2007-08-17",6.86
"159","2007-08-20",6.76
"160","2007-08-21",6.93
"161","2007-08-22",6.88
"162","2007-08-23",6.84
"163","2007-08-24",6.76
"164","2007-08-27",6.82
"165","2007-08-28",6.75
"166","2007-08-29",6.75
"167","2007-08-30",6.81
"168","2007-08-31",6.83
"169","2007-09-04",6.92
"170","2007-09-05",6.88
"171","2007-09-06",6.79
"172","2007-09-07",6.78
"173","2007-09-10",6.82
"174","2007-09-11",6.76
"175","2007-09-12",6.8
"176","2007-09-13",6.7
"177","2007-09-14",6.7
"178","2007-09-17",6.35
"179","2007-09-18",6.49
"180","2007-09-19",6.43
"181","2007-09-20",6.44
"182","2007-09-21",6.4
"183","2007-09-24",6.36
"184","2007-09-25",6.17
"185","2007-09-26",6.17
"186","2007-09-27",6.24
"187","2007-09-28",6.1
"188","2007-10-01",6.03
"189","2007-10-02",5.98
"190","2007-10-03",5.99
"191","2007-10-04",5.97
"192","2007-10-05",5.95
"193","2007-10-08",5.94
"194","2007-10-09",5.98
"195","2007-10-10",5.92
"196","2007-10-11",5.63
"197","2007-10-12",5.48
"198","2007-10-15",5.25
"199","2007-10-16",5.83
"200","2007-10-17",6.21
"201","2007-10-18",6.45
"202","2007-10-19",6.42
"203","2007-10-22",6.94
"204","2007-10-23",6.95
"205","2007-10-24",6.83
"206","2007-10-25",7
"207","2007-10-26",7
"208","2007-10-29",7.11
"209","2007-10-30",7.13
"210","2007-10-31",7.15
"211","2007-11-01",7.35
"212","2007-11-02",7.16
"213","2007-11-05",7.39
"214","2007-11-06",7.31
"215","2007-11-07",7.26
"216","2007-11-08",7.07
"217","2007-11-09",6.23
"218","2007-11-12",6.75
"219","2007-11-13",6.4
"220","2007-11-14",6.58
"221","2007-11-15",6.55
"222","2007-11-16",6.39
"223","2007-11-19",6.62
"224","2007-11-20",6.42
"225","2007-11-21",6.39
"226","2007-11-23",6.36
"227","2007-11-26",6.33
"228","2007-11-27",5.86
"229","2007-11-28",6.07
"230","2007-11-29",6.25
"231","2007-11-30",6.21
"232","2007-12-03",6.21
"233","2007-12-04",6.2
"234","2007-12-05",6.04
"235","2007-12-06",5.91
"236","2007-12-07",6
"237","2007-12-10",6.35
"238","2007-12-11",6.53
"239","2007-12-12",6.33
"240","2007-12-13",6.42
"241","2007-12-14",6.25
"242","2007-12-17",6.14
"243","2007-12-18",6.3
"244","2007-12-19",6.08
"245","2007-12-20",6.11
"246","2007-12-21",6.17
"247","2007-12-24",6.19
"248","2007-12-26",6.39
"249","2007-12-27",6.36
"250","2007-12-28",6.31
"251","2007-12-31",6.44
"252","2008-01-02",6.44
"253","2008-01-03",6.42
"254","2008-01-04",5.41
"255","2008-01-07",5
"256","2008-01-08",4.7
"257","2008-01-09",4.75
"258","2008-01-10",4.99
"259","2008-01-11",4.53
"260","2008-01-14",4.01
"261","2008-01-15",3.95
"262","2008-01-16",4.42
"263","2008-01-17",4.26
"264","2008-01-18",4.38
"265","2008-01-22",4.24
"266","2008-01-23",4.2
"267","2008-01-24",4.3
"268","2008-01-25",4.21
"269","2008-01-28",4.44
"270","2008-01-29",4.74
"271","2008-01-30",4.54
"272","2008-01-31",4.69
"273","2008-02-01",4.69
"274","2008-02-04",5.02
"275","2008-02-05",4.83
"276","2008-02-06",4.99
"277","2008-02-07",5.05
"278","2008-02-08",5.1
"279","2008-02-11",5.12
"280","2008-02-12",5.76
"281","2008-02-13",5.25
"282","2008-02-14",5.06
"283","2008-02-15",5.04
"284","2008-02-19",5.07
"285","2008-02-20",5.04
"286","2008-02-21",4.97
"287","2008-02-22",5.06
"288","2008-02-25",4.99
"289","2008-02-26",5.21
"290","2008-02-27",5.02
"291","2008-02-28",4.87
"292","2008-02-29",4.85
"293","2008-03-03",4.74
"294","2008-03-04",4.57
"295","2008-03-05",4.38
"296","2008-03-06",4.14
"297","2008-03-07",4.1
"298","2008-03-10",3.82
"299","2008-03-11",3.79
"300","2008-03-12",3.85
"301","2008-03-13",3.74
"302","2008-03-14",3.81
"303","2008-03-17",3.59
"304","2008-03-18",3.65
"305","2008-03-19",3.43
"306","2008-03-20",3.34
"307","2008-03-24",3.26
"308","2008-03-25",3.5
"309","2008-03-26",3.51
"310","2008-03-27",3.5
"311","2008-03-28",3.39
"312","2008-03-31",3.25
"313","2008-04-01",3.3
"314","2008-04-02",3.39
"315","2008-04-03",3.43
"316","2008-04-04",3.41
"317","2008-04-07",3.35
"318","2008-04-08",3.38
"319","2008-04-09",3.47
"320","2008-04-10",3.3
"321","2008-04-11",3.3
"322","2008-04-14",3.26
"323","2008-04-15",3.25
"324","2008-04-16",3.26
"325","2008-04-17",3.27
"326","2008-04-18",3.3
"327","2008-04-21",3.32
"328","2008-04-22",3.3
"329","2008-04-23",3.25
"330","2008-04-24",3.3
"331","2008-04-25",3.32
"332","2008-04-28",3.27
"333","2008-04-29",3.24
"334","2008-04-30",3.32
"335","2008-05-01",3.13
"336","2008-05-02",3.25
"337","2008-05-05",3.27
"338","2008-05-06",3.66
"339","2008-05-07",3.35
"340","2008-05-08",3.67
"341","2008-05-09",4
"342","2008-05-12",3.87
"343","2008-05-13",3.68
"344","2008-05-14",3.5
"345","2008-05-15",3.48
"346","2008-05-16",3.26
"347","2008-05-19",3.53
"348","2008-05-20",4.51
"349","2008-05-21",4.1
"350","2008-05-22",4.1
"351","2008-05-23",4.29
"352","2008-05-27",3.89
"353","2008-05-28",3.69
"354","2008-05-29",3.94
"355","2008-05-30",4
"356","2008-06-02",4.07
"357","2008-06-03",3.95
"358","2008-06-04",3.85
"359","2008-06-05",3.85
"360","2008-06-06",3.79
"361","2008-06-09",3.69
"362","2008-06-10",3.74
"363","2008-06-11",3.66
"364","2008-06-12",3.92
"365","2008-06-13",4.14
"366","2008-06-16",4.06
"367","2008-06-17",4.15
"368","2008-06-18",3.7
"369","2008-06-19",3.66
"370","2008-06-20",3.5
"371","2008-06-23",3.45
"372","2008-06-24",3.34
"373","2008-06-25",3.35
"374","2008-06-26",3.28
"375","2008-06-27",3.29
"376","2008-06-30",3.28
"377","2008-07-01",3.3
"378","2008-07-02",3.25
"379","2008-07-03",3.25
"380","2008-07-07",3.38
"381","2008-07-08",3.25
"382","2008-07-09",3.21
"383","2008-07-10",3.22
"384","2008-07-11",3.27
"385","2008-07-14",2.97
"386","2008-07-15",2.75
"387","2008-07-16",2.7
"388","2008-07-17",2.62
"389","2008-07-18",2.98
"390","2008-07-21",2.91
"391","2008-07-22",3
"392","2008-07-23",2.99
"393","2008-07-24",2.85
"394","2008-07-25",2.84
"395","2008-07-28",2.95
"396","2008-07-29",3
"397","2008-07-30",2.97
"398","2008-07-31",2.97
"399","2008-08-01",2.95
"400","2008-08-04",3
"401","2008-08-05",3
"402","2008-08-06",3
"403","2008-08-07",3.11
"404","2008-08-08",3.12
"405","2008-08-11",3.12
"406","2008-08-12",3.03
"407","2008-08-13",2.96
"408","2008-08-14",2.88
"409","2008-08-15",2.88
"410","2008-08-18",2.78
"411","2008-08-19",2.6
"412","2008-08-20",2.59
"413","2008-08-21",2.66
"414","2008-08-22",2.67
"415","2008-08-25",2.78
"416","2008-08-26",2.54
"417","2008-08-27",2.58
"418","2008-08-28",2.63
"419","2008-08-29",2.53
"420","2008-09-02",2.51
"421","2008-09-03",2.65
"422","2008-09-04",2.49
"423","2008-09-05",2.31
"424","2008-09-08",2.45
"425","2008-09-09",2.44
"426","2008-09-10",2.53
"427","2008-09-11",2.51
"428","2008-09-12",2.45
"429","2008-09-15",2.24
"430","2008-09-16",2.34
"431","2008-09-17",1.89
"432","2008-09-18",1.88
"433","2008-09-19",2.1
"434","2008-09-22",2.14
"435","2008-09-23",2.16
"436","2008-09-24",2.12
"437","2008-09-25",2.15
"438","2008-09-26",2.14
"439","2008-09-29",2.04
"440","2008-09-30",2.1
"441","2008-10-01",2.18
"442","2008-10-02",2.18
"443","2008-10-03",2.06
"444","2008-10-06",1.74
"445","2008-10-07",1.62
"446","2008-10-08",1.55
"447","2008-10-09",1.44
"448","2008-10-10",1.48
"449","2008-10-13",1.68
"450","2008-10-14",1.89
"451","2008-10-15",2.01
"452","2008-10-16",1.71
"453","2008-10-17",1.7
"454","2008-10-20",1.77
"455","2008-10-21",1.74
"456","2008-10-22",1.73
"457","2008-10-23",1.3
"458","2008-10-24",1.21
"459","2008-10-27",0.95
"460","2008-10-28",0.83
"461","2008-10-29",1.01
"462","2008-10-30",1.15
"463","2008-10-31",1.2
"464","2008-11-03",1.43
"465","2008-11-04",1.42
"466","2008-11-05",1.65
"467","2008-11-06",1.3
"468","2008-11-07",1.29
"469","2008-11-10",1.2
"470","2008-11-11",0.99
"471","2008-11-12",1.15
"472","2008-11-13",1.06
"473","2008-11-14",1.14
"474","2008-11-17",1.12
"475","2008-11-18",1.12
"476","2008-11-19",1
"477","2008-11-20",0.93
"478","2008-11-21",0.91
"479","2008-11-24",0.9
"480","2008-11-25",0.93
"481","2008-11-26",0.91
"482","2008-11-28",0.95
"483","2008-12-01",0.86
"484","2008-12-02",0.87
"485","2008-12-03",0.9
"486","2008-12-04",1.03
"487","2008-12-05",0.91
"488","2008-12-08",0.91
"489","2008-12-09",0.9
"490","2008-12-10",0.94
"491","2008-12-11",1
"492","2008-12-12",1.06
"493","2008-12-15",1.06
"494","2008-12-16",1.2
"495","2008-12-17",1.12
"496","2008-12-18",1.02
"497","2008-12-19",1.02
"498","2008-12-22",1.38
"499","2008-12-23",1.2
"500","2008-12-24",1.18
"501","2008-12-26",1.14
"502","2008-12-29",1.06
"503","2008-12-30",1.04
"504","2008-12-31",1.02
"505","2009-01-02",1.1
"506","2009-01-05",1.35
"507","2009-01-06",1.4
"508","2009-01-07",1.33
"509","2009-01-08",1.31
"510","2009-01-09",1.57
"511","2009-01-12",1.63
"512","2009-01-13",1.5
"513","2009-01-14",1.44
"514","2009-01-15",1.46
"515","2009-01-16",1.65
"516","2009-01-20",1.5
"517","2009-01-21",1.58
"518","2009-01-22",1.6
"519","2009-01-23",1.53
"520","2009-01-26",1.55
"521","2009-01-27",1.69
"522","2009-01-28",1.67
"523","2009-01-29",1.68
"524","2009-01-30",1.64
"525","2009-02-02",1.7
"526","2009-02-03",1.65
"527","2009-02-04",1.66
"528","2009-02-05",1.67
"529","2009-02-06",1.66
"530","2009-02-09",1.67
"531","2009-02-10",1.65
"532","2009-02-11",1.68
"533","2009-02-12",1.7
"534","2009-02-13",1.81
"535","2009-02-17",1.71
"536","2009-02-18",1.73
"537","2009-02-19",1.65
"538","2009-02-20",1.6
"539","2009-02-23",1.72
"540","2009-02-24",1.65
"541","2009-02-25",1.61
"542","2009-02-26",1.62
"543","2009-02-27",1.65
"544","2009-03-02",1.5
"545","2009-03-03",1.49
"546","2009-03-04",1.5
"547","2009-03-05",1.4
"548","2009-03-06",1.42
"549","2009-03-09",1.42
"550","2009-03-10",1.41
"551","2009-03-11",1.38
"552","2009-03-12",1.4
"553","2009-03-13",1.45
"554","2009-03-16",1.33
"555","2009-03-17",1.28
"556","2009-03-18",1.27
"557","2009-03-19",1.29
"558","2009-03-20",1.33
"559","2009-03-23",1.44
"560","2009-03-24",1.35
