"","date","CNTY"
"561","2009-03-25",1.38
"562","2009-03-26",1.6
"563","2009-03-27",1.52
"564","2009-03-30",1.57
"565","2009-03-31",1.55
"566","2009-04-01",1.55
"567","2009-04-02",1.49
"568","2009-04-03",1.47
"569","2009-04-06",1.51
"570","2009-04-07",1.51
"571","2009-04-08",1.5
"572","2009-04-09",1.49
"573","2009-04-13",1.47
"574","2009-04-14",1.51
"575","2009-04-15",1.55
"576","2009-04-16",1.53
"577","2009-04-17",1.57
"578","2009-04-20",1.6
"579","2009-04-21",1.51
"580","2009-04-22",1.49
"581","2009-04-23",1.54
"582","2009-04-24",1.71
"583","2009-04-27",1.73
"584","2009-04-28",1.9
"585","2009-04-29",2
"586","2009-04-30",2.51
"587","2009-05-01",2.53
"588","2009-05-04",2.24
"589","2009-05-05",2.49
"590","2009-05-06",2.59
"591","2009-05-07",2.42
"592","2009-05-08",2.5
"593","2009-05-11",2.46
"594","2009-05-12",2.28
"595","2009-05-13",2.1
"596","2009-05-14",2.01
"597","2009-05-15",2.03
"598","2009-05-18",2.29
"599","2009-05-19",2.27
"600","2009-05-20",2.28
"601","2009-05-21",2.47
"602","2009-05-22",2.55
"603","2009-05-26",2.56
"604","2009-05-27",2.37
"605","2009-05-28",2.37
"606","2009-05-29",2.56
"607","2009-06-01",2.46
"608","2009-06-02",2.43
"609","2009-06-03",2.34
"610","2009-06-04",2.54
"611","2009-06-05",2.47
"612","2009-06-08",2.55
"613","2009-06-09",2.96
"614","2009-06-10",2.87
"615","2009-06-11",3.04
"616","2009-06-12",2.83
"617","2009-06-15",2.75
"618","2009-06-16",2.8
"619","2009-06-17",2.87
"620","2009-06-18",2.91
"621","2009-06-19",2.89
"622","2009-06-22",2.95
"623","2009-06-23",2.76
"624","2009-06-24",2.64
"625","2009-06-25",2.63
"626","2009-06-26",2.9
"627","2009-06-29",2.66
"628","2009-06-30",2.98
"629","2009-07-01",3
"630","2009-07-02",2.8
"631","2009-07-06",2.76
"632","2009-07-07",2.74
"633","2009-07-08",2.74
"634","2009-07-09",2.84
"635","2009-07-10",2.73
"636","2009-07-13",2.74
"637","2009-07-14",2.85
"638","2009-07-15",2.88
"639","2009-07-16",2.94
"640","2009-07-17",2.85
"641","2009-07-20",2.92
"642","2009-07-21",2.97
"643","2009-07-22",3.05
"644","2009-07-23",3
"645","2009-07-24",2.99
"646","2009-07-27",3.14
"647","2009-07-28",3.3
"648","2009-07-29",3.17
"649","2009-07-30",3.14
"650","2009-07-31",3.1
"651","2009-08-03",3.11
"652","2009-08-04",3.16
"653","2009-08-05",3.2
"654","2009-08-06",3.1
"655","2009-08-07",3.16
"656","2009-08-10",2.9
"657","2009-08-11",2.82
"658","2009-08-12",2.86
"659","2009-08-13",2.87
"660","2009-08-14",2.81
"661","2009-08-17",2.95
"662","2009-08-18",2.81
"663","2009-08-19",2.86
"664","2009-08-20",2.95
"665","2009-08-21",3
"666","2009-08-24",2.91
"667","2009-08-25",2.94
"668","2009-08-26",2.88
"669","2009-08-27",2.87
"670","2009-08-28",2.91
"671","2009-08-31",2.87
"672","2009-09-01",2.91
"673","2009-09-02",2.76
"674","2009-09-03",2.75
"675","2009-09-04",2.65
"676","2009-09-08",2.68
"677","2009-09-09",2.67
"678","2009-09-10",2.74
"679","2009-09-11",2.95
"680","2009-09-14",2.92
"681","2009-09-15",2.88
"682","2009-09-16",2.98
"683","2009-09-17",2.9
"684","2009-09-18",3
"685","2009-09-21",2.9
"686","2009-09-22",2.85
"687","2009-09-23",2.97
"688","2009-09-24",2.9
"689","2009-09-25",2.86
"690","2009-09-28",2.8
"691","2009-09-29",2.9
"692","2009-09-30",2.9
"693","2009-10-01",2.78
"694","2009-10-02",2.73
"695","2009-10-05",2.75
"696","2009-10-06",2.85
"697","2009-10-07",2.99
"698","2009-10-08",3.12
"699","2009-10-09",3.16
"700","2009-10-12",3.16
"701","2009-10-13",3.01
"702","2009-10-14",3.16
"703","2009-10-15",3.11
"704","2009-10-16",3.1
"705","2009-10-19",3.1
"706","2009-10-20",3.03
"707","2009-10-21",3
"708","2009-10-22",3.04
"709","2009-10-23",2.99
"710","2009-10-26",3
"711","2009-10-27",2.96
"712","2009-10-28",2.88
"713","2009-10-29",2.85
"714","2009-10-30",2.87
"715","2009-11-02",2.81
"716","2009-11-03",2.98
"717","2009-11-04",2.9
"718","2009-11-05",2.92
"719","2009-11-06",2.92
"720","2009-11-09",2.85
"721","2009-11-10",2.85
"722","2009-11-11",2.89
"723","2009-11-12",2.91
"724","2009-11-13",2.85
"725","2009-11-16",2.82
"726","2009-11-17",2.8
"727","2009-11-18",2.8
"728","2009-11-19",2.7
"729","2009-11-20",2.75
"730","2009-11-23",2.79
"731","2009-11-24",2.7
"732","2009-11-25",2.65
"733","2009-11-27",2.52
"734","2009-11-30",2.55
"735","2009-12-01",2.5
"736","2009-12-02",2.5
"737","2009-12-03",2.21
"738","2009-12-04",2.27
"739","2009-12-07",2.3
"740","2009-12-08",2.28
"741","2009-12-09",2.28
"742","2009-12-10",2.29
"743","2009-12-11",2.2
"744","2009-12-14",2.21
"745","2009-12-15",2.19
"746","2009-12-16",2.44
"747","2009-12-17",2.34
"748","2009-12-18",2.36
"749","2009-12-21",2.34
"750","2009-12-22",2.45
"751","2009-12-23",2.67
"752","2009-12-24",2.69
"753","2009-12-28",2.65
"754","2009-12-29",2.52
"755","2009-12-30",2.57
"756","2009-12-31",2.69
"757","2010-01-04",2.6
"758","2010-01-05",2.5
"759","2010-01-06",2.53
"760","2010-01-07",2.49
"761","2010-01-08",2.54
"762","2010-01-11",2.57
"763","2010-01-12",2.54
"764","2010-01-13",2.5
"765","2010-01-14",2.51
"766","2010-01-15",2.54
"767","2010-01-19",2.5
"768","2010-01-20",2.39
"769","2010-01-21",2.35
"770","2010-01-22",2.34
"771","2010-01-25",2.6
"772","2010-01-26",2.63
"773","2010-01-27",2.57
"774","2010-01-28",2.6
"775","2010-01-29",2.51
"776","2010-02-01",2.49
"777","2010-02-02",2.56
"778","2010-02-03",2.49
"779","2010-02-04",2.44
"780","2010-02-05",2.5
"781","2010-02-08",2.5
"782","2010-02-09",2.54
"783","2010-02-10",2.45
"784","2010-02-11",2.45
"785","2010-02-12",2.42
"786","2010-02-16",2.55
"787","2010-02-17",2.45
"788","2010-02-18",2.48
"789","2010-02-19",2.5
"790","2010-02-22",2.48
"791","2010-02-23",2.5
"792","2010-02-24",2.45
"793","2010-02-25",2.4
"794","2010-02-26",2.47
"795","2010-03-01",2.36
"796","2010-03-02",2.37
"797","2010-03-03",2.45
"798","2010-03-04",2.38
"799","2010-03-05",2.43
"800","2010-03-08",2.39
"801","2010-03-09",2.36
"802","2010-03-10",2.32
"803","2010-03-11",2.3
"804","2010-03-12",2.35
"805","2010-03-15",2.27
"806","2010-03-16",2.3
"807","2010-03-17",2.29
"808","2010-03-18",2.36
"809","2010-03-19",2.4
"810","2010-03-22",2.44
"811","2010-03-23",2.43
"812","2010-03-24",2.56
"813","2010-03-25",2.56
"814","2010-03-26",2.56
"815","2010-03-29",2.52
"816","2010-03-30",2.5
"817","2010-03-31",2.5
"818","2010-04-01",2.51
"819","2010-04-05",2.53
"820","2010-04-06",2.5
"821","2010-04-07",2.51
"822","2010-04-08",2.54
"823","2010-04-09",2.5
"824","2010-04-12",2.51
"825","2010-04-13",2.52
"826","2010-04-14",2.5
"827","2010-04-15",2.51
"828","2010-04-16",2.51
"829","2010-04-19",2.52
"830","2010-04-20",2.63
"831","2010-04-21",2.68
"832","2010-04-22",2.67
"833","2010-04-23",2.7
"834","2010-04-26",2.72
"835","2010-04-27",2.66
"836","2010-04-28",2.64
"837","2010-04-29",2.69
"838","2010-04-30",2.65
"839","2010-05-03",2.65
"840","2010-05-04",2.66
"841","2010-05-05",2.74
"842","2010-05-06",2.55
"843","2010-05-07",2.52
"844","2010-05-10",2.56
"845","2010-05-11",2.55
"846","2010-05-12",2.48
"847","2010-05-13",2.51
"848","2010-05-14",2.48
"849","2010-05-17",2.41
"850","2010-05-18",2.5
"851","2010-05-19",2.49
"852","2010-05-20",2.35
"853","2010-05-21",2.34
"854","2010-05-24",2.32
"855","2010-05-25",2.23
"856","2010-05-26",2.23
"857","2010-05-27",2.3
"858","2010-05-28",2.3
"859","2010-06-01",2.25
"860","2010-06-02",2.23
"861","2010-06-03",2.25
"862","2010-06-04",2.25
"863","2010-06-07",2.22
"864","2010-06-08",2.2
"865","2010-06-09",2.18
"866","2010-06-10",2.25
"867","2010-06-11",2.25
"868","2010-06-14",2.29
"869","2010-06-15",2.21
"870","2010-06-16",2.29
"871","2010-06-17",2.22
"872","2010-06-18",2.2
"873","2010-06-21",2.29
"874","2010-06-22",2.17
"875","2010-06-23",2.14
"876","2010-06-24",2.17
"877","2010-06-25",2.13
"878","2010-06-28",2.11
"879","2010-06-29",2.11
"880","2010-06-30",2.14
"881","2010-07-01",2.11
"882","2010-07-02",2.13
"883","2010-07-06",2.11
"884","2010-07-07",2.05
"885","2010-07-08",2.08
"886","2010-07-09",2.09
"887","2010-07-12",2.09
"888","2010-07-13",2.03
"889","2010-07-14",2.04
"890","2010-07-15",2.05
"891","2010-07-16",2.05
"892","2010-07-19",2.05
"893","2010-07-20",2.07
"894","2010-07-21",2.09
"895","2010-07-22",2.11
"896","2010-07-23",2.08
"897","2010-07-26",2.11
"898","2010-07-27",2.17
"899","2010-07-28",2.19
"900","2010-07-29",2.15
"901","2010-07-30",2.15
"902","2010-08-02",2.1
"903","2010-08-03",2.11
"904","2010-08-04",2.05
"905","2010-08-05",2.09
"906","2010-08-06",2.09
"907","2010-08-09",2.12
"908","2010-08-10",2.13
"909","2010-08-11",2.1
"910","2010-08-12",2.1
"911","2010-08-13",2.12
"912","2010-08-16",2.11
"913","2010-08-17",2.16
"914","2010-08-18",2.14
"915","2010-08-19",2.15
"916","2010-08-20",2.2
"917","2010-08-23",2.17
"918","2010-08-24",2.11
"919","2010-08-25",2.02
"920","2010-08-26",2.06
"921","2010-08-27",2.01
"922","2010-08-30",2
"923","2010-08-31",1.92
"924","2010-09-01",1.93
"925","2010-09-02",1.92
"926","2010-09-03",2.04
"927","2010-09-07",2
"928","2010-09-08",1.99
"929","2010-09-09",2
"930","2010-09-10",1.97
"931","2010-09-13",1.94
"932","2010-09-14",1.95
"933","2010-09-15",1.94
"934","2010-09-16",2.04
"935","2010-09-17",2.15
"936","2010-09-20",2.08
"937","2010-09-21",2.11
"938","2010-09-22",2.1
"939","2010-09-23",2.05
"940","2010-09-24",2
"941","2010-09-27",2.05
"942","2010-09-28",2.04
"943","2010-09-29",2.02
"944","2010-09-30",2.06
"945","2010-10-01",2.06
"946","2010-10-04",2.03
"947","2010-10-05",2
"948","2010-10-06",2.04
"949","2010-10-07",2.01
"950","2010-10-08",2.03
"951","2010-10-11",2.03
"952","2010-10-12",2.04
"953","2010-10-13",2.1
"954","2010-10-14",2.08
"955","2010-10-15",2.05
"956","2010-10-18",2.1
"957","2010-10-19",2.01
"958","2010-10-20",2.02
"959","2010-10-21",2.08
"960","2010-10-22",2.07
"961","2010-10-25",2.16
"962","2010-10-26",2.06
"963","2010-10-27",2.14
"964","2010-10-28",2.1
"965","2010-10-29",2.12
"966","2010-11-01",2.18
"967","2010-11-02",2.44
"968","2010-11-03",2.41
"969","2010-11-04",2.36
"970","2010-11-05",2.4
"971","2010-11-08",2.42
"972","2010-11-09",2.45
"973","2010-11-10",2.41
"974","2010-11-11",2.4
"975","2010-11-12",2.35
"976","2010-11-15",2.37
"977","2010-11-16",2.34
"978","2010-11-17",2.27
"979","2010-11-18",2.34
"980","2010-11-19",2.34
"981","2010-11-22",2.38
"982","2010-11-23",2.32
"983","2010-11-24",2.34
"984","2010-11-26",2.37
"985","2010-11-29",2.3
"986","2010-11-30",2.25
"987","2010-12-01",2.35
"988","2010-12-02",2.41
"989","2010-12-03",2.45
"990","2010-12-06",2.44
"991","2010-12-07",2.43
"992","2010-12-08",2.41
"993","2010-12-09",2.42
"994","2010-12-10",2.42
"995","2010-12-13",2.44
"996","2010-12-14",2.41
"997","2010-12-15",2.36
"998","2010-12-16",2.35
"999","2010-12-17",2.29
"1000","2010-12-20",2.35
"1001","2010-12-21",2.42
"1002","2010-12-22",2.49
