"","date","CORE"
"1","2007-01-03",8.0625
"2","2007-01-04",8.125
"3","2007-01-05",7.9475
"4","2007-01-08",7.8125
"5","2007-01-09",7.885
"6","2007-01-10",7.8825
"7","2007-01-11",8.1675
"8","2007-01-12",8.13
"9","2007-01-16",7.815
"10","2007-01-17",7.8275
"11","2007-01-18",7.8175
"12","2007-01-19",8
"13","2007-01-22",7.9375
"14","2007-01-23",8.065
"15","2007-01-24",8.0625
"16","2007-01-25",7.9625
"17","2007-01-26",7.8275
"18","2007-01-29",7.865
"19","2007-01-30",7.8975
"20","2007-01-31",7.845
"21","2007-02-01",7.8675
"22","2007-02-02",7.88
"23","2007-02-05",7.655
"24","2007-02-06",7.6975
"25","2007-02-07",7.6625
"26","2007-02-08",7.5925
"27","2007-02-09",7.835
"28","2007-02-12",7.785
"29","2007-02-13",7.7425
"30","2007-02-14",7.6975
"31","2007-02-15",7.76
"32","2007-02-16",7.7475
"33","2007-02-20",7.8175
"34","2007-02-21",7.91
"35","2007-02-22",7.9575
"36","2007-02-23",7.87
"37","2007-02-26",7.8675
"38","2007-02-27",7.425
"39","2007-02-28",7.6975
"40","2007-03-01",7.855
"41","2007-03-02",7.745
"42","2007-03-05",7.6975
"43","2007-03-06",7.7
"44","2007-03-07",7.6775
"45","2007-03-08",7.75
"46","2007-03-09",7.785
"47","2007-03-12",7.7225
"48","2007-03-13",7.505
"49","2007-03-14",7.785
"50","2007-03-15",8.0475
"51","2007-03-16",8.38
"52","2007-03-19",8.4
"53","2007-03-20",8.8125
"54","2007-03-21",9
"55","2007-03-22",9.0075
"56","2007-03-23",9.2025
"57","2007-03-26",8.905
"58","2007-03-27",8.9275
"59","2007-03-28",8.9825
"60","2007-03-29",9
"61","2007-03-30",8.92
"62","2007-04-02",8.85
"63","2007-04-03",8.8975
"64","2007-04-04",9.1175
"65","2007-04-05",8.88
"66","2007-04-09",8.815
"67","2007-04-10",8.8875
"68","2007-04-11",8.9625
"69","2007-04-12",9.2425
"70","2007-04-13",9.3275
"71","2007-04-16",9.3725
"72","2007-04-17",9.4
"73","2007-04-18",9.335
"74","2007-04-19",9.1075
"75","2007-04-20",9.23
"76","2007-04-23",9.055
"77","2007-04-24",9.19
"78","2007-04-25",9.1625
"79","2007-04-26",9.14
"80","2007-04-27",8.9675
"81","2007-04-30",8.815
"82","2007-05-01",9
"83","2007-05-02",9.16
"84","2007-05-03",9.1075
"85","2007-05-04",9.15
"86","2007-05-07",9.09
"87","2007-05-08",8.9675
"88","2007-05-09",9.085
"89","2007-05-10",8.79
"90","2007-05-11",8.8725
"91","2007-05-14",8.775
"92","2007-05-15",8.725
"93","2007-05-16",8.8575
"94","2007-05-17",8.775
"95","2007-05-18",8.755
"96","2007-05-21",8.6925
"97","2007-05-22",8.69
"98","2007-05-23",8.725
"99","2007-05-24",8.5825
"100","2007-05-25",8.5725
"101","2007-05-29",8.6075
"102","2007-05-30",8.77
"103","2007-05-31",8.64
"104","2007-06-01",8.8375
"105","2007-06-04",8.7125
"106","2007-06-05",8.8175
"107","2007-06-06",8.8425
"108","2007-06-07",8.8625
"109","2007-06-08",8.9775
"110","2007-06-11",8.8125
"111","2007-06-12",8.6575
"112","2007-06-13",8.885
"113","2007-06-14",8.89
"114","2007-06-15",8.9475
"115","2007-06-18",9.0175
"116","2007-06-19",9.15
"117","2007-06-20",9.1775
"118","2007-06-21",9.0525
"119","2007-06-22",9.2325
"120","2007-06-25",8.98
"121","2007-06-26",9.2625
"122","2007-06-27",9.2475
"123","2007-06-28",9.175
"124","2007-06-29",8.995
"125","2007-07-02",9.24
"126","2007-07-03",9.25
"127","2007-07-05",9.25
"128","2007-07-06",9.1875
"129","2007-07-09",9.245
"130","2007-07-10",8.9925
"131","2007-07-11",8.9975
"132","2007-07-12",9.07
"133","2007-07-13",9.095
"134","2007-07-16",9.06
"135","2007-07-17",9.0175
"136","2007-07-18",8.805
"137","2007-07-19",8.7525
"138","2007-07-20",8.545
"139","2007-07-23",8.55
"140","2007-07-24",8.3925
"141","2007-07-25",8.1575
"142","2007-07-26",7.9325
"143","2007-07-27",7.9
"144","2007-07-30",7.7675
"145","2007-07-31",7.8425
"146","2007-08-01",8
"147","2007-08-02",8.1125
"148","2007-08-03",7.7825
"149","2007-08-06",7.81
"150","2007-08-07",7.785
"151","2007-08-08",7.6375
"152","2007-08-09",7.7025
"153","2007-08-10",7.9825
"154","2007-08-13",7.9475
"155","2007-08-14",8.25
"156","2007-08-15",8.32
"157","2007-08-16",8.375
"158","2007-08-17",8.295
"159","2007-08-20",8.3725
"160","2007-08-21",8.42
"161","2007-08-22",8.515
"162","2007-08-23",8.445
"163","2007-08-24",8.4925
"164","2007-08-27",8.46
"165","2007-08-28",8.4675
"166","2007-08-29",8.445
"167","2007-08-30",8.2425
"168","2007-08-31",8.435
"169","2007-09-04",8.345
"170","2007-09-05",8.345
"171","2007-09-06",8.3825
"172","2007-09-07",8.13
"173","2007-09-10",8.325
"174","2007-09-11",8.41
"175","2007-09-12",8.4325
"176","2007-09-13",8.4575
"177","2007-09-14",8.495
"178","2007-09-17",8.49
"179","2007-09-18",8.6875
"180","2007-09-19",8.64
"181","2007-09-20",8.495
"182","2007-09-21",8.695
"183","2007-09-24",8.6675
"184","2007-09-25",8.76
"185","2007-09-26",8.9625
"186","2007-09-27",9.0025
"187","2007-09-28",8.8075
"188","2007-10-01",8.9575
"189","2007-10-02",8.8175
"190","2007-10-03",8.7725
"191","2007-10-04",8.9675
"192","2007-10-05",8.94
"193","2007-10-08",8.935
"194","2007-10-09",8.9375
"195","2007-10-10",8.96
"196","2007-10-11",8.9375
"197","2007-10-12",8.9375
"198","2007-10-15",8.985
"199","2007-10-16",8.92
"200","2007-10-17",8.9375
"201","2007-10-18",8.9375
"202","2007-10-19",8.6875
"203","2007-10-22",8.7325
"204","2007-10-23",8.905
"205","2007-10-24",8.905
"206","2007-10-25",8.7775
"207","2007-10-26",8.915
"208","2007-10-29",8.9125
"209","2007-10-30",8.875
"210","2007-10-31",8.675
"211","2007-11-01",8.5
"212","2007-11-02",8.66
"213","2007-11-05",8.4975
"214","2007-11-06",8.5675
"215","2007-11-07",8.3125
"216","2007-11-08",8.385
"217","2007-11-09",7.935
"218","2007-11-12",7.87
"219","2007-11-13",7.9725
"220","2007-11-14",7.8425
"221","2007-11-15",7.6375
"222","2007-11-16",7.535
"223","2007-11-19",7.245
"224","2007-11-20",7.245
"225","2007-11-21",7.225
"226","2007-11-23",7.31
"227","2007-11-26",7.105
"228","2007-11-27",6.935
"229","2007-11-28",6.8525
"230","2007-11-29",6.6675
"231","2007-11-30",6.7075
"232","2007-12-03",6.82
"233","2007-12-04",6.625
"234","2007-12-05",6.635
"235","2007-12-06",6.8425
"236","2007-12-07",6.8825
"237","2007-12-10",6.9975
"238","2007-12-11",6.7075
"239","2007-12-12",6.5175
"240","2007-12-13",6.58
"241","2007-12-14",6.4475
"242","2007-12-17",6.3075
"243","2007-12-18",6.5825
"244","2007-12-19",6.58
"245","2007-12-20",6.895
"246","2007-12-21",7.0325
"247","2007-12-24",7.23
"248","2007-12-26",7.155
"249","2007-12-27",7.1175
"250","2007-12-28",7.0275
"251","2007-12-31",7.18
"252","2008-01-02",7
"253","2008-01-03",6.6975
"254","2008-01-04",6.585
"255","2008-01-07",6.6575
"256","2008-01-08",6.2575
"257","2008-01-09",6.3525
"258","2008-01-10",6.3225
"259","2008-01-11",6.045
"260","2008-01-14",6.1875
"261","2008-01-15",6.23
"262","2008-01-16",6.04
"263","2008-01-17",6
"264","2008-01-18",6.0325
"265","2008-01-22",5.98
"266","2008-01-23",6.1775
"267","2008-01-24",6.335
"268","2008-01-25",6.4125
"269","2008-01-28",6.425
"270","2008-01-29",6.3125
"271","2008-01-30",6.2025
"272","2008-01-31",6.4525
"273","2008-02-01",6.555
"274","2008-02-04",6.5725
"275","2008-02-05",6.61
"276","2008-02-06",6.6225
"277","2008-02-07",6.9325
"278","2008-02-08",6.7775
"279","2008-02-11",6.815
"280","2008-02-12",7.0275
"281","2008-02-13",7.455
"282","2008-02-14",7.3225
"283","2008-02-15",7.19
"284","2008-02-19",7.155
"285","2008-02-20",7.145
"286","2008-02-21",7.04
"287","2008-02-22",7.2275
"288","2008-02-25",7.245
"289","2008-02-26",7.0475
"290","2008-02-27",7.2425
"291","2008-02-28",7.04
"292","2008-02-29",6.6425
"293","2008-03-03",6.56
"294","2008-03-04",6.5125
"295","2008-03-05",6.4975
"296","2008-03-06",6.3
"297","2008-03-07",6.2125
"298","2008-03-10",5.955
"299","2008-03-11",6.19
"300","2008-03-12",6.17
"301","2008-03-13",6.135
"302","2008-03-14",6.1575
"303","2008-03-17",6.1525
"304","2008-03-18",6.6125
"305","2008-03-19",6.6825
"306","2008-03-20",7.0375
"307","2008-03-24",7.3325
"308","2008-03-25",7.4625
"309","2008-03-26",7.41
"310","2008-03-27",7.2475
"311","2008-03-28",7.2375
"312","2008-03-31",7.185
"313","2008-04-01",7.4225
"314","2008-04-02",7.365
"315","2008-04-03",7.1775
"316","2008-04-04",7.275
"317","2008-04-07",7.155
"318","2008-04-08",7.26
"319","2008-04-09",6.98
"320","2008-04-10",7.1425
"321","2008-04-11",6.6675
"322","2008-04-14",6.6925
"323","2008-04-15",6.925
"324","2008-04-16",7.1
"325","2008-04-17",7.31
"326","2008-04-18",7.3475
"327","2008-04-21",7.26
"328","2008-04-22",6.9575
"329","2008-04-23",7.155
"330","2008-04-24",7.405
"331","2008-04-25",7.43
"332","2008-04-28",7.48
"333","2008-04-29",7.435
"334","2008-04-30",7.165
"335","2008-05-01",7.2125
"336","2008-05-02",7.0775
"337","2008-05-05",6.98
"338","2008-05-06",6.8425
"339","2008-05-07",6.845
"340","2008-05-08",6.7775
"341","2008-05-09",6.9825
"342","2008-05-12",7.18
"343","2008-05-13",7.1325
"344","2008-05-14",7.05
"345","2008-05-15",6.96
"346","2008-05-16",6.8025
"347","2008-05-19",6.8375
"348","2008-05-20",6.8775
"349","2008-05-21",6.8425
"350","2008-05-22",6.9075
"351","2008-05-23",7.055
"352","2008-05-27",7.345
"353","2008-05-28",7.475
"354","2008-05-29",7.45
"355","2008-05-30",7.26
"356","2008-06-02",7.195
"357","2008-06-03",7.265
"358","2008-06-04",7.275
"359","2008-06-05",7.4325
"360","2008-06-06",7.0225
"361","2008-06-09",7.0375
"362","2008-06-10",7.12
"363","2008-06-11",6.915
"364","2008-06-12",6.8975
"365","2008-06-13",7.08
"366","2008-06-16",6.9575
"367","2008-06-17",6.9375
"368","2008-06-18",6.6825
"369","2008-06-19",6.91
"370","2008-06-20",6.9
"371","2008-06-23",6.7225
"372","2008-06-24",6.62
"373","2008-06-25",6.7
"374","2008-06-26",6.5
"375","2008-06-27",6.5225
"376","2008-06-30",6.55
"377","2008-07-01",6.52
"378","2008-07-02",6.3
"379","2008-07-03",6.2275
"380","2008-07-07",6.2325
"381","2008-07-08",6.5975
"382","2008-07-09",6.53
"383","2008-07-10",6.4325
"384","2008-07-11",6.48
"385","2008-07-14",6.41
"386","2008-07-15",6.3175
"387","2008-07-16",6.5675
