"","date","CTSH"
"1","2007-01-03",19.440001
"2","2007-01-04",19.540001
"3","2007-01-05",19.2775
"4","2007-01-08",19.577499
"5","2007-01-09",19.629999
"6","2007-01-10",19.615
"7","2007-01-11",20.227501
"8","2007-01-12",20.360001
"9","2007-01-16",20.48
"10","2007-01-17",20.5525
"11","2007-01-18",20.297501
"12","2007-01-19",20.415001
"13","2007-01-22",20.405001
"14","2007-01-23",20.6525
"15","2007-01-24",21.0825
"16","2007-01-25",20.83
"17","2007-01-26",20.780001
"18","2007-01-29",20.997499
"19","2007-01-30",21.275
"20","2007-01-31",21.3225
"21","2007-02-01",21.299999
"22","2007-02-02",21.4575
"23","2007-02-05",23.237499
"24","2007-02-06",23.1675
"25","2007-02-07",23.719999
"26","2007-02-08",23.497499
"27","2007-02-09",23.0875
"28","2007-02-12",23.112499
"29","2007-02-13",23.120001
"30","2007-02-14",23.58
"31","2007-02-15",23.620001
"32","2007-02-16",23.42
"33","2007-02-20",23.645
"34","2007-02-21",23.645
"35","2007-02-22",23.594999
"36","2007-02-23",23.647499
"37","2007-02-26",23.5075
"38","2007-02-27",22.105
"39","2007-02-28",22.549999
"40","2007-03-01",22.342501
"41","2007-03-02",21.7325
"42","2007-03-05",21.372499
"43","2007-03-06",22.4625
"44","2007-03-07",22.43
"45","2007-03-08",22.754999
"46","2007-03-09",22.879999
"47","2007-03-12",22.942499
"48","2007-03-13",22.172501
"49","2007-03-14",22.455
"50","2007-03-15",22.2325
"51","2007-03-16",22.2075
"52","2007-03-19",22.6425
"53","2007-03-20",22.825001
"54","2007-03-21",23.25
"55","2007-03-22",23.247499
"56","2007-03-23",23.2325
"57","2007-03-26",23.6525
"58","2007-03-27",23.235001
"59","2007-03-28",22.59
"60","2007-03-29",22.422501
"61","2007-03-30",22.067499
"62","2007-04-02",21.4625
"63","2007-04-03",22.2325
"64","2007-04-04",21.9375
"65","2007-04-05",21.690001
"66","2007-04-09",21.51
"67","2007-04-10",21.4175
"68","2007-04-11",20.799999
"69","2007-04-12",21.375
"70","2007-04-13",21.844999
"71","2007-04-16",21.950001
"72","2007-04-17",22.1075
"73","2007-04-18",21.965
"74","2007-04-19",21.6175
"75","2007-04-20",22.0525
"76","2007-04-23",22.065001
"77","2007-04-24",21.897499
"78","2007-04-25",22.395
"79","2007-04-26",22.2925
"80","2007-04-27",22.655001
"81","2007-04-30",22.35
"82","2007-05-01",22.1175
"83","2007-05-02",21.09
"84","2007-05-03",21.032499
"85","2007-05-04",20.975
"86","2007-05-07",20.34
"87","2007-05-08",20.075001
"88","2007-05-09",19.924999
"89","2007-05-10",20.02
"90","2007-05-11",20.1625
"91","2007-05-14",19.6625
"92","2007-05-15",19.5725
"93","2007-05-16",19.424999
"94","2007-05-17",19.205
"95","2007-05-18",19.7075
"96","2007-05-21",19.605
"97","2007-05-22",19.672501
"98","2007-05-23",19.0425
"99","2007-05-24",18.735001
"100","2007-05-25",18.9275
"101","2007-05-29",19.110001
"102","2007-05-30",19.7325
"103","2007-05-31",19.639999
"104","2007-06-01",19.5275
"105","2007-06-04",19.51
"106","2007-06-05",19.639999
"107","2007-06-06",19.2425
"108","2007-06-07",18.737499
"109","2007-06-08",18.8675
"110","2007-06-11",19.092501
"111","2007-06-12",18.875
"112","2007-06-13",19.7325
"113","2007-06-14",19.775
"114","2007-06-15",19.754999
"115","2007-06-18",19.5175
"116","2007-06-19",19.422501
"117","2007-06-20",19.139999
"118","2007-06-21",19.125
"119","2007-06-22",18.9825
"120","2007-06-25",18.870001
"121","2007-06-26",18.709999
"122","2007-06-27",19.01
"123","2007-06-28",19.15
