"","date","NURO"
"130","2007-07-10",1004544
"131","2007-07-11",1003392
"132","2007-07-12",1026432
"133","2007-07-13",1009152
"134","2007-07-16",984960
"135","2007-07-17",963072
"136","2007-07-18",927360
"137","2007-07-19",897408
"138","2007-07-20",872064
"139","2007-07-23",906624
"140","2007-07-24",885888
"141","2007-07-25",906624
"142","2007-07-26",893952
"143","2007-07-27",899712
"144","2007-07-30",884736
"145","2007-07-31",967680
"146","2007-08-01",921600
"147","2007-08-02",926208
"148","2007-08-03",895104
"149","2007-08-06",896256
"150","2007-08-07",902016
"151","2007-08-08",996480
"152","2007-08-09",972288
"153","2007-08-10",922752
"154","2007-08-13",916992
"155","2007-08-14",904320
"156","2007-08-15",884736
"157","2007-08-16",852480
"158","2007-08-17",835200
"159","2007-08-20",882432
"160","2007-08-21",876672
"161","2007-08-22",904320
"162","2007-08-23",931968
"163","2007-08-24",935424
"164","2007-08-27",936576
"165","2007-08-28",913536
"166","2007-08-29",853632
"167","2007-08-30",872064
"168","2007-08-31",895104
"169","2007-09-04",919296
"170","2007-09-05",868608
"171","2007-09-06",869760
"172","2007-09-07",866304
"173","2007-09-10",847872
"174","2007-09-11",890496
"175","2007-09-12",904320
"176","2007-09-13",895104
"177","2007-09-14",895104
"178","2007-09-17",904320
"179","2007-09-18",895104
"180","2007-09-19",895104
"181","2007-09-20",890496
"182","2007-09-21",867456
"183","2007-09-24",869760
"184","2007-09-25",899712
"185","2007-09-26",933120
"186","2007-09-27",951552
"187","2007-09-28",1005696
"188","2007-10-01",1025280
"189","2007-10-02",1047168
"190","2007-10-03",1088640
"191","2007-10-04",1146240
"192","2007-10-05",1180800
"193","2007-10-08",1141632
"194","2007-10-09",1078272
"195","2007-10-10",1104768
"196","2007-10-11",1029888
"197","2007-10-12",1002240
"198","2007-10-15",1003392
"199","2007-10-16",1002240
"200","2007-10-17",986112
"201","2007-10-18",1013760
"202","2007-10-19",1011456
"203","2007-10-22",1036800
"204","2007-10-23",988416
"205","2007-10-24",966528
"206","2007-10-25",973440
"207","2007-10-26",1041408
"208","2007-10-29",1014912
"209","2007-10-30",979200
"210","2007-10-31",991872
"211","2007-11-01",981504
"212","2007-11-02",984960
"213","2007-11-05",957312
"214","2007-11-06",963072
"215","2007-11-07",1003392
"216","2007-11-08",988416
"217","2007-11-09",952704
"218","2007-11-12",958464
"219","2007-11-13",1047168
"220","2007-11-14",1029888
"221","2007-11-15",1006848
"222","2007-11-16",1002240
"223","2007-11-19",983808
"224","2007-11-20",972288
"225","2007-11-21",961920
"226","2007-11-23",950400
"227","2007-11-26",914688
"228","2007-11-27",897408
"229","2007-11-28",928512
"230","2007-11-29",961920
"231","2007-11-30",963072
"232","2007-12-03",983808
"233","2007-12-04",984960
"234","2007-12-05",983808
"235","2007-12-06",997632
"236","2007-12-07",1014912
"237","2007-12-10",1001088
"238","2007-12-11",999936
"239","2007-12-12",948096
"240","2007-12-13",950400
"241","2007-12-14",959616
"242","2007-12-17",943488
"243","2007-12-18",928512
"244","2007-12-19",940032
"245","2007-12-20",1016064
"246","2007-12-21",1026432
"247","2007-12-24",1057536
"248","2007-12-26",1081728
"249","2007-12-27",1099008
"250","2007-12-28",1101312
"251","2007-12-31",1059840
"252","2008-01-02",1103616
"253","2008-01-03",1263744
"254","2008-01-04",1198080
"255","2008-01-07",1180800
"256","2008-01-08",1165824
"257","2008-01-09",1164672
"258","2008-01-10",1140480
"259","2008-01-11",1196928
"260","2008-01-14",1184256
"261","2008-01-15",1152000
"262","2008-01-16",1169280
"263","2008-01-17",1164672
"264","2008-01-18",1153152
"265","2008-01-22",1110528
"266","2008-01-23",1164672
"267","2008-01-24",1152000
"268","2008-01-25",1206144
"269","2008-01-28",1241856
"270","2008-01-29",1247616
"271","2008-01-30",1225728
"272","2008-01-31",1215360
"273","2008-02-01",1257984
"274","2008-02-04",1240704
"275","2008-02-05",1219968
"276","2008-02-06",1175040
"277","2008-02-07",1187712
"278","2008-02-08",1223424
"279","2008-02-11",622080
"280","2008-02-12",483840
"281","2008-02-13",470016
"282","2008-02-14",419328
"283","2008-02-15",413568
"284","2008-02-19",407808
"285","2008-02-20",383616
"286","2008-02-21",368640
"287","2008-02-22",339840
"288","2008-02-25",321408
"289","2008-02-26",328320
"290","2008-02-27",314496
"291","2008-02-28",292608
"292","2008-02-29",279936
"293","2008-03-03",267264
"294","2008-03-04",254592
"295","2008-03-05",273024
"296","2008-03-06",232704
"297","2008-03-07",233856
"298","2008-03-10",231552
"299","2008-03-11",235008
"300","2008-03-12",231552
"301","2008-03-13",218880
"302","2008-03-14",230400
"303","2008-03-17",222336
"304","2008-03-18",201600
"305","2008-03-19",205056
"306","2008-03-20",195840
"307","2008-03-24",192384
"308","2008-03-25",194688
"309","2008-03-26",223488
"310","2008-03-27",230400
"311","2008-03-28",221184
"312","2008-03-31",209664
"313","2008-04-01",229248
"314","2008-04-02",229248
"315","2008-04-03",221184
"316","2008-04-04",226944
"317","2008-04-07",226944
"318","2008-04-08",229248
"319","2008-04-09",230400
"320","2008-04-10",241920
"321","2008-04-11",224640
"322","2008-04-14",221184
"323","2008-04-15",213120
"324","2008-04-16",205056
"325","2008-04-17",200448
"326","2008-04-18",194688
"327","2008-04-21",198144
"328","2008-04-22",194688
"329","2008-04-23",188928
"330","2008-04-24",193536
"331","2008-04-25",196992
"332","2008-04-28",326016
"333","2008-04-29",288000
"334","2008-04-30",283392
"335","2008-05-01",289152
"336","2008-05-02",278784
"337","2008-05-05",289152
"338","2008-05-06",259200
"339","2008-05-07",283392
"340","2008-05-08",290304
"341","2008-05-09",274176
"342","2008-05-12",283392
"343","2008-05-13",278784
"344","2008-05-14",276480
"345","2008-05-15",277632
"346","2008-05-16",278784
"347","2008-05-19",274176
"348","2008-05-20",264960
"349","2008-05-21",261504
"350","2008-05-22",260352
"351","2008-05-23",252288
"352","2008-05-27",249984
"353","2008-05-28",248832
"354","2008-05-29",245376
"355","2008-05-30",246528
"356","2008-06-02",245376
"357","2008-06-03",245376
"358","2008-06-04",240768
"359","2008-06-05",241920
"360","2008-06-06",238464
"361","2008-06-09",235008
"362","2008-06-10",235008
"363","2008-06-11",232704
"364","2008-06-12",231552
"365","2008-06-13",231552
"366","2008-06-16",241920
"367","2008-06-17",236160
"368","2008-06-18",230400
"369","2008-06-19",226944
"370","2008-06-20",221184
"371","2008-06-23",210816
"372","2008-06-24",208512
"373","2008-06-25",192384
"374","2008-06-26",165888
"375","2008-06-27",164736
"376","2008-06-30",161280
"377","2008-07-01",157824
"378","2008-07-02",155520
"379","2008-07-03",161280
"380","2008-07-07",169344
"381","2008-07-08",216576
"382","2008-07-09",185472
"383","2008-07-10",186624
"384","2008-07-11",192384
"385","2008-07-14",170496
"386","2008-07-15",167040
"387","2008-07-16",165888
"388","2008-07-17",170496
"389","2008-07-18",169344
"390","2008-07-21",165888
"391","2008-07-22",165888
"392","2008-07-23",167040
"393","2008-07-24",162432
"394","2008-07-25",161280
"395","2008-07-28",162432
"396","2008-07-29",160128
"397","2008-07-30",160128
"398","2008-07-31",160128
"399","2008-08-01",158976
"400","2008-08-04",161280
"401","2008-08-05",167040
"402","2008-08-06",164736
"403","2008-08-07",153216
"404","2008-08-08",153216
"405","2008-08-11",148608
"406","2008-08-12",145152
"407","2008-08-13",145152
"408","2008-08-14",146304
"409","2008-08-15",140544
"410","2008-08-18",140544
"411","2008-08-19",140544
"412","2008-08-20",138240
"413","2008-08-21",137088
"414","2008-08-22",133632
"415","2008-08-25",134784
"416","2008-08-26",134784
"417","2008-08-27",133632
"418","2008-08-28",132480
"419","2008-08-29",130176
"420","2008-09-02",130176
"421","2008-09-03",130176
"422","2008-09-04",129024
"423","2008-09-05",131328
"424","2008-09-08",125568
"425","2008-09-09",126720
"426","2008-09-10",126720
"427","2008-09-11",123264
"428","2008-09-12",120960
"429","2008-09-15",126720
"430","2008-09-16",123264
"431","2008-09-17",120960
"432","2008-09-18",125568
"433","2008-09-19",122112
"434","2008-09-22",122112
"435","2008-09-23",123264
"436","2008-09-24",123264
"437","2008-09-25",120960
"438","2008-09-26",116352
"439","2008-09-29",110592
"440","2008-09-30",116352
"441","2008-10-01",94464
"442","2008-10-02",88704
"443","2008-10-03",81792
"444","2008-10-06",67968
"445","2008-10-07",63360
"446","2008-10-08",65664
"447","2008-10-09",65664
"448","2008-10-10",61056
"449","2008-10-13",70272
"450","2008-10-14",67968
"451","2008-10-15",61056
"452","2008-10-16",59904
"453","2008-10-17",61056
"454","2008-10-20",61056
"455","2008-10-21",62208
"456","2008-10-22",61056
"457","2008-10-23",63360
"458","2008-10-24",61056
"459","2008-10-27",110592
"460","2008-10-28",105984
"461","2008-10-29",122112
"462","2008-10-30",146304
"463","2008-10-31",149760
"464","2008-11-03",123264
"465","2008-11-04",126720
"466","2008-11-05",127872
"467","2008-11-06",130176
"468","2008-11-07",127872
"469","2008-11-10",125568
"470","2008-11-11",123264
"471","2008-11-12",125568
"472","2008-11-13",129024
"473","2008-11-14",126720
"474","2008-11-17",126720
"475","2008-11-18",127872
"476","2008-11-19",85248
"477","2008-11-20",76032
"478","2008-11-21",61056
"479","2008-11-24",64512
"480","2008-11-25",79488
"481","2008-11-26",74880
"482","2008-11-28",76032
"483","2008-12-01",70272
"484","2008-12-02",78336
"485","2008-12-03",79488
"486","2008-12-04",70272
"487","2008-12-05",78336
"488","2008-12-08",77184
"489","2008-12-09",74880
"490","2008-12-10",70272
"491","2008-12-11",69120
"492","2008-12-12",78336
"493","2008-12-15",73728
"494","2008-12-16",76032
"495","2008-12-17",72576
"496","2008-12-18",71424
"497","2008-12-19",70272
"498","2008-12-22",73728
"499","2008-12-23",73728
"500","2008-12-24",80640
"501","2008-12-26",78336
"502","2008-12-29",78336
"503","2008-12-30",103680
"504","2008-12-31",100224
"505","2009-01-02",89856
"506","2009-01-05",85248
"507","2009-01-06",105984
"508","2009-01-07",101376
"509","2009-01-08",103680
"510","2009-01-09",103680
"511","2009-01-12",102528
"512","2009-01-13",101376
"513","2009-01-14",104832
"514","2009-01-15",93312
"515","2009-01-16",92160
"516","2009-01-20",85248
"517","2009-01-21",78336
"518","2009-01-22",81792
"519","2009-01-23",87552
"520","2009-01-26",135936
"521","2009-01-27",130176
"522","2009-01-28",169344
"523","2009-01-29",214272
"524","2009-01-30",211968
"525","2009-02-02",195840
"526","2009-02-03",177408
"527","2009-02-04",184320
"528","2009-02-05",195840
"529","2009-02-06",198144
"530","2009-02-09",205056
"531","2009-02-10",198144
"532","2009-02-11",198144
"533","2009-02-12",195840
"534","2009-02-13",193536
"535","2009-02-17",194688
"536","2009-02-18",195840
"537","2009-02-19",178560
"538","2009-02-20",178560
"539","2009-02-23",176256
"540","2009-02-24",170496
"541","2009-02-25",168192
"542","2009-02-26",156672
"543","2009-02-27",152064
"544","2009-03-02",138240
"545","2009-03-03",137088
"546","2009-03-04",139392
"547","2009-03-05",137088
"548","2009-03-06",138240
"549","2009-03-09",130176
"550","2009-03-10",138240
"551","2009-03-11",138240
"552","2009-03-12",139392
"553","2009-03-13",139392
"554","2009-03-16",142848
"555","2009-03-17",186624
"556","2009-03-18",192384
"557","2009-03-19",192384
"558","2009-03-20",167040
"559","2009-03-23",167040
"560","2009-03-24",160128
"561","2009-03-25",167040
"562","2009-03-26",170496
"563","2009-03-27",176256
"564","2009-03-30",180864
"565","2009-03-31",177408
"566","2009-04-01",199296
"567","2009-04-02",195840
"568","2009-04-03",187776
"569","2009-04-06",195840
"570","2009-04-07",193536
"571","2009-04-08",187776
"572","2009-04-09",193536
"573","2009-04-13",183168
"574","2009-04-14",184320
"575","2009-04-15",186624
"576","2009-04-16",184320
"577","2009-04-17",177408
"578","2009-04-20",173952
"579","2009-04-21",175104
"580","2009-04-22",184320
"581","2009-04-23",175104
"582","2009-04-24",185472
"583","2009-04-27",178560
"584","2009-04-28",187776
"585","2009-04-29",190080
"586","2009-04-30",186624
"587","2009-05-01",208512
"588","2009-05-04",199296
"589","2009-05-05",177408
"590","2009-05-06",188928
"591","2009-05-07",176256
"592","2009-05-08",199296
"593","2009-05-11",200448
"594","2009-05-12",203904
"595","2009-05-13",200448
"596","2009-05-14",200448
"597","2009-05-15",193536
"598","2009-05-18",184320
"599","2009-05-19",191232
"600","2009-05-20",195840
"601","2009-05-21",195840
"602","2009-05-22",192384
"603","2009-05-26",205056
"604","2009-05-27",205056
"605","2009-05-28",209664
"606","2009-05-29",208512
"607","2009-06-01",203904
"608","2009-06-02",198144
"609","2009-06-03",195840
"610","2009-06-04",201600
"611","2009-06-05",205056
"612","2009-06-08",213120
"613","2009-06-09",270720
"614","2009-06-10",264960
"615","2009-06-11",248832
"616","2009-06-12",240768
"617","2009-06-15",223488
"618","2009-06-16",238464
"619","2009-06-17",241920
"620","2009-06-18",255744
"621","2009-06-19",259200
"622","2009-06-22",253440
"623","2009-06-23",243072
"624","2009-06-24",232704
"625","2009-06-25",230400
"626","2009-06-26",220032
"627","2009-06-29",230400
"628","2009-06-30",248832
"629","2009-07-01",224640
"630","2009-07-02",225792
"631","2009-07-06",233856
"632","2009-07-07",233856
"633","2009-07-08",231552
"634","2009-07-09",225792
"635","2009-07-10",221184
"636","2009-07-13",223488
"637","2009-07-14",218880
"638","2009-07-15",218880
"639","2009-07-16",226944
"640","2009-07-17",232704
"641","2009-07-20",249984
"642","2009-07-21",245376
"643","2009-07-22",245376
"644","2009-07-23",236160
"645","2009-07-24",224640
"646","2009-07-27",228096
"647","2009-07-28",208512
"648","2009-07-29",241920
"649","2009-07-30",232704
"650","2009-07-31",216576
"651","2009-08-03",213120
"652","2009-08-04",220032
"653","2009-08-05",206208
"654","2009-08-06",206208
"655","2009-08-07",218880
"656","2009-08-10",218880
"657","2009-08-11",228096
"658","2009-08-12",222336
"659","2009-08-13",221184
"660","2009-08-14",224640
"661","2009-08-17",217728
"662","2009-08-18",215424
"663","2009-08-19",224640
"664","2009-08-20",210816
"665","2009-08-21",213120
"666","2009-08-24",217728
"667","2009-08-25",217728
"668","2009-08-26",218880
"669","2009-08-27",223488
"670","2009-08-28",218880
"671","2009-08-31",209664
"672","2009-09-01",229248
"673","2009-09-02",240768
"674","2009-09-03",235008
"675","2009-09-04",233856
"676","2009-09-08",240768
"677","2009-09-09",258048
"678","2009-09-10",268416
"679","2009-09-11",349056
"680","2009-09-14",338688
"681","2009-09-15",306432
"682","2009-09-16",323712
"683","2009-09-17",322560
"684","2009-09-18",335232
"685","2009-09-21",374400
"686","2009-09-22",391680
"687","2009-09-23",393984
"688","2009-09-24",373248
"689","2009-09-25",380160
"690","2009-09-28",369792
"691","2009-09-29",381312
"692","2009-09-30",369792
"693","2009-10-01",361728
"694","2009-10-02",355968
"695","2009-10-05",342144
"696","2009-10-06",346752
"697","2009-10-07",340992
"698","2009-10-08",332928
"699","2009-10-09",330624
"700","2009-10-12",313344
"701","2009-10-13",320256
"702","2009-10-14",330624
"703","2009-10-15",340992
"704","2009-10-16",338688
"705","2009-10-19",340992
"706","2009-10-20",351360
"707","2009-10-21",362880
"708","2009-10-22",352512
"709","2009-10-23",342144
"710","2009-10-26",322560
"711","2009-10-27",308736
"712","2009-10-28",301824
"713","2009-10-29",305280
"714","2009-10-30",299520
"715","2009-11-02",296064
"716","2009-11-03",343296
"717","2009-11-04",308736
"718","2009-11-05",344448
"719","2009-11-06",315648
"720","2009-11-09",313344
"721","2009-11-10",305280
"722","2009-11-11",298368
"723","2009-11-12",290304
"724","2009-11-13",285696
"725","2009-11-16",306432
"726","2009-11-17",291456
"727","2009-11-18",293760
"728","2009-11-19",293760
"729","2009-11-20",289152
"730","2009-11-23",283392
"731","2009-11-24",283392
"732","2009-11-25",293760
"733","2009-11-27",311040
"734","2009-11-30",305280
"735","2009-12-01",305280
"736","2009-12-02",305280
"737","2009-12-03",301824
"738","2009-12-04",292608
"739","2009-12-07",293760
"740","2009-12-08",278784
"741","2009-12-09",273024
"742","2009-12-10",266112
"743","2009-12-11",277632
"744","2009-12-14",262656
"745","2009-12-15",277632
"746","2009-12-16",281088
"747","2009-12-17",279936
"748","2009-12-18",286848
"749","2009-12-21",291456
"750","2009-12-22",293760
"751","2009-12-23",300672
"752","2009-12-24",300672
"753","2009-12-28",293760
"754","2009-12-29",290304
"755","2009-12-30",286848
"756","2009-12-31",284544
"757","2010-01-04",284544
"758","2010-01-05",260352
"759","2010-01-06",255744
"760","2010-01-07",254592
"761","2010-01-08",259200
"762","2010-01-11",252288
"763","2010-01-12",247680
"764","2010-01-13",247680
"765","2010-01-14",246528
"766","2010-01-15",241920
"767","2010-01-19",238464
"768","2010-01-20",232704
"769","2010-01-21",239616
"770","2010-01-22",231552
"771","2010-01-25",240768
"772","2010-01-26",238464
"773","2010-01-27",230400
"774","2010-01-28",237312
"775","2010-01-29",253440
"776","2010-02-01",249984
"777","2010-02-02",252288
"778","2010-02-03",241920
"779","2010-02-04",232704
"780","2010-02-05",240768
"781","2010-02-08",252288
"782","2010-02-09",258048
"783","2010-02-10",266112
"784","2010-02-11",246528
"785","2010-02-12",237312
"786","2010-02-16",236160
"787","2010-02-17",239616
"788","2010-02-18",230400
"789","2010-02-19",224640
"790","2010-02-22",224640
"791","2010-02-23",222336
"792","2010-02-24",216576
"793","2010-02-25",217728
"794","2010-02-26",238464
"795","2010-03-01",240768
"796","2010-03-02",241920
"797","2010-03-03",239616
"798","2010-03-04",240768
"799","2010-03-05",228096
"800","2010-03-08",240768
"801","2010-03-09",238464
"802","2010-03-10",239616
"803","2010-03-11",238464
"804","2010-03-12",236160
"805","2010-03-15",238464
"806","2010-03-16",233856
"807","2010-03-17",240768
"808","2010-03-18",240768
"809","2010-03-19",228096
"810","2010-03-22",239616
"811","2010-03-23",230400
"812","2010-03-24",228096
"813","2010-03-25",231552
"814","2010-03-26",225792
"815","2010-03-29",228096
"816","2010-03-30",223488
"817","2010-03-31",220032
"818","2010-04-01",207360
"819","2010-04-05",194688
"820","2010-04-06",193536
"821","2010-04-07",198144
"822","2010-04-08",203904
"823","2010-04-09",202752
"824","2010-04-12",205056
"825","2010-04-13",216576
"826","2010-04-14",206208
"827","2010-04-15",203904
"828","2010-04-16",199296
"829","2010-04-19",203904
"830","2010-04-20",203904
"831","2010-04-21",192384
"832","2010-04-22",190080
"833","2010-04-23",188928
"834","2010-04-26",186624
"835","2010-04-27",188928
"836","2010-04-28",191232
"837","2010-04-29",190080
"838","2010-04-30",205056
"839","2010-05-03",200448
"840","2010-05-04",192384
"841","2010-05-05",195840
"842","2010-05-06",191232
"843","2010-05-07",183168
"844","2010-05-10",196992
"845","2010-05-11",175104
"846","2010-05-12",167040
"847","2010-05-13",165888
"848","2010-05-14",152064
"849","2010-05-17",152064
"850","2010-05-18",146304
"851","2010-05-19",142848
"852","2010-05-20",130176
"853","2010-05-21",129024
"854","2010-05-24",133632
"855","2010-05-25",138240
"856","2010-05-26",140544
"857","2010-05-27",132480
"858","2010-05-28",148608
"859","2010-06-01",144000
"860","2010-06-02",134784
"861","2010-06-03",130176
"862","2010-06-04",149760
"863","2010-06-07",149760
"864","2010-06-08",145152
"865","2010-06-09",127872
"866","2010-06-10",133632
"867","2010-06-11",144000
"868","2010-06-14",133632
"869","2010-06-15",123264
"870","2010-06-16",124416
"871","2010-06-17",125568
"872","2010-06-18",140544
"873","2010-06-21",116352
"874","2010-06-22",126720
"875","2010-06-23",135936
"876","2010-06-24",137088
"877","2010-06-25",127872
"878","2010-06-28",131328
"879","2010-06-29",126720
"880","2010-06-30",131328
"881","2010-07-01",127872
"882","2010-07-02",118656
"883","2010-07-06",126720
"884","2010-07-07",120960
"885","2010-07-08",124416
"886","2010-07-09",124416
"887","2010-07-12",125568
"888","2010-07-13",122112
"889","2010-07-14",119808
"890","2010-07-15",125568
"891","2010-07-16",116352
"892","2010-07-19",118656
"893","2010-07-20",119808
"894","2010-07-21",127872
"895","2010-07-22",133632
"896","2010-07-23",141696
"897","2010-07-26",145152
"898","2010-07-27",140544
"899","2010-07-28",129024
"900","2010-07-29",129024
"901","2010-07-30",134784
"902","2010-08-02",134784
"903","2010-08-03",134784
"904","2010-08-04",114048
"905","2010-08-05",116352
"906","2010-08-06",118656
"907","2010-08-09",116352
"908","2010-08-10",117504
"909","2010-08-11",96768
"910","2010-08-12",109440
"911","2010-08-13",101376
"912","2010-08-16",101376
"913","2010-08-17",103680
"914","2010-08-18",102528
"915","2010-08-19",92160
"916","2010-08-20",84096
"917","2010-08-23",84096
"918","2010-08-24",80640
"919","2010-08-25",81792
"920","2010-08-26",84096
"921","2010-08-27",84096
"922","2010-08-30",84096
"923","2010-08-31",86400
"924","2010-09-01",84096
"925","2010-09-02",77184
"926","2010-09-03",80640
"927","2010-09-07",80640
"928","2010-09-08",80640
"929","2010-09-09",78336
"930","2010-09-10",80640
"931","2010-09-13",76032
"932","2010-09-14",80640
"933","2010-09-15",70272
"934","2010-09-16",61056
"935","2010-09-17",64512
"936","2010-09-20",63360
"937","2010-09-21",69120
"938","2010-09-22",65664
"939","2010-09-23",67968
"940","2010-09-24",66816
"941","2010-09-27",69120
"942","2010-09-28",69120
"943","2010-09-29",69120
"944","2010-09-30",69120
"945","2010-10-01",70272
"946","2010-10-04",71424
"947","2010-10-05",69120
"948","2010-10-06",71424
"949","2010-10-07",69120
"950","2010-10-08",66816
"951","2010-10-11",66816
"952","2010-10-12",66816
"953","2010-10-13",63360
"954","2010-10-14",62208
"955","2010-10-15",63360
"956","2010-10-18",61056
"957","2010-10-19",63360
"958","2010-10-20",62208
"959","2010-10-21",62208
"960","2010-10-22",62208
"961","2010-10-25",62208
"962","2010-10-26",64512
"963","2010-10-27",61056
"964","2010-10-28",62208
"965","2010-10-29",61056
"966","2010-11-01",61056
"967","2010-11-02",62208
"968","2010-11-03",58752
"969","2010-11-04",59904
"970","2010-11-05",59904
"971","2010-11-08",61056
"972","2010-11-09",61056
"973","2010-11-10",58752
"974","2010-11-11",58752
"975","2010-11-12",57600
"976","2010-11-15",61056
"977","2010-11-16",66816
"978","2010-11-17",62208
"979","2010-11-18",65664
"980","2010-11-19",69120
"981","2010-11-22",69120
"982","2010-11-23",65664
"983","2010-11-24",65664
"984","2010-11-26",64512
"985","2010-11-29",62208
"986","2010-11-30",59904
"987","2010-12-01",59904
"988","2010-12-02",61056
"989","2010-12-03",62208
"990","2010-12-06",61056
"991","2010-12-07",62208
"992","2010-12-08",62208
"993","2010-12-09",62208
"994","2010-12-10",59904
"995","2010-12-13",58752
"996","2010-12-14",64512
"997","2010-12-15",59904
"998","2010-12-16",63360
"999","2010-12-17",62208
"1000","2010-12-20",64512
"1001","2010-12-21",71424
"1002","2010-12-22",69120
"1003","2010-12-23",81792
"1004","2010-12-27",78336
"1005","2010-12-28",79488
"1006","2010-12-29",74880
"1007","2010-12-30",78336
"1008","2010-12-31",78336
"1009","2011-01-03",69120
"1010","2011-01-04",67968
"1011","2011-01-05",62208
"1012","2011-01-06",61056
"1013","2011-01-07",61056
"1014","2011-01-10",61056
"1015","2011-01-11",66816
"1016","2011-01-12",64512
"1017","2011-01-13",65664
"1018","2011-01-14",66816
"1019","2011-01-18",62208
"1020","2011-01-19",65664
"1021","2011-01-20",70272
"1022","2011-01-21",66816
"1023","2011-01-24",72576
"1024","2011-01-25",66816
"1025","2011-01-26",67968
"1026","2011-01-27",64512
"1027","2011-01-28",65664
"1028","2011-01-31",63360
"1029","2011-02-01",63360
"1030","2011-02-02",61056
"1031","2011-02-03",64512
"1032","2011-02-04",62208
"1033","2011-02-07",62208
"1034","2011-02-08",63360
"1035","2011-02-09",62208
"1036","2011-02-10",61056
"1037","2011-02-11",59904
"1038","2011-02-14",59904
"1039","2011-02-15",63360
"1040","2011-02-16",61056
"1041","2011-02-17",63360
"1042","2011-02-18",61056
"1043","2011-02-22",62208
"1044","2011-02-23",59904
"1045","2011-02-24",58752
"1046","2011-02-25",58752
"1047","2011-02-28",59904
"1048","2011-03-01",58752
"1049","2011-03-02",58752
"1050","2011-03-03",61056
"1051","2011-03-04",58752
"1052","2011-03-07",61056
"1053","2011-03-08",59904
"1054","2011-03-09",59904
"1055","2011-03-10",57600
"1056","2011-03-11",58752
