"","date","JP"
"441","2017-04-13",9
"442","2017-04-17",9
"443","2017-04-18",8.91
"444","2017-04-19",9.01
"445","2017-04-20",9
"446","2017-04-21",8.92
"447","2017-04-24",8.97
"448","2017-04-25",9
"449","2017-04-26",9
"450","2017-04-27",9
"451","2017-04-28",8.86
"452","2017-05-01",9
"453","2017-05-02",8.986
"454","2017-05-03",8.944
"455","2017-05-04",8.94
"456","2017-05-05",8.94
"457","2017-05-08",8.95
"458","2017-05-09",8.94
"459","2017-05-10",8.949
"460","2017-05-11",8.95
"461","2017-05-12",8.93
"462","2017-05-15",8.9
"463","2017-05-16",8.52
"464","2017-05-17",8.21
"465","2017-05-18",8.03
"466","2017-05-19",8.14
"467","2017-05-22",8.09
"468","2017-05-23",8
"469","2017-05-24",7.66
"470","2017-05-25",7.83
"471","2017-05-26",7.82
"472","2017-05-30",7.95
"473","2017-05-31",8.09
"474","2017-06-01",8.05
"475","2017-06-02",8.03
"476","2017-06-05",8.01
"477","2017-06-06",7.91
"478","2017-06-07",7.89
"479","2017-06-08",7.92
"480","2017-06-09",8
"481","2017-06-12",8.01
"482","2017-06-13",7.95
"483","2017-06-14",8
"484","2017-06-15",7.93
"485","2017-06-16",8
"486","2017-06-19",7.995
"487","2017-06-20",7.88
"488","2017-06-21",7.93
"489","2017-06-22",7.89
"490","2017-06-23",8.01
"491","2017-06-26",7.98
"492","2017-06-27",7.91
"493","2017-06-28",7.81
"494","2017-06-29",7.79
"495","2017-06-30",7.828
"496","2017-07-03",7.75
"497","2017-07-05",7.71
"498","2017-07-06",7.747
"499","2017-07-07",7.79
"500","2017-07-10",7.92
"501","2017-07-11",7.79
"502","2017-07-12",7.8
"503","2017-07-13",7.77
"504","2017-07-14",7.8
"505","2017-07-17",7.79
"506","2017-07-18",7.8
"507","2017-07-19",7.8
"508","2017-07-20",7.781
"509","2017-07-21",7.8
"510","2017-07-24",7.74
"511","2017-07-25",7.45
"512","2017-07-26",7.5
"513","2017-07-27",7.5
"514","2017-07-28",7.5
"515","2017-07-31",7.5
"516","2017-08-01",7.5
"517","2017-08-02",7.5
"518","2017-08-03",7.54
"519","2017-08-04",7.88
"520","2017-08-07",9.3
"521","2017-08-08",9.45
"522","2017-08-09",9.33
"523","2017-08-10",9.08
"524","2017-08-11",9.38
"525","2017-08-14",9.63
"526","2017-08-15",9.75
"527","2017-08-16",10.44
"528","2017-08-17",11.1
"529","2017-08-18",12
"530","2017-08-21",11.95
"531","2017-08-22",11.28
"532","2017-08-23",11.77
"533","2017-08-24",11.7
"534","2017-08-25",11.47
"535","2017-08-28",10.92
"536","2017-08-29",11.35
"537","2017-08-30",11.82
"538","2017-08-31",11.34
"539","2017-09-01",11.54
"540","2017-09-05",11.43
"541","2017-09-06",11.01
"542","2017-09-07",10.65
"543","2017-09-08",10.68
"544","2017-09-11",10.79
"545","2017-09-12",10.99
"546","2017-09-13",10.97
"547","2017-09-14",10.85
"548","2017-09-15",11.21
"549","2017-09-18",11.2
"550","2017-09-19",11.37
"551","2017-09-20",13.05
"552","2017-09-21",12.9
"553","2017-09-22",13.61
"554","2017-09-25",12.85
"555","2017-09-26",12.15
"556","2017-09-27",12.09
"557","2017-09-28",12.57
"558","2017-09-29",13.03
"559","2017-10-02",15.02
"560","2017-10-03",16.719999
"561","2017-10-04",15.58
"562","2017-10-05",15.77
"563","2017-10-06",18.08
"564","2017-10-09",20.040001
"565","2017-10-10",20.299999
"566","2017-10-11",21.389999
"567","2017-10-12",20.219999
"568","2017-10-13",20.51
"569","2017-10-16",24.129999
"570","2017-10-17",23
"571","2017-10-18",24.52
"572","2017-10-19",24.98
"573","2017-10-20",28.4
"574","2017-10-23",25.879999
"575","2017-10-24",25.959999
"576","2017-10-25",23.34
"577","2017-10-26",22.639999
"578","2017-10-27",20.76
"579","2017-10-30",22.6
"580","2017-10-31",22.41
"581","2017-11-01",21.76
"582","2017-11-02",22.51
"583","2017-11-03",22.700001
"584","2017-11-06",24.98
"585","2017-11-07",27.309999
"586","2017-11-08",24
"587","2017-11-09",23.18
"588","2017-11-10",22.76
"589","2017-11-13",22.52
"590","2017-11-14",22.209999
"591","2017-11-15",22.77
"592","2017-11-16",23.799999
"593","2017-11-17",23.17
"594","2017-11-20",22.48
"595","2017-11-21",20.42
"596","2017-11-22",20.33
"597","2017-11-24",21.940001
"598","2017-11-27",21.450001
"599","2017-11-28",19.6
"600","2017-11-29",18.719999
"601","2017-11-30",17.67
"602","2017-12-01",16.370001
"603","2017-12-04",15.93
"604","2017-12-05",15.85
"605","2017-12-06",15.28
"606","2017-12-07",16.98
"607","2017-12-08",17.639999
"608","2017-12-11",16.969999
"609","2017-12-12",16.540001
"610","2017-12-13",17.040001
"611","2017-12-14",17.17
"612","2017-12-15",17.01
"613","2017-12-18",17.219999
"614","2017-12-19",17.18
"615","2017-12-20",17.18
"616","2017-12-21",19.01
"617","2017-12-22",18.65
"618","2017-12-26",18.889999
"619","2017-12-27",18.549999
"620","2017-12-28",18.629999
"621","2017-12-29",18.49
"622","2018-01-02",21.25
"623","2018-01-03",21.030001
"624","2018-01-04",21.17
"625","2018-01-05",20.76
"626","2018-01-08",20.110001
"627","2018-01-09",21.34
"628","2018-01-10",23.15
"629","2018-01-11",24.040001
"630","2018-01-12",22.66
"631","2018-01-16",21.83
"632","2018-01-17",22.02
"633","2018-01-18",21.940001
"634","2018-01-19",22.35
"635","2018-01-22",21.889999
"636","2018-01-23",22.59
"637","2018-01-24",22.52
"638","2018-01-25",22.15
"639","2018-01-26",22.4
"640","2018-01-29",21.469999
"641","2018-01-30",21.5
"642","2018-01-31",21.41
"643","2018-02-01",21.49
"644","2018-02-02",20.190001
"645","2018-02-05",20.17
"646","2018-02-06",19.969999
"647","2018-02-07",19.92
"648","2018-02-08",19.209999
"649","2018-02-09",18.49
"650","2018-02-12",18.049999
"651","2018-02-13",18.84
"652","2018-02-14",18.389999
"653","2018-02-15",19.85
"654","2018-02-16",19.469999
"655","2018-02-20",18.57
"656","2018-02-21",18.530001
"657","2018-02-22",18.450001
"658","2018-02-23",18.610001
"659","2018-02-26",19.280001
"660","2018-02-27",18.66
"661","2018-02-28",19.08
"662","2018-03-01",18.799999
"663","2018-03-02",18.889999
"664","2018-03-05",19.1
"665","2018-03-06",19.209999
"666","2018-03-07",19.110001
"667","2018-03-08",18.73
"668","2018-03-09",19.33
"669","2018-03-12",20.75
"670","2018-03-13",20.27
"671","2018-03-14",20.280001
"672","2018-03-15",19.18
"673","2018-03-16",19.860001
"674","2018-03-19",19.75
"675","2018-03-20",19.809999
"676","2018-03-21",20.450001
"677","2018-03-22",20
"678","2018-03-23",19.540001
"679","2018-03-26",19.809999
"680","2018-03-27",19.5
"681","2018-03-28",18.620001
"682","2018-03-29",20.370001
"683","2018-04-02",19.610001
"684","2018-04-03",19.5
"685","2018-04-04",19.530001
"686","2018-04-05",19.51
"687","2018-04-06",19.51
"688","2018-04-09",19.73
"689","2018-04-10",20.059999
"690","2018-04-11",19.93
"691","2018-04-12",19.75
"692","2018-04-13",19.42
"693","2018-04-16",19.620001
"694","2018-04-17",19.540001
"695","2018-04-18",19.68
"696","2018-04-19",19.700001
"697","2018-04-20",19.540001
"698","2018-04-23",19.540001
"699","2018-04-24",19.5
"700","2018-04-25",20
"701","2018-04-26",19.52
"702","2018-04-27",19.57
"703","2018-04-30",19.52
"704","2018-05-01",19.5
"705","2018-05-02",19.530001
"706","2018-05-03",19.549999
"707","2018-05-04",19.52
"708","2018-05-07",19.9
"709","2018-05-08",19.52
"710","2018-05-09",19.84
"711","2018-05-10",21.73
"712","2018-05-11",21.629999
"713","2018-05-14",21.67
"714","2018-05-15",21.65
"715","2018-05-16",22.799999
"716","2018-05-17",22.25
"717","2018-05-18",22.51
"718","2018-05-21",23.01
"719","2018-05-22",23.620001
"720","2018-05-23",23.15
"721","2018-05-24",23.299999
"722","2018-05-25",22.889999
"723","2018-05-29",25.040001
"724","2018-05-30",24.639999
"725","2018-05-31",23.719999
"726","2018-06-01",23.42
"727","2018-06-04",23.25
"728","2018-06-05",22.76
"729","2018-06-06",22.4
"730","2018-06-07",21.43
"731","2018-06-08",21.41
"732","2018-06-11",21.209999
"733","2018-06-12",21.440001
"734","2018-06-13",21.290001
"735","2018-06-14",21.299999
"736","2018-06-15",21.42
"737","2018-06-18",21.41
"738","2018-06-19",21.190001
"739","2018-06-20",21.4
"740","2018-06-21",19.74
"741","2018-06-22",19.040001
"742","2018-06-25",18.049999
"743","2018-06-26",19.200001
"744","2018-06-27",18.620001
"745","2018-06-28",18.67
"746","2018-06-29",18.91
"747","2018-07-02",19.540001
"748","2018-07-03",19.040001
"749","2018-07-05",19.030001
"750","2018-07-06",19.18
"751","2018-07-09",19.040001
"752","2018-07-10",19
"753","2018-07-11",17.280001
"754","2018-07-12",17.35
"755","2018-07-13",16.76
"756","2018-07-16",16.530001
"757","2018-07-17",16.08
"758","2018-07-18",16.780001
"759","2018-07-19",17.59
"760","2018-07-20",17.299999
"761","2018-07-23",17.299999
"762","2018-07-24",17.76
"763","2018-07-25",18.290001
"764","2018-07-26",17.9
"765","2018-07-27",17.6
"766","2018-07-30",17.01
"767","2018-07-31",17.5
"768","2018-08-01",17.01
"769","2018-08-02",16.5
"770","2018-08-03",15.81
"771","2018-08-06",15.73
"772","2018-08-07",15.81
"773","2018-08-08",15.2
"774","2018-08-09",15.2
"775","2018-08-10",14.87
"776","2018-08-13",14.1
"777","2018-08-14",13.73
"778","2018-08-15",13.55
"779","2018-08-16",15
"780","2018-08-17",13.78
"781","2018-08-20",14.08
"782","2018-08-21",14.14
"783","2018-08-22",13.79
"784","2018-08-23",13.55
"785","2018-08-24",13.69
"786","2018-08-27",13.92
"787","2018-08-28",13.74
"788","2018-08-29",13.9
"789","2018-08-30",13.54
"790","2018-08-31",13.51
"791","2018-09-04",12.84
"792","2018-09-05",12.57
"793","2018-09-06",11.98
"794","2018-09-07",12.08
"795","2018-09-10",10.97
"796","2018-09-11",10.06
"797","2018-09-12",10.66
"798","2018-09-13",11.01
"799","2018-09-14",10.57
"800","2018-09-17",9.39
"801","2018-09-18",9
"802","2018-09-19",9.2
"803","2018-09-20",9.07
"804","2018-09-21",9.07
"805","2018-09-24",8.51
"806","2018-09-25",8.26
"807","2018-09-26",8.18
"808","2018-09-27",8.69
"809","2018-09-28",8.62
"810","2018-10-01",8.27
"811","2018-10-02",7.62
"812","2018-10-03",8.81
"813","2018-10-04",8.04
"814","2018-10-05",8.05
"815","2018-10-08",7.63
"816","2018-10-09",7.26
"817","2018-10-10",7.28
"818","2018-10-11",7.31
"819","2018-10-12",7.62
"820","2018-10-15",7.33
"821","2018-10-16",8.33
"822","2018-10-17",7.37
"823","2018-10-18",7.17
"824","2018-10-19",7.04
"825","2018-10-22",7.12
"826","2018-10-23",7.31
"827","2018-10-24",6.97
"828","2018-10-25",7.35
"829","2018-10-26",7.46
"830","2018-10-29",7.41
"831","2018-10-30",7.89
"832","2018-10-31",7.86
"833","2018-11-01",9.15
"834","2018-11-02",8.68
"835","2018-11-05",8.46
"836","2018-11-06",8.86
"837","2018-11-07",9.15
"838","2018-11-08",8.79
"839","2018-11-09",8.51
"840","2018-11-12",8.38
"841","2018-11-13",8.61
"842","2018-11-14",8.61
"843","2018-11-15",8.98
"844","2018-11-16",8.9
"845","2018-11-19",8.59
"846","2018-11-20",8.63
"847","2018-11-21",8.99
"848","2018-11-23",9.02
"849","2018-11-26",8.75
"850","2018-11-27",8.5
"851","2018-11-28",8.94
"852","2018-11-29",9.01
"853","2018-11-30",9.11
"854","2018-12-03",9.14
"855","2018-12-04",8.96
"856","2018-12-06",9.06
"857","2018-12-07",6.01
"858","2018-12-10",4.55
"859","2018-12-11",4.66
"860","2018-12-12",4.65
"861","2018-12-13",4.41
"862","2018-12-14",4.5
"863","2018-12-17",4.49
"864","2018-12-18",4.42
"865","2018-12-19",4.08
"866","2018-12-20",3.84
"867","2018-12-21",3.88
"868","2018-12-24",4.03
"869","2018-12-26",3.93
"870","2018-12-27",3.84
"871","2018-12-28",4.03
"872","2018-12-31",4.39
"873","2019-01-02",4.31
"874","2019-01-03",4.28
"875","2019-01-04",4.29
"876","2019-01-07",4.15
"877","2019-01-08",4.08
"878","2019-01-09",4.22
"879","2019-01-10",4.07
"880","2019-01-11",4.05
"881","2019-01-14",3.89
"882","2019-01-15",4
"883","2019-01-16",4
"884","2019-01-17",4.08
"885","2019-01-18",3.97
"886","2019-01-22",3.87
"887","2019-01-23",3.91
"888","2019-01-24",3.75
"889","2019-01-25",3.87
"890","2019-01-28",3.72
"891","2019-01-29",3.82
"892","2019-01-30",4
"893","2019-01-31",4.03
"894","2019-02-01",4.04
"895","2019-02-04",4
"896","2019-02-05",4.12
"897","2019-02-06",4.05
"898","2019-02-07",3.93
"899","2019-02-08",3.86
"900","2019-02-11",4.19
"901","2019-02-12",4.03
"902","2019-02-13",3.89
"903","2019-02-14",3.87
"904","2019-02-15",3.9
"905","2019-02-19",3.86
"906","2019-02-20",3.8
"907","2019-02-21",3.75
"908","2019-02-22",3.87
"909","2019-02-25",4.23
"910","2019-02-26",4.24
"911","2019-02-27",4.55
"912","2019-02-28",4.4
"913","2019-03-01",4.18
"914","2019-03-04",5.52
"915","2019-03-05",5
"916","2019-03-06",4.66
"917","2019-03-07",4.47
"918","2019-03-08",4.8
"919","2019-03-11",4.53
"920","2019-03-12",4.41
"921","2019-03-13",4.32
"922","2019-03-14",4.14
"923","2019-03-15",3.99
"924","2019-03-18",4.11
"925","2019-03-19",4.05
"926","2019-03-20",4.02
"927","2019-03-21",3.94
"928","2019-03-22",3.86
"929","2019-03-25",3.9
"930","2019-03-26",3.88
"931","2019-03-27",3.82
"932","2019-03-28",3.73
"933","2019-03-29",3.67
"934","2019-04-01",3.76
"935","2019-04-02",3.7
"936","2019-04-03",3.9
"937","2019-04-04",3.96
"938","2019-04-05",4.4
"939","2019-04-08",4.31
"940","2019-04-09",4.25
"941","2019-04-10",4.44
"942","2019-04-11",4.17
"943","2019-04-12",4.22
"944","2019-04-15",4.09
"945","2019-04-16",4.29
"946","2019-04-17",4.11
"947","2019-04-18",4.1
"948","2019-04-22",4
"949","2019-04-23",3.86
"950","2019-04-24",3.9
"951","2019-04-25",4.14
"952","2019-04-26",3.84
"953","2019-04-29",4.01
"954","2019-04-30",3.86
"955","2019-05-01",3.8
"956","2019-05-02",3.63
"957","2019-05-03",3.78
"958","2019-05-06",3.73
"959","2019-05-07",3.64
"960","2019-05-08",3.6
"961","2019-05-09",3.73
"962","2019-05-10",3.76
"963","2019-05-13",3.46
"964","2019-05-14",3.63
"965","2019-05-15",3.5
"966","2019-05-16",3.39
"967","2019-05-17",3.21
"968","2019-05-20",2.91
"969","2019-05-21",2.84
"970","2019-05-22",3
"971","2019-05-23",2.87
"972","2019-05-24",2.79
"973","2019-05-28",2.7
"974","2019-05-29",2.6
"975","2019-05-30",2.48
"976","2019-05-31",2.47
"977","2019-06-03",2.43
"978","2019-06-04",2.43
"979","2019-06-05",2.4
"980","2019-06-06",2.4
"981","2019-06-07",2.4
"982","2019-06-10",2.35
"983","2019-06-11",2.39
"984","2019-06-12",2.27
"985","2019-06-13",2.32
"986","2019-06-14",2.28
"987","2019-06-17",2.23
"988","2019-06-18",2.39
"989","2019-06-19",2.39
"990","2019-06-20",2.42
"991","2019-06-21",2.38
"992","2019-06-24",2.31
"993","2019-06-25",2.32
"994","2019-06-26",2.29
"995","2019-06-27",2.28
"996","2019-06-28",2.25
"997","2019-07-01",2.43
"998","2019-07-02",2.36
"999","2019-07-03",2.44
