"","date","COMM"
"1","2013-10-25",14.99
"2","2013-10-28",14.88
"3","2013-10-29",15.25
"4","2013-10-30",15.43
"5","2013-10-31",15.28
"6","2013-11-01",15.58
"7","2013-11-04",15.29
"8","2013-11-05",15.01
"9","2013-11-06",15
"10","2013-11-07",14.97
"11","2013-11-08",15.27
"12","2013-11-11",16.139999
"13","2013-11-12",15.75
"14","2013-11-13",15.82
"15","2013-11-14",15.8
"16","2013-11-15",15.79
"17","2013-11-18",15.67
"18","2013-11-19",15.34
"19","2013-11-20",15.13
"20","2013-11-21",15.18
"21","2013-11-22",15.5
"22","2013-11-25",15.44
"23","2013-11-26",15.46
"24","2013-11-27",16.190001
"25","2013-11-29",16.09
"26","2013-12-02",16.74
"27","2013-12-03",16.959999
"28","2013-12-04",17.02
"29","2013-12-05",16.809999
"30","2013-12-06",17.049999
"31","2013-12-09",17.35
"32","2013-12-10",17.370001
"33","2013-12-11",17.360001
"34","2013-12-12",17.33
"35","2013-12-13",17.4
"36","2013-12-16",17.59
"37","2013-12-17",17.68
"38","2013-12-18",17.799999
"39","2013-12-19",17.49
"40","2013-12-20",17.84
"41","2013-12-23",18.049999
"42","2013-12-24",18.030001
"43","2013-12-26",18.1
"44","2013-12-27",18.280001
"45","2013-12-30",18.48
"46","2013-12-31",18.93
"47","2014-01-02",18.77
"48","2014-01-03",19.190001
"49","2014-01-06",19.299999
"50","2014-01-07",19.030001
"51","2014-01-08",18.99
"52","2014-01-09",18.93
"53","2014-01-10",18.67
"54","2014-01-13",18.35
"55","2014-01-14",17.959999
"56","2014-01-15",18.43
"57","2014-01-16",18.68
"58","2014-01-17",18.299999
"59","2014-01-21",18.25
"60","2014-01-22",18.370001
"61","2014-01-23",17.879999
"62","2014-01-24",17.809999
"63","2014-01-27",17.309999
"64","2014-01-28",17.610001
"65","2014-01-29",17.34
"66","2014-01-30",17.51
"67","2014-01-31",17.93
"68","2014-02-03",18
"69","2014-02-04",18.26
"70","2014-02-05",18.5
"71","2014-02-06",18.459999
"72","2014-02-07",18.209999
"73","2014-02-10",18.58
"74","2014-02-11",18.889999
"75","2014-02-12",18.6
"76","2014-02-13",18.77
"77","2014-02-14",18.809999
"78","2014-02-18",19.02
"79","2014-02-19",18.940001
"80","2014-02-20",18.969999
"81","2014-02-21",21.92
"82","2014-02-24",22.92
"83","2014-02-25",23
"84","2014-02-26",23.360001
"85","2014-02-27",23.629999
"86","2014-02-28",24.219999
"87","2014-03-03",24.24
"88","2014-03-04",24.129999
"89","2014-03-05",24.049999
"90","2014-03-06",23.49
"91","2014-03-07",22.9
"92","2014-03-10",22.709999
"93","2014-03-11",21.99
"94","2014-03-12",21.32
"95","2014-03-13",21.950001
"96","2014-03-14",21.690001
"97","2014-03-17",21.68
"98","2014-03-18",22.02
"99","2014-03-19",22.08
"100","2014-03-20",22.129999
"101","2014-03-21",24.370001
"102","2014-03-24",24.43
"103","2014-03-25",24.49
"104","2014-03-26",23.85
"105","2014-03-27",23.1
"106","2014-03-28",22.940001
"107","2014-03-31",24.68
"108","2014-04-01",25.360001
"109","2014-04-02",25.709999
"110","2014-04-03",24.889999
"111","2014-04-04",24.68
"112","2014-04-07",24.389999
"113","2014-04-08",24.440001
"114","2014-04-09",24.82
"115","2014-04-10",23.719999
"116","2014-04-11",23.51
"117","2014-04-14",23.83
"118","2014-04-15",23.68
"119","2014-04-16",24.389999
"120","2014-04-17",24.809999
"121","2014-04-21",25.309999
"122","2014-04-22",25.02
"123","2014-04-23",25.389999
"124","2014-04-24",25.129999
"125","2014-04-25",24.65
"126","2014-04-28",24.51
"127","2014-04-29",25.34
"128","2014-04-30",26.68
"129","2014-05-01",27.68
"130","2014-05-02",27.84
"131","2014-05-05",27.32
"132","2014-05-06",26.879999
"133","2014-05-07",26.030001
"134","2014-05-08",25.690001
"135","2014-05-09",25.48
"136","2014-05-12",25.4
"137","2014-05-13",25.02
"138","2014-05-14",24.950001
"139","2014-05-15",24.92
"140","2014-05-16",24.41
"141","2014-05-19",24.790001
"142","2014-05-20",25.27
"143","2014-05-21",25.9
"144","2014-05-22",26.440001
"145","2014-05-23",26.440001
"146","2014-05-27",26.49
"147","2014-05-28",26.780001
"148","2014-05-29",27
"149","2014-05-30",26.440001
"150","2014-06-02",24.9
"151","2014-06-03",24.52
"152","2014-06-04",24.879999
"153","2014-06-05",24.4
"154","2014-06-06",24.889999
"155","2014-06-09",25.01
"156","2014-06-10",24.85
"157","2014-06-11",24.629999
"158","2014-06-12",23.629999
"159","2014-06-13",23.120001
"160","2014-06-16",23.209999
"161","2014-06-17",23.200001
"162","2014-06-18",23.35
"163","2014-06-19",23.790001
"164","2014-06-20",24.110001
"165","2014-06-23",24.309999
"166","2014-06-24",23.799999
"167","2014-06-25",23.299999
"168","2014-06-26",23.290001
"169","2014-06-27",23.26
"170","2014-06-30",23.129999
"171","2014-07-01",23.1
"172","2014-07-02",23.35
"173","2014-07-03",23.34
"174","2014-07-07",22.77
"175","2014-07-08",22.24
"176","2014-07-09",22.459999
"177","2014-07-10",22.26
"178","2014-07-11",22.5
"179","2014-07-14",23.049999
"180","2014-07-15",22.85
"181","2014-07-16",23.34
