"","date","WSTG"
"122","2007-06-27",16.049999
"123","2007-06-28",16.16
"124","2007-06-29",16.08
"125","2007-07-02",16.1
"126","2007-07-03",16.15
"127","2007-07-05",16.15
"128","2007-07-06",16.23
"129","2007-07-09",16.84
"130","2007-07-10",16.790001
"131","2007-07-11",16.75
"132","2007-07-12",16.98
"133","2007-07-13",16.870001
"134","2007-07-16",17.950001
"135","2007-07-17",18.540001
"136","2007-07-18",18.360001
"137","2007-07-19",18.25
"138","2007-07-20",18.34
"139","2007-07-23",18.49
"140","2007-07-24",18.299999
"141","2007-07-25",18.16
"142","2007-07-26",17.6
"143","2007-07-27",14.19
"144","2007-07-30",15.16
"145","2007-07-31",15.7
"146","2007-08-01",15.46
"147","2007-08-02",14.96
"148","2007-08-03",14.69
"149","2007-08-06",14.28
"150","2007-08-07",13.43
"151","2007-08-08",14.01
"152","2007-08-09",14.25
"153","2007-08-10",14.75
"154","2007-08-13",14.72
"155","2007-08-14",14.65
"156","2007-08-15",14.34
"157","2007-08-16",13.43
"158","2007-08-17",13.88
"159","2007-08-20",13.43
"160","2007-08-21",14.04
"161","2007-08-22",14.13
"162","2007-08-23",13.66
"163","2007-08-24",13.87
"164","2007-08-27",14.54
"165","2007-08-28",14.35
"166","2007-08-29",14.47
"167","2007-08-30",14.32
"168","2007-08-31",14.37
"169","2007-09-04",14.22
"170","2007-09-05",14.08
"171","2007-09-06",14.54
"172","2007-09-07",14.11
"173","2007-09-10",13.72
"174","2007-09-11",14
"175","2007-09-12",14.05
"176","2007-09-13",13.94
"177","2007-09-14",13.87
"178","2007-09-17",13.81
"179","2007-09-18",13.94
"180","2007-09-19",14.09
"181","2007-09-20",14.02
"182","2007-09-21",13.83
"183","2007-09-24",13.65
"184","2007-09-25",13.8
"185","2007-09-26",13.57
"186","2007-09-27",13.55
"187","2007-09-28",13.52
"188","2007-10-01",13.36
"189","2007-10-02",13.3
"190","2007-10-03",12.99
"191","2007-10-04",13.01
"192","2007-10-05",13.24
"193","2007-10-08",13.24
"194","2007-10-09",13.14
"195","2007-10-10",13.36
"196","2007-10-11",13.66
"197","2007-10-12",13.33
"198","2007-10-15",13.96
"199","2007-10-16",13.9
"200","2007-10-17",13.88
"201","2007-10-18",13.31
"202","2007-10-19",13.43
"203","2007-10-22",13.5
"204","2007-10-23",13.46
"205","2007-10-24",13.75
"206","2007-10-25",13.65
"207","2007-10-26",12.5
"208","2007-10-29",13.06
"209","2007-10-30",12.18
"210","2007-10-31",12.21
"211","2007-11-01",12.47
"212","2007-11-02",12.16
"213","2007-11-05",11.78
"214","2007-11-06",11.47
"215","2007-11-07",10.99
"216","2007-11-08",11.27
"217","2007-11-09",11.5
"218","2007-11-12",11.61
"219","2007-11-13",11.51
"220","2007-11-14",11.51
"221","2007-11-15",11.4
"222","2007-11-16",11.28
"223","2007-11-19",11.06
"224","2007-11-20",10.86
"225","2007-11-21",11
"226","2007-11-23",10.78
"227","2007-11-26",10.95
"228","2007-11-27",10.76
"229","2007-11-28",10.6
"230","2007-11-29",10.75
"231","2007-11-30",10.7
"232","2007-12-03",10.41
"233","2007-12-04",10.15
"234","2007-12-05",10.15
"235","2007-12-06",10.01
"236","2007-12-07",10.02
"237","2007-12-10",10.3
"238","2007-12-11",10.26
"239","2007-12-12",10.1
"240","2007-12-13",10.24
"241","2007-12-14",10.09
"242","2007-12-17",9.92
"243","2007-12-18",9.27
"244","2007-12-19",9.46
"245","2007-12-20",9.5
"246","2007-12-21",9.16
"247","2007-12-24",9.01
"248","2007-12-26",9.08
"249","2007-12-27",9.34
"250","2007-12-28",9.24
"251","2007-12-31",8.99
"252","2008-01-02",8.9
"253","2008-01-03",8.59
"254","2008-01-04",8.25
"255","2008-01-07",8.74
"256","2008-01-08",8.7
"257","2008-01-09",8.71
"258","2008-01-10",8.9
"259","2008-01-11",8.59
"260","2008-01-14",8.35
"261","2008-01-15",8.85
"262","2008-01-16",8.43
"263","2008-01-17",8.46
"264","2008-01-18",8.22
"265","2008-01-22",7.92
"266","2008-01-23",8.07
"267","2008-01-24",8.12
"268","2008-01-25",8.29
"269","2008-01-28",8.45
"270","2008-01-29",8.81
"271","2008-01-30",9.48
"272","2008-01-31",10.08
"273","2008-02-01",10.99
"274","2008-02-04",10.5
"275","2008-02-05",10.68
"276","2008-02-06",10.76
"277","2008-02-07",10.4
"278","2008-02-08",10.03
"279","2008-02-11",10.04
"280","2008-02-12",10.04
"281","2008-02-13",10.45
"282","2008-02-14",10.1
"283","2008-02-15",9.95
"284","2008-02-19",10.01
"285","2008-02-20",9.85
"286","2008-02-21",9.9
"287","2008-02-22",10.2
"288","2008-02-25",10.01
"289","2008-02-26",10.12
"290","2008-02-27",10.22
"291","2008-02-28",10.25
"292","2008-02-29",10.04
"293","2008-03-03",9.55
"294","2008-03-04",9.85
"295","2008-03-05",9.95
"296","2008-03-06",9.81
"297","2008-03-07",9.84
"298","2008-03-10",9.53
"299","2008-03-11",9.85
"300","2008-03-12",9.84
"301","2008-03-13",9.82
"302","2008-03-14",9.85
"303","2008-03-17",9.31
"304","2008-03-18",10.03
"305","2008-03-19",9.97
"306","2008-03-20",9.61
"307","2008-03-24",9.72
"308","2008-03-25",9.97
"309","2008-03-26",10.05
"310","2008-03-27",9.91
"311","2008-03-28",9.85
"312","2008-03-31",9.9
"313","2008-04-01",10
"314","2008-04-02",10.2
"315","2008-04-03",9.83
"316","2008-04-04",9.94
"317","2008-04-07",10.28
"318","2008-04-08",10.01
"319","2008-04-09",10.3
"320","2008-04-10",10.16
"321","2008-04-11",10.28
"322","2008-04-14",9.85
"323","2008-04-15",10.43
"324","2008-04-16",10.04
"325","2008-04-17",10.01
"326","2008-04-18",10.15
"327","2008-04-21",10.54
"328","2008-04-22",10.2
"329","2008-04-23",10.48
"330","2008-04-24",10.63
"331","2008-04-25",9.64
"332","2008-04-28",9.53
"333","2008-04-29",9.88
"334","2008-04-30",9.53
"335","2008-05-01",9.69
"336","2008-05-02",9.69
"337","2008-05-05",9.58
"338","2008-05-06",10.2
"339","2008-05-07",10.14
"340","2008-05-08",10.36
"341","2008-05-09",10.2
"342","2008-05-12",10.34
"343","2008-05-13",10.49
"344","2008-05-14",10.08
"345","2008-05-15",9.75
"346","2008-05-16",10.11
"347","2008-05-19",9.7
"348","2008-05-20",9.4
"349","2008-05-21",9.38
"350","2008-05-22",9.69
"351","2008-05-23",9.27
"352","2008-05-27",9.55
"353","2008-05-28",9.64
"354","2008-05-29",9.99
"355","2008-05-30",9.39
"356","2008-06-02",9.49
"357","2008-06-03",9.38
"358","2008-06-04",9.07
"359","2008-06-05",9.2
"360","2008-06-06",9.13
"361","2008-06-09",9.4
"362","2008-06-10",9.22
"363","2008-06-11",9.01
"364","2008-06-12",8.9
"365","2008-06-13",9.08
"366","2008-06-16",8.85
"367","2008-06-17",8.89
"368","2008-06-18",8.85
"369","2008-06-19",8.76
"370","2008-06-20",8.82
"371","2008-06-23",8.24
"372","2008-06-24",7.99
"373","2008-06-25",7.73
"374","2008-06-26",7.35
"375","2008-06-27",7.49
"376","2008-06-30",7.82
"377","2008-07-01",7.95
"378","2008-07-02",7.58
"379","2008-07-03",7.4
"380","2008-07-07",6.93
"381","2008-07-08",7.22
"382","2008-07-09",7.47
"383","2008-07-10",7.43
"384","2008-07-11",7.11
"385","2008-07-14",7.44
"386","2008-07-15",7.49
"387","2008-07-16",7.35
"388","2008-07-17",7.44
"389","2008-07-18",7.49
"390","2008-07-21",7.49
"391","2008-07-22",7.44
"392","2008-07-23",7.6
"393","2008-07-24",7.52
"394","2008-07-25",7.58
"395","2008-07-28",7.44
"396","2008-07-29",7.45
"397","2008-07-30",7.44
"398","2008-07-31",7.69
"399","2008-08-01",8.58
"400","2008-08-04",8.73
"401","2008-08-05",8.85
"402","2008-08-06",8.76
"403","2008-08-07",8.5
"404","2008-08-08",8.1
"405","2008-08-11",8.36
"406","2008-08-12",8.35
"407","2008-08-13",8.34
"408","2008-08-14",8.25
"409","2008-08-15",8.25
"410","2008-08-18",8.55
"411","2008-08-19",8.39
"412","2008-08-20",8.16
"413","2008-08-21",8.31
"414","2008-08-22",7.97
"415","2008-08-25",7.83
"416","2008-08-26",7.8
"417","2008-08-27",8
"418","2008-08-28",8.09
"419","2008-08-29",7.88
"420","2008-09-02",7.87
"421","2008-09-03",7.89
"422","2008-09-04",8.24
"423","2008-09-05",8.32
"424","2008-09-08",8.14
"425","2008-09-09",8.15
"426","2008-09-10",7.76
"427","2008-09-11",7.6
"428","2008-09-12",7.45
"429","2008-09-15",7.55
"430","2008-09-16",7.35
"431","2008-09-17",7.1
"432","2008-09-18",7.34
"433","2008-09-19",7.5
"434","2008-09-22",6.94
"435","2008-09-23",7.35
"436","2008-09-24",7
"437","2008-09-25",7.03
"438","2008-09-26",7.33
"439","2008-09-29",7.09
"440","2008-09-30",7.52
"441","2008-10-01",7.52
"442","2008-10-02",6.85
"443","2008-10-03",6.5
"444","2008-10-06",6.12
"445","2008-10-07",6.05
"446","2008-10-08",5.92
"447","2008-10-09",5.6
"448","2008-10-10",5.03
"449","2008-10-13",5.37
"450","2008-10-14",6.59
"451","2008-10-15",5.69
"452","2008-10-16",5.6
"453","2008-10-17",5.86
"454","2008-10-20",6.27
"455","2008-10-21",6.01
"456","2008-10-22",5.75
"457","2008-10-23",5.76
"458","2008-10-24",5.75
"459","2008-10-27",5.67
"460","2008-10-28",5.5
"461","2008-10-29",6.15
"462","2008-10-30",5.73
"463","2008-10-31",5.88
"464","2008-11-03",6.8
"465","2008-11-04",6.9
"466","2008-11-05",7.74
"467","2008-11-06",7.04
"468","2008-11-07",7.54
"469","2008-11-10",7.25
"470","2008-11-11",7.56
"471","2008-11-12",7.32
"472","2008-11-13",7.17
"473","2008-11-14",7.65
"474","2008-11-17",6.91
"475","2008-11-18",6.95
"476","2008-11-19",6.95
"477","2008-11-20",6.75
"478","2008-11-21",6.56
"479","2008-11-24",6.76
"480","2008-11-25",6.76
"481","2008-11-26",6.76
"482","2008-11-28",6.98
"483","2008-12-01",6.75
"484","2008-12-02",6.79
"485","2008-12-03",6.99
"486","2008-12-04",6.75
"487","2008-12-05",6.81
"488","2008-12-08",6.76
"489","2008-12-09",6.75
"490","2008-12-10",7
"491","2008-12-11",6.8
"492","2008-12-12",6.8
"493","2008-12-15",6.75
"494","2008-12-16",6.75
"495","2008-12-17",6.75
"496","2008-12-18",6.75
"497","2008-12-19",6.65
"498","2008-12-22",6.56
"499","2008-12-23",6.73
"500","2008-12-24",6.72
"501","2008-12-26",6.75
"502","2008-12-29",6.66
"503","2008-12-30",6.7
"504","2008-12-31",7
"505","2009-01-02",7.38
"506","2009-01-05",7.31
"507","2009-01-06",7.6
"508","2009-01-07",7.9
"509","2009-01-08",7.5
"510","2009-01-09",7.53
"511","2009-01-12",7.33
"512","2009-01-13",7.3
"513","2009-01-14",7.3
"514","2009-01-15",7.3
"515","2009-01-16",7.35
"516","2009-01-20",7.17
"517","2009-01-21",7.13
"518","2009-01-22",7.13
"519","2009-01-23",7.17
"520","2009-01-26",6.98
"521","2009-01-27",6.99
"522","2009-01-28",7.11
"523","2009-01-29",7.14
"524","2009-01-30",7.29
"525","2009-02-02",7.67
"526","2009-02-03",7.17
"527","2009-02-04",7.09
"528","2009-02-05",7.06
"529","2009-02-06",6.97
"530","2009-02-09",7.92
"531","2009-02-10",7.38
"532","2009-02-11",7.35
"533","2009-02-12",7.24
"534","2009-02-13",7.97
"535","2009-02-17",7.12
"536","2009-02-18",7.22
"537","2009-02-19",7.12
"538","2009-02-20",7.32
"539","2009-02-23",7.33
"540","2009-02-24",7.38
"541","2009-02-25",7.26
"542","2009-02-26",7.16
"543","2009-02-27",7.12
"544","2009-03-02",7.08
"545","2009-03-03",7.14
"546","2009-03-04",7
"547","2009-03-05",6.65
"548","2009-03-06",6.75
"549","2009-03-09",6.65
"550","2009-03-10",6.7
"551","2009-03-11",6.77
"552","2009-03-12",6.66
"553","2009-03-13",6.99
"554","2009-03-16",6.65
"555","2009-03-17",6.8
"556","2009-03-18",6.95
"557","2009-03-19",6.66
"558","2009-03-20",6.93
"559","2009-03-23",6.99
"560","2009-03-24",6.67
"561","2009-03-25",6.94
"562","2009-03-26",7.4
"563","2009-03-27",7.3
"564","2009-03-30",7.11
"565","2009-03-31",6.95
"566","2009-04-01",6.95
"567","2009-04-02",7.41
"568","2009-04-03",7
"569","2009-04-06",6.95
"570","2009-04-07",6.8
"571","2009-04-08",6.76
"572","2009-04-09",7
"573","2009-04-13",7.15
"574","2009-04-14",6.91
"575","2009-04-15",6.86
"576","2009-04-16",6.88
"577","2009-04-17",7.25
"578","2009-04-20",6.95
"579","2009-04-21",7.2
"580","2009-04-22",7.2
"581","2009-04-23",6.95
"582","2009-04-24",6.95
"583","2009-04-27",7.2
"584","2009-04-28",7
"585","2009-04-29",7
"586","2009-04-30",7.2
"587","2009-05-01",7.27
"588","2009-05-04",7.43
"589","2009-05-05",7.55
"590","2009-05-06",7.63
"591","2009-05-07",7.07
"592","2009-05-08",7.3
"593","2009-05-11",6.96
"594","2009-05-12",7.35
"595","2009-05-13",7.35
"596","2009-05-14",6.89
"597","2009-05-15",6.85
"598","2009-05-18",6.81
"599","2009-05-19",6.93
"600","2009-05-20",6.99
"601","2009-05-21",7.11
"602","2009-05-22",7.11
"603","2009-05-26",7.3
"604","2009-05-27",6.9
"605","2009-05-28",7.04
"606","2009-05-29",7
"607","2009-06-01",7.06
"608","2009-06-02",6.84
"609","2009-06-03",6.88
"610","2009-06-04",7.05
"611","2009-06-05",7.1
"612","2009-06-08",7.1
"613","2009-06-09",7.22
"614","2009-06-10",6.91
"615","2009-06-11",7.1
"616","2009-06-12",7.1
"617","2009-06-15",6.91
"618","2009-06-16",7.05
"619","2009-06-17",7
"620","2009-06-18",7.02
"621","2009-06-19",7.15
"622","2009-06-22",6.78
"623","2009-06-23",7.27
"624","2009-06-24",6.95
"625","2009-06-25",7.06
"626","2009-06-26",7.01
"627","2009-06-29",7.09
"628","2009-06-30",7.09
"629","2009-07-01",7
"630","2009-07-02",7.01
"631","2009-07-06",7
"632","2009-07-07",7
"633","2009-07-08",6.9
"634","2009-07-09",6.91
"635","2009-07-10",6.84
"636","2009-07-13",6.91
"637","2009-07-14",6.95
"638","2009-07-15",6.9
"639","2009-07-16",6.93
"640","2009-07-17",6.91
"641","2009-07-20",7.01
"642","2009-07-21",7.14
"643","2009-07-22",7.49
"644","2009-07-23",7.5
"645","2009-07-24",7.13
"646","2009-07-27",7.35
"647","2009-07-28",7.26
"648","2009-07-29",7.15
"649","2009-07-30",7.27
"650","2009-07-31",7.42
"651","2009-08-03",7.73
"652","2009-08-04",8.05
"653","2009-08-05",8.25
"654","2009-08-06",8.19
"655","2009-08-07",8.31
"656","2009-08-10",8.14
"657","2009-08-11",8
"658","2009-08-12",7.72
"659","2009-08-13",7.7
"660","2009-08-14",7.69
"661","2009-08-17",7.69
"662","2009-08-18",7.56
"663","2009-08-19",7.61
"664","2009-08-20",7.75
"665","2009-08-21",7.83
"666","2009-08-24",7.73
"667","2009-08-25",7.7
"668","2009-08-26",7.9
"669","2009-08-27",7.9
"670","2009-08-28",7.71
"671","2009-08-31",7.76
"672","2009-09-01",7.91
"673","2009-09-02",7.92
"674","2009-09-03",7.67
"675","2009-09-04",7.84
"676","2009-09-08",7.85
"677","2009-09-09",7.9
"678","2009-09-10",7.9
"679","2009-09-11",7.9
"680","2009-09-14",7.7
"681","2009-09-15",7.75
"682","2009-09-16",7.99
"683","2009-09-17",7.8
"684","2009-09-18",7.99
"685","2009-09-21",7.85
"686","2009-09-22",8.1
"687","2009-09-23",8
"688","2009-09-24",7.8
"689","2009-09-25",7.87
"690","2009-09-28",8.25
"691","2009-09-29",8.5
"692","2009-09-30",8.88
"693","2009-10-01",8.96
"694","2009-10-02",8.38
"695","2009-10-05",8.41
"696","2009-10-06",8.55
"697","2009-10-07",8.48
"698","2009-10-08",8.69
"699","2009-10-09",8.51
"700","2009-10-12",8.69
"701","2009-10-13",8.8
"702","2009-10-14",8.99
"703","2009-10-15",8.49
"704","2009-10-16",8.01
"705","2009-10-19",8.03
"706","2009-10-20",7.99
"707","2009-10-21",8.1
"708","2009-10-22",8.16
"709","2009-10-23",8.14
"710","2009-10-26",7.99
"711","2009-10-27",7.99
"712","2009-10-28",7.78
"713","2009-10-29",7.62
"714","2009-10-30",7.65
"715","2009-11-02",7.69
"716","2009-11-03",7.85
"717","2009-11-04",7.82
"718","2009-11-05",7.9
"719","2009-11-06",7.75
"720","2009-11-09",8.01
"721","2009-11-10",7.9
"722","2009-11-11",8.14
"723","2009-11-12",7.86
"724","2009-11-13",7.77
"725","2009-11-16",7.75
"726","2009-11-17",7.69
"727","2009-11-18",7.62
"728","2009-11-19",7.6
"729","2009-11-20",7.72
"730","2009-11-23",7.71
"731","2009-11-24",7.8
"732","2009-11-25",7.65
"733","2009-11-27",7.81
"734","2009-11-30",7.65
"735","2009-12-01",7.4
"736","2009-12-02",7.27
"737","2009-12-03",7.33
"738","2009-12-04",7.22
"739","2009-12-07",7.05
"740","2009-12-08",7.37
"741","2009-12-09",7.25
"742","2009-12-10",7.15
"743","2009-12-11",7.42
"744","2009-12-14",7.35
"745","2009-12-15",7.35
"746","2009-12-16",7.48
"747","2009-12-17",7.39
"748","2009-12-18",7.38
"749","2009-12-21",7.48
"750","2009-12-22",7.48
"751","2009-12-23",7.47
"752","2009-12-24",7.54
"753","2009-12-28",7.51
"754","2009-12-29",7.74
"755","2009-12-30",7.85
"756","2009-12-31",7.95
"757","2010-01-04",7.95
"758","2010-01-05",7.96
"759","2010-01-06",7.86
"760","2010-01-07",7.95
"761","2010-01-08",8
"762","2010-01-11",7.9
"763","2010-01-12",7.85
"764","2010-01-13",8.12
"765","2010-01-14",7.9
"766","2010-01-15",7.9
"767","2010-01-19",7.75
"768","2010-01-20",7.89
"769","2010-01-21",7.95
"770","2010-01-22",8.06
"771","2010-01-25",8.26
"772","2010-01-26",7.93
"773","2010-01-27",8.16
"774","2010-01-28",8.21
"775","2010-01-29",8.34
"776","2010-02-01",8.4
"777","2010-02-02",8.55
"778","2010-02-03",8.42
"779","2010-02-04",8.44
"780","2010-02-05",8.27
"781","2010-02-08",8.31
"782","2010-02-09",8.57
"783","2010-02-10",8.27
"784","2010-02-11",8.53
"785","2010-02-12",8.35
"786","2010-02-16",8.22
"787","2010-02-17",8.53
"788","2010-02-18",8.52
"789","2010-02-19",8.2
"790","2010-02-22",8.29
"791","2010-02-23",8.25
"792","2010-02-24",8.54
"793","2010-02-25",8.26
"794","2010-02-26",8.02
"795","2010-03-01",8.31
"796","2010-03-02",8.3
"797","2010-03-03",8.35
"798","2010-03-04",8.46
"799","2010-03-05",8.5
"800","2010-03-08",8.36
"801","2010-03-09",8.67
"802","2010-03-10",8.51
"803","2010-03-11",8.75
"804","2010-03-12",8.56
"805","2010-03-15",8.56
"806","2010-03-16",8.74
"807","2010-03-17",8.84
"808","2010-03-18",8.7
"809","2010-03-19",8.8
"810","2010-03-22",8.87
"811","2010-03-23",8.99
"812","2010-03-24",9.15
"813","2010-03-25",9.05
"814","2010-03-26",9.21
"815","2010-03-29",9.33
"816","2010-03-30",9.15
"817","2010-03-31",9.14
"818","2010-04-01",9.12
"819","2010-04-05",9.23
"820","2010-04-06",9.24
"821","2010-04-07",9
"822","2010-04-08",8.97
"823","2010-04-09",9.1
"824","2010-04-12",9.18
"825","2010-04-13",9.16
"826","2010-04-14",9.05
"827","2010-04-15",9
"828","2010-04-16",9
"829","2010-04-19",9.01
"830","2010-04-20",9.01
"831","2010-04-21",9.12
"832","2010-04-22",8.95
"833","2010-04-23",9.08
"834","2010-04-26",9.25
"835","2010-04-27",9.53
"836","2010-04-28",9.7
"837","2010-04-29",9.86
"838","2010-04-30",9.73
"839","2010-05-03",9.97
"840","2010-05-04",9.82
"841","2010-05-05",9.67
"842","2010-05-06",9.1
"843","2010-05-07",9.69
"844","2010-05-10",10
"845","2010-05-11",10.01
"846","2010-05-12",10
"847","2010-05-13",9.85
"848","2010-05-14",9.83
"849","2010-05-17",9.73
"850","2010-05-18",9.75
"851","2010-05-19",9.83
"852","2010-05-20",9.63
"853","2010-05-21",9.43
"854","2010-05-24",9.34
"855","2010-05-25",9.5
"856","2010-05-26",9.45
"857","2010-05-27",9.62
"858","2010-05-28",9.64
"859","2010-06-01",9.51
"860","2010-06-02",9.65
"861","2010-06-03",9.6
"862","2010-06-04",9.5
"863","2010-06-07",9.55
"864","2010-06-08",9.5
"865","2010-06-09",9.68
"866","2010-06-10",9.82
"867","2010-06-11",9.99
"868","2010-06-14",10.17
"869","2010-06-15",10.55
"870","2010-06-16",10.02
"871","2010-06-17",10.05
"872","2010-06-18",9.96
"873","2010-06-21",9.93
"874","2010-06-22",9.57
"875","2010-06-23",9.51
"876","2010-06-24",9.71
"877","2010-06-25",9.45
"878","2010-06-28",9.45
"879","2010-06-29",9.61
"880","2010-06-30",9.07
"881","2010-07-01",9.1
"882","2010-07-02",9.01
"883","2010-07-06",8.65
"884","2010-07-07",8.66
"885","2010-07-08",8.54
"886","2010-07-09",8.74
"887","2010-07-12",8.58
"888","2010-07-13",8.65
"889","2010-07-14",8.96
"890","2010-07-15",8.94
"891","2010-07-16",8.97
"892","2010-07-19",8.8
"893","2010-07-20",8.98
"894","2010-07-21",8.85
"895","2010-07-22",8.98
"896","2010-07-23",9.19
"897","2010-07-26",9.3
"898","2010-07-27",9.4
"899","2010-07-28",9.35
"900","2010-07-29",9.4
"901","2010-07-30",10.01
"902","2010-08-02",9.91
"903","2010-08-03",9.95
"904","2010-08-04",9.95
"905","2010-08-05",9.85
"906","2010-08-06",9.85
"907","2010-08-09",9.95
"908","2010-08-10",9.73
"909","2010-08-11",9.56
"910","2010-08-12",9.37
"911","2010-08-13",9.12
"912","2010-08-16",9.23
"913","2010-08-17",9.49
"914","2010-08-18",9.5
"915","2010-08-19",9.68
"916","2010-08-20",9.99
"917","2010-08-23",9.95
"918","2010-08-24",9.91
"919","2010-08-25",9.8
"920","2010-08-26",9.88
"921","2010-08-27",9.7
"922","2010-08-30",9.6
"923","2010-08-31",9.6
"924","2010-09-01",9.73
"925","2010-09-02",9.98
"926","2010-09-03",9.86
"927","2010-09-07",9.84
"928","2010-09-08",9.97
"929","2010-09-09",9.99
"930","2010-09-10",10.05
"931","2010-09-13",10.01
"932","2010-09-14",10.07
"933","2010-09-15",10
"934","2010-09-16",10.18
"935","2010-09-17",10.25
"936","2010-09-20",10.4
"937","2010-09-21",10.05
"938","2010-09-22",10.28
"939","2010-09-23",10.18
"940","2010-09-24",10
"941","2010-09-27",9.95
"942","2010-09-28",9.88
"943","2010-09-29",9.75
"944","2010-09-30",10.01
"945","2010-10-01",9.62
"946","2010-10-04",9.63
"947","2010-10-05",9.71
"948","2010-10-06",9.71
"949","2010-10-07",9.65
"950","2010-10-08",9.65
"951","2010-10-11",9.82
"952","2010-10-12",10.07
"953","2010-10-13",9.8
"954","2010-10-14",9.88
"955","2010-10-15",10.21
"956","2010-10-18",9.84
"957","2010-10-19",10
"958","2010-10-20",10.08
"959","2010-10-21",10.25
"960","2010-10-22",10.29
"961","2010-10-25",10.15
"962","2010-10-26",9.98
"963","2010-10-27",9.99
"964","2010-10-28",10
"965","2010-10-29",10.92
"966","2010-11-01",11.26
"967","2010-11-02",11.19
"968","2010-11-03",11.1
"969","2010-11-04",11.57
"970","2010-11-05",11.44
"971","2010-11-08",11.25
"972","2010-11-09",10.92
"973","2010-11-10",11
"974","2010-11-11",10.9
"975","2010-11-12",10.75
"976","2010-11-15",10.76
"977","2010-11-16",10.71
"978","2010-11-17",11.02
"979","2010-11-18",11.2
"980","2010-11-19",11.5
"981","2010-11-22",11.39
"982","2010-11-23",11.51
"983","2010-11-24",11.52
"984","2010-11-26",11.25
"985","2010-11-29",11.15
"986","2010-11-30",11.07
"987","2010-12-01",12.03
"988","2010-12-02",11.98
"989","2010-12-03",11.41
"990","2010-12-06",11.46
"991","2010-12-07",11.48
"992","2010-12-08",11.45
"993","2010-12-09",11.36
"994","2010-12-10",11.56
"995","2010-12-13",11.41
"996","2010-12-14",11.67
"997","2010-12-15",11.4
"998","2010-12-16",11.35
"999","2010-12-17",11.67
"1000","2010-12-20",11.39
"1001","2010-12-21",11.48
"1002","2010-12-22",11.47
