"","date","CSX"
"1","2007-01-03",11.58
"2","2007-01-04",11.666667
"3","2007-01-05",11.426666
"4","2007-01-08",11.556666
"5","2007-01-09",11.42
"6","2007-01-10",11.296667
"7","2007-01-11",11.42
"8","2007-01-12",11.566667
"9","2007-01-16",11.866667
"10","2007-01-17",11.8
"11","2007-01-18",11.846666
"12","2007-01-19",11.91
"13","2007-01-22",11.7
"14","2007-01-23",12.22
"15","2007-01-24",12.13
"16","2007-01-25",11.986667
"17","2007-01-26",11.77
"18","2007-01-29",11.723333
"19","2007-01-30",11.76
"20","2007-01-31",12.263333
"21","2007-02-01",12.426666
"22","2007-02-02",12.64
"23","2007-02-05",12.63
"24","2007-02-06",12.32
"25","2007-02-07",12.366667
"26","2007-02-08",12.276667
"27","2007-02-09",12.356667
"28","2007-02-12",12.646667
"29","2007-02-13",13.123333
"30","2007-02-14",14.033334
"31","2007-02-15",13.59
"32","2007-02-16",13.556666
"33","2007-02-20",13.473333
"34","2007-02-21",13.623333
"35","2007-02-22",13.483334
"36","2007-02-23",13.473333
"37","2007-02-26",13.153334
"38","2007-02-27",12.43
"39","2007-02-28",12.54
"40","2007-03-01",12.27
"41","2007-03-02",12.056666
"42","2007-03-05",11.826667
"43","2007-03-06",12.103333
"44","2007-03-07",12.333333
"45","2007-03-08",12.56
"46","2007-03-09",12.616667
"47","2007-03-12",12.583333
"48","2007-03-13",12.366667
"49","2007-03-14",12.246667
"50","2007-03-15",12.593333
"51","2007-03-16",13.37
"52","2007-03-19",13.316667
"53","2007-03-20",13.34
"54","2007-03-21",13.353333
"55","2007-03-22",13.293333
"56","2007-03-23",13.883333
"57","2007-03-26",13.363334
"58","2007-03-27",13.026667
"59","2007-03-28",12.95
"60","2007-03-29",13.303333
"61","2007-03-30",13.35
"62","2007-04-02",13.493333
"63","2007-04-03",13.73
"64","2007-04-04",13.576667
"65","2007-04-05",13.653334
"66","2007-04-09",13.953333
"67","2007-04-10",13.986667
"68","2007-04-11",13.906667
"69","2007-04-12",14.38
"70","2007-04-13",14.153334
"71","2007-04-16",14.443334
"72","2007-04-17",14.443334
"73","2007-04-18",14.853333
"74","2007-04-19",14.98
"75","2007-04-20",15.013333
"76","2007-04-23",15.01
"77","2007-04-24",14.88
"78","2007-04-25",14.916667
"79","2007-04-26",14.42
"80","2007-04-27",14.58
"81","2007-04-30",14.39
"82","2007-05-01",14.456667
"83","2007-05-02",14.646667
"84","2007-05-03",15.116667
"85","2007-05-04",15.336667
"86","2007-05-07",15.3
"87","2007-05-08",15.5
"88","2007-05-09",15.453333
"89","2007-05-10",15.036667
"90","2007-05-11",15.13
"91","2007-05-14",14.963333
"92","2007-05-15",15.246667
"93","2007-05-16",15.466666
"94","2007-05-17",15.703333
"95","2007-05-18",15.516666
"96","2007-05-21",15.206667
"97","2007-05-22",14.93
"98","2007-05-23",14.75
"99","2007-05-24",14.706667
"100","2007-05-25",14.91
"101","2007-05-29",14.92
"102","2007-05-30",14.926666
"103","2007-05-31",15.146667
"104","2007-06-01",15.39
"105","2007-06-04",15.44
"106","2007-06-05",15.31
"107","2007-06-06",15.02
"108","2007-06-07",14.633333
"109","2007-06-08",15
"110","2007-06-11",15
"111","2007-06-12",14.436666
"112","2007-06-13",14.906667
"113","2007-06-14",14.983334
"114","2007-06-15",15.02
"115","2007-06-18",14.91
"116","2007-06-19",15.036667
"117","2007-06-20",14.71
"118","2007-06-21",15.123333
"119","2007-06-22",14.93
"120","2007-06-25",14.873333
"121","2007-06-26",14.62
"122","2007-06-27",15.02
"123","2007-06-28",14.973333
"124","2007-06-29",15.026667
"125","2007-07-02",15.46
"126","2007-07-03",15.503333
"127","2007-07-05",15.37
"128","2007-07-06",15.476666
"129","2007-07-09",15.583333
"130","2007-07-10",15.276667
"131","2007-07-11",15.783334
"132","2007-07-12",15.97
"133","2007-07-13",16.076666
"134","2007-07-16",16.25
"135","2007-07-17",16.173334
"136","2007-07-18",17.016666
"137","2007-07-19",17.086666
"138","2007-07-20",16.92
"139","2007-07-23",17.059999
"140","2007-07-24",16.616667
"141","2007-07-25",16.336666
"142","2007-07-26",15.653334
"143","2007-07-27",15.47
"144","2007-07-30",15.756667
"145","2007-07-31",15.803333
"146","2007-08-01",15.983334
"147","2007-08-02",16.383333
"148","2007-08-03",15.58
"149","2007-08-06",15.356667
"150","2007-08-07",15.46
"151","2007-08-08",15.86
"152","2007-08-09",15.336667
"153","2007-08-10",15.666667
"154","2007-08-13",15.96
"155","2007-08-14",15.046667
"156","2007-08-15",14.09
"157","2007-08-16",13.86
"158","2007-08-17",13.85
"159","2007-08-20",14.383333
"160","2007-08-21",14.266666
"161","2007-08-22",14.606667
"162","2007-08-23",14.133333
"163","2007-08-24",14.36
"164","2007-08-27",14.31
"165","2007-08-28",13.65
"166","2007-08-29",13.833333
"167","2007-08-30",13.333333
"168","2007-08-31",13.666667
"169","2007-09-04",14.006667
"170","2007-09-05",13.836667
"171","2007-09-06",13.91
"172","2007-09-07",13.363334
"173","2007-09-10",13.096666
"174","2007-09-11",13.02
"175","2007-09-12",12.973333
"176","2007-09-13",13.03
"177","2007-09-14",12.703333
"178","2007-09-17",13.02
"179","2007-09-18",13.763333
"180","2007-09-19",13.54
"181","2007-09-20",13.446667
"182","2007-09-21",13.43
"183","2007-09-24",13.496667
"184","2007-09-25",13.56
"185","2007-09-26",13.823334
"186","2007-09-27",14.223333
"187","2007-09-28",14.243333
"188","2007-10-01",14.52
"189","2007-10-02",14.343333
"190","2007-10-03",13.976666
"191","2007-10-04",14.023334
"192","2007-10-05",14.506667
"193","2007-10-08",14.52
"194","2007-10-09",14.546667
"195","2007-10-10",14.303333
"196","2007-10-11",14.1
"197","2007-10-12",14.2
"198","2007-10-15",14.14
"199","2007-10-16",14.276667
"200","2007-10-17",15.113334
"201","2007-10-18",15.32
"202","2007-10-19",14.873333
"203","2007-10-22",14.89
"204","2007-10-23",15.146667
"205","2007-10-24",15.093333
"206","2007-10-25",14.74
"207","2007-10-26",14.92
"208","2007-10-29",14.906667
"209","2007-10-30",14.793333
"210","2007-10-31",14.923333
"211","2007-11-01",14.446667
"212","2007-11-02",14.54
"213","2007-11-05",14.693334
"214","2007-11-06",14.956667
"215","2007-11-07",14.626667
"216","2007-11-08",14.846666
"217","2007-11-09",14.52
"218","2007-11-12",14.236667
"219","2007-11-13",14.533334
"220","2007-11-14",14.49
"221","2007-11-15",14.53
"222","2007-11-16",14.413333
"223","2007-11-19",13.8
"224","2007-11-20",13.76
"225","2007-11-21",13.45
"226","2007-11-23",13.77
"227","2007-11-26",13.413333
