"","date","CRT"
"1","2007-01-03",48.299999
"2","2007-01-04",45.25
"3","2007-01-05",45.549999
"4","2007-01-08",45.970001
"5","2007-01-09",45.759998
"6","2007-01-10",45.110001
"7","2007-01-11",44.049999
"8","2007-01-12",45.380001
"9","2007-01-16",45.599998
"10","2007-01-17",45.790001
"11","2007-01-18",45.580002
"12","2007-01-19",46.049999
"13","2007-01-22",46.009998
"14","2007-01-23",46.110001
"15","2007-01-24",46.700001
"16","2007-01-25",46.16
"17","2007-01-26",46.700001
"18","2007-01-29",46.66
"19","2007-01-30",47.029999
"20","2007-01-31",47.25
"21","2007-02-01",45.849998
"22","2007-02-02",45.490002
"23","2007-02-05",45.470001
"24","2007-02-06",45.240002
"25","2007-02-07",45.150002
"26","2007-02-08",45.619999
"27","2007-02-09",45.689999
"28","2007-02-12",45.470001
"29","2007-02-13",44.650002
"30","2007-02-14",44.360001
"31","2007-02-15",44.400002
"32","2007-02-16",44.720001
"33","2007-02-20",44.299999
"34","2007-02-21",44.130001
"35","2007-02-22",44.200001
"36","2007-02-23",44.389999
"37","2007-02-26",44.25
"38","2007-02-27",44.25
"39","2007-02-28",44.400002
"40","2007-03-01",43.75
"41","2007-03-02",42.900002
"42","2007-03-05",40.900002
"43","2007-03-06",41.68
"44","2007-03-07",41.869999
"45","2007-03-08",41.720001
"46","2007-03-09",41.630001
"47","2007-03-12",41.490002
"48","2007-03-13",41.400002
"49","2007-03-14",41
"50","2007-03-15",40.799999
"51","2007-03-16",40.400002
"52","2007-03-19",40.650002
"53","2007-03-20",40.5
"54","2007-03-21",40.400002
"55","2007-03-22",41.5
"56","2007-03-23",40.869999
"57","2007-03-26",42.290001
"58","2007-03-27",42.689999
"59","2007-03-28",43.82
"60","2007-03-29",42.099998
"61","2007-03-30",41.970001
"62","2007-04-02",42.02
"63","2007-04-03",42.91
"64","2007-04-04",43.5
"65","2007-04-05",44.299999
"66","2007-04-09",44.75
"67","2007-04-10",44.860001
"68","2007-04-11",44.799999
"69","2007-04-12",44.830002
"70","2007-04-13",44.959999
"71","2007-04-16",45.07
"72","2007-04-17",44.799999
"73","2007-04-18",44.849998
"74","2007-04-19",44.189999
"75","2007-04-20",43.369999
"76","2007-04-23",43.639999
"77","2007-04-24",43.900002
"78","2007-04-25",44.099998
"79","2007-04-26",43.360001
"80","2007-04-27",43.009998
"81","2007-04-30",43.34
"82","2007-05-01",43.220001
"83","2007-05-02",43.040001
"84","2007-05-03",43
"85","2007-05-04",44.130001
"86","2007-05-07",44.369999
"87","2007-05-08",44.419998
"88","2007-05-09",44.84
"89","2007-05-10",45.150002
"90","2007-05-11",44.450001
"91","2007-05-14",43.599998
"92","2007-05-15",44
"93","2007-05-16",43.73
"94","2007-05-17",43.98
"95","2007-05-18",44.619999
"96","2007-05-21",45.16
"97","2007-05-22",45
"98","2007-05-23",45.110001
"99","2007-05-24",44.41
"100","2007-05-25",44.59
"101","2007-05-29",44.130001
"102","2007-05-30",44.290001
"103","2007-05-31",44.189999
"104","2007-06-01",44.740002
"105","2007-06-04",44.200001
"106","2007-06-05",44.139999
"107","2007-06-06",43.599998
"108","2007-06-07",43.150002
"109","2007-06-08",43.049999
"110","2007-06-11",43.27
"111","2007-06-12",42.599998
"112","2007-06-13",42.860001
"113","2007-06-14",42.91
"114","2007-06-15",42.939999
"115","2007-06-18",42.68
"116","2007-06-19",43.290001
"117","2007-06-20",43.049999
"118","2007-06-21",43.189999
"119","2007-06-22",43.66
"120","2007-06-25",43.700001
"121","2007-06-26",43.549999
"122","2007-06-27",43.209999
"123","2007-06-28",42.299999
"124","2007-06-29",42.52
"125","2007-07-02",42.32
"126","2007-07-03",42.5
"127","2007-07-05",43.110001
"128","2007-07-06",43.080002
"129","2007-07-09",42.459999
"130","2007-07-10",42.360001
"131","2007-07-11",43.07
"132","2007-07-12",42.880001
"133","2007-07-13",42.950001
"134","2007-07-16",42.889999
"135","2007-07-17",42.860001
"136","2007-07-18",42.849998
"137","2007-07-19",42.650002
"138","2007-07-20",42.869999
"139","2007-07-23",42.400002
"140","2007-07-24",41.349998
"141","2007-07-25",41.900002
"142","2007-07-26",41.200001
"143","2007-07-27",40.43
"144","2007-07-30",40.23
"145","2007-07-31",41.150002
"146","2007-08-01",40.630001
"147","2007-08-02",40.720001
"148","2007-08-03",41.18
"149","2007-08-06",40.860001
"150","2007-08-07",40.709999
"151","2007-08-08",41.150002
"152","2007-08-09",41.25
"153","2007-08-10",41.419998
"154","2007-08-13",41.389999
"155","2007-08-14",41
"156","2007-08-15",41.240002
"157","2007-08-16",38.400002
"158","2007-08-17",38.299999
"159","2007-08-20",38.5
"160","2007-08-21",39.200001
"161","2007-08-22",39.119999
"162","2007-08-23",39.799999
"163","2007-08-24",40.43
"164","2007-08-27",41
"165","2007-08-28",41.290001
"166","2007-08-29",41.209999
"167","2007-08-30",40.900002
"168","2007-08-31",41.009998
"169","2007-09-04",42.150002
"170","2007-09-05",42.759998
"171","2007-09-06",43.049999
"172","2007-09-07",43
"173","2007-09-10",43.389999
"174","2007-09-11",43.27
"175","2007-09-12",43.490002
"176","2007-09-13",43.259998
"177","2007-09-14",42.73
"178","2007-09-17",42.889999
"179","2007-09-18",39.950001
"180","2007-09-19",39.860001
"181","2007-09-20",40.220001
"182","2007-09-21",39.990002
"183","2007-09-24",40.049999
"184","2007-09-25",40.220001
"185","2007-09-26",40.200001
"186","2007-09-27",40.119999
