"","date","DAC"
"1","2007-01-03",333.200012
"2","2007-01-04",334.600006
"3","2007-01-05",330.820007
"4","2007-01-08",334.459991
"5","2007-01-09",334.600006
"6","2007-01-10",331.799988
"7","2007-01-11",333.619995
"8","2007-01-12",337.540009
"9","2007-01-16",340.480011
"10","2007-01-17",347.480011
"11","2007-01-18",347.76001
"12","2007-01-19",345.100006
"13","2007-01-22",346.220001
"14","2007-01-23",350.140015
"15","2007-01-24",353.220001
"16","2007-01-25",339.359985
"17","2007-01-26",333.200012
"18","2007-01-29",339.079987
"19","2007-01-30",339.5
"20","2007-01-31",338.100006
"21","2007-02-01",330.399994
"22","2007-02-02",333.76001
"23","2007-02-05",333.619995
"24","2007-02-06",334.320007
"25","2007-02-07",332.220001
"26","2007-02-08",332.779999
"27","2007-02-09",330.26001
"28","2007-02-12",330.26001
"29","2007-02-13",333.200012
"30","2007-02-14",335.019989
"31","2007-02-15",336.700012
"32","2007-02-16",338.100006
"33","2007-02-20",346.359985
"34","2007-02-21",345.660004
"35","2007-02-22",349.579987
"36","2007-02-23",346.359985
"37","2007-02-26",341.600006
"38","2007-02-27",325.5
"39","2007-02-28",331.660004
"40","2007-03-01",338.100006
"41","2007-03-02",342.440002
"42","2007-03-05",336.700012
"43","2007-03-06",335.160004
"44","2007-03-07",336.559998
"45","2007-03-08",337.26001
"46","2007-03-09",342.720001
"47","2007-03-12",346.640015
"48","2007-03-13",345.940002
"49","2007-03-14",341.040009
"50","2007-03-15",340.899994
"51","2007-03-16",342.160004
"52","2007-03-19",350
"53","2007-03-20",360.920013
"54","2007-03-21",364.839996
"55","2007-03-22",366.100006
"56","2007-03-23",371.420013
"57","2007-03-26",371.140015
"58","2007-03-27",371
"59","2007-03-28",370.720001
"60","2007-03-29",368.899994
"61","2007-03-30",368.619995
"62","2007-04-02",371.420013
"63","2007-04-03",380.799988
"64","2007-04-04",381.640015
"65","2007-04-05",395.079987
"66","2007-04-09",384.019989
"67","2007-04-10",375.76001
"68","2007-04-11",376.880005
"69","2007-04-12",381.640015
"70","2007-04-13",387.519989
"71","2007-04-16",390.179993
"72","2007-04-17",390.880005
"73","2007-04-18",390.179993
"74","2007-04-19",389.200012
"75","2007-04-20",393.679993
"76","2007-04-23",391.160004
"77","2007-04-24",389.899994
"78","2007-04-25",392.559998
"79","2007-04-26",400.820007
"80","2007-04-27",404.880005
"81","2007-04-30",402.779999
"82","2007-05-01",406
"83","2007-05-02",405.299988
"84","2007-05-03",419.299988
"85","2007-05-04",421.399994
"86","2007-05-07",429.380005
"87","2007-05-08",420
"88","2007-05-09",427
"89","2007-05-10",423.5
"90","2007-05-11",425.600006
"91","2007-05-14",426.440002
"92","2007-05-15",428.399994
"93","2007-05-16",432.600006
"94","2007-05-17",451.5
"95","2007-05-18",452.200012
"96","2007-05-21",446.600006
"97","2007-05-22",452.899994
"98","2007-05-23",448
"99","2007-05-24",445.200012
"100","2007-05-25",450.100006
"101","2007-05-29",448
"102","2007-05-30",448
"103","2007-05-31",448
"104","2007-06-01",452.200012
"105","2007-06-04",444.220001
"106","2007-06-05",446.600006
"107","2007-06-06",446.73999
"108","2007-06-07",434.980011
"109","2007-06-08",433.720001
"110","2007-06-11",446.320007
"111","2007-06-12",442.399994
"112","2007-06-13",447.299988
"113","2007-06-14",448
"114","2007-06-15",434.279999
"115","2007-06-18",437.5
"116","2007-06-19",439.320007
"117","2007-06-20",442.399994
"118","2007-06-21",438.200012
"119","2007-06-22",437.5
"120","2007-06-25",421.820007
"121","2007-06-26",423.220001
"122","2007-06-27",417.480011
"123","2007-06-28",427.980011
"124","2007-06-29",440.299988
"125","2007-07-02",444.779999
"126","2007-07-03",448.700012
"127","2007-07-05",446.600006
"128","2007-07-06",443.799988
"129","2007-07-09",447.859985
"130","2007-07-10",449.399994
"131","2007-07-11",450.940002
"132","2007-07-12",453.179993
"133","2007-07-13",477.26001
"134","2007-07-16",466.899994
"135","2007-07-17",490
"136","2007-07-18",511.420013
"137","2007-07-19",544.320007
"138","2007-07-20",539
"139","2007-07-23",549.5
"140","2007-07-24",523.599976
"141","2007-07-25",539
"142","2007-07-26",542.5
"143","2007-07-27",534.099976
"144","2007-07-30",540.400024
"145","2007-07-31",548.099976
"146","2007-08-01",544.039978
"147","2007-08-02",506.380005
"148","2007-08-03",510.579987
"149","2007-08-06",476.980011
"150","2007-08-07",480.059998
"151","2007-08-08",474.600006
"152","2007-08-09",476.700012
"153","2007-08-10",476
"154","2007-08-13",486.5
"155","2007-08-14",469.839996
"156","2007-08-15",435.26001
"157","2007-08-16",427
"158","2007-08-17",457.799988
"159","2007-08-20",463.26001
"160","2007-08-21",469
"161","2007-08-22",476
"162","2007-08-23",470.959991
"163","2007-08-24",464.660004
"164","2007-08-27",482.720001
"165","2007-08-28",480.899994
"166","2007-08-29",487.899994
"167","2007-08-30",487.899994
"168","2007-08-31",487.899994
"169","2007-09-04",488.73999
"170","2007-09-05",497.980011
"171","2007-09-06",485.799988
"172","2007-09-07",483
"173","2007-09-10",479.920013
"174","2007-09-11",465.779999
"175","2007-09-12",492.23999
"176","2007-09-13",479.220001
"177","2007-09-14",475.019989
"178","2007-09-17",472.920013
"179","2007-09-18",482.299988
"180","2007-09-19",488.600006
"181","2007-09-20",484.26001
"182","2007-09-21",510.299988
"183","2007-09-24",510.299988
"184","2007-09-25",514.5
"185","2007-09-26",511
"186","2007-09-27",512.960022
"187","2007-09-28",505.399994
"188","2007-10-01",512.26001
"189","2007-10-02",508.059998
"190","2007-10-03",492.519989
"191","2007-10-04",489.579987
"192","2007-10-05",496.579987
"193","2007-10-08",489.299988
"194","2007-10-09",490.700012
"195","2007-10-10",485.799988
"196","2007-10-11",485.519989
"197","2007-10-12",487.899994
"198","2007-10-15",484.540009
"199","2007-10-16",483.700012
"200","2007-10-17",487.059998
"201","2007-10-18",497.700012
