"","date","BCOV"
"121","2012-08-09",14.7
"122","2012-08-10",14.55
"123","2012-08-13",14.2
"124","2012-08-14",12.98
"125","2012-08-15",11.69
"126","2012-08-16",11.79
"127","2012-08-17",12.16
"128","2012-08-20",12
"129","2012-08-21",12.06
"130","2012-08-22",12.48
"131","2012-08-23",12.46
"132","2012-08-24",12.43
"133","2012-08-27",12.08
"134","2012-08-28",12.2
"135","2012-08-29",12.45
"136","2012-08-30",12.8
"137","2012-08-31",12.92
"138","2012-09-04",12.95
"139","2012-09-05",12.92
"140","2012-09-06",12.58
"141","2012-09-07",12.34
"142","2012-09-10",12.02
"143","2012-09-11",11.37
"144","2012-09-12",11.85
"145","2012-09-13",12.46
"146","2012-09-14",12.49
"147","2012-09-17",12.28
"148","2012-09-18",12.39
"149","2012-09-19",12.43
"150","2012-09-20",12.25
"151","2012-09-21",12.35
"152","2012-09-24",12.01
"153","2012-09-25",11.51
"154","2012-09-26",11.91
"155","2012-09-27",11.9
"156","2012-09-28",11.68
"157","2012-10-01",11.99
"158","2012-10-02",12.96
"159","2012-10-03",13.61
"160","2012-10-04",13.25
"161","2012-10-05",13.37
"162","2012-10-08",12.64
"163","2012-10-09",12.38
"164","2012-10-10",12.3
"165","2012-10-11",12.04
"166","2012-10-12",12.35
"167","2012-10-15",12.1
"168","2012-10-16",12.42
"169","2012-10-17",12.8
"170","2012-10-18",12.6
"171","2012-10-19",12.24
"172","2012-10-22",12.34
"173","2012-10-23",12.24
"174","2012-10-24",12.33
"175","2012-10-25",12.5
"176","2012-10-26",12.45
"177","2012-10-31",12.62
"178","2012-11-01",13.03
"179","2012-11-02",11.54
"180","2012-11-05",11.28
"181","2012-11-06",11.36
"182","2012-11-07",11.23
"183","2012-11-08",10.7
"184","2012-11-09",10.46
"185","2012-11-12",10.34
"186","2012-11-13",10.16
"187","2012-11-14",9.55
"188","2012-11-15",9.88
"189","2012-11-16",9.63
"190","2012-11-19",9.71
"191","2012-11-20",9.7
"192","2012-11-21",9.66
"193","2012-11-23",10.18
"194","2012-11-26",9.77
"195","2012-11-27",10.01
"196","2012-11-28",9.8
"197","2012-11-29",9.87
"198","2012-11-30",9.72
"199","2012-12-03",9.79
"200","2012-12-04",9.89
"201","2012-12-05",9.57
"202","2012-12-06",9.25
"203","2012-12-07",8.97
"204","2012-12-10",8.92
"205","2012-12-11",8.83
"206","2012-12-12",8.92
"207","2012-12-13",8.8
"208","2012-12-14",8.42
"209","2012-12-17",8.38
"210","2012-12-18",9.05
"211","2012-12-19",9.62
"212","2012-12-20",9.34
"213","2012-12-21",9.35
"214","2012-12-24",9.23
"215","2012-12-26",9.24
"216","2012-12-27",9.01
"217","2012-12-28",8.99
"218","2012-12-31",9.04
"219","2013-01-02",9.81
"220","2013-01-03",9.56
"221","2013-01-04",9.51
"222","2013-01-07",9.26
"223","2013-01-08",8.96
"224","2013-01-09",9.12
"225","2013-01-10",9.13
"226","2013-01-11",9.88
"227","2013-01-14",9.89
"228","2013-01-15",9.35
"229","2013-01-16",9.21
"230","2013-01-17",9.24
"231","2013-01-18",9.2
"232","2013-01-22",9.17
"233","2013-01-23",8.84
"234","2013-01-24",8.65
"235","2013-01-25",8.7
"236","2013-01-28",8.35
"237","2013-01-29",8.61
"238","2013-01-30",8.56
"239","2013-01-31",8.42
"240","2013-02-01",6.11
"241","2013-02-04",5.98
"242","2013-02-05",6.48
"243","2013-02-06",6.53
"244","2013-02-07",6.64
"245","2013-02-08",6.53
"246","2013-02-11",6.62
"247","2013-02-12",6.85
"248","2013-02-13",6.75
"249","2013-02-14",6.73
"250","2013-02-15",6.62
"251","2013-02-19",6.52
"252","2013-02-20",6.55
"253","2013-02-21",6.4
"254","2013-02-22",6.5
"255","2013-02-25",6.4
"256","2013-02-26",6.34
"257","2013-02-27",6.39
"258","2013-02-28",6.3
"259","2013-03-01",6.33
"260","2013-03-04",6.3
"261","2013-03-05",6.26
"262","2013-03-06",6.19
"263","2013-03-07",6.18
"264","2013-03-08",6.18
"265","2013-03-11",6.25
"266","2013-03-12",6
"267","2013-03-13",5.97
"268","2013-03-14",6.18
"269","2013-03-15",6.11
"270","2013-03-18",5.99
"271","2013-03-19",6.02
"272","2013-03-20",5.9
"273","2013-03-21",5.91
"274","2013-03-22",5.95
"275","2013-03-25",6.12
"276","2013-03-26",6.1
"277","2013-03-27",6.22
"278","2013-03-28",6.21
"279","2013-04-01",6.02
"280","2013-04-02",6.14
"281","2013-04-03",6
"282","2013-04-04",6.05
"283","2013-04-05",6.05
"284","2013-04-08",5.99
"285","2013-04-09",6.12
"286","2013-04-10",6.19
"287","2013-04-11",6.01
"288","2013-04-12",6.05
"289","2013-04-15",5.83
"290","2013-04-16",5.79
"291","2013-04-17",5.71
"292","2013-04-18",5.49
"293","2013-04-19",5.15
"294","2013-04-22",5.22
"295","2013-04-23",5.37
"296","2013-04-24",5.26
"297","2013-04-25",5.57
"298","2013-04-26",5.92
"299","2013-04-29",6.08
"300","2013-04-30",6.02
"301","2013-05-01",7.51
"302","2013-05-02",7.18
"303","2013-05-03",7.21
"304","2013-05-06",7.12
"305","2013-05-07",7.36
"306","2013-05-08",7.5
"307","2013-05-09",7.37
"308","2013-05-10",7.76
"309","2013-05-13",7.66
"310","2013-05-14",7.54
"311","2013-05-15",7.92
"312","2013-05-16",7.59
"313","2013-05-17",7.67
"314","2013-05-20",7.84
"315","2013-05-21",7.5
"316","2013-05-22",7.11
"317","2013-05-23",7.26
"318","2013-05-24",7.38
"319","2013-05-28",7.6
"320","2013-05-29",7.61
"321","2013-05-30",7.51
"322","2013-05-31",7.48
"323","2013-06-03",7.35
"324","2013-06-04",7.64
"325","2013-06-05",7.53
"326","2013-06-06",7.61
"327","2013-06-07",7.75
"328","2013-06-10",8.1
"329","2013-06-11",8.31
"330","2013-06-12",8.16
"331","2013-06-13",8.16
"332","2013-06-14",8.19
"333","2013-06-17",8.59
"334","2013-06-18",8.55
"335","2013-06-19",8.33
"336","2013-06-20",8.08
"337","2013-06-21",8.17
"338","2013-06-24",8.01
"339","2013-06-25",8.43
"340","2013-06-26",8.51
"341","2013-06-27",8.89
"342","2013-06-28",8.76
"343","2013-07-01",8.71
"344","2013-07-02",8.56
"345","2013-07-03",8.55
"346","2013-07-05",8.41
"347","2013-07-08",8.84
"348","2013-07-09",8.72
"349","2013-07-10",8.94
"350","2013-07-11",9.14
"351","2013-07-12",9.09
"352","2013-07-15",9.33
"353","2013-07-16",9.11
"354","2013-07-17",9.01
"355","2013-07-18",9.02
"356","2013-07-19",9.02
"357","2013-07-22",9.45
"358","2013-07-23",9.74
"359","2013-07-24",9.52
"360","2013-07-25",9.64
"361","2013-07-26",11.15
"362","2013-07-29",10.75
"363","2013-07-30",10.61
"364","2013-07-31",10.22
"365","2013-08-01",10.51
"366","2013-08-02",10.56
"367","2013-08-05",10.6
"368","2013-08-06",10.43
"369","2013-08-07",10.48
"370","2013-08-08",10.32
"371","2013-08-09",10.07
"372","2013-08-12",10.32
"373","2013-08-13",10.58
"374","2013-08-14",10.65
"375","2013-08-15",10.41
"376","2013-08-16",10.35
"377","2013-08-19",9.65
"378","2013-08-20",9.81
"379","2013-08-21",9.59
"380","2013-08-22",10
"381","2013-08-23",10.01
"382","2013-08-26",9.82
"383","2013-08-27",9.39
"384","2013-08-28",9.25
"385","2013-08-29",9.48
"386","2013-08-30",9.35
"387","2013-09-03",9.72
"388","2013-09-04",10.13
"389","2013-09-05",10.47
"390","2013-09-06",10.66
"391","2013-09-09",10.66
"392","2013-09-10",11.15
"393","2013-09-11",10.96
"394","2013-09-12",11
"395","2013-09-13",11.09
"396","2013-09-16",10.89
"397","2013-09-17",11.24
"398","2013-09-18",11.67
"399","2013-09-19",11.69
"400","2013-09-20",11.34
"401","2013-09-23",10.53
"402","2013-09-24",10.63
"403","2013-09-25",10.82
"404","2013-09-26",11.04
"405","2013-09-27",10.88
"406","2013-09-30",11.25
"407","2013-10-01",11.61
"408","2013-10-02",12
"409","2013-10-03",11.75
"410","2013-10-04",12.37
"411","2013-10-07",12.23
"412","2013-10-08",11.96
"413","2013-10-09",11.55
"414","2013-10-10",12.02
"415","2013-10-11",12.69
"416","2013-10-14",12.8
"417","2013-10-15",13.07
"418","2013-10-16",13.63
"419","2013-10-17",13.88
"420","2013-10-18",14.44
"421","2013-10-21",14.21
"422","2013-10-22",13.67
"423","2013-10-23",13.36
"424","2013-10-24",13.58
"425","2013-10-25",15.71
"426","2013-10-28",16.07
"427","2013-10-29",15.94
"428","2013-10-30",15.24
"429","2013-10-31",15.27
"430","2013-11-01",15.04
"431","2013-11-04",15.07
"432","2013-11-05",15.71
"433","2013-11-06",15.63
"434","2013-11-07",14.68
"435","2013-11-08",15.04
"436","2013-11-11",15.54
"437","2013-11-12",15.54
"438","2013-11-13",15.76
"439","2013-11-14",15.15
"440","2013-11-15",15.35
"441","2013-11-18",14.35
"442","2013-11-19",14.35
"443","2013-11-20",13.92
"444","2013-11-21",13.91
"445","2013-11-22",13.9
"446","2013-11-25",13.41
"447","2013-11-26",14.33
"448","2013-11-27",14.05
"449","2013-11-29",14.23
"450","2013-12-02",13.97
"451","2013-12-03",14.23
"452","2013-12-04",14.5
"453","2013-12-05",14.54
"454","2013-12-06",14.44
"455","2013-12-09",14.09
"456","2013-12-10",13.99
"457","2013-12-11",13.03
"458","2013-12-12",12.9
"459","2013-12-13",13.25
"460","2013-12-16",13.34
"461","2013-12-17",13.07
"462","2013-12-18",13.44
"463","2013-12-19",13.76
"464","2013-12-20",14.07
"465","2013-12-23",14.16
"466","2013-12-24",14.1
"467","2013-12-26",13.81
"468","2013-12-27",13.58
"469","2013-12-30",13.93
"470","2013-12-31",14.14
"471","2014-01-02",14.01
"472","2014-01-03",14.57
"473","2014-01-06",11.59
"474","2014-01-07",11.69
"475","2014-01-08",11.33
"476","2014-01-09",11.64
"477","2014-01-10",11.54
"478","2014-01-13",11.07
"479","2014-01-14",11.54
"480","2014-01-15",11.61
"481","2014-01-16",11.94
"482","2014-01-17",11.72
"483","2014-01-21",11.64
"484","2014-01-22",12
"485","2014-01-23",11.8
"486","2014-01-24",11.8
"487","2014-01-27",11.28
"488","2014-01-28",11.57
"489","2014-01-29",11.09
"490","2014-01-30",11.51
"491","2014-01-31",10.74
"492","2014-02-03",9.88
"493","2014-02-04",9.65
"494","2014-02-05",9.34
"495","2014-02-06",9.31
"496","2014-02-07",9.46
"497","2014-02-10",9.32
"498","2014-02-11",9.64
"499","2014-02-12",9.4
"500","2014-02-13",9.48
"501","2014-02-14",9.37
"502","2014-02-18",9.54
"503","2014-02-19",9.64
"504","2014-02-20",9.42
"505","2014-02-21",9.37
"506","2014-02-24",9.38
"507","2014-02-25",9.46
"508","2014-02-26",9.58
"509","2014-02-27",10.12
"510","2014-02-28",9.7
"511","2014-03-03",9.7
"512","2014-03-04",10.49
"513","2014-03-05",10.58
"514","2014-03-06",10.82
"515","2014-03-07",10.79
"516","2014-03-10",10.95
"517","2014-03-11",10.89
"518","2014-03-12",11.03
"519","2014-03-13",10.8
"520","2014-03-14",10.6
"521","2014-03-17",10.52
"522","2014-03-18",10.78
"523","2014-03-19",10.3
"524","2014-03-20",10.35
"525","2014-03-21",10.23
"526","2014-03-24",10.17
"527","2014-03-25",10.48
"528","2014-03-26",9.95
"529","2014-03-27",9.81
"530","2014-03-28",9.76
"531","2014-03-31",9.83
"532","2014-04-01",9.93
"533","2014-04-02",10.37
"534","2014-04-03",9.88
"535","2014-04-04",9.2
"536","2014-04-07",8.88
"537","2014-04-08",8.96
"538","2014-04-09",9.26
"539","2014-04-10",8.45
"540","2014-04-11",8.34
"541","2014-04-14",8.29
"542","2014-04-15",8.47
"543","2014-04-16",8.53
"544","2014-04-17",8.5
"545","2014-04-21",8.56
"546","2014-04-22",9.03
"547","2014-04-23",8.54
"548","2014-04-24",8.5
"549","2014-04-25",7.96
"550","2014-04-28",8.18
"551","2014-04-29",8.38
"552","2014-04-30",8.62
"553","2014-05-01",8.52
"554","2014-05-02",7.95
"555","2014-05-05",8.15
"556","2014-05-06",8.06
"557","2014-05-07",8
"558","2014-05-08",7.97
"559","2014-05-09",8.17
"560","2014-05-12",8.86
"561","2014-05-13",8.7
"562","2014-05-14",8.4
"563","2014-05-15",8.53
"564","2014-05-16",8.71
"565","2014-05-19",8.96
"566","2014-05-20",8.94
"567","2014-05-21",9.2
"568","2014-05-22",9.83
"569","2014-05-23",9.97
"570","2014-05-27",9.9
"571","2014-05-28",9.53
"572","2014-05-29",9.54
"573","2014-05-30",9.47
"574","2014-06-02",9.45
"575","2014-06-03",9.08
"576","2014-06-04",8.96
"577","2014-06-05",9.25
"578","2014-06-06",9.42
"579","2014-06-09",9.69
"580","2014-06-10",9.8
"581","2014-06-11",10.08
"582","2014-06-12",10.08
"583","2014-06-13",10.15
"584","2014-06-16",10.39
"585","2014-06-17",10.58
"586","2014-06-18",10.66
"587","2014-06-19",10.62
"588","2014-06-20",10.78
"589","2014-06-23",10.58
"590","2014-06-24",10.28
"591","2014-06-25",10.17
"592","2014-06-26",10.38
"593","2014-06-27",10.47
"594","2014-06-30",10.54
"595","2014-07-01",10.63
"596","2014-07-02",10.71
"597","2014-07-03",10.73
"598","2014-07-07",10.17
"599","2014-07-08",9.58
"600","2014-07-09",9.53
"601","2014-07-10",9.32
"602","2014-07-11",9.35
"603","2014-07-14",9.43
"604","2014-07-15",9.25
"605","2014-07-16",9.36
"606","2014-07-17",9.21
"607","2014-07-18",9.44
"608","2014-07-21",9.72
"609","2014-07-22",9.97
"610","2014-07-23",10.1
"611","2014-07-24",10.27
"612","2014-07-25",6.38
"613","2014-07-28",6.19
"614","2014-07-29",5.97
"615","2014-07-30",6.08
"616","2014-07-31",5.95
"617","2014-08-01",6
"618","2014-08-04",6.05
"619","2014-08-05",6.17
"620","2014-08-06",6.36
"621","2014-08-07",6.08
"622","2014-08-08",6.05
"623","2014-08-11",6.11
"624","2014-08-12",6.22
"625","2014-08-13",6.15
"626","2014-08-14",6.09
"627","2014-08-15",6.17
"628","2014-08-18",6.19
"629","2014-08-19",6.16
"630","2014-08-20",6.1
"631","2014-08-21",6.09
"632","2014-08-22",6.15
"633","2014-08-25",6.09
"634","2014-08-26",6.11
"635","2014-08-27",6.19
"636","2014-08-28",6.03
"637","2014-08-29",6.08
"638","2014-09-02",6.15
"639","2014-09-03",6.05
"640","2014-09-04",5.98
"641","2014-09-05",6.01
"642","2014-09-08",6.08
"643","2014-09-09",5.97
"644","2014-09-10",6.02
"645","2014-09-11",6.02
"646","2014-09-12",6.01
"647","2014-09-15",5.95
"648","2014-09-16",5.98
"649","2014-09-17",5.98
"650","2014-09-18",6
"651","2014-09-19",5.99
"652","2014-09-22",5.9
"653","2014-09-23",5.79
"654","2014-09-24",5.91
"655","2014-09-25",5.77
"656","2014-09-26",5.76
"657","2014-09-29",5.66
"658","2014-09-30",5.58
"659","2014-10-01",5.55
"660","2014-10-02",5.69
"661","2014-10-03",5.73
"662","2014-10-06",5.81
"663","2014-10-07",5.51
"664","2014-10-08",5.77
"665","2014-10-09",5.51
"666","2014-10-10",5.29
"667","2014-10-13",5.29
"668","2014-10-14",5.19
"669","2014-10-15",5.32
"670","2014-10-16",5.57
"671","2014-10-17",5.22
"672","2014-10-20",5.26
"673","2014-10-21",5.28
"674","2014-10-22",5.14
"675","2014-10-23",5.19
"676","2014-10-24",5.2
"677","2014-10-27",5.23
"678","2014-10-28",5.4
"679","2014-10-29",5.33
"680","2014-10-30",5.39
"681","2014-10-31",6.41
"682","2014-11-03",6.81
"683","2014-11-04",6.58
"684","2014-11-05",6.59
"685","2014-11-06",6.45
"686","2014-11-07",6.68
"687","2014-11-10",6.88
"688","2014-11-11",7.03
"689","2014-11-12",7.11
"690","2014-11-13",7.1
"691","2014-11-14",7.21
"692","2014-11-17",6.77
"693","2014-11-18",6.78
"694","2014-11-19",6.42
"695","2014-11-20",6.44
"696","2014-11-21",6.38
"697","2014-11-24",6.57
"698","2014-11-25",6.27
"699","2014-11-26",6.37
"700","2014-11-28",6.13
"701","2014-12-01",5.85
"702","2014-12-02",5.9
"703","2014-12-03",5.97
"704","2014-12-04",6.08
"705","2014-12-05",6.34
"706","2014-12-08",6.23
"707","2014-12-09",6.54
"708","2014-12-10",6.29
"709","2014-12-11",6.4
"710","2014-12-12",6.26
"711","2014-12-15",6.68
"712","2014-12-16",6.95
"713","2014-12-17",7.13
"714","2014-12-18",7.16
"715","2014-12-19",7.99
"716","2014-12-22",7.95
"717","2014-12-23",7.93
"718","2014-12-24",7.88
"719","2014-12-26",8.01
"720","2014-12-29",7.91
"721","2014-12-30",7.78
"722","2014-12-31",7.78
"723","2015-01-02",7.74
"724","2015-01-05",7.72
"725","2015-01-06",7.58
"726","2015-01-07",7.8
"727","2015-01-08",7.9
"728","2015-01-09",7.75
"729","2015-01-12",7.69
"730","2015-01-13",7.88
"731","2015-01-14",7.69
"732","2015-01-15",7.28
"733","2015-01-16",7.56
"734","2015-01-20",7.39
"735","2015-01-21",7.35
"736","2015-01-22",7.39
"737","2015-01-23",7.46
"738","2015-01-26",7.51
"739","2015-01-27",7.45
"740","2015-01-28",7.56
"741","2015-01-29",7.44
"742","2015-01-30",7.16
"743","2015-02-02",7
"744","2015-02-03",7.11
"745","2015-02-04",7.09
"746","2015-02-05",7.23
"747","2015-02-06",8.04
"748","2015-02-09",8.13
"749","2015-02-10",8.13
"750","2015-02-11",8.1
"751","2015-02-12",8.16
"752","2015-02-13",8.43
"753","2015-02-17",8.31
"754","2015-02-18",8.29
"755","2015-02-19",8.18
"756","2015-02-20",8.05
"757","2015-02-23",8.17
"758","2015-02-24",7.74
"759","2015-02-25",8.06
"760","2015-02-26",7.83
"761","2015-02-27",7.81
"762","2015-03-02",8.06
"763","2015-03-03",7.96
"764","2015-03-04",8.02
"765","2015-03-05",8.13
"766","2015-03-06",8.02
"767","2015-03-09",7.93
"768","2015-03-10",7.7
"769","2015-03-11",7.83
"770","2015-03-12",7.97
"771","2015-03-13",7.81
"772","2015-03-16",7.7
"773","2015-03-17",7.76
"774","2015-03-18",7.8
"775","2015-03-19",7.82
"776","2015-03-20",7.74
"777","2015-03-23",7.57
"778","2015-03-24",7.67
"779","2015-03-25",7.33
"780","2015-03-26",7.22
"781","2015-03-27",7.4
"782","2015-03-30",7.45
"783","2015-03-31",7.33
"784","2015-04-01",7.13
"785","2015-04-02",7.21
"786","2015-04-06",6.98
"787","2015-04-07",7.07
"788","2015-04-08",6.96
"789","2015-04-09",6.98
"790","2015-04-10",7
"791","2015-04-13",6.75
"792","2015-04-14",6.78
"793","2015-04-15",6.92
"794","2015-04-16",6.95
"795","2015-04-17",6.75
"796","2015-04-20",6.66
"797","2015-04-21",6.81
"798","2015-04-22",6.87
"799","2015-04-23",6.84
"800","2015-04-24",6.71
"801","2015-04-27",6.66
"802","2015-04-28",6.7
"803","2015-04-29",6.98
"804","2015-04-30",6.92
"805","2015-05-01",6.54
"806","2015-05-04",7.65
"807","2015-05-05",7.03
"808","2015-05-06",7.11
"809","2015-05-07",7.06
"810","2015-05-08",7.23
"811","2015-05-11",7.13
"812","2015-05-12",7.05
"813","2015-05-13",6.97
"814","2015-05-14",7.19
"815","2015-05-15",7.1
"816","2015-05-18",7.42
"817","2015-05-19",7.31
"818","2015-05-20",7.31
"819","2015-05-21",7.24
"820","2015-05-22",7.07
"821","2015-05-26",7.04
"822","2015-05-27",7.28
"823","2015-05-28",7.15
"824","2015-05-29",7.05
"825","2015-06-01",6.82
"826","2015-06-02",6.84
"827","2015-06-03",7
"828","2015-06-04",6.84
"829","2015-06-05",6.99
"830","2015-06-08",7
"831","2015-06-09",6.94
"832","2015-06-10",7.02
"833","2015-06-11",6.97
"834","2015-06-12",6.96
"835","2015-06-15",6.95
"836","2015-06-16",7.03
"837","2015-06-17",7.04
"838","2015-06-18",7.22
"839","2015-06-19",7.26
"840","2015-06-22",7.34
"841","2015-06-23",7.38
"842","2015-06-24",7.25
"843","2015-06-25",7.33
"844","2015-06-26",7.32
"845","2015-06-29",6.85
"846","2015-06-30",6.86
"847","2015-07-01",6.61
"848","2015-07-02",6.46
"849","2015-07-06",6.19
"850","2015-07-07",6.23
"851","2015-07-08",6.29
"852","2015-07-09",6.35
"853","2015-07-10",6.64
"854","2015-07-13",6.56
"855","2015-07-14",6.61
"856","2015-07-15",6.65
"857","2015-07-16",6.76
"858","2015-07-17",6.71
"859","2015-07-20",6.4
"860","2015-07-21",6.48
"861","2015-07-22",6.31
"862","2015-07-23",6.26
"863","2015-07-24",6.07
"864","2015-07-27",6.01
"865","2015-07-28",5.96
"866","2015-07-29",5.81
"867","2015-07-30",5.97
"868","2015-07-31",5.47
"869","2015-08-03",5.61
"870","2015-08-04",5.53
"871","2015-08-05",5.51
"872","2015-08-06",5.57
"873","2015-08-07",5.58
"874","2015-08-10",5.68
"875","2015-08-11",5.73
"876","2015-08-12",5.55
"877","2015-08-13",5.49
"878","2015-08-14",5.53
"879","2015-08-17",5.5
"880","2015-08-18",5.52
"881","2015-08-19",5.33
"882","2015-08-20",5.25
"883","2015-08-21",5.22
"884","2015-08-24",5.07
"885","2015-08-25",5.05
"886","2015-08-26",5.22
"887","2015-08-27",5.22
"888","2015-08-28",5.32
"889","2015-08-31",5.33
"890","2015-09-01",5.11
"891","2015-09-02",5.21
"892","2015-09-03",5.23
"893","2015-09-04",5.19
"894","2015-09-08",5.18
"895","2015-09-09",5.25
"896","2015-09-10",5.28
"897","2015-09-11",5.27
"898","2015-09-14",5.28
"899","2015-09-15",5.34
"900","2015-09-16",5.35
"901","2015-09-17",5.36
"902","2015-09-18",5.32
"903","2015-09-21",5.26
"904","2015-09-22",5.27
"905","2015-09-23",5.22
"906","2015-09-24",5.37
"907","2015-09-25",5.03
"908","2015-09-28",5.03
"909","2015-09-29",5
"910","2015-09-30",4.92
"911","2015-10-01",4.92
"912","2015-10-02",5.18
"913","2015-10-05",5.41
"914","2015-10-06",5.35
"915","2015-10-07",5.4
"916","2015-10-08",5.5
"917","2015-10-09",5.45
"918","2015-10-12",5.27
"919","2015-10-13",5.17
"920","2015-10-14",5.24
"921","2015-10-15",5.34
"922","2015-10-16",5.42
"923","2015-10-19",5.35
"924","2015-10-20",5.35
"925","2015-10-21",5.2
"926","2015-10-22",5.27
"927","2015-10-23",5.29
"928","2015-10-26",5.3
"929","2015-10-27",5.27
"930","2015-10-28",5.39
"931","2015-10-29",5.39
"932","2015-10-30",6.2
"933","2015-11-02",5.97
"934","2015-11-03",6.18
"935","2015-11-04",6.37
"936","2015-11-05",6.33
"937","2015-11-06",6.45
"938","2015-11-09",6.42
"939","2015-11-10",6.47
"940","2015-11-11",6.35
"941","2015-11-12",6.32
"942","2015-11-13",6.22
"943","2015-11-16",6.39
"944","2015-11-17",6.27
"945","2015-11-18",6.52
"946","2015-11-19",6.35
"947","2015-11-20",6.23
"948","2015-11-23",6.44
"949","2015-11-24",6.61
"950","2015-11-25",6.97
"951","2015-11-27",7.02
"952","2015-11-30",6.98
"953","2015-12-01",7.03
"954","2015-12-02",7.1
"955","2015-12-03",6.97
"956","2015-12-04",6.96
"957","2015-12-07",6.67
"958","2015-12-08",6.75
"959","2015-12-09",6.62
"960","2015-12-10",6.61
"961","2015-12-11",6.45
"962","2015-12-14",6.5
"963","2015-12-15",6.54
"964","2015-12-16",6.67
"965","2015-12-17",6.68
"966","2015-12-18",6.3
"967","2015-12-21",6.35
"968","2015-12-22",6.5
"969","2015-12-23",6.45
"970","2015-12-24",6.52
"971","2015-12-28",6.74
"972","2015-12-29",6.53
"973","2015-12-30",6.35
"974","2015-12-31",6.2
"975","2016-01-04",5.98
"976","2016-01-05",6.1
"977","2016-01-06",6.02
"978","2016-01-07",5.93
"979","2016-01-08",5.81
"980","2016-01-11",5.95
"981","2016-01-12",5.9
"982","2016-01-13",5.78
"983","2016-01-14",5.96
"984","2016-01-15",5.86
"985","2016-01-19",5.79
"986","2016-01-20",5.51
"987","2016-01-21",5.54
"988","2016-01-22",5.77
"989","2016-01-25",5.59
"990","2016-01-26",5.64
"991","2016-01-27",5.34
"992","2016-01-28",5.39
"993","2016-01-29",5.54
"994","2016-02-01",5.58
"995","2016-02-02",5.53
"996","2016-02-03",5.54
"997","2016-02-04",5.53
"998","2016-02-05",5.12
"999","2016-02-08",4.96
