"","date","ENIC"
"315","2017-07-20",5.65
"316","2017-07-21",5.68
"317","2017-07-24",5.72
"318","2017-07-25",5.66
"319","2017-07-26",5.66
"320","2017-07-27",5.58
"321","2017-07-28",5.56
"322","2017-07-31",5.47
"323","2017-08-01",5.45
"324","2017-08-02",5.47
"325","2017-08-03",5.43
"326","2017-08-04",5.45
"327","2017-08-07",5.44
"328","2017-08-08",5.47
"329","2017-08-09",5.45
"330","2017-08-10",5.45
"331","2017-08-11",5.48
"332","2017-08-14",5.52
"333","2017-08-15",5.56
"334","2017-08-16",5.62
"335","2017-08-17",5.56
"336","2017-08-18",5.52
"337","2017-08-21",5.54
"338","2017-08-22",5.53
"339","2017-08-23",5.54
"340","2017-08-24",5.57
"341","2017-08-25",5.59
"342","2017-08-28",5.86
"343","2017-08-29",6.01
"344","2017-08-30",5.84
"345","2017-08-31",5.86
"346","2017-09-01",5.92
"347","2017-09-05",5.82
"348","2017-09-06",5.87
"349","2017-09-07",5.91
"350","2017-09-08",5.87
"351","2017-09-11",5.92
"352","2017-09-12",5.87
"353","2017-09-13",5.85
"354","2017-09-14",5.84
"355","2017-09-15",5.86
"356","2017-09-18",5.89
"357","2017-09-19",5.82
"358","2017-09-20",5.93
"359","2017-09-21",5.97
"360","2017-09-22",5.87
"361","2017-09-25",5.92
"362","2017-09-26",5.99
"363","2017-09-27",5.93
"364","2017-09-28",6.01
"365","2017-09-29",6
"366","2017-10-02",6.05
"367","2017-10-03",6.15
"368","2017-10-04",6.19
"369","2017-10-05",6.21
"370","2017-10-06",6.2
"371","2017-10-09",6.13
"372","2017-10-10",6.23
"373","2017-10-11",6.12
"374","2017-10-12",6.13
"375","2017-10-13",6.1
"376","2017-10-16",6.1
"377","2017-10-17",6.1
"378","2017-10-18",5.97
"379","2017-10-19",5.99
"380","2017-10-20",5.94
"381","2017-10-23",5.97
"382","2017-10-24",5.91
"383","2017-10-25",5.94
"384","2017-10-26",5.95
"385","2017-10-27",5.95
"386","2017-10-30",5.93
"387","2017-10-31",5.89
"388","2017-11-01",5.63
"389","2017-11-02",5.8
"390","2017-11-03",5.8
"391","2017-11-06",5.81
"392","2017-11-07",5.72
"393","2017-11-08",5.72
"394","2017-11-09",5.72
"395","2017-11-10",5.69
"396","2017-11-13",5.68
"397","2017-11-14",5.65
"398","2017-11-15",5.7
"399","2017-11-16",5.68
"400","2017-11-17",5.7
"401","2017-11-20",5.47
"402","2017-11-21",5.49
"403","2017-11-22",5.32
"404","2017-11-24",5.43
"405","2017-11-27",5.51
"406","2017-11-28",5.53
"407","2017-11-29",5.38
"408","2017-11-30",5.37
"409","2017-12-01",5.35
"410","2017-12-04",5.3
"411","2017-12-05",5.18
"412","2017-12-06",5.14
"413","2017-12-07",5.13
"414","2017-12-08",5.19
"415","2017-12-11",5.19
"416","2017-12-12",5.15
"417","2017-12-13",5.25
"418","2017-12-14",5.26
"419","2017-12-15",5.33
"420","2017-12-18",5.73
"421","2017-12-19",5.72
"422","2017-12-20",5.65
"423","2017-12-21",5.73
"424","2017-12-22",5.56
"425","2017-12-26",5.71
"426","2017-12-27",5.72
"427","2017-12-28",5.79
"428","2017-12-29",5.68
"429","2018-01-02",6.06
"430","2018-01-03",5.95
"431","2018-01-04",5.95
"432","2018-01-05",5.98
"433","2018-01-08",6.08
"434","2018-01-09",6.02
"435","2018-01-10",6.06
"436","2018-01-11",6.06
"437","2018-01-12",6.01
"438","2018-01-16",6.07
"439","2018-01-17",6.12
"440","2018-01-18",6.14
"441","2018-01-19",6.14
"442","2018-01-22",6.14
"443","2018-01-23",6.24
"444","2018-01-24",6.34
"445","2018-01-25",6.46
"446","2018-01-26",6.47
"447","2018-01-29",6.39
"448","2018-01-30",6.28
"449","2018-01-31",6.3
"450","2018-02-01",6.34
"451","2018-02-02",6.33
"452","2018-02-05",6.24
"453","2018-02-06",6.16
"454","2018-02-07",6.15
"455","2018-02-08",5.93
"456","2018-02-09",5.99
"457","2018-02-12",6.1
"458","2018-02-13",6.08
"459","2018-02-14",6.01
"460","2018-02-15",6.19
"461","2018-02-16",6.16
"462","2018-02-20",6.06
"463","2018-02-21",5.95
"464","2018-02-22",6.18
"465","2018-02-23",6.3
"466","2018-02-26",6.47
"467","2018-02-27",6.09
"468","2018-02-28",6.12
"469","2018-03-01",6.16
"470","2018-03-02",6.14
"471","2018-03-05",6.16
"472","2018-03-06",6.16
"473","2018-03-07",6.18
"474","2018-03-08",6.21
"475","2018-03-09",6.35
"476","2018-03-12",6.35
"477","2018-03-13",6.33
"478","2018-03-14",6.34
"479","2018-03-15",6.24
"480","2018-03-16",6.36
"481","2018-03-19",6.41
"482","2018-03-20",6.25
"483","2018-03-21",6.22
"484","2018-03-22",6.15
"485","2018-03-23",6.07
"486","2018-03-26",6.23
"487","2018-03-27",6.28
"488","2018-03-28",6.36
"489","2018-03-29",6.4
"490","2018-04-02",6.3
"491","2018-04-03",6.35
"492","2018-04-04",6.23
"493","2018-04-05",6.29
"494","2018-04-06",6.21
"495","2018-04-09",6.21
"496","2018-04-10",6.33
"497","2018-04-11",6.42
"498","2018-04-12",6.5
"499","2018-04-13",6.41
"500","2018-04-16",6.5
"501","2018-04-17",6.38
"502","2018-04-18",6.46
"503","2018-04-19",6.48
"504","2018-04-20",6.41
"505","2018-04-23",6.36
"506","2018-04-24",6.38
"507","2018-04-25",6.33
"508","2018-04-26",6.3
"509","2018-04-27",6.32
"510","2018-04-30",6.22
"511","2018-05-01",6.17
"512","2018-05-02",6.1
"513","2018-05-03",6.01
"514","2018-05-04",5.96
"515","2018-05-07",5.96
"516","2018-05-08",5.88
"517","2018-05-09",5.82
"518","2018-05-10",5.9
"519","2018-05-11",5.82
"520","2018-05-14",5.8
"521","2018-05-15",5.73
"522","2018-05-16",5.68
"523","2018-05-17",5.65
"524","2018-05-18",5.66
"525","2018-05-21",5.65
"526","2018-05-22",5.74
"527","2018-05-23",5.78
"528","2018-05-24",5.68
"529","2018-05-25",5.66
"530","2018-05-29",5.48
"531","2018-05-30",5.47
"532","2018-05-31",5.34
"533","2018-06-01",5.35
"534","2018-06-04",5.44
"535","2018-06-05",5.38
"536","2018-06-06",5.4
"537","2018-06-07",5.28
"538","2018-06-08",5.4
"539","2018-06-11",5.38
"540","2018-06-12",5.3
"541","2018-06-13",5.26
"542","2018-06-14",5.29
"543","2018-06-15",5.3
"544","2018-06-18",5.29
"545","2018-06-19",5.21
"546","2018-06-20",5.13
"547","2018-06-21",5.08
"548","2018-06-22",5.1
"549","2018-06-25",5
"550","2018-06-26",4.93
"551","2018-06-27",4.82
"552","2018-06-28",4.89
"553","2018-06-29",4.88
"554","2018-07-02",4.84
"555","2018-07-03",4.82
"556","2018-07-05",4.84
"557","2018-07-06",4.93
"558","2018-07-09",5.05
"559","2018-07-10",5.2
"560","2018-07-11",5.12
"561","2018-07-12",5.1
"562","2018-07-13",5.16
"563","2018-07-16",5.21
"564","2018-07-17",5.17
"565","2018-07-18",5.21
"566","2018-07-19",5.11
"567","2018-07-20",5.16
"568","2018-07-23",5.12
"569","2018-07-24",5.25
"570","2018-07-25",5.32
"571","2018-07-26",5.28
"572","2018-07-27",5.17
"573","2018-07-30",5.2
"574","2018-07-31",5.25
"575","2018-08-01",5.19
"576","2018-08-02",5.23
"577","2018-08-03",5.25
"578","2018-08-06",5.21
"579","2018-08-07",5.16
"580","2018-08-08",5.11
"581","2018-08-09",5.06
"582","2018-08-10",4.98
"583","2018-08-13",4.85
"584","2018-08-14",4.89
"585","2018-08-15",4.78
"586","2018-08-16",4.84
"587","2018-08-17",4.84
"588","2018-08-20",4.81
"589","2018-08-21",4.89
"590","2018-08-22",4.96
"591","2018-08-23",4.81
"592","2018-08-24",4.91
"593","2018-08-27",4.96
"594","2018-08-28",4.95
"595","2018-08-29",4.93
"596","2018-08-30",4.82
"597","2018-08-31",4.87
"598","2018-09-04",4.72
"599","2018-09-05",4.74
"600","2018-09-06",4.75
"601","2018-09-07",4.72
"602","2018-09-10",4.61
"603","2018-09-11",4.63
"604","2018-09-12",4.61
"605","2018-09-13",4.8
"606","2018-09-14",4.73
"607","2018-09-17",4.86
"608","2018-09-18",4.87
"609","2018-09-19",4.79
"610","2018-09-20",4.91
"611","2018-09-21",4.94
"612","2018-09-24",4.97
"613","2018-09-25",5
"614","2018-09-26",4.96
"615","2018-09-27",4.96
"616","2018-09-28",5.01
"617","2018-10-01",4.99
"618","2018-10-02",4.95
"619","2018-10-03",4.92
"620","2018-10-04",4.81
"621","2018-10-05",4.72
"622","2018-10-08",4.67
"623","2018-10-09",4.62
"624","2018-10-10",4.57
"625","2018-10-11",4.54
"626","2018-10-12",4.56
"627","2018-10-15",4.56
"628","2018-10-16",4.62
"629","2018-10-17",4.65
"630","2018-10-18",4.61
"631","2018-10-19",4.61
"632","2018-10-22",4.57
"633","2018-10-23",4.52
"634","2018-10-24",4.49
"635","2018-10-25",4.54
"636","2018-10-26",4.49
"637","2018-10-29",4.21
"638","2018-10-30",4.27
"639","2018-10-31",4.3
"640","2018-11-01",4.32
"641","2018-11-02",4.36
"642","2018-11-05",4.54
"643","2018-11-06",4.53
"644","2018-11-07",4.75
"645","2018-11-08",4.67
"646","2018-11-09",4.54
"647","2018-11-12",4.5
"648","2018-11-13",4.44
"649","2018-11-14",4.48
"650","2018-11-15",4.59
"651","2018-11-16",4.65
"652","2018-11-19",4.65
"653","2018-11-20",4.71
"654","2018-11-21",4.86
"655","2018-11-23",4.79
"656","2018-11-26",4.78
"657","2018-11-27",4.71
"658","2018-11-28",4.75
"659","2018-11-29",4.81
"660","2018-11-30",4.81
"661","2018-12-03",4.82
"662","2018-12-04",4.83
"663","2018-12-06",4.79
"664","2018-12-07",4.83
"665","2018-12-10",4.81
"666","2018-12-11",4.81
"667","2018-12-12",4.82
"668","2018-12-13",4.84
"669","2018-12-14",4.86
"670","2018-12-17",4.85
"671","2018-12-18",4.71
"672","2018-12-19",4.71
"673","2018-12-20",4.71
"674","2018-12-21",4.73
"675","2018-12-24",4.7
"676","2018-12-26",4.79
"677","2018-12-27",4.86
"678","2018-12-28",4.94
"679","2018-12-31",4.95
"680","2019-01-02",4.9
"681","2019-01-03",4.85
"682","2019-01-04",4.96
"683","2019-01-07",4.95
"684","2019-01-08",4.91
"685","2019-01-09",5.05
"686","2019-01-10",5.11
"687","2019-01-11",5.17
"688","2019-01-14",5.21
"689","2019-01-15",5.21
"690","2019-01-16",5.26
"691","2019-01-17",5.31
"692","2019-01-18",5.33
"693","2019-01-22",5.25
"694","2019-01-23",5.2
"695","2019-01-24",5.17
"696","2019-01-25",5.22
"697","2019-01-28",5.15
"698","2019-01-29",5.26
"699","2019-01-30",5.31
"700","2019-01-31",5.43
"701","2019-02-01",5.32
"702","2019-02-04",5.39
"703","2019-02-05",5.39
"704","2019-02-06",5.31
"705","2019-02-07",5.33
"706","2019-02-08",5.28
"707","2019-02-11",5.22
"708","2019-02-12",5.3
"709","2019-02-13",5.2
"710","2019-02-14",5.21
"711","2019-02-15",5.23
"712","2019-02-19",5.55
"713","2019-02-20",5.49
"714","2019-02-21",5.53
"715","2019-02-22",5.57
"716","2019-02-25",5.55
"717","2019-02-26",5.5
"718","2019-02-27",5.45
"719","2019-02-28",5.22
"720","2019-03-01",5.19
"721","2019-03-04",5.23
"722","2019-03-05",5.24
"723","2019-03-06",5.17
"724","2019-03-07",5.14
"725","2019-03-08",5.14
"726","2019-03-11",5.17
"727","2019-03-12",5.16
"728","2019-03-13",5.13
"729","2019-03-14",5.11
"730","2019-03-15",5.12
"731","2019-03-18",5.2
"732","2019-03-19",5.19
"733","2019-03-20",5.14
"734","2019-03-21",5.13
"735","2019-03-22",4.96
"736","2019-03-25",5.18
"737","2019-03-26",5.12
"738","2019-03-27",5.03
"739","2019-03-28",5
"740","2019-03-29",5.18
"741","2019-04-01",5.24
"742","2019-04-02",5.17
"743","2019-04-03",5.19
"744","2019-04-04",5.22
"745","2019-04-05",5.24
"746","2019-04-08",5.19
"747","2019-04-09",5.23
"748","2019-04-10",5.25
"749","2019-04-11",5.17
"750","2019-04-12",5.22
"751","2019-04-15",5.2
"752","2019-04-16",5.23
"753","2019-04-17",5.24
"754","2019-04-18",5.22
"755","2019-04-22",5.11
"756","2019-04-23",5.13
"757","2019-04-24",5.1
"758","2019-04-25",5.04
"759","2019-04-26",5.07
"760","2019-04-29",4.93
"761","2019-04-30",5.03
"762","2019-05-01",5
"763","2019-05-02",4.92
"764","2019-05-03",4.91
"765","2019-05-06",4.86
"766","2019-05-07",4.71
"767","2019-05-08",4.65
"768","2019-05-09",4.46
"769","2019-05-10",4.48
"770","2019-05-13",4.38
"771","2019-05-14",4.39
"772","2019-05-15",4.43
"773","2019-05-16",4.41
"774","2019-05-17",4.35
"775","2019-05-20",4.37
"776","2019-05-21",4.38
"777","2019-05-22",4.38
"778","2019-05-23",4.35
"779","2019-05-24",4.42
"780","2019-05-28",4.37
"781","2019-05-29",4.47
"782","2019-05-30",4.53
"783","2019-05-31",4.6
"784","2019-06-03",4.7
"785","2019-06-04",4.74
"786","2019-06-05",4.73
"787","2019-06-06",4.72
"788","2019-06-07",4.68
"789","2019-06-10",4.69
"790","2019-06-11",4.74
"791","2019-06-12",4.65
"792","2019-06-13",4.7
"793","2019-06-14",4.66
"794","2019-06-17",4.61
"795","2019-06-18",4.58
"796","2019-06-19",4.65
"797","2019-06-20",4.7
"798","2019-06-21",4.77
"799","2019-06-24",4.78
"800","2019-06-25",4.85
"801","2019-06-26",4.83
"802","2019-06-27",4.74
"803","2019-06-28",4.78
"804","2019-07-01",4.72
"805","2019-07-02",4.63
"806","2019-07-03",4.73
"807","2019-07-05",4.7
"808","2019-07-08",4.68
"809","2019-07-09",4.69
"810","2019-07-10",4.69
"811","2019-07-11",4.69
"812","2019-07-12",4.69
"813","2019-07-15",4.73
"814","2019-07-16",4.69
"815","2019-07-17",4.67
"816","2019-07-18",4.62
"817","2019-07-19",4.55
"818","2019-07-22",4.57
"819","2019-07-23",4.49
"820","2019-07-24",4.47
"821","2019-07-25",4.45
"822","2019-07-26",4.48
"823","2019-07-29",4.47
"824","2019-07-30",4.49
"825","2019-07-31",4.6
"826","2019-08-01",4.46
"827","2019-08-02",4.38
"828","2019-08-05",4.14
"829","2019-08-06",4.27
"830","2019-08-07",4.31
"831","2019-08-08",4.29
"832","2019-08-09",4.29
"833","2019-08-12",4.15
"834","2019-08-13",4.24
"835","2019-08-14",4.15
"836","2019-08-15",4.11
"837","2019-08-16",4.22
"838","2019-08-19",4.18
"839","2019-08-20",4.23
"840","2019-08-21",4.21
"841","2019-08-22",4.09
"842","2019-08-23",3.98
"843","2019-08-26",3.99
"844","2019-08-27",4.11
"845","2019-08-28",4.07
"846","2019-08-29",4.19
"847","2019-08-30",4.25
"848","2019-09-03",4.13
"849","2019-09-04",4.19
"850","2019-09-05",4.27
"851","2019-09-06",4.29
"852","2019-09-09",4.3
"853","2019-09-10",4.38
"854","2019-09-11",4.48
"855","2019-09-12",4.47
"856","2019-09-13",4.48
"857","2019-09-16",4.53
"858","2019-09-17",4.51
"859","2019-09-18",4.45
"860","2019-09-19",4.47
"861","2019-09-20",4.48
"862","2019-09-23",4.36
"863","2019-09-24",4.26
"864","2019-09-25",4.28
"865","2019-09-26",4.27
"866","2019-09-27",4.22
"867","2019-09-30",4.21
"868","2019-10-01",4.35
"869","2019-10-02",4.32
"870","2019-10-03",4.39
"871","2019-10-04",4.44
"872","2019-10-07",4.52
"873","2019-10-08",4.43
"874","2019-10-09",4.43
"875","2019-10-10",4.5
"876","2019-10-11",4.56
"877","2019-10-14",4.67
"878","2019-10-15",4.76
"879","2019-10-16",4.84
"880","2019-10-17",4.96
"881","2019-10-18",4.95
"882","2019-10-21",4.46
"883","2019-10-22",4.39
"884","2019-10-23",4.2
"885","2019-10-24",4.33
"886","2019-10-25",4.26
"887","2019-10-28",4.33
"888","2019-10-29",4.26
"889","2019-10-30",4.25
"890","2019-10-31",4.15
"891","2019-11-01",4.22
"892","2019-11-04",4.13
"893","2019-11-05",3.91
"894","2019-11-06",3.96
"895","2019-11-07",4.09
"896","2019-11-08",3.97
"897","2019-11-11",3.91
"898","2019-11-12",3.83
"899","2019-11-13",3.72
"900","2019-11-14",3.66
"901","2019-11-15",4.21
"902","2019-11-18",4.05
"903","2019-11-19",3.98
"904","2019-11-20",3.94
"905","2019-11-21",3.92
"906","2019-11-22",4
"907","2019-11-25",3.97
"908","2019-11-26",3.8
"909","2019-11-27",3.69
"910","2019-11-29",3.75
"911","2019-12-02",3.71
"912","2019-12-03",3.65
"913","2019-12-04",3.86
"914","2019-12-05",4.32
"915","2019-12-06",4.4
"916","2019-12-09",4.46
"917","2019-12-10",4.53
"918","2019-12-11",4.59
"919","2019-12-12",4.63
"920","2019-12-13",4.66
"921","2019-12-16",4.72
"922","2019-12-17",4.73
"923","2019-12-18",4.72
"924","2019-12-19",4.67
"925","2019-12-20",4.71
"926","2019-12-23",4.7
"927","2019-12-24",4.77
"928","2019-12-26",4.77
"929","2019-12-27",4.68
"930","2019-12-30",4.69
"931","2019-12-31",4.75
"932","2020-01-02",4.81
"933","2020-01-03",4.82
"934","2020-01-06",4.85
"935","2020-01-07",4.8
"936","2020-01-08",4.88
"937","2020-01-09",4.88
"938","2020-01-10",4.95
"939","2020-01-13",4.97
"940","2020-01-14",5.06
"941","2020-01-15",5
"942","2020-01-16",5.01
"943","2020-01-17",4.99
"944","2020-01-21",4.92
"945","2020-01-22",4.93
"946","2020-01-23",4.87
"947","2020-01-24",4.88
"948","2020-01-27",4.68
"949","2020-01-28",4.71
"950","2020-01-29",4.68
"951","2020-01-30",4.74
"952","2020-01-31",4.72
"953","2020-02-03",4.8
"954","2020-02-04",4.92
"955","2020-02-05",4.93
"956","2020-02-06",4.92
"957","2020-02-07",4.86
"958","2020-02-10",4.86
"959","2020-02-11",4.86
"960","2020-02-12",4.83
"961","2020-02-13",4.84
"962","2020-02-14",4.85
"963","2020-02-18",4.78
"964","2020-02-19",4.64
"965","2020-02-20",4.67
"966","2020-02-21",4.65
"967","2020-02-24",4.59
"968","2020-02-25",4.54
"969","2020-02-26",4.47
"970","2020-02-27",4.36
"971","2020-02-28",4.39
"972","2020-03-02",4.43
"973","2020-03-03",4.39
"974","2020-03-04",4.43
"975","2020-03-05",4.36
"976","2020-03-06",4.34
"977","2020-03-09",4.15
"978","2020-03-10",4.22
"979","2020-03-11",4.15
"980","2020-03-12",4.04
"981","2020-03-13",4.1
"982","2020-03-16",3.41
"983","2020-03-17",3.36
"984","2020-03-18",3
"985","2020-03-19",3.49
"986","2020-03-20",3.16
"987","2020-03-23",3.11
"988","2020-03-24",3.22
"989","2020-03-25",3.37
"990","2020-03-26",3.28
"991","2020-03-27",3.28
"992","2020-03-30",3.15
"993","2020-03-31",3.32
"994","2020-04-01",3.28
"995","2020-04-02",3.44
"996","2020-04-03",3.53
"997","2020-04-06",3.73
"998","2020-04-07",3.6
"999","2020-04-08",3.79
"1000","2020-04-09",3.86
