"","date","KBH"
"1","2007-01-03",49.259998
"2","2007-01-04",49.220001
"3","2007-01-05",48.720001
"4","2007-01-08",48.279999
"5","2007-01-09",48.509998
"6","2007-01-10",48.59
"7","2007-01-11",49.59
"8","2007-01-12",49.349998
"9","2007-01-16",49.220001
"10","2007-01-17",50.349998
"11","2007-01-18",50.93
"12","2007-01-19",51.740002
"13","2007-01-22",51.470001
"14","2007-01-23",53.200001
"15","2007-01-24",53.810001
"16","2007-01-25",52.119999
"17","2007-01-26",50.98
"18","2007-01-29",51.650002
"19","2007-01-30",51.669998
"20","2007-01-31",54.220001
"21","2007-02-01",54.549999
"22","2007-02-02",55.639999
"23","2007-02-05",55.119999
"24","2007-02-06",54.689999
"25","2007-02-07",54.470001
"26","2007-02-08",53.169998
"27","2007-02-09",51.970001
"28","2007-02-12",51.939999
"29","2007-02-13",53.43
"30","2007-02-14",54.130001
"31","2007-02-15",54.75
"32","2007-02-16",54.220001
"33","2007-02-20",54.66
"34","2007-02-21",53.73
"35","2007-02-22",52.560001
"36","2007-02-23",51.599998
"37","2007-02-26",52.02
"38","2007-02-27",50.09
"39","2007-02-28",49.529999
"40","2007-03-01",50.139999
"41","2007-03-02",49.360001
"42","2007-03-05",47.75
"43","2007-03-06",48.709999
"44","2007-03-07",48.599998
"45","2007-03-08",48.790001
"46","2007-03-09",47.91
"47","2007-03-12",46.360001
"48","2007-03-13",43.860001
"49","2007-03-14",45.599998
"50","2007-03-15",46.349998
"51","2007-03-16",45.380001
"52","2007-03-19",45.580002
"53","2007-03-20",45.639999
"54","2007-03-21",47.790001
"55","2007-03-22",47.25
"56","2007-03-23",46.860001
"57","2007-03-26",45.990002
"58","2007-03-27",45.310001
"59","2007-03-28",43.880001
"60","2007-03-29",43.040001
"61","2007-03-30",42.669998
"62","2007-04-02",41.880001
"63","2007-04-03",42.549999
"64","2007-04-04",42.049999
"65","2007-04-05",42.419998
"66","2007-04-09",42.529999
"67","2007-04-10",41.959999
"68","2007-04-11",41.5
"69","2007-04-12",42.310001
"70","2007-04-13",41.290001
"71","2007-04-16",41.349998
"72","2007-04-17",43.040001
"73","2007-04-18",44.09
"74","2007-04-19",43.869999
"75","2007-04-20",44.959999
"76","2007-04-23",44.259998
"77","2007-04-24",44.02
"78","2007-04-25",44.07
"79","2007-04-26",45.560001
"80","2007-04-27",45.189999
"81","2007-04-30",44.110001
"82","2007-05-01",44.389999
"83","2007-05-02",44.849998
"84","2007-05-03",45.139999
"85","2007-05-04",44.689999
"86","2007-05-07",44.299999
"87","2007-05-08",44.43
"88","2007-05-09",44.689999
"89","2007-05-10",43.25
"90","2007-05-11",44.490002
"91","2007-05-14",44.279999
"92","2007-05-15",43.869999
"93","2007-05-16",43.970001
"94","2007-05-17",44.619999
"95","2007-05-18",44.66
"96","2007-05-21",44.93
"97","2007-05-22",46.419998
"98","2007-05-23",46.209999
"99","2007-05-24",46.540001
"100","2007-05-25",46.52
"101","2007-05-29",46.48
"102","2007-05-30",46.66
"103","2007-05-31",45.889999
"104","2007-06-01",45.669998
"105","2007-06-04",47.060001
"106","2007-06-05",46.759998
"107","2007-06-06",45.5
"108","2007-06-07",43.849998
"109","2007-06-08",44.48
"110","2007-06-11",44.029999
"111","2007-06-12",43.060001
"112","2007-06-13",43.5
"113","2007-06-14",43.52
"114","2007-06-15",43.669998
"115","2007-06-18",43.400002
"116","2007-06-19",43.139999
"117","2007-06-20",42.18
"118","2007-06-21",42.080002
"119","2007-06-22",41.310001
"120","2007-06-25",40.68
"121","2007-06-26",39.779999
"122","2007-06-27",40.43
"123","2007-06-28",39.889999
"124","2007-06-29",39.369999
"125","2007-07-02",39.07
"126","2007-07-03",38.080002
"127","2007-07-05",37.939999
"128","2007-07-06",38.950001
"129","2007-07-09",37.84
"130","2007-07-10",36.16
"131","2007-07-11",35.939999
"132","2007-07-12",36.189999
"133","2007-07-13",37.43
"134","2007-07-16",36.799999
"135","2007-07-17",36.389999
"136","2007-07-18",36.119999
"137","2007-07-19",36.32
"138","2007-07-20",35.029999
"139","2007-07-23",33.549999
"140","2007-07-24",32.200001
"141","2007-07-25",32.080002
"142","2007-07-26",31.5
"143","2007-07-27",31.280001
"144","2007-07-30",31.59
"145","2007-07-31",31.809999
"146","2007-08-01",31.360001
"147","2007-08-02",32.720001
"148","2007-08-03",30.940001
"149","2007-08-06",31.969999
"150","2007-08-07",33.060001
"151","2007-08-08",35.970001
"152","2007-08-09",36.18
"153","2007-08-10",35.57
"154","2007-08-13",33.799999
"155","2007-08-14",32.07
"156","2007-08-15",30.379999
"157","2007-08-16",31.66
"158","2007-08-17",32.299999
"159","2007-08-20",31.52
"160","2007-08-21",31.360001
"161","2007-08-22",31.469999
"162","2007-08-23",31.799999
"163","2007-08-24",31.98
"164","2007-08-27",30.190001
"165","2007-08-28",28.52
"166","2007-08-29",29.33
"167","2007-08-30",29.110001
"168","2007-08-31",30.34
"169","2007-09-04",30.77
"170","2007-09-05",29.25
"171","2007-09-06",28.799999
"172","2007-09-07",27.940001
"173","2007-09-10",26.65
"174","2007-09-11",26.549999
"175","2007-09-12",26.26
"176","2007-09-13",26.690001
"177","2007-09-14",27.58
"178","2007-09-17",28.120001
"179","2007-09-18",29.17
"180","2007-09-19",29.32
"181","2007-09-20",27.370001
"182","2007-09-21",27.27
"183","2007-09-24",25.74
"184","2007-09-25",25.09
"185","2007-09-26",24.09
"186","2007-09-27",24.709999
"187","2007-09-28",25.059999
"188","2007-10-01",25.969999
"189","2007-10-02",27.25
"190","2007-10-03",28.719999
"191","2007-10-04",28.1
"192","2007-10-05",29.4
"193","2007-10-08",28.76
"194","2007-10-09",29.610001
"195","2007-10-10",29.9
"196","2007-10-11",29.6
"197","2007-10-12",28.940001
"198","2007-10-15",27.700001
"199","2007-10-16",26.540001
"200","2007-10-17",26.02
"201","2007-10-18",25.690001
"202","2007-10-19",25.709999
"203","2007-10-22",27.25
"204","2007-10-23",27.190001
"205","2007-10-24",26.809999
"206","2007-10-25",26.35
"207","2007-10-26",27.58
"208","2007-10-29",27.83
"209","2007-10-30",28.4
"210","2007-10-31",27.639999
"211","2007-11-01",25.879999
"212","2007-11-02",25.110001
"213","2007-11-05",25.02
"214","2007-11-06",26.15
"215","2007-11-07",24.82
"216","2007-11-08",24.85
"217","2007-11-09",25.540001
"218","2007-11-12",25.389999
"219","2007-11-13",26.6
"220","2007-11-14",26.17
"221","2007-11-15",25.67
"222","2007-11-16",25.049999
"223","2007-11-19",23.42
"224","2007-11-20",21.860001
"225","2007-11-21",20.969999
"226","2007-11-23",21.690001
"227","2007-11-26",19.65
"228","2007-11-27",18.92
"229","2007-11-28",19.870001
"230","2007-11-29",19.35
"231","2007-11-30",20.889999
"232","2007-12-03",20.66
"233","2007-12-04",20.41
"234","2007-12-05",20.879999
"235","2007-12-06",24.25
"236","2007-12-07",23.700001
"237","2007-12-10",24.450001
"238","2007-12-11",21.68
"239","2007-12-12",21.9
"240","2007-12-13",22.59
"241","2007-12-14",22.18
"242","2007-12-17",22.200001
"243","2007-12-18",22.41
"244","2007-12-19",21.870001
"245","2007-12-20",22.57
"246","2007-12-21",22.860001
"247","2007-12-24",23.639999
"248","2007-12-26",23.309999
"249","2007-12-27",22.09
"250","2007-12-28",21.08
"251","2007-12-31",21.6
"252","2008-01-02",20.969999
"253","2008-01-03",20.08
"254","2008-01-04",18.67
"255","2008-01-07",18.48
"256","2008-01-08",16.780001
"257","2008-01-09",16.969999
"258","2008-01-10",17.860001
"259","2008-01-11",17.809999
"260","2008-01-14",18.209999
"261","2008-01-15",17
"262","2008-01-16",18.129999
"263","2008-01-17",18.049999
"264","2008-01-18",18.52
"265","2008-01-22",20.110001
"266","2008-01-23",22.879999
"267","2008-01-24",23.719999
"268","2008-01-25",23.65
"269","2008-01-28",25.76
"270","2008-01-29",26.18
"271","2008-01-30",25.18
"272","2008-01-31",27.5
"273","2008-02-01",28.75
"274","2008-02-04",26.41
"275","2008-02-05",24.65
"276","2008-02-06",24.219999
"277","2008-02-07",24.459999
"278","2008-02-08",24.209999
"279","2008-02-11",24.91
"280","2008-02-12",24.459999
"281","2008-02-13",25.27
"282","2008-02-14",24.459999
"283","2008-02-15",23.85
"284","2008-02-19",23.719999
"285","2008-02-20",24.68
"286","2008-02-21",24.52
"287","2008-02-22",24.34
"288","2008-02-25",24.99
"289","2008-02-26",26.209999
"290","2008-02-27",27.219999
"291","2008-02-28",25.75
"292","2008-02-29",23.93
"293","2008-03-03",22.049999
"294","2008-03-04",22.83
"295","2008-03-05",23.059999
"296","2008-03-06",22.049999
"297","2008-03-07",22.16
"298","2008-03-10",21.51
"299","2008-03-11",24.280001
"300","2008-03-12",23.07
"301","2008-03-13",24.33
"302","2008-03-14",23.200001
"303","2008-03-17",21
"304","2008-03-18",23.059999
"305","2008-03-19",23.040001
"306","2008-03-20",25.26
"307","2008-03-24",27.450001
"308","2008-03-25",27.049999
"309","2008-03-26",25.540001
"310","2008-03-27",25.790001
"311","2008-03-28",24.540001
"312","2008-03-31",24.73
"313","2008-04-01",26.93
"314","2008-04-02",28
"315","2008-04-03",28.51
"316","2008-04-04",27.129999
"317","2008-04-07",27.34
"318","2008-04-08",26.01
"319","2008-04-09",24.52
"320","2008-04-10",24.719999
"321","2008-04-11",23.879999
"322","2008-04-14",22.82
"323","2008-04-15",22.9
"324","2008-04-16",24.41
"325","2008-04-17",24.23
"326","2008-04-18",24.51
"327","2008-04-21",24.4
"328","2008-04-22",23.549999
"329","2008-04-23",22.48
"330","2008-04-24",23.549999
"331","2008-04-25",23.969999
"332","2008-04-28",23.719999
"333","2008-04-29",23.809999
"334","2008-04-30",22.5
"335","2008-05-01",23.9
"336","2008-05-02",24.049999
"337","2008-05-05",25.07
"338","2008-05-06",25.440001
"339","2008-05-07",24.620001
"340","2008-05-08",24.040001
"341","2008-05-09",23.73
"342","2008-05-12",24.280001
"343","2008-05-13",24.059999
"344","2008-05-14",24.459999
"345","2008-05-15",26.030001
"346","2008-05-16",25.57
"347","2008-05-19",24.49
"348","2008-05-20",23.15
"349","2008-05-21",21.719999
"350","2008-05-22",21.52
"351","2008-05-23",20.52
"352","2008-05-27",20.68
"353","2008-05-28",20.809999
"354","2008-05-29",20.860001
"355","2008-05-30",20.51
"356","2008-06-02",20.379999
"357","2008-06-03",21.52
"358","2008-06-04",21.08
"359","2008-06-05",20.91
"360","2008-06-06",19.1
"361","2008-06-09",18.879999
"362","2008-06-10",18.98
"363","2008-06-11",17.870001
"364","2008-06-12",18.450001
"365","2008-06-13",18.76
"366","2008-06-16",19
"367","2008-06-17",18.34
"368","2008-06-18",18.370001
"369","2008-06-19",19.059999
"370","2008-06-20",18.209999
"371","2008-06-23",17.49
"372","2008-06-24",18.77
"373","2008-06-25",19.190001
"374","2008-06-26",18.129999
"375","2008-06-27",17.719999
"376","2008-06-30",16.93
"377","2008-07-01",17.41
"378","2008-07-02",16.65
"379","2008-07-03",16.950001
"380","2008-07-07",15.69
"381","2008-07-08",17.370001
"382","2008-07-09",16.530001
"383","2008-07-10",15.73
"384","2008-07-11",14.79
"385","2008-07-14",14.49
"386","2008-07-15",14.91
"387","2008-07-16",16.969999
"388","2008-07-17",18
"389","2008-07-18",17.76
"390","2008-07-21",17.77
"391","2008-07-22",19.389999
"392","2008-07-23",19.74
"393","2008-07-24",16.700001
"394","2008-07-25",17.120001
"395","2008-07-28",15.9
"396","2008-07-29",17.33
"397","2008-07-30",17.049999
"398","2008-07-31",17.59
"399","2008-08-01",17.440001
"400","2008-08-04",17.049999
"401","2008-08-05",17.73
"402","2008-08-06",17.610001
"403","2008-08-07",17.469999
"404","2008-08-08",18.469999
"405","2008-08-11",19.190001
"406","2008-08-12",17.709999
"407","2008-08-13",17.389999
"408","2008-08-14",18.32
"409","2008-08-15",18.42
"410","2008-08-18",17.57
"411","2008-08-19",17.01
"412","2008-08-20",17.41
"413","2008-08-21",18.15
"414","2008-08-22",18.33
"415","2008-08-25",18.139999
"416","2008-08-26",17.59
"417","2008-08-27",19.35
"418","2008-08-28",20.77
