"","date","ORBC"
"226","2007-11-23",6.71
"227","2007-11-26",6.44
"228","2007-11-27",6.51
"229","2007-11-28",6.77
"230","2007-11-29",7.31
"231","2007-11-30",7.79
"232","2007-12-03",7.44
"233","2007-12-04",7.38
"234","2007-12-05",7.46
"235","2007-12-06",7.55
"236","2007-12-07",7.37
"237","2007-12-10",7.12
"238","2007-12-11",6.94
"239","2007-12-12",6.99
"240","2007-12-13",6.49
"241","2007-12-14",6.67
"242","2007-12-17",6.5
"243","2007-12-18",6.54
"244","2007-12-19",6.41
"245","2007-12-20",6.4
"246","2007-12-21",6.4
"247","2007-12-24",6.4
"248","2007-12-26",6.4
"249","2007-12-27",6.28
"250","2007-12-28",6.25
"251","2007-12-31",6.29
"252","2008-01-02",6.29
"253","2008-01-03",6.22
"254","2008-01-04",5.78
"255","2008-01-07",4.9
"256","2008-01-08",4.61
"257","2008-01-09",4.41
"258","2008-01-10",4.92
"259","2008-01-11",4.4
"260","2008-01-14",5.01
"261","2008-01-15",4.9
"262","2008-01-16",5
"263","2008-01-17",4.78
"264","2008-01-18",4.62
"265","2008-01-22",4.52
"266","2008-01-23",5.49
"267","2008-01-24",5.06
"268","2008-01-25",4.95
"269","2008-01-28",4.83
"270","2008-01-29",4.72
"271","2008-01-30",4.52
"272","2008-01-31",4.96
"273","2008-02-01",4.89
"274","2008-02-04",4.82
"275","2008-02-05",5.09
"276","2008-02-06",5.71
"277","2008-02-07",5.77
"278","2008-02-08",5.71
"279","2008-02-11",5.31
"280","2008-02-12",5.46
"281","2008-02-13",5.66
"282","2008-02-14",5.75
"283","2008-02-15",5.72
"284","2008-02-19",5.75
"285","2008-02-20",5.7
"286","2008-02-21",5.64
"287","2008-02-22",5.61
"288","2008-02-25",5.7
"289","2008-02-26",6.06
"290","2008-02-27",6.09
"291","2008-02-28",5.8
"292","2008-02-29",5.7
"293","2008-03-03",5.43
"294","2008-03-04",5.53
"295","2008-03-05",5.02
"296","2008-03-06",4.81
"297","2008-03-07",4.6
"298","2008-03-10",4.82
"299","2008-03-11",5.5
"300","2008-03-12",5.1
"301","2008-03-13",5.19
"302","2008-03-14",4.99
"303","2008-03-17",4.8
"304","2008-03-18",4.92
"305","2008-03-19",5.07
"306","2008-03-20",5.39
"307","2008-03-24",5.43
"308","2008-03-25",5.41
"309","2008-03-26",5.36
"310","2008-03-27",5.28
"311","2008-03-28",5.13
"312","2008-03-31",4.96
"313","2008-04-01",5
"314","2008-04-02",4.97
"315","2008-04-03",4.94
"316","2008-04-04",4.89
"317","2008-04-07",5.25
"318","2008-04-08",5.31
"319","2008-04-09",5.31
"320","2008-04-10",5.38
"321","2008-04-11",5.3
"322","2008-04-14",5.2
"323","2008-04-15",5.16
"324","2008-04-16",5.45
"325","2008-04-17",5.17
"326","2008-04-18",5.46
"327","2008-04-21",5.73
"328","2008-04-22",5.47
"329","2008-04-23",5.64
"330","2008-04-24",5.81
"331","2008-04-25",5.88
"332","2008-04-28",6.17
"333","2008-04-29",6.12
"334","2008-04-30",5.89
"335","2008-05-01",6.11
"336","2008-05-02",5.91
"337","2008-05-05",5.88
"338","2008-05-06",5.79
"339","2008-05-07",5.46
"340","2008-05-08",5.53
"341","2008-05-09",5.33
"342","2008-05-12",5.49
"343","2008-05-13",6.19
"344","2008-05-14",6.42
"345","2008-05-15",6.37
"346","2008-05-16",6.68
"347","2008-05-19",6.31
"348","2008-05-20",6.13
"349","2008-05-21",6.13
"350","2008-05-22",5.95
"351","2008-05-23",5.88
"352","2008-05-27",6.05
"353","2008-05-28",6.18
"354","2008-05-29",6.23
"355","2008-05-30",6.19
"356","2008-06-02",6.07
"357","2008-06-03",6.08
"358","2008-06-04",6.18
"359","2008-06-05",6.17
"360","2008-06-06",6.06
"361","2008-06-09",5.79
"362","2008-06-10",5.8
"363","2008-06-11",5.59
"364","2008-06-12",5.66
"365","2008-06-13",5.95
"366","2008-06-16",6.02
"367","2008-06-17",6.03
"368","2008-06-18",6.08
"369","2008-06-19",6.49
"370","2008-06-20",6.3
"371","2008-06-23",6.09
"372","2008-06-24",5.93
"373","2008-06-25",6.29
"374","2008-06-26",5.73
"375","2008-06-27",5.65
"376","2008-06-30",5.7
"377","2008-07-01",5.57
"378","2008-07-02",6.25
"379","2008-07-03",5.97
"380","2008-07-07",5.97
"381","2008-07-08",6.08
"382","2008-07-09",5.96
"383","2008-07-10",5.7
"384","2008-07-11",6
"385","2008-07-14",6.06
"386","2008-07-15",6.14
"387","2008-07-16",6.32
"388","2008-07-17",6.34
"389","2008-07-18",6.25
"390","2008-07-21",6.42
"391","2008-07-22",6.4
"392","2008-07-23",6.48
"393","2008-07-24",6.39
"394","2008-07-25",6.5
"395","2008-07-28",6.32
"396","2008-07-29",6.28
"397","2008-07-30",6.24
"398","2008-07-31",6.65
"399","2008-08-01",6.76
"400","2008-08-04",6.34
"401","2008-08-05",6.8
"402","2008-08-06",6.67
"403","2008-08-07",6.81
"404","2008-08-08",6.75
"405","2008-08-11",6.2
"406","2008-08-12",6.12
"407","2008-08-13",6.02
"408","2008-08-14",5.9
"409","2008-08-15",5.93
"410","2008-08-18",5.84
"411","2008-08-19",5.72
"412","2008-08-20",5.79
"413","2008-08-21",5.78
"414","2008-08-22",5.96
"415","2008-08-25",5.75
"416","2008-08-26",5.63
"417","2008-08-27",5.6
"418","2008-08-28",5.92
"419","2008-08-29",5.76
"420","2008-09-02",5.8
"421","2008-09-03",5.76
"422","2008-09-04",5.75
"423","2008-09-05",5.56
"424","2008-09-08",5.38
"425","2008-09-09",5.01
"426","2008-09-10",5.13
"427","2008-09-11",4.97
"428","2008-09-12",4.86
"429","2008-09-15",4.71
"430","2008-09-16",4.94
"431","2008-09-17",4.7
"432","2008-09-18",5
"433","2008-09-19",5.4
"434","2008-09-22",4.81
"435","2008-09-23",4.94
"436","2008-09-24",5.11
"437","2008-09-25",5.07
"438","2008-09-26",5.19
"439","2008-09-29",4.62
"440","2008-09-30",4.93
"441","2008-10-01",4.95
"442","2008-10-02",4.33
"443","2008-10-03",3.96
"444","2008-10-06",3.74
"445","2008-10-07",3.3
"446","2008-10-08",3.28
"447","2008-10-09",3.04
"448","2008-10-10",3.3
"449","2008-10-13",3.85
"450","2008-10-14",3.38
"451","2008-10-15",2.95
"452","2008-10-16",3.44
"453","2008-10-17",3.34
"454","2008-10-20",3.5
"455","2008-10-21",3.27
"456","2008-10-22",3.02
"457","2008-10-23",3.03
"458","2008-10-24",3.02
"459","2008-10-27",2.74
"460","2008-10-28",2.91
"461","2008-10-29",2.83
"462","2008-10-30",3
"463","2008-10-31",3
"464","2008-11-03",3.05
"465","2008-11-04",3.04
"466","2008-11-05",2.92
"467","2008-11-06",2.8
"468","2008-11-07",2.81
"469","2008-11-10",2.56
"470","2008-11-11",2.7
"471","2008-11-12",2.4
"472","2008-11-13",2.79
"473","2008-11-14",2.44
"474","2008-11-17",2.27
"475","2008-11-18",2.08
"476","2008-11-19",1.88
"477","2008-11-20",1.71
"478","2008-11-21",1.92
"479","2008-11-24",1.84
"480","2008-11-25",1.8
"481","2008-11-26",1.94
"482","2008-11-28",1.85
"483","2008-12-01",1.43
"484","2008-12-02",1.4
"485","2008-12-03",1.38
"486","2008-12-04",1.36
"487","2008-12-05",1.48
"488","2008-12-08",1.64
"489","2008-12-09",1.68
"490","2008-12-10",1.74
"491","2008-12-11",1.51
"492","2008-12-12",1.67
"493","2008-12-15",1.65
"494","2008-12-16",1.87
"495","2008-12-17",1.81
"496","2008-12-18",1.72
"497","2008-12-19",1.86
"498","2008-12-22",1.86
"499","2008-12-23",1.82
"500","2008-12-24",1.9
"501","2008-12-26",1.94
"502","2008-12-29",1.95
"503","2008-12-30",1.97
"504","2008-12-31",2.16
"505","2009-01-02",2.1
"506","2009-01-05",2.23
"507","2009-01-06",2.4
"508","2009-01-07",2.17
"509","2009-01-08",2.89
"510","2009-01-09",2.43
"511","2009-01-12",2.06
"512","2009-01-13",2.13
"513","2009-01-14",1.9
"514","2009-01-15",1.85
"515","2009-01-16",1.86
"516","2009-01-20",1.55
"517","2009-01-21",1.81
"518","2009-01-22",1.67
"519","2009-01-23",1.82
"520","2009-01-26",1.89
"521","2009-01-27",1.92
"522","2009-01-28",2
"523","2009-01-29",1.75
"524","2009-01-30",1.64
"525","2009-02-02",1.55
"526","2009-02-03",1.49
"527","2009-02-04",1.56
"528","2009-02-05",1.54
"529","2009-02-06",1.48
"530","2009-02-09",1.97
"531","2009-02-10",1.72
"532","2009-02-11",1.95
"533","2009-02-12",1.9
"534","2009-02-13",1.96
"535","2009-02-17",1.7
"536","2009-02-18",1.74
"537","2009-02-19",1.73
"538","2009-02-20",1.75
"539","2009-02-23",1.72
"540","2009-02-24",1.92
"541","2009-02-25",1.78
"542","2009-02-26",1.8
"543","2009-02-27",2.06
"544","2009-03-02",1.81
"545","2009-03-03",1.77
"546","2009-03-04",1.86
"547","2009-03-05",1.75
"548","2009-03-06",1.77
"549","2009-03-09",1.65
"550","2009-03-10",1.65
"551","2009-03-11",1.62
"552","2009-03-12",1.65
"553","2009-03-13",1.5
"554","2009-03-16",1.27
"555","2009-03-17",1.38
"556","2009-03-18",1.54
"557","2009-03-19",1.57
"558","2009-03-20",1.4
"559","2009-03-23",1.59
"560","2009-03-24",1.35
"561","2009-03-25",1.37
"562","2009-03-26",1.52
"563","2009-03-27",1.56
"564","2009-03-30",1.42
"565","2009-03-31",1.47
"566","2009-04-01",1.5
"567","2009-04-02",1.64
"568","2009-04-03",1.53
"569","2009-04-06",1.49
"570","2009-04-07",1.39
"571","2009-04-08",1.49
"572","2009-04-09",1.64
"573","2009-04-13",1.6
"574","2009-04-14",1.46
"575","2009-04-15",1.6
"576","2009-04-16",1.6
"577","2009-04-17",1.55
"578","2009-04-20",1.47
"579","2009-04-21",1.5
"580","2009-04-22",1.57
"581","2009-04-23",1.48
"582","2009-04-24",1.49
"583","2009-04-27",1.4
"584","2009-04-28",1.34
"585","2009-04-29",1.3
"586","2009-04-30",1.28
"587","2009-05-01",1.36
"588","2009-05-04",1.35
"589","2009-05-05",1.34
"590","2009-05-06",1.27
"591","2009-05-07",1.59
"592","2009-05-08",1.75
"593","2009-05-11",1.87
"594","2009-05-12",1.84
"595","2009-05-13",1.65
"596","2009-05-14",1.58
"597","2009-05-15",1.48
"598","2009-05-18",1.56
"599","2009-05-19",1.68
"600","2009-05-20",1.82
"601","2009-05-21",1.78
"602","2009-05-22",1.69
"603","2009-05-26",1.74
"604","2009-05-27",1.8
"605","2009-05-28",1.67
"606","2009-05-29",1.55
"607","2009-06-01",1.66
"608","2009-06-02",1.64
"609","2009-06-03",1.61
"610","2009-06-04",1.6
"611","2009-06-05",1.66
"612","2009-06-08",1.65
"613","2009-06-09",1.63
"614","2009-06-10",1.52
"615","2009-06-11",1.61
"616","2009-06-12",1.61
"617","2009-06-15",1.65
"618","2009-06-16",1.65
"619","2009-06-17",1.63
"620","2009-06-18",1.58
"621","2009-06-19",1.6
"622","2009-06-22",1.54
"623","2009-06-23",1.58
"624","2009-06-24",1.69
"625","2009-06-25",1.82
"626","2009-06-26",1.6
"627","2009-06-29",1.62
"628","2009-06-30",1.76
"629","2009-07-01",1.66
"630","2009-07-02",1.51
"631","2009-07-06",1.59
"632","2009-07-07",1.59
"633","2009-07-08",1.61
"634","2009-07-09",1.62
"635","2009-07-10",1.62
"636","2009-07-13",1.6
"637","2009-07-14",1.78
"638","2009-07-15",1.85
"639","2009-07-16",1.85
"640","2009-07-17",1.89
"641","2009-07-20",1.79
"642","2009-07-21",1.82
"643","2009-07-22",1.83
"644","2009-07-23",1.92
"645","2009-07-24",2.05
"646","2009-07-27",2.12
"647","2009-07-28",2.15
"648","2009-07-29",2
"649","2009-07-30",2.1
"650","2009-07-31",2.23
"651","2009-08-03",2.65
"652","2009-08-04",2.81
"653","2009-08-05",2.69
"654","2009-08-06",2.52
"655","2009-08-07",2.6
"656","2009-08-10",2.25
"657","2009-08-11",2.05
"658","2009-08-12",2.16
"659","2009-08-13",2.09
"660","2009-08-14",2.07
"661","2009-08-17",1.97
"662","2009-08-18",1.98
"663","2009-08-19",2.13
"664","2009-08-20",2.27
"665","2009-08-21",2.14
"666","2009-08-24",2.14
"667","2009-08-25",2.22
"668","2009-08-26",2.26
"669","2009-08-27",2.24
"670","2009-08-28",2.25
"671","2009-08-31",2.15
"672","2009-09-01",2.11
"673","2009-09-02",2.08
"674","2009-09-03",2.11
"675","2009-09-04",2.26
"676","2009-09-08",2.28
"677","2009-09-09",2.28
"678","2009-09-10",2.27
"679","2009-09-11",2.33
"680","2009-09-14",2.4
"681","2009-09-15",2.44
"682","2009-09-16",2.4
"683","2009-09-17",2.49
"684","2009-09-18",2.58
"685","2009-09-21",2.54
"686","2009-09-22",2.6
"687","2009-09-23",2.83
"688","2009-09-24",2.76
"689","2009-09-25",2.77
"690","2009-09-28",2.86
"691","2009-09-29",2.8
"692","2009-09-30",2.72
"693","2009-10-01",2.74
"694","2009-10-02",2.73
"695","2009-10-05",2.83
"696","2009-10-06",2.96
"697","2009-10-07",3.02
"698","2009-10-08",3.05
"699","2009-10-09",3.09
"700","2009-10-12",3.09
"701","2009-10-13",3.04
"702","2009-10-14",2.98
"703","2009-10-15",2.93
"704","2009-10-16",2.78
"705","2009-10-19",2.95
"706","2009-10-20",2.92
"707","2009-10-21",2.91
"708","2009-10-22",2.85
"709","2009-10-23",2.75
"710","2009-10-26",2.68
"711","2009-10-27",2.52
"712","2009-10-28",2.31
"713","2009-10-29",2.47
"714","2009-10-30",2.37
"715","2009-11-02",2.32
"716","2009-11-03",2.35
"717","2009-11-04",2.32
"718","2009-11-05",2.35
"719","2009-11-06",2.38
"720","2009-11-09",2.4
"721","2009-11-10",2.3
"722","2009-11-11",2.42
"723","2009-11-12",2.34
"724","2009-11-13",2.4
"725","2009-11-16",2.47
"726","2009-11-17",2.45
"727","2009-11-18",2.47
"728","2009-11-19",2.44
"729","2009-11-20",2.48
"730","2009-11-23",2.49
"731","2009-11-24",2.6
"732","2009-11-25",2.52
"733","2009-11-27",2.36
"734","2009-11-30",2.36
"735","2009-12-01",2.39
"736","2009-12-02",2.38
"737","2009-12-03",2.33
"738","2009-12-04",2.32
"739","2009-12-07",2.26
"740","2009-12-08",2.3
"741","2009-12-09",2.31
"742","2009-12-10",2.26
"743","2009-12-11",2.29
"744","2009-12-14",2.18
"745","2009-12-15",2.2
"746","2009-12-16",2.29
"747","2009-12-17",2.57
"748","2009-12-18",2.9
"749","2009-12-21",2.71
"750","2009-12-22",2.64
"751","2009-12-23",2.57
"752","2009-12-24",2.61
"753","2009-12-28",2.62
"754","2009-12-29",2.48
"755","2009-12-30",2.67
"756","2009-12-31",2.7
"757","2010-01-04",2.74
"758","2010-01-05",2.56
"759","2010-01-06",2.59
"760","2010-01-07",2.57
"761","2010-01-08",2.59
"762","2010-01-11",2.5
"763","2010-01-12",2.48
"764","2010-01-13",2.61
"765","2010-01-14",2.41
"766","2010-01-15",2.46
"767","2010-01-19",2.52
"768","2010-01-20",2.42
"769","2010-01-21",2.38
"770","2010-01-22",2.31
"771","2010-01-25",2.35
"772","2010-01-26",2.3
"773","2010-01-27",2.27
"774","2010-01-28",2.27
"775","2010-01-29",2.29
"776","2010-02-01",2.27
"777","2010-02-02",2.3
"778","2010-02-03",2.29
"779","2010-02-04",2.26
"780","2010-02-05",2.22
"781","2010-02-08",2.2
"782","2010-02-09",2.25
"783","2010-02-10",2.31
"784","2010-02-11",2.33
"785","2010-02-12",2.4
"786","2010-02-16",2.42
"787","2010-02-17",2.42
"788","2010-02-18",2.38
"789","2010-02-19",2.38
"790","2010-02-22",2.41
"791","2010-02-23",2.4
"792","2010-02-24",2.41
"793","2010-02-25",2.41
"794","2010-02-26",2.42
"795","2010-03-01",2.44
"796","2010-03-02",2.46
"797","2010-03-03",2.46
"798","2010-03-04",2.45
"799","2010-03-05",2.43
"800","2010-03-08",2.45
"801","2010-03-09",2.41
"802","2010-03-10",2.43
"803","2010-03-11",2.44
"804","2010-03-12",2.45
"805","2010-03-15",2.35
"806","2010-03-16",2.37
"807","2010-03-17",2.37
"808","2010-03-18",2.4
"809","2010-03-19",2.47
"810","2010-03-22",2.58
"811","2010-03-23",2.58
"812","2010-03-24",2.56
"813","2010-03-25",2.34
"814","2010-03-26",2.32
"815","2010-03-29",2.31
"816","2010-03-30",2.24
"817","2010-03-31",2.15
"818","2010-04-01",2.2
"819","2010-04-05",2.3
"820","2010-04-06",2.33
"821","2010-04-07",2.28
"822","2010-04-08",2.31
"823","2010-04-09",2.34
"824","2010-04-12",2.3
"825","2010-04-13",2.27
"826","2010-04-14",2.26
"827","2010-04-15",2.19
"828","2010-04-16",2.19
"829","2010-04-19",2.17
"830","2010-04-20",2.1
"831","2010-04-21",2.19
"832","2010-04-22",2.15
"833","2010-04-23",2.19
"834","2010-04-26",2.28
"835","2010-04-27",2.17
"836","2010-04-28",2.24
"837","2010-04-29",2.19
"838","2010-04-30",2.21
"839","2010-05-03",2.25
"840","2010-05-04",2.23
"841","2010-05-05",2.22
"842","2010-05-06",2.22
"843","2010-05-07",2.23
"844","2010-05-10",2.34
"845","2010-05-11",2.18
"846","2010-05-12",2.17
"847","2010-05-13",2.17
"848","2010-05-14",2.16
"849","2010-05-17",2.18
"850","2010-05-18",2.11
"851","2010-05-19",2.16
"852","2010-05-20",2.13
"853","2010-05-21",2.1
"854","2010-05-24",2.11
"855","2010-05-25",2.03
"856","2010-05-26",2
"857","2010-05-27",2.08
"858","2010-05-28",2.05
"859","2010-06-01",2.07
"860","2010-06-02",2.01
"861","2010-06-03",2.06
"862","2010-06-04",2.01
"863","2010-06-07",1.99
"864","2010-06-08",1.96
"865","2010-06-09",1.95
"866","2010-06-10",1.92
"867","2010-06-11",1.93
"868","2010-06-14",1.9
"869","2010-06-15",1.96
"870","2010-06-16",1.98
"871","2010-06-17",1.96
"872","2010-06-18",1.95
"873","2010-06-21",1.94
"874","2010-06-22",1.91
"875","2010-06-23",1.86
"876","2010-06-24",1.77
"877","2010-06-25",1.8
"878","2010-06-28",1.87
"879","2010-06-29",1.81
"880","2010-06-30",1.82
"881","2010-07-01",1.7
"882","2010-07-02",1.78
"883","2010-07-06",1.64
"884","2010-07-07",1.74
"885","2010-07-08",1.72
"886","2010-07-09",1.72
"887","2010-07-12",1.75
"888","2010-07-13",1.78
"889","2010-07-14",1.8
"890","2010-07-15",1.89
"891","2010-07-16",1.77
"892","2010-07-19",1.83
"893","2010-07-20",1.82
"894","2010-07-21",1.84
"895","2010-07-22",1.86
"896","2010-07-23",1.86
"897","2010-07-26",1.87
"898","2010-07-27",1.94
"899","2010-07-28",1.9
"900","2010-07-29",1.91
"901","2010-07-30",1.88
"902","2010-08-02",1.87
"903","2010-08-03",2.07
"904","2010-08-04",2.02
"905","2010-08-05",2.1
"906","2010-08-06",2.27
"907","2010-08-09",2.19
"908","2010-08-10",2.15
"909","2010-08-11",2.22
"910","2010-08-12",2.25
"911","2010-08-13",2.28
"912","2010-08-16",2.24
"913","2010-08-17",2.15
"914","2010-08-18",2.06
"915","2010-08-19",2.08
"916","2010-08-20",2.09
"917","2010-08-23",1.97
"918","2010-08-24",1.98
"919","2010-08-25",1.83
"920","2010-08-26",1.88
"921","2010-08-27",1.9
"922","2010-08-30",1.91
"923","2010-08-31",1.86
"924","2010-09-01",1.93
"925","2010-09-02",1.95
"926","2010-09-03",1.94
"927","2010-09-07",1.99
"928","2010-09-08",2
"929","2010-09-09",2.02
"930","2010-09-10",2.02
"931","2010-09-13",2.03
"932","2010-09-14",2.06
"933","2010-09-15",2.08
"934","2010-09-16",2.09
"935","2010-09-17",2.15
"936","2010-09-20",2.22
"937","2010-09-21",2.21
"938","2010-09-22",2.21
"939","2010-09-23",2.21
"940","2010-09-24",2.2
"941","2010-09-27",2.21
"942","2010-09-28",2.22
"943","2010-09-29",2.21
"944","2010-09-30",2.27
"945","2010-10-01",2.39
"946","2010-10-04",2.41
"947","2010-10-05",2.38
"948","2010-10-06",2.4
"949","2010-10-07",2.42
"950","2010-10-08",2.47
"951","2010-10-11",2.4
"952","2010-10-12",2.41
"953","2010-10-13",2.42
"954","2010-10-14",2.3
"955","2010-10-15",2.24
"956","2010-10-18",2.37
"957","2010-10-19",2.37
"958","2010-10-20",2.36
"959","2010-10-21",2.35
"960","2010-10-22",2.32
"961","2010-10-25",2.32
"962","2010-10-26",2.36
"963","2010-10-27",2.33
"964","2010-10-28",2.35
"965","2010-10-29",2.31
"966","2010-11-01",2.37
"967","2010-11-02",2.46
"968","2010-11-03",2.48
"969","2010-11-04",2.53
"970","2010-11-05",2.49
"971","2010-11-08",2.54
"972","2010-11-09",2.46
"973","2010-11-10",2.51
"974","2010-11-11",2.46
"975","2010-11-12",2.48
"976","2010-11-15",2.58
"977","2010-11-16",2.64
"978","2010-11-17",2.59
"979","2010-11-18",2.66
"980","2010-11-19",2.68
"981","2010-11-22",2.7
"982","2010-11-23",2.68
"983","2010-11-24",2.61
"984","2010-11-26",2.65
"985","2010-11-29",2.64
"986","2010-11-30",2.64
"987","2010-12-01",2.61
"988","2010-12-02",2.64
"989","2010-12-03",2.64
"990","2010-12-06",2.59
"991","2010-12-07",2.56
"992","2010-12-08",2.6
"993","2010-12-09",2.64
"994","2010-12-10",2.65
"995","2010-12-13",2.69
"996","2010-12-14",2.65
"997","2010-12-15",2.69
"998","2010-12-16",2.58
"999","2010-12-17",2.69
"1000","2010-12-20",2.56
