"","date","CMI"
"1","2007-01-03",29.477501
"2","2007-01-04",29.51
"3","2007-01-05",29.014999
"4","2007-01-08",29
"5","2007-01-09",29.315001
"6","2007-01-10",28.575001
"7","2007-01-11",28.969999
"8","2007-01-12",29.1875
"9","2007-01-16",29.68
"10","2007-01-17",30.012501
"11","2007-01-18",29.9375
"12","2007-01-19",30.184999
"13","2007-01-22",29.58
"14","2007-01-23",30.26
"15","2007-01-24",30.57
"16","2007-01-25",30.4
"17","2007-01-26",31.2675
"18","2007-01-29",31.8125
"19","2007-01-30",32.490002
"20","2007-01-31",33.639999
"21","2007-02-01",34.18
"22","2007-02-02",34.834999
"23","2007-02-05",34.915001
"24","2007-02-06",34.865002
"25","2007-02-07",35.014999
"26","2007-02-08",34.509998
"27","2007-02-09",33.875
"28","2007-02-12",34.337502
"29","2007-02-13",34.672501
"30","2007-02-14",36.18
"31","2007-02-15",35.852501
"32","2007-02-16",36.112499
"33","2007-02-20",35.884998
"34","2007-02-21",36.422501
"35","2007-02-22",36.060001
"36","2007-02-23",36.162498
"37","2007-02-26",35.712502
"38","2007-02-27",34.037498
"39","2007-02-28",33.650002
"40","2007-03-01",34.025002
"41","2007-03-02",33.455002
"42","2007-03-05",33.412498
"43","2007-03-06",33.555
"44","2007-03-07",33.650002
"45","2007-03-08",34.299999
"46","2007-03-09",34.985001
"47","2007-03-12",34.514999
"48","2007-03-13",33.602501
"49","2007-03-14",34.107498
"50","2007-03-15",34.075001
"51","2007-03-16",34.6175
"52","2007-03-19",35.567501
"53","2007-03-20",35.955002
"54","2007-03-21",36.744999
"55","2007-03-22",37.002499
"56","2007-03-23",37.547501
"57","2007-03-26",37.185001
"58","2007-03-27",36.467499
"59","2007-03-28",35.857498
"60","2007-03-29",36.23
"61","2007-03-30",36.18
"62","2007-04-02",36.317501
"63","2007-04-03",36.642502
"64","2007-04-04",36.3125
"65","2007-04-05",36.924999
"66","2007-04-09",36.869999
"67","2007-04-10",36.724998
"68","2007-04-11",36.720001
"69","2007-04-12",36.665001
"70","2007-04-13",36.834999
"71","2007-04-16",37.48
"72","2007-04-17",37.595001
"73","2007-04-18",37.099998
"74","2007-04-19",36.904999
"75","2007-04-20",38.709999
"76","2007-04-23",42.380001
"77","2007-04-24",42.775002
"78","2007-04-25",42.174999
"79","2007-04-26",42.994999
"80","2007-04-27",48.07
"81","2007-04-30",46.080002
"82","2007-05-01",45.955002
"83","2007-05-02",45.695
"84","2007-05-03",45.474998
"85","2007-05-04",45.134998
"86","2007-05-07",44.599998
"87","2007-05-08",44.334999
"88","2007-05-09",45.150002
"89","2007-05-10",44.59
"90","2007-05-11",45.810001
"91","2007-05-14",44.950001
"92","2007-05-15",44.200001
"93","2007-05-16",44.48
"94","2007-05-17",44.314999
"95","2007-05-18",43.709999
"96","2007-05-21",43.919998
"97","2007-05-22",43.779999
"98","2007-05-23",43.744999
"99","2007-05-24",43.049999
"100","2007-05-25",43.869999
"101","2007-05-29",44.200001
"102","2007-05-30",44.985001
"103","2007-05-31",47.115002
"104","2007-06-01",47.040001
"105","2007-06-04",47.305
"106","2007-06-05",50.459999
"107","2007-06-06",47.724998
"108","2007-06-07",46.700001
"109","2007-06-08",46.900002
"110","2007-06-11",47.790001
"111","2007-06-12",47.674999
"112","2007-06-13",48.299999
"113","2007-06-14",48.785
"114","2007-06-15",48.744999
"115","2007-06-18",48.259998
"116","2007-06-19",50.584999
"117","2007-06-20",52
"118","2007-06-21",51.535
"119","2007-06-22",51.07
"120","2007-06-25",50.084999
"121","2007-06-26",49.235001
"122","2007-06-27",50.674999
"123","2007-06-28",51.485001
"124","2007-06-29",50.605
"125","2007-07-02",52.540001
"126","2007-07-03",53.25
"127","2007-07-05",52.634998
"128","2007-07-06",53.244999
"129","2007-07-09",58.82
"130","2007-07-10",55.82
"131","2007-07-11",57.174999
"132","2007-07-12",57.720001
"133","2007-07-13",59.325001
"134","2007-07-16",58.98
"135","2007-07-17",59.599998
"136","2007-07-18",59.25
"137","2007-07-19",59.685001
"138","2007-07-20",58.035
"139","2007-07-23",57.345001
"140","2007-07-24",55.919998
"141","2007-07-25",54.904999
"142","2007-07-26",58.075001
"143","2007-07-27",58.310001
"144","2007-07-30",59.794998
"145","2007-07-31",59.349998
"146","2007-08-01",60.029999
"147","2007-08-02",62.514999
"148","2007-08-03",59.924999
"149","2007-08-06",62.41
"150","2007-08-07",62.345001
"151","2007-08-08",59.615002
"152","2007-08-09",54.380001
"153","2007-08-10",57.025002
"154","2007-08-13",59.474998
"155","2007-08-14",56.009998
"156","2007-08-15",54.02
"157","2007-08-16",52.625
"158","2007-08-17",53.055
"159","2007-08-20",53.845001
"160","2007-08-21",55.435001
"161","2007-08-22",57.91
"162","2007-08-23",56.294998
"163","2007-08-24",58.244999
"164","2007-08-27",57.514999
"165","2007-08-28",54.654999
"166","2007-08-29",55.830002
"167","2007-08-30",55.790001
"168","2007-08-31",59.209999
"169","2007-09-04",60.685001
"170","2007-09-05",59.009998
"171","2007-09-06",59.200001
"172","2007-09-07",57.174999
"173","2007-09-10",56.514999
"174","2007-09-11",58.615002
"175","2007-09-12",57.855
"176","2007-09-13",59.889999
"177","2007-09-14",59.935001
"178","2007-09-17",60.875
"179","2007-09-18",67.254997
"180","2007-09-19",65.949997
"181","2007-09-20",65.080002
"182","2007-09-21",65.769997
"183","2007-09-24",64.385002
"184","2007-09-25",66.925003
"185","2007-09-26",65.565002
"186","2007-09-27",65.425003
"187","2007-09-28",63.945
"188","2007-10-01",66.294998
"189","2007-10-02",67.529999
"190","2007-10-03",66.529999
"191","2007-10-04",68.220001
"192","2007-10-05",69.375
"193","2007-10-08",68.410004
"194","2007-10-09",69.989998
"195","2007-10-10",69.519997
"196","2007-10-11",68.445
"197","2007-10-12",70.010002
"198","2007-10-15",70.080002
"199","2007-10-16",68.445
"200","2007-10-17",68.970001
"201","2007-10-18",68.889999
"202","2007-10-19",65.305
"203","2007-10-22",66.834999
"204","2007-10-23",67.434998
"205","2007-10-24",66.864998
"206","2007-10-25",55.779999
"207","2007-10-26",58.470001
"208","2007-10-29",59.720001
"209","2007-10-30",59.424999
"210","2007-10-31",59.98
"211","2007-11-01",60.720001
"212","2007-11-02",60.764999
"213","2007-11-05",61
"214","2007-11-06",63.950001
"215","2007-11-07",62.424999
"216","2007-11-08",62.43
"217","2007-11-09",60.279999
"218","2007-11-12",56.84
"219","2007-11-13",59.375
"220","2007-11-14",59.790001
"221","2007-11-15",56.310001
"222","2007-11-16",56.310001
"223","2007-11-19",52.895
"224","2007-11-20",54.105
"225","2007-11-21",53.715
"226","2007-11-23",53.16
"227","2007-11-26",52.785
"228","2007-11-27",54.41
"229","2007-11-28",57.16
"230","2007-11-29",57.755001
"231","2007-11-30",58.450001
"232","2007-12-03",58.884998
"233","2007-12-04",58.740002
"234","2007-12-05",61
"235","2007-12-06",63.68
"236","2007-12-07",62.48
"237","2007-12-10",61.865002
"238","2007-12-11",59.095001
"239","2007-12-12",62.349998
"240","2007-12-13",62.07
"241","2007-12-14",60.959999
"242","2007-12-17",58.040001
"243","2007-12-18",58.215
"244","2007-12-19",56.924999
"245","2007-12-20",59.560001
"246","2007-12-21",61.875
"247","2007-12-24",63.264999
"248","2007-12-26",64.764999
"249","2007-12-27",63.919998
"250","2007-12-28",64.389999
"251","2007-12-31",63.685001
"252","2008-01-02",61.779999
"253","2008-01-03",62.880001
"254","2008-01-04",59.18
"255","2008-01-07",57.369999
"256","2008-01-08",54.580002
"257","2008-01-09",51.98
"258","2008-01-10",52.68
"259","2008-01-11",49.560001
"260","2008-01-14",51.709999
"261","2008-01-15",47.939999
"262","2008-01-16",46.029999
"263","2008-01-17",43.119999
"264","2008-01-18",42.919998
"265","2008-01-22",42.619999
"266","2008-01-23",45.330002
"267","2008-01-24",46.200001
"268","2008-01-25",49.02
"269","2008-01-28",50.509998
"270","2008-01-29",48.310001
"271","2008-01-30",48.52
"272","2008-01-31",48.349998
"273","2008-02-01",46.939999
"274","2008-02-04",49.98
"275","2008-02-05",47.619999
"276","2008-02-06",47.02
"277","2008-02-07",48.139999
"278","2008-02-08",49.23
"279","2008-02-11",50.959999
"280","2008-02-12",50.130001
"281","2008-02-13",52.389999
"282","2008-02-14",51.400002
"283","2008-02-15",51.18
"284","2008-02-19",52.240002
"285","2008-02-20",52.77
"286","2008-02-21",51.970001
"287","2008-02-22",53.439999
"288","2008-02-25",53.099998
"289","2008-02-26",53.400002
"290","2008-02-27",52.900002
"291","2008-02-28",52.810001
"292","2008-02-29",50.380001
"293","2008-03-03",51.009998
