"","date","SBAC"
"1","2007-01-03",27.549999
"2","2007-01-04",28.08
"3","2007-01-05",27.33
"4","2007-01-08",27.27
"5","2007-01-09",28.049999
"6","2007-01-10",28.549999
"7","2007-01-11",28.700001
"8","2007-01-12",29.23
"9","2007-01-16",28.610001
"10","2007-01-17",28.25
"11","2007-01-18",28.41
"12","2007-01-19",29.049999
"13","2007-01-22",28.68
"14","2007-01-23",28.780001
"15","2007-01-24",28.879999
"16","2007-01-25",29.23
"17","2007-01-26",29.799999
"18","2007-01-29",30
"19","2007-01-30",30
"20","2007-01-31",29.709999
"21","2007-02-01",29.32
"22","2007-02-02",29.17
"23","2007-02-05",29.440001
"24","2007-02-06",28.98
"25","2007-02-07",29.25
"26","2007-02-08",29.76
"27","2007-02-09",29.049999
"28","2007-02-12",28.65
"29","2007-02-13",28.33
"30","2007-02-14",28.76
"31","2007-02-15",28.790001
"32","2007-02-16",28.66
"33","2007-02-20",29.700001
"34","2007-02-21",29.700001
"35","2007-02-22",29.950001
"36","2007-02-23",28.93
"37","2007-02-26",28.540001
"38","2007-02-27",27.66
"39","2007-02-28",26.969999
"40","2007-03-01",26.51
"41","2007-03-02",26.23
"42","2007-03-05",26
"43","2007-03-06",27.01
"44","2007-03-07",27.1
"45","2007-03-08",27.1
"46","2007-03-09",27.18
"47","2007-03-12",27.610001
"48","2007-03-13",27.030001
"49","2007-03-14",27.129999
"50","2007-03-15",27.129999
"51","2007-03-16",27.27
"52","2007-03-19",27.27
"53","2007-03-20",28.200001
"54","2007-03-21",29.18
"55","2007-03-22",29.83
"56","2007-03-23",29.76
"57","2007-03-26",29.620001
"58","2007-03-27",29.290001
"59","2007-03-28",29.34
"60","2007-03-29",29.51
"61","2007-03-30",29.549999
"62","2007-04-02",29.49
"63","2007-04-03",29.870001
"64","2007-04-04",29.780001
"65","2007-04-05",29.5
"66","2007-04-09",29.98
"67","2007-04-10",30.65
"68","2007-04-11",29.82
"69","2007-04-12",30.51
"70","2007-04-13",30.17
"71","2007-04-16",30.76
"72","2007-04-17",30.58
"73","2007-04-18",30.1
"74","2007-04-19",30.200001
"75","2007-04-20",30.360001
"76","2007-04-23",30.24
"77","2007-04-24",30.530001
"78","2007-04-25",30.450001
"79","2007-04-26",29.99
"80","2007-04-27",29.93
"81","2007-04-30",29.42
"82","2007-05-01",29.540001
"83","2007-05-02",30.379999
"84","2007-05-03",30.040001
"85","2007-05-04",30.15
"86","2007-05-07",30.639999
"87","2007-05-08",30.120001
"88","2007-05-09",31.17
"89","2007-05-10",30.6
"90","2007-05-11",30.98
"91","2007-05-14",30.52
"92","2007-05-15",30.049999
"93","2007-05-16",30.16
"94","2007-05-17",30.07
"95","2007-05-18",30.6
"96","2007-05-21",30.77
"97","2007-05-22",30.700001
"98","2007-05-23",31.17
"99","2007-05-24",30.42
"100","2007-05-25",30.82
"101","2007-05-29",31
"102","2007-05-30",31.879999
"103","2007-05-31",32.130001
"104","2007-06-01",32.43
"105","2007-06-04",32.599998
"106","2007-06-05",32.630001
"107","2007-06-06",32.139999
"108","2007-06-07",31.450001
"109","2007-06-08",31.76
"110","2007-06-11",31.65
"111","2007-06-12",31.92
"112","2007-06-13",32.32
"113","2007-06-14",32.380001
"114","2007-06-15",33.200001
"115","2007-06-18",33.32
"116","2007-06-19",33.709999
"117","2007-06-20",33.650002
"118","2007-06-21",33.040001
"119","2007-06-22",32.82
"120","2007-06-25",32.549999
"121","2007-06-26",32.299999
"122","2007-06-27",33.200001
"123","2007-06-28",33.23
"124","2007-06-29",33.59
"125","2007-07-02",34.68
"126","2007-07-03",34.990002
"127","2007-07-05",34.970001
"128","2007-07-06",34.93
"129","2007-07-09",34.959999
"130","2007-07-10",34.299999
"131","2007-07-11",34.59
"132","2007-07-12",35.919998
"133","2007-07-13",36
"134","2007-07-16",35.669998
"135","2007-07-17",35.360001
"136","2007-07-18",35.150002
"137","2007-07-19",36.470001
"138","2007-07-20",36.080002
"139","2007-07-23",36.27
"140","2007-07-24",35.490002
"141","2007-07-25",35.16
"142","2007-07-26",34.540001
"143","2007-07-27",33.419998
"144","2007-07-30",33.439999
"145","2007-07-31",33.32
"146","2007-08-01",32.380001
"147","2007-08-02",33.98
"148","2007-08-03",32
"149","2007-08-06",32.049999
"150","2007-08-07",32.650002
"151","2007-08-08",34.049999
"152","2007-08-09",32.939999
"153","2007-08-10",33.25
"154","2007-08-13",33.389999
"155","2007-08-14",31.139999
"156","2007-08-15",30.440001
"157","2007-08-16",29.559999
"158","2007-08-17",30.969999
"159","2007-08-20",30.700001
"160","2007-08-21",30.9
"161","2007-08-22",31.280001
"162","2007-08-23",31.68
"163","2007-08-24",32.59
"164","2007-08-27",32.740002
"165","2007-08-28",31.67
"166","2007-08-29",31.690001
"167","2007-08-30",31.860001
"168","2007-08-31",32.57
"169","2007-09-04",33.82
"170","2007-09-05",33.110001
"171","2007-09-06",33.009998
"172","2007-09-07",32.43
"173","2007-09-10",32.330002
"174","2007-09-11",33.16
"175","2007-09-12",32.860001
"176","2007-09-13",33.610001
"177","2007-09-14",33.169998
"178","2007-09-17",32.77
"179","2007-09-18",33.09
"180","2007-09-19",34.040001
"181","2007-09-20",34.389999
"182","2007-09-21",35.029999
"183","2007-09-24",35.419998
"184","2007-09-25",35.860001
"185","2007-09-26",35.27
"186","2007-09-27",35.599998
"187","2007-09-28",35.279999
"188","2007-10-01",35.860001
"189","2007-10-02",35.279999
"190","2007-10-03",35.27
"191","2007-10-04",35.549999
"192","2007-10-05",35.75
"193","2007-10-08",35.169998
"194","2007-10-09",35.66
"195","2007-10-10",35
"196","2007-10-11",34.650002
"197","2007-10-12",34.57
"198","2007-10-15",34.5
"199","2007-10-16",34.080002
"200","2007-10-17",34.900002
"201","2007-10-18",34.73
"202","2007-10-19",34.009998
"203","2007-10-22",35.009998
"204","2007-10-23",35.400002
"205","2007-10-24",35.57
"206","2007-10-25",35.799999
"207","2007-10-26",36.380001
"208","2007-10-29",36.43
"209","2007-10-30",36.23
"210","2007-10-31",35.599998
"211","2007-11-01",34.689999
"212","2007-11-02",37.220001
"213","2007-11-05",38.299999
"214","2007-11-06",38.029999
"215","2007-11-07",36.990002
"216","2007-11-08",36.77
"217","2007-11-09",32.650002
"218","2007-11-12",31.01
"219","2007-11-13",33.669998
"220","2007-11-14",33.02
"221","2007-11-15",33.369999
"222","2007-11-16",34.349998
"223","2007-11-19",33.799999
"224","2007-11-20",34.07
"225","2007-11-21",33.66
"226","2007-11-23",34.400002
"227","2007-11-26",34.689999
"228","2007-11-27",34.73
"229","2007-11-28",35.75
"230","2007-11-29",36.93
"231","2007-11-30",37.439999
"232","2007-12-03",36.66
"233","2007-12-04",34.75
"234","2007-12-05",35.310001
"235","2007-12-06",35.650002
"236","2007-12-07",36.580002
"237","2007-12-10",36.380001
"238","2007-12-11",35.18
"239","2007-12-12",34.18
"240","2007-12-13",33.709999
"241","2007-12-14",33.619999
"242","2007-12-17",31.65
"243","2007-12-18",32.759998
"244","2007-12-19",32.82
"245","2007-12-20",32.939999
"246","2007-12-21",34.389999
"247","2007-12-24",33.889999
"248","2007-12-26",34.419998
"249","2007-12-27",33.75
"250","2007-12-28",33.580002
"251","2007-12-31",33.84
"252","2008-01-02",33.139999
"253","2008-01-03",32.290001
"254","2008-01-04",31.17
"255","2008-01-07",30.33
"256","2008-01-08",29.559999
"257","2008-01-09",28.5
"258","2008-01-10",28.59
"259","2008-01-11",28.27
"260","2008-01-14",29.49
"261","2008-01-15",28.98
"262","2008-01-16",27.77
"263","2008-01-17",26.65
"264","2008-01-18",26.17
"265","2008-01-22",25.73
"266","2008-01-23",25.5
"267","2008-01-24",27.5
"268","2008-01-25",26.370001
"269","2008-01-28",26.77
"270","2008-01-29",29.219999
"271","2008-01-30",28.5
"272","2008-01-31",29.610001
"273","2008-02-01",31
"274","2008-02-04",30.450001
"275","2008-02-05",28.76
"276","2008-02-06",28.93
"277","2008-02-07",29.1
"278","2008-02-08",30.84
"279","2008-02-11",30.84
"280","2008-02-12",31
"281","2008-02-13",30.84
"282","2008-02-14",30.719999
"283","2008-02-15",30.35
"284","2008-02-19",31.040001
"285","2008-02-20",30.74
"286","2008-02-21",29.57
"287","2008-02-22",32.200001
"288","2008-02-25",32.82
