"","date","EGO"
"1","2007-01-03",26.200001
"2","2007-01-04",25.549999
"3","2007-01-05",25.799999
"4","2007-01-08",26.6
"5","2007-01-09",26.450001
"6","2007-01-10",26.15
"7","2007-01-11",25.450001
"8","2007-01-12",26.9
"9","2007-01-16",27.5
"10","2007-01-17",27.049999
"11","2007-01-18",26.75
"12","2007-01-19",27.950001
"13","2007-01-22",27.200001
"14","2007-01-23",28.35
"15","2007-01-24",28.6
"16","2007-01-25",28.5
"17","2007-01-26",28.6
"18","2007-01-29",27.4
"19","2007-01-30",27.15
"20","2007-01-31",28.35
"21","2007-02-01",29.5
"22","2007-02-02",29.25
"23","2007-02-05",29.049999
"24","2007-02-06",28.75
"25","2007-02-07",28.65
"26","2007-02-08",29.799999
"27","2007-02-09",29.85
"28","2007-02-12",29.5
"29","2007-02-13",29.799999
"30","2007-02-14",30.549999
"31","2007-02-15",31.65
"32","2007-02-16",32.5
"33","2007-02-20",30.35
"34","2007-02-21",32.75
"35","2007-02-22",31.9
"36","2007-02-23",32
"37","2007-02-26",32.099998
"38","2007-02-27",30.15
"39","2007-02-28",29.9
"40","2007-03-01",29.25
"41","2007-03-02",28.1
"42","2007-03-05",27.450001
"43","2007-03-06",29.15
"44","2007-03-07",29.85
"45","2007-03-08",29.200001
"46","2007-03-09",29.200001
"47","2007-03-12",29.200001
"48","2007-03-13",28.549999
"49","2007-03-14",28.049999
"50","2007-03-15",28.1
"51","2007-03-16",28.1
"52","2007-03-19",29.299999
"53","2007-03-20",29.85
"54","2007-03-21",30.549999
"55","2007-03-22",31.299999
"56","2007-03-23",31
"57","2007-03-26",30.5
"58","2007-03-27",30.549999
"59","2007-03-28",30.4
"60","2007-03-29",29.549999
"61","2007-03-30",29.15
"62","2007-04-02",29.35
"63","2007-04-03",29.75
"64","2007-04-04",31.049999
"65","2007-04-05",30.6
"66","2007-04-09",30.549999
"67","2007-04-10",30.9
"68","2007-04-11",30.65
"69","2007-04-12",31.4
"70","2007-04-13",31.6
"71","2007-04-16",32
"72","2007-04-17",31.25
"73","2007-04-18",31.9
"74","2007-04-19",31.25
"75","2007-04-20",30.5
"76","2007-04-23",30.799999
"77","2007-04-24",29.049999
"78","2007-04-25",29.75
"79","2007-04-26",28.75
"80","2007-04-27",29.450001
"81","2007-04-30",29.5
"82","2007-05-01",28.6
"83","2007-05-02",29
"84","2007-05-03",29.799999
"85","2007-05-04",30.9
"86","2007-05-07",30.6
"87","2007-05-08",29.549999
"88","2007-05-09",29.950001
"89","2007-05-10",29.049999
"90","2007-05-11",29.200001
"91","2007-05-14",28.75
"92","2007-05-15",28.299999
"93","2007-05-16",27.950001
"94","2007-05-17",27.75
"95","2007-05-18",29.049999
"96","2007-05-21",28.5
"97","2007-05-22",28.25
"98","2007-05-23",28.85
"99","2007-05-24",27.4
"100","2007-05-25",28
"101","2007-05-29",28.1
"102","2007-05-30",27.35
"103","2007-05-31",28.5
"104","2007-06-01",29.9
"105","2007-06-04",30.200001
"106","2007-06-05",30.5
"107","2007-06-06",30.299999
"108","2007-06-07",29.049999
"109","2007-06-08",27.9
"110","2007-06-11",28.200001
"111","2007-06-12",28
"112","2007-06-13",27.950001
"113","2007-06-14",28.6
"114","2007-06-15",28.5
"115","2007-06-18",29
"116","2007-06-19",30
"117","2007-06-20",29.9
"118","2007-06-21",29.65
"119","2007-06-22",29.9
"120","2007-06-25",29.4
"121","2007-06-26",28.4
"122","2007-06-27",28.75
"123","2007-06-28",29.6
"124","2007-06-29",29.15
"125","2007-07-02",31.450001
"126","2007-07-03",31.9
"127","2007-07-05",33.700001
"128","2007-07-06",34.75
"129","2007-07-09",34.150002
"130","2007-07-10",34.099998
"131","2007-07-11",34.400002
"132","2007-07-12",25.9
"133","2007-07-13",25.1
"134","2007-07-16",23.799999
"135","2007-07-17",23.1
"136","2007-07-18",23.450001
"137","2007-07-19",24.450001
"138","2007-07-20",24.799999
"139","2007-07-23",24.049999
"140","2007-07-24",23.9
"141","2007-07-25",23.700001
"142","2007-07-26",22.65
"143","2007-07-27",21.799999
"144","2007-07-30",22
"145","2007-07-31",22.85
"146","2007-08-01",22.15
"147","2007-08-02",22.85
"148","2007-08-03",23.950001
"149","2007-08-06",24.549999
"150","2007-08-07",24.65
"151","2007-08-08",25.799999
"152","2007-08-09",25.75
"153","2007-08-10",26.85
"154","2007-08-13",25.950001
"155","2007-08-14",24.950001
"156","2007-08-15",23.15
"157","2007-08-16",20.9
"158","2007-08-17",22.049999
"159","2007-08-20",24.1
"160","2007-08-21",24.1
"161","2007-08-22",24.5
"162","2007-08-23",24.799999
"163","2007-08-24",24.4
"164","2007-08-27",24.9
"165","2007-08-28",24.450001
"166","2007-08-29",24.75
"167","2007-08-30",23.950001
"168","2007-08-31",24.85
"169","2007-09-04",25.799999
"170","2007-09-05",26
"171","2007-09-06",27
"172","2007-09-07",26.75
"173","2007-09-10",27.15
"174","2007-09-11",28.4
"175","2007-09-12",28
"176","2007-09-13",27.5
"177","2007-09-14",27.9
"178","2007-09-17",27.35
"179","2007-09-18",28.4
"180","2007-09-19",29.35
"181","2007-09-20",30.549999
"182","2007-09-21",30.5
"183","2007-09-24",29.549999
"184","2007-09-25",29.85
"185","2007-09-26",29.5
"186","2007-09-27",29.75
"187","2007-09-28",30.25
"188","2007-10-01",31.200001
"189","2007-10-02",30.549999
"190","2007-10-03",29.799999
"191","2007-10-04",29.85
"192","2007-10-05",31
"193","2007-10-08",30.35
"194","2007-10-09",32.049999
"195","2007-10-10",33.700001
"196","2007-10-11",34.25
"197","2007-10-12",33.200001
"198","2007-10-15",34.849998
"199","2007-10-16",33.650002
"200","2007-10-17",34
"201","2007-10-18",34.099998
"202","2007-10-19",33.900002
"203","2007-10-22",31.6
"204","2007-10-23",32.75
"205","2007-10-24",33.549999
"206","2007-10-25",33.5
"207","2007-10-26",33.849998
"208","2007-10-29",35.150002
"209","2007-10-30",34.049999
"210","2007-10-31",34.700001
"211","2007-11-01",32.599998
"212","2007-11-02",32.900002
"213","2007-11-05",31.85
"214","2007-11-06",33.049999
"215","2007-11-07",31.4
"216","2007-11-08",31.15
"217","2007-11-09",30.200001
"218","2007-11-12",27.700001
"219","2007-11-13",28.700001
"220","2007-11-14",28.200001
"221","2007-11-15",27.6
"222","2007-11-16",28.65
"223","2007-11-19",27.35
"224","2007-11-20",28.4
"225","2007-11-21",27.9
"226","2007-11-23",30.299999
"227","2007-11-26",29.200001
"228","2007-11-27",28.75
"229","2007-11-28",30.15
"230","2007-11-29",29.450001
"231","2007-11-30",29.1
"232","2007-12-03",29.049999
"233","2007-12-04",29
"234","2007-12-05",28.4
"235","2007-12-06",28.950001
"236","2007-12-07",29.700001
"237","2007-12-10",29.200001
"238","2007-12-11",28.4
"239","2007-12-12",28.35
"240","2007-12-13",27.549999
"241","2007-12-14",26.700001
"242","2007-12-17",25.950001
"243","2007-12-18",26.700001
"244","2007-12-19",27.5
"245","2007-12-20",27.200001
"246","2007-12-21",29.15
"247","2007-12-24",28.6
"248","2007-12-26",28.1
"249","2007-12-27",29.200001
"250","2007-12-28",30.1
"251","2007-12-31",29
"252","2008-01-02",31
"253","2008-01-03",31.4
"254","2008-01-04",32.400002
"255","2008-01-07",31.1
"256","2008-01-08",31.549999
"257","2008-01-09",32.799999
"258","2008-01-10",34.200001
"259","2008-01-11",33.75
"260","2008-01-14",33.150002
"261","2008-01-15",31.5
"262","2008-01-16",29.9
"263","2008-01-17",29.85
"264","2008-01-18",29.799999
"265","2008-01-22",31.299999
"266","2008-01-23",29.950001
"267","2008-01-24",31.549999
"268","2008-01-25",31.35
"269","2008-01-28",31.9
"270","2008-01-29",32.049999
"271","2008-01-30",32.599998
"272","2008-01-31",32.650002
"273","2008-02-01",32.099998
"274","2008-02-04",31
"275","2008-02-05",30.1
"276","2008-02-06",30.25
"277","2008-02-07",29.85
"278","2008-02-08",30.200001
"279","2008-02-11",30.049999
"280","2008-02-12",29.049999
"281","2008-02-13",29.25
"282","2008-02-14",29.299999
"283","2008-02-15",29.5
"284","2008-02-19",29.5
"285","2008-02-20",30
"286","2008-02-21",29.799999
"287","2008-02-22",30.25
"288","2008-02-25",30.15
"289","2008-02-26",30.35
"290","2008-02-27",31.5
"291","2008-02-28",34.150002
"292","2008-02-29",35
"293","2008-03-03",34.950001
"294","2008-03-04",33
"295","2008-03-05",33.650002
"296","2008-03-06",38.200001
"297","2008-03-07",37
"298","2008-03-10",35
"299","2008-03-11",34.200001
"300","2008-03-12",35.349998
"301","2008-03-13",36.349998
"302","2008-03-14",37.5
"303","2008-03-17",37
"304","2008-03-18",37.5
"305","2008-03-19",34.200001
"306","2008-03-20",32.599998
"307","2008-03-24",32.299999
"308","2008-03-25",34.5
"309","2008-03-26",33.950001
"310","2008-03-27",33.099998
"311","2008-03-28",35
"312","2008-03-31",34.099998
"313","2008-04-01",33.650002
"314","2008-04-02",35.25
"315","2008-04-03",36.25
"316","2008-04-04",35.799999
"317","2008-04-07",36.599998
"318","2008-04-08",36.950001
"319","2008-04-09",37
"320","2008-04-10",36.900002
"321","2008-04-11",36.049999
"322","2008-04-14",36.400002
"323","2008-04-15",36.700001
"324","2008-04-16",38.349998
"325","2008-04-17",38.25
"326","2008-04-18",37.150002
"327","2008-04-21",36.200001
"328","2008-04-22",36.5
"329","2008-04-23",34.900002
"330","2008-04-24",32.849998
"331","2008-04-25",33.049999
"332","2008-04-28",33.5
"333","2008-04-29",32.450001
"334","2008-04-30",33.799999
"335","2008-05-01",33.849998
"336","2008-05-02",33
"337","2008-05-05",33.799999
"338","2008-05-06",35.599998
"339","2008-05-07",35.5
"340","2008-05-08",36.049999
"341","2008-05-09",37.200001
"342","2008-05-12",36.599998
"343","2008-05-13",36
"344","2008-05-14",35.299999
"345","2008-05-15",37
"346","2008-05-16",38.299999
"347","2008-05-19",38.75
"348","2008-05-20",39.5
"349","2008-05-21",41.599998
"350","2008-05-22",40.799999
"351","2008-05-23",41
"352","2008-05-27",40.25
"353","2008-05-28",40.099998
"354","2008-05-29",39.400002
"355","2008-05-30",40.450001
"356","2008-06-02",42.349998
"357","2008-06-03",41.400002
"358","2008-06-04",41.349998
"359","2008-06-05",42.150002
"360","2008-06-06",43.25
"361","2008-06-09",43.5
"362","2008-06-10",41.450001
"363","2008-06-11",41.5
"364","2008-06-12",40.75
"365","2008-06-13",40.299999
"366","2008-06-16",41.150002
"367","2008-06-17",41.549999
"368","2008-06-18",41.950001
"369","2008-06-19",40.400002
"370","2008-06-20",38.799999
"371","2008-06-23",40.650002
"372","2008-06-24",38.849998
"373","2008-06-25",36.25
"374","2008-06-26",40.150002
"375","2008-06-27",42.650002
"376","2008-06-30",43.25
"377","2008-07-01",46
"378","2008-07-02",42.549999
"379","2008-07-03",39.799999
"380","2008-07-07",39.25
"381","2008-07-08",39.150002
"382","2008-07-09",39.549999
"383","2008-07-10",41.150002
"384","2008-07-11",42.799999
"385","2008-07-14",43.650002
"386","2008-07-15",41.599998
"387","2008-07-16",40.75
"388","2008-07-17",39.75
"389","2008-07-18",39.549999
"390","2008-07-21",40.400002
"391","2008-07-22",39.700001
"392","2008-07-23",37.400002
"393","2008-07-24",38.599998
"394","2008-07-25",39.400002
"395","2008-07-28",39.599998
"396","2008-07-29",38.700001
"397","2008-07-30",39.049999
"398","2008-07-31",40.75
"399","2008-08-01",42.400002
"400","2008-08-04",41.549999
"401","2008-08-05",37.700001
"402","2008-08-06",39
"403","2008-08-07",38.75
"404","2008-08-08",36.599998
"405","2008-08-11",33.75
"406","2008-08-12",36.799999
"407","2008-08-13",37
"408","2008-08-14",36.450001
"409","2008-08-15",35.099998
"410","2008-08-18",34.950001
"411","2008-08-19",37.349998
"412","2008-08-20",36.650002
"413","2008-08-21",39.650002
"414","2008-08-22",39
"415","2008-08-25",39.150002
"416","2008-08-26",39.599998
"417","2008-08-27",39.049999
"418","2008-08-28",39.349998
"419","2008-08-29",39.650002
"420","2008-09-02",39.150002
"421","2008-09-03",35.5
"422","2008-09-04",33.549999
"423","2008-09-05",33.150002
"424","2008-09-08",30.35
"425","2008-09-09",27.6
"426","2008-09-10",29.1
"427","2008-09-11",28.35
"428","2008-09-12",31.5
"429","2008-09-15",29.950001
"430","2008-09-16",31
"431","2008-09-17",35.400002
"432","2008-09-18",32.450001
"433","2008-09-19",34.450001
"434","2008-09-22",38.599998
"435","2008-09-23",36.900002
"436","2008-09-24",36.849998
"437","2008-09-25",35.849998
"438","2008-09-26",33.849998
"439","2008-09-29",32.849998
"440","2008-09-30",31.299999
"441","2008-10-01",31.65
"442","2008-10-02",26.35
"443","2008-10-03",26.75
"444","2008-10-06",25.700001
"445","2008-10-07",25.799999
"446","2008-10-08",29.950001
"447","2008-10-09",29.5
"448","2008-10-10",21.549999
"449","2008-10-13",22.65
"450","2008-10-14",23.15
"451","2008-10-15",23
"452","2008-10-16",18.9
"453","2008-10-17",18.25
"454","2008-10-20",19.25
"455","2008-10-21",17.75
"456","2008-10-22",15
"457","2008-10-23",14.6
"458","2008-10-24",16.049999
"459","2008-10-27",14.1
"460","2008-10-28",16.9
"461","2008-10-29",22.1
"462","2008-10-30",21.5
"463","2008-10-31",21.25
"464","2008-11-03",20.85
"465","2008-11-04",25.75
"466","2008-11-05",25.299999
"467","2008-11-06",22.6
"468","2008-11-07",24.6
"469","2008-11-10",26.4
"470","2008-11-11",23.4
"471","2008-11-12",20.35
"472","2008-11-13",23.950001
"473","2008-11-14",22.4
"474","2008-11-17",23.25
"475","2008-11-18",22.65
"476","2008-11-19",20.9
"477","2008-11-20",21.299999
"478","2008-11-21",26.1
"479","2008-11-24",25.799999
"480","2008-11-25",27.15
"481","2008-11-26",28.25
"482","2008-11-28",28.5
"483","2008-12-01",24
"484","2008-12-02",25.549999
"485","2008-12-03",25.6
"486","2008-12-04",24.049999
"487","2008-12-05",24.200001
"488","2008-12-08",24.75
"489","2008-12-09",26.65
"490","2008-12-10",30.65
"491","2008-12-11",29.4
"492","2008-12-12",31.9
"493","2008-12-15",33.200001
"494","2008-12-16",36.549999
"495","2008-12-17",34.450001
"496","2008-12-18",33.650002
"497","2008-12-19",33.299999
"498","2008-12-22",33.75
"499","2008-12-23",34.549999
"500","2008-12-24",34.849998
"501","2008-12-26",36.799999
"502","2008-12-29",39
