"","date","ACA"
"1","2018-11-05",29.129999
"2","2018-11-06",28.33
"3","2018-11-07",29.49
"4","2018-11-08",32.93
"5","2018-11-09",32.580002
"6","2018-11-12",30.309999
"7","2018-11-13",30.879999
"8","2018-11-14",30.85
"9","2018-11-15",31.33
"10","2018-11-16",31.299999
"11","2018-11-19",30.299999
"12","2018-11-20",29.6
"13","2018-11-21",28.790001
"14","2018-11-23",27.799999
"15","2018-11-26",27.18
"16","2018-11-27",27.82
"17","2018-11-28",27.85
"18","2018-11-29",26.27
"19","2018-11-30",27.34
"20","2018-12-03",29.33
"21","2018-12-04",26.82
"22","2018-12-06",26.52
"23","2018-12-07",26.33
"24","2018-12-10",25.120001
"25","2018-12-11",23.969999
"26","2018-12-12",24.51
"27","2018-12-13",24.77
"28","2018-12-14",24.370001
"29","2018-12-17",23.75
"30","2018-12-18",23.27
"31","2018-12-19",23.120001
"32","2018-12-20",24.459999
"33","2018-12-21",24.49
"34","2018-12-24",24.700001
"35","2018-12-26",25.719999
"36","2018-12-27",26.459999
"37","2018-12-28",27.450001
"38","2018-12-31",27.690001
"39","2019-01-02",28.26
"40","2019-01-03",28.280001
"41","2019-01-04",29.01
"42","2019-01-07",30.450001
"43","2019-01-08",30.219999
"44","2019-01-09",29.25
"45","2019-01-10",28.709999
"46","2019-01-11",29.280001
"47","2019-01-14",29.66
"48","2019-01-15",29.57
"49","2019-01-16",29.66
"50","2019-01-17",29.780001
"51","2019-01-18",29.809999
"52","2019-01-22",29
"53","2019-01-23",28.67
"54","2019-01-24",29
"55","2019-01-25",29.35
"56","2019-01-28",28.530001
"57","2019-01-29",29.120001
"58","2019-01-30",29.059999
"59","2019-01-31",29.43
"60","2019-02-01",29
"61","2019-02-04",29.5
"62","2019-02-05",29.629999
"63","2019-02-06",29.360001
"64","2019-02-07",29.42
"65","2019-02-08",29.530001
"66","2019-02-11",29.6
"67","2019-02-12",29.93
"68","2019-02-13",29.75
"69","2019-02-14",30.389999
"70","2019-02-15",31.459999
"71","2019-02-19",31.59
"72","2019-02-20",32.209999
"73","2019-02-21",31.52
"74","2019-02-22",31
"75","2019-02-25",31.42
"76","2019-02-26",31.549999
"77","2019-02-27",31.889999
"78","2019-02-28",33.490002
"79","2019-03-01",33.93
"80","2019-03-04",34.880001
"81","2019-03-05",34.650002
"82","2019-03-06",34.200001
"83","2019-03-07",33.200001
"84","2019-03-08",33.720001
"85","2019-03-11",34.099998
"86","2019-03-12",33.93
"87","2019-03-13",32.950001
"88","2019-03-14",32.099998
"89","2019-03-15",31.93
"90","2019-03-18",31.52
"91","2019-03-19",29.959999
"92","2019-03-20",29.889999
"93","2019-03-21",29.74
"94","2019-03-22",29.040001
"95","2019-03-25",28.84
"96","2019-03-26",29.25
"97","2019-03-27",28.76
"98","2019-03-28",29.75
"99","2019-03-29",30.549999
"100","2019-04-01",30.719999
"101","2019-04-02",30.9
"102","2019-04-03",31.51
"103","2019-04-04",31.59
"104","2019-04-05",31.299999
"105","2019-04-08",31.110001
"106","2019-04-09",30.82
"107","2019-04-10",30.870001
"108","2019-04-11",30.870001
"109","2019-04-12",30.6
"110","2019-04-15",30.709999
"111","2019-04-16",30.530001
"112","2019-04-17",30.25
"113","2019-04-18",29.91
"114","2019-04-22",30.959999
"115","2019-04-23",30.809999
"116","2019-04-24",31.059999
"117","2019-04-25",30.59
"118","2019-04-26",30.860001
"119","2019-04-29",30.870001
"120","2019-04-30",31.129999
"121","2019-05-01",31.02
"122","2019-05-02",30.290001
"123","2019-05-03",37.43
"124","2019-05-06",37.619999
"125","2019-05-07",36.599998
"126","2019-05-08",36.290001
"127","2019-05-09",36.060001
"128","2019-05-10",35.880001
"129","2019-05-13",35.610001
"130","2019-05-14",36.110001
"131","2019-05-15",36.16
"132","2019-05-16",36.27
"133","2019-05-17",35.580002
"134","2019-05-20",35.389999
"135","2019-05-21",36.369999
"136","2019-05-22",36.029999
"137","2019-05-23",35.380001
"138","2019-05-24",34.419998
"139","2019-05-28",34.549999
"140","2019-05-29",34.240002
"141","2019-05-30",35
"142","2019-05-31",33.889999
"143","2019-06-03",34.630001
"144","2019-06-04",35.52
"145","2019-06-05",36.200001
"146","2019-06-06",37.060001
"147","2019-06-07",38.34
"148","2019-06-10",38.689999
"149","2019-06-11",36.860001
"150","2019-06-12",35.98
"151","2019-06-13",37
"152","2019-06-14",36.34
"153","2019-06-17",35.459999
"154","2019-06-18",36.209999
"155","2019-06-19",36.029999
"156","2019-06-20",36.389999
"157","2019-06-21",36.57
"158","2019-06-24",36.349998
"159","2019-06-25",35.900002
"160","2019-06-26",36.5
"161","2019-06-27",36.98
"162","2019-06-28",37.630001
"163","2019-07-01",37.68
"164","2019-07-02",37.880001
"165","2019-07-03",36.389999
"166","2019-07-05",37.290001
"167","2019-07-08",37.310001
"168","2019-07-09",37.130001
"169","2019-07-10",36.41
"170","2019-07-11",36.689999
"171","2019-07-12",36.029999
"172","2019-07-15",35.5
"173","2019-07-16",36.66
"174","2019-07-17",36.68
"175","2019-07-18",36.720001
"176","2019-07-19",36.439999
"177","2019-07-22",35.740002
"178","2019-07-23",36.75
"179","2019-07-24",37.349998
"180","2019-07-25",36.299999
"181","2019-07-26",36.450001
"182","2019-07-29",35.709999
"183","2019-07-30",37.259998
"184","2019-07-31",37.5
"185","2019-08-01",35.830002
"186","2019-08-02",35.16
"187","2019-08-05",34.389999
"188","2019-08-06",34.450001
"189","2019-08-07",33.580002
"190","2019-08-08",34.029999
"191","2019-08-09",33.110001
"192","2019-08-12",32.73
"193","2019-08-13",32.919998
"194","2019-08-14",31.77
"195","2019-08-15",31.01
"196","2019-08-16",32.029999
"197","2019-08-19",32.459999
"198","2019-08-20",32.66
"199","2019-08-21",33.5
"200","2019-08-22",33.369999
"201","2019-08-23",31.82
"202","2019-08-26",32.02
"203","2019-08-27",31.18
"204","2019-08-28",31.51
"205","2019-08-29",32.009998
"206","2019-08-30",32.490002
"207","2019-09-03",32.040001
"208","2019-09-04",33.419998
"209","2019-09-05",33.900002
"210","2019-09-06",33.830002
"211","2019-09-09",34.439999
"212","2019-09-10",34.52
"213","2019-09-11",34.68
"214","2019-09-12",34.490002
"215","2019-09-13",34.93
"216","2019-09-16",34.639999
"217","2019-09-17",34.599998
"218","2019-09-18",34.73
"219","2019-09-19",34.25
"220","2019-09-20",34.349998
"221","2019-09-23",34.5
"222","2019-09-24",33.810001
"223","2019-09-25",34.470001
"224","2019-09-26",34.09
"225","2019-09-27",34.049999
"226","2019-09-30",34.209999
"227","2019-10-01",33.75
"228","2019-10-02",33.43
"229","2019-10-03",33.619999
"230","2019-10-04",33.889999
"231","2019-10-07",33.349998
"232","2019-10-08",32.560001
"233","2019-10-09",32.669998
"234","2019-10-10",33.189999
"235","2019-10-11",33.009998
"236","2019-10-14",33.369999
"237","2019-10-15",33.450001
"238","2019-10-16",33.689999
"239","2019-10-17",33.889999
"240","2019-10-18",33.330002
"241","2019-10-21",34.59
"242","2019-10-22",35.82
"243","2019-10-23",35.669998
"244","2019-10-24",35.32
"245","2019-10-25",35.860001
"246","2019-10-28",36.259998
"247","2019-10-29",37
"248","2019-10-30",37.41
"249","2019-10-31",38.41
"250","2019-11-01",37.880001
"251","2019-11-04",39.220001
"252","2019-11-05",40.16
"253","2019-11-06",39.110001
"254","2019-11-07",38.68
"255","2019-11-08",38.869999
"256","2019-11-11",38.619999
"257","2019-11-12",38.34
"258","2019-11-13",38.029999
"259","2019-11-14",38.290001
"260","2019-11-15",38.220001
"261","2019-11-18",38.279999
"262","2019-11-19",38.209999
"263","2019-11-20",38.419998
"264","2019-11-21",38.220001
"265","2019-11-22",38.279999
"266","2019-11-25",38.939999
"267","2019-11-26",39.52
"268","2019-11-27",39.439999
"269","2019-11-29",39.209999
"270","2019-12-02",38.799999
"271","2019-12-03",38.68
"272","2019-12-04",38.790001
"273","2019-12-05",39.310001
"274","2019-12-06",40.490002
"275","2019-12-09",40.029999
"276","2019-12-10",40
"277","2019-12-11",40.07
"278","2019-12-12",40.490002
"279","2019-12-13",43.330002
"280","2019-12-16",44
"281","2019-12-17",44.34
"282","2019-12-18",44.98
"283","2019-12-19",45.759998
"284","2019-12-20",45.220001
"285","2019-12-23",45.119999
"286","2019-12-24",45.25
"287","2019-12-26",45.09
"288","2019-12-27",44.900002
"289","2019-12-30",44.639999
"290","2019-12-31",44.549999
"291","2020-01-02",45.810001
"292","2020-01-03",45.700001
"293","2020-01-06",45.459999
"294","2020-01-07",45.049999
"295","2020-01-08",45.610001
"296","2020-01-09",46.16
"297","2020-01-10",45.549999
"298","2020-01-13",45.880001
"299","2020-01-14",46.080002
"300","2020-01-15",46.57
"301","2020-01-16",47.07
"302","2020-01-17",46.52
"303","2020-01-21",46.139999
"304","2020-01-22",45.450001
"305","2020-01-23",45.619999
"306","2020-01-24",44.77
"307","2020-01-27",44.5
"308","2020-01-28",45.150002
"309","2020-01-29",44.759998
"310","2020-01-30",44.810001
"311","2020-01-31",43.75
"312","2020-02-03",43.880001
"313","2020-02-04",44.630001
"314","2020-02-05",46.66
"315","2020-02-06",45.73
"316","2020-02-07",45.240002
"317","2020-02-10",45.91
"318","2020-02-11",46.389999
"319","2020-02-12",46.759998
"320","2020-02-13",47.669998
"321","2020-02-14",46.990002
"322","2020-02-18",46.650002
"323","2020-02-19",44.759998
"324","2020-02-20",45.599998
"325","2020-02-21",44.389999
"326","2020-02-24",43.360001
"327","2020-02-25",41.02
"328","2020-02-26",39.43
"329","2020-02-27",42.549999
"330","2020-02-28",42.959999
"331","2020-03-02",43.889999
"332","2020-03-03",42.48
"333","2020-03-04",43.799999
"334","2020-03-05",43.360001
"335","2020-03-06",41.470001
"336","2020-03-09",36.75
"337","2020-03-10",38.66
"338","2020-03-11",37.040001
"339","2020-03-12",32.93
"340","2020-03-13",37.18
"341","2020-03-16",33.099998
"342","2020-03-17",36.98
"343","2020-03-18",30.129999
"344","2020-03-19",30.34
"345","2020-03-20",31.16
"346","2020-03-23",30.440001
"347","2020-03-24",35.27
"348","2020-03-25",35.169998
"349","2020-03-26",39.099998
"350","2020-03-27",36.380001
"351","2020-03-30",38.66
"352","2020-03-31",39.740002
"353","2020-04-01",37.400002
"354","2020-04-02",36.599998
"355","2020-04-03",37.5
"356","2020-04-06",40.259998
"357","2020-04-07",37.810001
"358","2020-04-08",39.75
"359","2020-04-09",41.5
"360","2020-04-13",40.529999
"361","2020-04-14",41
"362","2020-04-15",39.220001
"363","2020-04-16",37.939999
"364","2020-04-17",41.380001
"365","2020-04-20",39.939999
"366","2020-04-21",37.599998
"367","2020-04-22",37.900002
"368","2020-04-23",38.32
"369","2020-04-24",38.290001
"370","2020-04-27",39.360001
"371","2020-04-28",39.720001
"372","2020-04-29",38.07
"373","2020-04-30",37.27
"374","2020-05-01",35.23
"375","2020-05-04",34.799999
"376","2020-05-05",34.32
"377","2020-05-06",32.84
"378","2020-05-07",32.450001
"379","2020-05-08",32.610001
"380","2020-05-11",33.650002
"381","2020-05-12",32.889999
"382","2020-05-13",32.27
"383","2020-05-14",32.18
"384","2020-05-15",32.299999
"385","2020-05-18",33.970001
"386","2020-05-19",33.759998
"387","2020-05-20",35.25
"388","2020-05-21",35.549999
"389","2020-05-22",35.720001
"390","2020-05-26",38.18
"391","2020-05-27",39.75
"392","2020-05-28",38.279999
"393","2020-05-29",38.169998
"394","2020-06-01",37.759998
"395","2020-06-02",39.360001
"396","2020-06-03",41.619999
"397","2020-06-04",42.599998
"398","2020-06-05",45.029999
"399","2020-06-08",45.220001
"400","2020-06-09",43.610001
"401","2020-06-10",42.310001
"402","2020-06-11",39.27
"403","2020-06-12",39.59
"404","2020-06-15",41.09
"405","2020-06-16",43.279999
"406","2020-06-17",41.470001
"407","2020-06-18",41.68
"408","2020-06-19",40.830002
"409","2020-06-22",41.439999
"410","2020-06-23",42
"411","2020-06-24",40.240002
"412","2020-06-25",40.32
"413","2020-06-26",39.41
"414","2020-06-29",41.610001
"415","2020-06-30",42.200001
"416","2020-07-01",41.099998
"417","2020-07-02",41.34
"418","2020-07-06",41.200001
"419","2020-07-07",39.869999
"420","2020-07-08",39.34
"421","2020-07-09",37.66
"422","2020-07-10",38.990002
"423","2020-07-13",39.950001
"424","2020-07-14",41.369999
"425","2020-07-15",42.75
"426","2020-07-16",43.279999
"427","2020-07-17",42.849998
"428","2020-07-20",42.43
"429","2020-07-21",43.290001
"430","2020-07-22",43.150002
"431","2020-07-23",42.669998
"432","2020-07-24",41.599998
"433","2020-07-27",42.130001
"434","2020-07-28",41.990002
"435","2020-07-29",43
"436","2020-07-30",42.09
"437","2020-07-31",42.220001
"438","2020-08-03",42.380001
"439","2020-08-04",42.959999
"440","2020-08-05",44.450001
"441","2020-08-06",44.18
"442","2020-08-07",45.75
"443","2020-08-10",46.16
"444","2020-08-11",45.869999
"445","2020-08-12",45.619999
"446","2020-08-13",44.919998
"447","2020-08-14",45.119999
"448","2020-08-17",45.48
"449","2020-08-18",45.18
"450","2020-08-19",45.68
"451","2020-08-20",45.060001
"452","2020-08-21",45.32
"453","2020-08-24",45.959999
"454","2020-08-25",46
"455","2020-08-26",45.619999
"456","2020-08-27",46.450001
"457","2020-08-28",46.5
"458","2020-08-31",46.290001
"459","2020-09-01",47.139999
"460","2020-09-02",47.82
"461","2020-09-03",47.349998
"462","2020-09-04",48.080002
"463","2020-09-08",46.59
"464","2020-09-09",46.610001
"465","2020-09-10",44.580002
"466","2020-09-11",44.459999
"467","2020-09-14",43.650002
"468","2020-09-15",44.52
"469","2020-09-16",45.299999
"470","2020-09-17",45.759998
"471","2020-09-18",45.400002
"472","2020-09-21",43.950001
"473","2020-09-22",44.470001
"474","2020-09-23",42.990002
"475","2020-09-24",43.200001
"476","2020-09-25",43.380001
"477","2020-09-28",44.27
"478","2020-09-29",44.32
"479","2020-09-30",44.09
"480","2020-10-01",44.18
"481","2020-10-02",44.84
"482","2020-10-05",45.630001
"483","2020-10-06",45.580002
"484","2020-10-07",46.259998
"485","2020-10-08",46.720001
"486","2020-10-09",46.77
"487","2020-10-12",49.049999
"488","2020-10-13",47.5
"489","2020-10-14",46.950001
"490","2020-10-15",48.27
"491","2020-10-16",48.400002
"492","2020-10-19",47.939999
"493","2020-10-20",48.709999
"494","2020-10-21",48.810001
"495","2020-10-22",48.849998
"496","2020-10-23",48.130001
"497","2020-10-26",46.75
"498","2020-10-27",46.029999
"499","2020-10-28",44.990002
"500","2020-10-29",45.52
"501","2020-10-30",46.169998
"502","2020-11-02",46.889999
"503","2020-11-03",47.860001
"504","2020-11-04",47.299999
"505","2020-11-05",50.099998
"506","2020-11-06",49.27
"507","2020-11-09",50.689999
"508","2020-11-10",54.549999
"509","2020-11-11",52.84
"510","2020-11-12",50.27
"511","2020-11-13",51.029999
"512","2020-11-16",53.450001
"513","2020-11-17",54.41
"514","2020-11-18",54.540001
"515","2020-11-19",54.259998
"516","2020-11-20",52.939999
"517","2020-11-23",54.790001
"518","2020-11-24",56
"519","2020-11-25",53.709999
"520","2020-11-27",54.419998
