"","date","DMRC"
"75","2007-04-20",10.52
"76","2007-04-23",10.21
"77","2007-04-24",10.19
"78","2007-04-25",10.32
"79","2007-04-26",10.35
"80","2007-04-27",9.97
"81","2007-04-30",9.65
"82","2007-05-01",9.97
"83","2007-05-02",9.88
"84","2007-05-03",10.36
"85","2007-05-04",10.1
"86","2007-05-07",9.77
"87","2007-05-08",10.18
"88","2007-05-09",10.06
"89","2007-05-10",9.56
"90","2007-05-11",9.92
"91","2007-05-14",9.59
"92","2007-05-15",9.41
"93","2007-05-16",9.42
"94","2007-05-17",9.05
"95","2007-05-18",9.16
"96","2007-05-21",9.25
"97","2007-05-22",9.32
"98","2007-05-23",9.4
"99","2007-05-24",9.3
"100","2007-05-25",9.38
"101","2007-05-29",9.36
"102","2007-05-30",9.39
"103","2007-05-31",9.42
"104","2007-06-01",9.32
"105","2007-06-04",9.47
"106","2007-06-05",9.94
"107","2007-06-06",9.89
"108","2007-06-07",9.91
"109","2007-06-08",9.55
"110","2007-06-11",9.75
"111","2007-06-12",9.36
"112","2007-06-13",9.49
"113","2007-06-14",9.41
"114","2007-06-15",9.41
"115","2007-06-18",9.46
"116","2007-06-19",9.56
"117","2007-06-20",9.04
"118","2007-06-21",8.98
"119","2007-06-22",8.91
"120","2007-06-25",9.06
"121","2007-06-26",9.07
"122","2007-06-27",9.92
"123","2007-06-28",9.61
"124","2007-06-29",9.81
"125","2007-07-02",9.97
"126","2007-07-03",10.36
"127","2007-07-05",10.4
"128","2007-07-06",10.45
"129","2007-07-09",10.35
"130","2007-07-10",10.43
"131","2007-07-11",10.49
"132","2007-07-12",10.62
"133","2007-07-13",10.56
"134","2007-07-16",10.47
"135","2007-07-17",10.39
"136","2007-07-18",11.08
"137","2007-07-19",11.4
"138","2007-07-20",11.06
"139","2007-07-23",11.04
"140","2007-07-24",10.88
"141","2007-07-25",10.91
"142","2007-07-26",10.75
"143","2007-07-27",10.71
"144","2007-07-30",10.68
"145","2007-07-31",10.55
"146","2007-08-01",10.53
"147","2007-08-02",10.28
"148","2007-08-03",9.45
"149","2007-08-06",9.37
"150","2007-08-07",9.31
"151","2007-08-08",9.2
"152","2007-08-09",8.86
"153","2007-08-10",8.33
"154","2007-08-13",9.3
"155","2007-08-14",9.03
"156","2007-08-15",8.56
"157","2007-08-16",8.14
"158","2007-08-17",8.49
"159","2007-08-20",8.46
"160","2007-08-21",8.83
"161","2007-08-22",9
"162","2007-08-23",8.91
"163","2007-08-24",8.8
"164","2007-08-27",8.69
"165","2007-08-28",8.6
"166","2007-08-29",8.77
"167","2007-08-30",9
"168","2007-08-31",8.98
"169","2007-09-04",9.08
"170","2007-09-05",9.15
"171","2007-09-06",9.24
"172","2007-09-07",8.96
"173","2007-09-10",8.93
"174","2007-09-11",9.25
"175","2007-09-12",9.22
"176","2007-09-13",9.18
"177","2007-09-14",9.16
"178","2007-09-17",9.2
"179","2007-09-18",9.43
"180","2007-09-19",9.43
"181","2007-09-20",9.98
"182","2007-09-21",9.89
"183","2007-09-24",9.23
"184","2007-09-25",9
"185","2007-09-26",8.99
"186","2007-09-27",9.11
"187","2007-09-28",9.04
"188","2007-10-01",9.19
"189","2007-10-02",9.2
"190","2007-10-03",9.04
"191","2007-10-04",9.05
"192","2007-10-05",9.17
"193","2007-10-08",9.1
"194","2007-10-09",9.31
"195","2007-10-10",9.07
"196","2007-10-11",9.31
"197","2007-10-12",9.15
"198","2007-10-15",8.95
"199","2007-10-16",9.12
"200","2007-10-17",8.87
"201","2007-10-18",9.03
"202","2007-10-19",8.9
"203","2007-10-22",8.79
"204","2007-10-23",9.2
"205","2007-10-24",8.82
"206","2007-10-25",8.7
"207","2007-10-26",8.66
"208","2007-10-29",9
"209","2007-10-30",8.9
"210","2007-10-31",9
"211","2007-11-01",8.83
"212","2007-11-02",8.62
"213","2007-11-05",8.59
"214","2007-11-06",8.64
"215","2007-11-07",8.87
"216","2007-11-08",8.95
"217","2007-11-09",8.5
"218","2007-11-12",8.73
"219","2007-11-13",8.81
"220","2007-11-14",8.69
"221","2007-11-15",8.73
"222","2007-11-16",8.69
"223","2007-11-19",8.57
"224","2007-11-20",8.62
"225","2007-11-21",9.14
"226","2007-11-23",8.98
"227","2007-11-26",9.2
"228","2007-11-27",9
"229","2007-11-28",9.3
"230","2007-11-29",9.26
"231","2007-11-30",9.4
"232","2007-12-03",9.4
"233","2007-12-04",9.28
"234","2007-12-05",9.22
"235","2007-12-06",9.13
"236","2007-12-07",8.92
"237","2007-12-10",8.99
"238","2007-12-11",8.9
"239","2007-12-12",8.86
"240","2007-12-13",8.78
"241","2007-12-14",8.44
"242","2007-12-17",8.35
"243","2007-12-18",8.35
"244","2007-12-19",8.27
"245","2007-12-20",8.33
"246","2007-12-21",8.29
"247","2007-12-24",8.32
"248","2007-12-26",8.38
"249","2007-12-27",8.92
"250","2007-12-28",8.69
"251","2007-12-31",8.82
"252","2008-01-02",8.29
"253","2008-01-03",8.16
"254","2008-01-04",7.95
"255","2008-01-07",7.85
"256","2008-01-08",8.15
"257","2008-01-09",8.05
"258","2008-01-10",7.96
"259","2008-01-11",7.87
"260","2008-01-14",7.94
"261","2008-01-15",8.09
"262","2008-01-16",8.03
"263","2008-01-17",7.89
"264","2008-01-18",7.78
"265","2008-01-22",7.54
"266","2008-01-23",7.38
"267","2008-01-24",7.59
"268","2008-01-25",7.76
"269","2008-01-28",7.88
"270","2008-01-29",8.1
"271","2008-01-30",8.07
"272","2008-01-31",8.26
"273","2008-02-01",8.5
"274","2008-02-04",8.75
"275","2008-02-05",8.62
"276","2008-02-06",8.5
"277","2008-02-07",8.45
"278","2008-02-08",8.27
"279","2008-02-11",8.1
"280","2008-02-12",8.37
"281","2008-02-13",8.85
"282","2008-02-14",8.74
"283","2008-02-15",8.74
"284","2008-02-19",8.74
"285","2008-02-20",8.84
"286","2008-02-21",8.79
"287","2008-02-22",8.66
"288","2008-02-25",8.99
"289","2008-02-26",9.08
"290","2008-02-27",9.09
"291","2008-02-28",8.99
"292","2008-02-29",8.97
"293","2008-03-03",8.76
"294","2008-03-04",8.64
"295","2008-03-05",8.61
"296","2008-03-06",8.49
"297","2008-03-07",8.52
"298","2008-03-10",7.88
"299","2008-03-11",7.33
"300","2008-03-12",7.2
"301","2008-03-13",7.66
"302","2008-03-14",7.42
"303","2008-03-17",7.76
"304","2008-03-18",7.91
"305","2008-03-19",7.99
"306","2008-03-20",8.46
"307","2008-03-24",11.13
"308","2008-03-25",10.25
"309","2008-03-26",10.4
"310","2008-03-27",10.12
"311","2008-03-28",10.18
"312","2008-03-31",9.99
"313","2008-04-01",10.04
"314","2008-04-02",9.98
"315","2008-04-03",10.05
"316","2008-04-04",10.03
"317","2008-04-07",9.98
"318","2008-04-08",10.03
"319","2008-04-09",9.96
"320","2008-04-10",10
"321","2008-04-11",10.08
"322","2008-04-14",10.07
"323","2008-04-15",10.13
"324","2008-04-16",10.12
"325","2008-04-17",10.48
"326","2008-04-18",10.31
"327","2008-04-21",10.48
"328","2008-04-22",10.26
"329","2008-04-23",10.27
"330","2008-04-24",10.23
"331","2008-04-25",10.25
"332","2008-04-28",10.26
"333","2008-04-29",10.11
"334","2008-04-30",10.21
"335","2008-05-01",11.08
"336","2008-05-02",10.81
"337","2008-05-05",10.66
"338","2008-05-06",10.7
"339","2008-05-07",10.61
"340","2008-05-08",10.87
"341","2008-05-09",10.89
"342","2008-05-12",10.74
"343","2008-05-13",10.83
"344","2008-05-14",10.86
"345","2008-05-15",10.95
"346","2008-05-16",10.97
"347","2008-05-19",10.88
"348","2008-05-20",10.98
"349","2008-05-21",10.93
"350","2008-05-22",11.02
"351","2008-05-23",11.02
"352","2008-05-27",10.94
"353","2008-05-28",11.01
"354","2008-05-29",11.25
"355","2008-05-30",11.11
"356","2008-06-02",11.15
"357","2008-06-03",11.32
"358","2008-06-04",11.49
"359","2008-06-05",11.65
"360","2008-06-06",11.24
"361","2008-06-09",11.02
"362","2008-06-10",10.99
"363","2008-06-11",10.65
"364","2008-06-12",11.27
"365","2008-06-13",11.88
"366","2008-06-16",12.02
"367","2008-06-17",12.07
"368","2008-06-18",11.9
"369","2008-06-19",11.85
"370","2008-06-20",11.92
"371","2008-06-23",13.34
"372","2008-06-24",13.33
"373","2008-06-25",13.37
"374","2008-06-26",13.29
"375","2008-06-27",13.39
"376","2008-06-30",14.16
"377","2008-07-01",14.27
"378","2008-07-02",14.05
"379","2008-07-03",14.26
"380","2008-07-07",14.22
"381","2008-07-08",14.3
"382","2008-07-09",14.36
"383","2008-07-10",14.39
"384","2008-07-11",14.38
"385","2008-07-14",13.74
"386","2008-07-15",13.63
"387","2008-07-16",13.6
"388","2008-07-17",13.94
"389","2008-07-18",14.09
"390","2008-07-21",14.18
"391","2008-07-22",14.2
"392","2008-07-23",14.15
"393","2008-07-24",14.17
"394","2008-07-25",14.14
"395","2008-07-28",14.15
"396","2008-07-29",14.14
"397","2008-07-30",14.25
"398","2008-07-31",14.3
"399","2008-08-01",14.41
"400","2008-08-04",14.43
"401","2008-08-05",14.63
"402","2008-08-06",14.86
"403","2008-08-07",15.04
"404","2008-08-08",15.03
"405","2008-08-11",15.63
"406","2008-08-12",15.04
"407","2008-08-13",15.58
"408","2008-08-14",15.58
"409","2008-08-15",15.58
"410","2008-08-18",15.58
"411","2008-08-19",15.58
"412","2008-08-20",15.58
"413","2008-08-21",15.58
"414","2008-08-22",15.58
"415","2008-08-25",NA
"416","2008-08-26",NA
"417","2008-08-27",NA
"418","2008-08-28",NA
"419","2008-08-29",NA
"420","2008-09-02",NA
"421","2008-09-03",NA
"422","2008-09-04",NA
"423","2008-09-05",NA
"424","2008-09-08",NA
"425","2008-09-09",NA
"426","2008-09-10",NA
"427","2008-09-11",NA
"428","2008-09-12",NA
"429","2008-09-15",NA
"430","2008-09-16",NA
"431","2008-09-17",NA
"432","2008-09-18",NA
"433","2008-09-19",NA
"434","2008-09-22",NA
"435","2008-09-23",NA
"436","2008-09-24",NA
"437","2008-09-25",NA
"438","2008-09-26",NA
"439","2008-09-29",NA
"440","2008-09-30",NA
"441","2008-10-01",NA
"442","2008-10-02",NA
"443","2008-10-03",NA
"444","2008-10-06",NA
"445","2008-10-07",NA
"446","2008-10-08",NA
"447","2008-10-09",NA
"448","2008-10-10",NA
"449","2008-10-13",NA
"450","2008-10-14",NA
"451","2008-10-15",NA
"452","2008-10-16",NA
"453","2008-10-17",9.45
"454","2008-10-20",9.8
"455","2008-10-21",9.46
"456","2008-10-22",9.3
"457","2008-10-23",9.26
"458","2008-10-24",9
"459","2008-10-27",8.51
"460","2008-10-28",8.75
"461","2008-10-29",9.41
"462","2008-10-30",9.64
"463","2008-10-31",10
"464","2008-11-03",10
"465","2008-11-04",10.68
"466","2008-11-05",9.99
"467","2008-11-06",10
"468","2008-11-07",10.09
"469","2008-11-10",9.91
"470","2008-11-11",9.85
"471","2008-11-12",9.73
"472","2008-11-13",9.83
"473","2008-11-14",9.65
"474","2008-11-17",9.61
"475","2008-11-18",9.37
"476","2008-11-19",9.25
"477","2008-11-20",8.78
"478","2008-11-21",8.61
"479","2008-11-24",8.78
"480","2008-11-25",8.54
"481","2008-11-26",8.62
"482","2008-11-28",9
"483","2008-12-01",8.22
"484","2008-12-02",8.5
"485","2008-12-03",8.63
"486","2008-12-04",8.31
"487","2008-12-05",8.79
"488","2008-12-08",8.92
"489","2008-12-09",8.88
"490","2008-12-10",8.92
"491","2008-12-11",8.79
"492","2008-12-12",8.84
"493","2008-12-15",9.44
"494","2008-12-16",9.85
"495","2008-12-17",9.95
"496","2008-12-18",9.6
"497","2008-12-19",8.68
"498","2008-12-22",9.27
"499","2008-12-23",9.7
"500","2008-12-24",9.46
"501","2008-12-26",9.72
"502","2008-12-29",9.65
"503","2008-12-30",9.59
"504","2008-12-31",10.02
"505","2009-01-02",9.87
"506","2009-01-05",9.86
"507","2009-01-06",9.28
"508","2009-01-07",9.46
"509","2009-01-08",9.49
"510","2009-01-09",9.65
"511","2009-01-12",9.83
"512","2009-01-13",9.61
"513","2009-01-14",9.53
"514","2009-01-15",9.44
"515","2009-01-16",9.25
"516","2009-01-20",8.93
"517","2009-01-21",9.65
"518","2009-01-22",9.3
"519","2009-01-23",9.53
"520","2009-01-26",9.51
"521","2009-01-27",9.56
"522","2009-01-28",10.04
"523","2009-01-29",10
"524","2009-01-30",9.54
"525","2009-02-02",10.18
"526","2009-02-03",10.24
"527","2009-02-04",10.01
"528","2009-02-05",10.02
"529","2009-02-06",10
"530","2009-02-09",10.13
"531","2009-02-10",9.27
"532","2009-02-11",9.32
"533","2009-02-12",9.18
"534","2009-02-13",9.71
"535","2009-02-17",9.48
"536","2009-02-18",9.27
"537","2009-02-19",9.27
"538","2009-02-20",9.55
"539","2009-02-23",9.13
"540","2009-02-24",9.52
"541","2009-02-25",9.37
"542","2009-02-26",9.46
"543","2009-02-27",9.52
"544","2009-03-02",9.61
"545","2009-03-03",9.27
"546","2009-03-04",9.45
"547","2009-03-05",9.14
"548","2009-03-06",9.45
"549","2009-03-09",9.48
"550","2009-03-10",9.79
"551","2009-03-11",9.45
"552","2009-03-12",9.85
"553","2009-03-13",9.61
"554","2009-03-16",9.39
"555","2009-03-17",9.77
"556","2009-03-18",9.99
"557","2009-03-19",9.77
"558","2009-03-20",9.56
"559","2009-03-23",9.98
"560","2009-03-24",9.52
"561","2009-03-25",10.24
"562","2009-03-26",10.25
"563","2009-03-27",9.47
"564","2009-03-30",9.5
"565","2009-03-31",9.72
"566","2009-04-01",9.75
"567","2009-04-02",9.91
"568","2009-04-03",10.11
"569","2009-04-06",10.01
"570","2009-04-07",9.67
"571","2009-04-08",10.08
"572","2009-04-09",10.68
"573","2009-04-13",10.89
"574","2009-04-14",10.18
"575","2009-04-15",10.54
"576","2009-04-16",10.81
"577","2009-04-17",10.79
"578","2009-04-20",10.21
"579","2009-04-21",10.51
"580","2009-04-22",10.15
"581","2009-04-23",9.92
"582","2009-04-24",9.94
"583","2009-04-27",9.7
"584","2009-04-28",9.8
"585","2009-04-29",10
"586","2009-04-30",9.96
"587","2009-05-01",9.91
"588","2009-05-04",9.89
"589","2009-05-05",10.11
"590","2009-05-06",9.99
"591","2009-05-07",9.95
"592","2009-05-08",10.7
"593","2009-05-11",10.1
"594","2009-05-12",10.03
"595","2009-05-13",9.83
"596","2009-05-14",9.99
"597","2009-05-15",9.8
"598","2009-05-18",10.35
"599","2009-05-19",10.2
"600","2009-05-20",10.54
"601","2009-05-21",10.3
"602","2009-05-22",10.25
"603","2009-05-26",10.5
"604","2009-05-27",10.3
"605","2009-05-28",10.38
"606","2009-05-29",10.16
"607","2009-06-01",10.25
"608","2009-06-02",10.46
"609","2009-06-03",10.27
"610","2009-06-04",10.25
"611","2009-06-05",10.27
"612","2009-06-08",10.14
"613","2009-06-09",9.97
"614","2009-06-10",9.89
"615","2009-06-11",9.98
"616","2009-06-12",10.01
"617","2009-06-15",10.32
"618","2009-06-16",10.84
"619","2009-06-17",12.75
"620","2009-06-18",13.69
"621","2009-06-19",13.54
"622","2009-06-22",12.65
"623","2009-06-23",12.97
"624","2009-06-24",12.56
"625","2009-06-25",13.03
"626","2009-06-26",11.83
"627","2009-06-29",12.05
"628","2009-06-30",12.57
"629","2009-07-01",12.7
"630","2009-07-02",12.36
"631","2009-07-06",11.95
"632","2009-07-07",12.03
"633","2009-07-08",12.35
"634","2009-07-09",12.06
"635","2009-07-10",12.25
"636","2009-07-13",12.31
"637","2009-07-14",12.74
"638","2009-07-15",13.18
"639","2009-07-16",13.54
"640","2009-07-17",13.15
"641","2009-07-20",13.42
"642","2009-07-21",13.33
"643","2009-07-22",13.36
"644","2009-07-23",13.34
"645","2009-07-24",13.45
"646","2009-07-27",13.49
"647","2009-07-28",13.7
"648","2009-07-29",13.63
"649","2009-07-30",13.81
"650","2009-07-31",13.9
"651","2009-08-03",13.9
"652","2009-08-04",14.23
"653","2009-08-05",14.07
"654","2009-08-06",13.81
"655","2009-08-07",13.91
"656","2009-08-10",14.06
"657","2009-08-11",14
"658","2009-08-12",13.59
"659","2009-08-13",13.92
"660","2009-08-14",13.88
"661","2009-08-17",13.54
"662","2009-08-18",13.65
"663","2009-08-19",13.82
"664","2009-08-20",13.63
"665","2009-08-21",13.73
"666","2009-08-24",13.55
"667","2009-08-25",13.7
"668","2009-08-26",13.64
"669","2009-08-27",13.53
"670","2009-08-28",13.7
"671","2009-08-31",13.53
"672","2009-09-01",13.4
"673","2009-09-02",13.8
"674","2009-09-03",13.82
"675","2009-09-04",13.94
"676","2009-09-08",14
"677","2009-09-09",13.99
"678","2009-09-10",14
"679","2009-09-11",13.98
"680","2009-09-14",13.98
"681","2009-09-15",13.98
"682","2009-09-16",14.21
"683","2009-09-17",14.33
"684","2009-09-18",14.23
"685","2009-09-21",14.54
"686","2009-09-22",14.81
"687","2009-09-23",14.81
"688","2009-09-24",14.84
"689","2009-09-25",14.89
"690","2009-09-28",14.92
"691","2009-09-29",14.56
"692","2009-09-30",15.19
"693","2009-10-01",15.1
"694","2009-10-02",14.91
"695","2009-10-05",14.84
"696","2009-10-06",14.95
"697","2009-10-07",15.24
"698","2009-10-08",15.09
"699","2009-10-09",15
"700","2009-10-12",15.06
"701","2009-10-13",15.11
"702","2009-10-14",15.25
"703","2009-10-15",14.9
"704","2009-10-16",14.89
"705","2009-10-19",14.83
"706","2009-10-20",14.65
"707","2009-10-21",14.65
"708","2009-10-22",14.86
"709","2009-10-23",14.72
"710","2009-10-26",14.72
"711","2009-10-27",14.42
"712","2009-10-28",13.87
"713","2009-10-29",13.81
"714","2009-10-30",14
"715","2009-11-02",13.86
"716","2009-11-03",13.71
"717","2009-11-04",13.74
"718","2009-11-05",14.08
"719","2009-11-06",14.24
"720","2009-11-09",14.17
"721","2009-11-10",14.33
"722","2009-11-11",14.4
"723","2009-11-12",14.4
"724","2009-11-13",14.4
"725","2009-11-16",14.2
"726","2009-11-17",14.54
"727","2009-11-18",14.35
"728","2009-11-19",14.34
"729","2009-11-20",14.57
"730","2009-11-23",14.55
"731","2009-11-24",14.84
"732","2009-11-25",14.92
"733","2009-11-27",14.88
"734","2009-11-30",14.95
"735","2009-12-01",15
"736","2009-12-02",14.98
"737","2009-12-03",14.92
"738","2009-12-04",14.84
"739","2009-12-07",14.8
"740","2009-12-08",14.76
"741","2009-12-09",14.75
"742","2009-12-10",14.95
"743","2009-12-11",14.92
"744","2009-12-14",14.65
"745","2009-12-15",14.87
"746","2009-12-16",14.71
"747","2009-12-17",14.8
"748","2009-12-18",15
"749","2009-12-21",14.8
"750","2009-12-22",15.59
"751","2009-12-23",14.65
"752","2009-12-24",14.69
"753","2009-12-28",14.82
"754","2009-12-29",14.86
"755","2009-12-30",14.78
"756","2009-12-31",14.99
"757","2010-01-04",15
"758","2010-01-05",15.04
"759","2010-01-06",15
"760","2010-01-07",15.06
"761","2010-01-08",15.16
"762","2010-01-11",15.2
"763","2010-01-12",15.12
"764","2010-01-13",15.23
"765","2010-01-14",15.22
"766","2010-01-15",15.24
"767","2010-01-19",15.51
"768","2010-01-20",15.61
"769","2010-01-21",15.36
"770","2010-01-22",15.5
"771","2010-01-25",15.66
"772","2010-01-26",15.53
"773","2010-01-27",15.79
"774","2010-01-28",15.92
"775","2010-01-29",15.94
"776","2010-02-01",15.7
"777","2010-02-02",15.9
"778","2010-02-03",15.87
"779","2010-02-04",15.69
"780","2010-02-05",15.39
"781","2010-02-08",15.62
"782","2010-02-09",15.68
"783","2010-02-10",15.79
"784","2010-02-11",15.72
"785","2010-02-12",15.7
"786","2010-02-16",15.7
"787","2010-02-17",15.49
"788","2010-02-18",15.32
"789","2010-02-19",15.69
"790","2010-02-22",15.54
"791","2010-02-23",15.89
"792","2010-02-24",15.74
"793","2010-02-25",15.99
"794","2010-02-26",17.450001
"795","2010-03-01",16.85
"796","2010-03-02",17.450001
"797","2010-03-03",18.1
"798","2010-03-04",18.049999
"799","2010-03-05",18.950001
"800","2010-03-08",20.33
"801","2010-03-09",20.280001
"802","2010-03-10",19.02
"803","2010-03-11",19.309999
"804","2010-03-12",19.309999
"805","2010-03-15",18.91
"806","2010-03-16",18.75
"807","2010-03-17",18.450001
"808","2010-03-18",18.51
"809","2010-03-19",19.52
"810","2010-03-22",18.809999
"811","2010-03-23",18.809999
"812","2010-03-24",18.27
"813","2010-03-25",17.540001
"814","2010-03-26",17.200001
"815","2010-03-29",16.790001
"816","2010-03-30",17.51
"817","2010-03-31",17.27
"818","2010-04-01",17.440001
"819","2010-04-05",17.4
"820","2010-04-06",17.9
"821","2010-04-07",17.620001
"822","2010-04-08",17.309999
"823","2010-04-09",17.5
"824","2010-04-12",17.379999
"825","2010-04-13",16.870001
"826","2010-04-14",16.610001
"827","2010-04-15",17.110001
"828","2010-04-16",17.049999
"829","2010-04-19",17.5
"830","2010-04-20",17.549999
"831","2010-04-21",17.540001
"832","2010-04-22",17.549999
"833","2010-04-23",17.35
"834","2010-04-26",17.5
"835","2010-04-27",17.629999
"836","2010-04-28",17.57
"837","2010-04-29",18.049999
"838","2010-04-30",18.01
"839","2010-05-03",18.299999
"840","2010-05-04",18
"841","2010-05-05",18.09
"842","2010-05-06",17.690001
"843","2010-05-07",17.360001
"844","2010-05-10",17.440001
"845","2010-05-11",17.549999
"846","2010-05-12",17.75
"847","2010-05-13",18.67
"848","2010-05-14",18.200001
"849","2010-05-17",19.040001
"850","2010-05-18",19.16
"851","2010-05-19",18.870001
"852","2010-05-20",18.200001
"853","2010-05-21",17.709999
"854","2010-05-24",17.66
"855","2010-05-25",17.4
"856","2010-05-26",17.700001
"857","2010-05-27",18.299999
"858","2010-05-28",18.5
"859","2010-06-01",17.9
"860","2010-06-02",18.190001
"861","2010-06-03",18.1
"862","2010-06-04",18.1
"863","2010-06-07",18.040001
"864","2010-06-08",17.700001
"865","2010-06-09",17.59
"866","2010-06-10",17.9
"867","2010-06-11",17.85
"868","2010-06-14",17.809999
"869","2010-06-15",18
"870","2010-06-16",18.139999
"871","2010-06-17",18.309999
"872","2010-06-18",19.139999
"873","2010-06-21",19.23
"874","2010-06-22",19.18
"875","2010-06-23",19.1
"876","2010-06-24",19.1
"877","2010-06-25",19.809999
"878","2010-06-28",20.01
"879","2010-06-29",19.49
"880","2010-06-30",18.75
"881","2010-07-01",18.43
"882","2010-07-02",18.969999
"883","2010-07-06",19.59
"884","2010-07-07",19.9
"885","2010-07-08",20.120001
"886","2010-07-09",20.049999
"887","2010-07-12",19.860001
"888","2010-07-13",20.08
"889","2010-07-14",19.99
"890","2010-07-15",19.74
"891","2010-07-16",19.059999
"892","2010-07-19",18.75
"893","2010-07-20",19.68
"894","2010-07-21",19.549999
"895","2010-07-22",19.879999
"896","2010-07-23",20.049999
"897","2010-07-26",20.33
"898","2010-07-27",20.440001
"899","2010-07-28",20.5
"900","2010-07-29",20.280001
"901","2010-07-30",20.66
"902","2010-08-02",21
"903","2010-08-03",21.1
"904","2010-08-04",21.24
"905","2010-08-05",22.01
"906","2010-08-06",21.870001
"907","2010-08-09",21.83
"908","2010-08-10",21.469999
"909","2010-08-11",20.5
"910","2010-08-12",19.809999
"911","2010-08-13",19.34
"912","2010-08-16",19.200001
"913","2010-08-17",20.030001
"914","2010-08-18",20.92
"915","2010-08-19",20.26
"916","2010-08-20",19.780001
"917","2010-08-23",19.52
"918","2010-08-24",19.32
"919","2010-08-25",20.370001
"920","2010-08-26",20.23
"921","2010-08-27",20.23
"922","2010-08-30",20.370001
"923","2010-08-31",19.76
"924","2010-09-01",20.139999
"925","2010-09-02",20.459999
"926","2010-09-03",21.639999
"927","2010-09-07",21.57
"928","2010-09-08",22.030001
"929","2010-09-09",21.73
"930","2010-09-10",21.32
"931","2010-09-13",21.66
"932","2010-09-14",21.110001
"933","2010-09-15",21.700001
"934","2010-09-16",20.879999
"935","2010-09-17",21.73
"936","2010-09-20",22.559999
"937","2010-09-21",22.49
"938","2010-09-22",22.790001
"939","2010-09-23",22.209999
"940","2010-09-24",23
"941","2010-09-27",23.73
"942","2010-09-28",23.559999
"943","2010-09-29",23.15
"944","2010-09-30",23.459999
"945","2010-10-01",23.389999
"946","2010-10-04",22.620001
"947","2010-10-05",23.01
"948","2010-10-06",24.309999
"949","2010-10-07",24.370001
"950","2010-10-08",25.059999
"951","2010-10-11",25.16
"952","2010-10-12",25.620001
"953","2010-10-13",26.25
"954","2010-10-14",27.450001
"955","2010-10-15",28
"956","2010-10-18",28.66
"957","2010-10-19",27.77
"958","2010-10-20",29.709999
"959","2010-10-21",28.91
"960","2010-10-22",28.610001
"961","2010-10-25",28.6
"962","2010-10-26",28.18
"963","2010-10-27",27.77
"964","2010-10-28",27.57
"965","2010-10-29",27.41
"966","2010-11-01",26.219999
"967","2010-11-02",26.440001
"968","2010-11-03",26.99
"969","2010-11-04",27.469999
"970","2010-11-05",27.09
"971","2010-11-08",26.940001
"972","2010-11-09",26.98
"973","2010-11-10",27.23
"974","2010-11-11",27.5
"975","2010-11-12",27.9
"976","2010-11-15",27.879999
"977","2010-11-16",27.4
"978","2010-11-17",27.620001
"979","2010-11-18",28
"980","2010-11-19",28.49
"981","2010-11-22",28.83
"982","2010-11-23",28.75
"983","2010-11-24",29.33
"984","2010-11-26",29.58
"985","2010-11-29",29.690001
"986","2010-11-30",28.1
"987","2010-12-01",28.15
"988","2010-12-02",27.959999
"989","2010-12-03",28.58
"990","2010-12-06",28.92
"991","2010-12-07",29.1
"992","2010-12-08",28.98
"993","2010-12-09",29.459999
"994","2010-12-10",30
"995","2010-12-13",30.719999
"996","2010-12-14",31.280001
"997","2010-12-15",30.58
"998","2010-12-16",30.27
"999","2010-12-17",30.6
