"","date","ITI"
"169","2007-09-04",2.21
"170","2007-09-05",2.2
"171","2007-09-06",2.23
"172","2007-09-07",2.21
"173","2007-09-10",2.19
"174","2007-09-11",2.2
"175","2007-09-12",2.19
"176","2007-09-13",2.14
"177","2007-09-14",2.13
"178","2007-09-17",2.23
"179","2007-09-18",2.25
"180","2007-09-19",2.22
"181","2007-09-20",2.2
"182","2007-09-21",2.21
"183","2007-09-24",2.18
"184","2007-09-25",2.21
"185","2007-09-26",2.21
"186","2007-09-27",2.21
"187","2007-09-28",2.23
"188","2007-10-01",2.27
"189","2007-10-02",2.34
"190","2007-10-03",2.29
"191","2007-10-04",2.24
"192","2007-10-05",2.27
"193","2007-10-08",2.28
"194","2007-10-09",2.3
"195","2007-10-10",2.35
"196","2007-10-11",2.43
"197","2007-10-12",2.45
"198","2007-10-15",2.47
"199","2007-10-16",2.48
"200","2007-10-17",2.47
"201","2007-10-18",2.47
"202","2007-10-19",2.47
"203","2007-10-22",2.5
"204","2007-10-23",2.55
"205","2007-10-24",3.18
"206","2007-10-25",3.09
"207","2007-10-26",3.18
"208","2007-10-29",3.66
"209","2007-10-30",3.59
"210","2007-10-31",3.5
"211","2007-11-01",3.4
"212","2007-11-02",3.26
"213","2007-11-05",3.14
"214","2007-11-06",3.2
"215","2007-11-07",3.27
"216","2007-11-08",3.23
"217","2007-11-09",3.11
"218","2007-11-12",2.92
"219","2007-11-13",2.93
"220","2007-11-14",3.04
"221","2007-11-15",3
"222","2007-11-16",3.13
"223","2007-11-19",3.15
"224","2007-11-20",3.25
"225","2007-11-21",3.17
"226","2007-11-23",3.25
"227","2007-11-26",3.12
"228","2007-11-27",3.1
"229","2007-11-28",3.26
"230","2007-11-29",3.37
"231","2007-11-30",3.4
"232","2007-12-03",3.25
"233","2007-12-04",3.3
"234","2007-12-05",3.47
"235","2007-12-06",3.5
"236","2007-12-07",3.71
"237","2007-12-10",3.85
"238","2007-12-11",3.8
"239","2007-12-12",3.8
"240","2007-12-13",3.97
"241","2007-12-14",3.95
"242","2007-12-17",3.37
"243","2007-12-18",3.7
"244","2007-12-19",3.79
"245","2007-12-20",3.85
"246","2007-12-21",4.05
"247","2007-12-24",3.95
"248","2007-12-26",4.03
"249","2007-12-27",4.02
"250","2007-12-28",3.94
"251","2007-12-31",3.97
"252","2008-01-02",3.85
"253","2008-01-03",3.82
"254","2008-01-04",3.81
"255","2008-01-07",3.75
"256","2008-01-08",3.6
"257","2008-01-09",3.44
"258","2008-01-10",3.49
"259","2008-01-11",3.3
"260","2008-01-14",3.13
"261","2008-01-15",2.9
"262","2008-01-16",2.85
"263","2008-01-17",2.75
"264","2008-01-18",2.8
"265","2008-01-22",2.83
"266","2008-01-23",2.78
"267","2008-01-24",2.8
"268","2008-01-25",2.27
"269","2008-01-28",2.46
"270","2008-01-29",2.64
"271","2008-01-30",2.63
"272","2008-01-31",2.83
"273","2008-02-01",2.77
"274","2008-02-04",2.8
"275","2008-02-05",2.73
"276","2008-02-06",2.55
"277","2008-02-07",2.49
"278","2008-02-08",2.6
"279","2008-02-11",2.49
"280","2008-02-12",2.42
"281","2008-02-13",2.38
"282","2008-02-14",2.4
"283","2008-02-15",2.5
"284","2008-02-19",2.43
"285","2008-02-20",2.43
"286","2008-02-21",2.46
"287","2008-02-22",2.42
"288","2008-02-25",2.41
"289","2008-02-26",2.38
"290","2008-02-27",2.57
"291","2008-02-28",2.69
"292","2008-02-29",2.66
"293","2008-03-03",2.6
"294","2008-03-04",2.5
"295","2008-03-05",2.45
"296","2008-03-06",2.4
"297","2008-03-07",2.27
"298","2008-03-10",2.18
"299","2008-03-11",2.33
"300","2008-03-12",2.35
"301","2008-03-13",2.37
"302","2008-03-14",2.3
"303","2008-03-17",2.2
"304","2008-03-18",2.3
"305","2008-03-19",2.25
"306","2008-03-20",2.2
"307","2008-03-24",2.37
"308","2008-03-25",2.36
"309","2008-03-26",2.33
"310","2008-03-27",2.32
"311","2008-03-28",2.22
"312","2008-03-31",2.31
"313","2008-04-01",2.29
"314","2008-04-02",2.15
"315","2008-04-03",2.2
"316","2008-04-04",2.14
"317","2008-04-07",2.2
"318","2008-04-08",2.25
"319","2008-04-09",2.26
"320","2008-04-10",2.28
"321","2008-04-11",2.27
"322","2008-04-14",2.3
"323","2008-04-15",2.22
"324","2008-04-16",2.16
"325","2008-04-17",2.2
"326","2008-04-18",2.33
"327","2008-04-21",2.23
"328","2008-04-22",2.26
"329","2008-04-23",2.21
"330","2008-04-24",2.37
"331","2008-04-25",2.39
"332","2008-04-28",2.41
"333","2008-04-29",2.59
"334","2008-04-30",2.79
"335","2008-05-01",2.73
"336","2008-05-02",2.7
"337","2008-05-05",2.68
"338","2008-05-06",2.63
"339","2008-05-07",2.59
"340","2008-05-08",2.75
"341","2008-05-09",2.62
"342","2008-05-12",2.58
"343","2008-05-13",2.59
"344","2008-05-14",2.58
"345","2008-05-15",2.45
"346","2008-05-16",2.65
"347","2008-05-19",2.7
"348","2008-05-20",2.62
"349","2008-05-21",2.56
"350","2008-05-22",2.47
"351","2008-05-23",2.5
"352","2008-05-27",2.6
"353","2008-05-28",2.59
"354","2008-05-29",2.7
"355","2008-05-30",2.98
"356","2008-06-02",2.93
"357","2008-06-03",2.8
"358","2008-06-04",2.71
"359","2008-06-05",2.88
"360","2008-06-06",2.84
"361","2008-06-09",2.72
"362","2008-06-10",2.72
"363","2008-06-11",2.7
"364","2008-06-12",2.69
"365","2008-06-13",2.76
"366","2008-06-16",2.74
"367","2008-06-17",2.61
"368","2008-06-18",2.59
"369","2008-06-19",2.65
"370","2008-06-20",2.7
"371","2008-06-23",2.62
"372","2008-06-24",2.63
"373","2008-06-25",2.67
"374","2008-06-26",2.55
"375","2008-06-27",2.55
"376","2008-06-30",2.53
"377","2008-07-01",2.39
"378","2008-07-02",2.31
"379","2008-07-03",2.22
"380","2008-07-07",2.25
"381","2008-07-08",2.39
"382","2008-07-09",2.4
"383","2008-07-10",2.34
"384","2008-07-11",2.29
"385","2008-07-14",2.26
"386","2008-07-15",2.26
"387","2008-07-16",2.19
"388","2008-07-17",2.21
"389","2008-07-18",2.35
"390","2008-07-21",2.27
"391","2008-07-22",2.29
"392","2008-07-23",2.43
"393","2008-07-24",2.43
"394","2008-07-25",2.4
"395","2008-07-28",2.36
"396","2008-07-29",2.45
"397","2008-07-30",2.2
"398","2008-07-31",2.2
"399","2008-08-01",2.02
"400","2008-08-04",1.94
"401","2008-08-05",2.03
"402","2008-08-06",2.04
"403","2008-08-07",2.05
"404","2008-08-08",2.07
"405","2008-08-11",2.03
"406","2008-08-12",2.04
"407","2008-08-13",2.09
"408","2008-08-14",2.18
"409","2008-08-15",2.18
"410","2008-08-18",2.16
"411","2008-08-19",2.16
"412","2008-08-20",2.07
"413","2008-08-21",2.07
"414","2008-08-22",2.07
"415","2008-08-25",2.12
"416","2008-08-26",2.11
"417","2008-08-27",2.05
"418","2008-08-28",2.04
"419","2008-08-29",2.23
"420","2008-09-02",2.08
"421","2008-09-03",2.08
"422","2008-09-04",2.08
"423","2008-09-05",2.04
"424","2008-09-08",2.09
"425","2008-09-09",1.97
"426","2008-09-10",2.05
"427","2008-09-11",1.93
"428","2008-09-12",1.93
"429","2008-09-15",1.9
"430","2008-09-16",2.05
"431","2008-09-17",1.95
"432","2008-09-18",2
"433","2008-09-19",2.1
"434","2008-09-22",2
"435","2008-09-23",1.95
"436","2008-09-24",1.95
"437","2008-09-25",1.89
"438","2008-09-26",1.86
"439","2008-09-29",1.65
"440","2008-09-30",1.98
"441","2008-10-01",1.83
"442","2008-10-02",1.73
"443","2008-10-03",1.69
"444","2008-10-06",1.55
"445","2008-10-07",1.5
"446","2008-10-08",1.38
"447","2008-10-09",1.25
"448","2008-10-10",1.45
"449","2008-10-13",1.45
"450","2008-10-14",1.44
"451","2008-10-15",1.4
"452","2008-10-16",1.4
"453","2008-10-17",1.4
"454","2008-10-20",1.43
"455","2008-10-21",1.5
"456","2008-10-22",1.4
"457","2008-10-23",1.36
"458","2008-10-24",1.35
"459","2008-10-27",1.33
"460","2008-10-28",1.26
"461","2008-10-29",1.28
"462","2008-10-30",1.46
"463","2008-10-31",1.49
"464","2008-11-03",1.5
"465","2008-11-04",1.55
"466","2008-11-05",1.5
"467","2008-11-06",1.45
"468","2008-11-07",1.46
"469","2008-11-10",1.45
"470","2008-11-11",1.45
"471","2008-11-12",1.32
"472","2008-11-13",1.35
"473","2008-11-14",1.27
"474","2008-11-17",1.25
"475","2008-11-18",1.3
"476","2008-11-19",1.22
"477","2008-11-20",1.16
"478","2008-11-21",1.26
"479","2008-11-24",1.3
"480","2008-11-25",1.23
"481","2008-11-26",1.36
"482","2008-11-28",1.5
"483","2008-12-01",1.25
"484","2008-12-02",1.28
"485","2008-12-03",1.32
"486","2008-12-04",1.28
"487","2008-12-05",1.25
"488","2008-12-08",1.41
"489","2008-12-09",1.32
"490","2008-12-10",1.41
"491","2008-12-11",1.4
"492","2008-12-12",1.35
"493","2008-12-15",1.31
"494","2008-12-16",1.36
"495","2008-12-17",1.41
"496","2008-12-18",1.3
"497","2008-12-19",1.33
"498","2008-12-22",1.3
"499","2008-12-23",1.36
"500","2008-12-24",1.32
"501","2008-12-26",1.35
"502","2008-12-29",1.31
"503","2008-12-30",1.33
"504","2008-12-31",1.55
"505","2009-01-02",1.5
"506","2009-01-05",1.45
"507","2009-01-06",1.4
"508","2009-01-07",1.42
"509","2009-01-08",1.39
"510","2009-01-09",1.35
"511","2009-01-12",1.33
"512","2009-01-13",1.28
"513","2009-01-14",1.25
"514","2009-01-15",1.15
"515","2009-01-16",1.09
"516","2009-01-20",1.11
"517","2009-01-21",1.15
"518","2009-01-22",1.15
"519","2009-01-23",1.21
"520","2009-01-26",1.22
"521","2009-01-27",1.24
"522","2009-01-28",1.35
"523","2009-01-29",1.39
"524","2009-01-30",1.4
"525","2009-02-02",1.35
"526","2009-02-03",1.3
"527","2009-02-04",1.29
"528","2009-02-05",1.32
"529","2009-02-06",1.3
"530","2009-02-09",1.22
"531","2009-02-10",1.21
"532","2009-02-11",1.18
"533","2009-02-12",1.18
"534","2009-02-13",1.18
"535","2009-02-17",1.17
"536","2009-02-18",1.18
"537","2009-02-19",1.16
"538","2009-02-20",1.14
"539","2009-02-23",1.11
"540","2009-02-24",1.1
"541","2009-02-25",1.02
"542","2009-02-26",1.11
"543","2009-02-27",1.15
"544","2009-03-02",1.05
"545","2009-03-03",1.07
"546","2009-03-04",1.05
"547","2009-03-05",1.03
"548","2009-03-06",1.01
"549","2009-03-09",0.98
"550","2009-03-10",1.12
"551","2009-03-11",1.09
"552","2009-03-12",1.13
"553","2009-03-13",1.13
"554","2009-03-16",1.14
"555","2009-03-17",1.15
"556","2009-03-18",1.19
"557","2009-03-19",1.23
"558","2009-03-20",1.23
"559","2009-03-23",1.34
"560","2009-03-24",1.34
"561","2009-03-25",1.33
"562","2009-03-26",1.34
"563","2009-03-27",1.32
"564","2009-03-30",1.26
"565","2009-03-31",1.31
"566","2009-04-01",1.25
"567","2009-04-02",1.27
"568","2009-04-03",1.22
"569","2009-04-06",1.23
"570","2009-04-07",1.25
"571","2009-04-08",1.16
"572","2009-04-09",1.23
"573","2009-04-13",1.21
"574","2009-04-14",1.18
"575","2009-04-15",1.16
"576","2009-04-16",1.18
"577","2009-04-17",1.16
"578","2009-04-20",1.15
"579","2009-04-21",1.18
"580","2009-04-22",1.19
"581","2009-04-23",1.2
"582","2009-04-24",1.25
"583","2009-04-27",1.16
"584","2009-04-28",1.15
"585","2009-04-29",1.14
"586","2009-04-30",1.17
"587","2009-05-01",1.19
"588","2009-05-04",1.18
"589","2009-05-05",1.24
"590","2009-05-06",1.34
"591","2009-05-07",1.36
"592","2009-05-08",1.37
"593","2009-05-11",1.38
"594","2009-05-12",1.4
"595","2009-05-13",1.28
"596","2009-05-14",1.34
"597","2009-05-15",1.32
"598","2009-05-18",1.34
"599","2009-05-19",1.33
"600","2009-05-20",1.33
"601","2009-05-21",1.35
"602","2009-05-22",1.38
"603","2009-05-26",1.41
"604","2009-05-27",1.41
"605","2009-05-28",1.4
"606","2009-05-29",1.43
"607","2009-06-01",1.45
"608","2009-06-02",1.38
"609","2009-06-03",1.39
"610","2009-06-04",1.39
"611","2009-06-05",1.39
"612","2009-06-08",1.4
"613","2009-06-09",1.4
"614","2009-06-10",1.36
"615","2009-06-11",1.38
"616","2009-06-12",1.38
"617","2009-06-15",1.37
"618","2009-06-16",1.36
"619","2009-06-17",1.31
"620","2009-06-18",1.35
"621","2009-06-19",1.35
"622","2009-06-22",1.35
"623","2009-06-23",1.34
"624","2009-06-24",1.36
"625","2009-06-25",1.35
"626","2009-06-26",1.33
"627","2009-06-29",1.32
"628","2009-06-30",1.3
"629","2009-07-01",1.3
"630","2009-07-02",1.27
"631","2009-07-06",1.3
"632","2009-07-07",1.19
"633","2009-07-08",1.15
"634","2009-07-09",1.15
"635","2009-07-10",1.19
"636","2009-07-13",1.19
"637","2009-07-14",1.22
"638","2009-07-15",1.24
"639","2009-07-16",1.22
"640","2009-07-17",1.26
"641","2009-07-20",1.27
"642","2009-07-21",1.28
"643","2009-07-22",1.3
"644","2009-07-23",1.36
"645","2009-07-24",1.26
"646","2009-07-27",1.2
"647","2009-07-28",1.2
"648","2009-07-29",1.15
"649","2009-07-30",1.22
"650","2009-07-31",1.24
"651","2009-08-03",1.2
"652","2009-08-04",1.2
"653","2009-08-05",1.2
"654","2009-08-06",1.23
"655","2009-08-07",1.25
"656","2009-08-10",1.29
"657","2009-08-11",1.3
"658","2009-08-12",1.26
"659","2009-08-13",1.3
"660","2009-08-14",1.3
"661","2009-08-17",1.25
"662","2009-08-18",1.28
"663","2009-08-19",1.23
"664","2009-08-20",1.25
"665","2009-08-21",1.27
"666","2009-08-24",1.25
"667","2009-08-25",1.29
"668","2009-08-26",1.29
"669","2009-08-27",1.43
"670","2009-08-28",1.49
"671","2009-08-31",1.48
"672","2009-09-01",1.39
"673","2009-09-02",1.45
"674","2009-09-03",1.45
"675","2009-09-04",1.51
"676","2009-09-08",1.5
"677","2009-09-09",1.6
"678","2009-09-10",1.66
"679","2009-09-11",1.67
"680","2009-09-14",1.6
"681","2009-09-15",1.55
"682","2009-09-16",1.58
"683","2009-09-17",1.55
"684","2009-09-18",1.73
"685","2009-09-21",1.66
"686","2009-09-22",1.69
"687","2009-09-23",1.66
"688","2009-09-24",1.62
"689","2009-09-25",1.5
"690","2009-09-28",1.51
"691","2009-09-29",1.47
"692","2009-09-30",1.46
"693","2009-10-01",1.5
"694","2009-10-02",1.46
"695","2009-10-05",1.44
"696","2009-10-06",1.45
"697","2009-10-07",1.45
"698","2009-10-08",1.47
"699","2009-10-09",1.44
"700","2009-10-12",1.46
"701","2009-10-13",1.45
"702","2009-10-14",1.46
"703","2009-10-15",1.43
"704","2009-10-16",1.44
"705","2009-10-19",1.55
"706","2009-10-20",1.53
"707","2009-10-21",1.45
"708","2009-10-22",1.48
"709","2009-10-23",1.44
"710","2009-10-26",1.44
"711","2009-10-27",1.42
"712","2009-10-28",1.38
"713","2009-10-29",1.41
"714","2009-10-30",1.42
"715","2009-11-02",1.38
"716","2009-11-03",1.48
"717","2009-11-04",1.5
"718","2009-11-05",1.54
"719","2009-11-06",1.51
"720","2009-11-09",1.49
"721","2009-11-10",1.48
"722","2009-11-11",1.47
"723","2009-11-12",1.5
"724","2009-11-13",1.48
"725","2009-11-16",1.48
"726","2009-11-17",1.45
"727","2009-11-18",1.48
"728","2009-11-19",1.5
"729","2009-11-20",1.55
"730","2009-11-23",1.52
"731","2009-11-24",1.54
"732","2009-11-25",1.5
"733","2009-11-27",1.5
"734","2009-11-30",1.51
"735","2009-12-01",1.51
"736","2009-12-02",1.56
"737","2009-12-03",1.57
"738","2009-12-04",1.57
"739","2009-12-07",1.6
"740","2009-12-08",1.56
"741","2009-12-09",1.59
"742","2009-12-10",1.59
"743","2009-12-11",1.57
"744","2009-12-14",1.58
"745","2009-12-15",1.54
"746","2009-12-16",1.53
"747","2009-12-17",1.52
"748","2009-12-18",1.47
"749","2009-12-21",1.43
"750","2009-12-22",1.43
"751","2009-12-23",1.45
"752","2009-12-24",1.46
"753","2009-12-28",1.44
"754","2009-12-29",1.37
"755","2009-12-30",1.48
"756","2009-12-31",1.5
"757","2010-01-04",1.47
"758","2010-01-05",1.5
"759","2010-01-06",1.55
"760","2010-01-07",1.56
"761","2010-01-08",1.59
"762","2010-01-11",1.55
"763","2010-01-12",1.55
"764","2010-01-13",1.57
"765","2010-01-14",1.56
"766","2010-01-15",1.56
"767","2010-01-19",1.51
"768","2010-01-20",1.45
"769","2010-01-21",1.44
"770","2010-01-22",1.37
"771","2010-01-25",1.4
"772","2010-01-26",1.4
"773","2010-01-27",1.36
"774","2010-01-28",1.38
"775","2010-01-29",1.34
"776","2010-02-01",1.35
"777","2010-02-02",1.35
"778","2010-02-03",1.34
"779","2010-02-04",1.34
"780","2010-02-05",1.34
"781","2010-02-08",1.34
"782","2010-02-09",1.32
"783","2010-02-10",1.33
"784","2010-02-11",1.37
"785","2010-02-12",1.39
"786","2010-02-16",1.33
"787","2010-02-17",1.33
"788","2010-02-18",1.31
"789","2010-02-19",1.33
"790","2010-02-22",1.35
"791","2010-02-23",1.42
"792","2010-02-24",1.46
"793","2010-02-25",1.45
"794","2010-02-26",1.46
"795","2010-03-01",1.43
"796","2010-03-02",1.45
"797","2010-03-03",1.45
"798","2010-03-04",1.45
"799","2010-03-05",1.45
"800","2010-03-08",1.52
"801","2010-03-09",1.5
"802","2010-03-10",1.52
"803","2010-03-11",1.54
"804","2010-03-12",1.51
"805","2010-03-15",1.54
"806","2010-03-16",1.86
"807","2010-03-17",1.77
"808","2010-03-18",1.8
"809","2010-03-19",1.87
"810","2010-03-22",1.99
"811","2010-03-23",1.99
"812","2010-03-24",1.9
"813","2010-03-25",1.92
"814","2010-03-26",2.04
"815","2010-03-29",2.04
"816","2010-03-30",2.01
"817","2010-03-31",2
"818","2010-04-01",1.97
"819","2010-04-05",2.04
"820","2010-04-06",2.02
"821","2010-04-07",2.09
"822","2010-04-08",1.91
"823","2010-04-09",1.92
"824","2010-04-12",1.95
"825","2010-04-13",2.02
"826","2010-04-14",1.99
"827","2010-04-15",2.01
"828","2010-04-16",2.02
"829","2010-04-19",2
"830","2010-04-20",2.06
"831","2010-04-21",1.96
"832","2010-04-22",1.93
"833","2010-04-23",1.91
"834","2010-04-26",1.98
"835","2010-04-27",1.91
"836","2010-04-28",1.92
"837","2010-04-29",1.89
"838","2010-04-30",1.87
"839","2010-05-03",1.9
"840","2010-05-04",1.8
"841","2010-05-05",1.69
"842","2010-05-06",1.55
"843","2010-05-07",1.58
"844","2010-05-10",1.71
"845","2010-05-11",1.72
"846","2010-05-12",1.72
"847","2010-05-13",1.79
"848","2010-05-14",1.77
"849","2010-05-17",1.79
"850","2010-05-18",1.71
"851","2010-05-19",1.57
"852","2010-05-20",1.67
"853","2010-05-21",1.62
"854","2010-05-24",1.6
"855","2010-05-25",1.57
"856","2010-05-26",1.58
"857","2010-05-27",1.56
"858","2010-05-28",1.57
"859","2010-06-01",1.58
"860","2010-06-02",1.6
"861","2010-06-03",1.59
"862","2010-06-04",1.54
"863","2010-06-07",1.48
"864","2010-06-08",1.48
"865","2010-06-09",1.47
"866","2010-06-10",1.48
"867","2010-06-11",1.48
"868","2010-06-14",1.46
"869","2010-06-15",1.48
"870","2010-06-16",1.47
"871","2010-06-17",1.48
"872","2010-06-18",1.45
"873","2010-06-21",1.5
"874","2010-06-22",1.45
"875","2010-06-23",1.45
"876","2010-06-24",1.43
"877","2010-06-25",1.46
"878","2010-06-28",1.42
"879","2010-06-29",1.36
"880","2010-06-30",1.35
"881","2010-07-01",1.3
"882","2010-07-02",1.32
"883","2010-07-06",1.3
"884","2010-07-07",1.33
"885","2010-07-08",1.38
"886","2010-07-09",1.36
"887","2010-07-12",1.38
"888","2010-07-13",1.45
"889","2010-07-14",1.56
"890","2010-07-15",1.55
"891","2010-07-16",1.55
"892","2010-07-19",1.49
"893","2010-07-20",1.47
"894","2010-07-21",1.47
"895","2010-07-22",1.46
"896","2010-07-23",1.45
"897","2010-07-26",1.5
"898","2010-07-27",1.41
"899","2010-07-28",1.43
"900","2010-07-29",1.49
"901","2010-07-30",1.49
"902","2010-08-02",1.49
"903","2010-08-03",1.52
"904","2010-08-04",1.48
"905","2010-08-05",1.52
"906","2010-08-06",1.54
"907","2010-08-09",1.55
"908","2010-08-10",1.55
"909","2010-08-11",1.54
"910","2010-08-12",1.48
"911","2010-08-13",1.5
"912","2010-08-16",1.38
"913","2010-08-17",1.41
"914","2010-08-18",1.41
"915","2010-08-19",1.4
"916","2010-08-20",1.38
"917","2010-08-23",1.34
"918","2010-08-24",1.35
"919","2010-08-25",1.34
"920","2010-08-26",1.31
"921","2010-08-27",1.34
"922","2010-08-30",1.3
"923","2010-08-31",1.28
"924","2010-09-01",1.31
"925","2010-09-02",1.35
"926","2010-09-03",1.36
"927","2010-09-07",1.33
"928","2010-09-08",1.35
"929","2010-09-09",1.38
"930","2010-09-10",1.37
"931","2010-09-13",1.36
"932","2010-09-14",1.35
"933","2010-09-15",1.38
"934","2010-09-16",1.36
"935","2010-09-17",1.45
"936","2010-09-20",1.42
"937","2010-09-21",1.38
"938","2010-09-22",1.43
"939","2010-09-23",1.4
"940","2010-09-24",1.38
"941","2010-09-27",1.42
"942","2010-09-28",1.42
"943","2010-09-29",1.45
"944","2010-09-30",1.47
"945","2010-10-01",1.47
"946","2010-10-04",1.36
"947","2010-10-05",1.38
"948","2010-10-06",1.38
"949","2010-10-07",1.36
"950","2010-10-08",1.4
"951","2010-10-11",1.42
"952","2010-10-12",1.41
"953","2010-10-13",1.45
"954","2010-10-14",1.49
"955","2010-10-15",1.55
"956","2010-10-18",1.55
"957","2010-10-19",1.51
"958","2010-10-20",1.51
"959","2010-10-21",1.53
"960","2010-10-22",1.43
"961","2010-10-25",1.42
"962","2010-10-26",1.4
"963","2010-10-27",1.35
"964","2010-10-28",1.4
"965","2010-10-29",1.42
"966","2010-11-01",1.41
"967","2010-11-02",1.41
"968","2010-11-03",1.42
"969","2010-11-04",1.41
"970","2010-11-05",1.46
"971","2010-11-08",1.54
"972","2010-11-09",1.62
"973","2010-11-10",1.59
"974","2010-11-11",1.55
"975","2010-11-12",1.53
"976","2010-11-15",1.58
"977","2010-11-16",1.52
"978","2010-11-17",1.48
"979","2010-11-18",1.48
"980","2010-11-19",1.42
"981","2010-11-22",1.44
"982","2010-11-23",1.44
"983","2010-11-24",1.47
"984","2010-11-26",1.51
"985","2010-11-29",1.5
"986","2010-11-30",1.5
"987","2010-12-01",1.49
"988","2010-12-02",1.47
"989","2010-12-03",1.49
"990","2010-12-06",1.5
"991","2010-12-07",1.54
"992","2010-12-08",1.56
"993","2010-12-09",1.53
"994","2010-12-10",1.56
"995","2010-12-13",1.6
"996","2010-12-14",1.59
"997","2010-12-15",1.65
"998","2010-12-16",1.59
"999","2010-12-17",1.61
