"","date","O"
"1","2007-01-03",27.719999
"2","2007-01-04",27.93
"3","2007-01-05",27.09
"4","2007-01-08",27.02
"5","2007-01-09",27.299999
"6","2007-01-10",27.42
"7","2007-01-11",27.719999
"8","2007-01-12",27.75
"9","2007-01-16",28.040001
"10","2007-01-17",27.940001
"11","2007-01-18",27.85
"12","2007-01-19",28.18
"13","2007-01-22",27.790001
"14","2007-01-23",27.959999
"15","2007-01-24",28.450001
"16","2007-01-25",28.459999
"17","2007-01-26",28.459999
"18","2007-01-29",28.65
"19","2007-01-30",28.67
"20","2007-01-31",28.780001
"21","2007-02-01",29
"22","2007-02-02",29
"23","2007-02-05",29.110001
"24","2007-02-06",29.5
"25","2007-02-07",30.190001
"26","2007-02-08",29.790001
"27","2007-02-09",29.1
"28","2007-02-12",28.66
"29","2007-02-13",29.09
"30","2007-02-14",28.74
"31","2007-02-15",29.110001
"32","2007-02-16",29.1
"33","2007-02-20",29.58
"34","2007-02-21",29.469999
"35","2007-02-22",29.190001
"36","2007-02-23",28.870001
"37","2007-02-26",28.67
"38","2007-02-27",27.459999
"39","2007-02-28",27.51
"40","2007-03-01",27.559999
"41","2007-03-02",27.190001
"42","2007-03-05",26.07
"43","2007-03-06",27.059999
"44","2007-03-07",26.719999
"45","2007-03-08",27.219999
"46","2007-03-09",27.57
"47","2007-03-12",27.77
"48","2007-03-13",27.33
"49","2007-03-14",27.66
"50","2007-03-15",28.02
"51","2007-03-16",27.559999
"52","2007-03-19",27.83
"53","2007-03-20",28.110001
"54","2007-03-21",28.65
"55","2007-03-22",28.549999
"56","2007-03-23",28.450001
"57","2007-03-26",28.08
"58","2007-03-27",27.860001
"59","2007-03-28",27.809999
"60","2007-03-29",28.059999
"61","2007-03-30",28.200001
"62","2007-04-02",28.379999
"63","2007-04-03",28.57
"64","2007-04-04",28.280001
"65","2007-04-05",28.09
"66","2007-04-09",27.99
"67","2007-04-10",28.129999
"68","2007-04-11",27.73
"69","2007-04-12",27.65
"70","2007-04-13",28
"71","2007-04-16",28.139999
"72","2007-04-17",28.57
"73","2007-04-18",28.360001
"74","2007-04-19",28.059999
"75","2007-04-20",28.35
"76","2007-04-23",28.92
"77","2007-04-24",28.700001
"78","2007-04-25",28.700001
"79","2007-04-26",28.639999
"80","2007-04-27",28.549999
"81","2007-04-30",27.9
"82","2007-05-01",27.91
"83","2007-05-02",28
"84","2007-05-03",28.18
"85","2007-05-04",28.35
"86","2007-05-07",28.25
"87","2007-05-08",28.24
"88","2007-05-09",28.540001
"89","2007-05-10",27.889999
"90","2007-05-11",28.25
"91","2007-05-14",27.84
"92","2007-05-15",27.32
"93","2007-05-16",27.6
"94","2007-05-17",27.15
"95","2007-05-18",26.549999
"96","2007-05-21",26.719999
"97","2007-05-22",27.129999
"98","2007-05-23",26.879999
"99","2007-05-24",26.389999
"100","2007-05-25",26.610001
"101","2007-05-29",27.18
"102","2007-05-30",27.700001
"103","2007-05-31",27.42
"104","2007-06-01",27.440001
"105","2007-06-04",27.52
"106","2007-06-05",26.790001
"107","2007-06-06",26.83
"108","2007-06-07",26.030001
"109","2007-06-08",26.540001
"110","2007-06-11",26.01
"111","2007-06-12",25.389999
"112","2007-06-13",26.02
"113","2007-06-14",25.719999
"114","2007-06-15",26.43
"115","2007-06-18",25.91
"116","2007-06-19",26.15
"117","2007-06-20",25.23
"118","2007-06-21",25.290001
"119","2007-06-22",25.33
"120","2007-06-25",24.99
"121","2007-06-26",24.99
"122","2007-06-27",25.700001
"123","2007-06-28",25.35
"124","2007-06-29",25.190001
"125","2007-07-02",26.049999
"126","2007-07-03",25.82
"127","2007-07-05",26.129999
"128","2007-07-06",26.01
"129","2007-07-09",25.879999
"130","2007-07-10",25.049999
"131","2007-07-11",25.08
"132","2007-07-12",25.57
"133","2007-07-13",25.620001
"134","2007-07-16",25.16
"135","2007-07-17",25.120001
"136","2007-07-18",25.219999
"137","2007-07-19",25.379999
"138","2007-07-20",24.66
"139","2007-07-23",24.280001
"140","2007-07-24",23.540001
"141","2007-07-25",24.01
"142","2007-07-26",23.959999
"143","2007-07-27",23.5
"144","2007-07-30",23.59
"145","2007-07-31",23.469999
"146","2007-08-01",23.719999
"147","2007-08-02",24.25
"148","2007-08-03",23.76
"149","2007-08-06",25.34
"150","2007-08-07",26.120001
"151","2007-08-08",27.540001
"152","2007-08-09",27.4
"153","2007-08-10",26.76
"154","2007-08-13",26.1
"155","2007-08-14",25.139999
"156","2007-08-15",25
"157","2007-08-16",26.620001
"158","2007-08-17",28.08
"159","2007-08-20",28.15
"160","2007-08-21",28.059999
"161","2007-08-22",28.190001
"162","2007-08-23",27.24
"163","2007-08-24",27.629999
"164","2007-08-27",27.1
"165","2007-08-28",26.219999
"166","2007-08-29",27.209999
"167","2007-08-30",27.07
"168","2007-08-31",27
"169","2007-09-04",27.35
"170","2007-09-05",26.77
"171","2007-09-06",26.690001
"172","2007-09-07",26.309999
"173","2007-09-10",26.17
"174","2007-09-11",26.719999
"175","2007-09-12",26.84
"176","2007-09-13",27.16
"177","2007-09-14",27.41
"178","2007-09-17",27.07
"179","2007-09-18",28.34
"180","2007-09-19",29.18
"181","2007-09-20",28.299999
"182","2007-09-21",28.25
"183","2007-09-24",28.790001
"184","2007-09-25",28.25
"185","2007-09-26",28.74
"186","2007-09-27",28.75
"187","2007-09-28",27.950001
"188","2007-10-01",28.780001
"189","2007-10-02",29.120001
"190","2007-10-03",29.209999
"191","2007-10-04",29.33
"192","2007-10-05",30.1
"193","2007-10-08",29.77
"194","2007-10-09",29.780001
"195","2007-10-10",29.610001
"196","2007-10-11",29.01
"197","2007-10-12",28.969999
"198","2007-10-15",28.34
"199","2007-10-16",27.93
"200","2007-10-17",28.049999
"201","2007-10-18",28.25
"202","2007-10-19",27.459999
"203","2007-10-22",28.15
"204","2007-10-23",28.629999
"205","2007-10-24",28.65
"206","2007-10-25",28.73
"207","2007-10-26",29.440001
"208","2007-10-29",28.75
"209","2007-10-30",29.110001
"210","2007-10-31",29.540001
"211","2007-11-01",28.540001
"212","2007-11-02",28.08
"213","2007-11-05",27.48
"214","2007-11-06",27.9
"215","2007-11-07",26.93
"216","2007-11-08",27.25
"217","2007-11-09",29.049999
"218","2007-11-12",28.83
"219","2007-11-13",30.450001
"220","2007-11-14",29.719999
"221","2007-11-15",29.639999
"222","2007-11-16",29.67
"223","2007-11-19",28.719999
"224","2007-11-20",28.15
"225","2007-11-21",28.559999
"226","2007-11-23",29.190001
"227","2007-11-26",27.620001
"228","2007-11-27",28.190001
"229","2007-11-28",29.059999
"230","2007-11-29",28.59
"231","2007-11-30",28.5
"232","2007-12-03",28.25
"233","2007-12-04",27.59
"234","2007-12-05",28.32
"235","2007-12-06",29.42
"236","2007-12-07",28.690001
"237","2007-12-10",29.41
"238","2007-12-11",27.690001
"239","2007-12-12",27.9
"240","2007-12-13",27.940001
"241","2007-12-14",27.4
"242","2007-12-17",26.82
"243","2007-12-18",27.24
"244","2007-12-19",27.49
"245","2007-12-20",27.780001
"246","2007-12-21",28.5
"247","2007-12-24",29.23
"248","2007-12-26",28.889999
"249","2007-12-27",28.219999
"250","2007-12-28",26.809999
"251","2007-12-31",27.02
"252","2008-01-02",25.23
"253","2008-01-03",24.65
"254","2008-01-04",22.65
"255","2008-01-07",23.379999
"256","2008-01-08",22.15
"257","2008-01-09",22.709999
"258","2008-01-10",23.040001
"259","2008-01-11",23.09
"260","2008-01-14",22.5
"261","2008-01-15",22.08
"262","2008-01-16",22.1
"263","2008-01-17",21.719999
"264","2008-01-18",21.48
"265","2008-01-22",22.139999
"266","2008-01-23",24.6
"267","2008-01-24",23.58
"268","2008-01-25",23.42
"269","2008-01-28",24.25
"270","2008-01-29",24.030001
"271","2008-01-30",23.559999
"272","2008-01-31",24.32
"273","2008-02-01",25.15
"274","2008-02-04",24.610001
"275","2008-02-05",24.33
"276","2008-02-06",23.25
"277","2008-02-07",24.040001
"278","2008-02-08",23.09
"279","2008-02-11",22.379999
"280","2008-02-12",23.18
"281","2008-02-13",23.5
"282","2008-02-14",23.299999
"283","2008-02-15",23.67
"284","2008-02-19",23.66
"285","2008-02-20",24
"286","2008-02-21",23.440001
"287","2008-02-22",24.02
"288","2008-02-25",24.83
"289","2008-02-26",24.66
"290","2008-02-27",24.389999
"291","2008-02-28",23.16
"292","2008-02-29",23.01
"293","2008-03-03",23.290001
"294","2008-03-04",23.68
"295","2008-03-05",23.719999
"296","2008-03-06",22.6
"297","2008-03-07",23.040001
"298","2008-03-10",22.85
"299","2008-03-11",24.129999
"300","2008-03-12",23.77
"301","2008-03-13",24.65
"302","2008-03-14",24.41
"303","2008-03-17",24.77
"304","2008-03-18",26.24
"305","2008-03-19",26.549999
"306","2008-03-20",26.91
"307","2008-03-24",26.870001
"308","2008-03-25",27.16
"309","2008-03-26",26.219999
"310","2008-03-27",25.85
"311","2008-03-28",25.58
"312","2008-03-31",25.620001
"313","2008-04-01",26.030001
"314","2008-04-02",25.91
"315","2008-04-03",26.18
"316","2008-04-04",26.08
"317","2008-04-07",26.08
"318","2008-04-08",26.34
"319","2008-04-09",25.73
"320","2008-04-10",25.9
"321","2008-04-11",25.24
"322","2008-04-14",25.559999
"323","2008-04-15",26.379999
"324","2008-04-16",27
"325","2008-04-17",27.02
"326","2008-04-18",26.959999
"327","2008-04-21",26.940001
"328","2008-04-22",26.469999
"329","2008-04-23",27
"330","2008-04-24",27.610001
"331","2008-04-25",27.799999
"332","2008-04-28",28.1
"333","2008-04-29",27.049999
"334","2008-04-30",26.309999
"335","2008-05-01",25.530001
"336","2008-05-02",25.129999
"337","2008-05-05",25.51
"338","2008-05-06",25.57
"339","2008-05-07",24.639999
"340","2008-05-08",24.540001
"341","2008-05-09",23.99
"342","2008-05-12",24.459999
"343","2008-05-13",24.440001
"344","2008-05-14",24.68
"345","2008-05-15",25.040001
"346","2008-05-16",24.809999
"347","2008-05-19",24.52
"348","2008-05-20",24.450001
"349","2008-05-21",24.370001
"350","2008-05-22",23.85
"351","2008-05-23",23.790001
"352","2008-05-27",24.1
"353","2008-05-28",24.120001
"354","2008-05-29",24.370001
"355","2008-05-30",24.5
"356","2008-06-02",23.93
"357","2008-06-03",23.99
"358","2008-06-04",24.120001
"359","2008-06-05",24.639999
"360","2008-06-06",23.84
"361","2008-06-09",23.450001
"362","2008-06-10",23.459999
"363","2008-06-11",23
"364","2008-06-12",23.629999
"365","2008-06-13",23.860001
"366","2008-06-16",23.99
"367","2008-06-17",23.48
"368","2008-06-18",23.700001
"369","2008-06-19",24.15
"370","2008-06-20",23.459999
"371","2008-06-23",23.32
"372","2008-06-24",23.42
"373","2008-06-25",23.42
"374","2008-06-26",23.360001
"375","2008-06-27",22.91
"376","2008-06-30",22.76
"377","2008-07-01",23
"378","2008-07-02",22.99
"379","2008-07-03",22.719999
"380","2008-07-07",22.049999
"381","2008-07-08",23.879999
"382","2008-07-09",22.48
"383","2008-07-10",23.01
"384","2008-07-11",23.6
"385","2008-07-14",22
"386","2008-07-15",22.59
"387","2008-07-16",24.809999
"388","2008-07-17",24.860001
"389","2008-07-18",24.59
"390","2008-07-21",24.700001
"391","2008-07-22",25.809999
"392","2008-07-23",26.08
"393","2008-07-24",24.389999
"394","2008-07-25",24.66
"395","2008-07-28",24.67
"396","2008-07-29",26.02
"397","2008-07-30",25.74
"398","2008-07-31",25.190001
"399","2008-08-01",25.360001
