"","date","HNP"
"1","2007-01-03",37.41
"2","2007-01-04",38.720001
"3","2007-01-05",37.59
"4","2007-01-08",39.799999
"5","2007-01-09",37.419998
"6","2007-01-10",37.16
"7","2007-01-11",38.080002
"8","2007-01-12",38.720001
"9","2007-01-16",38.66
"10","2007-01-17",38.349998
"11","2007-01-18",38.439999
"12","2007-01-19",37.48
"13","2007-01-22",37.580002
"14","2007-01-23",38.130001
"15","2007-01-24",38.900002
"16","2007-01-25",37.119999
"17","2007-01-26",36.759998
"18","2007-01-29",36.779999
"19","2007-01-30",37.369999
"20","2007-01-31",35.98
"21","2007-02-01",34.880001
"22","2007-02-02",35.419998
"23","2007-02-05",34.310001
"24","2007-02-06",34.709999
"25","2007-02-07",35.599998
"26","2007-02-08",35.889999
"27","2007-02-09",35.220001
"28","2007-02-12",35.580002
"29","2007-02-13",35.169998
"30","2007-02-14",36.110001
"31","2007-02-15",36.240002
"32","2007-02-16",36.59
"33","2007-02-20",36.880001
"34","2007-02-21",37.279999
"35","2007-02-22",37.299999
"36","2007-02-23",37.23
"37","2007-02-26",38.16
"38","2007-02-27",34.599998
"39","2007-02-28",35.02
"40","2007-03-01",34.919998
"41","2007-03-02",34.380001
"42","2007-03-05",33.189999
"43","2007-03-06",33.849998
"44","2007-03-07",34.310001
"45","2007-03-08",34.970001
"46","2007-03-09",35.150002
"47","2007-03-12",35.57
"48","2007-03-13",34.57
"49","2007-03-14",34.869999
"50","2007-03-15",35.57
"51","2007-03-16",35.439999
"52","2007-03-19",35.970001
"53","2007-03-20",36.549999
"54","2007-03-21",37
"55","2007-03-22",37.209999
"56","2007-03-23",36.950001
"57","2007-03-26",37.110001
"58","2007-03-27",36.290001
"59","2007-03-28",34.700001
"60","2007-03-29",35.299999
"61","2007-03-30",34.75
"62","2007-04-02",35.580002
"63","2007-04-03",36.049999
"64","2007-04-04",39.810001
"65","2007-04-05",40.619999
"66","2007-04-09",40.110001
"67","2007-04-10",42.049999
"68","2007-04-11",40.740002
"69","2007-04-12",41.419998
"70","2007-04-13",41.200001
"71","2007-04-16",41.52
"72","2007-04-17",41.110001
"73","2007-04-18",40.830002
"74","2007-04-19",39.75
"75","2007-04-20",39.799999
"76","2007-04-23",40.099998
"77","2007-04-24",41.57
"78","2007-04-25",41.369999
"79","2007-04-26",41.540001
"80","2007-04-27",41.200001
"81","2007-04-30",40.59
"82","2007-05-01",40.360001
"83","2007-05-02",41.560001
"84","2007-05-03",41.360001
"85","2007-05-04",41.049999
"86","2007-05-07",41.75
"87","2007-05-08",41.509998
"88","2007-05-09",42.759998
"89","2007-05-10",41.189999
"90","2007-05-11",44.200001
"91","2007-05-14",45.330002
"92","2007-05-15",45.34
"93","2007-05-16",45.799999
"94","2007-05-17",45.099998
"95","2007-05-18",43.84
"96","2007-05-21",44.049999
"97","2007-05-22",43.490002
"98","2007-05-23",42.93
"99","2007-05-24",41.310001
"100","2007-05-25",41.73
"101","2007-05-29",41.02
"102","2007-05-30",40.990002
"103","2007-05-31",41.259998
"104","2007-06-01",42.220001
"105","2007-06-04",41.639999
"106","2007-06-05",41.400002
"107","2007-06-06",41.59
"108","2007-06-07",40.369999
"109","2007-06-08",41.580002
"110","2007-06-11",41.889999
"111","2007-06-12",41.150002
"112","2007-06-13",42.630001
"113","2007-06-14",42.279999
"114","2007-06-15",43.27
"115","2007-06-18",43.25
"116","2007-06-19",42.84
"117","2007-06-20",43.32
"118","2007-06-21",45.200001
"119","2007-06-22",44.439999
"120","2007-06-25",45.169998
"121","2007-06-26",45.73
"122","2007-06-27",45.290001
"123","2007-06-28",45.869999
"124","2007-06-29",46.450001
"125","2007-07-02",47.130001
"126","2007-07-03",47.970001
"127","2007-07-05",46.900002
"128","2007-07-06",46.939999
"129","2007-07-09",48.169998
"130","2007-07-10",47.240002
"131","2007-07-11",46.700001
"132","2007-07-12",48.150002
"133","2007-07-13",47.950001
"134","2007-07-16",46.93
"135","2007-07-17",46.299999
"136","2007-07-18",44.490002
"137","2007-07-19",45.18
"138","2007-07-20",45.040001
"139","2007-07-23",45.810001
"140","2007-07-24",45.68
"141","2007-07-25",46.939999
"142","2007-07-26",44.52
"143","2007-07-27",44.150002
"144","2007-07-30",44.700001
"145","2007-07-31",44.779999
"146","2007-08-01",43.610001
"147","2007-08-02",43.599998
"148","2007-08-03",41.59
"149","2007-08-06",42.950001
"150","2007-08-07",42.130001
"151","2007-08-08",42.57
"152","2007-08-09",41.740002
"153","2007-08-10",40.919998
"154","2007-08-13",41.689999
"155","2007-08-14",40.66
"156","2007-08-15",39.009998
"157","2007-08-16",37.98
"158","2007-08-17",39.209999
"159","2007-08-20",39.220001
"160","2007-08-21",40.459999
"161","2007-08-22",42.59
"162","2007-08-23",42.599998
"163","2007-08-24",44.529999
"164","2007-08-27",47.990002
"165","2007-08-28",43.68
"166","2007-08-29",46.580002
"167","2007-08-30",45.619999
"168","2007-08-31",46.34
"169","2007-09-04",46.5
"170","2007-09-05",44.779999
"171","2007-09-06",44.84
"172","2007-09-07",43.84
"173","2007-09-10",43.099998
"174","2007-09-11",43.549999
"175","2007-09-12",43.48
"176","2007-09-13",44.299999
"177","2007-09-14",44.27
"178","2007-09-17",44.299999
"179","2007-09-18",45.830002
"180","2007-09-19",45.669998
"181","2007-09-20",44.990002
"182","2007-09-21",46.009998
"183","2007-09-24",47.740002
"184","2007-09-25",48.599998
"185","2007-09-26",49.290001
"186","2007-09-27",53
"187","2007-09-28",52.779999
"188","2007-10-01",55.349998
"189","2007-10-02",53.630001
"190","2007-10-03",49.48
"191","2007-10-04",49.540001
"192","2007-10-05",52.48
"193","2007-10-08",50.189999
"194","2007-10-09",50.150002
"195","2007-10-10",50.029999
"196","2007-10-11",49.470001
"197","2007-10-12",52.009998
"198","2007-10-15",52.09
"199","2007-10-16",52.200001
"200","2007-10-17",57.119999
"201","2007-10-18",56.900002
"202","2007-10-19",53.900002
"203","2007-10-22",51.779999
"204","2007-10-23",52.099998
"205","2007-10-24",49
"206","2007-10-25",48.650002
"207","2007-10-26",49.16
"208","2007-10-29",49.57
"209","2007-10-30",47.09
"210","2007-10-31",48.049999
"211","2007-11-01",46.369999
"212","2007-11-02",46.299999
"213","2007-11-05",42.790001
"214","2007-11-06",44.959999
"215","2007-11-07",42.599998
"216","2007-11-08",41.75
"217","2007-11-09",41.200001
"218","2007-11-12",38.669998
"219","2007-11-13",41.709999
"220","2007-11-14",41.09
"221","2007-11-15",39.970001
"222","2007-11-16",39.779999
"223","2007-11-19",37.830002
"224","2007-11-20",38.889999
"225","2007-11-21",37.849998
"226","2007-11-23",41.139999
"227","2007-11-26",39.59
"228","2007-11-27",41.330002
"229","2007-11-28",43.779999
"230","2007-11-29",43.439999
"231","2007-11-30",42.900002
"232","2007-12-03",43.209999
"233","2007-12-04",43.630001
"234","2007-12-05",45.080002
"235","2007-12-06",45.360001
"236","2007-12-07",45.009998
"237","2007-12-10",44.459999
"238","2007-12-11",43.439999
"239","2007-12-12",43.279999
"240","2007-12-13",42.380001
"241","2007-12-14",40.32
"242","2007-12-17",38.84
"243","2007-12-18",39.700001
"244","2007-12-19",40.220001
"245","2007-12-20",40.18
"246","2007-12-21",40.619999
"247","2007-12-24",41.189999
"248","2007-12-26",41.43
"249","2007-12-27",41.43
"250","2007-12-28",41.75
"251","2007-12-31",41.299999
"252","2008-01-02",40.650002
"253","2008-01-03",40.389999
"254","2008-01-04",39.57
"255","2008-01-07",40.700001
"256","2008-01-08",40.91
"257","2008-01-09",41.549999
"258","2008-01-10",40.310001
"259","2008-01-11",39.389999
"260","2008-01-14",38.400002
"261","2008-01-15",36.380001
"262","2008-01-16",35.610001
"263","2008-01-17",35.34
"264","2008-01-18",36.459999
"265","2008-01-22",34.689999
"266","2008-01-23",35.869999
"267","2008-01-24",35.02
"268","2008-01-25",34.299999
"269","2008-01-28",33.68
"270","2008-01-29",34.450001
"271","2008-01-30",32.599998
"272","2008-01-31",32.970001
"273","2008-02-01",35.049999
"274","2008-02-04",36.25
"275","2008-02-05",34.119999
"276","2008-02-06",33.220001
"277","2008-02-07",34.049999
"278","2008-02-08",33.5
"279","2008-02-11",33.5
"280","2008-02-12",33.98
"281","2008-02-13",34.57
"282","2008-02-14",33.91
"283","2008-02-15",33.959999
"284","2008-02-19",33.950001
"285","2008-02-20",33.759998
